SA4_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
111,71,5,17,8,9,101,59,0,17,0,3,80,547,13,119,19,36,728,441,33,250,25,45,799,397,47,214,22,66,738,975,82,708,67,154,1982,1797,165,1564,118,200,3847,1146,179,1179,114,139,2755,294,64,375,49,60,836,97,23,105,17,7,246,26,11,36,8,9,83,13,0,23,3,0,41,8,0,10,5,0,19,24,4,24,6,7,62,164,23,80,13,31,310,6056,648,4707,463,757,12630,28,0,0,0,0,36,29,0,8,0,3,44,163,6,30,6,13,217,467,19,94,14,47,628,267,19,105,13,30,430,464,33,240,19,61,815,1506,113,1026,86,181,2916,2446,248,1998,199,282,5173,840,192,967,131,141,2268,226,59,250,51,40,630,77,24,73,10,6,191,29,12,37,9,10,91,9,5,13,0,0,28,20,3,20,5,3,48,142,15,74,7,27,262,6721,743,4930,549,846,13780,17,4,7,0,0,31,24,0
112,50,3,17,0,6,83,46,0,8,0,6,55,312,13,98,18,23,464,369,26,184,27,41,644,288,21,187,15,28,538,562,65,415,43,64,1147,964,105,1031,75,117,2295,835,202,1171,118,139,2453,201,70,349,42,28,693,58,28,111,14,11,222,19,9,33,5,4,69,8,0,19,0,0,32,0,3,4,0,0,11,24,5,21,0,4,52,110,19,82,7,13,225,3840,572,3725,362,470,8982,20,5,11,0,3,42,16,3,7,0,4,26,116,8,37,0,11,177,255,15,86,4,30,397,209,17,101,16,22,370,460,29,291,30,41,846,895,105,732,66,109,1902,1077,164,1236,123,156,2758,469,136,693,89,80,1472,197,47,283,33,33,594,70,15,129,16,6,236,23,13,51,3,0,90,18,3,23,5,0,49,20,5,23,6,0,54,96,17,82,9,14,214,3938,581,3785,416,521,9238,20,0,11,4,3,40,12,0
113,96,3,68,3,7,181,61,5,31,4,5,101,415,23,242,21,35,737,534,81,483,34,64,1194,314,42,368,23,32,779,415,40,440,31,47,979,338,50,403,29,36,856,133,47,227,16,14,436,29,12,37,5,3,86,3,0,11,0,5,16,0,4,4,0,0,9,0,0,0,0,0,0,0,0,4,0,0,4,12,0,9,0,3,22,92,22,95,12,5,225,2450,329,2414,178,255,5626,53,10,47,4,5,118,34,0,22,5,3,63,177,15,93,8,15,310,459,23,361,33,54,939,299,34,237,19,32,614,542,62,612,25,42,1284,633,103,736,43,66,1584,286,90,407,37,40,854,43,18,78,14,3,156,9,7,14,0,0,28,0,0,6,0,0,10,6,0,7,0,0,5,3,0,0,0,0,0,7,0,0,0,0,12,116,10,91,12,13,239,2663,365,2708,198,283,6214,41,5,20,6,3,73,13,3
114,26,4,11,4,3,51,26,0,6,3,0,35,149,13,68,5,12,246,324,14,143,18,34,537,255,32,251,9,31,579,395,78,446,51,64,1033,395,106,534,46,60,1154,209,68,312,27,37,652,60,20,72,8,12,174,9,6,37,5,5,72,7,0,11,0,0,20,3,0,6,0,0,11,7,0,4,0,0,9,6,3,10,0,0,23,61,10,49,6,10,132,1945,359,1960,175,282,4723,6,0,14,0,0,22,12,0,6,0,5,20,52,0,20,0,5,76,154,10,75,11,13,259,150,13,93,5,14,269,364,27,261,18,38,698,603,66,606,50,99,1423,559,107,703,54,84,1503,151,39,221,27,45,478,70,16,73,13,11,194,28,6,37,10,5,72,13,0,13,3,5,38,3,0,5,0,0,8,12,6,16,8,0,35,67,5,55,3,14,151,2239,294,2177,202,343,5249,13,0,7,0,0,13,3,0
115,16,0,13,0,0,34,11,0,0,0,0,14,41,0,9,4,4,66,59,6,26,8,7,98,67,5,48,12,9,136,87,11,78,10,15,200,160,16,148,16,20,355,390,72,472,57,67,1048,386,125,659,102,89,1356,194,111,445,96,95,949,97,70,218,62,39,483,27,27,97,24,16,193,11,14,51,13,5,92,23,26,52,16,14,135,65,16,62,19,21,186,1630,516,2377,436,396,5352,9,4,10,0,0,20,5,0,0,0,0,9,34,0,5,0,0,41,28,3,11,0,0,42,32,0,14,3,0,51,77,8,60,3,6,149,106,18,76,11,24,235,223,27,232,33,27,548,495,84,613,72,85,1345,454,172,977,155,138,1899,237,181,627,153,126,1324,105,80,272,84,65,606,51,54,143,44,38,328,34,46,120,42,41,287,61,17,75,15,24,188,1958,696,3221,617,582,7075,5,6,3,0,0,17,4,0
116,61,3,22,8,10,101,38,0,18,3,9,65,530,18,119,31,69,763,286,73,247,49,113,762,215,83,244,33,141,712,389,134,554,71,118,1271,1154,296,1916,166,255,3777,1173,356,2070,221,238,4055,293,140,545,91,108,1180,110,58,262,48,52,526,20,19,56,6,11,105,4,4,11,4,0,20,0,0,3,0,0,4,14,3,28,9,5,59,155,23,152,25,49,403,4433,1204,6244,760,1175,13808,25,3,10,0,3,43,27,0,13,0,6,43,115,7,49,6,14,191,421,22,121,24,66,649,158,31,97,8,40,333,230,45,194,29,81,581,743,166,986,129,250,2275,2107,542,3526,367,466,7008,960,343,1739,236,281,3554,422,181,820,135,173,1723,144,93,303,65,76,677,16,24,43,9,15,104,10,0,11,8,0,26,12,3,19,0,0,33,165,36,180,37,64,485,5554,1490,8103,1045,1540,17733,17,5,9,0,9,44,30,0
117,83,0,11,4,10,111,56,0,16,0,3,80,494,7,43,14,34,591,224,19,51,32,31,351,152,7,69,12,14,256,466,18,147,15,39,690,1287,46,472,41,57,1901,2958,58,758,67,98,3939,3349,56,696,59,70,4231,2716,35,622,39,65,3473,1415,12,401,33,34,1898,665,8,174,25,11,892,386,11,120,21,22,563,535,11,171,43,33,795,314,10,86,10,34,456,15099,308,3840,433,553,20225,30,0,7,4,0,39,43,0,0,3,0,56,138,10,33,5,12,190,436,10,56,17,18,532,145,12,38,4,24,222,294,9,65,10,25,404,635,13,154,19,29,855,1984,60,651,69,68,2840,4008,44,740,51,67,4908,4578,46,863,48,79,5613,3489,58,969,83,70,4669,1928,27,535,38,51,2582,873,17,323,29,24,1271,1387,42,483,113,80,2102,392,9,113,18,25,557,20371,355,5030,510,586,26851,19,0,4,0,0,25,45,0
118,38,5,7,0,3,56,25,0,9,3,0,37,213,0,31,5,14,265,113,9,27,14,8,166,104,3,61,3,4,183,197,15,80,13,17,331,564,10,191,18,29,813,2190,31,724,68,85,3096,2723,58,998,99,104,3980,1686,42,738,74,56,2598,892,47,561,46,55,1602,482,23,416,42,30,997,235,26,274,23,25,580,481,141,969,119,50,1761,256,20,117,18,17,436,10190,431,5202,564,507,16890,24,0,5,0,0,29,10,0,3,4,0,17,55,0,16,0,3,79,168,3,32,8,15,230,71,7,24,4,7,108,121,7,39,3,11,185,247,14,98,14,9,384,973,12,242,26,25,1281,2344,38,786,80,74,3323,2837,54,1129,90,102,4206,1919,43,979,66,56,3063,1004,53,614,65,54,1784,572,37,468,40,33,1149,879,248,1533,232,128,3013,222,17,123,20,23,411,11454,534,6090,650,546,19270,12,0,8,0,0,19,23,0
119,95,4,20,12,9,137,62,0,21,5,4,91,699,35,138,35,73,981,488,85,236,91,92,986,307,63,236,41,56,700,776,114,777,91,114,1871,2443,312,2886,253,317,6206,3475,582,3960,495,562,9066,1454,420,1887,266,344,4372,425,133,631,84,129,1410,137,44,186,44,36,441,51,16,74,17,17,180,19,5,27,3,3,58,40,6,64,9,11,127,339,65,298,66,82,854,10807,1888,11448,1494,1842,27477,35,0,20,5,0,58,64,0,7,4,8,79,207,9,54,11,15,292,669,29,161,55,61,967,353,30,134,32,73,625,424,75,247,59,109,911,1195,156,1383,125,145,3011,4423,448,5080,442,465,10861,3700,614,3986,456,668,9430,1916,459,2190,343,399,5308,644,215,837,149,182,2033,162,52,262,62,59,594,73,15,100,21,23,230,90,27,112,19,19,264,431,63,314,67,104,974,14373,2195,14876,1853,2339,35639,38,0,28,0,3,71,57,0
120,31,0,10,5,0,43,34,3,9,4,0,45,161,0,23,5,12,203,151,5,42,14,13,225,165,6,62,6,16,251,303,6,116,22,17,463,1053,48,600,68,73,1841,2716,129,1460,149,142,4592,2179,99,1246,154,129,3806,1288,72,889,90,84,2428,561,43,511,58,38,1209,245,23,322,45,24,652,132,15,155,23,16,334,152,27,209,30,35,458,218,16,90,22,29,377,9379,499,5738,693,626,16932,14,0,3,0,0,27,5,0,6,0,0,20,73,4,26,3,8,106,137,0,27,12,10,185,94,4,31,7,10,151,200,3,77,15,16,310,435,15,154,28,36,658,2059,68,1109,103,118,3461,3314,130,1808,158,157,5563,2243,108,1365,160,143,4027,1449,76,1090,116,111,2850,686,52,669,68,55,1529,274,34,396,53,36,784,341,77,576,81,56,1127,245,16,127,46,23,454,11571,592,7470,844,764,21245,10,0,5,3,0,17,16,0
121,21,0,12,3,0,40,19,0,4,0,0,24,141,0,16,10,8,170,113,4,43,3,3,171,108,0,44,9,9,166,186,8,59,15,15,286,641,19,208,35,30,931,2843,68,1307,133,104,4447,2945,117,1661,181,153,5058,1535,102,1110,131,109,2978,797,113,892,129,84,2013,427,71,684,80,55,1307,229,46,497,62,39,877,351,229,1180,223,60,2043,200,37,194,21,23,471,10551,822,7910,1030,680,20993,18,0,16,0,3,38,3,0,3,0,0,12,54,6,12,0,0,74,103,0,18,7,6,139,82,4,17,3,8,113,114,7,57,8,6,192,272,5,88,12,17,405,1455,32,584,62,40,2169,3534,103,1894,157,136,5830,2969,143,2050,196,127,5474,1664,112,1400,169,102,3446,799,103,1039,156,90,2190,486,82,790,117,68,1543,751,383,1908,494,161,3692,274,27,202,53,28,587,12581,1003,10080,1435,805,25907,22,3,3,6,0,28,3,0
122,23,0,3,0,0,29,14,0,0,0,0,20,102,0,8,3,0,115,58,4,29,4,5,91,68,3,50,4,4,121,83,4,48,15,11,159,383,18,153,21,22,589,1468,42,678,58,49,2295,1342,55,774,72,81,2332,749,70,663,85,85,1654,437,65,618,73,61,1253,250,69,456,35,36,851,123,46,268,42,28,505,176,114,564,76,40,972,118,10,103,12,9,259,5401,512,4417,487,430,11246,19,0,3,0,0,25,12,0,3,0,0,10,45,0,11,0,5,63,73,0,10,4,0,87,31,3,15,5,0,49,58,3,36,5,7,111,104,10,87,7,9,219,651,14,234,20,14,938,1617,60,746,66,65,2553,1191,34,768,57,67,2117,763,62,689,73,80,1671,472,79,622,89,66,1326,255,74,495,61,51,943,408,209,1072,182,129,1991,134,20,89,17,19,286,5836,581,4871,584,508,12380,8,6,8,0,4,26,7,0
123,35,0,22,0,3,66,16,8,19,0,7,49,310,22,99,27,49,499,193,73,214,33,85,599,170,31,171,28,61,453,412,83,440,58,158,1157,801,176,1107,89,198,2360,528,188,947,111,177,1950,137,93,342,49,83,702,28,21,61,22,23,146,4,3,13,0,6,30,0,0,3,0,0,15,0,0,0,0,0,3,12,0,17,0,0,31,109,30,83,23,35,286,2761,735,3537,450,878,8354,20,0,12,5,0,36,22,0,5,0,6,29,69,11,40,5,10,137,309,25,101,15,39,494,122,15,88,19,40,278,149,45,136,23,62,415,522,88,586,55,137,1391,1402,298,2034,186,346,4260,652,231,1073,138,241,2339,154,91,316,45,65,664,32,14,51,11,19,118,11,6,16,3,5,43,6,0,4,0,0,14,7,0,12,0,0,20,100,12,102,16,39,270,3585,844,4580,526,999,10530,11,4,3,0,0,21,12,0
124,22,0,20,3,7,55,29,0,13,0,0,45,179,3,45,3,16,252,243,35,164,18,22,482,290,35,280,24,34,676,567,65,536,41,112,1318,1342,189,1577,149,231,3486,832,245,1314,138,179,2706,137,59,287,42,66,592,38,23,70,8,24,162,14,7,15,0,0,38,4,10,9,0,0,17,4,0,0,0,0,10,14,0,19,0,0,34,117,27,113,14,31,302,3823,713,4469,452,731,10185,15,0,8,0,5,32,11,0,0,0,0,17,60,5,24,0,4,96,169,10,56,3,17,255,133,13,59,3,16,232,309,33,235,19,44,640,816,79,661,56,101,1714,2034,331,2518,204,404,5489,778,219,1190,143,222,2559,195,91,317,56,80,735,41,25,74,14,34,180,11,0,25,6,6,52,6,6,10,0,9,23,6,0,11,3,0,23,115,18,88,16,33,262,4696,832,5276,521,973,12296,14,0,3,0,4,20,15,0
125,87,11,23,7,3,128,64,0,27,4,0,100,658,16,122,50,63,912,411,70,272,71,67,891,263,40,258,35,50,643,630,96,576,81,102,1488,2275,241,2631,235,259,5646,3623,594,4421,459,423,9521,1165,270,1411,204,189,3239,277,60,388,78,73,874,70,26,111,28,21,253,20,7,41,11,4,83,4,3,15,0,0,27,27,14,37,3,5,86,288,46,280,44,62,716,9879,1497,10596,1303,1320,24602,36,0,19,0,0,65,59,0,11,3,0,81,213,6,64,14,24,328,598,26,169,48,52,890,294,20,129,33,38,524,399,66,371,68,87,986,934,109,852,87,122,2094,4352,466,6111,377,414,11721,3354,651,4932,482,545,9963,1228,270,1748,253,230,3725,301,128,539,108,122,1200,120,48,187,37,33,429,27,18,69,11,10,138,42,14,49,9,7,124,349,56,284,49,74,818,12305,1881,15550,1588,1768,33088,28,0,19,0,0,47,64,0
126,19,4,3,3,0,29,17,0,3,0,0,19,161,6,17,7,6,191,142,7,32,12,14,199,83,0,49,8,7,148,166,9,90,15,15,295,709,16,342,50,42,1163,1417,79,1015,111,85,2712,688,94,800,124,94,1804,301,58,457,80,63,952,109,28,189,35,28,385,47,25,101,25,20,214,23,10,47,7,6,95,34,21,84,16,4,159,87,11,72,14,22,203,4003,364,3295,495,411,8573,13,0,4,0,0,14,15,0,4,0,0,22,44,0,13,3,0,60,131,10,11,6,11,174,93,4,23,8,8,130,110,9,69,8,19,212,286,6,102,14,12,426,1378,46,884,90,55,2447,1526,95,1203,119,116,3045,828,117,1042,146,119,2237,381,79,644,102,70,1279,146,47,264,62,40,557,78,32,156,35,24,322,77,42,185,44,25,365,124,17,74,24,26,263,5230,497,4669,658,513,11571,5,0,3,0,0,9,4,0
127,63,7,22,6,9,102,30,3,17,6,10,68,573,35,129,63,97,893,350,98,294,88,90,915,302,78,371,66,96,916,674,144,844,102,189,1956,1074,296,1676,254,423,3724,1088,650,2274,420,540,4974,331,218,644,173,194,1554,67,41,126,35,49,307,14,3,24,11,5,57,3,0,8,0,5,23,8,0,3,4,0,11,21,8,25,6,10,69,162,58,193,58,72,547,4754,1645,6640,1290,1793,16117,33,5,18,3,3,57,35,0,12,0,5,51,142,8,54,10,21,241,492,25,163,53,83,815,224,47,109,33,72,487,454,92,459,80,109,1191,1150,178,1312,164,266,3061,1622,563,2777,429,678,6068,1159,685,2265,487,675,5270,350,292,775,182,240,1825,78,51,174,44,63,410,35,21,39,13,17,125,11,5,11,6,6,33,19,12,19,6,7,61,196,49,242,55,66,607,5993,2027,8440,1557,2308,20315,16,0,14,0,4,40,39,0
128,17,0,7,0,0,24,14,0,0,0,0,22,91,0,19,0,4,115,106,8,54,10,7,182,106,9,64,8,9,195,140,9,56,11,16,238,487,25,254,31,42,835,1166,70,776,61,92,2164,514,75,646,95,77,1407,206,57,364,58,69,752,66,38,181,20,33,340,28,16,77,21,11,157,18,10,32,12,10,81,27,14,49,8,18,116,79,6,50,7,7,151,3063,341,2627,348,393,6770,12,3,3,0,0,14,8,0,0,0,0,8,47,0,0,0,3,50,75,0,10,0,3,95,39,3,19,5,7,65,77,9,105,8,8,213,153,9,76,12,9,263,980,31,524,52,56,1645,955,61,716,61,91,1875,460,71,629,83,107,1345,253,66,406,71,74,872,109,49,197,45,49,440,49,27,105,9,19,204,47,40,98,36,34,255,82,4,48,15,18,169,3338,377,2930,396,479,7520,8,0,7,0,0,13,3,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
