SA4_CODE_2021,Ag_forest_fish_C11_M,Ag_forest_fish_C11_F,Ag_forest_fish_C11_P,Ag_forest_fish_C16_M,Ag_forest_fish_C16_F,Ag_forest_fish_C16_P,Ag_forest_fish_C21_M,Ag_forest_fish_C21_F,Ag_forest_fish_C21_P,Mining_C11_M,Mining_C11_F,Mining_C11_P,Mining_C16_M,Mining_C16_F,Mining_C16_P,Mining_C21_M,Mining_C21_F,Mining_C21_P,Manuf_C11_M,Manuf_C11_F,Manuf_C11_P,Manuf_C16_M,Manuf_C16_F,Manuf_C16_P,Manuf_C21_M,Manuf_C21_F,Manuf_C21_P,Ele_gas_wat_was_ser_C11_Cen_M,Ele_gas_wat_was_ser_C11_Cen_F,Ele_gas_wat_was_ser_C11_Cen_P,Ele_gas_wat_was_ser_C16_Cen_M,Ele_gas_wat_was_ser_C16_Cen_F,Ele_gas_wat_was_ser_C16_Cen_P,Ele_gas_wat_was_ser_C21_Cen_M,Ele_gas_wat_was_ser_C21_Cen_F,Ele_gas_wat_was_ser_C21_Cen_P,Constr_C11_M,Constr_C11_F,Constr_C11_P,Constr_C16_M,Constr_C16_F,Constr_C16_P,Constr_C21_M,Constr_C21_F,Constr_C21_P,Whlesale_tde_C11_M,Whlesale_tde_C11_F,Whlesale_tde_C11_P,Whlesale_tde_C16_M,Whlesale_tde_C16_F,Whlesale_tde_C16_P,Whlesale_tde_C21_M,Whlesale_tde_C21_F,Whlesale_tde_C21_P,Retail_tde_C11_M,Retail_tde_C11_F,Retail_tde_C11_P,Retail_tde_C16_M,Retail_tde_C16_F,Retail_tde_C16_P,Retail_tde_C21_M,Retail_tde_C21_F,Retail_tde_C21_P,Accom_food_S_C11_M,Accom_food_S_C11_F,Accom_food_S_C11_P,Accom_food_S_C16_M,Accom_food_S_C16_F,Accom_food_S_C16_P,Accom_food_S_C21_M,Accom_food_S_C21_F,Accom_food_S_C21_P,Tpt_post_ware_C11_M,Tpt_post_ware_C11_F,Tpt_post_ware_C11_P,Tpt_post_ware_C16_M,Tpt_post_ware_C16_F,Tpt_post_ware_C16_P,Tpt_post_ware_C21_M,Tpt_post_ware_C21_F,Tpt_post_ware_C21_P,Inf_Medi_Tele_C11_M,Inf_Medi_Tele_C11_F,Inf_Medi_Tele_C11_P,Inf_Medi_Tele_C16_M,Inf_Medi_Tele_C16_F,Inf_Medi_Tele_C16_P,Inf_Medi_Tele_C21_M,Inf_Medi_Tele_C21_F,Inf_Medi_Tele_C21_P,Finan_Insu_S_C11_M,Finan_Insu_S_C11_F,Finan_Insu_S_C11_P,Finan_Insu_S_C16_M,Finan_Insu_S_C16_F,Finan_Insu_S_C16_P,Finan_Insu_S_C21_M,Finan_Insu_S_C21_F,Finan_Insu_S_C21_P,Rent_hir_re_est_S_C11_Cen_M,Rent_hir_re_est_S_C11_Cen_F,Rent_hir_re_est_S_C11_Cen_P,Rent_hir_re_est_S_C16_Cen_M,Rent_hir_re_est_S_C16_Cen_F,Rent_hir_re_est_S_C16_Cen_P,Rent_hir_re_est_S_C21_Cen_M,Rent_hir_re_est_S_C21_Cen_F,Rent_hir_re_est_S_C21_Cen_P,Prof_scie_tech_S_C11_Cens_M,Prof_scie_tech_S_C11_Cens_F,Prof_scie_tech_S_C11_Cens_P,Prof_scie_tech_S_C16_Cens_M,Prof_scie_tech_S_C16_Cens_F,Prof_scie_tech_S_C16_Cens_P,Prof_scie_tech_S_C21_Cens_M,Prof_scie_tech_S_C21_Cens_F,Prof_scie_tech_S_C21_Cens_P,Admin_supp_S_C11_M,Admin_supp_S_C11_F,Admin_supp_S_C11_P,Admin_supp_S_C16_M,Admin_supp_S_C16_F,Admin_supp_S_C16_P,Admin_supp_S_C21_M,Admin_supp_S_C21_F,Admin_supp_S_C21_P,Pub_admin_safet_C11_M,Pub_admin_safet_C11_F,Pub_admin_safet_C11_P,Pub_admin_safet_C16_M,Pub_admin_safet_C16_F,Pub_admin_safet_C16_P,Pub_admin_safet_C21_M,Pub_admin_safet_C21_F,Pub_admin_safet_C21_P,Educ_trn_C11_M,Educ_trn_C11_F,Educ_trn_C11_P,Educ_trn_C16_M,Educ_trn_C16_F,Educ_trn_C16_P,Educ_trn_C21_M,Educ_trn_C21_F,Educ_trn_C21_P,Hea_car_soc_assist_C11_Cens_M,Hea_car_soc_assist_C11_Cens_F,Hea_car_soc_assist_C11_Cens_P,Hea_car_soc_assist_C16_Cens_M,Hea_car_soc_assist_C16_Cens_F,Hea_car_soc_assist_C16_Cens_P,Hea_car_soc_assist_C21_Cens_M,Hea_car_soc_assist_C21_Cens_F,Hea_car_soc_assist_C21_Cens_P,Arts_rec_S_C11_M,Arts_rec_S_C11_F,Arts_rec_S_C11_P,Arts_rec_S_C16_M,Arts_rec_S_C16_F,Arts_rec_S_C16_P,Arts_rec_S_C21_M,Arts_rec_S_C21_F,Arts_rec_S_C21_P,Oth_services_C11_M,Oth_services_C11_F,Oth_services_C11_P,Oth_services_C16_M,Oth_services_C16_F,Oth_services_C16_P,Oth_services_C21_M,Oth_services_C21_F,Oth_services_C21_P,Inad_descr_Ns_C11_M,Inad_descr_Ns_C11_F,Inad_descr_Ns_C11_P,Inad_descr_Ns_C16_M,Inad_descr_Ns_C16_F,Inad_descr_Ns_C16_P,Inad_descr_Ns_C21_M,Inad_descr_Ns_C21_F,Inad_descr_Ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
101,4522,1631,6151,4588,1749,6331,4652,1971,6620,325,38,361,442,54,495,524,81,609,4000,1348,5343,3089,1214,4303,3240,1342,4576,1162,276,1440,1076,225,1301,1227,301,1524,7620,915,8539,8198,946,9140,10653,1519,12177,1586,677,2263,1186,503,1690,1256,591,1853,4441,5924,10370,4023,5507,9525,4149,5634,9785,3144,4513,7655,3363,4527,7897,3691,4671,8363,2851,825,3675,2746,806,3554,2841,801,3639,575,535,1103,603,472,1075,576,428,1011,467,964,1432,406,846,1252,456,858,1310,601,768,1371,636,784,1421,631,868,1498,2498,2514,5012,2421,2552,4974,3079,3228,6306,1179,1290,2469,1299,1687,2990,1543,1806,3342,7046,6418,13464,6986,6703,13691,7989,8337,16328,2036,4731,6768,1964,5381,7344,2168,6516,8687,1822,8401,10225,2095,9223,11318,2570,11027,13598,883,693,1576,925,811,1737,963,924,1883,1977,1469,3446,2057,1536,3595,2211,1833,4048,1189,808,2003,2343,1356,3698,2629,1640,4262,49930,44734,94668,50446,46886,97338,57054,54365,111423
102,594,317,910,708,403,1114,779,463,1245,657,54,717,689,70,764,683,75,760,8570,2906,11472,6344,2390,8728,6408,2564,8971,1618,237,1853,1336,214,1554,1261,273,1536,11122,1465,12583,13998,1722,15723,15181,2205,17381,2975,1548,4529,2225,1213,3442,2175,1120,3300,6759,9661,16424,6373,9118,15491,6501,8915,15419,3945,5538,9481,4405,6177,10584,4760,5799,10559,4695,993,5683,4181,1077,5260,4400,1198,5600,1666,927,2601,1775,905,2685,1617,992,2608,1765,2375,4137,2197,2465,4660,2213,2716,4929,992,1179,2169,1098,1338,2433,1071,1276,2353,3797,3371,7173,4018,3501,7521,4741,4260,8995,2179,2340,4518,2393,2590,4986,2540,2399,4939,4960,3394,8353,4927,3774,8698,4930,4243,9173,2870,6546,9415,3016,7695,10708,3359,9052,12405,3755,14860,18617,4470,16945,21416,5715,21068,26789,1057,908,1958,1139,989,2127,1049,949,2000,2942,2448,5387,3078,2788,5869,3097,2707,5803,1786,1247,3032,3708,2131,5839,3699,2385,6083,68702,62310,131014,72083,67507,139595,76165,74670,150834
103,6225,2355,8577,6042,2274,8314,5874,2326,8202,4623,539,5158,4153,465,4620,4977,724,5701,5443,1617,7061,3974,1278,5252,4065,1408,5476,1127,255,1386,950,177,1123,967,185,1146,4906,675,5584,5451,747,6195,6501,974,7479,1622,700,2325,1315,507,1824,1360,576,1944,3402,5512,8916,3352,5196,8545,3419,5100,8518,1985,3737,5719,2203,3722,5921,2599,3799,6395,2922,795,3714,2549,726,3278,2623,865,3486,406,362,770,387,370,756,319,317,636,365,842,1209,400,804,1205,444,791,1237,412,510,920,450,516,971,458,545,1004,1457,1618,3074,1323,1720,3046,1508,1913,3417,900,1146,2044,918,1450,2364,1016,1594,2610,3245,2440,5689,3273,2827,6108,3533,3477,7006,2017,5503,7515,1943,5990,7927,2032,6846,8876,1798,8392,10187,2195,9190,11382,2795,11433,14232,361,328,685,414,404,819,420,482,901,1957,1328,3284,1978,1414,3394,2062,1632,3690,1095,760,1858,2017,1209,3224,2246,1320,3567,46262,39400,85665,45297,40987,86288,49224,46295,95519
104,1729,718,2446,2104,933,3044,2308,1098,3406,189,24,212,212,13,227,254,28,286,2553,614,3172,1798,461,2263,1711,543,2254,466,85,552,399,55,451,448,79,523,3921,528,4445,4355,575,4926,4994,705,5704,962,385,1347,639,291,927,710,305,1015,2778,3943,6718,2585,3583,6168,2600,3621,6219,1929,2843,4773,2060,2772,4836,2321,2881,5207,1531,373,1897,1527,399,1925,1503,423,1922,295,238,540,295,205,502,236,201,434,361,598,958,294,463,764,334,525,853,392,487,874,370,484,851,360,451,812,998,1087,2085,1009,1122,2130,1210,1292,2504,771,699,1467,843,933,1776,1011,1125,2136,1960,1503,3464,1906,1529,3436,2204,1983,4181,1314,3044,4359,1276,3291,4561,1405,4012,5412,1662,5811,7478,1901,6643,8541,2545,8246,10799,394,291,686,401,322,725,417,360,780,1156,835,1995,1172,870,2045,1245,1059,2311,601,462,1063,1234,736,1975,1488,946,2435,25963,24572,50534,26385,25692,52076,29300,29891,59192
105,4794,1713,6507,4391,1569,5954,4008,1555,5560,1684,222,1905,1708,247,1958,1824,273,2101,1737,419,2158,1355,435,1783,1294,461,1759,602,167,765,506,119,622,560,137,694,2494,281,2774,2662,330,2999,3155,443,3599,1060,385,1451,770,292,1064,788,311,1098,2108,2979,5084,1843,2667,4501,1832,2499,4332,1129,2167,3293,1172,2104,3268,1314,1980,3292,1636,376,2011,1380,358,1736,1402,386,1789,205,175,383,205,145,355,148,139,294,253,490,742,219,402,616,218,367,585,195,261,451,182,225,409,186,242,429,634,849,1481,623,831,1450,582,839,1421,495,616,1110,471,749,1222,520,719,1239,2165,1586,3749,1980,1621,3602,2112,1728,3842,1053,3300,4351,1000,3438,4438,1051,3850,4907,1160,5199,6358,1283,5315,6596,1770,6476,8243,320,264,581,302,241,540,286,302,595,1092,716,1813,1075,750,1824,1007,730,1740,694,430,1122,1155,599,1759,1174,811,1985,25498,22591,48086,24270,22433,46712,25236,24269,49502
106,2344,1334,3677,2405,1319,3730,2440,1486,3929,8663,1165,9830,8670,1265,9932,9167,1553,10726,8555,2232,10792,5590,1846,7436,6005,2208,8214,1460,326,1781,1515,296,1814,1609,393,2004,7272,1176,8447,8108,1322,9435,10111,1845,11957,2212,870,3082,1652,566,2222,2359,800,3159,3971,7545,11512,4070,7138,11205,4473,7841,12316,2840,5577,8419,3325,5701,9028,3934,6053,9987,3605,1041,4651,3671,1156,4829,4106,1239,5339,345,347,697,381,312,698,360,299,657,506,1292,1801,601,1418,2017,760,1621,2382,800,907,1704,743,938,1681,708,920,1629,2268,2292,4559,2184,2323,4508,2739,2848,5586,1487,1856,3350,1777,2353,4122,2255,2967,5224,4172,2602,6774,4321,3022,7338,4725,3481,8204,1694,4877,6573,1722,5736,7456,1953,7250,9202,1623,9292,10910,2005,10951,12955,2910,15147,18056,556,633,1182,571,586,1160,650,713,1359,3205,1932,5130,2916,2115,5032,3087,2559,5644,1524,888,2416,2814,1566,4381,3311,1938,5244,59099,48184,107289,59029,51933,110962,67667,63158,130822
107,346,151,495,386,215,598,372,231,606,2871,186,3054,2417,157,2570,2552,195,2749,10043,1819,11861,6301,1304,7606,6676,1805,8480,1134,196,1326,1148,197,1345,1253,230,1485,8383,1006,9385,11006,1135,12140,12762,1639,14399,2165,907,3073,1809,726,2533,1712,717,2431,4890,7637,12527,5156,7664,12818,5283,7466,12748,3514,5080,8594,4068,5439,9506,4495,5482,9969,5076,986,6066,4822,1056,5876,5180,1196,6374,860,592,1455,893,505,1395,902,554,1457,1482,2778,4266,1765,2728,4491,1840,2853,4694,862,962,1822,846,1015,1868,826,990,1824,3584,2673,6257,3819,2876,6695,4769,3972,8741,1670,2065,3735,1872,2396,4268,2028,2375,4402,4791,3602,8391,5073,4190,9271,5658,4735,10394,4027,8351,12384,4193,9726,13915,4346,10767,15107,3173,12693,15861,3917,14806,18725,5321,19230,24553,900,779,1680,944,879,1820,978,959,1934,2752,2080,4827,2773,2356,5136,2884,2432,5318,1403,967,2376,3122,1622,4744,3135,1923,5063,63916,55508,119423,66332,60993,127328,72975,69763,142732
108,2180,907,3086,2306,954,3253,2467,1083,3550,520,43,563,457,29,488,526,51,582,3807,976,4785,2776,826,3604,2842,970,3811,1193,577,1768,1055,416,1467,1066,482,1556,5681,710,6385,6760,803,7564,7590,988,8576,1271,484,1759,880,327,1212,985,355,1332,4032,5625,9655,3741,5153,8901,4043,5373,9420,2564,3826,6388,2818,3966,6784,3297,4369,7664,2278,503,2779,2263,530,2796,2320,613,2933,334,315,647,310,232,539,292,241,534,478,826,1305,438,703,1141,551,733,1283,510,689,1198,502,722,1227,471,717,1186,1303,1378,2683,1279,1540,2821,1487,1753,3244,1169,1078,2249,1289,1419,2706,1516,1581,3093,2161,1535,3696,2192,1602,3791,2545,1965,4510,1852,4138,5990,1854,4751,6606,2130,5937,8067,2308,8858,11163,2737,10001,12733,3869,13094,16970,535,384,925,485,385,865,523,456,976,1608,1204,2819,1621,1306,2928,1776,1522,3299,842,632,1475,1666,1062,2727,1993,1384,3371,36616,34687,71303,37427,36729,74159,42298,43672,85976
109,4212,1460,5665,4166,1538,5704,4088,1564,5655,202,23,223,147,11,157,191,14,208,4081,1281,5370,3090,1046,4129,3201,1195,4395,501,87,589,464,85,544,464,107,566,3343,445,3788,3669,493,4167,4488,704,5198,1073,417,1489,836,303,1139,903,353,1257,2230,3295,5524,1996,3011,5009,2041,3121,5159,1415,2494,3910,1554,2474,4024,1615,2394,4013,1783,466,2250,1775,527,2305,1861,568,2430,217,221,432,211,187,396,179,149,325,283,587,870,250,526,770,276,478,748,233,270,503,219,278,496,247,304,553,915,904,1823,839,964,1807,898,1049,1944,594,615,1212,590,809,1394,633,857,1488,1675,1484,3162,1654,1423,3073,1819,1644,3468,982,2779,3759,1007,3178,4186,1200,3773,4972,964,4904,5868,1043,5362,6410,1506,6859,8359,251,248,498,258,225,481,272,287,563,1007,746,1755,1096,799,1896,1089,877,1968,706,490,1196,1256,745,2002,1440,852,2293,26679,23211,49885,26123,23978,50100,28415,27137,55555
110,8125,3069,11186,7830,2983,10815,7434,3062,10497,988,125,1111,1444,186,1633,1704,282,1982,3842,1163,5002,3052,1011,4067,3274,1341,4611,711,99,811,634,74,710,679,124,804,4286,548,4828,4529,561,5092,5007,696,5702,1665,649,2309,1302,520,1820,1184,449,1632,3362,4891,8251,3032,4548,7583,2893,4277,7169,1824,3217,5035,1912,3096,5007,2037,2957,4994,2618,724,3338,2327,667,2988,2370,762,3130,334,295,628,295,279,574,258,217,477,498,959,1466,437,796,1232,383,734,1119,395,493,885,377,465,849,363,475,842,1231,1629,2862,1201,1708,2908,1215,1742,2963,743,917,1658,917,1306,2222,1089,1331,2418,2673,1672,4347,2607,1694,4301,2678,2062,4742,2180,5282,7460,2178,5705,7882,2231,6496,8731,1607,7399,9008,1771,7936,9712,2125,9272,11402,374,265,639,332,257,595,368,323,690,1834,1217,3048,1731,1220,2945,1792,1306,3099,1026,666,1699,1935,1119,3051,1911,1219,3133,40315,35272,75584,39847,36134,75986,41007,39133,80142
111,296,164,458,467,251,718,538,296,838,3066,284,3347,3278,377,3648,3727,491,4217,12431,2925,15354,7623,2208,9831,7668,2395,10066,2113,691,2805,1871,475,2343,1943,533,2472,10836,1509,12346,12740,1803,14545,15472,2407,17879,3323,1384,4702,2360,977,3339,2763,985,3746,6707,10635,17342,6583,9401,15984,7192,9640,16832,4463,6377,10838,5301,6903,12199,6175,7352,13520,5278,1279,6557,5117,1214,6334,5540,1335,6875,942,751,1691,1045,640,1689,905,637,1547,1797,3373,5165,1898,3409,5308,2210,3829,6044,1111,1155,2274,1160,1130,2288,1177,1257,2433,5612,4252,9865,5362,4356,9726,6749,5596,12346,2177,2453,4631,2339,2744,5094,2647,3029,5676,5630,4047,9681,5747,4609,10359,6165,5114,11277,4411,9445,13857,4599,10419,15021,5225,12812,18041,5210,18377,23585,6367,21694,28060,8657,28176,36827,972,939,1916,1113,947,2060,1148,1154,2303,3617,2621,6235,3467,2961,6419,3529,3464,6995,1799,1217,3017,3527,1958,5484,4078,2330,6406,81795,73865,155658,81972,78470,160448,93495,92841,186341
112,2956,1190,4145,3262,1321,4577,3377,1559,4932,441,52,492,550,36,580,550,68,620,4645,1781,6422,3888,1569,5458,3863,1748,5612,681,109,791,673,123,791,829,159,987,7422,873,8298,7821,923,8743,9699,1257,10955,1818,908,2728,1222,555,1780,1329,622,1952,4867,6823,11687,4643,6213,10852,4735,6712,11446,3614,4824,8443,3789,5038,8829,4468,5461,9932,2507,734,3246,2545,778,3324,2495,826,3320,633,548,1177,554,431,983,575,485,1062,661,1044,1703,634,898,1530,797,974,1770,740,868,1607,760,943,1704,776,923,1701,2095,2233,4325,2246,2485,4735,2949,3250,6202,1559,1382,2937,1575,1935,3507,1912,1894,3806,2770,1846,4618,2822,1957,4785,2876,2180,5057,2784,5869,8653,2800,6525,9326,3130,7674,10798,3086,10761,13850,3578,11962,15537,4580,15012,19592,747,660,1407,857,677,1531,924,879,1804,1892,1433,3329,1910,1629,3538,2078,2092,4167,1189,826,2018,2527,1789,4320,2885,2262,5145,47115,44766,91890,48650,47773,96433,54843,56033,110874
113,5923,1993,7918,5918,2148,8065,6299,2343,8647,172,17,189,188,29,216,263,42,298,5590,1816,7410,5359,1918,7276,5286,2109,7396,897,173,1070,866,134,1002,928,192,1121,4085,486,4566,4292,528,4822,5105,699,5807,1721,635,2358,1178,435,1619,1303,500,1802,2936,4630,7566,2669,4238,6910,2677,4187,6869,1468,2856,4318,1509,2855,4367,1732,2904,4630,2552,644,3193,2303,640,2946,2393,668,3059,271,222,490,263,195,454,243,175,421,415,788,1196,332,696,1026,317,626,948,313,377,686,273,374,637,295,334,635,954,1273,2223,1038,1331,2369,1083,1533,2618,649,878,1530,777,1160,1940,881,1292,2181,3547,1894,5445,3191,2006,5197,3445,2297,5740,1829,4224,6055,1579,4601,6180,1671,5283,6954,1187,6392,7581,1451,7190,8642,1979,8837,10816,267,208,477,302,243,551,316,297,609,1464,1038,2500,1491,1017,2506,1648,1250,2893,914,652,1567,1799,936,2734,2089,1184,3276,37137,31197,68339,36783,32670,69454,39952,36765,76713
114,926,401,1325,994,446,1440,1068,504,1571,292,37,322,353,39,396,393,38,433,3626,973,4602,2484,830,3315,2641,896,3533,478,77,562,496,73,570,511,86,593,4240,558,4792,5349,653,6010,6584,983,7569,910,429,1339,662,340,1005,935,404,1332,2655,3920,6574,2530,3737,6266,2569,4063,6632,1929,2827,4751,2250,3085,5336,2652,3266,5920,1672,439,2109,1658,451,2110,1670,508,2174,319,261,579,307,202,509,314,229,545,388,602,988,419,561,984,559,671,1237,427,560,990,412,602,1016,471,659,1133,1383,1348,2733,1461,1524,2980,1990,1911,3903,913,789,1698,1109,1206,2316,1318,1255,2575,2874,1421,4294,3026,1549,4576,3270,1899,5175,1306,3092,4401,1292,3474,4761,1444,4319,5763,1387,5688,7075,1580,6359,7939,2065,7927,9990,434,417,847,429,393,816,417,511,928,1043,908,1950,1168,1041,2208,1295,1248,2550,644,460,1108,1482,875,2360,1535,1066,2600,27849,25204,53046,29452,27447,56895,33717,32437,66151
115,797,532,1323,859,540,1401,938,611,1549,164,35,197,211,62,274,237,64,301,6266,2892,9161,4689,2340,7027,4928,2615,7541,816,232,1054,840,252,1098,933,318,1246,8162,1786,9947,9703,2175,11883,10915,2893,13812,4657,2717,7372,3356,2051,5405,3320,2178,5494,5314,6445,11760,5308,6277,11588,5386,6345,11729,2216,2748,4965,2565,2910,5477,2568,2860,5421,3001,828,3825,2949,840,3792,3370,1137,4501,1684,959,2642,1888,971,2861,1945,1021,2965,3381,2942,6323,3797,3214,7011,5301,4331,9630,1040,946,1985,1282,1149,2429,1408,1268,2674,5967,4549,10515,6435,4879,11315,8228,6132,14357,1459,1477,2934,1573,1662,3235,1734,1541,3269,2961,2218,5175,3196,2530,5727,3577,2915,6496,2643,7188,9828,2807,7958,10765,3148,9282,12433,2511,8770,11276,3023,9835,12858,4039,12652,16693,723,728,1453,828,785,1615,781,746,1526,2411,1913,4322,2382,2036,4416,2514,2089,4605,1399,1106,2504,3044,2103,5144,3294,2556,5844,57571,51003,108578,60735,54586,115319,68555,63553,132111
116,347,303,653,382,310,687,384,292,674,121,21,145,162,53,212,214,45,256,12076,4998,17070,8815,3768,12593,9066,4142,13214,1222,398,1619,1208,360,1562,1459,520,1980,8169,1284,9451,10513,1744,12255,10363,2382,12749,5489,3032,8527,4494,2483,6975,4546,2532,7074,6465,8071,14537,7599,8533,16133,8364,9264,17635,3268,3839,7111,3972,4534,8512,3882,4200,8083,7929,2128,10052,9086,2423,11512,11034,3326,14360,1687,921,2612,2101,1018,3121,2330,1099,3427,3270,4609,7881,4068,4723,8793,5479,5795,11279,785,766,1555,995,882,1878,1172,1078,2253,4231,3174,7399,5236,3828,9067,7838,5382,13223,2211,2246,4464,2684,2559,5246,2809,2809,5620,4819,3589,8410,5075,4195,9271,5531,4565,10090,2213,5438,7650,2654,6955,9612,3191,9058,12245,3245,12080,15325,4226,15130,19354,5839,20253,26093,771,637,1408,848,746,1594,754,725,1478,3250,1825,5080,3305,2123,5428,3293,1909,5206,2430,1581,4013,5725,3159,8886,6141,3857,9998,73998,60950,134942,83153,69529,152674,93701,83233,176932
117,82,62,148,183,107,289,187,127,313,147,86,236,190,81,269,176,73,242,4167,2321,6478,3229,1897,5130,3436,2110,5546,553,205,759,609,242,848,712,325,1036,4432,901,5330,6508,1258,7764,8018,1914,9931,3417,2430,5850,2498,1863,4365,2486,1921,4406,5403,6101,11499,6020,7124,13142,6748,7376,14120,7384,5718,13103,10016,8542,18557,7925,6962,14888,4323,1774,6101,4789,2041,6829,5453,2221,7672,4580,3653,8228,4663,3692,8358,4311,3438,7752,7168,5451,12621,7751,5893,13649,9869,7379,17251,1399,1137,2537,1870,1602,3470,2129,1717,3840,11883,9197,21079,14394,11519,25914,17780,14610,32387,3126,3128,6252,3501,3742,7239,3291,3362,6655,5049,3902,8942,5895,4867,10765,6284,5398,11687,4792,6735,11526,5767,8453,14216,6228,9596,15829,4097,8932,13029,4806,10809,15616,6314,13313,19627,2343,1880,4222,2708,2281,4986,2817,2533,5347,2215,2204,4423,2619,2661,5276,2663,2716,5378,1914,1421,3338,4434,3347,7781,5003,3892,8895,78468,67223,145695,92445,82011,174464,101832,90978,192809
118,141,84,227,190,99,294,191,136,334,191,83,272,162,56,211,177,55,235,3221,1765,4988,2259,1349,3613,2112,1401,3520,496,179,674,468,166,630,505,231,738,5725,1020,6747,7255,1207,8456,8046,1555,9602,3021,2275,5304,2043,1613,3654,1782,1510,3291,4015,5527,9537,3997,5650,9647,3735,5234,8970,4279,3730,8008,4594,4349,8946,3559,3385,6942,3141,1584,4722,3234,1503,4743,3066,1364,4433,3055,2997,6049,2894,2904,5794,2548,2503,5048,6772,4822,11589,6910,4876,11784,7948,5580,13527,1702,1419,3122,2138,1763,3900,2283,1905,4182,10278,8634,18913,10912,9619,20528,11925,11455,23379,2214,2597,4813,2432,2926,5359,2184,2556,4741,3610,2787,6396,3502,3044,6549,3330,3127,6457,3793,7242,11033,4290,8339,12627,3997,8470,12467,3841,10174,14016,4261,11203,15464,4603,12357,16957,1757,1520,3279,1961,1697,3663,1730,1593,3324,1709,2035,3743,1671,2305,3973,1616,2177,3793,1688,1464,3153,3264,2781,6041,3525,3177,6703,64649,61928,126581,68440,67437,135881,68869,69772,138638
119,160,69,231,289,162,449,302,155,461,123,59,179,139,83,221,152,61,212,13227,6380,19609,9443,4625,14068,8718,4506,13228,1348,351,1694,1171,333,1508,1165,399,1558,14029,1833,15860,18376,2491,20866,16034,3155,19190,7207,4422,11631,5048,3260,8312,4649,3022,7675,11061,12301,23362,12080,13467,25550,12096,12509,24607,9592,7322,16913,11365,8735,20097,8447,6756,15205,13743,4442,18185,14102,4458,18552,13101,4427,17533,3087,1912,4995,3149,1898,5047,2810,1689,4497,5971,7344,13321,6968,7316,14287,7701,8076,15776,1866,1660,3527,2328,2001,4330,2278,2127,4404,8651,7111,15766,10590,8244,18831,11815,9617,21427,4214,4153,8365,5058,5184,10244,4505,4494,9001,6684,4908,11586,6878,5313,12190,6886,5772,12658,4282,9835,14116,5121,12217,17341,5344,14245,19587,5322,17446,22771,6598,21109,27706,8099,25171,33273,1697,1224,2921,1944,1487,3428,1653,1493,3144,5305,3670,8973,5426,4282,9707,4941,3632,8571,4255,2768,7023,9166,5519,14681,8123,5453,13575,121826,99203,221028,135243,112169,247410,128824,116769,245597
120,124,55,176,179,91,273,208,104,311,107,68,181,133,66,197,158,72,230,4913,2732,7646,3695,2160,5852,3769,2278,6052,637,259,899,598,268,870,598,324,920,6129,1142,7273,7715,1473,9185,8230,1974,10200,4047,2764,6803,3041,2039,5080,2704,1918,4617,5466,6154,11623,5856,6592,12453,6086,6237,12328,5112,3878,8992,6151,4787,10943,5155,4081,9237,3710,1423,5133,3878,1443,5325,4051,1467,5515,3084,2547,5632,3238,2571,5812,2938,2370,5314,5650,5398,11049,6339,5758,12093,7159,6622,13776,1475,1275,2752,1891,1617,3515,1882,1720,3607,9051,7637,16687,10656,8625,19282,11845,10044,21892,2546,2563,5108,2780,2786,5564,2761,2561,5317,3872,3652,7523,4066,4078,8145,4237,4442,8680,3737,8173,11910,4246,9180,13428,4434,10115,14549,4253,11081,15330,4799,12660,17456,5822,15271,21095,1442,1291,2731,1646,1457,3110,1598,1502,3094,2238,2136,4378,2267,2381,4642,2120,2265,4383,1847,1402,3241,4012,2887,6900,3977,3220,7195,69454,65615,135066,77197,72924,150118,79726,78577,158306
121,265,188,453,387,234,617,432,286,719,405,126,534,386,167,550,346,149,498,5851,3226,9073,4475,2756,7228,4287,2872,7164,816,320,1137,845,315,1156,947,416,1357,6541,1630,8177,7669,1866,9534,8345,2233,10580,6138,4122,10259,4676,3272,7956,4163,3329,7491,6695,7892,14583,7008,8229,15238,7187,7827,15015,4980,4482,9461,5668,5129,10794,5140,4595,9738,3418,1349,4771,3462,1465,4936,3703,1478,5184,5074,3854,8928,5358,3769,9130,4520,3259,7777,12354,8368,20716,12760,8911,21669,14373,10692,25067,2360,2026,4387,2805,2536,5348,2990,2756,5744,20033,13896,33933,20810,14855,35663,22248,16803,39048,3206,3342,6544,3144,3458,6600,3134,2947,6087,4270,3538,7812,4535,4167,8707,4788,4623,9412,4954,11043,15998,5582,12539,18120,5886,13670,19551,5811,16107,21918,6716,17983,24702,8178,20939,29119,1553,1452,3001,1824,1655,3482,1743,1658,3395,2548,2765,5312,2665,3154,5815,2657,2990,5643,2196,1947,4144,4722,3751,8474,4885,3994,8883,99469,91680,191146,105515,100211,205725,109955,107520,217473
