POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA2019,23,31,29,15,16,11,4,134,0,0,3,0,0,0,8,14,0,0,0,0,0,0,0,0,41,82,80,49,60,35,14,367,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,41,79,80,49,62,37,17,375,18,32,9,5,17,5,0,87,3,3,0,0,0,0,0,6,66,115,93,57,79,43,16,466
POA2020,12,22,17,14,14,3,3,85,8,0,8,0,0,4,0,20,0,0,0,0,0,0,0,0,40,53,41,26,55,27,18,256,0,6,5,3,0,0,0,12,0,4,5,0,0,0,0,11,9,8,4,3,0,0,0,18,49,60,43,29,55,27,20,279,37,24,12,7,11,11,9,109,3,4,0,0,0,0,0,7,86,93,56,36,71,36,22,396
POA2021,7,25,14,8,14,3,9,82,3,3,0,0,3,3,0,16,0,0,0,0,0,0,0,6,23,70,43,35,71,29,21,299,0,0,4,5,0,0,0,14,0,4,0,0,0,0,0,5,0,0,9,5,3,0,0,16,27,70,52,38,80,33,21,319,9,12,8,11,3,0,9,47,0,0,0,0,0,0,0,0,36,88,56,45,81,39,27,373
POA2022,9,21,17,11,12,12,5,76,0,3,4,0,4,0,0,10,0,0,0,0,0,0,0,0,25,50,56,34,48,30,16,239,0,3,8,0,0,0,0,15,0,0,5,0,4,0,0,6,0,3,10,5,5,0,0,21,25,51,60,37,52,29,18,264,6,13,13,16,14,4,9,66,0,0,0,0,4,5,0,5,32,66,69,49,65,31,22,332
POA2023,7,20,13,11,17,14,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,33,30,29,37,23,13,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,30,29,37,23,13,186,12,21,11,17,22,8,4,102,0,0,0,0,0,0,0,0,23,56,43,49,63,33,21,284
POA2024,4,12,17,12,11,11,5,66,0,4,4,5,0,0,0,10,0,0,0,0,0,0,0,0,19,37,46,34,49,25,10,225,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,20,46,46,34,49,25,10,230,9,3,14,6,10,0,0,44,0,0,0,0,0,0,0,4,27,51,61,45,57,27,10,276
POA2025,9,8,7,4,6,9,0,50,4,8,0,4,0,0,0,9,0,0,0,0,0,0,0,0,24,41,30,23,35,22,4,171,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,8,23,46,33,21,34,22,4,182,5,13,6,0,5,8,9,42,0,0,0,0,0,0,0,0,26,55,38,28,40,27,6,222
POA2026,17,48,28,24,24,23,11,179,9,8,5,4,4,3,0,35,0,3,0,0,0,0,0,8,64,123,92,81,86,50,35,526,5,4,7,0,4,0,0,21,0,4,5,0,3,0,0,12,5,11,10,4,3,4,0,37,65,133,101,83,92,54,29,562,23,37,28,28,32,12,9,162,0,0,0,0,4,0,0,3,88,173,128,113,126,67,38,731
POA2027,12,15,8,6,10,4,0,50,0,3,5,0,3,0,0,14,0,0,0,0,0,0,0,5,22,30,25,13,29,19,10,140,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,22,27,25,12,30,19,10,146,5,8,5,13,7,3,5,53,0,0,0,0,0,0,0,0,26,37,29,26,39,22,12,202
POA2028,7,3,7,5,4,3,0,29,0,3,0,0,4,3,0,9,0,0,0,0,0,0,0,0,12,22,18,12,17,12,11,91,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,12,19,14,10,17,12,11,94,3,0,5,7,7,3,4,31,0,0,0,0,0,0,0,0,14,26,19,20,22,18,15,129
POA2029,5,25,12,15,25,13,3,92,4,0,4,0,0,0,0,14,0,3,0,0,0,0,0,0,19,57,38,31,51,27,11,236,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,6,19,64,42,28,58,27,14,242,8,27,12,16,12,13,3,87,0,0,0,0,0,0,0,0,22,85,52,48,66,40,17,330
POA2030,3,14,23,18,23,17,7,95,4,3,4,5,4,0,0,25,0,0,0,0,0,0,0,0,12,61,56,37,55,35,15,268,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,12,58,53,37,57,37,15,273,5,24,22,16,26,9,16,122,0,0,0,0,0,0,0,3,24,89,78,47,81,48,33,400
POA2031,26,45,47,37,22,14,14,203,6,3,3,4,10,6,5,31,0,0,0,0,0,0,0,5,57,146,123,92,115,77,42,646,0,6,3,0,6,5,3,18,0,3,9,4,4,5,0,18,0,7,9,4,8,8,7,37,57,154,129,92,121,78,44,678,27,30,24,16,22,19,11,146,0,0,0,0,0,0,0,4,86,185,145,110,140,96,59,829
POA2032,12,18,19,14,24,5,6,96,4,4,5,0,5,0,0,18,0,0,0,0,0,0,0,4,21,50,45,33,50,22,8,241,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,4,3,3,3,0,14,22,50,46,35,58,31,12,258,19,26,14,10,19,17,6,117,0,0,0,0,0,0,0,6,44,79,61,51,78,45,20,377
POA2033,10,14,11,6,16,0,4,61,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,27,40,18,12,32,21,9,158,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,9,23,45,24,17,40,19,9,171,5,11,5,3,6,3,3,39,0,0,0,0,0,0,0,0,34,50,28,20,43,24,10,211
POA2034,18,24,25,24,25,10,7,135,4,11,10,4,10,0,3,41,0,0,0,0,0,0,0,5,39,84,84,61,79,44,11,410,0,0,0,0,4,0,4,11,3,0,4,0,3,3,0,11,3,0,4,0,7,4,4,23,42,90,88,65,82,44,17,436,34,40,22,14,16,19,14,157,0,0,0,0,0,0,0,3,78,132,110,77,105,60,29,593
POA2035,24,46,29,26,44,24,6,207,16,15,10,3,3,8,8,59,0,0,0,0,9,4,0,14,80,156,118,79,137,70,30,672,4,9,3,4,5,5,0,26,6,5,3,4,5,0,0,21,6,8,7,4,6,6,0,43,84,162,129,87,144,83,29,717,46,85,46,39,40,29,26,302,0,0,0,0,0,0,0,0,126,254,178,121,182,108,53,1022
POA2036,36,58,49,42,54,24,9,284,8,14,11,5,11,8,7,62,4,5,0,4,0,0,0,18,76,150,140,110,151,78,45,761,3,7,3,3,5,0,0,21,7,0,3,0,0,0,3,14,11,10,5,3,3,0,3,36,85,162,144,113,156,80,51,796,87,82,58,46,50,18,17,358,0,5,5,0,0,0,0,11,176,243,204,161,208,97,67,1162
POA2037,16,23,17,6,17,10,4,99,0,5,5,4,5,0,0,20,0,4,0,0,0,0,0,4,38,79,52,26,53,36,21,292,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,13,44,78,54,27,53,39,24,309,48,42,29,23,27,18,8,201,0,0,0,0,0,0,0,4,87,118,81,50,83,58,31,508
POA2038,7,12,17,8,13,3,6,58,0,0,3,0,5,0,0,4,0,0,0,0,0,0,0,3,12,31,30,25,32,28,12,175,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,12,31,35,30,34,28,12,178,6,6,0,3,3,4,3,25,0,0,0,0,0,0,0,0,17,38,32,30,34,28,16,205
POA2039,6,18,5,5,12,7,0,58,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,13,46,36,14,39,19,5,182,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,16,45,35,17,39,19,5,186,4,3,8,7,4,9,3,35,0,0,0,0,0,0,0,0,26,47,45,23,46,26,12,224
POA2040,18,37,30,20,25,13,7,147,5,6,5,3,3,0,0,20,0,0,0,0,0,0,0,4,55,131,106,75,81,49,25,516,3,6,3,4,6,6,0,23,0,8,0,0,0,0,0,13,7,9,3,4,6,6,0,39,55,138,114,76,86,58,21,555,22,36,20,18,25,7,5,138,0,0,0,0,0,0,0,0,81,177,138,91,112,63,29,691
POA2041,8,9,10,12,11,3,3,58,4,0,0,4,5,4,0,20,0,0,0,0,0,0,0,7,25,61,59,41,45,22,9,273,0,3,0,0,3,3,0,14,0,0,0,0,0,0,0,4,0,3,3,0,7,3,0,17,25,64,57,38,52,30,9,289,15,29,10,5,6,7,5,93,0,0,0,0,0,0,0,3,45,99,72,53,56,40,22,385
POA2042,13,14,5,8,15,18,6,72,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,55,44,36,53,34,20,265,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,5,0,3,3,3,0,0,0,7,19,59,45,42,58,34,20,272,9,9,16,5,13,6,3,64,0,0,0,0,0,0,0,0,35,64,61,44,72,44,22,336
POA2043,3,8,4,3,7,4,0,31,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,23,38,25,18,15,14,7,128,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,3,23,38,25,18,16,14,7,128,9,6,6,0,3,4,0,26,0,0,0,0,0,0,0,0,29,40,27,17,23,19,10,162
POA2044,9,4,12,14,7,7,7,53,3,6,0,3,6,0,0,13,0,0,0,0,0,0,0,0,16,20,34,27,31,10,9,146,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,15,23,34,25,34,10,9,156,16,14,10,3,8,10,4,63,0,0,0,0,0,0,0,0,30,41,45,33,43,18,9,218
POA2045,0,0,4,3,5,8,4,17,0,0,0,4,4,0,3,7,0,0,0,0,0,0,0,0,0,18,24,12,21,16,14,106,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,20,19,17,22,14,108,3,3,0,4,5,5,0,20,0,0,0,0,0,0,0,0,6,24,27,14,26,24,16,128
POA2046,18,52,44,32,30,16,6,191,3,4,5,4,7,7,0,30,0,0,0,0,0,0,0,0,46,122,120,81,108,54,19,554,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,8,4,0,4,3,0,0,6,16,51,121,127,82,109,60,26,570,29,38,29,23,29,15,10,173,0,0,0,0,0,0,0,4,82,166,150,107,136,74,33,749
POA2047,11,13,20,6,14,7,4,73,5,4,0,0,8,0,0,19,0,0,0,0,0,0,0,0,34,51,45,26,55,30,23,269,0,4,5,0,4,0,0,6,0,0,0,0,0,0,0,3,0,4,5,0,4,0,0,11,34,55,47,29,54,30,19,277,6,15,7,6,9,8,3,61,0,0,0,0,0,0,0,0,41,72,59,35,70,36,23,333
POA2048,4,4,0,4,3,3,3,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,27,19,23,30,27,10,141,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,23,24,23,30,27,10,148,5,7,5,0,4,0,0,18,0,0,0,0,0,0,0,0,10,31,25,20,33,27,10,163
POA2049,6,12,3,4,15,5,0,51,4,5,3,0,0,0,0,18,0,0,0,0,3,0,0,3,18,40,27,30,63,25,19,215,0,0,0,0,0,0,0,0,5,6,3,0,5,0,0,11,5,3,3,0,5,0,0,10,18,45,25,30,65,25,17,223,7,13,13,7,9,3,3,56,0,0,0,0,0,0,0,0,28,58,43,38,74,30,22,282
POA2050,0,6,4,4,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,14,9,16,12,5,91,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,8,19,23,15,17,13,5,100,9,5,7,3,5,4,4,28,0,0,0,0,0,0,0,0,21,22,24,15,15,16,5,125
POA2060,8,14,11,7,17,8,4,69,0,4,0,0,4,3,0,16,0,0,0,0,0,3,0,3,21,55,36,30,45,33,19,245,0,3,0,0,3,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,4,0,0,11,21,62,34,30,51,33,19,255,8,8,11,11,18,4,9,74,0,0,0,0,0,0,0,0,37,73,49,39,63,40,27,329
POA2061,0,7,3,0,4,4,0,24,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,13,8,13,11,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,13,11,13,8,13,11,6,65,0,16,3,4,5,3,3,27,0,0,0,0,0,0,0,0,10,27,15,5,19,12,11,95
POA2062,4,19,13,11,9,9,3,57,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,20,50,38,22,25,21,11,197,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,4,0,0,0,11,23,52,44,27,32,26,11,209,0,6,3,0,10,3,5,21,0,0,0,0,0,0,0,0,23,59,45,27,36,29,14,231
POA2063,4,8,6,0,3,3,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,22,10,20,12,10,96,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,22,10,22,10,11,102,0,17,3,6,14,5,5,55,0,0,0,0,0,0,0,0,8,34,22,21,38,15,13,151
POA2064,9,11,10,12,5,5,5,59,0,3,4,0,8,3,0,16,0,4,0,0,0,0,0,4,18,53,41,25,32,29,16,215,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,5,5,5,5,0,0,0,0,10,18,56,48,25,33,30,16,226,12,17,12,0,11,5,3,72,0,0,0,0,0,0,0,6,32,73,59,33,51,36,19,300
POA2065,24,34,26,17,21,19,12,150,6,3,3,3,3,3,0,25,0,0,0,0,0,0,0,0,69,121,83,75,93,75,34,547,0,0,0,5,8,5,5,18,0,5,0,0,0,0,0,9,0,5,4,3,10,5,5,31,70,128,89,78,98,83,41,580,16,20,10,10,17,15,8,108,4,0,0,0,0,0,0,4,84,144,100,83,121,101,55,691
POA2066,21,54,41,13,24,20,7,184,16,18,0,4,3,7,9,53,0,3,0,0,0,0,0,5,71,183,113,71,108,84,42,681,0,0,3,0,0,3,0,11,0,13,9,7,4,3,0,31,5,17,11,4,0,4,0,48,75,197,121,82,111,91,46,722,29,30,23,25,25,24,14,163,0,8,0,0,0,0,0,7,105,236,144,102,140,114,56,894
POA2067,15,21,29,23,20,16,18,146,9,10,7,8,6,3,5,43,0,0,3,0,0,0,0,8,40,83,81,64,94,60,41,467,0,5,3,3,5,7,0,19,3,0,4,5,7,0,0,24,3,11,10,9,14,7,0,40,47,97,86,71,103,65,38,510,42,63,62,55,81,65,39,409,0,0,0,0,0,0,0,6,88,157,154,129,183,133,78,921
POA2068,12,26,28,14,24,15,9,135,0,0,5,0,9,0,0,17,3,0,0,0,0,0,4,10,26,69,70,46,95,56,37,400,0,4,3,3,4,5,0,20,0,4,0,0,4,0,0,11,0,3,4,8,3,5,0,29,26,75,72,57,97,57,40,428,6,25,22,12,26,13,15,126,0,0,0,0,0,0,0,0,39,100,95,73,127,75,52,559
POA2069,11,17,15,16,23,10,13,111,0,0,0,6,9,0,0,16,0,0,0,0,0,0,0,4,19,48,51,39,65,41,20,274,0,4,0,6,4,0,0,15,0,0,3,0,0,0,0,3,0,3,4,3,7,0,0,21,19,56,54,43,65,38,20,294,3,22,10,10,26,19,10,101,0,0,0,0,0,0,0,0,24,72,66,53,95,56,32,399
POA2070,9,24,10,13,16,17,11,101,9,3,9,5,6,4,0,29,0,0,0,0,0,0,0,0,26,91,52,50,58,51,25,349,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,16,29,92,53,51,57,56,29,370,10,15,14,17,24,15,7,105,0,0,0,0,0,0,0,0,39,103,70,65,80,72,36,470
POA2071,15,14,21,9,22,16,10,105,0,4,4,3,6,4,0,15,0,0,0,0,0,0,0,7,27,48,59,29,58,54,20,295,0,0,0,0,8,3,5,19,0,0,0,5,3,0,0,14,0,3,0,5,8,4,8,31,29,48,62,32,67,60,31,321,9,29,23,21,36,28,16,161,0,0,0,0,0,0,0,0,38,73,85,59,106,86,45,488
POA2072,5,21,15,20,19,15,6,95,0,0,3,0,0,0,0,12,0,7,0,0,0,0,0,7,10,43,34,30,48,34,18,219,0,3,0,0,0,0,3,7,0,3,0,0,3,0,0,8,0,5,0,3,3,0,3,16,14,51,34,31,49,32,16,238,4,23,21,17,36,19,15,132,0,0,0,0,0,0,0,0,18,78,55,54,88,49,31,366
POA2073,13,19,22,25,28,15,10,134,6,3,3,3,0,0,0,18,0,0,0,0,0,0,0,6,27,54,52,50,71,51,35,343,0,3,5,0,0,6,0,15,0,0,0,0,0,4,3,10,3,7,5,3,0,6,4,22,29,57,52,51,68,58,43,366,18,28,35,20,36,19,12,157,0,0,0,0,0,0,0,4,49,83,87,75,104,77,53,526
POA2074,16,25,16,24,25,29,18,152,3,3,0,0,4,3,0,15,0,0,0,3,0,0,0,4,34,79,55,72,98,64,38,435,0,3,0,0,6,0,0,15,0,0,0,0,4,0,0,6,0,3,3,0,9,6,0,28,34,87,55,70,107,72,37,457,16,33,32,21,38,21,12,169,0,0,5,0,0,0,0,5,51,118,85,89,146,95,48,637
POA2075,9,28,28,21,21,12,5,127,3,5,6,3,0,3,0,22,0,3,6,0,0,0,0,8,30,84,91,65,79,41,31,418,0,0,0,0,4,0,0,11,3,0,0,4,0,0,0,17,3,0,4,8,5,0,8,26,31,89,87,66,83,44,34,444,16,30,27,21,39,14,11,157,0,0,0,0,0,0,0,0,44,121,117,87,125,57,44,600
