POA_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
POA2031,3,34,0,1091,4,0,0,0,0,5,3,3,0,5,106,122,5,0,5,0,0,5,0,0,0,12,12,47,1393,148,50,495,160,364,59,207,58,674,130,3734
POA2032,5,6,0,147,0,0,0,0,0,0,0,0,0,0,38,50,0,0,0,0,0,0,0,0,0,6,8,11,244,64,17,132,36,99,20,90,25,408,53,1192
POA2033,0,13,0,240,0,0,0,0,0,0,0,3,0,3,32,43,0,0,0,0,0,0,0,0,0,4,7,12,360,66,12,155,30,138,18,98,20,276,38,1211
POA2034,3,35,0,793,0,0,0,4,0,4,0,0,0,3,66,74,4,0,0,0,0,0,0,0,0,4,14,23,890,83,16,305,85,213,35,130,24,414,74,2276
POA2035,3,34,0,578,4,0,6,0,0,0,0,0,0,13,99,123,0,0,0,0,0,0,0,0,0,15,23,46,751,170,27,395,125,309,78,235,68,1092,143,3392
POA2036,3,17,0,400,5,0,4,0,0,5,5,0,0,8,75,100,3,0,4,0,0,0,0,3,0,16,13,38,648,154,41,313,112,277,58,215,68,952,108,2944
POA2037,0,26,0,708,0,0,0,0,3,6,0,0,0,8,50,63,0,0,0,0,0,0,0,3,0,6,8,18,729,88,18,282,69,213,33,124,25,365,69,2014
POA2038,0,13,0,372,3,0,0,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,3,0,9,370,52,10,128,36,131,18,68,9,168,30,1021
POA2039,5,17,0,483,0,0,0,0,0,6,0,0,0,0,26,28,4,0,0,0,0,0,0,0,0,0,0,3,427,45,4,147,31,122,10,45,17,208,27,1088
POA2040,0,12,0,750,0,0,0,0,0,4,0,5,0,9,74,84,0,0,0,0,0,0,0,0,0,5,7,21,846,79,20,325,71,242,33,104,31,397,84,2234
POA2041,8,44,0,847,0,0,0,3,0,0,0,0,0,0,56,62,0,0,0,0,0,0,0,0,0,6,4,12,618,95,17,252,54,220,27,162,24,409,55,1931
POA2042,5,8,0,806,3,0,0,0,0,0,0,0,5,0,59,75,3,0,0,0,0,0,0,0,0,0,4,12,1026,103,22,366,91,242,42,93,35,227,74,2319
POA2043,4,0,0,708,7,0,0,0,3,4,0,0,0,0,44,55,0,0,0,0,0,0,0,0,0,0,4,3,899,43,11,236,82,159,16,48,20,85,48,1657
POA2044,5,3,0,301,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0,0,0,0,0,0,0,0,3,6,408,40,16,142,56,88,25,50,5,145,34,1001
POA2045,0,8,0,121,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,9,3,16,78,34,5,64,3,49,8,39,14,236,20,548
POA2046,0,24,0,651,4,0,0,0,4,6,0,0,0,4,75,95,0,0,3,0,0,0,0,0,0,8,15,30,775,130,30,324,87,250,54,197,60,931,91,2920
POA2047,0,50,0,477,0,0,0,0,0,0,0,4,0,6,41,54,0,0,0,0,0,0,0,0,0,0,0,8,454,76,18,180,44,123,14,94,25,423,54,1501
POA2048,0,4,0,280,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,3,328,41,10,130,24,85,15,57,10,137,23,863
POA2049,0,0,0,390,0,0,0,0,0,0,0,0,0,3,39,47,0,0,0,0,0,0,0,0,0,0,3,7,521,66,11,196,59,129,33,75,15,206,47,1356
POA2050,0,3,0,427,0,0,0,0,0,0,0,0,0,0,36,39,0,0,0,0,0,0,0,0,0,0,5,3,568,40,15,206,61,118,22,45,11,103,46,1226
POA2060,3,59,0,912,4,0,0,0,4,5,0,0,0,0,65,77,0,0,0,0,0,0,0,0,0,3,8,10,891,96,21,265,74,288,22,114,28,413,73,2282
POA2061,0,41,0,482,0,0,0,0,0,0,0,0,0,0,39,45,0,0,0,0,0,0,0,0,0,0,7,12,344,57,5,128,31,136,11,74,9,219,50,1060
POA2062,0,17,0,321,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,6,0,8,319,35,4,101,24,76,4,50,12,183,29,846
POA2063,4,45,0,200,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,0,5,0,8,95,32,0,61,14,46,7,67,11,236,9,579
POA2064,0,7,0,202,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,7,0,298,45,8,96,24,100,14,58,8,189,25,868
POA2065,5,74,0,1621,4,0,4,4,0,0,0,0,0,3,119,136,5,0,0,0,5,0,0,4,0,5,7,25,1761,195,26,515,146,477,70,231,47,783,135,4381
POA2066,3,68,0,1015,5,0,0,4,0,4,0,4,3,4,89,108,0,0,0,0,0,5,0,0,0,4,20,27,1137,169,31,437,109,331,48,250,48,829,112,3495
POA2067,0,41,3,512,0,0,3,0,0,0,0,0,0,11,62,78,3,0,0,0,0,0,0,0,0,3,13,18,606,134,44,267,83,279,50,206,44,945,86,2748
POA2068,4,43,0,467,4,0,0,0,0,0,0,0,0,0,41,44,0,0,0,0,0,0,0,0,0,3,0,6,336,67,5,174,26,149,14,130,27,492,49,1461
POA2069,3,59,0,351,0,0,0,0,0,0,4,0,0,8,29,38,6,0,0,0,0,0,0,0,0,8,0,13,227,79,8,114,28,117,17,133,22,521,35,1291
POA2070,0,57,0,317,0,0,0,0,0,0,0,0,0,0,31,35,4,0,0,0,0,0,0,0,0,8,6,19,221,62,10,114,18,134,9,112,24,557,33,1296
POA2071,4,62,0,293,0,0,0,0,0,0,0,0,0,0,38,37,0,0,0,0,0,0,0,0,0,0,3,10,197,50,3,105,24,94,15,110,15,529,39,1183
POA2072,0,14,0,198,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,0,10,13,22,190,55,7,103,24,74,6,57,13,308,27,865
POA2073,0,59,0,408,7,0,0,0,0,0,0,0,0,4,32,44,0,0,4,3,0,0,0,0,0,8,6,18,240,79,13,169,25,152,14,157,25,601,37,1513
POA2074,5,78,0,523,0,0,0,0,0,0,0,0,0,6,56,68,0,0,0,0,0,0,0,4,0,15,5,25,335,99,17,195,37,200,28,199,34,1075,62,2286
POA2075,4,76,0,466,0,0,0,3,0,0,0,0,0,9,46,51,0,0,0,0,0,0,0,0,0,7,4,22,268,114,10,186,36,181,15,167,31,1045,53,2106
POA2076,0,54,0,457,0,0,0,0,0,0,0,0,0,7,41,62,0,0,0,4,0,0,0,0,0,7,9,25,327,89,14,211,38,199,23,186,29,1044,62,2223
POA2077,4,14,0,471,3,0,0,0,0,0,0,0,0,14,113,134,5,0,0,0,0,0,0,0,0,15,25,54,962,205,36,519,136,442,75,231,79,1283,150,4112
POA2079,0,0,0,102,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,5,157,34,7,89,24,87,10,56,17,227,11,728
POA2080,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,18,12,17,0,14,7,64,5,170
POA2081,0,0,0,77,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,93,19,7,49,19,50,10,27,11,195,5,488
POA2082,0,4,0,74,4,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,77,20,7,54,16,41,14,45,7,227,13,524
POA2083,0,0,0,48,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,41,21,8,29,5,18,8,22,7,73,3,229
POA2084,0,17,0,81,4,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,4,50,16,4,32,8,41,14,37,10,180,12,404
POA2085,0,17,0,160,0,0,0,0,0,0,0,0,0,7,24,35,0,0,0,0,0,0,0,0,0,3,3,12,99,45,8,94,26,75,21,92,19,560,33,1062
POA2086,4,8,4,183,0,0,0,0,0,0,0,0,0,4,20,28,0,0,0,0,0,0,0,0,0,3,0,11,173,44,13,111,26,90,16,95,15,493,22,1099
POA2087,0,20,0,157,0,0,0,0,0,0,0,0,0,4,20,24,0,0,0,0,0,0,0,0,0,6,0,8,115,44,5,78,23,81,19,90,7,507,24,999
POA2088,5,219,0,1321,0,0,0,0,0,0,5,6,0,8,68,92,0,0,5,0,4,0,0,0,3,17,6,27,834,181,24,339,73,333,48,369,54,1047,83,3382
POA2089,6,43,0,597,0,0,0,0,0,0,0,0,0,3,44,48,0,0,0,0,0,0,0,0,0,4,6,7,595,64,18,207,54,162,22,91,17,264,49,1540
POA2090,0,53,0,677,0,0,0,0,0,0,0,0,0,0,44,48,4,0,0,0,0,0,0,0,0,11,8,19,605,86,11,214,67,189,20,137,21,385,52,1788
POA2092,0,28,0,169,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,3,0,6,73,40,0,60,17,56,6,60,9,224,15,563
POA2093,3,58,0,543,0,0,0,3,0,0,0,0,0,10,38,54,0,0,0,0,0,0,0,0,0,12,7,25,517,108,18,273,57,193,29,151,43,685,54,2130
POA2094,0,26,0,267,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,4,214,48,3,95,28,67,3,43,0,213,23,728
POA2095,6,83,0,1028,0,0,0,0,4,0,0,0,0,0,64,75,0,0,0,0,0,0,0,0,0,4,8,17,887,103,14,268,66,204,27,157,21,485,80,2305
POA2096,0,24,0,505,3,0,0,0,3,0,0,3,3,3,43,59,0,0,0,0,4,0,0,0,0,7,0,12,633,75,10,247,75,127,27,134,33,388,44,1797
POA2097,7,32,0,312,0,0,0,0,0,0,0,3,0,4,39,50,0,0,0,0,0,0,0,0,0,4,0,12,316,90,12,186,43,122,28,147,26,510,48,1530
POA2099,0,24,0,669,6,0,0,0,5,6,0,4,7,3,99,124,5,4,3,0,0,0,0,0,0,12,32,51,1194,273,56,609,186,361,77,306,69,1152,147,4436
POA2100,0,11,0,296,4,0,0,0,0,0,0,0,0,9,37,51,0,0,0,0,0,0,0,0,0,9,5,19,378,82,15,255,58,169,38,123,28,641,51,1844
POA2101,0,30,0,354,0,0,0,4,0,0,0,0,0,12,51,79,0,0,0,0,0,0,0,0,0,9,8,23,402,117,16,236,57,161,37,145,33,742,70,2013
POA2102,0,8,0,107,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0,3,4,10,135,36,8,79,23,73,9,58,9,255,24,708
POA2103,0,31,0,225,0,0,0,3,0,0,0,0,0,0,29,36,0,0,0,0,0,0,0,0,0,5,5,13,203,80,14,130,30,86,21,104,25,540,46,1279
POA2104,0,32,0,110,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,3,4,9,38,26,0,40,8,38,4,52,6,294,21,526
POA2105,0,18,0,86,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,0,0,0,0,0,0,3,3,0,37,20,3,27,0,31,3,27,5,124,8,280
POA2106,0,36,0,265,0,0,0,0,3,0,0,0,0,0,34,35,0,0,0,0,0,0,0,0,0,6,4,14,195,64,16,161,24,101,29,114,18,405,41,1161
POA2107,6,79,0,426,5,0,3,0,0,0,0,0,0,5,49,59,0,0,0,4,0,0,0,0,0,10,4,17,208,138,11,187,37,134,31,207,36,786,53,1821
POA2108,0,26,0,110,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,6,9,27,16,5,26,6,27,5,44,4,132,12,298
POA2110,0,67,0,310,0,0,0,0,0,0,0,0,0,0,29,27,0,0,0,0,0,0,0,0,0,8,0,9,118,53,3,98,15,76,13,99,9,339,30,868
POA2111,4,35,0,372,0,0,0,3,0,0,0,0,0,0,45,53,0,0,3,0,0,0,0,0,0,0,13,18,464,76,17,194,57,151,22,79,27,486,60,1628
POA2112,3,16,0,560,0,3,3,0,9,0,0,0,3,4,98,123,0,0,0,0,0,0,0,0,0,22,23,41,972,171,46,406,154,385,79,238,82,1124,141,3792
POA2113,6,12,0,542,6,0,3,0,0,0,3,0,0,0,66,87,0,0,0,0,0,0,0,0,0,6,16,30,980,142,53,354,143,371,52,189,56,664,102,3109
POA2114,4,13,0,422,3,0,0,0,0,0,0,0,0,3,69,83,0,0,0,0,0,0,0,0,4,10,14,25,765,107,35,342,110,302,46,186,67,796,94,2845
POA2115,0,0,0,123,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,4,5,11,216,37,26,80,57,95,25,59,24,325,58,1003
POA2116,0,0,0,59,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,8,5,117,18,12,57,22,53,12,32,19,205,24,561
POA2117,0,4,0,171,0,0,0,0,0,0,0,0,4,7,43,62,0,0,3,0,0,0,0,0,0,13,11,26,296,68,43,162,72,169,23,105,56,742,66,1799
POA2118,0,12,0,188,0,0,0,0,0,0,0,0,0,0,56,68,0,0,0,0,0,0,0,0,0,7,11,24,320,93,32,202,58,202,45,162,60,1087,77,2339
POA2119,0,35,0,269,0,0,0,0,0,0,0,0,0,5,33,40,0,0,4,0,0,0,0,0,0,6,0,13,138,61,4,99,25,118,9,126,16,562,41,1189
POA2120,0,19,0,309,7,0,0,3,0,0,0,0,0,4,45,64,6,0,0,0,0,0,0,0,0,4,6,13,334,72,11,218,50,172,24,150,35,790,49,1908
POA2121,0,19,0,466,0,0,0,0,0,6,5,0,0,10,73,92,0,0,0,0,0,0,0,4,0,8,21,32,699,119,34,324,112,351,42,207,55,1165,103,3216
POA2122,0,19,0,333,4,0,0,0,0,5,4,0,0,8,92,108,0,0,0,0,0,0,0,0,0,10,25,37,576,133,39,293,101,312,47,241,63,1195,136,3132
POA2125,0,24,0,278,0,0,0,0,0,0,0,0,0,3,28,41,0,0,0,0,0,0,0,0,0,4,3,18,193,65,18,131,37,162,14,159,27,739,42,1581
POA2126,0,10,0,225,0,0,0,0,0,0,0,0,0,4,26,31,0,0,0,0,0,0,0,0,0,6,17,21,218,51,10,136,25,176,21,145,32,781,43,1637
POA2127,0,5,0,541,7,0,4,0,0,4,0,0,4,0,72,102,0,0,3,0,0,0,0,0,0,4,11,19,1125,119,74,396,210,453,66,162,88,534,93,3320
POA2128,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,44,14,11,23,6,21,6,16,12,54,7,199
POA2130,0,0,0,201,0,0,0,0,0,0,0,0,0,3,20,28,0,0,0,0,0,0,0,0,0,0,0,3,315,32,10,144,37,83,12,47,10,113,22,831
POA2131,0,6,0,328,0,0,0,0,0,0,0,0,3,4,72,87,0,0,0,0,0,0,0,0,0,12,8,30,694,157,45,312,105,238,58,148,58,633,106,2560
POA2132,0,10,0,141,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0,0,0,0,0,0,0,6,0,8,208,33,8,93,29,102,19,69,15,357,32,966
POA2133,0,3,0,104,0,0,0,0,0,0,0,0,0,3,14,24,0,0,4,0,0,4,0,0,0,7,10,18,136,21,9,86,25,88,19,59,28,353,26,867
POA2134,0,14,0,219,3,0,5,0,0,0,0,0,0,0,51,57,0,0,0,0,0,0,0,0,0,0,8,9,355,144,50,197,71,241,36,155,54,589,68,1961
POA2135,0,28,0,341,3,0,0,3,4,3,0,4,0,3,59,77,0,0,0,0,0,0,0,0,0,8,10,16,451,221,37,300,78,199,61,236,58,717,83,2439
POA2136,0,5,0,60,0,0,0,0,0,0,0,0,0,5,22,28,0,0,0,0,0,0,0,0,0,0,13,12,115,26,8,68,16,69,14,33,19,235,36,650
POA2137,0,30,0,681,3,0,0,0,0,0,0,3,3,8,75,98,4,0,0,0,0,0,0,0,5,11,20,32,708,149,35,338,97,318,40,213,57,1192,102,3250
POA2138,0,14,0,457,3,0,0,0,0,0,0,0,0,4,70,79,0,0,4,0,0,0,0,0,0,4,14,25,774,102,59,272,93,292,59,153,64,555,89,2517
POA2140,0,9,0,240,0,0,0,0,0,0,0,0,5,7,71,87,0,0,0,0,0,0,0,0,0,0,10,15,650,127,50,305,83,258,47,145,51,355,100,2171
POA2141,0,3,0,177,0,0,5,0,0,0,0,0,3,5,78,95,5,0,0,0,0,0,0,0,0,16,42,62,523,175,97,282,115,349,93,208,124,951,144,3056
POA2142,0,3,0,96,0,0,0,0,0,0,0,0,0,8,65,80,0,0,0,0,0,0,0,0,0,8,24,36,360,134,46,227,88,251,49,179,69,621,104,2113
POA2143,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,11,82,20,20,35,21,79,15,39,18,319,14,663
POA2144,5,10,0,64,0,0,0,6,0,0,0,0,6,6,98,113,0,0,8,0,0,0,0,0,0,22,44,73,288,189,61,245,68,280,69,232,101,1053,165,2750
POA2145,4,11,0,551,0,0,5,0,3,9,5,0,9,23,151,206,5,0,0,3,0,3,3,0,3,50,50,120,1321,225,98,590,256,791,107,386,157,2363,240,6533
POA2146,0,0,0,98,0,0,6,0,0,0,0,0,0,5,19,30,0,0,0,0,0,0,0,0,0,14,5,27,260,46,24,141,64,179,44,104,31,591,38,1512
POA2147,4,5,0,249,0,0,0,0,3,4,0,4,5,12,57,81,0,0,0,0,0,0,0,0,0,22,14,50,541,99,41,292,157,348,90,166,113,1215,93,3156
POA2148,4,9,4,272,7,0,11,0,4,8,0,4,7,12,139,183,0,0,0,6,0,0,0,3,0,36,47,90,928,211,83,502,249,624,118,375,176,1801,211,5281
POA2150,0,4,3,480,5,0,4,0,0,3,0,0,3,4,101,123,7,0,0,0,0,0,0,0,0,3,19,26,1094,203,77,448,133,481,95,234,75,582,136,3552
POA2151,5,13,0,224,0,0,0,0,0,0,0,0,0,5,44,55,0,0,3,0,0,0,0,0,0,8,11,25,411,61,41,189,84,193,48,104,45,629,63,1881
POA2152,3,0,0,125,0,0,0,0,0,0,0,0,0,6,34,43,0,0,0,0,0,0,0,0,0,5,8,14,237,35,13,91,54,115,22,61,29,410,41,1096
POA2153,3,30,0,735,8,0,0,0,0,3,9,6,0,22,131,175,4,0,4,0,0,0,0,5,3,27,28,66,970,206,46,512,166,513,93,405,119,2372,183,5580
POA2154,3,32,0,605,7,0,0,4,0,0,0,0,0,10,75,96,0,0,0,0,0,0,0,3,0,10,13,34,624,163,31,353,89,335,43,274,78,1663,99,3748
POA2155,4,24,0,876,8,0,0,4,0,3,0,4,0,8,118,148,0,0,3,6,0,0,0,0,3,8,21,51,1290,189,56,590,201,577,80,286,104,1643,153,5165
POA2156,0,38,0,211,0,0,0,0,0,0,0,0,0,4,37,46,0,0,0,0,0,0,0,0,0,12,9,20,147,79,12,127,36,115,20,118,33,707,55,1448
POA2157,0,0,0,55,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,4,0,5,65,33,5,44,6,43,11,39,5,149,5,408
POA2158,0,20,0,128,0,0,0,0,0,0,0,0,4,5,22,31,0,0,0,0,0,0,0,0,0,4,8,8,93,45,9,87,13,70,12,64,20,389,30,830
POA2159,4,7,0,80,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,4,0,11,90,26,7,58,8,44,13,49,8,228,19,550
POA2160,0,0,0,103,0,0,0,3,0,0,3,0,3,6,60,74,0,0,0,0,0,0,0,0,3,10,34,54,303,99,43,184,84,257,49,159,88,961,102,2336
POA2161,0,3,0,82,0,0,0,0,0,5,0,3,5,6,58,81,0,0,0,0,3,0,0,0,0,18,20,42,227,45,28,120,51,192,33,116,85,843,94,1835
POA2162,0,4,0,39,0,0,0,0,0,0,0,0,0,9,27,33,0,0,3,0,0,0,0,0,0,11,9,27,81,27,29,55,39,109,22,50,42,527,45,1027
POA2163,0,0,0,6,0,0,4,0,0,0,0,0,0,3,13,18,0,0,0,0,0,0,0,0,0,5,10,12,42,15,12,29,15,48,15,35,19,275,31,524
POA2164,0,3,0,55,0,0,0,0,0,0,0,0,0,9,28,38,0,0,5,0,0,0,0,3,0,12,14,32,137,27,21,62,50,125,22,106,44,773,56,1411
POA2165,0,10,0,60,0,0,0,0,0,4,0,0,0,15,61,83,0,0,0,5,0,3,0,0,0,19,33,57,199,44,41,127,78,227,34,143,96,1546,120,2651
POA2166,3,6,0,76,0,0,0,0,0,0,3,0,5,22,72,101,0,0,6,0,0,0,0,5,0,16,49,70,274,78,61,141,98,318,58,184,116,1625,156,3115
POA2167,0,0,0,53,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,0,0,0,3,6,150,18,15,83,36,87,21,48,24,203,30,721
POA2168,0,4,0,58,0,5,4,0,0,0,0,0,4,6,53,75,0,0,5,0,0,0,0,0,0,21,26,59,222,74,46,115,96,297,44,156,92,1094,105,2333
POA2170,0,19,0,379,3,0,0,0,7,7,3,11,3,30,213,273,4,0,5,0,8,0,0,0,0,39,85,144,1100,217,135,574,358,862,162,442,261,3036,338,7470
POA2171,0,5,0,150,0,0,0,3,0,3,5,0,0,8,36,55,0,0,0,0,0,0,0,0,0,11,19,35,348,61,43,169,104,203,47,114,76,705,68,1936
POA2172,0,3,0,47,0,0,0,0,4,0,0,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,3,69,5,8,34,10,30,10,19,3,80,17,278
POA2173,0,3,0,129,0,0,0,0,0,3,0,0,3,3,21,35,0,0,0,0,0,0,0,0,0,0,0,7,249,28,12,109,58,126,15,50,24,232,31,942
POA2174,0,3,0,81,0,0,0,0,0,0,0,0,0,0,29,34,0,0,0,0,0,0,0,0,0,4,4,5,206,22,15,78,47,58,19,23,14,151,32,675
POA2175,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,20,12,0,7,0,13,3,8,10,94,4,168
