SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
10102161139,50,3300,1339,600,3405,0.7,3295,2.8
10102161140,41,2817,1185,443,3055,0.8,3250,3.3
10102161141,39,3207,1419,563,3922,0.8,4178,3.5
10102161142,48,2200,1083,700,3166,0.7,3208,3.2
10102161143,46,2858,1198,701,3700,0.8,3550,3.2
10102161144,43,2123,1164,465,2577,0.8,2225,2.5
10102161145,44,2640,1160,450,2932,0.8,2845,3
10102161146,47,2390,1413,595,4125,0.7,3468,2.8
10103101301,55,837,431,150,1062,0.7,658,1.9
10103101302,50,974,725,221,1699,0.7,1240,2.1
10103101303,46,1006,610,171,1375,0.7,1079,2
10103101304,42,1083,690,230,1696,0.7,1292,2.2
10103101305,53,2123,872,213,2173,0.6,1487,2.2
10103101306,48,850,764,200,1916,0.6,1452,2.4
10103101307,48,1009,722,190,1786,0.8,1350,2.3
10103101308,47,1300,835,190,2250,0.8,1625,2.4
10103101401,39,1083,599,320,1149,0.7,1107,2.3
10103101402,37,1322,864,280,2205,0.8,1569,2.2
10103101403,49,1140,752,278,1812,0.7,1257,2
10103101404,40,1300,861,270,2208,0.7,1287,2
10103101405,42,1127,728,265,1981,0.7,1162,2.2
10103101406,47,1300,781,305,1910,0.7,1468,2.2
10103101407,52,1717,831,350,2068,0.7,1437,2.2
10103101408,48,1167,738,390,2136,0.6,1442,2.2
10103101409,54,1485,699,321,2050,0.7,1297,2.3
10103101410,43,1454,725,292,1656,0.7,1201,2.1
10103101411,40,1192,737,220,1924,0.7,1218,2
10103101412,39,1213,802,330,1766,0.8,1533,2.5
10103101414,47,1582,863,366,1908,0.6,1823,2.4
10103101415,37,1170,782,320,1846,0.8,1607,2.5
10103101417,43,0,866,180,3750,0.7,1875,2.2
10103101419,49,1092,796,295,1812,0.7,1461,2.2
10103101420,52,1733,875,360,2403,0.7,2229,2.6
10103101421,44,1281,669,225,1607,0.8,981,2
10103101501,0,0,0,0,0,0,0,0
10103101502,55,0,1249,0,1625,2,1625,2
10103101503,46,700,509,250,1333,0.7,949,2.1
10103101505,55,1733,1138,312,2200,0.7,1958,2.2
10103101511,52,1083,553,300,1292,0.6,928,1.9
10103101512,60,1733,725,230,1625,0.7,1291,1.9
10103101514,49,2084,1083,175,2687,0.7,2700,3
10103101515,51,1372,633,295,1875,0.8,1292,2.4
10103101516,51,2232,849,225,2374,0.7,2100,2.3
10103101517,49,1467,571,300,1449,0.8,1375,2.6
10103101518,49,1816,1004,250,2100,0.7,1800,2.4
10103101519,48,1700,928,425,2437,0.7,2042,2.6
10103101520,51,1997,866,250,2250,0.8,1833,2.3
10103101521,48,1717,934,250,2471,0.8,2115,2.7
10103101523,48,1307,861,270,2041,0.7,1786,2.4
10103101524,60,1042,642,240,1375,0.6,1208,2.1
10103101525,41,2000,930,400,2541,0.8,2463,2.8
10103101526,44,1638,1006,400,2374,0.8,2055,2.6
10103101601,31,0,936,403,5249,2,5249,4
10103101602,45,1270,697,250,1803,0.7,1265,2.1
10103101603,45,1490,750,250,1926,0.8,1437,2.3
10103101604,37,1625,878,350,2175,0.8,1589,2.6
10103101605,42,3117,919,258,3100,0.8,2437,2.8
10103101606,44,1800,930,410,2341,0.8,2113,2.7
10103101607,48,1192,818,250,1800,0.9,1375,2.4
10103101608,50,1925,942,370,2478,0.8,2299,2.6
10103101611,37,2659,1031,400,2388,1.1,1666,2
10103101612,28,0,900,225,1333,1.2,1249,1.9
10103101614,28,1717,862,500,2134,0.9,2190,2.5
10103101615,38,1500,948,415,2274,0.8,2113,2.6
10103101616,32,1387,914,360,2289,0.9,1713,2
10103101617,30,1300,863,355,1937,0.9,1762,2.4
10103101619,45,1300,769,300,1946,0.8,1568,2.4
10103101620,30,1369,923,440,2343,0.9,2031,2.7
10103101621,45,1650,1187,360,3749,1.1,2624,2.6
10103101622,35,1692,1256,510,2708,0.8,2687,2.8
10103101623,35,2033,1050,500,2827,0.8,2271,2.7
10103101624,0,0,0,0,0,0,0,0
10103101625,47,2050,894,365,2117,0.8,1775,2.6
10103101626,38,2167,1125,460,2750,0.8,2461,2.6
10103101627,37,2050,981,401,2547,0.8,2333,3
10104101701,58,1733,486,300,1257,0.7,928,2.3
10104101702,40,1733,624,370,1437,0.8,1312,2.7
10104101703,64,1528,618,390,1413,0.6,1066,1.9
10104101704,50,1376,554,300,1180,0.8,921,2
10104101705,53,934,506,295,1312,0.7,678,1.5
10104101706,59,1300,506,265,1052,0.8,744,1.7
10104101707,75,0,0,0,0,0,0,0
10104101708,54,1268,663,360,1391,0.7,1274,2.2
10104101709,47,1733,666,430,1678,0.8,1382,2.6
10104101710,61,1850,718,410,1462,0.6,1404,2.3
10104101711,49,1800,673,370,1733,0.7,1612,2.6
10104101713,49,1300,617,335,1433,0.8,1239,2.3
10104101714,0,0,0,0,0,0,0,0
10104101715,0,0,0,0,0,0,0,0
10104101716,40,1257,588,350,1392,0.7,1036,2.4
10104101717,50,1517,652,345,1275,0.7,1007,1.8
10104101718,52,1300,586,280,1170,0.7,806,1.8
10104101719,51,1411,502,380,1205,0.7,1095,2.4
10104101720,53,1509,496,383,1262,0.7,1158,2.5
10104101721,39,1473,553,310,1224,0.8,1151,2.7
10104101722,53,1542,621,370,1350,0.7,1212,2.3
10104101723,48,1560,644,385,1395,0.7,1176,2.5
10104101724,55,2167,562,300,1562,0.6,1531,2.5
10104101801,57,1500,684,350,1416,0.6,1269,2.3
10104101802,61,1733,760,430,1708,0.6,1375,2.2
10104101803,50,1950,757,410,2083,0.8,1902,2.7
10104101804,61,1200,681,340,1542,0.6,1156,1.8
10104101805,53,2240,710,315,1531,0.7,1476,2.6
10104101806,51,1509,627,315,1382,0.7,1116,1.9
10104101807,45,1600,565,380,1433,0.7,1125,2.4
10104101808,55,1300,550,300,1264,0.6,884,2
10104101809,72,1582,687,405,1906,0.6,1375,1.9
10104101810,44,1518,582,360,1268,0.8,1278,2.6
10104101811,51,1733,602,400,1331,0.7,1181,2.3
10104101812,57,1430,629,350,1416,0.7,1042,1.8
10104101813,57,1700,746,345,1781,0.8,1487,2.4
10104101814,53,1842,591,415,1416,0.7,1162,2.2
10104101815,55,1820,793,430,1854,0.6,1399,2.2
10104101816,54,1333,707,420,1792,0.7,1375,2.2
10104101817,51,1874,717,400,1637,0.7,1434,2.4
10104101818,58,1733,586,380,1346,0.6,1171,2.2
10104101819,49,1733,723,380,1510,0.7,1343,2.4
10104101820,50,1278,521,350,1359,0.7,1012,2.2
10104101821,50,1509,735,350,1520,0.7,1275,2.1
10104101822,64,1385,508,300,1470,0.7,1091,1.9
10104101823,55,1083,559,300,1256,0.7,906,1.7
10104101824,0,0,0,0,0,0,0,0
10104101901,56,1149,617,310,1485,0.8,933,2.1
10104101902,45,1192,564,240,1351,0.8,881,2
10104101903,49,1300,624,260,1402,0.7,916,1.7
10104101904,37,1387,641,323,1586,0.7,1208,2.4
10104101905,40,1083,484,250,890,0.7,807,2.3
10104101906,41,1690,764,360,1807,0.7,1607,2.5
10104101907,35,1370,682,345,1660,0.8,1394,2.4
10104101911,54,1297,817,370,1687,0.7,1375,2.1
10104101912,56,1560,742,330,1442,0.7,1204,2.1
10104101913,56,1852,778,325,1578,0.6,1256,1.9
10104101915,46,1430,859,330,1937,0.9,1803,2.6
10104101917,42,1733,761,370,2024,0.8,1860,2.8
10104101918,50,1738,770,335,2125,0.7,1642,2.4
10104101919,50,1439,734,235,1770,1,1358,2.4
10104101920,48,1180,675,350,1550,0.7,1170,2.1
10104101921,42,1842,821,428,1958,0.7,1771,2.6
10104101924,48,1733,735,395,1800,0.8,1513,2.5
10104101925,40,1300,684,270,1575,0.7,1054,2.1
10104101926,61,1500,606,265,1474,0.7,945,1.8
10104101927,42,1890,990,330,2349,0.8,2156,2.9
10104101928,45,1733,771,378,1882,0.8,1370,2.4
10104101929,37,1224,606,340,1202,0.7,1066,2.4
10104101930,36,0,874,0,1125,0.6,1125,2
10104101931,40,1584,787,125,1937,0.5,1312,1.9
10104101932,60,2167,733,320,1812,0.6,1625,2.1
10104101933,44,1300,710,325,1531,0.7,1375,2.4
10104102001,45,1950,725,285,2033,0.8,1895,2.7
10104102002,52,1693,636,300,1467,0.8,1393,2.5
10104102003,38,1460,732,400,1569,0.8,1429,2.6
10104102004,56,1220,597,225,1431,0.8,1146,2.2
10104102005,55,1250,509,250,1142,0.9,988,2.2
10104102006,54,867,453,165,1089,0.9,827,2.2
10104102007,44,1625,708,260,1708,0.9,1596,2.8
10104102008,51,1343,670,388,1460,0.8,1360,2.5
10104102009,68,0,575,0,0,0.3,575,1
10104102010,27,0,725,0,1375,1,1375,4
10104102011,45,1509,692,250,1637,0.8,1519,2.5
10104102012,0,0,0,0,0,0,0,0
10104102013,55,1083,461,250,1187,0.8,912,2.1
10104102014,58,850,516,216,1474,0.8,1218,2.3
10104102015,56,943,575,200,1375,0.9,1062,2.2
10104102016,55,987,528,260,1221,1,987,2.2
10104102017,50,1675,645,260,1775,0.8,1452,2.4
10104102018,52,1500,545,230,1303,0.8,1166,2.4
10104102019,59,1213,626,290,1625,0.8,1125,2
10104102020,54,1396,626,250,1509,0.9,1214,2.3
10104102021,0,0,0,0,0,0,0,0
10104102022,49,1083,567,240,1357,0.9,1156,2.3
10104102023,49,1517,825,330,1946,0.8,1593,2.5
10104102024,52,1777,508,250,1166,0.7,938,2.3
10104102025,47,1083,601,260,1431,0.8,1125,2.2
10104102026,49,1500,534,290,1359,0.8,1187,2.5
10104102027,54,1402,592,263,1430,0.8,1262,2.4
10104102028,44,1733,806,265,1894,0.8,1517,2.5
10104102029,53,1170,519,305,1375,0.8,1166,2.4
10104102030,52,1040,486,300,1312,0.8,871,2.2
10104102031,47,1949,655,180,1812,0.9,1458,2.7
10104102032,59,867,432,140,1028,0.9,749,2
10104102102,44,1647,739,333,1875,0.8,1390,2.4
10104102104,55,1733,699,390,1517,0.7,1206,2.1
10104102105,52,1788,765,400,1875,0.7,1486,2.4
10104102106,57,1419,620,290,1430,0.8,1005,2.1
10104102107,54,1733,831,340,2067,0.7,1759,2.4
10104102108,47,1916,820,378,1944,0.7,1591,2.4
10104102110,48,1937,787,370,1781,0.7,1416,2.4
10104102111,50,0,880,200,2166,1,1999,2.9
10104102201,59,758,462,0,866,1.1,875,2.4
10104102301,56,1350,606,260,1302,0.7,905,1.9
10104102302,53,1498,614,380,1455,0.7,1305,2.3
10104102303,47,2159,731,420,1762,0.8,1524,2.7
10104102304,57,1517,632,270,1525,0.9,1171,2.1
10104102305,55,1517,588,275,1348,0.7,850,2
10104102306,53,1500,671,300,1339,0.7,1237,2.3
10104102307,57,1408,480,223,928,0.8,765,1.9
10104102308,48,1541,456,229,1134,0.7,850,2.2
10104102309,58,1600,602,320,1442,0.7,1135,2
10104102310,66,0,350,175,725,0.6,725,2
10104102401,55,1222,771,300,1916,0.8,1562,2.3
10104102402,52,1517,736,300,1553,0.9,1357,2.4
10104102403,45,1300,475,220,1375,0.9,1021,2.7
10104102404,47,1733,671,325,1916,0.9,1642,2.6
10104102405,52,2000,520,200,1395,0.9,1178,2.4
10104102406,53,1603,664,220,1531,0.8,1375,2.5
10104102407,58,1517,598,350,1267,0.8,1218,2.4
10104102408,49,1300,568,245,1430,0.8,985,2.1
10104102409,59,1228,785,320,1583,0.7,1261,2
10104102410,53,493,597,225,1375,1,1281,2.6
10104102411,56,1170,540,400,1221,0.7,1089,2.2
10104102412,57,1633,788,320,1476,0.7,1398,2.1
10104102501,0,0,0,0,0,0,0,0
10104102502,55,1531,657,330,1541,0.7,1044,2.1
10104102503,72,1476,513,222,1339,0.8,685,1.4
10104102504,40,1000,736,300,1666,0.7,977,1.6
10104102505,58,1300,686,310,1408,0.7,941,1.7
10104102506,52,1800,875,345,2024,0.7,1531,2.1
10104102507,58,1717,900,380,2083,0.7,1699,2.4
10104102508,65,1625,583,430,1363,0.6,1046,2
10104102509,47,1400,697,270,1791,0.8,1542,2.8
10104102510,55,1872,727,465,1852,0.7,1652,2.4
10104102511,54,1541,637,450,1671,0.7,1316,2.3
10104102512,61,1540,607,420,1458,0.6,1114,2
10104102513,41,1625,787,370,1807,0.8,1669,2.8
10104102514,50,1235,496,330,1208,0.8,908,2.2
10104102516,49,1517,676,300,1728,0.8,1375,2.5
10104102517,53,1733,822,355,2015,0.7,1363,2.1
10104102518,53,2033,727,450,1671,0.7,1555,2.5
10104102519,67,1344,593,400,1275,0.6,1075,2.1
10104102520,54,1625,728,360,1492,0.7,1282,2
10104102521,54,1300,807,320,1767,0.8,1261,1.7
10104102522,56,1539,822,375,2071,0.7,1465,2.1
10104102523,51,1500,620,250,1625,0.7,1578,2.4
10104102524,44,1745,683,375,1768,0.8,1487,2.7
10104102525,62,1517,565,210,1258,0.8,859,2
10104102526,50,1950,779,420,1833,0.7,1490,2.4
10104102527,48,1950,726,420,1812,0.7,1460,2.4
10104102528,53,1430,620,250,1666,0.8,1042,1.9
10104102529,49,1625,639,315,1303,0.7,976,2
10104102530,57,2040,743,360,1760,0.7,1452,2.3
10104102531,30,0,0,0,0,0,0,0
10104102532,61,1257,445,300,1357,0.8,1052,2
10104102601,61,1517,577,350,1289,0.6,987,2
10104102603,63,1975,643,280,1416,0.6,1131,1.9
10104102604,63,1300,680,307,1347,0.6,1097,1.8
10104102605,64,1517,529,305,1170,0.6,930,1.9
10104102606,57,2119,678,260,1800,0.8,1461,2.3
10104102607,52,1517,605,355,1524,0.7,1286,2.2
10104102608,59,1490,495,300,1237,0.7,906,2.2
10104102609,50,1404,591,330,1347,0.7,1073,2.1
10104102610,42,1460,488,220,1187,0.8,1012,2.3
10104102611,56,1842,559,400,1375,0.7,1125,2.3
10104102613,58,1712,586,150,1468,0.8,1075,2.2
10104102614,53,1733,721,325,1683,0.7,1386,2.2
10104102615,50,1517,699,365,1625,0.7,1312,2.4
10104102616,53,1684,689,320,1791,0.8,1416,2.5
10104102617,48,1687,805,340,2083,0.8,1550,2.3
10104102618,58,1517,622,250,1541,0.8,1259,2.3
10104102619,57,1647,765,350,1713,0.7,1471,2.4
10104102620,43,1252,531,278,1424,0.8,883,2.2
10104102621,45,1545,621,285,1375,0.7,1156,2.4
10104102622,49,1517,631,350,1625,0.9,1392,2.5
10104102623,55,1135,526,228,1297,0.8,838,1.9
10104102624,45,1434,551,340,1266,0.8,1089,2.4
10104102625,58,2680,703,360,1875,0.7,1562,2.4
10104102626,62,1322,537,360,1416,0.6,1099,2
10104102627,69,4500,833,200,1468,0.8,1375,2
10104102701,57,1593,686,350,1517,0.7,1199,2.2
10104102702,58,1300,539,235,1268,0.7,751,1.8
10104102703,63,1517,660,275,1352,0.7,1352,2.3
10104102704,60,1159,537,250,1125,0.7,814,1.9
10104102705,57,1608,595,280,1375,0.8,1016,1.9
10104102706,64,1300,468,290,1258,0.7,835,2
10104102707,53,1454,582,333,1412,0.7,1161,2.1
10104102708,65,1658,612,290,1458,0.7,1012,2
10104102709,53,1387,653,383,1617,0.7,1318,2.4
10104102710,61,834,597,250,1481,0.8,1093,2.1
10104102711,0,0,0,0,0,0,0,0
10104102712,56,1279,670,270,1458,0.9,1159,2.2
10104102713,53,1733,625,395,1602,0.8,1431,2.4
10104102714,60,0,575,0,0,0,575,1
10104102715,66,2383,612,0,900,0.7,899,2.1
10104102716,0,0,0,0,0,0,0,0
10104102719,55,1690,588,340,1182,0.7,882,2
10104102720,62,1555,535,300,1193,0.7,1136,2.1
10104102721,62,1170,569,325,1235,0.7,914,1.9
10104102722,29,366,361,240,762,1,739,2.9
10104102723,62,1300,583,360,1347,0.7,1083,2
10104102724,54,1625,619,366,1537,0.7,1197,2.4
10104102725,61,1432,557,315,1292,0.6,974,2.1
10104102726,62,1647,693,319,1583,0.7,1437,2.2
10104102728,62,1127,498,250,1104,0.8,737,1.6
10104102729,59,1343,501,270,1134,0.7,844,2
10104102730,63,2900,916,190,1625,0.8,1875,2.3
10104102731,58,1422,617,285,1367,0.8,1081,2
10104102732,58,1517,598,300,1323,0.8,881,2.1
10104102733,52,1517,608,340,1333,0.7,1215,2.3
10105153901,42,2167,1112,400,2903,0.7,2788,3
10105153902,40,1657,752,298,1812,0.7,1515,2.3
10105153903,52,1560,949,335,2312,0.6,1359,1.9
10105153904,48,1083,781,300,1766,0.7,1267,2
10105153905,47,1469,639,300,1607,0.7,1125,2
10105153906,33,1417,682,320,1481,0.8,1286,2.6
10105153907,77,0,432,180,774,1,463,1.1
10105153909,33,1509,525,275,1291,0.7,787,2.2
10105153910,41,1408,692,298,1350,0.9,1224,2
10105153911,31,1986,978,430,2220,0.7,2026,2.7
10105153912,47,1533,785,360,2045,0.7,1562,2.3
10105153913,46,1300,584,325,1562,0.8,1235,2.2
10105153914,41,1733,784,383,2017,0.7,1656,2.7
10105153915,38,1370,747,300,1625,0.7,1174,2.1
10105153916,46,2167,881,475,2358,0.7,2229,2.9
10105153917,36,1300,708,335,1483,0.7,1187,2.3
10105153918,58,1280,569,300,1359,0.7,919,1.7
10105153919,49,1404,714,310,1825,0.7,1104,1.9
10105153920,33,1900,885,420,2189,0.7,2116,2.9
10105153921,38,1720,812,335,1912,0.8,1625,2.6
10105153922,41,2600,1072,180,3086,0.7,2558,2.8
10105153923,42,1871,844,370,2230,0.7,2037,2.6
10105153924,34,1366,460,210,933,0.7,812,2.3
10105153925,41,1387,770,295,1771,0.7,1237,2
10105153926,40,1560,594,300,1461,0.7,1166,2.2
10105153927,49,1517,850,350,2111,0.6,1807,2.2
10105153928,40,2253,936,320,2187,0.8,1875,2.3
10105153929,35,1517,709,340,1666,0.8,1281,2.4
10105153930,48,2002,926,405,2283,0.6,1990,2.6
10105153931,37,1733,834,280,1713,0.9,1119,1.9
10105153932,37,1712,812,340,1962,0.8,1604,2.5
10105153933,40,1636,747,320,1531,0.8,1260,2.1
10105153934,39,1229,818,265,1767,0.7,1292,1.9
10105153935,44,1733,736,265,2033,0.7,1160,2
10105153936,48,1454,861,313,2022,0.7,1406,2.2
10105153937,35,1950,502,204,1259,0.8,1010,2.6
10105153938,41,1525,717,360,1825,0.7,1416,2.4
10105153939,57,1733,488,300,1708,0.8,933,2.2
10105153940,39,1517,683,330,1562,0.8,1318,2.4
10105153941,48,1625,730,310,1812,0.8,1458,2.4
10105153942,46,1387,494,320,1463,0.7,1139,2.2
10105153943,46,1495,797,360,2083,0.7,1663,2.4
