SA4_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
101,8,0,0,9,0,5,0,3,3,36,0,62,0,0,0,0,0,0,0,4,0,9,0,21,6,0,0,0,0,0,0,5,0,24,0,41,0,0,0,0,0,4,0,4,0,12,0,18,4,9,0,6,0,5,0,23,8,34,0,80,3,6,6,9,0,16,0,23,6,50,0,117,9,18,4,16,0,32,3,69,10,119,0,287,11,45,5,59,8,78,4,82,15,129,0,433,22,71,12,99,16,186,12,134,24,191,9,770,76,125,12,345,40,280,27,138,33,174,10,1247,97,114,22,390,44,286,37,104,23,126,9,1249,222,112,17,519,85,249,24,74,18,99,7,1422,798,182,51,1245,165,528,66,120,40,196,11,3404,883,155,34,1167,176,235,61,86,20,98,7,2918,933,95,29,988,186,210,58,59,12,64,3,2646,898,48,20,651,127,115,27,23,7,38,0,1965,2879,167,53,1414,303,514,59,73
102,10,0,7,4,0,0,0,0,3,74,0,100,0,0,0,0,0,3,0,3,0,17,0,24,0,0,0,0,0,0,0,10,0,21,0,32,0,0,0,0,0,0,0,3,3,24,0,36,3,5,3,3,0,8,5,21,8,62,0,106,0,10,3,0,0,13,0,38,17,78,0,163,3,12,0,16,0,41,9,99,32,211,5,426,10,30,15,21,6,103,12,122,36,247,0,605,16,64,15,60,18,264,42,190,76,355,3,1105,43,178,35,261,94,478,104,271,106,401,10,1983,61,201,49,407,141,501,125,227,83,317,6,2118,149,203,61,617,186,522,126,198,83,240,5,2379,730,455,113,1758,480,1024,276,341,145,382,11,5710,960,391,113,2003,534,586,192,214,54,201,0,5249,1100,272,76,1720,406,536,139,161,42,115,3,4575,1021,130,53,1031,296,214,81,59,28,57,5,2960,2887,282,77,2272,525,892,140,142
103,13,4,0,4,0,5,0,0,5,32,0,64,4,0,0,5,0,0,0,0,0,10,0,24,0,0,0,4,0,0,0,4,0,19,0,31,0,0,0,0,0,0,0,9,0,14,0,29,7,4,0,0,0,0,0,11,3,37,0,72,5,0,0,14,0,12,0,20,5,49,0,112,15,14,0,29,3,40,5,54,12,133,0,300,22,25,0,46,0,94,3,69,8,131,0,407,38,60,13,117,18,180,15,104,25,189,0,756,82,87,10,313,35,288,33,125,32,189,6,1192,115,60,18,395,49,308,16,86,30,118,3,1192,188,68,17,527,66,266,26,54,32,111,0,1349,758,137,38,1258,184,526,66,102,35,125,6,3233,848,112,36,1269,192,233,55,54,19,65,3,2883,885,61,21,912,148,214,28,26,17,42,7,2354,721,28,14,566,105,76,31,16,4,20,4,1585,1790,76,32,1107,202,289,38,28
104,9,4,4,9,0,7,0,3,0,28,3,55,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,6,0,17,0,32,0,0,0,0,0,0,0,4,0,10,0,23,0,7,0,0,0,3,0,12,0,44,0,77,0,5,0,5,0,9,0,15,3,26,0,70,10,17,0,14,0,23,4,66,8,110,0,251,19,31,0,22,6,67,5,86,18,121,8,373,16,71,5,89,11,152,18,115,19,202,4,708,57,117,13,258,24,215,13,125,33,177,8,1039,70,95,7,304,35,198,14,89,20,121,0,947,134,103,3,384,45,164,18,57,15,95,4,1022,486,180,28,824,98,283,50,88,26,137,6,2211,470,121,15,737,84,139,19,53,19,63,3,1723,451,54,12,481,55,96,14,27,6,41,3,1231,346,30,12,253,37,35,15,9,0,17,0,767,708,69,17,406,61,139,24,29
105,25,0,0,3,0,4,0,3,0,26,0,70,4,0,0,0,0,4,0,0,0,0,0,15,0,4,0,4,0,0,0,0,0,13,0,25,0,0,0,3,0,0,0,3,0,4,0,14,6,3,0,7,0,8,0,7,0,20,0,49,4,0,0,13,0,5,0,19,3,23,0,72,8,12,0,10,6,15,0,29,0,69,4,151,24,14,5,31,0,50,0,37,10,81,0,253,34,30,0,64,7,120,3,58,11,120,7,438,64,42,3,153,23,182,11,55,17,114,12,668,64,38,6,206,22,167,15,33,9,45,4,606,123,36,12,254,37,130,11,23,9,44,4,669,430,61,15,606,94,252,29,38,27,74,3,1627,470,40,14,474,99,81,21,18,0,22,0,1245,441,30,14,373,70,81,8,9,3,18,3,1052,351,11,7,207,64,38,5,4,10,6,5,699,774,21,24,394,92,94,13,10
106,7,6,0,4,0,5,0,0,0,60,6,90,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,5,8,3,18,0,32,3,0,0,0,0,3,0,6,0,26,0,41,0,9,0,0,0,0,0,18,4,64,0,103,3,3,0,4,0,13,4,31,9,62,3,132,12,17,0,22,3,40,8,75,22,185,4,379,9,32,0,35,7,91,9,108,28,199,4,524,33,72,11,102,12,270,26,171,50,334,4,1080,67,143,26,345,59,501,30,184,56,314,17,1739,95,132,16,538,83,518,38,165,53,215,15,1867,190,98,30,703,119,487,35,132,45,190,5,2031,885,255,48,1831,324,1032,107,198,83,273,13,5060,1029,213,57,1953,321,448,125,91,46,124,11,4421,1139,142,52,1490,234,405,84,79,32,87,11,3754,972,83,44,889,170,164,43,31,9,44,0,2452,2414,119,62,1709,328,549,82,64
107,3,0,0,3,4,3,0,6,3,65,6,94,0,0,0,0,0,0,0,0,0,12,0,19,0,0,0,0,0,6,0,9,4,19,0,44,0,0,0,0,0,4,0,6,0,23,0,34,3,0,0,3,0,0,0,14,0,77,0,105,0,6,0,0,0,6,3,42,13,90,0,157,4,15,8,14,0,28,6,79,24,232,0,411,9,32,5,11,4,82,11,123,43,217,3,544,14,52,10,64,15,241,31,176,84,353,8,1048,33,143,35,245,73,365,63,243,76,381,3,1657,63,135,38,341,94,381,63,194,53,315,4,1668,113,154,42,489,147,433,75,165,64,281,12,1980,590,381,94,1564,446,961,193,296,128,437,7,5104,855,328,88,1918,516,574,197,199,53,234,6,4967,1010,218,64,1841,450,482,139,123,45,142,5,4522,1041,130,55,1158,325,272,67,66,28,71,4,3219,3298,266,82,2707,621,919,148,151
108,9,0,0,9,0,3,0,6,3,49,4,77,0,0,0,5,0,0,0,0,5,10,0,16,3,0,0,3,0,4,0,5,0,23,0,33,0,4,0,0,0,7,4,10,0,17,0,41,3,4,0,4,0,3,6,16,5,48,0,82,4,4,0,10,0,7,4,33,4,50,0,118,19,25,0,24,3,28,3,81,18,172,0,379,17,52,4,43,4,89,8,132,19,209,4,573,39,90,8,105,14,196,18,174,28,360,11,1047,89,193,10,363,45,307,36,192,39,332,8,1619,107,115,12,457,43,288,26,137,31,190,3,1421,194,137,13,524,58,240,17,104,23,159,8,1488,671,246,41,1200,138,413,54,147,40,194,4,3139,715,153,21,972,122,187,55,77,19,105,11,2439,642,97,21,688,88,143,36,33,12,57,4,1815,493,52,14,353,68,48,18,15,5,30,4,1100,1010,80,30,657,88,167,25,37
109,10,0,0,6,0,4,0,0,0,11,0,21,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,4,3,13,0,25,3,0,0,3,0,0,0,5,0,13,0,22,6,0,0,8,0,4,0,7,0,12,0,39,3,0,0,12,0,10,0,18,0,24,0,71,6,0,0,19,0,23,4,31,0,65,0,156,15,19,3,27,4,51,4,35,13,62,0,237,22,31,0,77,4,114,8,64,10,102,3,448,55,64,10,234,15,188,21,83,12,93,4,786,79,46,10,314,40,173,15,60,19,73,4,829,131,61,11,360,45,170,17,36,9,67,7,903,457,96,20,833,116,270,32,53,19,64,3,1961,489,69,9,688,98,112,16,29,12,39,0,1558,460,39,9,558,72,92,26,19,7,15,0,1293,376,21,4,294,49,36,12,11,8,11,7,821,730,43,6,508,90,109,14,23
110,22,0,3,8,0,7,0,5,4,33,0,84,3,0,0,4,3,5,0,4,0,11,0,28,0,0,0,3,0,0,0,3,0,17,0,27,3,4,0,0,0,3,0,5,0,9,0,22,6,3,0,3,0,3,0,15,0,39,0,72,11,5,0,11,0,6,0,25,5,46,0,117,18,12,0,30,3,33,0,41,7,140,4,288,21,24,9,47,6,95,0,67,12,131,0,426,49,44,11,111,16,193,14,105,22,212,3,776,96,90,8,314,40,287,27,105,16,184,4,1157,121,55,12,367,52,269,12,79,23,93,7,1091,227,62,21,459,52,260,20,55,16,76,0,1248,845,116,35,1021,164,403,40,77,36,113,7,2851,724,80,17,842,136,161,43,31,15,56,5,2122,732,61,19,635,111,109,22,19,10,15,4,1729,563,26,7,331,68,56,16,5,7,6,0,1079,1171,41,30,643,104,178,24,17
