CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED122,14,16,63,130,37,36,29,12,3,345,0,31,83,321,257,155,79,56,13,989,3,0,20,94,30,20,28,10,5,218,0,4,29,148,32,13,22,3,0,257,0,18,34,196,43,26,22,5,0,343,0,4,16,97,62,92,31,41,6,349,24,68,55,233,96,64,32,16,3,588,3,13,68,170,81,52,53,15,8,467,0,4,8,91,24,17,7,3,0,165,0,0,3,24,16,13,0,4,0,67,44,201,296,2357,717,742,679,492,182,5711,208,410,669,1803,533,439,299,219,95,4667,4914,9123,11823,31796,11056,8995,6390,3931,1499,89527,0,0,4,7,4,0,5,0,0,17,4265,7395,7216,12855,5600,4298,2756,1838,986,47201,3,18,39,282,117,57,17,4,0,538,0,0,0,26,14,21,25,11,3,106,8,12,95,1163,62,31,23,12,0,1406,0,0,9,25,12,9,9,0,3,85,5,15,27,182,55,27,20,4,0,333
CED123,3,11,5,26,10,8,11,3,0,82,0,16,21,94,67,55,33,20,7,311,0,10,34,182,77,57,42,13,5,424,0,0,3,22,5,6,4,0,0,44,6,14,15,75,23,8,6,0,0,141,0,5,0,34,19,28,13,7,3,111,7,13,18,65,17,32,16,5,0,172,0,9,15,61,42,26,9,0,4,157,0,0,4,6,15,27,20,7,3,78,0,0,20,35,34,17,10,3,0,106,10,82,188,822,391,358,297,179,44,2377,310,666,661,1528,619,473,380,310,154,5093,7157,13520,12389,27614,11460,9276,6938,3399,872,92631,0,8,15,90,35,14,14,0,0,172,6170,11357,9968,19383,7751,6035,4401,1868,731,67661,4,15,10,160,28,16,7,0,0,230,0,0,0,18,12,13,12,6,3,70,0,5,5,27,0,3,4,0,0,47,0,3,4,28,8,11,0,0,0,59,0,7,3,25,14,17,9,6,0,77
CED124,0,0,0,5,4,5,0,0,0,16,7,13,16,38,37,38,47,29,4,229,0,0,0,8,4,8,8,8,0,31,0,0,0,0,0,0,0,0,0,6,0,5,5,6,8,0,0,0,0,31,0,0,0,3,0,0,4,0,0,13,0,17,16,34,21,33,48,19,3,191,0,5,0,11,3,0,6,0,0,29,0,0,0,7,8,13,20,19,0,70,0,0,0,6,14,9,6,0,0,45,0,24,11,82,68,100,177,145,41,650,185,562,440,856,624,806,910,616,230,5238,3439,9210,7424,12926,8943,11640,13312,7764,2237,76884,0,0,0,0,0,0,0,0,0,0,3208,8011,6332,12102,8099,10555,10486,6025,2584,67400,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,25,0,0,0,8,5,0,0,0,0,14,0,8,4,46,22,30,17,9,0,137
CED125,0,19,5,17,15,14,9,5,0,77,6,32,30,173,106,85,79,32,3,544,0,28,31,131,62,51,42,13,3,358,4,0,4,26,13,3,3,0,0,51,3,18,29,162,31,15,13,5,0,280,0,3,9,38,23,27,0,8,0,110,3,30,20,73,47,26,15,8,0,212,4,7,15,201,91,103,46,9,4,482,0,5,0,7,11,18,16,5,0,72,0,3,26,81,47,20,5,0,0,186,21,153,255,1231,726,700,519,277,40,3927,350,786,615,1460,587,423,310,209,58,4804,8740,15803,13014,30919,11684,9952,7314,3202,657,101285,0,4,30,96,32,23,8,3,4,198,7810,12933,9707,17647,6035,5395,4097,1595,530,65746,4,97,126,1400,263,139,44,3,0,2075,0,4,0,82,35,41,18,6,4,193,0,5,0,40,5,8,4,0,0,64,0,5,7,120,53,34,37,11,4,263,5,9,9,37,16,4,0,0,0,81
CED126,7,33,32,15,21,13,21,8,0,153,5,62,90,331,286,183,98,46,8,1109,0,0,0,8,3,13,3,9,0,44,0,4,0,10,8,0,4,3,0,37,0,11,16,45,14,8,4,0,0,106,0,0,0,21,20,19,17,7,6,87,21,64,73,142,104,106,83,39,0,629,0,8,9,36,31,26,5,5,0,112,0,5,0,38,41,29,26,21,12,174,0,0,3,17,35,28,18,4,0,98,19,107,103,695,470,406,312,250,61,2425,84,256,251,552,323,275,240,210,125,2319,4142,10426,9536,16469,11194,9715,7528,5144,1803,75968,0,0,0,3,4,0,7,0,0,12,3716,8709,7064,10492,7381,6089,5191,3773,1943,54361,0,0,0,16,6,0,0,0,0,22,0,0,0,17,9,24,20,5,0,71,0,16,47,668,90,32,14,0,3,870,0,0,0,12,8,4,0,0,0,25,0,15,20,133,79,78,23,17,3,365
CED127,0,4,5,12,14,11,3,4,0,62,0,9,18,82,77,50,43,17,3,303,0,0,0,27,13,17,4,5,0,85,0,5,3,10,0,4,4,0,0,25,0,14,5,20,18,0,3,0,0,67,0,0,0,9,10,9,4,0,0,25,10,18,28,76,57,59,52,22,3,324,4,7,22,42,15,4,11,0,0,104,0,0,0,6,26,16,26,20,5,103,0,0,0,12,6,9,5,0,0,35,6,27,27,219,218,240,235,162,44,1177,116,307,309,682,376,351,305,222,113,2785,4119,9506,8808,16398,9694,9549,8113,4028,1112,71325,0,0,0,11,0,0,0,0,0,9,3782,8387,7270,13905,8176,7572,6079,3134,1180,59478,0,0,0,6,0,0,0,0,0,16,0,0,0,3,3,8,5,3,0,15,0,0,0,23,5,10,9,0,0,52,0,0,4,14,5,8,0,0,0,36,0,4,6,45,34,27,23,5,6,153
CED128,0,7,9,14,8,7,15,0,0,60,0,0,8,31,38,33,33,6,0,157,0,6,13,129,75,74,65,25,10,406,0,6,3,39,8,4,12,0,0,70,0,7,32,102,12,19,8,4,0,184,5,28,19,181,157,121,68,49,8,627,3,11,25,32,10,15,3,4,0,105,3,51,115,676,670,764,402,140,68,2894,0,0,0,0,0,8,7,0,0,21,0,0,3,13,9,4,6,0,0,33,15,398,563,1721,960,1022,650,419,122,5874,353,780,696,1684,622,504,412,240,85,5378,5829,12312,12030,24342,10631,10050,7297,3787,1157,87426,0,74,209,630,180,110,39,15,7,1276,5172,9319,7505,10182,3820,3245,2104,1103,525,42967,0,5,6,85,10,7,3,0,0,112,0,0,3,99,61,72,47,24,5,312,0,6,0,14,3,9,3,0,0,33,0,13,28,268,180,190,141,55,29,899,0,0,6,18,9,5,0,5,0,45
CED129,6,71,65,71,51,39,38,13,4,360,22,168,169,411,312,183,99,33,15,1402,5,42,93,468,289,327,199,83,23,1523,0,13,15,123,31,22,29,11,0,257,5,22,24,64,15,9,11,0,0,137,0,4,9,38,58,42,17,20,0,183,30,82,92,110,51,41,26,17,0,454,0,15,16,100,103,83,40,3,0,367,0,3,3,19,18,19,11,9,5,87,0,4,15,53,45,34,8,0,0,160,30,233,227,794,518,418,303,208,72,2798,122,285,229,593,253,190,162,113,57,1996,5884,15034,11957,24546,12905,9462,7293,4102,1187,92376,0,3,11,133,65,58,28,5,0,303,5305,11635,8669,10646,6314,3991,3639,2402,867,53471,0,4,16,174,65,51,23,4,0,338,0,0,0,18,23,17,3,3,0,66,5,9,11,72,15,17,5,0,0,130,0,4,5,32,17,14,0,0,0,72,3,17,19,61,33,12,8,3,0,164
CED130,0,0,3,3,3,8,5,3,0,26,0,10,27,59,32,24,20,8,0,181,3,5,3,41,16,9,5,0,0,80,0,0,9,102,0,0,0,0,0,112,0,15,8,21,7,9,3,0,0,52,0,0,0,4,3,0,0,0,0,10,0,23,18,60,33,34,33,20,3,220,10,34,11,137,28,11,5,0,0,228,0,0,3,4,8,11,11,9,0,41,0,6,6,15,12,8,5,4,0,57,5,57,57,324,82,66,86,42,14,749,306,819,897,1479,826,900,845,584,213,6871,4622,10609,9394,17267,9159,10196,9525,5412,1572,77752,0,0,0,0,0,0,0,0,0,3,3792,8903,7903,14165,8004,8928,7748,4943,2028,66409,0,4,0,46,4,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,8,27,6,0,0,0,0,48,0,0,0,3,0,0,0,0,0,10,0,5,9,32,10,19,24,5,0,103
CED131,3,6,8,36,0,11,0,3,0,71,0,20,39,123,53,40,25,5,4,312,0,13,15,48,23,16,7,8,5,142,0,0,6,20,0,0,3,0,0,29,0,6,31,45,8,5,3,0,0,94,0,0,0,11,12,10,0,3,0,32,16,29,41,128,48,38,28,10,0,344,3,26,36,98,29,26,13,3,0,240,0,4,4,19,8,17,15,7,9,81,0,4,30,33,15,3,4,0,0,92,33,184,193,611,183,155,136,127,52,1660,117,315,636,1056,451,416,334,231,128,3670,4455,9542,11899,24058,10005,9281,7182,3802,1453,81680,6,40,17,66,7,5,3,0,0,144,4006,7958,10223,18444,8402,7862,5981,3379,1990,68249,0,17,13,78,7,5,0,0,0,125,0,0,0,16,8,24,20,4,0,78,0,0,0,96,12,3,0,0,0,107,0,0,0,17,5,3,4,0,0,37,0,9,18,114,36,19,12,3,3,214
CED132,12,84,50,127,49,52,43,7,3,426,6,41,51,479,211,148,140,48,16,1144,0,3,3,136,41,38,37,15,9,279,0,27,21,240,65,29,38,8,3,442,0,23,49,212,45,22,4,3,0,370,0,8,3,66,26,22,21,11,3,162,37,139,115,267,142,110,69,40,8,925,0,14,17,101,78,34,35,13,6,294,0,0,0,44,26,24,22,10,0,131,0,0,8,45,18,15,15,4,0,111,26,183,111,1388,483,327,291,192,115,3123,125,255,230,1029,349,260,248,158,106,2764,4527,9683,8458,26235,10863,8585,6738,3911,1384,80375,0,0,0,8,0,6,3,5,0,30,3960,7215,5798,12333,5815,4607,3886,2368,1335,47328,0,5,5,65,11,11,0,0,0,92,0,0,0,9,7,15,0,4,0,35,0,22,20,409,53,9,14,0,0,536,0,0,0,21,11,0,0,3,0,42,7,14,19,149,52,56,33,9,0,338
CED133,0,0,6,6,11,4,0,0,0,31,0,16,21,58,63,47,51,19,8,273,0,0,0,20,7,9,10,7,0,45,0,3,4,22,0,3,0,0,0,27,0,10,8,18,8,0,0,0,0,43,0,0,5,6,5,6,0,0,0,16,0,25,3,51,30,47,75,18,0,250,0,8,8,33,8,5,0,0,0,56,0,0,0,6,9,19,13,10,5,61,0,0,5,14,14,12,7,3,0,55,10,49,47,241,90,156,128,92,22,829,285,739,635,1375,844,1058,875,470,196,6476,4223,10611,8839,17080,10301,12575,11974,5958,1846,83408,0,0,3,6,4,0,0,0,0,9,3751,8935,7206,14274,8927,10339,9355,5062,2307,70153,0,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,5,0,35,0,3,0,0,0,45,0,3,0,13,0,0,3,0,0,19,0,9,13,52,36,22,26,11,0,168
CED134,0,3,0,3,3,0,0,0,0,10,5,16,14,58,41,23,10,8,0,163,0,17,5,55,19,16,0,0,0,119,0,0,0,18,0,0,0,0,0,18,0,10,0,14,4,3,0,0,0,32,0,0,0,4,0,3,0,0,0,8,0,10,12,19,9,16,15,7,0,80,0,6,0,17,8,4,3,0,0,41,0,0,0,3,0,0,11,3,3,19,0,11,8,23,19,9,3,0,0,74,0,25,18,124,57,65,78,81,21,474,537,1284,1078,2261,1105,1293,1074,630,239,9501,5273,10814,8548,18240,8933,10240,8527,4706,1461,76753,0,0,0,0,0,0,0,0,0,0,4339,8839,6936,14879,7488,8416,6587,4177,1810,63474,0,3,0,59,5,3,0,0,0,75,0,0,0,0,3,3,3,0,0,9,0,0,0,13,0,0,0,0,0,13,0,0,0,8,5,0,0,0,0,15,0,0,0,27,12,6,3,0,4,57
CED135,0,26,29,58,25,27,19,9,0,195,0,10,19,93,44,34,19,5,0,225,10,51,112,759,326,310,197,71,32,1868,0,4,21,171,29,13,19,3,0,258,4,23,21,116,8,15,5,4,0,193,6,5,18,122,124,137,75,45,0,526,19,53,37,75,28,22,12,0,0,254,0,10,55,195,160,175,125,35,15,765,0,0,0,0,8,5,0,0,0,23,0,8,18,44,17,9,5,0,0,87,58,306,353,1596,536,510,311,224,67,3956,365,754,835,2709,673,593,334,200,107,6577,7112,12639,12797,40333,10828,9335,6336,3224,1157,103754,0,61,115,439,152,107,69,29,5,968,5776,8118,6029,8736,3305,2361,1809,1271,623,38031,7,26,39,377,74,44,19,0,5,586,0,0,0,35,21,32,27,12,6,143,0,3,5,74,12,10,0,0,0,109,0,0,12,42,25,17,12,8,3,117,3,9,17,49,15,8,3,0,0,109
CED136,0,4,5,3,10,0,4,0,0,28,0,26,42,100,83,52,31,25,5,359,0,3,0,22,10,5,4,3,0,51,0,0,0,22,0,0,0,0,0,30,0,27,10,33,10,6,0,0,0,92,0,0,0,9,5,0,3,0,0,18,5,15,15,46,15,29,33,19,0,184,4,0,8,42,13,6,5,0,0,74,0,4,0,19,21,17,12,23,3,100,0,3,13,34,23,3,9,4,0,85,8,34,49,185,100,131,147,99,23,766,151,477,393,992,460,491,505,384,128,3984,5440,11981,10333,21201,10225,10316,9657,5433,1345,85927,0,0,0,7,0,0,0,0,0,8,5090,10635,8999,18921,9081,9263,8283,4534,1704,76513,0,0,0,23,8,0,0,0,0,37,0,0,0,0,0,6,0,0,0,7,0,0,0,20,4,0,0,0,0,26,0,0,0,14,3,0,0,0,0,21,0,5,5,50,25,13,22,4,0,119
CED137,8,24,19,129,39,21,25,16,8,294,3,12,20,153,77,57,48,23,5,401,4,17,42,338,156,198,170,76,33,1026,4,12,42,506,33,24,33,9,6,663,6,4,53,289,40,15,10,5,0,413,0,3,14,157,85,115,45,32,4,449,22,68,39,130,39,27,25,15,0,357,4,32,126,465,385,348,186,66,20,1626,0,0,0,10,11,5,0,0,0,42,0,0,0,34,8,6,7,0,0,57,49,182,226,1658,442,362,299,198,99,3515,179,319,687,1949,397,353,289,197,111,4492,5519,9245,13118,39021,10942,9713,7053,3829,1608,100054,0,0,4,40,8,6,4,0,0,66,4666,7448,6625,11484,4943,3972,2548,1404,761,43847,0,6,16,153,23,10,5,0,0,207,0,4,0,22,9,4,17,10,0,67,0,18,13,236,35,19,3,6,0,321,0,0,11,58,31,23,19,10,4,147,0,8,16,58,20,16,6,5,0,134
CED138,0,12,4,5,6,14,6,7,0,51,0,18,16,126,81,68,76,37,12,438,0,0,0,17,3,5,14,4,0,46,0,4,0,12,0,4,0,0,0,23,0,22,20,30,10,6,5,3,0,103,0,0,0,10,9,3,0,0,0,22,8,33,34,122,87,81,104,36,6,504,0,6,3,19,14,3,0,3,0,47,0,0,8,16,23,20,37,12,15,117,0,0,9,14,14,4,24,5,0,72,15,62,61,526,214,188,185,134,58,1444,240,661,570,1489,798,840,821,494,253,6156,4071,10023,7798,17507,10254,11198,11272,6081,2246,80437,0,0,0,0,0,0,0,0,0,0,3584,8243,6525,13665,8359,9483,8727,4817,2442,65850,0,0,0,5,0,0,0,0,0,7,0,0,0,7,0,4,5,6,0,14,0,15,11,319,33,9,5,0,0,398,0,0,3,9,0,0,0,0,0,9,3,18,17,165,63,55,41,14,0,372
CED139,0,0,0,0,9,0,0,0,0,25,4,10,30,73,43,23,17,13,4,209,0,16,10,64,21,4,6,0,0,117,4,0,0,25,0,4,0,0,0,34,0,8,10,11,0,3,0,0,0,31,3,16,0,0,4,0,0,0,0,25,8,14,3,32,22,14,20,9,0,125,0,5,17,39,8,10,3,0,0,81,0,0,0,5,3,6,6,6,0,31,0,0,3,9,14,10,8,0,0,48,15,58,75,227,85,63,76,62,21,675,248,619,745,1260,681,803,726,525,198,5808,5058,10846,10052,18435,9152,10145,9161,5231,1702,79774,0,3,8,12,6,3,0,0,0,18,4551,9356,8580,15246,8087,8684,7676,4759,2270,69215,0,5,4,41,3,3,0,0,0,54,0,0,0,0,0,5,0,0,0,3,0,0,0,15,5,0,0,0,0,20,0,0,0,11,0,3,0,0,0,18,0,0,0,27,6,13,7,3,0,61
CED140,0,9,5,14,11,9,10,3,0,64,0,42,45,152,152,100,71,34,4,606,5,9,9,30,16,13,12,7,4,100,0,4,0,9,0,5,0,0,0,24,0,16,11,45,14,7,0,0,0,101,0,4,0,11,10,12,7,0,0,41,0,28,29,83,76,56,47,21,6,346,0,10,11,26,20,11,8,0,0,86,0,7,3,19,28,23,25,26,0,133,0,3,6,12,22,12,3,8,0,73,11,54,61,337,227,211,216,195,70,1388,142,360,326,768,445,477,429,313,177,3437,4113,9363,8309,16513,9696,9751,8574,5463,1804,73596,0,0,0,0,0,0,0,0,0,6,3638,7783,6937,12499,7350,7769,7009,4303,2091,59376,4,3,0,24,0,0,0,0,0,31,0,0,0,3,6,4,3,0,0,23,0,5,5,117,22,11,10,6,0,164,0,0,0,14,8,0,0,0,0,26,0,11,11,68,46,38,24,8,0,210
CED141,0,9,4,3,6,0,7,3,0,34,10,16,16,86,54,46,38,13,0,277,0,0,0,23,8,3,7,5,0,48,0,0,0,6,0,5,0,0,0,9,0,19,13,27,0,4,0,0,0,62,0,0,0,6,4,3,3,0,0,18,6,25,17,45,32,34,27,16,3,196,0,3,5,14,13,9,3,0,0,39,0,0,0,14,20,21,22,21,6,104,0,0,0,19,3,4,4,0,0,32,0,36,33,173,107,115,122,107,50,753,80,304,302,677,359,372,374,302,149,2911,4258,9782,8789,16829,9487,9472,8509,5367,1667,74146,0,0,0,0,0,0,0,0,0,3,3827,8538,7376,15047,8326,8590,7677,4792,2030,66206,0,3,0,15,0,0,3,0,0,16,0,0,0,5,0,7,5,3,0,22,0,3,0,26,7,0,4,0,0,45,0,0,0,12,3,4,0,0,0,20,0,14,6,69,27,18,13,3,0,146
CED142,14,17,85,276,88,43,33,9,3,561,0,3,66,506,118,92,64,25,3,884,0,3,22,159,23,18,24,12,0,259,4,7,57,409,43,17,23,4,0,558,10,32,188,1934,233,76,17,0,0,2490,0,7,11,243,43,28,15,14,3,365,34,58,99,715,191,165,75,41,3,1381,0,18,155,430,140,104,92,39,18,984,0,0,10,113,28,22,11,8,0,193,0,0,8,57,11,16,5,0,5,108,31,141,433,3944,765,468,421,283,103,6594,172,266,978,3722,915,713,464,248,82,7566,3800,4307,12687,54869,12424,9368,5974,2749,735,106905,4,0,0,21,4,3,0,0,0,34,3144,3304,6226,17592,4320,3467,2368,1054,368,41846,0,0,33,78,10,4,0,0,0,130,0,0,0,32,8,21,10,9,0,74,0,6,66,838,44,23,15,3,3,992,0,0,18,44,5,3,6,0,0,79,5,0,42,384,50,36,25,10,0,553
CED143,14,86,43,27,26,9,19,5,4,235,10,59,54,503,309,157,123,58,13,1287,0,4,3,37,18,13,14,6,0,95,0,12,7,25,14,15,12,3,0,93,0,8,23,61,21,14,7,0,0,142,0,7,0,47,22,22,8,6,0,115,36,183,88,340,195,121,71,23,3,1066,4,10,14,35,33,24,3,5,4,137,0,7,6,71,56,46,20,19,4,223,0,3,0,33,38,35,16,0,0,127,24,170,138,1273,496,377,238,181,51,2943,92,226,225,681,307,273,205,161,96,2254,4064,9728,8126,19850,10966,8789,5972,3780,1406,72669,0,0,0,8,3,5,0,0,0,18,3700,7621,6148,11016,6524,5120,4081,2798,1284,48297,0,0,0,16,0,0,0,0,0,19,0,0,0,30,4,11,4,3,0,49,5,9,51,740,110,25,6,5,0,948,0,0,5,8,0,5,3,0,0,25,3,21,32,242,115,65,58,24,0,559
CED144,0,5,17,51,20,17,21,4,3,134,0,4,12,55,32,19,19,12,0,153,5,3,7,83,47,55,53,30,13,295,0,4,8,100,12,10,11,9,0,150,3,10,28,159,39,22,13,3,0,277,0,5,6,63,58,60,26,24,3,236,0,16,22,62,25,16,13,10,0,171,8,54,198,671,470,682,370,110,30,2586,0,0,0,4,3,9,6,3,0,23,0,0,5,10,13,4,3,0,0,31,40,308,344,1454,819,863,547,350,124,4853,321,778,733,2028,664,571,378,247,137,5855,6008,12050,12268,28950,11052,10043,6830,4011,1598,92809,0,0,0,23,3,9,3,0,0,40,5076,9129,7624,10117,3815,2313,1290,868,627,40867,32,141,231,1715,288,126,32,5,3,2578,0,0,0,22,8,16,17,7,0,66,0,11,15,143,20,22,5,4,4,218,0,0,3,22,28,23,25,3,0,114,3,4,3,22,16,8,0,5,0,58
CED145,9,65,32,66,41,26,27,12,5,268,9,61,128,759,579,534,424,216,78,2784,0,0,0,33,14,10,12,8,0,79,0,4,0,48,9,3,7,0,0,72,0,9,6,64,23,14,7,3,0,124,0,0,6,62,17,15,6,3,0,119,53,152,110,417,163,130,71,37,9,1138,0,12,13,34,44,13,6,4,0,127,0,0,7,103,20,9,16,7,0,168,0,0,0,24,23,25,13,5,4,96,20,104,132,1816,615,493,665,464,226,4539,124,272,345,1467,407,329,235,187,107,3471,3689,7384,6581,24898,9365,7288,5753,3567,1494,70021,0,0,0,0,0,0,0,0,0,3,3277,5982,5354,13077,5376,4067,3197,2064,1099,43494,0,3,0,15,0,0,0,0,0,27,0,0,0,17,6,7,0,0,6,33,6,8,71,728,53,23,9,0,0,899,0,0,0,3,0,0,0,0,0,10,0,11,22,288,64,50,16,12,7,474
CED146,0,13,17,24,3,17,16,4,0,94,0,4,17,56,39,35,25,7,7,199,0,8,14,75,34,61,40,14,5,251,0,3,0,17,9,3,3,7,0,40,0,19,13,178,27,29,16,0,0,285,3,22,23,100,107,73,30,15,0,372,4,22,24,69,17,13,9,4,0,157,14,61,181,1127,1006,943,460,96,26,3919,0,0,3,6,0,3,8,6,0,23,0,5,41,43,37,16,6,0,0,146,35,264,410,1562,1210,1302,891,433,119,6221,361,882,685,1409,586,576,306,215,86,5104,7310,15884,14764,26710,12241,11035,6694,3070,938,98652,0,4,13,71,26,20,9,0,0,134,6319,12452,10091,11273,3946,2816,1605,943,456,49898,0,58,98,768,181,91,35,0,3,1238,0,6,11,156,94,114,42,24,10,455,0,0,0,27,10,5,0,0,0,48,4,17,62,496,288,283,136,56,23,1365,0,5,16,17,12,11,4,0,0,57
CED147,0,15,13,6,5,4,5,0,0,49,0,18,18,103,55,46,36,21,3,307,0,0,5,25,11,11,5,0,0,64,0,3,4,11,8,0,5,6,0,31,0,10,11,44,12,10,0,0,0,85,0,5,0,33,33,40,16,16,0,160,4,12,23,55,31,29,38,15,3,215,0,8,11,29,27,35,21,6,0,140,0,0,8,5,16,64,45,27,13,186,0,0,6,17,12,3,3,4,0,43,3,59,93,272,282,451,423,275,126,1982,193,472,391,806,460,427,404,400,252,3812,4984,11127,9960,19237,10181,10150,8936,5585,1873,82035,0,0,0,0,0,0,0,3,0,4,4552,9612,8761,16523,8424,7637,6378,3828,1368,67075,0,0,0,18,3,3,0,0,0,28,0,0,0,20,10,28,17,8,0,88,0,0,4,22,13,10,6,0,0,55,0,0,0,14,8,7,4,0,0,41,0,9,7,45,27,26,21,6,4,147
CED194,0,0,0,0,0,0,0,0,0,3,0,0,5,10,3,0,6,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,7,16,5,3,4,0,0,33,0,0,0,6,3,5,3,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,12,56,17,17,18,3,0,132,79,160,218,814,375,289,120,30,7,2087,258,382,658,2271,1010,949,648,166,19,6375,0,0,0,0,0,0,0,0,0,0,109,203,390,775,368,422,252,64,17,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,9,0,3,0,0,0,15
