UCL_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
UCL122081,0,0,0,0,0,0,0,0,0,0,0,13,9,6,7,10,8,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,11,0,6,5,0,5,3,3,3,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,5,3,7,0,19
UCL122082,0,0,0,0,0,0,0,0,0,0,0,8,7,11,10,7,3,4,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,3,3,3,0,20,0,3,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,4,10,5,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0
UCL122083,0,0,0,0,0,0,0,0,0,3,0,17,10,11,0,7,4,7,0,52,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,3,0,17,0,7,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,3,0,10,0,4,8,0,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0
UCL122084,0,0,0,0,0,0,0,0,0,0,3,7,7,15,12,22,4,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,12,0,3,0,3,3,8,0,3,0,22,0,0,7,3,5,12,3,0,0,32,0,0,0,0,0,0,0,0,0,6
UCL122085,0,0,0,0,0,0,0,0,0,0,5,19,16,22,16,10,8,5,0,97,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,9,7,0,29,0,3,0,0,7,3,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,9,0,7,0,25,0,0,0,0,0,0,0,0,0,4,0,6,3,3,3,0,0,3,0,12,0,8,7,4,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,3,0,0,0,0,11,0,0,0,3,3,0,0,0,0,9,0,0,3,0,0,3,0,0,0,8,0,0,0,5,6,0,3,4,0,23,0,0,3,9,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0
UCL122086,0,0,0,0,0,0,0,0,3,3,12,20,17,12,10,14,5,11,3,106,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,4,0,0,0,10,15,17,8,6,9,16,10,16,0,85,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,22,0,3,3,3,5,11,5,3,0,37,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7
UCL122087,0,0,0,0,0,0,0,0,3,5,3,21,16,17,25,15,3,12,5,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,7,0,17,0,0,0,0,0,0,0,3,0,7,0,0,0,4,6,13,3,4,0,37,0,0,0,0,6,0,0,0,0,5,0,10,4,0,7,0,3,3,0,28,0,3,5,0,3,0,0,3,0,17,0,3,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,0,0,0,6,3,0,3,0,13,0,7,0,5,6,0,0,0,0,24,0,0,3,4,10,4,0,3,0,19,0,0,0,0,0,0,0,0,0,3
UCL122088,0,0,0,0,0,3,0,0,0,3,0,4,10,10,8,4,0,5,3,54,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,4,5,0,11,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL122089,0,0,0,0,0,0,0,0,3,3,3,10,10,14,13,6,0,7,3,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,14,0,6,3,0,0,3,0,0,0,16,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,9,0,3,0,0,3,0,0,19,4,0,0,4,8,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0
UCL122090,0,0,0,0,0,0,0,0,0,0,10,13,16,18,8,15,8,3,0,88,0,0,3,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,4,7,0,3,3,8,20,15,12,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,17,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,7,0,0,0,17,0,5,0,5,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,6,0,0,0,3,0,0,3,3,0,11,0,0,5,0,0,0,0,0,0,8,0,8,4,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL122091,0,0,0,0,0,0,0,0,0,0,0,3,5,4,10,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL122092,0,0,0,0,0,0,0,0,3,3,5,11,13,10,18,7,3,4,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,11,11,0,34,0,0,0,0,3,0,3,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,14,0,6,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,3,0,4,4,3,0,3,0,20,0,3,8,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3
UCL122093,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,10,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,3,0,5,0,0,0,0,8,0,0,0,3,0,0,0,3,0,8
UCL122094,0,0,0,0,0,0,0,0,0,0,3,6,10,3,5,4,0,3,0,32,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,0,0,0,8,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL122095,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,10,7,8,5,49,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,8,0,0,0,3,0,11,3,4,0,25,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0
UCL122096,0,0,0,0,0,0,0,0,0,0,0,7,7,7,3,4,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0
UCL122097,0,0,0,0,0,0,0,0,0,0,3,11,9,11,9,3,3,8,0,46,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,9,0,3,0,0,0,3,0,0,0,8,0,3,0,0,0,4,0,0,0,7,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3
UCL122098,0,0,0,0,0,0,0,0,0,3,3,13,10,11,16,6,6,7,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,3,8,0,19,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,3,0,0,0,17,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,3,0,3,7,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4
UCL122099,0,0,0,0,0,0,0,0,0,4,4,17,15,14,20,16,3,13,0,98,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,4,10,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,3,0,12,0,3,0,3,3,3,0,3,0,21,0,3,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,16,0,0,3,0,0,3,0,3,0,10,0,0,0,0,6,3,3,0,0,12,0,3,3,0,0,0,3,5,0,21,0,0,4,7,10,8,0,0,0,32,0,0,3,0,3,0,0,0,0,6
UCL122100,0,0,0,0,0,0,0,0,6,3,0,11,8,8,6,4,7,0,4,57,0,3,0,0,0,12,5,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,3,0,0,0,22,0,0,3,3,0,0,0,0,0,8,0,5,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL122101,0,0,0,0,0,0,0,0,0,4,3,13,15,10,7,11,3,3,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,5,0,19,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,4,3,4,0,22,0,3,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,0,7,0,0,6,3,5,3,0,0,0,15,0,3,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3
UCL122102,0,0,0,0,0,0,0,0,0,0,0,11,11,15,13,10,11,14,3,77,0,3,0,5,8,7,5,13,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,3,3,4,0,21,0,3,0,0,6,0,0,0,0,12,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,12,0,3,0,3,5,0,3,6,0,30,0,0,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL122103,0,0,0,0,0,0,0,0,0,3,10,11,5,12,16,12,4,3,0,70,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,3,3,0,6,0,3,3,0,0,16,3,5,4,0,0,0,0,3,0,17,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,7,0,0,3,4,8,6,0,0,0,16,0,0,0,3,4,0,3,0,0,10,0,0,0,6,4,4,0,3,0,22,0,0,0,0,4,0,0,0,0,3
UCL122104,0,0,0,0,0,0,0,0,0,0,3,8,4,12,8,11,0,3,0,50,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,3,3,3,0,0,0,7,0,0,0,3,0,0,0,4,0,9,0,0,0,8,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0
UCL122105,0,0,0,0,0,0,0,0,0,0,3,11,13,10,6,7,3,3,0,56,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,16,0,4,4,0,3,3,0,3,0,15,0,4,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,5,0,0,4,0,4,0,0,0,0,7,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
UCL122106,0,0,0,0,0,0,0,0,0,0,5,11,5,6,10,5,3,3,4,48,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,4,12,0,3,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,6,0,3,0,3,4,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0
UCL122107,0,0,0,0,0,0,0,0,0,0,4,15,5,7,4,7,4,4,3,47,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,5,0,3,9,4,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0
UCL122108,0,0,0,0,0,0,0,0,0,0,5,6,6,6,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
