UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL115025,0,0,3,5,4,8,0,0,0,19,32,42,164,138,107,68,19,0,0,565,0,0,5,3,0,3,3,0,0,14,0,9,76,85,42,28,3,0,0,247,3,4,30,31,15,11,3,0,0,93,0,0,11,7,3,3,0,0,0,22,4,8,24,14,21,15,6,0,0,95,4,0,10,9,10,0,0,0,0,34,10,15,25,16,18,16,3,0,0,103,31,21,24,18,23,5,0,0,0,128,0,3,3,9,9,5,3,0,0,43,0,0,3,0,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,10,0,0,7,8,4,0,0,0,0,19,0,0,7,14,5,6,3,0,0,35,0,7,13,16,7,4,0,0,0,48,4,4,18,20,4,13,0,0,0,62,3,5,12,18,11,9,4,0,0,68,0,3,32,23,23,12,5,0,0,93,0,0,3,8,0,0,0,0,0,15
UCL115026,0,0,0,5,3,4,0,0,0,13,37,29,44,98,129,95,14,0,0,441,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,4,0,0,19,0,0,0,3,7,0,0,0,0,15,4,15,19,23,31,24,0,0,0,114,0,0,0,0,4,0,0,0,0,3,27,10,10,18,23,15,4,0,0,105,21,9,13,13,14,5,3,0,0,76,0,0,0,3,3,8,0,0,0,16,3,3,4,0,3,0,0,0,0,11,0,0,0,3,7,0,0,0,0,11,0,0,4,3,0,4,0,0,0,14,0,0,0,12,5,7,3,0,0,29,0,3,6,3,10,13,0,0,0,37,0,0,6,19,25,21,0,0,0,73,3,3,10,30,28,34,5,0,0,106,0,7,20,35,50,38,7,0,0,155,3,4,7,5,3,0,0,0,0,16
UCL115027,4,0,0,0,4,3,0,0,0,17,12,18,49,72,85,62,19,0,0,311,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,3,3,0,0,27,0,3,0,3,0,0,0,0,0,3,0,4,8,18,16,12,3,0,0,63,0,0,0,0,4,0,0,0,0,5,13,7,9,12,13,17,3,0,0,71,3,9,15,16,19,13,4,0,0,78,0,3,5,3,3,5,0,0,0,23,0,0,0,4,3,3,0,0,0,11,0,0,0,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,12,0,0,5,5,3,0,7,0,0,26,0,0,3,6,8,5,0,0,0,26,0,0,6,5,6,12,0,0,0,32,0,0,3,12,25,17,7,0,0,60,0,3,9,12,23,34,5,0,0,95,0,0,0,9,0,0,0,0,0,19
UCL115028,0,0,0,0,0,0,0,0,0,3,10,17,16,30,55,38,7,0,0,187,0,0,0,3,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,6,8,13,3,0,0,0,34,0,0,0,3,3,0,0,0,0,10,4,0,0,6,10,12,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7,5,11,7,13,3,0,0,0,41,4,6,6,6,16,12,0,0,0,53,0,0,0,3,8,12,3,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,4,3,7,0,0,0,0,13,0,0,3,3,4,0,0,0,0,18,0,0,6,3,6,7,0,0,0,25,0,7,8,8,17,16,3,0,0,62,0,0,0,0,0,0,0,0,0,6
UCL115029,0,0,0,0,3,4,0,0,0,9,36,21,43,77,143,114,45,0,0,474,3,0,4,3,0,0,3,4,0,14,0,0,0,0,3,0,0,0,0,7,0,9,10,10,15,6,3,0,0,57,0,0,3,3,5,3,0,0,0,11,9,8,14,16,18,15,4,0,0,83,0,3,0,5,3,8,0,0,0,19,18,3,11,7,16,15,5,0,0,73,32,7,6,5,22,18,9,3,0,106,0,0,0,6,9,15,3,0,0,35,0,0,0,0,5,3,0,0,0,10,0,0,3,0,3,3,0,0,0,12,0,0,0,6,3,3,4,0,0,17,0,3,3,7,16,25,9,0,0,71,0,3,6,3,13,11,9,0,0,43,0,0,3,14,24,8,6,3,0,66,0,3,3,18,32,23,12,0,0,87,4,3,16,21,41,38,16,0,0,139,0,0,4,3,11,0,7,0,0,23
UCL115030,0,0,0,0,9,0,0,0,0,8,20,39,47,79,140,94,26,3,0,445,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,11,5,0,0,44,0,0,0,0,0,3,0,0,0,9,6,15,19,21,19,17,4,0,0,106,0,3,0,4,5,5,3,0,0,20,7,14,7,9,7,17,3,0,0,69,11,4,0,10,9,8,0,0,0,35,3,3,6,10,22,12,3,0,0,56,0,4,6,0,11,4,0,0,0,20,0,0,3,4,8,7,4,0,0,22,0,0,0,4,5,0,3,0,0,15,0,3,7,27,23,32,8,0,0,100,0,0,6,6,16,6,3,0,0,31,0,3,11,18,26,22,0,0,0,87,0,3,13,11,25,35,9,0,0,96,3,11,13,22,41,25,7,0,0,122,0,0,5,3,13,8,3,0,0,32
UCL115031,0,3,11,10,3,0,0,0,0,32,62,50,169,247,220,104,30,0,0,875,0,0,3,0,6,0,0,0,0,14,0,0,3,3,3,3,0,0,0,11,3,7,12,9,17,10,3,0,0,62,0,0,5,3,4,3,0,0,0,21,3,19,58,43,35,18,0,0,0,184,0,0,4,6,14,4,0,0,0,37,28,14,15,22,20,17,7,0,0,118,42,7,20,13,4,6,4,0,0,96,0,3,5,20,23,8,7,0,0,62,0,5,8,5,13,6,0,0,0,36,0,0,9,14,10,0,0,0,0,32,0,0,3,17,11,0,4,0,0,35,0,0,20,43,25,17,11,0,0,116,0,5,4,10,18,5,4,0,0,47,3,13,84,175,150,64,5,0,0,488,8,4,26,43,35,26,3,0,0,143,4,12,26,21,37,28,3,0,0,128,3,0,3,0,4,3,3,0,0,14
UCL115032,3,3,3,5,5,3,0,0,0,19,33,37,97,104,85,46,9,0,0,408,0,0,3,4,3,0,0,0,0,15,0,0,0,11,3,7,0,0,0,24,3,4,28,24,19,22,3,0,0,103,0,0,5,5,4,0,0,0,0,10,12,11,29,30,18,13,0,0,0,115,0,0,7,8,8,3,0,0,0,22,14,13,29,25,23,11,3,0,0,115,17,9,6,3,5,3,0,0,0,40,0,3,8,11,12,9,3,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,13,0,4,0,4,0,0,0,0,0,10,0,0,6,11,3,3,0,0,0,24,0,0,4,8,6,4,0,0,0,22,3,3,13,21,12,5,0,0,0,55,3,3,16,18,3,14,0,0,0,57,8,8,18,27,18,15,0,0,0,97,0,0,5,3,0,0,0,0,0,8
UCL115033,0,0,0,3,3,4,0,0,0,14,47,47,159,158,153,100,27,0,0,685,0,0,3,4,3,4,3,0,0,19,0,0,4,5,0,0,0,0,0,15,13,10,25,19,17,14,0,0,0,88,0,0,3,4,5,5,0,0,0,17,7,5,26,23,21,11,4,0,0,102,0,6,5,5,4,8,0,0,0,39,35,22,47,30,29,16,8,0,0,186,31,12,29,12,13,10,0,0,0,98,0,0,16,19,14,13,9,0,0,67,0,3,3,5,4,0,0,0,0,16,0,0,5,5,3,3,0,4,0,28,0,3,12,3,7,5,0,0,0,34,0,7,19,9,18,4,4,0,0,60,0,0,5,12,6,5,0,0,0,35,0,0,23,17,20,20,0,0,0,79,0,4,39,55,49,24,3,0,0,177,4,14,45,54,59,39,10,0,0,216,3,3,0,7,3,0,0,0,0,15
UCL115034,0,0,3,3,9,0,3,4,0,22,36,44,67,112,149,97,24,4,0,536,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,6,4,9,17,9,0,0,0,50,0,0,0,3,6,4,0,0,0,16,3,14,20,22,43,23,0,0,0,129,0,0,0,0,3,6,0,0,0,11,34,21,22,25,23,8,0,0,0,141,18,11,9,3,20,5,3,0,0,62,0,0,0,3,6,11,0,0,0,27,0,0,3,3,0,0,0,0,0,11,0,3,4,3,0,4,0,0,0,15,0,0,3,3,9,3,8,0,0,25,0,3,4,4,15,15,4,0,0,48,0,3,5,10,23,15,0,0,0,52,3,7,26,30,49,19,3,0,0,134,0,6,3,26,30,26,9,0,0,96,5,4,20,34,43,37,9,0,0,156,0,0,0,0,0,3,0,0,0,15
UCL115035,0,0,0,0,0,0,0,0,0,8,36,18,37,63,95,44,3,0,0,297,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,3,12,8,12,3,0,0,47,0,0,0,0,4,0,0,0,0,6,3,0,9,12,4,3,0,0,0,35,4,0,0,3,0,0,0,0,0,11,15,9,5,8,15,9,3,0,0,64,22,6,10,8,3,3,0,0,0,55,0,0,0,5,7,4,3,0,0,19,5,0,0,3,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,4,12,12,9,3,0,0,42,0,0,3,7,3,3,0,0,0,19,0,7,7,13,29,12,0,0,0,67,0,3,8,13,27,24,0,0,0,83,0,0,9,16,34,21,4,0,0,87,0,3,0,0,0,6,0,0,0,10
UCL115036,0,0,3,0,0,0,0,0,0,10,11,21,46,36,71,59,10,6,0,259,0,5,6,11,10,16,0,3,0,59,0,0,4,0,0,0,0,0,0,3,3,4,5,8,3,9,0,0,0,39,0,0,3,0,3,0,0,0,0,8,0,6,4,7,9,5,0,3,0,33,0,0,4,3,4,3,0,0,0,12,9,6,12,3,14,10,3,0,0,56,6,6,5,5,8,6,4,0,0,42,0,0,0,3,8,9,0,0,0,16,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,3,0,0,10,0,0,0,0,0,6,0,0,0,13,3,3,4,6,13,9,4,0,0,35,0,0,9,11,10,12,3,0,0,49,0,8,21,17,24,20,4,0,0,86,0,0,0,0,3,3,0,0,0,3
UCL115037,3,3,4,3,3,3,0,0,0,26,42,59,200,139,144,112,21,6,3,723,0,3,6,9,11,19,4,3,0,58,7,49,199,147,117,72,0,0,0,588,0,3,7,5,10,3,0,0,0,33,0,0,5,3,6,7,0,0,0,18,0,3,16,11,13,8,0,0,0,68,0,3,4,0,3,3,0,0,0,15,16,12,25,19,18,24,0,0,0,121,15,7,28,21,18,20,3,0,0,115,0,0,9,7,10,12,7,0,0,37,0,0,3,0,0,3,0,0,0,5,0,3,3,0,0,0,0,0,0,15,0,0,8,0,10,0,0,0,0,17,0,0,9,5,4,3,3,0,0,22,0,9,8,12,7,10,3,0,0,41,0,6,17,25,22,43,10,0,0,116,0,9,40,21,22,16,3,0,0,107,5,11,30,25,25,32,5,0,0,129,0,0,0,0,4,3,0,0,0,11
UCL115038,0,0,0,0,0,3,0,0,0,11,28,24,51,59,84,52,7,0,0,310,0,0,4,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,5,4,0,11,7,12,8,0,0,0,49,0,0,0,0,0,0,0,0,0,3,10,15,30,13,17,9,0,0,0,87,0,3,3,3,0,0,0,0,0,9,8,10,16,11,20,7,3,0,0,71,18,8,4,7,7,3,0,0,0,46,0,0,6,4,9,12,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,4,3,3,0,0,3,0,0,0,0,15,0,0,6,6,14,3,3,0,0,29,0,0,7,11,8,4,0,0,0,38,0,0,8,15,10,11,0,0,0,38,0,3,6,10,17,15,4,0,0,57,10,3,14,11,17,28,3,0,0,92,0,0,0,0,0,0,0,0,0,8
UCL115039,0,0,9,4,3,10,0,0,0,25,18,57,114,84,107,91,16,6,3,497,0,8,22,8,12,14,8,11,3,93,0,12,17,10,3,6,0,0,0,46,0,13,23,19,11,5,0,0,0,68,0,6,3,4,0,4,0,0,0,18,0,3,12,6,7,12,3,0,0,43,0,3,4,3,10,5,5,0,0,32,5,12,19,11,19,19,8,0,0,97,13,5,11,5,17,13,3,0,0,61,0,4,8,6,12,3,9,0,0,35,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,5,0,0,0,9,0,3,0,4,3,11,0,4,0,25,0,0,8,0,6,0,0,0,0,17,0,8,21,18,18,28,0,0,0,88,0,15,36,22,30,10,0,0,0,110,6,17,31,32,24,32,3,0,0,150,0,3,0,3,0,0,0,0,0,10
UCL115040,4,3,0,0,4,0,0,0,0,11,25,26,46,58,81,54,15,4,0,316,0,0,3,5,8,14,3,0,0,35,0,0,0,0,0,0,0,0,0,3,0,5,10,15,11,9,3,0,0,50,0,0,0,3,3,0,0,0,0,8,0,8,12,9,6,8,0,0,0,44,0,3,7,4,10,7,4,0,0,38,17,7,8,5,3,12,0,0,0,60,3,3,9,8,11,3,0,0,0,35,0,3,7,3,10,11,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,9,0,0,4,0,6,0,0,0,0,9,0,0,3,3,7,0,0,0,0,16,0,0,4,3,7,5,5,0,0,26,0,0,6,15,26,10,3,0,0,71,0,5,10,18,25,18,3,0,0,77,3,5,8,24,17,20,6,0,0,81,0,0,0,0,0,0,0,0,0,5
UCL115041,0,0,5,4,7,0,3,0,0,18,21,31,73,87,94,90,24,0,0,425,0,4,4,4,12,10,0,3,0,45,0,0,0,0,0,0,0,0,0,0,5,3,4,3,3,8,3,0,0,22,0,0,0,0,3,3,0,0,0,7,0,3,8,8,8,9,0,0,0,37,0,0,0,0,4,0,0,0,0,9,8,15,21,13,12,15,8,0,0,94,8,14,12,13,23,14,3,0,0,86,0,0,5,8,8,12,3,0,0,27,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,7,3,7,3,0,0,0,18,0,0,5,11,7,7,0,0,0,24,0,0,28,28,28,24,6,0,0,113,0,10,21,22,18,29,3,0,0,100,3,4,24,19,30,33,10,0,0,123,0,0,0,0,3,4,0,0,0,10
UCL115042,0,0,0,3,0,0,0,0,0,5,16,30,84,74,82,78,18,3,0,376,0,9,19,18,14,13,5,4,0,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,0,8,3,0,17,8,16,9,3,3,0,55,0,3,8,3,3,6,0,0,0,21,7,11,5,8,12,17,3,0,0,76,5,8,9,5,4,6,3,0,0,43,0,3,0,0,14,12,3,0,0,36,0,0,3,0,0,3,0,0,0,6,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,3,0,0,18,0,0,3,3,11,4,0,0,0,21,0,3,16,12,16,16,4,0,0,65,0,5,22,22,25,12,3,0,0,89,3,14,33,27,31,39,6,0,0,146,0,0,0,0,3,0,0,0,0,6
UCL115043,0,0,0,4,3,0,0,0,0,10,24,15,55,69,83,51,3,0,0,299,6,3,16,16,12,10,3,0,0,69,0,0,0,0,3,0,0,0,0,7,0,0,0,6,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,6,4,10,18,22,15,6,0,0,0,79,0,0,4,3,3,3,0,0,0,14,7,3,7,15,12,10,0,0,0,53,9,7,11,11,11,6,0,0,0,51,0,0,0,3,6,6,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,15,0,0,3,3,0,0,0,0,0,10,0,0,5,4,5,3,0,0,0,22,0,0,0,5,3,7,0,0,0,20,0,3,7,12,17,10,0,0,0,47,0,3,11,18,22,9,0,0,0,69,0,3,14,11,24,21,0,0,0,79,0,3,0,0,3,3,0,0,0,5
UCL115044,3,0,0,0,0,0,0,0,0,9,23,29,70,68,94,77,23,3,0,385,4,10,16,14,15,18,10,3,0,90,0,0,5,0,0,0,0,0,0,8,3,3,3,4,15,8,4,0,0,42,0,0,0,3,8,0,0,0,0,15,3,8,20,17,16,7,0,0,0,72,0,0,4,0,4,3,0,0,0,16,11,7,15,17,13,7,7,0,0,80,14,11,10,9,3,6,0,0,0,41,0,0,6,3,16,7,3,0,0,38,0,0,0,0,8,3,0,0,0,9,0,0,0,3,3,0,0,0,0,10,0,3,0,3,0,3,0,0,0,10,0,0,8,3,3,9,3,0,0,30,0,3,3,8,6,5,3,0,0,28,3,6,17,15,22,17,0,0,0,81,0,5,8,11,15,21,7,0,0,70,0,3,11,25,35,38,4,3,0,119,0,0,0,0,0,0,0,0,0,8
UCL115045,0,0,0,0,10,7,0,0,0,18,35,37,73,94,159,125,15,0,0,543,0,0,5,7,0,0,0,0,0,13,0,0,3,0,4,0,0,0,0,9,4,7,10,18,22,16,0,0,0,74,0,4,0,3,3,6,0,0,0,14,14,18,37,26,33,33,3,0,0,159,0,0,0,0,7,0,0,0,0,9,16,13,13,12,26,22,0,0,0,109,24,6,10,5,12,18,0,0,0,77,0,0,5,3,9,3,3,0,0,21,0,0,0,0,0,3,0,0,0,7,0,0,0,0,9,7,0,0,0,24,0,0,5,6,8,8,0,0,0,26,0,0,7,9,17,7,3,0,0,38,0,3,8,12,13,15,3,0,0,55,0,6,19,19,28,28,0,0,0,108,3,8,11,25,37,20,9,0,0,109,3,7,26,36,58,51,6,0,0,180,0,3,0,0,3,10,0,0,0,12
UCL115046,0,0,0,0,0,0,0,0,0,7,12,7,37,35,46,40,16,0,0,189,3,10,6,4,6,3,0,3,0,39,0,0,0,0,3,5,0,0,0,10,6,15,18,4,10,0,0,0,0,53,0,0,0,0,0,3,0,0,0,3,0,3,3,0,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,4,3,7,10,4,4,0,0,0,39,4,7,3,0,6,3,0,0,0,20,0,3,3,3,4,3,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,8,0,0,10,3,4,6,0,0,0,21,0,0,6,6,5,6,0,0,0,31,0,0,7,9,11,13,3,0,0,45,0,0,0,5,17,13,3,0,0,47,0,0,0,0,0,0,0,0,0,3
UCL115047,0,0,0,0,0,0,0,0,0,3,17,12,45,54,62,84,15,0,0,286,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,6,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,7,11,8,17,11,0,0,0,53,4,0,0,0,3,0,0,0,0,6,11,3,13,14,10,15,4,0,0,60,12,3,11,10,15,15,0,0,0,61,0,0,3,5,3,8,3,0,0,20,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,7,0,0,0,4,3,6,0,3,0,20,0,3,0,5,3,7,0,0,0,20,0,0,5,11,13,9,0,0,0,36,0,0,10,7,14,16,4,0,0,50,3,3,17,14,22,36,8,0,0,99,3,3,0,4,7,3,0,0,0,16
UCL115048,0,0,0,0,3,0,3,0,0,7,13,25,49,51,60,46,15,0,0,256,0,3,3,10,6,5,3,0,0,36,0,5,25,32,33,15,0,0,0,120,0,0,11,3,8,3,0,0,0,26,0,0,3,3,12,5,0,0,0,20,0,3,7,9,0,6,0,0,0,35,0,0,5,0,0,3,0,0,0,9,4,3,7,10,5,4,0,0,0,43,10,4,10,8,11,6,0,0,0,47,0,0,8,6,3,9,4,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,5,0,0,3,3,0,0,0,0,0,10,0,3,3,3,0,0,0,0,0,12,0,0,3,6,3,4,0,0,0,21,0,0,3,4,11,5,3,0,0,25,3,3,4,7,8,16,3,0,0,47,0,0,0,3,0,0,0,0,0,3
UCL115049,0,0,0,0,0,0,5,0,0,8,12,8,18,29,40,47,6,0,0,160,4,0,0,3,9,7,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,0,12,0,0,0,4,3,0,0,0,0,4,0,0,10,3,3,4,3,0,0,24,0,0,0,0,0,0,0,0,0,3,4,0,10,8,3,4,0,0,0,28,7,3,3,9,11,11,4,0,0,48,0,0,3,0,5,5,6,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,9,0,0,0,3,0,4,0,0,0,9,0,0,4,4,3,11,0,0,0,23,0,0,4,4,8,12,0,0,0,27,0,4,4,10,14,23,0,0,0,51,0,0,0,0,0,0,3,0,0,3
UCL115050,0,0,3,0,0,0,0,0,0,7,15,10,38,46,69,57,7,4,0,240,0,0,0,0,0,0,0,0,0,6,0,0,3,4,4,4,0,0,0,12,0,3,3,7,14,7,0,0,0,38,0,0,3,0,3,0,0,0,0,12,7,11,15,20,12,11,0,0,0,73,0,0,3,3,4,4,0,0,0,15,4,8,8,3,12,10,0,0,0,42,7,0,0,0,0,3,3,0,0,14,0,0,5,3,13,9,0,0,0,38,0,3,0,0,0,0,0,0,0,5,0,0,3,3,4,4,0,0,0,17,0,0,4,0,0,3,0,0,0,11,0,0,7,10,10,10,0,0,0,29,0,0,5,6,4,0,0,0,0,22,0,4,3,13,15,6,0,0,0,40,3,3,3,10,15,25,4,3,0,65,0,0,8,9,17,19,0,0,0,52,0,0,0,0,0,0,0,0,0,6
UCL115051,3,0,0,0,3,0,3,0,0,14,29,13,51,88,78,87,13,0,0,357,4,0,8,3,11,10,4,3,0,42,0,0,4,4,4,3,0,0,0,17,4,0,8,19,8,0,0,0,0,33,0,0,3,8,9,8,0,0,0,20,3,4,22,18,22,19,4,0,0,90,0,0,0,3,3,0,0,3,0,12,20,14,17,22,13,6,0,0,0,87,7,10,3,9,7,14,0,0,0,53,0,0,0,6,9,12,3,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,3,3,4,3,0,0,0,10,0,0,5,0,4,0,0,0,0,9,0,0,11,0,7,6,3,0,0,33,0,0,3,6,3,8,0,0,0,16,4,0,10,15,18,12,0,0,0,56,0,3,13,16,25,27,5,0,0,81,0,3,13,22,21,25,3,0,0,85,0,0,0,0,0,0,0,0,0,3
