SA4_CODE_2016,C06_OO_DS_Sep_house,C06_OO_DS_SemiDRTHT,C06_OO_DS_FUA,C06_OO_DS_OD,C06_OO_DS_NS_,C06_Owned_Outright_Tot,C06_OWM_DS_Sep_house,C06_OWM_DS_SemiDRTHT,C06_OWM_DS_FUA,C06_OWM_DS_OD,C06_OWM_DS_NS_,C06_Owned_with_mortgage_Tot,C06_R_REA_DS_Sep_house,C06_R_REA_DS_SemiDRTHT,C06_R_REA_DS_FUA,C06_R_REA_DS_OD,C06_R_REA_DS_NS_,C06_R_Real_Estate_Agent_Tot,C06_R_STHA_DS_Sep_house,C06_R_STHA_DS_SemiDRTHT,C06_R_STHA_DS_FUA,C06_R_STHA_DS_OD,C06_R_STHA_DS_NS_,C06_R_ST_House_Auth_Tot,C06_R_PNISH_DS_Sep_house,C06_R_PNISH_DS_SemiDRTHT,C06_R_PNISH_DS_FUA,C06_R_PNISH_DS_OD,C06_R_PNISH_DS_NS_,C06_R_Psn_NI_SameHsehld_Tot,C06_R_HCCCG_DS_Sep_house,C06_R_HCCCG_DS_SemiDRTHT,C06_R_HCCCG_DS_FUA,C06_R_HCCCG_DS_OD,C06_R_HCCCG_DS_NS_,C06_R_HCCCG_Tot,C06_R_OLT_DS_Sep_house,C06_R_OLT_DS_SemiDRTHT,C06_R_OLT_DS_FUA,C06_R_OLT_DS_OD,C06_R_OLT_DS_NS_,C06_R_Oth_Llord_Type_Tot,C06_R_LT_NS_DS_Sep_house,C06_R_LT_NS_DS_SemiDRTHT,C06_R_LT_NS_DS_FUA,C06_R_LT_NS_DS_OD,C06_R_LT_NS_DS_NS_,C06_R_Llord_Type_NS_T,C06_R_Tot_DS_Sep_house,C06_R_Tot_DS_SemiDRTHT,C06_R_Tot_DS_FUA,C06_R_Tot_DS_OD,C06_R_Tot_DS_NS_,C06_R_T_T,C06_OTT_DS_Sep_house,C06_OTT_DS_SemiDRTHT,C06_OTT_DS_FUA,C06_OTT_DS_OD,C06_OTT_DS_NS_,C06_OTT_Tot,C06_TT_NS_DS_Sep_house,C06_TT_NS_DS_SemiDRTHT,C06_TT_NS_DS_FUA,C06_TT_NS_DS_OD,C06_TT_NS_DS_NS_,C06_TT_NS_T,C06_Tot_DS_Sep_house,C06_Tot_DS_SemiDRTHT,C06_Tot_DS_FUA,C06_Tot_DS_OD,C06_Tot_DS_NS_,C06_T_T,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_FUA,C11_OO_DS_OD,C11_OO_DS_NS_,C11_OO_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_FUA,C11_OWM_DS_OD,C11_OWM_DS_NS_,C11_OWM_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_FUA,C11_R_REA_DS_OD,C11_R_REA_DS_NS_,C11_R_REA_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_FUA,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS_,C11_R_STHA_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemiDRTHT,C11_R_PNISH_DS_FUA,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS_,C11_R_PNISH_Tot,C11_R_HCCCG_DS_Sep_house,C11_R_HCCCG_DS_SemiDRTHT,C11_R_HCCCG_DS_FUA,C11_R_HCCCG_DS_OD,C11_R_HCCCG_DS_NS_,C11_R_HCCCG_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemiDRTHT,C11_R_OLT_DS_FUA,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS_,C11_R_OLT_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemiDRTHT,C11_R_LT_NS_DS_FUA,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS_,C11_R_LT_NS_T,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemiDRTHT,C11_R_Tot_DS_FUA,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS_,C11_R_T_T,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_FUA,C11_OTT_DS_OD,C11_OTT_DS_NS_,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_FUA,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS_,C11_TT_NS_T,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_FUA,C11_Tot_DS_OD,C11_Tot_DS_NS_,C11_T_T,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_FUA,C16_OO_DS_OD,C16_OO_DS_NS_,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_FUA,C16_OWM_DS_OD,C16_OWM_DS_NS_,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_FUA,C16_R_REA_DS_OD,C16_R_REA_DS_NS_,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_FUA,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS_,C16_R_STHA_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemiDRTHT,C16_R_PNISH_DS_FUA,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS_,C16_R_PNISH_Tot,C16_R_HCCCG_DS_Sep_house,C16_R_HCCCG_DS_SemiDRTHT,C16_R_HCCCG_DS_FUA,C16_R_HCCCG_DS_OD,C16_R_HCCCG_DS_NS_,C16_R_HCCCG_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemiDRTHT,C16_R_OLT_DS_FUA,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS_,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemiDRTHT,C16_R_LT_NS_DS_FUA,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS_,C16_R_LT_NS_T,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_FUA,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS_,C16_R_T_T,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT
111,41283,2805,1573,763,15,46443,37857,1456,941,115,11,40385,10560,2781,4039,132,10,17518,3301,1610,2179,4,6,7094,5171,857,1199,101,7,7341,266,193,201,3,18,673,618,125,110,201,5,1052,578,92,140,23,0,830,20483,5645,7872,462,45,34503,486,400,285,30,0,1199,5110,855,1338,190,3,7498,105215,11170,12005,1568,72,130027,40772,3219,1715,469,19,46192,41102,1793,1274,65,23,44259,11527,3136,4225,128,34,19054,2967,1827,2389,0,3,7190,5806,1057,1201,72,25,8165,299,297,296,5,0,892,656,183,113,181,3,1136,439,72,104,14,5,626,21691,6569,8332,403,74,37073,459,315,282,12,0,1063,4332,824,1234,213,8,6609,108351,12721,12837,1155,125,135192,40466,4532,1454,408,66,46920,42221,2397,1096,58,55,45825,13102,4635,4108,152,120,22113,2660,2183,2008,13,19,6883,5443,1161,961,61,59,7675,252,363,229,5,10,856,516,161,104,157,20,962,370,81,63,3,4,526,22336,8586,7472,391,238,39014,589,493
112,27085,3407,1831,3017,25,35363,20995,1402,793,203,9,23406,5959,2215,3226,116,5,11516,1205,499,774,7,0,2480,5013,1112,1133,228,3,7493,323,178,126,6,0,644,495,106,154,754,5,1514,633,93,124,45,0,902,13624,4203,5542,1160,18,24551,445,245,146,58,0,896,3585,683,879,625,7,5783,65737,9944,9189,5071,59,89998,28116,3501,1871,2052,32,35569,22579,2034,964,167,18,25767,6630,2831,3282,74,17,12840,1111,671,763,7,0,2547,5445,1191,1102,200,27,7973,337,165,184,3,0,693,620,128,150,605,4,1510,552,88,85,55,0,778,14693,5081,5561,943,51,26338,471,195,234,44,0,943,3242,773,877,858,9,5766,69107,11589,9510,4070,110,94388,28438,4030,1749,2482,328,37028,22871,2174,749,221,128,26148,6869,3443,2817,91,73,13288,957,930,498,0,4,2395,5366,1228,827,221,108,7751,257,283,120,3,6,663,488,118,88,511,52,1259,494,101,64,42,8,708,14428,6099,4412,866,253,26064,578,304
113,19393,374,514,281,3,20570,15909,190,219,86,4,16406,3735,556,2063,60,0,6412,2179,55,334,0,0,2569,3036,123,441,70,0,3669,211,48,97,3,0,356,1119,42,125,198,0,1485,682,17,68,24,0,790,10956,840,3121,353,3,15275,349,32,95,19,0,503,2164,108,474,101,3,2853,48776,1553,4433,836,17,55608,18727,421,540,243,10,19936,16681,235,299,56,6,17281,4697,694,1894,58,20,7366,1914,107,245,3,4,2276,3364,165,391,61,10,3984,153,55,115,0,8,334,1216,56,133,136,0,1539,531,30,63,18,3,636,11875,1108,2846,272,39,16136,343,65,73,15,3,496,2517,171,442,161,21,3312,50138,1998,4199,752,77,57166,18716,424,399,245,104,19888,16510,149,213,75,78,17024,5550,806,2140,85,45,8618,1596,83,300,4,3,1988,3454,159,310,55,39,4018,117,75,124,0,7,320,1046,57,124,97,24,1345,444,16,48,7,7,524,12208,1192,3043,250,124,16822,370,113
114,20246,813,309,591,5,21965,14388,260,109,63,3,14821,4610,627,694,22,0,5957,1221,164,255,0,0,1644,2077,135,173,46,0,2429,246,52,106,0,0,405,588,18,35,152,0,793,378,17,39,11,0,449,9109,1014,1307,236,0,11668,264,62,87,13,0,427,2383,168,206,85,3,2840,46403,2318,2008,989,10,51730,21009,913,363,537,28,22845,15214,396,126,33,10,15782,5020,896,587,38,5,6539,1083,296,292,4,0,1678,2467,197,165,42,8,2875,256,93,98,0,0,450,613,35,32,150,15,838,300,22,15,11,0,352,9733,1536,1198,242,26,12738,326,102,64,12,9,512,2537,260,194,130,6,3132,48821,3209,1939,955,83,55014,22536,1095,230,817,165,24838,15708,291,106,55,71,16234,5414,1159,508,31,32,7142,1061,426,156,3,5,1651,2503,230,125,39,34,2933,216,144,43,0,8,411,550,21,7,165,44,780,307,23,8,16,9,368,10047,2004,856,253,131,13280,459,154
115,20188,1236,555,177,4,22161,27383,1621,267,45,3,29315,3812,1430,570,17,0,5834,48,94,12,0,0,153,1625,224,102,23,0,1974,41,50,175,0,0,267,255,135,11,97,0,485,244,30,20,10,0,302,6017,1960,888,137,0,9011,258,128,326,6,0,719,2097,253,210,252,0,2817,55942,5201,2253,618,12,64017,21213,1518,593,141,13,23469,28265,2160,595,20,16,31056,4091,1162,739,11,0,6005,63,103,0,0,0,167,1768,284,140,25,3,2219,51,126,75,0,5,257,296,119,9,94,3,525,211,33,14,12,3,274,6478,1825,977,142,20,9439,329,319,156,7,7,826,1911,264,218,38,0,2431,58198,6084,2536,344,50,67221,22074,1763,765,121,62,24785,28251,2641,633,39,64,31627,5127,1673,1182,20,34,8044,51,79,13,0,3,148,1598,263,175,11,33,2084,52,123,145,0,7,328,224,79,12,95,17,429,195,23,13,3,10,252,7250,2239,1549,131,102,11276,357,427
116,19327,1237,190,364,7,21125,32726,2718,431,42,6,35924,9004,2418,1632,37,0,13090,5482,1964,1034,4,3,8486,3061,440,174,34,0,3704,182,66,68,0,0,319,394,48,34,158,3,636,384,70,64,8,0,524,18513,4997,3004,235,10,26758,290,59,50,10,0,406,4244,693,604,78,0,5621,75093,9705,4281,730,24,89834,20536,1115,237,117,29,22029,36196,4232,822,21,17,41287,9681,2665,2030,55,11,14453,5340,1789,1106,0,0,8234,3449,582,266,37,7,4343,223,106,159,0,0,495,469,66,39,132,6,709,284,51,37,3,0,384,19455,5261,3644,233,29,28616,379,91,33,6,0,509,3590,620,523,59,3,4799,80153,11321,5264,432,71,97240,20447,2087,257,136,26,22956,34755,6995,956,64,83,42847,12776,3917,2606,92,106,19502,4724,2016,971,4,7,7723,3271,692,262,46,51,4323,215,181,76,0,4,477,423,109,37,53,12,632,284,59,40,3,3,389,21693,6973,3992,199,175,33039,404,125
117,6714,4716,5887,83,21,17417,5016,6464,10658,90,32,22263,2269,5337,25148,277,36,33076,660,1837,5904,35,11,8452,957,1868,4601,149,23,7599,132,188,576,9,0,900,74,119,466,15,0,683,131,215,495,11,0,855,4222,9573,37196,495,77,51565,115,98,287,4,3,509,1737,3461,17001,558,126,22886,17802,24312,71031,1235,255,114637,6521,5179,7800,72,19,19589,5292,7655,15250,52,66,28312,2295,6166,30474,279,132,39342,444,2069,5855,12,273,8651,940,2170,6038,162,56,9364,126,246,754,3,8,1131,74,132,652,23,7,896,100,162,422,11,4,686,3969,10938,44193,485,479,60072,100,150,354,3,22,636,1095,2293,10385,602,74,14432,16978,26210,77985,1216,659,123038,5645,5894,9590,103,66,21296,4450,8215,15635,92,90,28485,1691,7008,40054,537,259,49553,248,2162,6228,0,22,8663,658,2184,7646,193,119,10801,81,197,1255,13,18,1553,50,136,1068,31,34,1319,59,122,457,7,4,645,2782,11803,56714,786,462,72544,80,175
118,12939,5362,9370,95,39,27807,7350,4776,7614,63,23,19820,2656,3074,20153,242,28,26150,187,698,2740,4,0,3633,1221,1237,5325,98,12,7893,46,37,312,0,0,398,174,139,292,19,4,627,196,125,518,6,0,849,4481,5305,29345,371,47,39553,129,106,382,3,0,620,2300,1762,9109,164,20,13365,27201,17321,55814,697,130,101166,12270,5820,9396,57,28,27570,7791,5680,9500,43,37,23053,2303,3515,22719,206,69,28810,259,543,2847,0,0,3656,1079,1322,5804,91,22,8321,71,62,359,0,0,494,122,177,346,14,13,678,139,103,438,3,3,682,3970,5725,32518,316,111,42639,109,111,416,0,3,646,1725,1524,7347,101,14,10700,25862,18866,59180,518,186,104610,11293,6320,9827,155,87,27685,7349,6473,9344,128,93,23386,1813,3485,26176,465,96,32031,119,553,2900,0,9,3571,837,1100,5695,169,56,7860,47,60,405,7,0,517,93,141,450,17,10,710,97,85,370,10,3,566,3007,5420,35994,663,176,45264,131,126
119,48104,5819,6720,179,43,60863,31021,6276,10138,97,21,47555,8816,3778,18796,295,22,31704,3633,1650,4211,4,3,9503,3978,1038,2757,113,16,7901,304,190,348,3,0,847,580,184,299,52,0,1119,675,130,386,9,0,1209,17983,6967,26802,482,45,52278,553,147,264,5,0,966,6619,1649,5942,150,16,14386,104275,20870,49867,919,115,176052,46070,6022,7280,142,46,59563,34211,7883,12854,89,76,55113,9323,3833,19256,401,109,32915,3243,2100,4217,0,9,9569,4106,1184,3300,141,34,8767,322,339,509,4,0,1165,647,210,421,76,11,1370,473,121,314,8,0,923,18112,7791,28012,630,162,54712,583,185,374,8,0,1155,5609,1532,5083,199,19,12441,104582,23415,53602,1068,304,182973,43299,6944,7432,168,78,57924,32946,9435,12437,130,126,55075,10274,5160,26568,509,212,42723,2766,2526,4455,3,15,9768,4212,1311,3836,164,100,9626,281,384,544,0,11,1217,687,238,483,56,24,1479,479,142,279,13,9,932,18693,9763,36171,749,362,65739,538,208
120,19765,3813,4756,102,3,28436,13530,5176,6622,92,0,25419,4631,3804,15670,284,9,24395,305,480,1753,5,0,2541,1764,1057,2358,191,0,5365,162,92,353,0,3,609,178,162,210,21,0,567,264,104,235,16,3,620,7292,5694,20579,514,17,34101,191,141,162,0,0,497,2930,1198,4229,156,3,8519,43717,16024,36349,864,24,96972,19348,4070,5487,72,17,28997,14308,5800,9574,85,19,29788,4671,3917,16895,296,77,25859,288,651,1767,5,0,2705,1778,1066,2823,188,26,5879,166,118,429,3,0,722,177,166,350,27,9,723,201,69,209,9,4,496,7286,5982,22474,537,109,36384,230,85,233,3,3,563,2217,1014,3934,137,12,7316,43388,16954,41708,836,167,103054,16921,6161,6626,125,79,29910,11924,7528,10161,199,91,29901,3788,4373,22710,529,202,31605,235,740,1780,0,15,2767,1320,1078,3684,182,97,6352,114,88,426,3,19,653,115,151,459,24,27,775,135,98,252,13,9,519,5702,6523,29315,754,367,42664,178,106
121,34020,3520,10206,92,19,47853,28013,3168,8869,116,9,40169,5762,2456,20670,202,5,29099,245,222,1186,5,3,1658,2359,771,4285,106,8,7530,123,43,367,24,15,565,259,66,297,17,0,643,335,73,359,10,3,775,9084,3628,27161,361,29,40269,311,75,617,10,3,1017,3031,783,5827,117,3,9760,74454,11173,52673,695,68,139065,33895,3824,11063,57,39,48877,29363,3458,12149,44,43,45051,5999,2592,22259,112,55,31009,219,329,1135,0,0,1685,2515,792,4640,61,32,8032,110,80,478,0,7,671,212,59,332,13,35,651,274,50,298,0,3,628,9327,3907,29137,186,130,42678,319,146,659,5,7,1145,2488,674,4868,90,19,8137,75395,12005,57871,372,237,145878,32191,4467,12489,29,79,49260,29785,3678,13350,19,53,46878,5873,2401,28122,137,111,36642,119,286,1200,0,3,1602,2219,717,4815,57,52,7867,95,61,512,4,9,684,193,59,396,17,42,703,229,58,312,3,8,608,8726,3582,35352,220,226,48102,324,84
122,22609,2016,5141,183,11,29965,20530,1543,5324,38,6,27448,3887,926,8843,86,3,13745,318,219,597,0,0,1136,2149,384,2375,62,0,4979,86,148,280,0,0,512,175,125,126,33,0,459,263,66,244,11,0,584,6875,1871,12460,199,4,21415,286,229,402,8,0,928,2441,417,3014,90,4,5963,52741,6076,26349,523,34,85721,21914,2347,5532,108,13,29914,21915,2045,6852,36,10,30859,3941,1179,9399,98,28,14645,255,243,672,0,0,1166,2172,572,2574,65,18,5399,61,95,395,3,0,552,181,115,153,25,3,479,228,56,177,8,4,472,6840,2258,13373,202,51,22720,280,255,511,7,0,1051,1892,464,2294,86,4,4743,52839,7365,28564,437,78,89281,21426,2836,6072,154,62,30554,22248,2053,6931,55,55,31339,3822,1125,10815,106,102,15964,189,382,494,0,0,1069,1780,464,2394,76,80,4785,55,160,275,0,0,486,114,100,118,43,10,393,141,49,142,6,9,347,6092,2275,14240,231,206,23044,246,493
123,16434,1173,186,92,4,17887,30609,1707,170,30,4,32516,6542,1857,697,25,4,9128,3500,2510,285,7,7,6308,2201,330,106,26,0,2665,179,89,8,3,0,287,263,39,16,49,3,364,327,83,32,6,0,444,13010,4909,1145,118,8,19191,268,120,50,8,0,440,3298,759,214,115,4,4394,63615,8668,1767,360,24,74432,17386,1416,339,141,11,19289,32227,2449,327,76,16,35091,6918,1946,688,37,3,9600,3502,1853,400,0,5,5760,2485,425,154,28,0,3100,183,129,92,0,3,410,303,24,26,52,3,415,220,35,30,9,0,299,13622,4420,1394,120,21,19576,277,177,133,7,0,601,2984,680,260,53,4,3976,66494,9138,2450,392,44,78526,19026,1654,359,88,39,21169,33516,2464,364,40,45,36429,9159,2630,1168,44,54,13053,3030,2151,209,0,6,5396,2395,437,101,20,14,2970,161,154,35,0,16,368,288,41,22,66,9,431,249,41,7,10,17,318,15289,5457,1546,144,116,22544,346,345
124,26600,1147,625,216,6,28604,38076,1225,519,53,15,39879,9549,2826,2107,66,0,14545,2173,817,767,0,0,3754,3695,441,295,46,0,4474,197,131,96,0,0,427,691,96,45,34,0,864,415,60,70,11,0,558,16722,4369,3380,157,3,24626,273,157,96,4,0,537,4118,545,554,71,3,5291,85786,7447,5176,498,30,98930,26912,1823,638,144,15,29525,38743,2281,1042,35,5,42116,9527,3096,2287,73,13,14991,1935,1054,730,0,0,3715,3817,604,395,58,7,4877,251,228,134,0,10,624,592,101,51,26,3,764,362,68,42,10,5,480,16472,5152,3633,157,32,25456,389,152,68,6,36,649,3943,639,575,178,34,5367,86466,10040,5954,521,123,103107,28582,1937,399,144,57,31117,38740,2341,577,34,82,41776,12171,3851,2512,75,131,18740,1780,1292,629,5,3,3706,3652,567,263,22,58,4562,216,252,173,3,10,654,430,91,33,26,23,594,302,52,33,0,6,393,18548,6105,3641,131,224,28648,423,212
125,30903,2481,2507,77,61,36024,24804,4183,5539,68,87,34677,8105,3228,14345,107,45,25837,3440,1725,3302,5,6,8480,3419,669,1667,62,7,5824,189,256,371,0,0,820,537,135,267,21,0,963,484,121,270,5,0,873,16178,6138,20219,202,55,42793,325,191,474,0,0,992,4795,1093,4300,134,173,10505,77002,14092,33037,478,377,124990,29417,2960,3331,34,25,35769,27287,6169,8555,46,53,42115,8195,3607,16120,92,63,28082,3086,2059,3705,18,22,8881,3732,921,2230,57,32,6969,265,333,624,0,3,1229,589,313,364,18,15,1298,389,90,228,12,4,720,16259,7311,23277,194,136,47178,495,171,429,3,0,1100,4137,1134,3914,121,15,9314,77602,17742,39510,399,223,135478,27739,3493,3817,82,54,35182,25637,7602,9112,134,108,42600,9583,5343,22637,282,210,38051,2607,2630,3614,16,11,8877,3814,1154,2796,89,81,7939,198,462,631,3,10,1307,762,428,323,14,24,1552,331,108,194,5,7,655,17298,10125,30195,411,343,58371,406,189
126,16644,2008,2073,73,19,20823,12001,2112,2447,16,21,16599,2881,1621,6258,39,6,10812,382,451,985,0,0,1823,1144,385,938,24,6,2499,92,104,174,0,0,368,109,173,83,17,0,383,197,54,105,3,0,360,4807,2795,8559,79,8,16248,144,131,216,0,0,493,1674,541,1744,35,13,4012,35272,7581,15041,210,62,58167,16213,2056,2281,63,3,20619,12830,2245,3384,13,4,18477,2955,1643,7070,50,7,11734,309,531,1096,0,3,1933,1315,444,1126,32,9,2926,90,101,315,0,0,511,126,144,108,13,0,398,146,44,95,4,0,285,4947,2899,9815,102,17,17783,168,102,263,3,3,541,1214,306,1046,23,0,2584,35377,7608,16790,200,29,60008,15446,2436,2420,41,42,20387,12861,2627,3890,15,44,19437,3178,2288,9587,76,62,15191,250,654,886,0,0,1795,1395,493,1450,19,27,3383,56,160,210,0,14,437,132,136,112,16,12,404,132,45,72,3,3,257,5150,3769,12312,113,114,21465,191,155
127,26870,1473,1247,70,5,29664,31801,3018,2131,32,15,36993,7890,2452,4841,70,6,15261,4027,1994,1654,0,3,7676,3226,435,542,27,3,4233,260,190,153,0,0,596,1367,139,173,34,3,1726,520,91,136,3,0,745,17288,5303,7500,133,21,30245,302,97,55,3,0,459,5539,1022,1784,124,5,8482,81800,10911,12724,365,46,105847,27156,2276,1286,119,26,30870,32954,4507,2494,15,25,39991,8630,2814,5133,53,20,16639,3760,2123,1953,0,4,7836,3641,655,634,21,14,4967,276,230,204,0,6,717,1264,174,166,51,12,1667,414,78,106,9,3,612,17983,6072,8193,132,49,32430,476,120,64,3,3,662,4977,1031,1738,37,7,7792,83542,14008,13778,315,112,111749,29313,1733,1524,130,53,32752,35456,3750,2201,116,92,41616,11666,3383,6917,150,140,22255,3208,2644,1996,13,31,7890,3751,634,760,43,51,5238,234,251,276,7,4,767,1244,191,202,58,28,1728,374,62,115,11,11,568,20472,7154,10269,274,261,38439,536,152
128,22434,2801,2722,68,17,28032,21485,2359,3540,15,9,27412,2712,1518,5769,43,9,10044,441,498,901,0,0,1843,1212,322,1032,41,0,2612,65,81,124,0,0,274,127,192,60,48,0,422,154,48,120,3,0,319,4710,2657,7997,137,10,15519,150,76,288,0,0,512,1853,464,1745,69,0,4127,50625,8358,16293,287,32,75594,22205,3096,2997,97,5,28392,22437,2681,4209,23,3,29352,2809,1367,5896,68,6,10148,355,491,931,0,0,1783,1270,342,1098,41,5,2756,100,104,184,0,0,392,140,197,58,83,3,487,132,26,72,9,0,234,4803,2526,8253,204,11,15797,180,99,255,3,0,537,1533,491,1443,53,0,3519,51158,8891,17155,377,18,77595,21244,3748,3426,100,33,28552,22078,3315,4056,28,48,29528,2822,1648,6517,104,41,11134,271,654,765,0,3,1696,995,392,976,33,19,2416,66,105,181,0,3,360,84,155,37,91,3,378,133,27,66,9,0,228,4382,2990,8538,233,79,16221,169,91
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
