CED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
CED124,0,0,0,15,14,10,33,28,4,104,0,0,0,8,6,24,43,34,10,121,0,0,0,0,0,0,0,0,0,4,0,0,3,11,3,3,0,0,0,26,0,0,0,4,4,0,5,0,0,19,0,4,3,8,8,5,7,4,0,36,0,0,0,0,5,21,36,14,0,79,0,0,0,3,0,3,5,3,0,18,0,0,0,4,0,0,0,3,0,10,0,0,0,12,0,0,0,0,0,10,0,0,0,12,23,41,112,64,31,286,3,17,14,138,129,175,172,72,14,734,0,3,0,3,7,5,26,7,4,52,0,0,0,7,0,0,0,0,0,13,0,0,0,9,10,11,0,3,0,28,0,12,16,29,6,5,3,0,0,70,0,0,0,0,3,8,12,8,3,36,0,3,3,17,23,57,103,47,14,270,0,0,0,4,0,4,0,0,0,10,0,14,7,24,22,37,33,10,0,155
CED125,3,12,4,75,36,27,48,15,3,221,0,0,10,25,70,80,121,93,30,420,0,3,7,3,3,4,0,0,0,20,0,3,10,25,6,4,8,4,0,56,4,8,17,205,136,109,80,28,8,588,0,8,19,53,24,39,23,13,3,177,0,3,0,6,13,61,85,41,4,214,0,0,10,40,53,58,42,15,4,207,0,0,7,15,13,6,4,4,0,40,0,28,41,257,25,19,11,0,0,381,0,0,0,10,12,37,47,20,6,139,42,261,373,669,280,187,84,23,0,1915,0,0,0,8,10,22,30,10,0,86,16,41,73,247,91,36,13,0,0,522,0,3,4,12,7,5,0,0,0,36,4,82,178,604,269,208,88,21,5,1471,0,0,4,48,24,55,37,17,8,192,0,5,6,43,52,116,108,50,7,390,0,9,10,21,8,7,6,4,0,56,0,16,48,167,80,72,70,23,5,480
CED126,0,22,8,100,67,38,32,24,6,311,0,12,7,55,77,136,190,147,38,659,3,10,22,29,29,19,16,4,0,124,3,6,22,65,18,30,16,5,0,165,0,0,0,18,20,15,13,3,0,68,0,5,6,35,32,27,19,10,0,133,0,0,0,0,5,10,10,7,0,31,0,0,0,3,3,8,3,0,0,20,0,0,0,4,3,0,0,5,0,17,0,0,39,174,4,4,3,0,0,217,3,12,15,32,42,38,94,76,39,351,9,68,111,553,335,312,158,63,20,1630,0,0,7,17,24,7,16,13,0,88,0,0,3,6,4,0,0,0,0,18,0,0,0,20,22,7,4,0,3,57,7,28,39,165,69,38,6,12,3,368,0,5,0,33,14,32,23,7,3,106,4,28,17,76,96,95,86,38,19,456,5,31,23,28,23,17,11,3,0,139,6,59,97,338,216,127,73,30,15,965
CED127,0,3,7,72,51,41,69,25,4,270,0,0,0,6,28,56,63,38,16,204,0,7,0,12,6,11,3,3,0,39,0,8,17,12,5,8,7,0,0,54,0,0,4,28,20,16,11,5,0,80,0,0,3,44,27,20,11,7,0,120,0,0,3,17,26,85,112,51,11,307,0,0,0,4,6,12,7,3,0,32,0,0,0,0,0,7,3,3,0,11,0,0,0,9,3,0,0,0,0,13,0,8,5,16,26,69,103,51,15,302,0,23,41,236,236,197,115,42,11,904,0,0,0,16,22,25,20,14,0,96,0,3,0,7,9,4,3,0,0,30,0,0,3,9,11,9,0,3,0,37,3,13,9,66,28,9,6,0,0,139,0,0,0,17,15,29,14,5,5,89,0,11,3,44,79,89,123,53,11,413,0,3,4,11,10,5,5,0,0,48,0,8,21,66,62,44,29,10,0,239
CED128,0,6,3,38,26,29,40,18,3,160,0,9,7,38,95,184,311,334,118,1097,0,0,3,4,5,0,0,0,0,18,0,6,8,38,21,14,9,3,0,106,19,51,137,918,705,545,336,117,25,2845,6,13,4,65,23,33,20,5,0,172,0,0,6,24,33,156,372,208,49,851,0,0,3,20,20,32,26,7,3,116,0,3,22,57,35,25,17,8,0,175,0,9,17,146,3,4,3,0,0,188,0,0,3,3,0,19,29,15,4,76,32,205,293,497,175,146,55,10,3,1419,0,3,0,7,3,19,19,10,3,58,29,70,106,409,45,39,14,3,0,717,0,0,3,3,5,0,0,0,0,16,9,77,132,553,259,249,126,22,7,1440,0,0,0,38,19,49,24,14,11,164,0,3,0,9,27,47,43,28,3,164,0,3,8,15,8,11,8,0,0,56,3,9,14,45,37,36,28,4,0,173
CED129,3,32,12,97,47,36,38,18,3,296,0,6,6,48,51,103,162,98,33,509,3,11,17,8,11,7,3,0,0,63,10,136,141,454,276,142,70,35,5,1258,0,4,10,86,119,94,81,30,4,429,18,41,53,218,103,135,131,31,3,737,0,0,3,11,17,36,82,52,9,218,0,3,3,15,30,18,20,6,3,93,0,0,3,31,13,18,18,7,0,89,0,0,9,59,12,3,0,0,0,83,0,3,8,20,20,23,46,24,18,160,16,102,162,333,238,168,96,32,3,1152,0,0,0,12,16,15,15,7,3,77,3,34,39,147,59,40,19,3,3,358,0,0,5,22,18,16,3,0,0,60,4,51,94,382,208,222,127,24,3,1118,0,0,3,46,26,64,31,14,5,192,0,11,13,48,58,65,61,39,8,294,4,54,36,63,42,42,22,6,0,275,11,122,159,358,240,145,67,19,9,1137
CED130,0,10,4,38,12,17,20,10,0,108,0,3,0,3,11,13,22,24,10,77,0,5,4,9,0,3,0,0,0,29,0,3,62,77,0,0,0,0,0,141,0,0,0,0,6,3,0,5,0,13,0,3,4,24,9,7,6,4,0,53,0,0,0,0,0,5,11,0,0,26,0,0,0,0,0,0,0,0,0,3,0,3,10,18,0,0,0,0,0,35,0,0,11,73,8,3,0,0,0,93,0,0,3,9,7,31,68,14,4,139,3,37,50,154,138,134,107,26,6,655,0,0,0,6,0,5,8,0,0,19,0,0,12,36,0,3,0,0,0,52,0,10,6,26,13,8,4,0,0,68,7,61,50,185,41,3,0,3,0,354,0,0,0,3,3,3,11,3,0,24,0,5,3,11,34,30,47,18,14,178,0,4,9,5,9,3,0,0,0,35,4,22,22,57,36,21,14,3,0,177
CED131,0,15,4,63,33,24,18,8,3,165,0,0,3,14,18,52,63,105,59,323,0,14,13,10,4,4,9,0,0,43,4,19,47,90,24,5,3,0,0,200,0,0,0,3,3,3,3,0,0,20,0,3,48,79,12,20,20,7,0,192,0,0,0,0,0,9,11,5,0,21,0,0,9,8,3,0,7,5,0,28,0,0,11,8,0,0,0,0,0,19,0,0,10,39,3,0,0,0,0,51,0,6,0,19,10,11,42,9,11,102,6,37,101,272,158,141,57,29,7,803,0,0,3,20,8,10,9,9,0,57,4,17,40,108,11,0,3,0,0,177,0,0,5,12,13,10,3,0,0,39,8,24,33,110,28,15,7,3,0,226,0,0,0,27,9,12,18,17,19,112,0,9,4,53,41,42,47,43,17,264,0,3,33,15,7,3,0,3,0,72,0,9,39,78,44,34,5,7,0,219
CED132,3,14,12,250,95,55,38,18,7,486,0,9,16,159,39,62,101,102,49,542,41,101,49,339,188,77,45,9,0,837,13,46,127,417,140,61,45,24,0,871,0,0,4,32,56,32,41,20,4,180,3,18,48,349,115,109,91,28,10,776,0,0,0,3,0,8,11,4,0,34,0,0,0,27,7,15,6,0,0,57,0,0,7,4,6,3,11,4,3,31,0,12,93,372,7,3,0,0,0,501,0,8,7,63,37,20,39,23,12,219,16,61,121,703,369,319,182,62,11,1837,0,0,0,40,28,14,13,3,0,99,6,4,7,86,9,6,3,0,0,133,0,3,4,32,32,30,13,8,9,131,11,42,40,396,75,48,27,7,4,652,3,5,0,112,16,31,26,9,22,234,4,7,11,120,94,61,70,19,12,406,23,62,37,145,55,37,32,6,0,398,8,30,60,456,159,145,87,28,15,984
CED133,0,7,5,27,17,14,22,12,3,107,0,0,3,10,3,17,38,58,28,153,0,3,0,6,9,0,0,0,0,23,0,4,6,21,0,0,0,0,0,39,0,0,0,0,3,0,0,0,0,6,0,0,8,15,15,17,3,4,0,56,0,0,0,0,0,11,16,0,0,33,0,0,0,3,0,5,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,0,13,16,45,94,50,20,250,9,29,36,173,172,262,159,46,10,889,0,0,0,3,3,13,17,4,3,47,0,3,0,10,4,3,0,0,0,21,0,0,3,33,15,11,0,0,0,74,0,32,14,22,8,3,0,0,0,84,0,0,0,3,4,9,0,0,3,22,0,7,3,24,40,45,72,33,5,231,0,0,0,3,6,4,0,0,0,20,3,13,19,44,48,44,27,15,4,214
CED134,0,6,0,32,8,8,7,4,3,71,0,4,0,5,4,12,24,16,9,70,3,3,0,3,0,0,3,0,0,10,0,0,9,38,0,0,0,0,0,53,0,0,0,0,0,4,9,3,0,21,0,0,0,19,6,6,3,0,0,35,0,0,0,0,0,3,17,3,0,25,0,0,0,4,3,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,8,3,119,0,0,0,0,0,128,0,0,3,5,3,9,43,18,11,89,3,33,35,129,104,87,83,22,5,505,0,3,4,15,10,5,12,9,0,50,0,4,5,48,7,5,0,0,0,69,0,6,0,11,8,10,3,0,0,37,4,38,16,89,34,8,0,0,0,197,0,0,0,4,0,8,0,0,0,10,0,0,4,12,9,24,30,22,0,103,0,0,3,3,0,0,4,0,0,13,0,12,14,43,30,19,6,5,0,131
CED135,0,4,0,58,17,22,24,9,5,146,0,4,8,55,45,49,78,90,35,366,0,13,26,33,18,4,5,4,3,100,15,122,215,762,339,259,104,61,14,1882,3,29,95,728,612,533,456,188,41,2700,5,33,45,250,71,101,69,29,7,609,0,0,0,3,5,27,65,59,25,181,0,3,10,32,16,18,17,8,3,102,0,3,15,73,31,32,20,0,0,179,4,48,198,867,88,21,11,0,0,1233,0,3,0,17,10,16,34,29,7,103,27,176,243,455,188,143,90,21,3,1346,0,3,0,12,4,5,10,5,3,50,35,109,237,772,81,42,11,5,0,1291,0,3,4,17,4,9,3,0,0,37,19,96,136,744,242,160,70,20,8,1489,0,0,0,53,14,46,25,11,9,165,0,0,6,16,18,31,41,25,5,143,11,17,21,57,21,24,15,3,0,178,3,12,26,80,28,34,23,3,0,204
CED136,3,6,0,25,20,14,15,22,3,105,0,0,4,7,15,22,46,33,4,138,0,4,3,3,0,3,0,0,0,10,3,3,6,30,6,4,0,0,0,50,0,0,0,4,0,3,0,0,0,9,3,3,3,42,35,12,3,0,0,108,0,0,0,4,6,14,20,5,3,52,0,0,0,6,9,6,0,3,0,27,0,0,0,3,0,0,0,0,0,4,0,3,0,8,3,0,0,0,0,17,0,0,0,12,17,27,72,45,7,173,8,35,49,250,181,157,107,36,10,844,0,0,0,3,8,16,12,12,7,58,0,6,9,26,5,7,3,0,0,60,0,0,0,13,3,3,5,0,0,23,3,31,25,81,23,6,4,4,0,178,0,0,0,10,0,14,16,10,11,57,0,12,6,37,48,74,95,61,8,352,0,0,0,3,3,0,0,0,0,16,3,40,41,91,63,28,29,12,3,305
CED137,0,5,24,281,86,34,35,17,3,486,3,20,29,193,214,357,541,639,293,2292,0,14,23,73,16,13,4,4,0,152,62,188,761,2665,663,436,200,83,15,5064,0,15,13,167,178,151,136,73,24,752,3,20,78,362,93,91,73,42,6,757,0,0,0,4,5,18,25,16,7,78,0,0,4,33,7,13,3,5,0,73,0,4,14,44,43,23,6,14,0,149,3,34,580,1338,27,16,5,3,0,2000,0,3,8,20,16,10,18,13,3,99,5,55,120,482,192,196,91,30,11,1173,0,0,3,27,12,13,11,4,0,68,4,19,85,237,62,19,13,0,0,443,0,0,5,24,14,12,0,4,5,70,10,38,58,509,123,71,39,11,3,857,0,3,0,61,17,35,23,18,9,159,0,3,5,54,35,38,41,24,12,211,7,25,21,91,23,30,15,15,0,232,4,9,21,169,52,44,32,10,0,347
CED138,3,8,6,47,32,23,26,20,7,172,0,5,3,52,26,36,61,45,19,243,0,18,9,53,17,8,7,3,0,115,0,5,10,19,0,3,0,0,0,39,0,0,0,0,4,7,4,0,0,15,0,0,0,12,18,16,8,6,0,59,0,0,0,0,0,11,17,15,4,55,0,0,0,5,6,7,4,0,0,28,0,0,0,3,0,0,0,3,0,7,0,0,3,19,0,0,0,0,0,20,0,7,3,18,18,54,96,61,27,271,11,87,83,510,324,373,264,140,43,1812,0,0,3,11,10,5,17,20,3,71,0,0,0,7,0,3,0,0,0,16,0,0,4,30,28,14,4,8,0,95,4,23,23,49,20,11,5,0,3,140,0,0,0,10,6,14,6,4,3,44,4,11,5,32,53,64,106,86,35,380,0,3,0,6,12,15,7,0,0,37,0,11,26,84,53,56,60,16,4,313
CED139,0,10,0,12,13,11,16,8,3,72,0,0,6,8,3,16,28,19,6,89,0,0,3,4,3,3,0,0,0,9,0,4,7,29,0,0,0,0,0,38,0,4,0,17,13,8,5,0,0,53,3,9,0,30,11,3,4,0,0,64,0,0,0,0,0,4,10,4,0,18,0,0,0,3,0,3,0,0,0,9,3,7,17,51,6,3,0,0,0,91,0,3,0,35,3,0,0,0,0,48,0,0,3,11,4,33,54,31,11,143,3,28,52,159,105,99,66,34,7,550,0,0,0,4,8,4,9,9,3,28,4,14,3,31,8,3,0,0,0,60,4,8,3,11,13,10,0,0,0,43,5,60,34,181,28,9,3,0,0,323,0,0,0,3,3,0,5,4,3,23,0,0,14,18,21,20,44,22,3,142,3,0,0,4,4,3,0,0,0,22,0,21,38,58,42,22,16,9,0,193
CED140,3,21,6,71,37,45,41,33,3,257,0,0,3,20,18,42,61,60,26,224,0,10,6,14,7,3,0,0,0,51,0,17,24,68,26,14,16,3,0,168,0,3,0,12,12,8,8,3,0,47,0,3,6,38,27,18,7,10,0,103,0,0,0,7,3,18,68,17,3,121,0,0,0,5,12,11,3,0,0,28,0,0,0,9,5,0,0,3,0,16,0,0,0,22,3,0,0,0,0,27,0,6,3,10,17,41,80,35,29,221,9,38,64,346,291,255,143,68,21,1233,0,3,4,10,14,15,16,15,5,80,0,0,10,16,0,3,4,0,0,35,0,0,11,32,18,19,3,5,0,86,3,22,22,98,30,35,16,3,0,229,0,0,4,18,8,19,13,15,11,90,4,21,18,56,82,81,106,55,18,423,3,13,10,9,8,9,5,4,0,56,0,29,47,111,115,68,55,21,4,464
CED141,0,8,8,39,16,21,26,10,6,125,0,0,4,4,15,36,52,74,21,207,0,5,0,4,0,0,0,0,0,18,0,0,13,30,5,0,0,0,0,53,0,0,0,4,6,6,7,0,0,14,0,0,12,29,27,21,18,7,0,121,0,0,0,3,9,12,39,16,4,88,0,0,0,3,4,3,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,3,0,10,3,22,81,44,12,184,10,31,48,250,151,153,104,37,13,799,0,0,0,6,12,7,19,8,0,48,0,0,0,7,0,0,4,0,0,15,0,0,0,12,16,4,0,0,0,39,0,11,26,46,6,8,3,0,0,106,0,0,0,5,5,16,9,12,5,48,0,5,5,49,53,57,113,69,7,368,0,0,0,3,6,5,3,3,0,18,0,15,26,70,43,26,19,15,7,205
CED142,0,3,33,833,109,46,33,11,5,1077,0,3,125,696,65,48,80,39,18,1072,7,6,120,318,112,35,9,4,0,607,6,16,362,1090,69,34,13,18,0,1618,0,0,15,92,41,31,51,19,5,249,0,9,175,644,138,93,66,13,3,1138,0,0,0,9,10,7,25,14,8,71,0,0,7,40,17,11,4,3,0,86,0,0,53,36,8,11,4,3,0,110,0,0,48,147,11,8,0,0,0,220,3,3,24,157,26,31,27,9,13,289,12,26,212,1403,555,411,183,42,13,2859,0,0,8,95,26,13,12,5,0,159,0,0,46,100,8,3,3,0,0,168,0,0,3,38,22,15,3,3,0,90,0,16,68,528,96,43,26,8,0,784,3,0,11,163,16,27,29,16,0,271,0,0,41,286,93,74,48,18,3,566,3,14,99,312,60,36,26,8,0,563,3,3,57,369,89,74,41,8,0,643
CED143,8,32,11,272,101,54,32,18,6,535,0,12,19,180,58,76,128,105,49,628,3,36,31,78,45,27,14,5,3,239,0,8,18,107,23,25,11,4,0,201,0,0,3,10,18,13,4,3,0,62,0,4,12,74,43,39,33,6,3,215,0,0,0,3,0,6,5,3,0,18,0,0,0,10,3,0,0,3,0,14,0,0,0,0,0,0,3,0,0,4,0,3,39,150,0,0,0,0,0,195,5,31,9,76,61,29,45,26,18,305,17,94,115,796,434,316,149,66,33,2015,0,0,0,44,20,11,22,4,4,112,0,3,7,27,6,4,0,0,0,49,0,0,3,19,27,19,8,10,0,84,5,29,26,143,46,32,14,3,0,300,3,3,3,55,13,25,23,6,8,137,0,23,21,195,145,89,75,44,13,606,13,51,21,34,17,15,20,9,0,183,11,52,58,540,223,146,108,28,3,1165
CED144,0,8,6,103,39,24,33,7,3,230,0,7,23,99,130,190,309,362,162,1280,0,3,5,25,5,4,4,0,0,55,20,60,172,626,286,313,142,96,22,1738,8,62,204,1340,1234,1139,903,406,90,5395,9,33,85,361,93,77,46,7,0,722,0,0,0,4,3,13,29,28,3,82,0,3,3,36,27,32,37,22,11,160,5,32,178,504,93,36,19,7,3,882,12,39,323,1063,35,14,3,0,0,1491,0,3,3,0,4,9,8,7,4,37,21,123,195,347,179,108,48,13,0,1038,0,0,0,10,3,8,7,4,0,35,46,177,435,1159,226,92,16,3,0,2149,0,4,3,9,8,13,3,8,0,43,18,43,79,441,152,140,66,4,4,948,0,0,0,30,9,27,21,17,11,115,0,0,4,11,12,14,21,12,0,75,3,8,12,31,18,22,4,0,0,111,0,3,17,42,28,23,14,4,0,132
CED145,3,12,25,678,86,47,29,20,5,907,5,6,38,425,58,42,73,75,37,768,4,7,24,78,24,11,17,3,0,164,0,11,10,70,18,10,5,3,0,127,0,0,0,29,31,11,16,6,7,104,0,0,15,77,47,43,26,10,3,222,0,0,0,6,0,5,27,7,3,47,0,0,0,18,4,0,3,0,0,24,0,0,0,6,4,0,0,8,4,13,6,4,10,34,0,0,0,0,0,54,0,3,4,94,17,16,31,21,3,196,9,42,97,883,379,293,148,56,23,1922,0,0,4,53,24,8,10,6,0,106,0,0,0,21,5,5,0,0,0,28,0,5,5,26,15,11,3,0,0,66,3,24,20,163,45,22,7,4,0,291,0,0,0,95,12,44,52,26,57,290,0,4,12,182,86,64,53,37,5,450,8,39,24,72,26,29,22,12,3,237,11,52,163,901,488,465,290,133,61,2570
CED146,0,5,0,11,11,16,18,6,3,73,0,7,19,62,157,210,337,260,82,1144,0,4,3,11,3,0,0,0,0,22,0,0,3,20,8,10,10,3,0,54,6,25,68,725,470,325,191,54,11,1875,5,5,24,67,31,30,24,7,0,193,0,0,4,8,19,71,124,52,0,278,0,0,6,37,35,47,51,16,3,196,0,0,4,11,8,10,3,0,0,38,0,19,25,212,22,6,5,0,0,286,0,4,3,5,4,12,21,14,6,64,36,191,354,586,167,117,45,7,3,1512,0,0,0,3,7,12,12,6,3,42,7,66,71,207,145,47,5,3,0,556,0,3,0,3,3,3,0,0,0,13,12,40,124,549,327,331,124,34,5,1546,0,0,3,47,32,78,49,15,10,230,0,0,3,17,19,41,44,14,8,142,0,8,6,16,12,4,10,0,0,65,3,0,18,67,27,28,19,6,3,184
CED147,0,9,4,30,28,28,36,31,3,165,0,0,4,17,54,123,150,110,67,524,4,3,0,3,6,0,3,0,0,21,0,6,14,27,9,3,0,3,0,62,4,0,4,51,29,30,26,5,0,156,0,3,6,17,12,10,4,4,0,56,0,0,0,8,14,63,107,39,9,240,0,0,0,4,0,7,0,0,0,19,0,0,0,3,0,0,6,0,0,5,0,3,0,66,3,0,3,0,0,80,0,0,0,8,8,34,134,61,24,273,4,25,61,213,149,137,116,43,11,759,0,0,0,3,11,10,29,10,6,75,0,0,7,20,7,0,0,0,0,33,0,0,0,10,9,3,6,0,0,30,0,15,23,83,29,25,10,4,3,189,0,0,0,20,6,24,34,14,5,96,0,9,9,27,108,141,166,120,27,608,0,7,3,3,4,3,3,3,0,30,4,18,25,69,35,25,26,19,8,223
CED194,0,0,6,11,3,0,3,0,0,31,0,0,5,17,3,5,3,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,4,7,0,0,0,0,0,18,0,0,0,13,8,0,3,0,0,32,0,0,0,7,3,3,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,5,10,0,0,0,0,0,13,0,0,3,6,3,7,14,0,0,27,3,3,24,54,38,33,21,4,0,181,0,0,4,3,0,0,0,0,0,11,4,0,4,16,0,0,0,0,0,23,0,0,0,3,3,0,0,0,0,4,0,0,6,13,5,5,0,0,0,33,0,0,0,3,0,0,4,0,0,6,0,0,4,3,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,5,16,3,5,5,0,0,40
CED197,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
