CED_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
CED111,348,515,865,200,271,473,287,1154,1438,251,1895,2143,1108,3196,4297,1039,1442,2483,2894,1242,4137,2236,1326,3562,2876,1419,4294,2761,993,3752,2129,825,2956,2319,655,2974,4692,853,5551,3671,146,3813,2525,82,2600,1715,335,2055,3603,59,3669,3775,507,4286,513,901,1416,38950,17818,56765
CED112,302,339,640,168,197,368,257,781,1043,274,1483,1758,1065,3404,4475,1174,1662,2828,3393,1211,4603,2689,1339,4029,3322,1193,4513,3399,743,4139,2758,565,3320,2707,376,3079,5031,454,5487,3292,95,3388,1904,40,1943,1229,181,1411,2069,24,2087,3822,269,4093,656,1135,1788,39504,15482,54982
CED113,250,294,542,186,220,408,273,839,1115,275,1508,1779,1061,3097,4155,987,1551,2538,2820,1361,4185,2212,1498,3714,3109,1410,4526,3017,1028,4046,2208,798,3005,2267,582,2851,4514,814,5329,3129,73,3199,2217,53,2268,1618,309,1927,3495,50,3542,4056,225,4275,564,830,1393,38259,16536,54799
CED114,346,438,783,248,249,495,325,1163,1490,354,1882,2240,1434,3778,5210,1331,1879,3205,3687,1693,5377,2894,1882,4775,3813,1578,5388,3838,1055,4895,2788,652,3448,2747,457,3208,4862,631,5494,2929,111,3034,1655,44,1701,918,270,1180,1660,40,1694,4096,284,4385,984,1329,2315,40912,19417,60325
CED115,677,474,1149,274,156,433,611,802,1416,505,1207,1712,1580,1740,3321,1541,637,2180,3416,692,4108,2820,827,3649,3382,838,4219,3159,456,3622,2445,333,2776,2375,245,2620,4007,270,4279,2670,69,2737,1662,29,1687,1136,86,1221,1972,26,1992,3722,229,3951,652,522,1180,38617,9630,48247
CED116,306,374,683,229,241,463,346,1027,1369,339,1843,2187,1558,4089,5642,1396,2006,3397,4815,1486,6303,3406,1511,4914,4194,1215,5410,3779,725,4504,2449,562,3010,2396,381,2773,3850,464,4307,2414,47,2458,1382,22,1401,833,214,1049,1652,30,1682,3956,257,4215,749,1155,1905,40037,17629,57667
CED117,281,555,835,134,224,357,188,729,922,126,1112,1240,526,1727,2247,495,1108,1606,1221,1099,2316,1069,1391,2464,1624,1759,3386,1734,1522,3252,1551,1543,3090,1636,1317,2949,4005,2425,6426,3332,533,3865,2805,345,3145,2828,1381,4213,8813,598,9414,3227,1101,4332,276,536,808,35869,20999,56867
CED118,355,338,687,168,106,276,209,532,745,207,811,1018,742,1303,2045,825,607,1428,1867,552,2419,1773,730,2505,2573,778,3347,2845,621,3467,2655,505,3164,2928,397,3322,6500,571,7066,4953,91,5048,3568,63,3639,2525,170,2692,4395,53,4446,3567,205,3774,462,464,926,43128,8890,52020
CED119,215,227,439,124,95,216,136,346,487,109,590,696,563,1356,1922,530,762,1290,1469,616,2082,1478,710,2184,2200,813,3013,2230,496,2727,1997,539,2540,2280,419,2700,5181,548,5732,4490,81,4566,3434,30,3469,2488,212,2698,5819,39,5861,3627,147,3769,396,394,798,38763,8429,47189
CED120,243,261,509,139,180,317,215,561,776,189,996,1185,872,2209,3087,790,987,1776,2388,875,3265,2051,974,3024,2705,955,3656,2788,622,3406,2475,528,2997,2571,412,2974,5495,488,5991,4027,65,4095,2667,27,2689,1783,186,1971,3312,30,3345,3860,128,3983,664,605,1268,39229,11081,50315
CED121,264,358,624,187,189,377,290,841,1134,335,1441,1778,1227,3131,4359,1262,1316,2584,3627,1119,4743,2748,1244,3993,3509,1204,4716,3332,768,4102,2679,562,3244,2623,436,3057,5107,709,5819,3447,79,3524,2037,43,2075,1224,250,1475,2402,44,2444,3837,226,4065,688,822,1513,40829,14785,55614
CED122,571,1556,2124,189,398,582,273,1153,1421,199,1653,1846,793,2316,3111,832,1287,2115,1679,1144,2827,1569,1384,2958,2188,1567,3759,2227,1357,3585,2037,1219,3261,2040,1086,3135,4697,1944,6637,3810,490,4304,2975,350,3325,2613,990,3601,7173,512,7685,4029,1138,5168,523,843,1364,40418,22386,62803
CED123,310,329,641,96,156,249,248,604,851,242,1058,1294,900,2025,2925,1009,992,2002,2466,958,3420,2143,1178,3317,3087,1322,4402,3240,904,4144,2863,729,3591,3057,509,3566,6283,636,6911,4343,130,4469,2749,68,2810,1771,167,1939,3161,44,3202,3555,250,3801,611,663,1273,42124,12700,54820
CED124,340,371,711,264,265,530,342,1042,1383,341,1788,2128,1697,4402,6097,1520,1905,3424,5311,1479,6785,3491,1426,4918,4211,1084,5294,3664,562,4222,2402,397,2793,2242,288,2531,3481,342,3823,2105,46,2153,1194,17,1210,756,185,935,1420,29,1445,3815,202,4019,866,1148,2014,39444,16973,56417
CED125,313,266,574,141,138,280,290,544,830,314,882,1199,994,1627,2630,1171,754,1928,2617,692,3309,2319,926,3240,3117,982,4095,3209,673,3882,2988,534,3520,2951,370,3319,5706,476,6188,3951,78,4025,2493,35,2520,1586,118,1703,2722,30,2752,3632,167,3798,609,491,1103,41126,9777,50901
CED126,248,294,539,136,153,286,153,472,622,113,807,920,522,1617,2132,451,1145,1593,1261,989,2253,1340,1008,2351,2138,1118,3262,2178,778,2958,1830,708,2545,2094,493,2585,4564,841,5400,3813,127,3938,2863,59,2924,2583,539,3122,7790,89,7874,4203,264,4468,473,594,1063,38736,12093,50828
CED127,217,302,518,136,158,289,166,654,822,185,1009,1197,726,2294,3024,813,1327,2139,2062,1144,3200,1952,1208,3160,2812,1160,3975,2738,825,3558,2399,675,3073,2482,514,2997,4894,655,5542,3769,90,3862,2430,45,2477,1735,219,1954,3323,36,3358,3489,211,3707,454,612,1069,36788,13130,49918
CED128,544,430,968,205,164,367,383,642,1019,315,1054,1373,1317,1802,3125,1279,713,1990,3024,696,3720,2616,781,3402,3302,792,4092,3120,552,3677,2660,473,3133,2607,298,2901,4911,351,5257,3397,81,3477,2205,23,2233,1434,113,1543,2566,39,2602,3849,208,4056,634,452,1084,40349,9662,50016
CED129,345,211,559,152,91,246,174,244,415,119,407,522,512,1050,1559,518,647,1164,1375,538,1918,1460,527,1986,2133,599,2735,2152,459,2609,1940,417,2352,2166,345,2514,5087,603,5689,4291,81,4368,3555,46,3596,2975,258,3231,7740,60,7799,3775,163,3935,358,290,650,40833,7027,47861
CED130,347,402,745,209,259,462,380,1100,1480,352,1823,2171,1442,3850,5299,1419,1787,3204,3888,1632,5520,2944,1597,4542,3683,1355,5038,3571,796,4362,2469,593,3063,2534,492,3023,4193,606,4803,2488,85,2572,1439,45,1483,859,247,1104,1560,47,1602,3881,301,4184,834,1161,1993,38484,18165,56655
CED131,249,473,724,114,242,353,271,1127,1396,246,1866,2110,891,3419,4307,998,1675,2668,2594,1522,4113,2159,1674,3829,2808,1779,4583,2846,1373,4217,2369,1086,3459,2428,826,3253,4827,1284,6119,3672,283,3952,2467,150,2614,1538,455,1995,3372,136,3503,3537,765,4299,430,897,1329,37813,21035,58846
CED132,497,668,1168,149,252,397,181,565,748,125,894,1025,428,1447,1872,445,1014,1461,931,1012,1941,992,1299,2292,1511,1576,3088,1618,1500,3118,1473,1522,2997,1705,1356,3058,4397,2930,7330,3467,373,3837,2940,278,3217,3629,2256,5884,12781,479,13267,4160,718,4877,346,540,887,41790,20682,62469
CED133,303,396,697,219,246,460,357,1270,1632,348,2024,2371,1655,4666,6320,1697,2069,3767,4829,1686,6509,3578,1702,5284,4459,1355,5815,3953,727,4678,2748,479,3225,2693,372,3061,4068,389,4455,2325,53,2374,1232,24,1259,713,191,911,1188,25,1207,3887,355,4244,689,1068,1759,40941,19098,60035
CED134,344,378,726,214,240,452,351,1169,1524,392,1876,2270,1396,3510,4908,1338,1491,2829,3440,1377,4821,2587,1526,4116,3320,1407,4729,3104,883,3990,2306,688,2995,2405,563,2969,4234,734,4967,2679,74,2754,1636,33,1677,926,330,1260,1715,34,1755,4272,253,4529,1100,1349,2446,37775,17927,55700
CED135,608,589,1192,208,227,436,423,935,1356,344,1417,1759,1165,1843,3010,1161,971,2130,2454,971,3425,2301,1235,3535,3342,1360,4704,3521,1072,4590,3231,942,4169,3214,795,4011,6500,1163,7665,4154,284,4432,2819,179,2998,2048,327,2367,3488,237,3725,3791,536,4325,449,627,1071,45207,15697,60905
CED136,281,334,614,171,166,339,292,807,1108,328,1453,1777,1280,3297,4573,1332,1487,2824,3883,1213,5091,2919,1418,4336,3727,1239,4965,3631,742,4371,2859,570,3430,2760,435,3201,4987,547,5532,3358,64,3423,1873,26,1902,1081,184,1263,1974,33,2005,3883,246,4125,653,905,1564,41284,15162,56447
CED137,767,1173,1943,258,265,517,328,693,1016,271,991,1265,805,1587,2396,816,992,1807,1881,957,2836,1803,1167,2968,2677,1439,4109,2653,1182,3832,2328,1147,3469,2427,930,3354,5408,1796,7205,4038,394,4428,3085,242,3331,2855,985,3838,7574,428,8001,4026,801,4832,370,535,905,44361,17698,62053
CED138,265,397,669,196,247,435,273,964,1239,287,1840,2130,1249,4147,5398,1382,2299,3688,3961,1639,5602,2972,1644,4614,3912,1462,5372,3683,879,4561,2579,597,3173,2477,499,2968,4227,546,4774,2572,124,2702,1458,55,1517,878,262,1139,1802,42,1845,3981,557,4535,688,1150,1846,38850,19370,58217
CED139,279,364,642,199,266,459,335,1080,1408,360,1820,2175,1347,3682,5030,1300,1677,2978,3671,1562,5239,2802,1643,4444,3698,1380,5077,3548,878,4427,2538,576,3115,2700,495,3190,4489,582,5071,2744,78,2829,1655,52,1701,945,260,1208,1708,36,1748,3947,258,4207,851,1196,2044,39118,17887,57001
CED140,249,421,672,157,198,361,214,792,1011,228,1481,1710,950,3470,4418,1000,1863,2865,2907,1374,4277,2457,1348,3805,3129,1226,4354,3025,860,3889,2284,624,2909,2432,524,2949,4643,684,5327,3210,100,3316,2113,57,2168,1483,294,1775,2779,48,2833,3760,306,4065,567,1002,1573,37591,16681,54272
CED141,224,335,561,161,167,327,239,777,1015,276,1480,1759,1109,3612,4721,1094,1583,2676,3828,1188,5011,2573,1254,3828,3441,1121,4563,3242,706,3944,2430,576,3005,2539,390,2932,4713,510,5224,3357,78,3437,2144,25,2173,1350,203,1558,2537,30,2564,3611,240,3848,596,876,1465,39478,15140,54618
CED142,755,3606,4365,180,650,830,302,1667,1977,231,2282,2511,618,2543,3164,591,1539,2128,1139,1654,2800,1146,2150,3294,1601,2776,4376,1703,2597,4303,1595,2635,4228,1760,2323,4081,4520,5061,9583,3761,1148,4912,3176,840,4013,3065,3726,6791,8898,1684,10584,3478,2387,5866,309,995,1303,38838,42266,81100
CED143,273,379,655,105,162,262,126,446,574,91,712,806,348,1404,1752,383,1018,1398,793,935,1724,927,1173,2104,1466,1361,2828,1573,1158,2730,1444,1183,2626,1545,1027,2568,3856,1853,5707,3190,262,3457,2588,214,2804,3312,1596,4910,11612,338,11952,4177,604,4779,359,518,880,38170,16352,54524
CED144,726,612,1332,273,206,481,501,889,1390,398,1263,1657,1433,2048,3481,1561,937,2502,3238,868,4110,3000,987,3986,3697,1055,4750,3407,702,4110,2644,538,3186,2480,420,2903,4506,581,5088,2873,173,3046,1953,75,2033,1317,183,1498,2772,79,2856,4097,448,4544,589,590,1176,41455,12661,54119
CED145,287,547,836,119,193,311,117,532,651,106,794,896,308,1353,1658,325,1148,1471,691,1104,1798,788,1438,2227,1200,1777,2975,1300,1555,2853,1129,1531,2663,1287,1316,2603,3075,2703,5784,2637,522,3164,2332,388,2716,2945,2721,5668,11327,1105,12430,3750,1306,5052,402,651,1052,34131,22688,56820
CED146,429,264,686,237,125,364,382,592,972,343,910,1256,1101,1366,2468,1193,506,1698,2490,491,2978,2298,612,2901,3065,587,3656,3071,393,3464,2807,322,3129,2627,218,2847,5223,268,5486,3691,47,3736,2436,16,2450,1577,88,1665,2921,21,2941,3902,122,4023,658,526,1181,40439,7473,47915
CED147,310,328,641,218,173,386,282,733,1012,291,1520,1813,1179,3023,4202,1187,1351,2536,3727,1005,4737,2592,1115,3705,3444,1043,4482,3321,597,3917,2755,531,3289,2718,373,3092,5101,514,5620,3340,57,3399,1986,26,2005,1263,199,1467,2387,27,2413,3865,197,4061,607,833,1437,40573,13653,54222
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
