SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL10028,0,10,4,12,0,26,0,5,12,6,19,5,41,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,7,5,7,3,6,35,28,123,11,202
SAL10029,0,0,0,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,4,0,9,6,20,6,51
SAL10030,49,187,29,19,5,510,206,34,273,47,33,9,601,24,4,66,29,21,4,146,16,5,62,21,36,4,145,38,3,110,20,17,21,216,1276,277,2883,643,597,118,5795
SAL10031,15,64,22,30,8,177,20,5,52,20,30,0,138,0,0,7,5,4,0,13,0,0,8,10,31,0,58,0,0,9,10,17,8,52,117,43,393,218,384,29,1183
SAL10032,0,0,0,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,12,0,20,0,43
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,19
SAL10035,0,3,0,0,0,8,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,13,0,38
SAL10036,30,122,38,47,0,301,57,19,152,84,65,17,393,6,5,11,3,12,0,46,3,7,21,20,50,0,99,19,3,47,14,22,12,115,390,134,1069,482,624,68,2762
SAL10037,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,10,0,30
SAL10038,15,53,24,11,0,154,78,17,186,75,46,12,411,3,0,9,0,5,0,27,5,4,18,6,16,0,47,25,0,33,13,14,12,100,421,77,829,350,311,70,2052
SAL10039,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,20
SAL10040,0,7,0,4,0,8,0,0,0,4,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,22,3,46
SAL10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,4,49
SAL10042,0,4,0,0,0,4,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,0,0,20
SAL10043,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,18
SAL10044,0,0,0,6,0,5,4,0,0,6,0,0,11,0,0,3,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,21,16,20,0,66
SAL10045,7,8,6,8,0,38,6,0,16,3,7,0,24,0,0,0,0,0,0,3,0,0,0,4,0,0,8,0,0,0,4,0,0,6,12,9,53,44,59,3,181
SAL10046,26,125,30,36,0,258,46,22,154,90,142,15,467,0,4,6,4,9,0,19,3,0,15,14,59,4,87,0,4,6,5,23,11,50,137,73,488,294,692,61,1753
SAL10047,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,32
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,17
SAL10049,7,46,14,40,0,134,19,12,84,76,108,8,313,0,0,4,4,10,0,12,0,0,4,5,58,0,74,3,0,10,13,33,6,62,91,40,341,272,775,46,1573
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,10
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,8,9,0,18
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,15
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,23
SAL10056,0,0,0,4,0,5,0,0,4,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,33,0,58
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10
SAL10059,0,3,0,0,0,5,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,23,11,20,0,62
SAL10060,3,3,0,0,0,11,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,10,11,10,51,0,86
SAL10061,9,43,27,27,0,116,14,4,46,31,81,7,183,0,0,4,0,5,0,18,0,3,8,14,37,0,59,3,0,3,3,21,4,34,55,20,188,196,617,34,1117
SAL10062,38,186,34,24,5,528,218,50,310,54,43,19,694,30,5,81,17,12,3,149,29,4,49,17,30,4,135,25,9,92,19,21,7,158,1105,227,2241,485,483,71,4612
SAL10063,3,29,10,10,0,68,5,3,23,5,12,0,45,0,0,4,0,5,0,4,0,0,5,4,21,0,32,4,0,3,6,6,5,25,48,13,133,82,238,11,522
SAL10064,10,76,17,25,0,152,9,3,38,30,45,6,137,0,0,0,0,4,0,3,0,0,3,4,33,0,38,0,0,3,5,30,3,40,38,20,210,171,569,30,1034
SAL10065,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,17
SAL10066,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6
SAL10067,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL10068,0,5,0,0,0,8,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,14,0,37
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL10070,4,6,5,0,0,15,0,0,10,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,11,8,32,19,61,7,137
SAL10071,0,0,3,0,0,10,0,5,4,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,6,9,5,13,33,0,65
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL10073,5,28,11,14,0,65,13,0,24,8,8,3,62,0,0,0,0,3,0,8,0,0,0,7,22,0,34,6,0,9,7,6,3,22,69,29,168,94,181,13,556
SAL10074,3,14,9,18,0,44,5,7,19,22,35,0,93,0,0,0,0,4,0,10,0,0,0,0,16,0,16,0,0,0,6,19,4,24,16,11,89,83,255,14,468
SAL10075,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,12
SAL10076,0,8,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,21,8,30,3,73
SAL10077,0,7,0,3,0,14,0,0,9,0,4,0,11,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,23,13,49,5,92
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL10079,0,11,5,4,0,28,6,0,22,7,43,0,72,0,0,0,0,4,0,5,0,0,0,0,23,0,23,0,0,0,0,5,4,11,8,3,56,43,214,15,342
SAL10080,0,0,0,3,0,3,0,0,5,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,4,31,3,48
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SAL10082,0,14,0,5,0,20,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,3,0,33,14,57,4,118
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10085,4,3,0,3,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,6,19,0,40
SAL10086,175,671,181,242,31,1979,231,91,537,228,321,34,1443,9,4,25,13,30,5,86,17,3,57,28,161,8,271,30,0,37,19,60,25,174,1420,404,2222,956,2355,191,7544
SAL10087,16,153,44,29,5,377,92,30,213,63,83,19,495,5,5,40,7,11,0,66,11,5,25,24,59,4,116,31,0,65,23,27,30,170,773,130,1732,628,738,157,4152
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10089,3,7,0,0,0,6,0,0,5,4,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,4,3,12,17,31,20,86
SAL10090,0,13,5,3,0,37,4,0,16,7,8,0,37,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,6,0,8,14,12,76,26,76,7,213
SAL10091,32,144,18,16,4,362,186,38,257,47,33,11,574,11,7,23,4,3,0,50,13,5,36,18,29,0,101,34,5,82,21,8,18,161,1184,217,1977,415,331,98,4223
SAL10092,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,18
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10
SAL10094,19,83,10,16,0,189,43,8,77,27,31,0,183,0,0,6,0,10,0,21,6,0,11,7,19,0,44,4,0,8,7,15,3,42,217,72,487,190,247,31,1239
SAL10095,0,0,0,0,0,9,0,0,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,34,4,64
SAL10096,0,3,0,0,0,10,0,0,7,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,15,14,38,4,76
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10098,0,7,0,10,0,27,4,3,27,26,31,0,94,0,0,0,3,0,0,3,0,0,0,0,11,0,15,0,0,3,0,18,7,26,16,4,95,63,190,29,401
SAL10099,82,411,94,58,12,1087,392,86,725,237,191,32,1667,37,10,91,27,41,4,208,45,5,103,46,50,5,258,70,12,158,53,58,74,414,2205,441,4384,1316,1195,275,9813
SAL10100,0,0,4,5,0,15,0,0,5,3,10,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,9,0,3,17,20,68,18,127
SAL10101,0,4,0,0,0,10,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,5,0,5,0,5,14,16,57,0,96
SAL10102,0,16,9,21,3,52,8,10,33,25,99,9,185,0,0,0,0,0,0,5,0,0,4,3,25,0,45,0,0,3,0,31,7,43,23,22,107,79,470,40,729
SAL10103,17,74,19,30,3,181,42,14,106,65,90,12,326,0,0,0,0,8,0,7,0,0,4,11,45,0,67,0,0,11,10,18,5,44,144,45,400,284,713,36,1629
SAL10104,20,121,27,33,6,263,78,23,263,86,56,12,520,7,0,12,5,3,0,29,7,4,23,11,33,3,86,26,0,36,11,17,9,97,573,101,1185,382,408,64,2717
SAL10105,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18
SAL10106,0,8,0,3,0,14,3,0,7,3,13,0,31,0,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,0,0,12,3,17,3,3,34,23,102,13,177
SAL10107,35,217,70,33,19,524,363,66,725,368,240,52,1816,11,0,29,12,12,4,67,25,3,52,46,52,3,190,110,15,177,148,101,157,715,1820,206,3374,1777,1207,483,8857
SAL10108,0,0,0,0,0,7,0,0,0,5,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,14,10,15,3,49
SAL10109,26,76,21,9,3,202,52,17,107,22,21,5,217,6,0,6,3,3,0,22,7,0,7,4,10,0,25,3,3,11,0,5,0,26,236,71,464,130,191,16,1099
SAL10110,13,88,16,25,0,213,64,14,173,70,55,11,380,5,0,0,4,3,0,17,8,0,9,17,39,0,82,11,4,39,8,33,10,115,351,56,754,326,558,63,2106
SAL10111,0,0,0,0,0,3,0,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,25,4,35
SAL10112,38,165,45,37,6,392,70,30,190,86,73,11,463,7,0,32,17,11,3,77,7,0,21,27,58,3,123,21,0,68,41,23,18,174,479,155,1384,679,953,116,3772
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL10114,0,6,0,0,0,13,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,10,9,3,21,8,35,4,79
SAL10115,26,138,23,36,0,253,55,24,176,61,44,9,364,4,0,10,4,5,3,25,0,0,7,12,31,0,55,5,0,21,5,8,0,50,172,75,634,307,496,34,1728
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,6,19,6,9,4,54,8,4,30,26,47,3,115,0,0,4,4,0,0,6,0,0,0,8,17,0,27,0,0,3,0,8,9,14,20,21,103,101,273,21,537
SAL10118,0,3,0,5,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,3,0,5,0,0,0,0,0,0,0,11,0,22,9,22,6,73
SAL10119,0,12,0,3,0,15,0,0,6,5,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,4,4,0,26,16,80,0,128
SAL10120,5,5,0,0,0,6,0,0,0,9,6,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,17,15,37,3,78
SAL10121,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,11,20,3,35
SAL10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,17
SAL10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11
SAL10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
SAL10130,0,0,0,0,0,5,0,0,0,6,5,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,3,15,0,38
SAL10131,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,3,0,5,9,4,36,3,53
SAL10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9
SAL10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,7,3,0,5,0,14,0,25
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL10135,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,19
SAL10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13
SAL10137,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,10
SAL10138,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11
SAL10139,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,8,0,24
SAL10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SAL10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7
SAL10143,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,7,0,23
SAL10144,0,11,5,8,0,25,4,0,11,8,4,4,36,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,12,12,0,45,38,103,12,206
SAL10145,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,26,3,44
SAL10146,0,15,4,7,0,29,3,0,16,14,25,0,62,0,0,0,0,0,0,3,0,0,0,0,16,0,14,0,0,0,0,15,3,20,16,5,49,45,156,12,283
