SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL10021,0,0,3,0,0,0,0,0,0,3,24,20,37,45,58,34,3,0,0,226,3,0,13,8,10,4,5,5,0,45,0,0,0,0,0,0,0,0,0,3,9,0,6,9,6,7,3,0,0,38,0,0,0,5,6,0,0,0,0,15,0,15,23,17,27,19,3,0,0,95,3,0,4,4,11,3,0,0,0,23,3,8,9,3,7,6,0,0,0,43,12,0,0,0,3,4,0,0,0,19,0,3,6,0,3,7,0,0,0,25,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,5,4,11,12,10,0,0,0,39,0,6,13,4,8,3,0,0,0,33,5,3,9,8,16,13,4,0,0,48,0,0,0,0,0,0,0,0,0,6
SAL10022,5,8,3,6,5,3,0,0,0,23,25,38,113,93,56,32,7,0,0,357,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,15,3,15,3,0,0,0,51,0,0,4,3,0,0,0,0,0,8,0,4,20,9,3,0,0,0,0,39,0,3,3,4,3,3,0,0,0,14,8,10,22,23,12,7,0,0,0,86,12,9,8,11,5,0,0,0,0,50,0,6,19,13,12,6,0,0,0,58,0,0,0,3,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,4,13,14,0,0,0,0,0,30,3,4,10,11,13,10,0,0,0,49,0,5,12,9,11,3,0,0,0,39,0,7,9,7,7,0,0,0,0,32,4,9,37,39,25,13,5,0,0,134,0,0,3,0,0,0,0,0,0,4
SAL10023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,5,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3
SAL10024,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,0,20,0,0,0,5,3,5,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL10025,0,10,18,14,18,8,0,0,0,69,283,351,746,715,749,499,68,8,0,3416,0,0,6,3,4,4,0,0,0,16,4,4,39,66,34,21,0,0,0,180,13,35,92,80,143,103,15,0,0,486,3,6,15,26,35,12,0,0,0,88,57,108,206,163,132,107,22,0,0,802,3,10,28,27,32,29,7,0,0,129,100,106,160,120,160,87,15,3,0,748,222,78,69,44,36,27,0,0,0,481,4,21,70,85,119,111,13,0,0,438,0,0,7,11,5,4,0,0,0,32,3,11,53,48,38,29,0,0,0,177,6,11,25,31,19,9,0,0,0,89,0,26,68,65,53,31,14,3,0,258,3,9,58,50,44,49,6,0,0,214,9,40,92,133,127,79,9,3,0,490,14,47,123,137,129,85,12,0,0,557,34,109,266,236,266,198,30,0,0,1145,14,8,19,13,17,14,3,0,0,82
SAL10026,0,11,9,10,9,3,0,0,0,47,98,156,336,277,281,247,40,0,0,1439,0,0,6,0,0,0,0,0,0,9,0,5,16,5,14,8,0,0,0,46,5,18,46,28,41,43,16,0,0,188,0,4,12,12,10,5,0,0,0,44,26,55,93,68,44,58,6,0,0,356,0,0,12,14,9,12,5,0,0,59,32,44,62,54,66,44,14,0,0,326,65,22,35,20,23,14,6,0,0,193,8,12,30,30,34,44,7,0,0,161,3,5,0,3,3,3,0,0,0,18,0,3,13,23,13,5,3,0,0,54,0,3,3,3,8,3,6,0,0,28,0,8,29,22,19,6,0,0,0,78,0,14,11,38,27,21,0,0,0,114,5,4,55,51,41,43,3,0,0,199,8,17,49,31,38,46,13,0,0,204,7,62,159,104,116,122,16,0,0,589,7,0,9,3,8,0,0,0,0,29
SAL10027,5,3,10,3,10,3,0,0,0,38,92,108,240,234,296,213,101,11,0,1301,0,0,0,6,4,6,6,4,0,38,0,0,0,0,0,0,0,0,0,7,8,12,40,33,38,21,15,0,0,172,0,0,5,5,3,0,0,0,0,20,10,19,44,45,36,33,17,0,0,209,0,8,5,7,13,12,15,3,0,56,40,30,41,31,20,26,22,0,0,203,65,33,43,23,35,20,10,0,0,237,4,4,20,13,21,17,8,0,0,81,0,4,8,8,5,4,4,0,0,36,0,3,11,16,15,4,5,0,0,53,0,0,4,3,11,12,3,0,0,32,0,3,34,31,33,34,15,3,0,155,4,3,9,5,8,10,10,0,0,49,4,12,29,53,61,38,10,0,0,201,9,12,33,64,80,55,33,0,0,288,3,44,114,95,107,88,50,3,0,499,6,8,4,6,9,3,0,0,0,29
SAL10028,0,0,0,0,0,0,0,0,0,0,9,12,24,31,26,33,9,0,0,145,0,0,6,0,5,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,3,0,3,3,3,8,3,0,0,32,7,0,0,5,0,0,0,0,0,18,0,0,0,8,0,7,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,4,3,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,9,0,0,5,3,0,7,3,0,0,20,0,3,3,6,4,11,7,0,0,30,0,4,10,12,12,19,0,0,0,56,0,0,0,0,0,0,0,0,0,0
SAL10029,0,0,0,0,0,0,0,0,0,0,0,4,9,6,3,12,3,0,0,39,3,0,6,0,6,8,5,4,0,33,0,0,5,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SAL10030,0,16,54,40,10,6,0,0,0,121,42,239,1324,862,471,223,49,5,0,3220,0,0,4,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,11,0,5,77,49,39,19,9,0,0,192,0,0,18,11,10,0,0,0,0,42,0,16,148,53,40,19,9,0,0,285,0,9,54,48,41,11,0,0,0,165,22,50,189,126,65,29,9,0,0,478,17,37,126,77,28,18,8,0,0,303,0,5,67,59,61,40,5,0,0,240,0,13,153,98,50,16,0,0,0,349,0,36,274,237,118,35,5,0,0,705,0,7,44,44,28,5,0,0,0,140,0,73,583,358,145,83,21,0,0,1262,0,11,77,57,29,17,7,0,0,207,0,44,188,136,108,46,9,0,0,531,4,31,184,147,93,69,22,0,0,555,4,44,269,154,101,66,11,0,0,652,3,8,71,48,24,16,0,5,0,188
SAL10031,0,0,7,0,3,3,3,0,0,27,51,76,123,137,165,187,39,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,5,10,13,21,24,6,0,0,83,0,0,0,3,5,0,0,0,0,13,15,20,35,40,23,39,13,0,0,182,0,8,8,9,12,16,10,0,0,62,26,20,25,22,15,31,6,0,0,154,25,14,3,4,6,4,0,0,0,56,0,4,15,16,29,20,9,0,0,95,0,4,7,5,5,7,0,0,0,25,0,4,26,22,24,25,4,0,0,102,0,3,4,4,5,7,0,0,0,30,0,23,26,31,25,31,6,0,0,143,0,6,3,8,13,21,0,0,0,45,0,4,17,19,22,26,6,0,0,94,8,11,36,29,46,56,11,0,0,203,3,10,35,25,33,46,10,0,0,161,0,13,4,0,0,0,0,0,0,21
SAL10032,0,0,0,0,0,0,0,0,0,0,4,5,0,6,9,4,0,0,0,32,0,4,0,0,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10035,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,4,4,0,0,20,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL10036,3,5,3,11,26,15,0,0,0,65,113,147,204,422,516,285,77,5,0,1773,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,3,0,0,0,10,22,7,19,31,44,31,14,0,0,155,0,0,0,11,4,4,0,0,0,25,9,33,47,86,95,54,8,0,0,339,0,5,12,21,37,21,4,0,0,109,56,54,28,40,49,54,8,0,0,297,59,36,20,16,29,16,0,0,0,176,6,5,7,21,31,31,10,0,0,108,3,3,14,31,39,15,4,0,0,102,0,15,20,101,115,46,6,0,0,300,4,5,12,12,26,8,6,0,0,78,7,26,45,129,166,71,22,0,0,466,5,3,19,29,35,24,4,0,0,116,6,8,23,36,59,31,6,0,0,162,13,37,35,87,105,58,20,0,0,343,4,37,64,93,125,92,36,5,0,450,10,4,17,12,13,8,0,0,0,60
SAL10037,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,8,0,0,0,27,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10038,4,4,11,17,0,10,4,0,0,45,37,140,393,256,224,173,31,3,0,1251,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,38,17,34,35,6,0,0,141,0,0,4,6,0,4,0,0,0,14,0,6,33,34,28,29,7,0,0,142,0,3,18,14,14,8,5,0,0,63,14,45,103,60,31,27,15,0,0,297,24,49,65,26,23,20,4,0,0,210,0,13,35,44,38,37,18,0,0,179,0,0,9,19,6,4,0,0,0,46,0,12,55,36,28,15,0,0,0,161,0,3,9,11,9,5,4,0,0,43,4,15,75,57,44,20,13,4,0,223,0,20,45,26,12,13,8,0,0,118,0,3,28,23,31,23,7,0,0,114,9,19,48,47,29,27,7,0,0,182,0,60,189,95,66,62,18,0,0,488,0,5,8,14,0,4,3,0,0,33
SAL10039,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,14,0,0,0,0,3,5,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10040,0,0,0,0,0,0,0,0,0,0,3,0,4,3,9,7,7,0,0,38,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0
SAL10041,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,9,3,0,0,31,0,0,0,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,3,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,9,0,0,0,3,5,6,8,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10044,0,0,0,0,0,0,0,0,0,0,4,3,10,8,8,9,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,0,0,12,0,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,5,0,0,11,0,3,0,0,0,0,0,0,0,4
SAL10045,0,0,0,0,0,0,0,0,0,3,4,5,11,14,32,32,5,0,0,108,0,0,0,0,0,12,4,0,0,19,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,3,7,7,4,0,0,0,19,0,0,0,0,7,0,0,0,0,4,5,0,4,0,5,5,0,0,0,23,3,0,0,0,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,12,0,0,7,5,10,11,3,0,0,36,0,0,5,3,4,13,0,0,0,28,0,0,0,0,0,0,0,0,0,3
SAL10046,4,3,0,3,10,4,6,0,0,35,87,81,195,249,302,284,68,15,0,1282,4,4,13,23,23,25,14,12,0,115,0,0,0,4,0,5,0,0,0,17,10,5,21,19,25,21,5,0,0,107,0,0,0,5,6,6,0,0,0,23,6,12,46,41,41,36,16,0,0,189,0,0,5,0,10,12,6,0,0,45,43,32,35,48,51,22,11,5,0,244,65,18,35,24,18,23,10,0,0,194,0,0,8,13,12,21,4,0,0,60,8,0,0,5,0,3,4,0,0,19,0,0,6,13,12,9,0,0,0,33,0,4,3,5,8,6,0,0,0,29,0,10,17,33,22,22,11,0,0,122,4,0,7,15,17,26,5,0,0,73,0,4,17,20,36,38,8,0,0,130,3,16,38,55,77,71,9,0,0,275,8,24,92,113,138,155,33,0,0,564,5,0,3,7,8,8,4,0,0,26
SAL10047,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,4,0,0,0,17,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
