SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL10056,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8
SAL10060,0,0,0,0,0,0,4,0,0,4,4,0,8,0,0,0,8,14,0,21
SAL10061,0,0,0,0,0,0,0,0,0,52,47,10,108,0,4,3,109,73,0,181
SAL10062,0,0,0,0,0,0,0,0,3,113,69,21,199,3,0,6,210,72,0,274
SAL10063,0,0,0,0,0,0,0,0,0,18,10,0,24,6,0,6,31,10,0,34
SAL10064,0,0,0,0,0,0,0,0,5,51,22,8,82,4,0,3,80,40,0,125
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10068,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,7
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10070,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,11,9,0,18
SAL10071,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,4
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,0,0,0,0,0,0,0,0,0,14,8,3,29,0,0,0,27,15,0,42
SAL10074,0,0,0,0,0,0,0,0,0,17,19,0,38,0,0,3,42,32,0,76
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10076,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,10
SAL10077,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,10,5,0,16
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10079,0,0,0,0,0,0,0,0,0,20,26,9,55,0,0,3,59,50,0,106
SAL10080,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,4,7,0,15
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10082,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5
SAL10083,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10086,0,0,0,0,0,0,8,4,11,286,246,35,570,21,17,34,603,417,8,1028
SAL10087,0,0,0,0,0,0,3,4,12,117,76,29,218,8,0,12,227,229,11,467
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10089,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,17,0,18
SAL10090,0,0,0,0,0,0,0,0,0,5,7,0,17,0,0,0,17,10,0,26
SAL10091,0,0,0,0,0,0,0,0,5,131,61,15,207,3,9,12,222,105,3,328
SAL10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10094,0,0,0,0,0,0,0,0,5,45,26,12,83,0,0,0,89,58,0,149
SAL10095,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,8
SAL10096,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8
SAL10097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10098,0,0,0,0,0,0,0,6,0,26,24,9,58,0,0,0,60,178,6,251
SAL10099,0,7,0,0,0,7,0,6,9,237,160,56,448,17,11,26,472,338,11,823
SAL10100,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,11,18,0,29
SAL10101,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,4,0,8
SAL10102,0,0,0,0,0,0,8,10,17,49,69,7,131,14,12,20,153,172,17,334
SAL10103,0,0,0,0,0,0,0,0,0,77,36,9,124,0,3,5,136,47,0,183
SAL10104,0,0,0,0,0,0,0,0,0,89,63,12,169,0,0,5,169,59,0,235
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10106,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,13,12,0,18
SAL10107,0,0,0,0,0,0,7,17,21,169,156,62,389,33,18,49,442,748,32,1220
SAL10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10109,0,0,0,0,0,0,0,0,0,32,23,7,54,3,0,3,62,32,0,91
SAL10110,0,0,0,0,0,0,0,0,0,76,35,21,132,10,3,7,140,102,3,243
SAL10111,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,4
SAL10112,0,0,0,0,0,0,0,0,0,107,82,20,215,9,4,12,223,105,0,335
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10114,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,6
SAL10115,0,0,0,0,0,0,0,0,0,58,51,9,122,0,3,3,121,53,0,183
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,0,0,0,0,0,0,0,0,0,35,17,8,54,0,0,0,54,44,0,95
SAL10118,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SAL10119,0,0,0,0,0,0,0,0,0,3,4,0,8,6,0,0,9,8,0,10
SAL10120,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,8,0,11
SAL10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8
SAL10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10131,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL10132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10133,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,8
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10144,0,0,0,0,0,0,0,0,0,11,8,3,20,0,0,0,23,7,0,26
SAL10145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10146,0,0,0,0,0,0,0,0,0,5,11,5,22,0,0,0,18,14,0,36
SAL10147,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,3
SAL10148,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,4,0,4
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL10154,0,0,0,0,0,0,0,3,3,139,70,12,228,5,0,5,234,72,4,312
SAL10155,0,0,0,0,0,0,0,0,0,30,7,0,40,0,4,6,45,26,0,66
SAL10156,0,0,0,0,0,0,0,6,3,72,52,16,143,11,4,9,153,122,6,271
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10162,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
SAL10163,0,0,0,0,0,0,3,6,10,117,143,17,275,7,7,11,289,226,8,523
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10165,0,0,0,0,0,0,0,0,0,153,54,17,225,6,4,8,236,118,4,359
SAL10166,0,0,0,0,0,0,0,0,0,24,7,5,36,0,0,0,32,16,0,49
SAL10167,0,0,0,0,0,0,0,0,0,13,5,0,22,0,0,0,22,3,0,28
SAL10168,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,5,0,10
SAL10169,0,0,0,0,0,0,0,0,3,14,8,0,26,0,0,0,26,19,0,44
SAL10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10174,0,0,0,0,0,0,0,0,0,6,3,0,12,0,0,0,12,9,0,22
SAL10175,3,3,0,0,0,3,0,0,3,21,42,3,72,0,0,0,72,34,0,106
SAL10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10177,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,0,0,4
SAL10178,0,0,0,0,0,0,0,0,0,67,38,12,119,0,0,0,121,64,0,188
SAL10179,0,0,0,0,0,0,0,0,0,48,26,3,75,8,3,10,81,77,0,157
SAL10180,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,6,12,6,0,16
SAL10181,3,10,0,0,0,7,9,19,39,270,242,119,637,38,47,85,719,1092,37,1853
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10184,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10186,9,9,0,0,0,9,9,5,21,216,227,37,481,10,4,20,497,368,7,875
SAL10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL10188,0,0,0,0,0,0,0,0,0,14,11,0,20,0,0,0,23,3,0,28
SAL10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10191,0,0,0,0,0,0,0,0,3,7,10,0,15,0,0,0,17,18,0,29
SAL10192,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,4
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,0,0,0,0,0,0,0,0,0,50,27,11,83,0,0,7,90,32,0,124
SAL10195,0,0,0,0,0,0,0,0,3,59,37,18,111,6,0,3,114,70,0,191
SAL10196,0,0,0,0,0,0,0,0,0,22,14,6,45,0,0,0,45,36,0,84
SAL10197,0,0,0,0,0,0,0,0,0,26,16,8,49,0,0,4,51,53,0,108
SAL10198,0,0,0,0,0,0,0,0,0,8,3,0,7,0,0,0,10,8,0,20
SAL10199,0,0,0,0,0,0,0,0,0,56,44,12,107,4,0,10,116,83,0,197
SAL10200,0,0,0,0,0,0,0,0,0,13,17,0,27,0,0,0,27,14,0,46
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,3,0,9
SAL10203,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,12,12,0,14
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,0,0,0,0,0,0,0,0,0,23,18,3,44,0,0,0,51,32,0,83
SAL10206,0,0,0,0,0,0,5,0,5,25,22,5,49,0,0,0,51,20,0,63
SAL10207,0,0,0,0,0,0,0,0,0,9,12,4,24,4,3,3,28,27,6,63
SAL10208,0,4,0,0,0,6,4,0,9,86,112,17,220,6,4,14,234,221,3,455
SAL10209,0,0,0,0,0,0,0,0,0,8,7,0,16,0,0,0,16,10,0,21
SAL10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10217,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,6,7,0,17
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10223,0,0,0,0,0,0,0,0,0,21,13,0,37,0,3,4,45,30,0,73
SAL10224,0,3,0,0,0,3,8,5,17,82,69,34,178,11,9,20,199,297,17,510
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10226,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,3
SAL10227,0,4,0,0,0,4,0,3,7,164,151,42,357,4,8,10,364,282,8,656
SAL10228,0,0,0,0,0,0,0,0,0,30,29,3,55,3,0,3,57,48,4,107
SAL10229,0,0,0,0,0,0,6,7,4,11,18,0,28,0,0,7,30,43,5,81
SAL10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10231,0,0,0,0,0,0,0,3,4,114,81,12,211,5,6,13,224,126,3,353
SAL10232,0,0,0,0,0,0,0,0,0,14,4,0,19,0,0,4,27,27,0,51
SAL10233,0,8,0,0,0,8,6,0,12,435,226,60,719,19,12,36,760,431,3,1191
SAL10234,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,8,0,0,12
SAL10235,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,11,9,0,20
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,0,0,0,0,0,0,0,0,0,16,33,11,52,0,0,0,55,18,0,74
SAL10238,0,0,0,0,0,0,0,0,0,105,67,16,183,7,0,7,192,81,0,273
SAL10239,0,0,0,0,0,0,0,0,0,12,4,0,16,0,0,0,20,6,0,26
SAL10240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10243,0,0,0,0,0,0,0,0,0,96,40,24,159,0,3,3,163,64,0,225
SAL10244,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL10245,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,9
SAL10246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL10248,0,0,0,0,0,0,0,0,0,12,16,3,25,0,0,0,30,20,0,44
SAL10249,0,0,0,0,0,0,0,0,0,103,39,12,158,7,4,6,161,90,4,258
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,3,0,14
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10253,0,0,0,0,0,0,5,5,10,80,74,10,162,0,6,10,169,112,11,297
SAL10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10256,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
SAL10257,0,0,0,0,0,0,0,5,5,66,49,22,138,3,8,11,145,173,6,321
SAL10258,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10261,0,0,0,0,0,0,0,0,0,3,8,3,13,0,0,0,13,12,0,23
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10263,0,0,0,0,0,0,0,0,0,90,37,10,127,5,4,6,133,64,0,201
SAL10264,0,0,0,0,0,0,4,0,10,53,57,16,135,10,5,10,145,185,9,338
SAL10265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL10266,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,4,3,0,5
SAL10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10268,0,0,0,0,0,0,0,0,0,22,43,13,84,8,4,8,92,78,3,170
SAL10269,0,0,0,0,0,0,0,0,3,13,9,3,27,0,0,0,28,22,0,54
SAL10270,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,11,0,19
SAL10271,0,0,0,0,0,0,0,0,0,104,76,16,197,0,0,0,192,118,5,311
SAL10272,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL10273,0,0,0,0,0,0,0,0,3,61,93,4,158,4,0,3,164,80,3,249
SAL10274,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10276,0,0,0,0,0,0,4,0,4,95,106,4,213,8,11,20,228,158,0,394
SAL10277,0,3,0,0,0,3,0,0,5,115,84,17,213,3,9,11,221,100,0,328
SAL10278,0,0,0,0,0,0,0,0,0,12,18,3,32,5,5,11,41,34,0,76
SAL10279,0,0,0,0,0,0,3,4,6,110,117,67,300,10,14,29,326,405,5,734
SAL10280,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,3
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10283,4,4,0,0,0,4,0,0,4,104,55,17,179,5,0,4,189,86,0,274
SAL10284,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,11,14,0,29
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL10286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL10287,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10289,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,14,5,0,18
SAL10290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL10291,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,13,0,0,14
