SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL10012,8,5,16,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,7,10,13,17,29
SAL10013,11,7,22,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,7,4,4,3,16,15,31
SAL10014,1601,1621,3221,4,8,16,165,153,321,0,0,3,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,174,157,337,9,9,20,0,0,5,192,185,375,18,11,29,1809,1820,3628
SAL10015,145,111,254,0,6,5,4,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,19,0,0,0,0,0,0,9,16,28,32,26,59,182,152,339
SAL10016,2361,2477,4837,65,78,143,419,466,879,8,13,21,19,16,35,6,0,7,4,6,5,0,0,0,0,8,9,3,6,10,0,0,0,462,516,974,22,26,40,3,10,16,549,618,1171,133,122,255,3040,3222,6266
SAL10017,2414,2401,4819,50,39,83,242,233,474,0,3,9,11,6,11,0,0,0,0,0,3,4,0,4,0,0,0,3,0,3,0,0,0,257,247,502,20,24,44,0,5,8,324,311,631,54,54,114,2790,2772,5561
SAL10018,386,385,771,15,20,37,24,21,43,0,3,6,0,0,3,0,0,0,0,0,4,0,0,0,3,3,5,4,0,8,0,0,0,34,29,62,0,0,3,0,0,4,49,51,105,29,31,58,463,464,927
SAL10019,41,28,70,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,4,3,6,12,11,29,58,41,97
SAL10020,16,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,4,3,19,14,32
SAL10021,427,397,829,3,7,11,43,46,91,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,52,96,0,0,0,3,5,7,56,58,115,21,19,39,507,476,983
SAL10022,1073,1284,2360,34,45,85,142,166,312,0,5,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,168,318,0,5,13,7,3,11,195,224,422,190,240,436,1463,1756,3224
SAL10023,59,59,128,12,0,15,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,18,10,25,8,5,8,88,74,156
SAL10024,31,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,37,40,77
SAL10025,5674,5857,11533,214,194,410,502,569,1067,3,0,8,14,19,29,0,0,0,4,4,10,3,0,5,0,0,3,3,5,14,0,0,0,530,597,1128,9,20,26,13,10,25,769,818,1590,243,267,512,6692,6951,13638
SAL10026,2761,2944,5705,41,55,97,291,310,598,0,7,8,9,7,17,5,0,5,0,0,0,3,0,0,3,3,3,0,5,8,0,0,0,313,333,642,3,6,8,11,15,27,370,413,783,181,169,352,3307,3528,6836
SAL10027,1819,2031,3845,72,74,146,186,206,392,121,115,239,6,11,25,0,0,0,0,5,6,0,0,0,0,0,0,0,4,3,0,0,0,319,346,663,21,11,36,6,5,8,417,437,852,120,101,225,2354,2571,4925
SAL10028,295,296,589,23,25,44,7,13,15,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,24,0,0,0,0,0,0,29,35,62,741,49,785,1064,379,1441
SAL10029,58,59,122,4,7,11,11,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,12,6,20,9,6,8,80,74,151
SAL10030,3212,2897,6112,214,242,455,1079,1016,2094,45,29,72,27,39,65,6,7,6,14,11,25,0,4,4,4,0,4,13,16,30,0,0,0,1176,1128,2309,85,83,163,11,7,20,1487,1455,2941,259,215,472,4959,4570,9530
SAL10031,1413,1431,2846,6,7,18,89,102,192,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,108,194,4,9,11,0,0,0,104,119,229,24,21,44,1542,1567,3111
SAL10032,39,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,80
SAL10033,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10034,32,37,71,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,0,0,0,0,0,3,9,13,0,0,0,36,51,86
SAL10035,39,42,87,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,8,0,5,5,47,55,98
SAL10036,3130,3184,6318,66,70,134,265,284,556,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,276,295,568,20,18,39,13,6,18,371,393,763,80,88,172,3588,3668,7249
SAL10037,33,36,68,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,33,38,69
SAL10038,1971,2065,4038,145,124,268,386,337,727,5,7,12,0,3,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,400,357,758,12,30,43,3,5,8,562,510,1075,97,84,185,2634,2660,5300
SAL10039,30,21,50,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,3,3,3,0,6,38,24,60
SAL10040,59,64,124,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,4,0,5,64,70,138
SAL10041,92,71,163,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,4,0,8,7,11,14,109,79,184
SAL10042,26,22,44,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,3,3,5,5,11,0,0,0,23,25,54
SAL10043,22,18,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,9,13,32,30,58
SAL10044,63,58,117,0,0,0,9,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,0,0,0,11,7,19,0,0,0,70,68,139
SAL10045,191,178,372,7,5,10,15,9,17,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,24,3,0,3,0,0,4,25,15,45,8,9,22,225,205,432
SAL10046,2245,2633,4878,101,129,230,158,193,353,12,18,30,23,27,51,0,0,0,3,0,3,0,4,4,0,0,0,0,0,3,0,0,0,199,244,443,11,5,18,8,10,19,317,389,708,130,157,284,2688,3174,5866
SAL10047,39,44,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,4,3,0,3,0,42,40,85
SAL10048,11,16,28,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,6,3,3,11,21,20,44
SAL10049,2917,2962,5882,68,74,145,260,256,515,4,3,12,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,271,268,542,12,17,28,11,8,14,357,370,727,270,289,556,3546,3622,7165
SAL10050,5,14,20,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,6,4,5,7,10,12,25,40
SAL10051,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6
SAL10052,26,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,39
SAL10053,32,26,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,33,28,58
SAL10054,23,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,49
SAL10055,31,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,35,32,72
SAL10056,74,73,149,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,11,0,0,0,0,0,0,8,3,11,3,8,12,78,85,171
SAL10057,17,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,21,13,34
SAL10058,28,24,49,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,4,9,0,0,0,0,0,0,6,4,9,8,5,15,39,38,78
SAL10059,84,86,173,4,9,11,5,5,6,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,0,0,4,0,0,0,9,14,22,0,0,0,93,101,192
SAL10060,184,135,316,4,0,3,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,19,0,0,4,0,0,0,19,13,28,20,20,35,218,162,379
SAL10061,1667,1720,3387,44,44,80,186,223,410,6,4,10,4,5,12,0,0,0,0,0,0,0,3,6,0,4,8,0,4,3,0,0,0,198,247,444,3,5,14,7,3,10,252,300,549,127,119,243,2042,2136,4181
SAL10062,3388,3679,7072,103,115,216,594,697,1289,24,37,59,4,7,15,0,0,6,5,9,12,0,3,4,0,0,0,9,8,12,0,0,0,640,763,1404,59,70,132,7,8,15,816,955,1765,268,253,522,4475,4891,9362
SAL10063,673,630,1302,3,9,11,52,48,99,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,50,107,0,0,4,0,0,0,59,56,118,15,24,45,747,715,1460
SAL10064,1409,1353,2767,29,24,55,102,109,219,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,117,221,4,5,13,7,5,7,150,143,293,50,50,100,1609,1554,3163
SAL10065,17,17,32,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,3,0,0,0,3,3,8,0,0,4,25,24,46
SAL10066,16,9,29,3,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,5,12,0,0,0,24,10,32
SAL10067,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,16
SAL10068,43,55,94,8,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,12,7,3,9,57,66,116
SAL10069,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,21
SAL10070,182,180,361,12,13,22,8,9,22,0,0,0,3,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,18,36,0,0,4,0,0,0,35,29,59,14,8,17,230,215,441
SAL10071,90,76,170,5,7,7,3,6,11,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,6,9,18,0,0,0,0,0,0,13,15,27,6,8,11,108,98,210
SAL10072,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10073,632,629,1258,8,6,16,65,64,132,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,67,138,4,3,7,0,0,0,81,78,160,25,25,45,732,733,1460
SAL10074,613,591,1203,23,19,35,56,65,118,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,64,126,0,4,4,0,0,3,79,89,165,21,27,48,718,702,1413
SAL10075,15,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,27,31,50
SAL10076,86,70,155,0,3,3,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,3,12,18,0,9,6,90,91,181
SAL10077,187,162,354,5,10,18,19,15,38,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,48,0,0,0,0,0,0,35,36,71,18,15,34,241,217,457
SAL10078,7,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16
SAL10079,573,539,1115,5,5,17,51,75,128,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,60,78,136,4,0,4,0,0,5,70,91,163,26,31,61,670,660,1335
SAL10080,90,86,176,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,17,4,21,111,96,203
SAL10081,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,3,16
SAL10082,183,191,369,9,8,14,13,11,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,25,0,0,0,0,0,0,17,18,37,14,13,30,211,228,435
SAL10083,15,13,27,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,22,16,36
SAL10084,15,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,7,23
SAL10085,63,56,118,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,6,6,13,19,13,29,87,75,163
SAL10086,7967,8780,16744,1197,1264,2461,681,853,1536,36,47,82,122,132,246,13,10,27,20,11,27,8,5,12,10,11,21,11,14,24,0,0,0,896,1086,1980,63,65,126,20,33,50,2174,2443,4615,1088,1262,2353,11223,12480,23706
SAL10087,4245,4211,8454,198,174,376,890,881,1770,25,18,40,11,10,15,8,4,10,3,3,5,0,0,0,3,0,3,0,3,10,0,0,0,933,921,1852,48,53,100,21,17,34,1203,1165,2369,610,432,1044,6052,5808,11862
SAL10088,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,7,0,6
SAL10089,210,237,441,7,5,18,9,13,21,7,0,8,3,5,6,0,0,3,0,0,0,16,13,32,0,0,0,0,0,0,0,0,0,34,33,71,9,5,15,0,0,0,53,54,104,19,27,48,278,319,591
SAL10090,263,258,522,13,15,24,11,9,27,3,8,8,0,3,8,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,22,26,48,5,0,5,0,0,4,34,48,79,12,5,17,309,307,613
SAL10091,3457,3582,7038,241,207,443,638,617,1255,15,12,26,17,7,21,0,0,5,5,3,4,5,0,8,0,0,3,3,5,10,0,0,0,679,645,1328,68,85,156,13,5,15,1003,938,1938,167,182,348,4620,4707,9325
SAL10092,17,20,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,22,27,47
SAL10093,13,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,23,40
SAL10094,1492,1504,2994,9,19,29,99,83,186,3,3,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,90,198,4,3,8,0,0,0,127,115,235,50,40,90,1664,1660,3321
SAL10095,121,118,238,0,0,5,20,13,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,34,0,0,0,0,0,0,22,15,34,20,20,37,162,153,317
SAL10096,119,104,219,0,6,6,15,11,33,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,36,0,0,0,0,0,0,16,23,41,19,10,29,152,138,292
SAL10097,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18
SAL10098,1404,1457,2856,31,34,64,113,140,252,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,140,261,8,4,19,7,5,10,168,184,346,188,189,372,1752,1827,3581
SAL10099,8195,8624,16822,468,502,973,1798,1786,3585,42,28,73,11,19,35,8,0,5,5,5,11,0,5,13,3,4,9,7,5,15,0,0,0,1878,1866,3737,129,144,277,40,27,66,2515,2539,5054,464,446,913,11178,11606,22782
SAL10100,264,258,517,4,13,14,22,19,43,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,52,0,0,4,0,4,3,35,36,71,40,30,72,335,319,659
SAL10101,133,129,258,6,7,13,4,8,9,0,0,0,4,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22,0,0,0,0,0,0,19,17,33,26,25,47,175,170,346
SAL10102,1366,1444,2811,54,79,137,125,161,284,16,8,20,4,6,10,4,0,5,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,148,181,329,8,3,14,7,5,14,221,273,492,174,220,395,1762,1932,3694
SAL10103,1933,1980,3907,41,47,91,172,199,370,7,3,9,8,6,11,4,5,10,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,188,214,405,12,8,21,0,3,9,248,271,521,66,51,117,2247,2309,4549
