SA2_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
101021007,0,5,3,6,4,0,0,0,0,3,23,0,0,0,0,0,0,6,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,6,10,3,3,4,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,6,12,11,47,72,42,46,40,25,58,356,0,0,0,5,0,6,6,3,0,0,0,5,31,0,0,0,8,8,6,3,5,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,11,14,4,7,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,14,32,16,18,15,12,0,0,0,17,125,7,8,22,100,88,148,186,106,69,64,56,141,992,3,0,0,3,0,9,14,13,13,37,27,3,122,0,0,0,0,0,6,20
101021008,0,0,5,12,9,8,0,5,4,0,38,0,0,0,0,0,0,7,0,5,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,7,12,0,3,0,7,5,14,15,4,5,0,0,6,64,0,0,0,0,0,0,0,0,0,0,0,53,54,3,3,0,13,12,49,174,139,153,203,142,118,1012,0,0,0,3,4,33,54,34,10,12,0,19,164,0,0,7,18,9,24,20,9,0,4,0,0,81,0,0,4,0,0,3,0,0,0,0,0,5,15,0,0,8,7,6,0,4,0,0,0,0,3,24,3,6,30,28,24,32,19,6,4,0,0,12,175,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,37,56,46,91,95,46,13,17,5,52,465,11,7,51,109,128,250,418,303,230,287,183,221,2196,0,0,0,0,0,0,15,45,42,73,62,3,247,0,0,0,0,3,0,5
101021009,0,4,0,14,6,7,4,0,0,0,45,0,0,0,0,0,6,6,4,0,0,0,0,18,0,0,0,0,0,0,0,6,3,0,6,0,14,0,0,0,3,11,20,11,7,6,4,0,4,66,0,0,0,0,0,0,0,0,0,0,0,46,50,0,0,3,19,18,102,189,160,129,155,93,91,961,0,0,0,5,8,40,74,33,12,13,9,22,210,0,0,5,14,14,21,13,3,0,0,0,9,86,0,0,0,0,0,0,7,0,0,0,0,3,15,4,0,6,8,0,3,0,0,0,0,0,0,19,5,3,11,32,12,26,32,5,5,5,0,16,162,0,0,0,0,0,0,0,0,0,0,0,5,6,7,3,19,59,41,92,124,45,21,17,13,50,495,20,9,31,121,160,351,562,343,252,270,166,234,2519,0,0,0,0,0,0,31,82,69,116,83,6,382,0,0,0,0,0,9,27
101021010,0,0,7,3,6,0,4,3,0,0,24,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,6,3,4,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,41,39,0,0,0,13,8,59,94,72,55,79,80,65,528,0,0,0,4,4,15,28,10,5,5,5,8,83,0,0,0,0,3,11,10,0,0,0,0,0,22,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,15,3,13,5,0,0,4,0,12,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,19,10,39,44,16,3,8,5,22,179,3,3,19,51,53,159,242,170,105,138,122,119,1185,0,0,0,0,0,0,18,37,42,52,36,0,185,0,0,0,0,0,5,12
101021012,0,0,0,0,9,4,3,8,6,3,42,0,0,0,0,0,0,0,0,0,3,3,3,14,0,0,0,0,0,0,0,0,7,0,4,0,9,0,0,0,4,0,6,11,3,0,7,0,4,46,0,0,0,0,0,0,0,0,0,0,0,132,130,3,3,0,5,7,53,195,205,244,441,573,265,1996,0,0,0,0,9,22,75,52,21,18,9,29,247,0,0,3,10,6,27,20,7,0,5,0,3,74,0,0,0,0,0,0,4,0,0,0,0,5,14,0,0,3,0,0,0,3,0,0,0,0,0,10,4,0,8,20,10,19,12,5,5,3,0,12,100,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,19,27,22,67,118,70,28,28,14,49,449,19,11,24,65,80,219,466,414,384,646,732,381,3439,0,0,0,0,0,0,13,37,44,92,172,4,361,0,0,0,0,0,7,11
101021610,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,5,32,40,45,64,58,28,278,0,0,0,0,0,0,5,5,0,0,0,5,19,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,3,0,0,0,5,32,8,0,0,8,6,5,63,60,77,108,71,37,435,0,0,0,0,0,0,0,32,41,100,109,0,278,0,0,0,0,0,0,0
101021611,0,0,0,4,14,6,6,10,6,14,56,0,0,0,0,0,0,4,3,0,0,4,8,11,0,0,0,0,0,0,4,3,4,8,9,3,35,0,0,3,0,0,11,21,8,4,7,5,12,77,0,0,0,0,0,0,0,0,0,0,0,119,127,3,0,4,8,0,67,226,231,261,466,555,309,2137,0,0,0,0,0,24,36,40,13,12,5,14,154,0,0,3,13,9,18,15,0,0,4,0,4,76,0,0,0,0,0,0,0,8,0,0,0,4,13,0,0,4,0,0,0,0,0,0,0,0,0,4,6,0,4,20,7,7,16,5,4,0,0,6,79,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,15,33,12,52,72,50,18,19,9,35,326,27,10,34,101,98,315,622,500,426,729,797,495,4141,3,0,0,0,4,10,26,47,61,155,233,8,541,0,0,0,6,0,11,28
101031013,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,4,5,31,63,40,24,16,9,35,230,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,3,3,4,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,4,4,12,8,0,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,9,16,13,4,0,6,0,9,78,5,4,19,41,55,98,142,63,43,33,13,72,601,0,0,0,0,0,0,11,9,9,23,10,0,76,0,0,0,4,0,3,7
101031014,0,0,3,6,9,0,0,0,0,4,29,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,13,4,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,28,29,6,0,0,9,14,67,165,92,49,55,35,86,572,0,0,0,4,9,13,35,11,8,4,0,19,96,0,0,11,20,16,17,11,4,0,0,0,9,89,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,5,16,4,0,14,29,24,33,9,3,0,0,0,17,123,0,0,0,0,3,0,0,0,0,0,0,4,10,3,3,29,59,43,66,59,16,7,5,0,47,341,8,9,37,119,179,268,383,189,107,94,62,214,1676,0,0,0,0,0,0,16,38,27,32,26,0,157,0,0,0,0,0,0,15
101031015,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,0,5,0,3,23,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,9,4,35,80,43,33,46,31,60,346,0,0,0,0,0,3,9,0,4,0,0,0,15,0,0,0,7,0,3,3,3,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,4,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,18,13,8,4,0,0,0,66,3,6,13,61,76,146,194,94,68,65,50,103,889,0,0,0,0,0,5,11,21,24,28,20,5,115,0,0,0,0,0,5,10
