SA2_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
101021007,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,5,0,7,0,0,15,3,3,6,0,0,13,9,0,12,0,0,33,7,0,5,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,36,9,45,6,0,103,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,6,0,6,0,0,13,17,0,13,0,0,38,11,0,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,44,4,43,3,3,99,5,0,0,0,0,3,0,0
101021008,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,4,18,9,4,0,0,3,13,10,4,12,0,0,20,7,4,11,0,3,28,31,4,23,3,12,70,47,0,61,7,8,129,7,5,24,0,3,36,4,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,10,132,26,147,11,31,347,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,12,0,5,0,0,27,5,0,3,0,0,7,10,0,9,0,0,29,18,0,21,0,8,50,73,13,60,4,4,159,9,6,20,3,4,50,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,14,139,27,147,19,23,357,0,0,0,0,0,0,0,0
101021009,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,13,24,0,11,0,0,33,18,6,14,0,0,42,57,0,30,0,4,94,85,3,58,0,3,152,78,4,64,0,12,166,17,12,23,4,7,62,0,0,3,0,6,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,14,300,19,226,13,33,590,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,7,32,0,11,0,0,43,32,0,24,0,0,62,75,3,56,3,0,135,83,8,45,0,0,138,119,3,96,5,7,231,23,7,28,4,6,66,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,18,387,27,276,24,14,725,0,0,0,0,0,0,0,0
101021010,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,16,0,11,0,0,20,9,0,10,0,0,20,29,0,27,0,0,47,49,0,29,0,0,79,35,0,26,0,0,69,13,0,15,0,3,29,6,0,0,0,0,8,0,0,4,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,167,4,124,8,3,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,31,21,0,22,0,0,45,28,0,36,0,6,68,52,0,34,4,0,93,32,0,31,4,3,72,15,0,14,3,0,40,6,0,5,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,171,4,160,15,7,366,0,0,0,0,0,0,0,0
101021012,0,0,3,0,0,4,0,0,0,0,0,0,6,0,5,4,0,18,9,0,16,0,0,31,22,4,18,0,0,39,28,3,52,6,0,89,29,16,73,0,7,130,53,3,52,5,3,116,22,0,46,5,4,85,16,3,29,0,4,56,5,5,17,0,0,28,5,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,17,200,40,326,30,30,619,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,3,0,7,0,0,11,3,0,0,0,0,3,24,6,35,0,5,68,37,10,81,11,4,142,51,8,70,3,3,141,29,11,45,6,9,106,14,9,44,7,6,81,6,5,18,3,0,36,0,0,6,0,0,10,0,3,6,0,0,10,0,0,0,0,0,0,4,0,3,0,0,6,188,50,329,35,25,621,0,0,0,0,0,0,0,0
101021610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,6,0,0,5,0,0,5,0,0,8,5,0,0,4,0,6,3,0,11,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,3,0,37,0,0,0,0,0,0,0,0
101021611,5,0,5,0,0,9,5,0,0,0,0,5,7,0,5,0,0,6,11,0,0,0,0,6,12,0,7,0,0,14,10,0,10,0,3,24,21,3,13,0,0,37,28,6,35,0,3,65,16,8,16,0,0,41,8,3,19,0,0,39,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,107,19,128,10,10,279,0,0,4,0,0,6,0,0,0,0,0,0,3,0,5,0,0,14,6,0,5,0,0,7,4,0,0,0,0,10,14,0,9,0,0,21,9,0,17,0,3,29,33,3,32,0,0,71,24,0,37,6,6,68,19,8,24,3,3,52,3,0,10,0,3,22,3,0,5,0,0,9,0,0,0,0,0,3,4,0,0,0,0,6,6,0,3,0,0,13,128,25,146,12,23,328,0,0,0,0,0,0,0,0
101031013,4,0,3,0,0,12,0,0,5,0,0,6,4,0,8,0,0,21,8,3,10,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,23,3,33,0,4,63,0,0,3,0,0,5,0,0,0,0,0,0,4,0,6,0,0,13,11,0,6,0,0,22,3,0,9,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,4,38,0,0,72,0,0,0,0,0,4,0,0
101031014,0,0,0,0,0,0,4,0,0,0,0,3,16,0,0,0,0,14,31,0,12,0,8,53,21,0,17,0,0,45,24,5,35,6,0,65,13,0,24,0,0,37,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,107,11,98,13,13,233,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,17,0,0,0,0,28,20,0,7,0,5,25,34,5,33,0,7,71,31,6,35,3,6,77,10,0,15,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,120,12,96,9,21,255,3,0,0,0,0,5,0,0
101031015,4,0,5,0,0,8,0,0,0,0,0,0,6,0,0,0,0,10,6,0,3,0,0,17,3,0,3,0,0,7,0,0,5,0,0,8,0,3,3,0,0,5,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,25,9,21,0,4,59,0,0,3,0,0,7,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,4,11,0,3,0,0,15,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,23,5,21,0,4,52,0,0,0,0,0,0,0,0
