SA2_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
101021007,62,19,10,428,114,63,62,37,24,301,7,4,4,0,0,17,529,173,148,64,35,949,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,8,3,3,0,0,12,557,176,151,64,34,988,8,0,0,0,0,13,30,0,0,0,0,33,122,21,22,8,0,170,305,85,74,16,12,487,177,60,79,53,30,397,0,0,0,0,0,8,648,169,177,76
101021008,213,76,18,905,267,192,227,129,62,886,12,12,7,0,0,35,697,437,455,209,85,1877,0,0,0,0,0,0,0,0,0,0,0,3,72,11,7,0,0,94,61,43,33,10,3,142,7,4,5,0,0,12,9,3,0,0,0,9,147,66,38,10,4,274,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,860,503,505,218,87,2174,3,0,0,0,0,8,0,0,0,0,0,8,30,11,4,0,0,45,426,221,219,46,17,922,314,201,230,122,64,944,5,6,3,0,0,24,781,440,456,174
101021009,150,46,9,728,172,113,117,89,49,534,13,3,0,5,0,22,632,326,283,137,59,1428,0,0,0,0,0,0,16,0,0,0,0,15,149,49,20,3,3,219,118,41,53,9,3,228,5,3,3,5,0,12,9,0,0,0,0,9,286,101,73,20,6,484,0,0,0,0,0,0,72,14,0,0,0,88,246,117,48,14,6,433,15,25,9,5,0,51,0,0,4,0,0,4,7,0,6,0,0,16,339,165,67,19,6,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,12,0,3,0,0,0,6,1264,595,420,174,68,2521,0,0,0,0,0,0,0,0,0,0,0,0,85,32,13,3,0,137,343,183,147,42,14,723,195,122,145,89,53,606,6,0,0,0,0,9,636,332,304,134
101021010,44,11,0,226,119,79,104,40,26,368,5,0,0,0,0,12,259,140,154,53,31,636,0,0,0,0,0,0,3,0,0,0,0,3,92,41,17,3,0,161,44,39,20,3,4,113,3,0,0,0,0,7,0,0,0,0,0,0,145,81,41,6,5,279,0,0,0,0,0,0,33,18,3,0,0,54,89,58,21,3,0,171,9,8,6,5,0,22,0,0,0,0,0,0,0,0,0,0,0,7,130,84,34,11,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,534,298,228,72,34,1175,0,0,0,0,0,0,0,0,0,0,0,0,17,7,6,4,0,28,126,68,33,5,0,232,148,90,102,42,21,407,0,0,0,0,0,0,290,167,139,57
101021012,145,48,12,737,550,417,747,361,118,2203,11,0,3,0,0,17,910,620,902,413,129,2974,0,0,0,0,0,0,0,0,0,0,0,0,76,33,11,3,0,119,101,61,38,10,0,209,11,15,11,7,0,46,5,0,0,0,0,5,189,114,65,13,4,383,0,0,0,0,0,0,4,0,0,0,0,4,7,5,0,0,0,11,8,4,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,13,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1120,742,964,433,136,3395,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,20,341,173,149,35,11,708,639,522,734,336,106,2338,8,0,0,0,0,14,996,698,894,371
101021610,12,6,3,79,94,85,107,46,15,348,0,0,0,0,0,0,126,117,116,49,13,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,117,116,49,17,426,0,0,0,0,0,0,4,0,0,0,0,10,8,7,0,0,0,17,141,82,68,3,3,302,327,311,455,166,61,1328,5,0,0,0,0,13,485,403,532,174
101021611,175,50,18,1056,846,471,727,375,173,2596,21,9,4,0,3,38,1622,774,953,443,190,3971,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,4,5,0,0,0,6,5,5,0,0,0,12,4,0,4,0,0,9,0,3,3,0,0,3,0,0,0,0,0,0,15,11,6,7,0,32,11,3,0,0,0,13,1655,787,963,443,190,4037,3,5,0,0,0,9,34,3,7,3,0,42,154,47,31,8,8,247,609,227,190,51,14,1088,1061,602,786,399,218,3066,17,7,4,5,4,26,1871,892,1023,463
101031013,47,25,6,317,85,44,37,14,14,195,0,0,0,0,0,3,327,117,94,38,18,595,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,329,118,92,38,20,606,0,0,0,0,0,0,3,0,0,0,0,3,54,12,4,0,0,68,176,49,50,18,3,289,131,22,32,29,12,230,0,0,0,0,0,8,364,83,85,54
101031014,128,38,12,820,253,120,112,64,28,582,21,5,3,0,0,32,865,334,247,107,47,1594,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,8,7,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,26,3,0,0,0,33,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,25,0,3,0,0,27,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,7,3,4,0,0,16,5,8,6,4,0,11,928,340,251,113,46,1689,0,0,0,0,0,0,9,5,0,0,0,10,92,17,7,4,0,122,461,178,129,44,19,842,282,125,124,67,34,620,17,4,0,0,0,23,863,327,259,114
101031015,49,16,5,341,181,62,85,50,22,406,0,0,5,0,0,7,472,132,141,68,30,848,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,6,4,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,9,4,0,0,0,15,10,4,0,0,0,17,497,137,145,70,30,883,0,0,0,0,0,0,15,0,0,0,0,19,60,9,0,0,0,81,193,67,48,13,5,327,205,92,99,47,33,473,5,0,0,0,0,6,490,165,146,67
