SA3_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
10304,0,7,0,12,9,4,11,4,0,43,0,0,0,0,7,13,12,18,3,56,0,0,0,0,0,0,0,0,0,3,0,0,3,21,3,3,0,0,0,31,0,0,0,0,0,3,0,0,0,7,0,0,0,5,3,6,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,3,0,43,3,0,0,0,0,53,0,0,0,4,6,8,21,12,6,56,0,14,20,70,67,52,25,14,0,269,0,0,0,0,0,0,7,3,3,10,0,3,0,17,0,0,0,0,0,25,0,0,0,3,0,0,0,3,0,10,0,20,13,23,14,3,3,0,0,78,0,0,0,4,0,5,3,0,3,14,0,5,0,7,6,17,18,7,0,69,0,0,0,3,0,0,0,0,0,4,0,11,10,31,19,13,6,5,3,101
10401,0,0,3,4,4,4,9,0,3,24,0,0,0,4,3,3,6,3,3,20,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,9,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,16,33,21,6,85,3,12,5,41,53,74,50,14,5,265,0,0,0,0,0,3,5,3,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,16,0,10,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,16,27,9,0,77,0,0,0,0,0,0,0,0,0,3,0,0,3,5,12,7,8,3,0,42
10402,0,5,3,32,15,9,9,3,5,92,0,0,4,8,3,8,32,19,7,84,4,4,3,3,5,3,0,4,0,24,0,3,8,15,3,0,0,0,0,28,0,0,0,3,0,0,0,0,0,8,17,13,3,15,5,3,4,0,0,59,0,0,0,0,0,6,14,3,0,19,0,0,0,0,0,3,0,0,0,3,0,13,29,65,28,4,4,3,0,144,0,0,3,4,0,0,0,0,0,5,0,0,3,3,11,31,58,35,7,154,0,21,30,139,108,137,91,45,9,581,0,3,0,11,4,0,13,12,0,35,3,8,8,3,5,4,0,0,0,30,0,0,4,18,16,0,0,0,0,39,0,19,16,20,6,0,0,3,0,69,0,0,0,7,0,7,8,3,5,25,0,10,6,20,28,40,53,40,18,209,0,3,0,7,4,0,0,0,0,17,0,14,8,48,38,31,28,5,3,175
10501,0,0,0,4,3,3,0,0,0,14,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,3,0,0,3,11,0,0,19,0,4,0,27,16,21,7,11,0,89,0,0,0,0,3,0,0,3,0,11,0,0,0,10,7,0,0,0,0,21,0,6,0,4,0,0,0,0,0,15,0,4,0,10,3,4,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,5,0,0,0,22
10502,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,7,3,7,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,16,9,4,7,3,0,41,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,19,5,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
10503,0,3,0,15,0,3,7,3,0,27,0,3,0,0,3,7,9,4,3,34,0,3,0,0,0,0,0,0,0,7,0,0,4,26,0,0,0,0,0,35,0,0,0,5,0,3,3,3,0,17,0,0,0,12,7,4,3,0,0,23,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,3,99,0,0,0,0,0,111,0,0,0,3,0,3,19,6,7,40,3,12,26,73,50,34,54,7,5,257,0,3,4,3,3,3,9,3,0,21,3,4,5,29,4,3,0,0,0,44,0,0,0,0,8,3,0,0,0,15,0,17,3,34,18,0,0,0,0,80,0,0,0,0,0,3,0,0,0,5,0,0,4,9,5,12,12,7,3,56,0,0,3,3,0,0,4,0,0,11,0,0,8,13,9,12,4,4,0,48
10601,0,3,0,20,3,9,15,3,0,58,0,0,3,4,0,11,12,9,0,39,0,0,0,0,0,4,3,0,0,9,0,0,3,4,0,0,0,0,0,15,0,0,0,3,0,4,6,0,0,12,0,3,3,16,8,9,0,0,0,32,0,0,0,0,0,3,11,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,3,3,4,3,16,29,15,4,75,3,30,34,141,131,93,61,18,0,507,0,0,0,5,3,0,7,3,0,22,0,0,4,8,0,5,3,0,0,18,0,0,0,5,5,8,0,0,0,20,3,17,12,41,7,0,0,0,0,87,0,0,0,3,0,3,3,3,0,17,0,0,3,5,17,36,40,16,9,130,0,0,0,0,0,3,0,0,0,3,0,14,14,36,24,13,10,3,0,110
10602,3,4,0,10,6,9,8,10,3,50,0,0,0,3,7,5,9,13,4,43,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,0,19,0,0,0,4,0,0,0,0,0,3,3,0,3,8,12,3,0,0,0,32,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,10,0,14,19,10,0,52,5,18,35,140,74,68,35,12,0,396,0,0,0,3,3,5,8,7,0,21,0,6,3,12,7,8,0,0,0,38,0,0,0,4,0,0,0,0,0,6,0,11,14,45,10,6,0,0,0,91,0,0,0,4,0,0,5,3,3,25,0,11,0,23,23,39,27,21,4,146,0,0,0,0,3,3,0,0,0,8,3,18,24,52,39,13,3,4,0,162
10603,0,3,0,14,15,5,12,7,3,62,0,0,3,4,8,6,36,16,3,83,0,4,0,3,0,0,0,0,0,6,3,0,6,9,6,0,0,0,0,23,0,0,0,0,0,3,0,3,0,8,0,4,0,26,20,11,3,0,0,55,0,0,0,3,4,16,22,4,0,45,0,0,0,3,9,6,3,5,0,32,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,8,0,0,0,6,16,8,55,31,9,125,0,22,12,107,92,94,87,20,5,448,0,0,0,3,4,10,8,5,5,32,0,0,0,13,0,0,0,0,0,15,0,0,0,7,4,3,3,0,0,19,0,19,6,27,6,0,3,0,0,66,0,0,0,3,0,9,10,7,3,29,0,3,9,10,28,39,66,47,6,202,0,0,0,3,0,0,0,0,0,8,0,22,13,32,21,23,31,9,0,152
10604,0,8,12,41,11,11,4,3,0,80,0,0,0,0,0,5,5,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,0,0,9,3,0,0,0,0,10,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,8,13,4,0,22,0,9,19,59,44,34,30,13,0,198,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,9,0,17,5,48,8,0,3,0,0,78,0,0,0,0,0,3,0,0,0,3,0,0,0,3,10,5,6,3,3,34,0,0,0,0,0,0,0,0,0,4,0,13,8,17,9,3,3,0,0,48
10701,0,9,3,19,13,6,17,18,3,74,0,0,4,10,24,104,131,176,89,539,0,0,0,0,0,0,0,0,0,0,0,0,5,21,5,3,3,0,0,37,4,0,10,70,38,22,31,4,0,181,0,0,3,5,10,12,3,0,0,33,0,0,0,3,11,35,54,47,6,160,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,0,12,0,0,0,3,5,17,71,21,10,125,3,24,44,113,77,50,38,9,3,364,0,0,0,0,3,4,11,5,0,29,0,0,4,4,0,3,0,0,0,18,0,0,0,0,4,3,3,0,0,14,0,15,12,54,17,15,6,0,3,126,0,0,0,15,8,17,7,10,4,55,0,3,3,9,55,64,69,56,17,281,3,3,0,3,0,3,0,0,0,14,0,4,4,14,12,0,4,3,0,45
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,0,8,0,24,11,20,19,20,4,104,0,0,0,7,32,65,74,60,28,274,0,0,0,3,6,0,0,0,0,12,0,3,5,15,3,0,0,0,0,24,0,0,0,3,0,9,5,3,0,23,0,3,3,10,3,3,3,0,0,26,0,0,0,4,12,35,66,17,5,140,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,24,71,31,13,148,3,13,36,164,98,79,45,10,0,445,0,0,0,5,6,12,11,10,4,45,0,0,0,11,3,0,0,0,0,18,0,0,0,9,11,3,3,0,0,24,0,6,3,31,15,8,4,0,0,73,0,0,0,11,3,9,20,4,4,48,0,7,7,18,54,86,88,43,13,320,0,3,3,4,0,4,0,0,0,10,3,14,20,54,21,26,19,6,4,158
