SA3_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
10304,0,21,1639,1660,51,239,902,1189,1168,625,1044,2843,1940,405,705,3054,1968,370,825,3158,1978,231,840,3049,1574,123,585,2281,833,29,352,1212,200,7,141,341,9715,2048,7031,18790,7,51,1565,1620,115,338,839,1295,1525,649,1132,3305,2076,396,862,3327,2110,346,991,3451,1959,192,998,3149,1429,98,906,2428,598,20,822,1435,97,3,422,526,9893,2097,8531,20526,7,69,3205,3280,167,577,1743,2486,2694,1276,2171,6144,4011,799,1569,6379,4074,715,1817,6608,3938,424,1838,6194,3000,224,1486,4712,1426,48,1177,2652,294,14,563,868,19608,4146,15564,39319
10401,0,12,1332,1341,33,126,726,894,504,391,761,1660,1032,361,678,2070,1473,386,932,2788,1963,372,1163,3502,2132,226,875,3230,1098,68,488,1655,273,12,175,460,8508,1958,7135,17599,5,22,1221,1250,61,193,543,800,688,412,750,1849,1219,406,774,2397,1644,421,1036,3101,2174,356,1149,3676,1935,175,1048,3159,786,33,941,1752,135,7,512,651,8652,2027,7967,18646,5,35,2556,2600,96,327,1271,1691,1192,801,1510,3507,2248,765,1460,4471,3122,801,1967,5887,4137,731,2311,7178,4071,401,1927,6392,1884,102,1426,3410,408,17,682,1112,17159,3982,15103,36241
10402,4,25,2341,2378,55,239,1443,1738,1202,819,1591,3611,2158,692,1148,4003,2648,666,1415,4727,3158,608,1744,5511,2913,343,1122,4382,1548,98,633,2280,390,13,272,675,14088,3499,11717,29300,8,56,2115,2184,114,357,1219,1698,1620,865,1496,3984,2450,720,1454,4620,2935,741,1890,5565,3247,593,2075,5920,2556,237,1724,4517,1197,57,1369,2621,178,14,805,994,14307,3644,14145,32097,7,85,4459,4554,168,598,2662,3430,2823,1681,3091,7598,4611,1416,2602,8630,5588,1402,3302,10296,6405,1196,3818,11428,5473,582,2845,8891,2752,156,1998,4898,567,21,1080,1664,28393,7137,25864,61393
10501,0,4,462,464,17,115,362,501,349,306,535,1192,487,209,343,1048,614,240,538,1395,715,157,583,1461,545,57,454,1057,272,25,224,518,58,0,52,110,3058,1131,3559,7740,0,18,445,469,21,171,338,532,469,314,510,1295,541,212,386,1136,654,235,460,1352,673,128,375,1187,466,47,376,884,186,19,323,528,21,4,131,156,3035,1151,3349,7540,0,22,903,932,42,289,702,1031,813,622,1042,2485,1026,427,736,2185,1269,473,999,2745,1393,292,960,2647,1008,102,827,1940,460,43,545,1052,77,3,191,271,6091,2280,6907,15279
10502,0,0,503,509,8,86,351,451,233,239,451,924,386,165,334,887,516,135,470,1118,713,120,482,1315,593,56,350,993,303,12,150,468,79,0,75,158,2836,806,3171,6813,0,12,417,435,26,129,291,445,319,260,474,1057,452,144,364,957,557,159,447,1166,697,104,499,1307,532,39,408,979,249,3,381,634,36,0,234,270,2881,855,3519,7245,0,13,920,939,35,211,646,896,555,499,925,1982,836,306,695,1846,1073,291,922,2287,1416,223,980,2618,1126,92,758,1967,560,13,530,1107,118,0,309,425,5712,1653,6693,14064
10503,0,36,1802,1834,58,320,1186,1562,1220,717,1304,3247,1871,463,812,3144,2110,432,1101,3643,2314,288,1116,3716,1971,155,854,2983,1051,39,494,1584,256,10,197,464,10855,2463,8863,22183,0,51,1723,1772,125,416,1087,1627,1585,811,1407,3799,2019,463,1097,3578,2338,401,1229,3966,2401,287,1293,3978,1742,124,1122,2989,741,24,1015,1786,111,4,474,593,11058,2585,10458,24097,0,87,3522,3611,180,738,2273,3195,2803,1527,2709,7047,3886,928,1907,6719,4445,835,2334,7611,4715,576,2405,7702,3717,277,1978,5976,1792,66,1511,3368,367,12,679,1053,21911,5046,19318,46279
10601,0,33,2501,2528,67,372,1766,2207,1592,1048,1733,4368,2623,755,1300,4675,2913,677,1502,5095,3225,390,1356,4972,2537,203,901,3639,1063,38,480,1575,179,9,183,373,14201,3510,11724,29437,0,59,2427,2485,151,551,1484,2186,2101,1113,1652,4866,2902,732,1337,4974,3145,633,1522,5300,3169,366,1502,5037,2140,131,1287,3563,721,22,975,1716,94,10,536,631,14420,3613,12720,30748,0,92,4925,5015,220,915,3247,4388,3695,2158,3383,9239,5519,1488,2635,9645,6061,1306,3026,10393,6396,749,2860,10012,4674,335,2192,7204,1777,55,1455,3292,265,17,722,1006,28621,7120,24443,60187
10602,0,15,2253,2273,71,337,1580,1982,1781,1077,1510,4370,2694,647,1049,4395,2638,434,1018,4090,2594,294,826,3717,1998,129,567,2684,892,23,283,1209,193,5,138,343,12858,2976,9230,25060,3,43,2064,2115,154,520,1444,2116,2278,1153,1462,4895,2893,599,1168,4658,2835,461,1378,4682,2505,249,1211,3967,1750,104,1059,2905,651,17,857,1528,85,6,478,564,13165,3144,11118,27429,3,61,4322,4384,225,851,3018,4102,4058,2235,2971,9259,5589,1242,2216,9054,5471,898,2401,8774,5096,541,2037,7681,3745,228,1620,5594,1543,40,1149,2734,279,12,617,907,26023,6116,20349,52490
10603,0,24,1918,1942,43,211,1266,1525,920,628,1172,2724,1860,554,923,3335,2392,503,1165,4063,2712,378,1153,4237,3039,235,980,4253,1546,68,542,2153,321,12,206,544,12843,2610,9329,24780,3,45,1797,1844,88,324,1066,1482,1311,653,997,2957,2134,571,1010,3711,2593,527,1239,4361,2946,358,1294,4596,2797,188,1337,4325,1093,38,1072,2208,144,11,562,721,13113,2717,10374,26199,3,66,3711,3783,134,536,2336,3006,2229,1286,2169,5682,3996,1124,1931,7047,4985,1026,2409,8420,5656,733,2443,8829,5838,421,2319,8574,2645,107,1614,4361,471,27,767,1263,25952,5324,19701,50974
10604,0,18,798,811,12,162,482,658,586,443,568,1595,931,258,468,1662,1046,205,550,1803,1021,140,468,1631,774,62,362,1191,368,20,151,540,67,3,76,145,4819,1303,3915,10042,0,43,731,770,46,246,398,690,750,433,544,1725,1052,228,427,1707,1102,219,501,1824,960,113,443,1515,654,49,398,1105,269,11,391,679,33,0,195,226,4863,1344,4034,10239,0,62,1526,1582,61,406,881,1343,1339,872,1113,3321,1983,482,903,3362,2150,425,1048,3626,1979,250,914,3144,1427,113,756,2296,638,35,544,1222,101,7,269,376,9679,2649,7951,20279
10701,0,22,2289,2308,69,201,1860,2136,1446,747,1776,3967,2536,533,1157,4218,2627,480,1398,4508,2622,299,1164,4083,2327,123,766,3215,1337,56,518,1913,303,13,227,542,13275,2467,11156,26890,4,35,2187,2225,134,290,1572,1995,1919,793,1493,4209,2705,553,1238,4493,2799,450,1511,4761,2669,267,1457,4389,2058,115,1239,3411,983,38,1303,2326,135,5,635,774,13401,2544,12636,28586,4,55,4476,4537,206,494,3432,4128,3366,1540,3269,8178,5238,1085,2391,8713,5430,925,2913,9264,5294,563,2625,8478,4385,237,2006,6626,2323,88,1823,4236,440,22,860,1320,26671,5012,23792,55480
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,4,3,8
10703,0,28,2851,2875,57,253,2139,2447,1642,839,1769,4250,3066,640,1089,4798,3432,526,1297,5252,3654,406,1094,5155,2999,212,800,4010,1531,68,436,2039,361,13,230,597,16740,2980,11699,31422,5,46,2648,2696,123,373,1830,2326,2195,876,1603,4673,3350,644,1282,5281,3668,565,1595,5830,3685,356,1580,5619,2695,173,1367,4235,1114,46,1224,2386,161,8,674,839,16996,3076,13804,33886,4,69,5494,5574,179,621,3967,4767,3840,1717,3374,8927,6421,1284,2377,10080,7101,1087,2893,11082,7339,765,2677,10780,5693,381,2169,8242,2648,117,1655,4421,518,20,897,1434,33742,6057,25507,65307
10704,0,40,3681,3721,69,390,4435,4900,2330,1435,3950,7713,4645,919,1874,7432,4565,775,2098,7442,4117,522,1851,6485,3362,198,1175,4730,1968,75,711,2765,563,8,377,940,21626,4363,20148,46134,3,64,3334,3407,182,590,3671,4445,3181,1501,2787,7474,4957,926,1943,7828,4630,760,2350,7738,4155,458,2446,7057,3051,165,1973,5192,1506,40,1815,3359,262,5,1255,1521,21927,4514,21581,48020,5,109,7015,7127,258,982,8108,9344,5516,2936,6735,15188,9599,1841,3813,15261,9198,1532,4453,15177,8274,976,4295,13539,6412,363,3144,9918,3473,120,2529,6124,820,15,1631,2469,43553,8872,41727,94148
10801,0,5,710,723,3,74,358,437,229,211,450,888,586,178,380,1139,802,246,593,1639,1199,209,723,2134,1625,152,619,2395,929,64,400,1397,248,6,185,434,5616,1150,4416,11186,0,22,630,649,20,114,328,461,330,225,449,1006,681,204,440,1334,924,238,613,1774,1337,197,739,2274,1508,133,802,2442,715,42,717,1467,123,6,417,540,5646,1173,5128,11953,0,25,1340,1369,25,183,685,898,561,439,898,1901,1267,387,816,2475,1728,486,1202,3416,2534,404,1465,4403,3134,280,1422,4836,1640,102,1113,2863,371,12,595,978,11264,2323,9548,23137
10802,0,17,1210,1224,20,132,710,864,440,324,796,1557,918,321,644,1885,1168,386,1002,2554,1796,395,1252,3443,1984,206,918,3115,966,67,474,1507,222,9,198,435,7510,1864,7203,16580,0,34,1107,1150,45,181,595,818,631,371,804,1811,1032,361,764,2158,1389,401,1004,2792,1971,397,1234,3606,1716,152,1106,2980,672,42,808,1518,122,4,493,617,7586,1946,7915,17450,0,51,2323,2372,68,314,1308,1687,1070,700,1599,3371,1954,679,1408,4047,2555,785,2004,5341,3767,793,2490,7050,3705,365,2022,6088,1636,104,1279,3029,342,18,691,1049,15097,3808,15120,34029
10803,0,0,5,5,0,0,5,5,3,6,9,19,10,4,13,29,20,3,9,24,13,6,3,24,6,3,4,7,4,0,3,13,5,0,0,6,64,18,45,123,0,0,3,3,0,0,4,6,9,3,4,16,13,5,6,17,10,3,3,15,16,0,7,22,4,0,5,13,6,0,0,5,0,0,3,3,58,13,36,110,0,0,10,10,0,0,12,13,10,13,9,29,26,9,13,43,31,3,9,39,33,5,14,51,11,5,12,24,7,0,6,19,5,0,4,6,119,33,76,236
10804,0,15,2029,2041,46,218,1074,1340,934,643,1156,2734,2002,572,907,3476,2469,553,1271,4291,2855,464,1350,4667,3458,308,1125,4887,1999,104,698,2804,552,24,328,901,14321,2884,9937,27141,0,43,1928,1965,89,311,922,1322,1298,707,1122,3126,2253,570,1104,3925,2755,570,1575,4904,3063,463,1760,5289,3255,248,1756,5262,1573,76,1612,3260,254,4,1017,1276,14549,2997,12790,30330,0,57,3956,4010,134,530,1995,2657,2232,1353,2279,5856,4258,1142,2007,7404,5223,1120,2850,9195,5918,924,3108,9955,6715,554,2879,10154,3578,173,2313,6064,806,31,1346,2176,28863,5878,22728,57476
10805,0,11,1400,1408,44,161,727,940,595,381,797,1773,1117,332,696,2145,1549,390,997,2940,2220,363,1085,3670,2484,259,881,3630,1248,54,514,1812,298,8,195,509,9555,1969,7300,18820,0,25,1317,1344,79,201,662,943,810,415,829,2047,1299,368,831,2491,1779,406,1117,3306,2401,347,1226,3969,2258,182,1233,3678,885,40,1017,1945,123,10,567,699,9636,1987,8803,20428,0,40,2719,2759,124,363,1390,1879,1399,793,1626,3822,2416,701,1525,4637,3325,800,2119,6245,4623,706,2316,7642,4744,443,2115,7305,2137,99,1531,3765,423,16,764,1205,19194,3958,16101,39245
10901,4,29,1688,1726,46,267,1288,1599,1142,717,1223,3080,1846,381,835,3070,2023,363,995,3383,2181,278,892,3359,1753,123,645,2523,823,35,358,1224,227,9,186,415,10042,2212,8109,20365,7,58,1637,1701,109,382,1150,1638,1461,703,1160,3320,2055,414,991,3457,2147,379,1161,3693,2169,236,1185,3591,1553,110,997,2667,598,25,906,1524,95,0,479,573,10189,2306,9660,22161,11,92,3326,3429,154,649,2429,3234,2597,1418,2383,6396,3904,796,1824,6522,4167,744,2164,7069,4354,517,2076,6943,3309,235,1638,5190,1423,61,1263,2750,316,7,664,990,20231,4520,17772,42525
10902,0,5,314,325,7,53,204,261,162,117,186,469,331,79,150,561,411,97,253,762,503,70,242,813,424,27,177,632,223,9,105,330,37,0,31,66,2097,460,1652,4212,0,15,261,277,20,69,152,237,246,119,170,539,373,98,121,589,444,102,205,751,512,60,196,779,359,15,187,568,159,3,159,322,20,0,67,92,2136,479,1521,4140,3,22,578,595,28,119,355,496,411,238,353,1005,701,176,270,1148,852,202,457,1512,1017,135,441,1590,785,42,365,1197,379,6,258,649,58,0,101,158,4238,934,3177,8344
10903,0,14,978,996,22,133,616,760,557,389,619,1567,1075,287,440,1802,1252,265,638,2163,1698,250,841,2787,1742,147,690,2577,911,51,410,1373,217,4,191,414,7467,1542,5417,14432,0,29,904,937,39,197,452,690,755,406,558,1719,1175,287,495,1955,1457,278,629,2359,1786,241,679,2706,1558,109,709,2378,700,23,741,1467,99,7,400,505,7564,1579,5565,14711,0,44,1882,1928,57,326,1066,1454,1312,801,1171,3281,2247,578,932,3756,2712,547,1263,4522,3481,491,1519,5493,3298,261,1397,4948,1608,77,1158,2843,324,6,587,920,15034,3124,10982,29142
11001,4,16,931,951,25,172,804,1003,578,375,691,1646,943,238,440,1624,1221,243,543,2004,1262,179,542,1990,1096,79,446,1615,538,16,201,752,113,3,86,202,5776,1312,4692,11782,0,29,919,954,60,231,692,982,748,373,657,1777,1065,249,535,1851,1308,241,627,2178,1298,143,670,2106,930,48,603,1588,383,9,549,939,49,0,291,340,5853,1327,5539,12714,7,49,1854,1902,87,400,1497,1988,1323,753,1347,3423,2002,491,979,3475,2527,480,1170,4184,2561,318,1209,4092,2028,130,1052,3208,915,28,747,1692,169,3,377,540,11625,2640,10231,24500
11002,0,17,978,994,18,163,528,710,449,382,547,1389,849,278,462,1597,1165,244,628,2044,1432,221,801,2457,1488,122,645,2250,774,46,378,1200,144,7,107,258,6334,1477,5084,12891,3,48,827,877,51,248,455,751,571,392,564,1523,997,284,569,1850,1282,247,649,2179,1503,198,784,2480,1350,99,779,2224,552,20,662,1238,51,6,370,432,6362,1525,5660,13552,6,64,1801,1870,66,403,988,1459,1024,777,1111,2906,1853,561,1033,3444,2448,491,1279,4218,2936,416,1585,4938,2838,217,1420,4475,1332,64,1046,2437,200,6,479,686,12701,2999,10742,26441
