SA3_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
10102,0,12,0,12,..,166,8,167,0,168,..,87,8,90,3,92,..,29,3,32,0,30,..,16,3,26,0,25,..,20,0,20,0,18,..,36,9,45,0,45,..,386,60,447,14,463,..,2981,333,3317,45,3363,..,70,8,84,2047,2129,23342,3049,344,3399,2095,28828,23001,..,..,..,..,23001,..,26,0,24,0,24,..,48,10,51,0,54,..,9,0,9,0,9,..,50,13,62,0,63,..,118,28,143,3,149,..,8,3,9,0,9,..,172,45,216,3,221,..,107,19,119,0,125,..,37,0,39,0,39,..,56,4,61,0,64,..,97,0,96,0,101,..,83,18,108,0,108,..,74,13,83,0,83,..,112,5,125,0,125,..,173,31,201,3,207,..,28,0,28,0,28,..,49,4,58,0,56,..,114,5,120,0,120,..,547,66,615,3,616,..,285,37,319,4,322,..,24,0,23,0,23,..,24,6,25
10103,0,0,0,0,..,11,0,12,0,12,..,16,0,16,0,16,..,0,0,0,0,0,..,11,0,8,0,8,..,6,0,6,0,6,..,3,0,7,0,7,..,75,4,83,3,85,..,433,42,473,8,488,..,23,4,24,983,1007,8522,451,51,501,993,10013,8040,..,..,..,..,8040,..,11,0,11,0,11,..,16,0,16,0,16,..,0,0,0,0,0,..,15,6,14,0,14,..,32,23,51,3,48,..,4,0,6,0,6,..,43,22,71,3,69,..,0,0,4,0,5,..,24,0,21,0,21,..,16,0,16,0,19,..,91,0,91,0,94,..,19,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,24,0,24,0,24,..,34,3,39,0,39,..,11,0,11,3,13,..,6,4,11
10104,0,3,0,3,..,30,0,31,0,31,..,51,9,56,3,59,..,0,0,0,0,0,..,19,3,24,3,26,..,6,0,7,0,7,..,30,8,32,0,32,..,149,26,181,3,181,..,965,125,1089,18,1108,..,120,5,126,2507,2632,30867,1083,129,1212,2523,34606,32086,..,..,..,..,32086,..,19,0,19,0,19,..,12,6,16,0,12,..,22,3,22,0,22,..,29,9,39,0,39,..,32,6,38,0,39,..,5,0,5,0,5,..,65,16,79,0,79,..,50,8,60,0,61,..,77,0,77,3,77,..,65,4,70,0,68,..,176,9,188,0,185,..,33,5,42,0,42,..,6,0,6,0,6,..,10,0,10,0,11,..,7,0,6,0,11,..,8,0,8,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,37,3,38,4,41,..,74,5,75,0,77,..,18,0,17,0,17,..,5,3,8
10105,0,3,0,3,..,41,0,41,0,41,..,14,0,19,0,19,..,3,0,3,0,3,..,13,0,14,0,16,..,3,0,3,0,3,..,5,0,4,0,4,..,110,23,138,3,142,..,597,108,701,25,731,..,53,3,55,1734,1789,15473,647,111,758,1758,17989,15630,..,..,..,..,15630,..,3,0,3,0,3,..,23,9,29,0,29,..,0,0,0,0,0,..,9,11,26,0,26,..,42,6,47,0,51,..,0,0,0,0,0,..,52,17,76,0,73,..,6,0,5,0,10,..,14,0,14,0,14,..,22,4,21,0,21,..,36,0,36,3,40,..,29,5,38,0,38,..,9,0,7,0,7,..,17,4,16,0,16,..,15,3,15,0,18,..,6,0,11,0,11,..,3,0,3,0,3,..,25,8,26,0,26,..,70,11,89,0,84,..,32,3,34,0,34,..,0,0,3,0,3,..,10,17,31
10106,0,0,0,0,..,28,0,26,0,26,..,24,3,26,0,26,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,12,3,15,0,15,..,58,13,72,3,77,..,546,58,603,17,615,..,42,3,40,1124,1172,15898,587,61,645,1141,17678,16490,..,..,..,..,16490,..,17,0,15,0,15,..,82,21,103,3,109,..,3,0,3,0,3,..,11,3,11,0,11,..,29,12,37,0,37,..,4,0,4,0,4,..,35,12,54,0,54,..,32,0,32,0,30,..,28,0,28,0,28,..,8,0,8,0,8,..,40,0,43,0,43,..,7,3,6,0,6,..,4,0,4,0,4,..,13,0,13,0,13,..,7,0,7,0,7,..,0,4,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,33,4,35,0,35,..,32,3,31,3,32,..,3,3,3,0,3,..,3,0,3
10201,7,33,0,33,..,259,14,266,4,276,..,347,43,388,5,392,..,44,0,44,0,44,..,91,20,109,0,117,..,39,6,46,0,46,..,72,18,93,0,89,..,856,140,993,27,1014,..,4642,629,5271,55,5325,..,252,23,273,4261,4535,72023,4895,651,5548,4313,81880,76050,..,..,..,..,76050,..,144,0,148,0,146,..,126,12,145,0,141,..,14,5,17,0,17,..,180,80,267,0,262,..,447,191,639,5,646,..,22,9,33,0,33,..,653,285,936,6,944,..,70,0,73,0,77,..,131,3,135,3,140,..,245,7,250,0,254,..,325,12,337,4,346,..,174,28,204,10,214,..,33,0,32,0,32,..,90,10,96,0,96,..,50,15,63,0,62,..,28,0,26,0,26,..,20,0,20,0,20,..,62,11,76,0,80,..,281,31,312,3,314,..,257,25,282,9,291,..,158,17,179,0,179,..,178,68,252
10202,0,22,0,22,..,195,11,202,3,206,..,294,20,316,6,326,..,18,0,18,0,18,..,42,10,52,0,58,..,17,0,17,0,17,..,58,12,73,0,68,..,610,100,715,19,735,..,3018,405,3422,60,3487,..,201,17,212,4259,4473,68928,3219,421,3638,4321,76884,72781,..,..,..,..,72781,..,63,0,61,0,61,..,84,12,99,0,99,..,14,0,14,0,14,..,108,52,164,0,161,..,179,77,253,3,253,..,10,3,13,0,13,..,297,129,425,3,430,..,33,3,38,0,40,..,99,0,99,0,103,..,117,10,125,0,126,..,141,4,144,0,146,..,115,30,141,3,149,..,12,0,12,0,12,..,71,5,73,0,73,..,51,5,55,0,55,..,7,0,7,0,7,..,32,5,34,0,34,..,49,5,54,0,54,..,221,18,240,0,240,..,236,18,261,0,256,..,69,4,74,0,74,..,49,20,69
10301,0,4,0,4,..,54,0,54,0,56,..,31,4,35,3,40,..,12,0,15,0,15,..,14,3,16,0,16,..,3,0,3,0,3,..,23,8,29,0,29,..,151,35,189,7,195,..,813,114,930,17,944,..,46,0,43,2604,2645,19857,854,116,970,2616,23445,20510,..,..,..,..,20510,..,19,0,19,0,19,..,32,10,43,0,43,..,11,4,17,0,17,..,28,10,38,0,38,..,43,11,52,0,57,..,3,0,9,0,9,..,77,22,103,0,99,..,11,0,11,0,11,..,21,0,21,0,21,..,24,0,24,0,24,..,46,3,46,0,46,..,15,3,20,0,20,..,19,0,23,0,23,..,26,0,26,0,26,..,27,5,32,0,32,..,11,0,11,0,11,..,6,0,6,0,10,..,29,0,29,0,29,..,124,8,133,0,132,..,31,5,37,0,36,..,22,0,23,0,23,..,5,0,6
10302,0,0,0,0,..,66,0,69,0,69,..,7,4,12,0,12,..,7,0,6,0,6,..,4,0,9,0,7,..,0,0,0,0,0,..,10,3,12,0,15,..,102,18,124,8,127,..,540,70,606,21,630,..,89,4,88,2456,2545,24288,631,69,702,2472,27462,24642,..,..,..,..,24642,..,17,3,21,0,21,..,29,0,29,4,34,..,39,0,39,0,42,..,25,18,42,0,46,..,37,14,50,0,55,..,4,3,3,0,3,..,66,34,99,3,105,..,9,0,11,0,13,..,13,0,13,0,13,..,10,0,10,0,10,..,21,0,19,0,19,..,20,0,20,0,20,..,6,4,8,0,8,..,10,0,13,0,13,..,7,0,7,0,9,..,3,0,3,0,3,..,10,0,10,0,10,..,19,0,19,0,19,..,55,4,59,0,60,..,20,3,21,0,21,..,3,0,3,0,3,..,7,0,7
10303,0,4,0,4,..,34,0,35,3,42,..,29,4,34,0,34,..,4,0,4,0,4,..,15,3,14,0,14,..,3,0,3,0,3,..,20,4,25,0,29,..,118,18,134,0,136,..,564,80,649,20,665,..,58,6,63,2691,2755,20108,628,88,717,2709,23530,20020,..,..,..,..,20020,..,12,0,12,0,12,..,23,8,25,0,25,..,5,0,5,0,5,..,21,10,36,0,39,..,17,15,30,0,30,..,0,0,0,0,0,..,42,22,63,0,65,..,14,4,19,0,19,..,16,0,13,3,14,..,17,6,24,0,24,..,48,0,48,0,48,..,16,0,21,0,17,..,7,0,7,0,7,..,15,0,15,0,15,..,14,6,24,0,24,..,6,0,6,0,6,..,5,0,5,0,5,..,3,0,5,0,5,..,44,12,57,0,57,..,40,6,44,0,45,..,6,3,7,0,7,..,4,3,8
