SA2_MAINCODE_2016,C16_1PF_Cu15DS_4000ov,C16_1PF_Cu15DS_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_0_299,C16_1PF_CU15_NDS_300_449,C16_1PF_CU15_NDS_450_599,C16_1PF_CU15_NDS_600_799,C16_1PF_CU15_NDS_800_999,C16_1PF_CU15_NDS_1000_1399,C16_1PF_CU15_NDS_1400_1799,C16_1PF_CU15_NDS_1800_2399,C16_1PF_CU15_NDS_2400_2999,C16_1PF_CU15_NDS_3000_3999,C16_1PF_CU15_NDS_4000ov,C16_1PF_CU15_NDS_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_0_299,C16_1PF_NCu15DS_300_449,C16_1PF_NCu15DS_450_599,C16_1PF_NCu15DS_600_799,C16_1PF_NCu15DS_800_999,C16_1PF_NCu15DS_1000_1399,C16_1PF_NCu15DS_1400_1799,C16_1PF_NCu15DS_1800_2399,C16_1PF_NCu15DS_2400_2999,C16_1PF_NCu15DS_3000_3999,C16_1PF_NCu15DS_4000ov,C16_1PF_NCu15DS_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_0_299,C16_1PF_NDCO_300_449,C16_1PF_NDCO_450_599,C16_1PF_NDCO_600_799,C16_1PF_NDCO_800_999,C16_1PF_NDCO_1000_1399,C16_1PF_NDCO_1400_1799,C16_1PF_NDCO_1800_2399,C16_1PF_NDCO_2400_2999,C16_1PF_NDCO_3000_3999,C16_1PF_NDCO_4000ov,C16_1PF_NDCO_NS,C16_1PF_NDCO_Tot,C16_1PF_T_0_299,C16_1PF_T_300_449,C16_1PF_T_450_599,C16_1PF_T_600_799,C16_1PF_T_800_999,C16_1PF_T_1000_1399,C16_1PF_T_1400_1799,C16_1PF_T_1800_2399,C16_1PF_T_2400_2999,C16_1PF_T_3000_3999,C16_1PF_T_4000ov,C16_1PF_T_NS,C16_1_PF_T_T,C16_T_0_299,C16_T_300_449,C16_T_450_599,C16_T_600_799,C16_T_800_999,C16_T_1000_1399,C16_T_1400_1799,C16_T_1800_2399,C16_T_2400_2999,C16_T_3000_3999,C16_T_4000ov,C16_T_NS,C16_T_T
101041019,0,0,3,4,0,0,0,0,11,3,3,0,0,0,0,28,0,3,0,0,4,3,0,0,0,0,0,0,17,0,3,0,0,0,5,3,0,0,0,0,0,17,8,4,3,0,7,17,12,8,0,0,0,3,63,34,16,24,35,72,157,152,148,46,34,11,33,755
101041020,0,0,14,0,3,3,7,5,11,10,3,0,0,0,0,39,3,0,0,0,3,0,5,0,0,0,0,0,15,7,3,9,5,4,9,5,4,0,0,0,3,46,9,9,10,9,14,26,19,6,3,0,0,8,110,71,37,29,70,95,195,168,136,51,29,19,45,941
101041021,0,0,3,0,0,0,0,0,3,4,3,0,3,0,0,18,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,4,4,8,7,7,6,3,0,0,41,16,14,4,14,13,50,48,69,25,15,6,16,295
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,9,9,3,0,0,0,0,27,9,6,10,6,14,45,54,38,6,3,8,18,221
101041024,0,0,7,0,0,0,0,3,0,0,3,0,0,0,4,16,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,5,7,5,9,4,0,0,4,31,8,13,9,17,33,56,49,45,19,12,10,14,307
101041025,0,0,5,0,0,0,5,0,12,7,3,3,3,0,0,38,0,0,0,4,3,9,5,0,0,0,0,0,19,0,0,0,3,4,4,10,8,0,0,0,3,33,0,3,0,13,4,24,24,14,4,3,0,5,98,50,30,18,50,55,179,187,175,65,64,26,35,921
101041026,0,0,6,0,0,0,0,0,9,8,3,0,0,0,4,34,0,0,3,0,0,3,3,3,0,0,0,0,19,3,0,3,5,3,8,3,0,0,0,0,0,27,4,4,4,5,5,23,16,12,0,0,0,3,83,41,27,23,29,44,133,137,121,37,25,12,39,669
101041027,0,0,5,6,0,0,0,8,5,12,3,0,0,0,0,36,0,0,0,0,3,3,0,0,0,0,0,0,12,3,3,0,0,4,3,3,0,0,0,0,0,23,5,6,0,6,17,14,17,7,0,3,3,0,75,50,22,21,31,56,131,130,88,32,24,11,32,637
101051539,0,0,27,4,3,8,3,7,26,33,9,6,3,3,3,113,0,0,3,3,7,15,6,3,0,0,0,3,45,3,3,0,10,14,17,16,13,0,3,0,6,76,7,3,14,12,32,64,66,30,11,3,5,17,267,62,39,48,85,144,420,535,453,140,87,48,84,2143
101051540,0,0,10,0,0,0,0,0,12,11,12,0,5,0,0,48,0,3,0,0,3,3,0,0,3,0,0,0,14,3,0,0,3,3,4,4,6,0,0,3,3,33,3,7,3,4,10,25,20,18,10,5,4,3,104,49,28,25,67,72,215,233,266,131,109,53,76,1324
101061541,0,0,4,0,0,0,0,3,0,5,11,4,0,0,0,25,0,0,0,0,0,3,3,6,0,0,0,0,16,0,0,3,0,3,8,6,0,0,0,0,0,32,0,3,6,0,7,11,23,24,6,4,0,0,82,32,16,18,11,46,95,157,206,98,67,18,20,780
101061542,0,0,11,0,0,0,3,0,5,8,6,14,12,0,6,50,5,0,0,0,0,5,0,5,0,0,0,0,17,5,0,0,0,10,4,4,5,5,3,0,3,40,10,3,0,5,9,20,10,22,18,12,3,8,129,75,32,22,41,70,174,194,281,229,295,171,74,1659
101061543,0,0,19,3,3,0,8,11,20,12,3,3,0,0,3,68,0,0,0,0,0,4,9,4,0,0,0,0,21,4,0,4,3,0,12,6,0,0,0,0,6,37,10,4,9,13,16,38,31,9,6,0,0,9,141,49,21,20,66,95,242,204,135,41,28,14,44,960
101061544,0,3,11,0,3,3,3,3,5,0,3,0,0,0,0,24,0,0,0,4,0,0,4,0,0,0,0,0,6,4,3,6,7,5,6,3,0,0,0,0,0,33,7,4,12,18,14,10,7,3,3,0,0,3,81,57,21,39,63,83,119,84,84,27,15,12,53,656
102011028,0,3,20,0,0,0,3,0,0,3,11,5,4,6,4,33,0,0,0,0,0,4,0,8,3,0,3,0,16,3,0,0,3,0,7,4,8,8,3,0,3,35,3,0,0,6,0,18,16,23,18,7,7,7,110,26,16,11,29,27,95,91,233,172,156,93,34,983
102011029,3,0,15,3,0,0,0,0,10,6,9,8,0,8,0,42,0,0,0,0,0,6,4,8,7,0,0,0,36,4,0,3,5,3,4,4,3,0,4,0,3,39,14,0,3,7,10,20,20,28,18,10,7,3,133,71,30,24,34,63,132,176,312,184,170,97,65,1364
102011030,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,3,0,0,0,0,16,3,0,0,0,3,7,4,3,3,5,9,3,34,42,10,12,18,19,53,53,65,51,57,69,22,467
102011031,0,0,23,0,0,0,0,3,6,18,12,0,9,6,0,52,3,0,3,0,4,4,6,8,3,3,0,0,32,6,3,0,4,0,8,19,13,0,6,0,3,55,4,3,3,4,13,17,45,38,7,17,3,6,160,67,38,26,39,57,164,207,323,195,221,124,45,1507
102011032,0,0,18,4,0,0,3,8,14,15,18,8,4,0,0,72,3,0,3,0,4,6,9,7,0,0,0,0,48,0,3,3,8,7,22,18,16,3,8,6,3,88,8,4,10,11,20,38,47,45,13,16,3,6,224,52,32,33,48,58,208,337,436,181,119,57,46,1608
102011033,0,0,9,0,0,0,3,0,4,10,8,0,0,0,3,32,0,0,0,0,0,0,9,8,5,0,0,4,23,3,3,0,0,3,10,4,10,0,3,0,0,33,3,3,0,7,3,17,24,30,4,3,0,7,100,33,17,6,31,30,103,185,301,132,78,33,30,977
102011034,0,0,15,0,0,0,3,3,10,8,6,5,3,3,0,45,0,0,0,0,0,3,4,9,3,0,0,0,17,7,0,0,4,7,8,13,13,3,0,3,0,51,8,0,0,3,11,22,25,28,14,6,7,3,126,37,12,17,31,32,90,149,231,129,61,37,31,858
102011035,0,0,11,3,0,0,0,0,16,11,11,3,0,0,4,54,0,0,0,0,0,0,8,4,3,3,0,0,23,0,0,7,0,0,12,13,3,4,3,0,0,53,5,0,11,4,7,33,36,20,11,12,0,4,135,33,14,14,24,37,123,203,268,107,64,21,46,946
102011036,0,0,19,4,0,0,4,0,6,14,16,3,0,0,3,55,0,0,0,3,4,3,4,5,0,0,0,0,28,0,6,4,0,9,5,11,10,0,4,0,3,50,6,3,5,8,17,18,32,34,3,11,4,10,139,37,33,17,40,59,133,201,327,136,94,45,43,1158
102011037,0,0,15,0,0,0,0,0,6,6,6,0,0,0,0,27,0,0,0,3,0,8,4,3,0,0,0,0,20,5,0,0,0,3,5,4,7,3,5,0,0,27,5,0,0,3,5,22,14,14,7,4,0,4,87,35,13,5,17,35,110,129,227,92,64,36,22,776
102011038,0,0,12,0,0,0,0,0,5,10,13,4,5,3,3,39,0,0,0,0,3,7,3,3,0,0,0,0,18,4,5,0,3,0,0,9,7,6,3,0,0,47,9,5,0,3,4,11,28,22,9,13,6,3,121,41,17,6,25,32,85,150,269,142,105,53,41,972
102011039,0,0,19,0,0,0,0,6,3,10,16,3,4,4,0,54,3,0,0,0,0,7,3,6,4,3,0,0,29,4,3,0,3,0,9,11,6,5,3,0,0,58,6,7,3,4,9,24,30,31,17,19,5,3,157,70,18,20,24,51,134,181,318,239,260,145,48,1511
102011040,0,0,14,0,0,3,3,8,24,29,25,3,4,3,5,115,6,0,0,3,4,8,4,14,7,0,0,4,57,14,4,4,3,8,27,24,17,3,7,0,8,117,17,8,9,8,25,62,66,58,15,6,5,12,298,101,46,35,62,97,251,381,535,279,169,66,81,2094
102011041,3,0,11,0,0,0,0,0,6,6,12,11,4,3,3,44,0,0,0,0,0,0,4,7,0,5,0,0,17,0,0,3,0,4,9,8,3,0,3,0,3,34,0,0,3,0,6,19,19,20,12,12,5,7,106,44,22,17,34,34,127,166,260,204,201,122,49,1272
102011042,0,0,6,0,0,0,0,4,9,13,16,4,3,0,3,51,3,0,3,4,0,0,6,4,3,0,0,0,27,6,4,4,6,10,10,16,13,6,0,0,0,75,10,6,10,15,13,21,36,32,13,3,0,5,162,41,22,20,46,59,169,232,318,145,94,42,43,1239
102011043,0,0,10,3,0,0,0,3,14,17,21,4,0,3,8,69,0,0,0,0,0,10,7,12,3,0,0,0,31,3,3,4,8,10,16,15,7,0,3,0,3,58,7,4,7,9,13,36,44,34,4,3,3,10,170,39,24,15,40,47,203,321,388,95,41,26,50,1294
102021044,0,3,35,8,3,0,4,4,16,32,38,11,4,3,8,132,0,0,3,3,3,18,26,11,4,3,0,5,72,12,7,7,8,12,39,33,33,4,3,0,9,163,19,8,10,11,26,86,100,86,16,19,4,21,401,110,50,34,81,106,330,519,753,324,179,48,88,2614
102021045,0,0,25,0,4,0,6,4,31,21,21,3,0,0,6,93,3,0,0,0,3,12,12,3,0,0,0,3,42,3,4,4,7,7,27,18,11,0,0,0,6,89,5,8,3,20,21,79,58,39,5,3,3,13,258,38,22,19,38,76,273,371,353,93,25,16,52,1367
102021046,0,0,16,3,0,0,5,0,17,15,12,3,0,3,0,64,4,0,0,0,0,5,0,0,0,0,0,4,17,3,5,4,3,0,5,9,11,3,0,0,0,51,9,5,4,10,5,34,31,34,8,3,3,3,150,33,21,16,43,40,168,259,265,62,40,13,31,999
102021047,0,0,23,0,0,0,4,7,22,21,19,4,6,0,4,92,0,0,0,0,8,4,12,15,4,3,3,0,51,11,4,0,10,7,25,17,6,9,0,0,4,92,12,6,0,9,20,52,52,42,18,14,7,13,254,76,37,38,56,79,297,416,604,249,139,76,80,2132
102021048,0,3,44,3,4,3,4,15,33,37,22,0,3,3,7,123,3,0,3,3,3,13,21,9,0,0,0,0,53,3,3,5,8,6,30,33,10,8,3,0,11,124,8,7,8,19,28,80,102,41,11,8,3,23,344,71,37,38,70,139,415,560,537,123,58,33,86,2167
102021049,0,0,4,0,0,0,0,0,0,0,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,4,3,0,0,0,13,3,3,0,0,0,5,3,15,3,3,0,4,37,23,14,3,4,18,42,48,81,57,101,57,26,473
102021050,0,0,27,0,0,0,3,4,18,17,7,3,5,0,4,66,0,0,0,4,3,4,5,6,0,0,0,3,25,3,3,0,4,10,15,16,6,0,0,0,0,61,6,3,3,10,15,47,47,21,4,11,0,3,183,41,21,27,53,61,203,289,249,68,53,21,43,1133
102021051,0,0,7,0,0,0,0,0,10,12,10,0,4,0,0,36,0,0,0,0,0,4,3,0,0,3,0,0,13,0,0,0,0,3,7,6,0,3,0,0,3,29,3,0,3,0,7,20,17,15,3,4,0,0,79,40,7,5,17,24,82,123,155,79,63,43,34,674
102021052,0,0,7,0,0,3,4,3,8,13,7,0,3,0,0,36,0,0,0,0,0,7,5,5,0,0,0,0,18,0,0,0,0,0,5,4,3,3,0,0,3,30,0,0,6,4,8,19,23,13,0,0,0,3,86,28,14,12,34,35,120,172,184,63,31,15,28,726
102021053,0,0,12,0,3,0,3,4,17,11,25,3,0,0,3,69,0,0,0,0,0,3,6,5,0,3,0,0,20,3,8,0,3,5,3,12,10,3,0,0,3,50,8,12,5,8,17,21,24,41,5,3,0,6,151,25,24,18,29,49,128,146,254,108,102,42,60,977
102021054,0,0,6,0,0,0,0,0,11,6,7,3,4,0,3,33,0,0,0,3,0,3,3,0,0,0,0,0,12,3,3,3,7,0,12,12,10,3,3,0,3,48,3,3,3,4,3,21,21,27,6,3,0,6,106,29,16,12,36,33,113,170,194,76,54,31,39,794
102021055,0,0,15,0,0,0,0,0,0,3,11,3,0,0,0,21,0,0,0,0,0,4,0,6,0,0,0,0,11,0,0,0,3,0,4,8,10,0,0,0,4,33,5,7,5,4,7,18,17,24,3,0,0,3,80,22,10,6,14,19,76,119,182,81,50,17,19,623
102021056,0,0,19,0,0,4,0,4,12,13,31,12,0,0,6,88,0,0,0,3,3,5,4,7,4,3,0,0,32,5,0,0,0,0,3,12,10,4,7,0,3,51,11,5,3,7,8,32,31,50,19,11,0,11,191,58,22,13,43,57,188,274,637,345,144,64,68,1908
102021057,0,0,8,0,3,0,7,4,18,13,9,6,0,0,0,52,0,0,0,0,0,5,4,4,0,0,0,0,19,0,0,0,6,8,14,7,8,0,0,0,0,46,4,3,0,13,8,37,30,19,7,0,0,4,123,18,21,13,28,43,146,184,187,71,37,13,19,787
103011058,0,0,23,0,3,3,6,13,39,26,19,8,5,0,5,123,4,0,0,0,3,18,10,9,0,0,3,0,44,0,3,0,3,10,20,20,16,5,0,0,4,84,11,10,3,10,28,78,65,46,11,8,3,9,276,75,43,25,70,118,392,483,479,200,112,55,76,2126
103011059,0,0,16,0,0,0,3,4,20,19,15,0,0,0,0,62,3,0,0,0,3,8,3,0,0,4,0,3,22,3,0,0,3,8,13,4,3,0,0,0,0,43,6,3,0,8,13,37,28,25,3,6,3,4,139,41,15,10,36,59,199,264,391,168,86,42,32,1338
103011060,0,0,7,6,0,3,3,0,0,3,11,4,0,0,3,30,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,3,15,6,3,3,4,7,6,10,15,7,4,0,3,60,39,11,29,29,41,124,141,155,94,66,37,34,810
103011061,0,0,7,0,0,0,0,0,3,0,4,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,9,3,4,4,4,3,9,3,4,0,0,0,8,43,21,10,13,19,30,98,86,61,36,13,10,25,417
103021062,0,0,4,4,0,0,0,7,4,0,0,0,0,0,3,18,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,0,4,0,5,3,0,0,0,0,0,21,3,3,5,3,6,13,7,0,0,0,3,3,46,54,23,28,52,76,88,46,30,13,18,10,38,469
103021063,0,0,11,0,0,0,3,9,8,6,5,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,3,7,9,3,0,4,0,0,3,26,0,5,3,12,13,22,14,5,3,0,5,4,94,21,24,39,63,95,193,143,96,29,23,7,39,774
103021064,0,0,11,0,0,0,0,0,6,7,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,21,3,3,8,10,10,18,9,0,0,3,0,4,69,30,26,23,48,52,113,68,57,22,17,8,32,499
103021065,0,0,9,0,0,0,9,8,20,5,3,0,0,0,0,52,0,0,0,4,7,6,0,0,0,0,0,3,22,3,6,3,9,12,3,3,0,0,0,0,3,39,3,4,3,16,23,34,12,5,0,0,0,8,118,57,26,29,79,110,253,136,101,42,22,27,63,931
103021066,0,0,0,0,3,0,3,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,7,3,3,11,7,0,3,0,0,0,0,32,35,26,13,28,33,46,33,29,10,5,13,21,287
103021067,0,0,18,0,0,3,9,6,16,8,9,5,0,0,3,61,0,0,0,4,4,6,3,4,0,0,0,0,20,3,3,0,5,4,9,3,3,0,0,0,0,32,5,10,4,14,20,31,19,18,5,0,0,4,126,26,24,25,62,92,300,217,170,69,38,24,34,1073
103021068,0,0,3,0,0,0,3,0,4,3,0,0,0,0,3,9,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,4,6,3,6,4,0,0,0,0,5,31,38,11,15,19,22,47,30,26,11,7,6,19,248
103021069,0,0,4,0,7,3,3,7,11,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,10,4,9,0,0,0,3,0,0,0,0,0,0,15,5,7,0,5,8,13,4,0,0,0,0,4,52,38,27,33,42,56,96,45,51,8,14,16,28,459
103031070,0,0,18,0,4,0,6,7,11,9,3,0,0,0,3,58,0,0,0,3,3,4,0,6,0,0,0,3,24,0,3,3,3,10,5,3,3,0,0,4,0,37,4,8,10,12,25,35,18,13,0,3,4,8,134,39,16,25,55,92,238,186,187,83,48,22,44,1036
103031071,0,0,10,6,0,0,0,0,18,3,10,0,4,0,4,42,0,0,0,0,4,0,5,0,0,0,0,0,10,3,5,0,0,6,4,7,4,3,0,0,3,38,5,4,4,4,8,26,18,19,7,3,0,11,103,30,34,22,41,67,169,162,157,67,50,26,45,875
103031072,0,0,11,0,0,3,3,3,9,12,10,0,0,3,9,51,0,0,0,0,0,4,11,7,5,0,0,0,26,0,3,0,0,3,3,3,5,0,0,0,0,20,3,3,7,8,10,24,25,19,7,0,3,4,105,33,15,20,38,45,155,216,308,144,83,42,43,1155
103031073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,3,7,5,0,0,0,0,21,15,15,13,17,14,32,33,40,9,12,10,11,229
103031074,0,0,9,0,3,0,3,3,7,5,3,0,3,0,3,35,0,0,0,0,0,6,0,4,0,0,0,0,14,0,0,0,0,4,9,0,3,3,0,0,0,19,0,3,0,6,10,26,8,12,3,3,0,5,76,29,33,29,44,68,166,163,194,79,60,45,47,970
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,16,4,0,0,7,3,8,3,0,0,0,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,11,6,0,0,3,0,7,3,0,0,4,0,6,31,8,3,4,12,10,21,10,3,3,5,0,4,86,44,10,22,37,53,156,147,134,70,54,37,39,796
103041077,0,0,20,0,0,7,7,9,29,23,7,5,3,0,7,101,0,0,0,4,10,12,7,7,0,0,0,0,42,3,0,5,3,11,15,10,10,3,3,0,8,73,9,3,10,21,39,64,53,26,6,8,0,12,241,51,28,27,79,110,354,381,296,73,78,33,44,1548
103041078,5,4,28,0,0,0,7,4,17,23,23,0,3,0,0,85,0,0,0,0,5,11,4,3,4,0,3,0,38,3,5,5,9,0,7,14,9,0,3,0,9,65,5,4,6,11,15,42,57,42,12,5,4,13,221,53,34,29,73,106,320,491,625,277,148,72,83,2304
103041079,0,4,11,0,0,0,3,5,9,14,7,3,3,3,3,49,0,0,3,0,0,3,5,3,0,0,0,0,21,0,0,0,3,0,10,3,3,4,0,0,0,28,4,4,4,4,7,35,22,13,6,3,3,8,112,68,16,30,58,107,209,224,258,124,132,97,79,1401
104011080,0,0,26,0,4,5,7,10,49,16,11,0,0,0,6,111,0,3,3,3,9,16,0,0,0,0,0,0,42,0,0,5,9,9,28,13,8,0,4,0,0,72,3,9,14,24,27,101,40,22,3,4,0,5,245,54,46,54,83,173,475,350,199,63,31,11,61,1602
104011081,0,0,19,0,7,8,6,11,14,22,5,4,4,0,3,85,0,0,3,3,5,8,4,6,0,0,0,0,32,8,3,4,7,12,16,10,4,3,0,0,4,67,13,7,12,23,30,41,34,19,8,10,0,10,205,79,69,75,121,139,342,330,234,89,42,33,59,1621
104011082,0,0,11,0,0,0,4,7,13,13,7,0,7,0,5,69,3,0,0,0,9,3,6,0,0,0,0,0,27,9,3,3,3,0,11,14,9,3,5,0,5,56,13,4,5,12,18,33,37,18,5,11,0,6,155,59,32,32,54,92,233,258,232,68,58,30,43,1198
104021083,0,0,14,0,0,0,0,7,12,5,7,0,0,0,0,43,0,0,0,3,0,8,3,4,0,3,0,0,24,3,0,3,0,0,8,0,5,0,3,0,4,28,6,6,3,7,10,27,15,15,3,4,3,3,101,26,19,12,21,34,106,115,87,29,26,11,23,514
104021084,0,0,15,0,0,3,9,3,27,25,19,4,3,0,0,105,0,0,0,3,5,11,9,7,0,0,0,0,36,3,0,3,4,7,20,8,8,0,3,0,4,70,8,5,10,15,22,65,47,40,14,5,0,5,222,64,32,19,53,90,227,312,380,104,68,29,40,1425
