SA2_MAINCODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
111031231,8,6,4,5,39,85,24,0,7,9,188,3,0,0,0,0,6,19,51,14,0,3,4,108,0,0,0,0,0,0,3,17,12,0,4,0,39,0,0,3,0,3,3,0,12,3,0,3,0,39,0,0,4,0,0,4,0,4,8,0,0,0,16,0,0,8,15,3,0,19,44,17,3,14,8,133,4,0,10,0,3,3,7,8,0,0,0,8,46,54,25,176,160,87,122,380,542,143,31,66,59,1835
111031232,0,0,0,6,15,20,20,0,0,3,61,3,0,0,0,0,5,6,20,23,6,0,0,64,0,0,0,0,0,0,3,11,12,6,0,0,31,0,0,0,0,0,3,3,9,16,3,0,0,39,0,0,0,0,0,0,0,4,8,7,0,0,21,4,0,3,3,3,10,3,13,13,3,0,0,56,0,0,5,0,0,3,0,0,0,0,0,3,17,28,7,85,53,37,54,85,145,122,31,4,16,663
111031233,3,6,5,6,66,138,22,7,4,3,261,3,0,0,0,3,9,38,85,29,3,3,3,172,3,0,0,0,4,4,10,43,15,0,3,0,77,0,0,0,3,0,3,6,21,14,7,0,0,55,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,3,12,3,10,26,52,18,3,0,4,126,0,3,11,6,0,0,4,4,3,0,0,10,51,82,33,185,163,115,176,529,748,148,23,18,66,2305
111031234,3,4,6,10,27,106,33,3,5,3,201,4,0,0,3,4,7,24,70,25,3,4,0,146,0,0,3,3,0,0,11,33,12,3,0,0,76,0,0,3,0,3,0,10,22,8,3,5,0,51,0,0,0,0,0,0,0,7,4,3,0,0,12,3,0,12,3,6,3,24,45,26,9,5,5,127,0,0,16,3,3,6,3,4,0,0,0,10,48,49,17,189,129,97,151,362,581,172,29,34,53,1858
111031235,0,3,3,8,28,93,55,5,0,3,212,0,0,0,0,0,3,21,78,40,10,0,0,153,0,0,0,0,0,3,3,42,27,12,3,0,82,0,0,0,3,0,0,4,17,27,10,5,0,75,0,0,0,0,0,0,0,4,18,12,5,0,41,0,0,0,3,0,0,7,46,38,9,0,5,112,0,0,0,0,0,0,0,0,0,0,0,5,11,46,17,46,87,58,116,227,482,252,78,18,29,1460
112011236,3,3,3,13,67,100,48,17,0,3,264,9,0,3,3,0,7,33,70,32,10,0,5,181,0,0,0,0,0,3,11,25,22,7,0,0,67,0,0,0,3,3,0,4,19,16,11,7,0,64,0,0,0,0,0,0,0,8,13,5,0,3,23,0,0,9,3,0,3,34,59,34,11,0,3,158,4,0,25,4,5,14,19,10,5,0,0,14,100,61,22,323,149,132,260,571,662,302,74,26,89,2669
112011237,6,9,8,13,33,56,32,8,3,3,170,3,0,4,0,0,3,16,42,16,4,3,3,93,3,0,0,0,3,0,7,14,18,3,0,3,51,0,0,0,0,0,0,10,15,9,7,0,0,42,0,0,0,0,0,0,3,3,9,4,0,0,15,4,0,0,3,8,11,13,38,14,5,3,3,91,3,0,3,4,0,0,3,3,0,0,0,5,19,79,4,58,70,72,121,289,370,143,44,20,33,1314
112011238,0,0,0,0,3,5,9,8,9,0,47,0,0,0,3,0,0,3,11,12,7,7,0,40,0,0,0,0,0,0,0,0,5,10,12,0,24,0,0,0,0,0,0,0,0,0,4,8,0,15,0,0,0,0,0,0,0,0,0,3,3,0,12,7,0,0,0,0,0,6,7,10,10,15,0,52,3,0,0,0,0,0,0,0,3,0,0,7,14,56,3,8,29,27,27,52,91,79,64,72,22,528
112011239,0,0,0,0,12,38,23,8,6,0,92,0,0,0,0,0,0,9,22,16,12,7,0,66,0,0,0,0,0,0,0,3,10,0,3,0,23,0,0,0,3,0,0,0,4,6,7,0,0,19,0,0,0,0,0,0,3,0,0,4,4,0,10,3,0,0,0,3,4,7,20,36,14,11,3,103,0,0,5,3,0,0,3,3,0,0,0,3,13,30,3,19,65,52,72,161,295,194,78,38,20,1023
112011240,0,0,0,3,0,16,33,25,27,3,116,3,0,0,0,0,0,5,13,16,30,35,6,103,0,0,3,0,0,0,0,8,5,21,20,0,67,0,0,0,3,0,0,0,3,4,21,36,3,75,3,0,0,0,3,0,0,0,3,10,41,0,55,0,0,3,0,0,3,3,22,26,35,57,5,160,0,0,0,3,3,0,3,4,0,0,5,6,24,37,6,27,81,27,42,69,170,186,213,297,54,1212
112011241,0,3,9,12,13,12,3,0,0,4,63,5,0,0,0,3,3,10,13,3,0,3,3,42,0,0,0,0,0,3,0,9,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,5,12,5,5,0,0,0,40,0,0,0,10,3,3,0,3,0,0,0,4,27,50,3,35,91,69,137,170,103,29,8,7,24,734
112011242,0,0,0,4,8,28,34,13,10,0,104,0,0,0,3,0,0,0,18,12,16,6,0,67,0,0,0,0,0,0,0,13,8,3,8,0,35,0,0,0,0,0,0,0,5,10,7,15,3,44,0,0,0,0,0,0,0,0,10,6,13,0,28,0,0,0,0,0,3,3,5,19,14,7,3,54,0,0,0,0,0,0,0,0,4,0,0,3,9,16,0,5,7,4,19,47,175,170,100,79,16,651
112011243,0,0,3,0,3,19,23,5,4,5,65,9,0,0,0,0,0,3,10,16,9,4,0,46,3,0,0,0,5,0,0,3,0,3,3,0,19,0,0,0,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,3,3,0,3,0,9,6,0,0,4,4,3,9,16,21,10,0,0,75,3,0,0,5,0,3,0,0,3,0,0,0,16,74,0,28,64,52,79,104,179,138,62,33,29,853
112021244,0,4,10,39,59,8,0,0,3,3,128,4,0,0,8,3,16,32,3,0,0,0,3,65,0,0,0,0,3,7,14,4,0,0,0,0,24,0,0,0,0,3,0,5,0,0,0,0,3,19,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,0,7,18,33,3,0,0,0,3,75,0,0,6,19,7,5,5,0,0,0,0,3,59,50,14,129,265,174,367,403,56,0,0,3,50,1511
112021245,9,3,3,8,9,4,0,0,0,3,41,9,0,3,0,0,3,10,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,4,11,0,0,0,0,0,32,0,0,0,10,3,0,3,0,0,0,0,0,14,77,10,41,80,52,88,75,23,0,0,0,20,471
112021246,0,6,4,24,58,41,7,0,0,3,148,4,0,0,0,3,7,30,38,8,0,0,0,99,0,0,0,0,0,3,16,16,0,0,0,0,37,0,0,0,0,0,0,8,18,5,3,0,4,43,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,3,6,5,9,29,25,0,0,0,3,86,3,0,4,4,0,6,3,0,0,0,0,10,32,29,15,131,122,127,285,427,263,44,3,3,51,1499
112021247,0,4,6,14,14,0,0,0,0,0,44,3,0,0,0,3,7,6,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,8,5,0,0,3,3,7,3,0,0,0,0,0,30,0,0,0,3,0,6,0,0,0,0,0,0,13,87,4,59,116,87,161,97,21,3,0,3,17,660
112021248,0,4,6,29,79,36,6,0,0,8,159,3,3,0,5,3,14,28,27,4,0,0,4,99,3,0,0,0,0,3,7,19,0,0,0,0,36,0,0,0,0,0,4,9,8,0,0,0,0,25,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,5,15,7,20,45,25,4,0,0,3,137,0,0,10,10,0,6,3,6,0,0,0,7,46,59,27,192,363,216,397,629,282,29,8,6,54,2261
112021249,0,3,8,7,25,16,6,0,3,3,83,9,0,0,0,3,3,16,15,8,0,0,3,55,0,0,0,0,0,3,3,4,3,0,0,0,25,0,0,0,0,0,3,0,3,0,0,4,0,12,3,0,0,0,0,0,0,0,3,0,0,0,13,8,0,4,0,3,9,9,17,10,0,0,3,71,10,0,0,3,0,3,6,0,0,0,0,3,22,137,10,56,85,80,127,236,147,43,15,12,40,980
112031250,0,3,0,9,30,62,47,23,19,3,200,3,0,0,0,0,3,18,45,35,11,16,0,146,0,0,0,0,0,0,5,20,7,8,7,3,62,3,0,0,4,0,3,4,18,22,12,14,0,81,3,0,0,0,0,0,0,0,12,7,29,0,51,3,0,0,3,0,4,15,20,28,17,17,0,102,0,0,6,10,3,0,3,4,8,0,0,8,46,53,3,66,92,68,101,239,373,245,111,129,47,1524
112031251,0,0,3,6,27,43,12,0,0,0,93,3,0,0,3,0,3,7,13,5,3,0,0,35,0,0,0,0,4,0,3,8,0,0,0,0,12,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,4,0,14,17,18,8,0,0,0,68,0,0,9,6,8,5,0,0,0,0,0,9,38,33,7,79,121,88,141,225,258,58,4,3,34,1046
112031252,3,0,7,9,12,19,13,0,3,0,77,3,0,0,0,0,0,17,13,10,3,3,0,44,0,0,0,0,0,0,6,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,7,10,8,15,8,0,0,0,59,0,0,0,3,0,0,4,0,0,0,0,0,15,86,4,32,56,55,77,141,129,62,3,6,26,683
112031253,0,5,0,0,25,73,36,14,3,7,165,3,0,0,0,5,0,9,45,35,11,0,0,115,0,0,0,0,0,0,3,17,12,9,0,0,46,0,0,0,0,0,0,4,6,13,8,3,0,36,0,0,0,0,0,0,0,0,0,0,3,0,10,7,0,0,3,4,3,12,37,17,6,3,4,99,0,0,0,0,0,0,3,3,0,0,0,10,24,42,3,43,54,40,70,227,452,214,68,21,56,1296
112031254,0,4,4,14,68,69,46,12,3,3,235,0,0,0,3,0,6,26,61,22,10,6,4,139,0,0,0,0,0,3,3,21,12,3,6,0,54,4,0,0,0,0,3,7,15,20,3,5,6,66,0,0,0,0,0,0,5,5,4,0,3,3,18,11,0,3,9,3,10,36,54,21,11,7,3,168,4,0,11,3,4,14,16,14,3,0,3,13,89,68,18,130,114,119,296,747,642,254,50,46,86,2578
112031550,3,3,0,9,24,71,46,10,4,5,177,4,0,0,3,0,0,8,45,35,20,3,0,121,0,0,0,0,0,0,3,16,16,5,5,0,41,0,0,0,0,3,0,0,11,3,7,0,0,25,0,0,0,0,0,0,0,3,4,7,0,0,15,0,0,3,4,0,0,10,32,19,4,3,5,89,0,0,9,4,4,0,3,0,0,0,0,6,28,39,13,70,77,39,55,230,404,197,57,20,47,1260
112031551,0,0,0,0,3,7,8,0,0,3,22,0,0,0,0,0,0,0,4,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,3,5,5,20,29,18,18,11,125
112031552,0,3,3,0,11,75,15,4,3,0,121,0,0,0,0,0,0,15,35,11,3,3,0,63,0,0,0,0,0,0,3,14,11,3,0,0,31,3,0,0,0,0,0,0,11,5,3,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,30,13,0,0,7,68,0,0,13,11,0,3,5,5,0,0,0,6,45,24,9,120,87,44,83,233,400,96,15,13,42,1155
113011256,12,44,34,72,83,39,5,0,3,0,299,7,0,10,20,16,44,47,42,3,0,0,3,189,0,0,0,5,5,23,23,26,3,0,0,4,94,0,0,3,5,3,11,25,23,6,0,0,0,75,0,0,0,6,3,6,8,11,0,0,3,3,43,8,0,8,27,16,29,32,22,0,0,0,10,158,5,3,8,26,14,9,9,5,0,0,0,19,93,85,31,196,504,250,467,424,243,22,3,9,67,2312
113011257,17,31,13,29,11,0,0,0,0,10,167,37,5,7,18,12,14,13,4,0,0,3,9,115,19,3,10,4,3,4,0,0,0,0,0,3,55,4,4,4,9,4,5,6,3,0,0,0,7,39,13,0,0,3,3,0,0,0,0,0,0,0,22,17,0,10,21,6,10,3,3,0,0,0,4,83,8,3,7,10,4,3,5,0,0,0,0,10,50,314,30,165,291,145,150,68,13,4,3,10,93,1285
113011258,5,11,17,34,28,5,0,0,0,0,112,6,4,0,12,19,9,19,9,0,0,0,5,85,0,0,0,4,3,11,11,3,0,0,0,0,42,0,0,0,3,5,5,6,7,0,0,0,0,21,0,0,3,0,0,0,4,0,0,0,0,0,14,0,0,3,11,14,14,7,3,0,0,0,0,44,0,0,9,17,5,3,0,0,0,0,0,4,39,75,15,144,262,148,212,132,23,0,0,3,23,1045
113011259,5,3,3,9,0,0,0,0,0,8,40,3,0,3,11,4,9,4,0,0,0,0,0,32,7,0,3,4,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,5,0,0,0,0,3,17,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,7,0,0,0,0,0,0,0,4,22,0,0,7,7,5,3,0,0,0,0,0,9,28,74,19,91,179,68,78,20,9,0,0,0,32,579
113021260,5,11,8,3,3,0,0,0,0,3,47,0,0,4,4,0,7,7,0,0,0,0,3,26,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,4,3,4,0,0,0,0,0,3,28,3,0,3,4,0,0,0,0,0,0,0,0,12,45,11,43,103,32,29,25,6,0,0,3,19,318
113021261,0,13,6,23,29,0,0,0,0,0,86,4,0,0,3,10,11,19,5,0,0,0,0,47,0,0,0,0,0,3,8,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,7,7,6,10,5,0,0,0,0,38,3,0,0,11,0,0,4,0,0,0,0,0,18,45,17,79,167,127,128,119,30,0,0,0,15,733
113021262,13,10,0,5,10,3,0,0,0,0,45,6,0,3,4,0,3,3,4,0,0,3,0,25,4,0,0,0,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,3,3,0,0,0,0,0,3,23,0,0,3,0,0,0,0,0,0,0,0,0,7,73,9,61,75,20,28,20,11,0,0,9,27,331
113031263,6,3,11,22,12,3,0,0,0,3,58,10,0,0,3,0,11,3,0,0,0,0,0,34,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,7,4,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,7,8,8,7,0,0,0,0,4,38,0,0,9,4,0,3,0,0,0,0,0,0,19,87,16,135,140,95,156,70,8,0,0,5,33,743
113031264,3,9,8,12,5,0,0,0,0,0,43,4,0,3,4,3,0,4,0,0,0,0,3,19,5,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,0,0,0,0,0,0,24,4,0,4,0,3,0,0,0,0,0,0,3,13,76,11,47,62,47,37,17,5,0,0,4,14,319
113031265,4,6,0,14,9,0,0,0,0,3,48,4,0,0,7,3,3,4,3,0,0,0,0,26,3,0,0,3,0,0,3,4,0,0,0,0,19,4,3,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,3,0,7,3,0,0,4,6,4,6,3,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,6,16,57,16,60,75,67,94,69,20,0,0,3,25,483
113031266,0,6,3,14,3,0,0,0,0,0,58,11,0,3,6,0,7,7,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,4,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,6,9,3,0,0,0,0,0,27,6,3,9,3,0,0,0,0,0,0,0,3,22,111,26,112,127,65,98,38,10,0,0,4,16,607
113031267,9,15,12,24,74,56,15,0,0,3,205,4,0,0,15,0,16,54,43,6,0,0,0,139,0,0,0,9,0,7,16,21,3,0,0,0,65,5,0,0,7,3,0,9,18,12,0,5,7,58,0,0,0,0,0,0,8,9,3,0,3,0,24,0,3,0,11,3,17,32,34,6,0,0,3,108,0,0,0,5,3,7,9,0,0,0,0,7,38,49,15,83,268,108,228,484,283,61,11,9,37,1642
113031268,3,0,0,8,13,25,6,0,0,0,52,0,0,0,0,0,3,10,15,4,0,0,0,32,0,0,0,0,0,0,3,9,4,0,0,0,15,0,0,0,0,0,0,3,10,11,0,0,0,22,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,11,16,11,0,0,0,45,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,15,10,10,31,98,128,49,5,3,3,351
113031269,3,13,9,53,126,92,12,0,3,0,318,4,0,3,5,3,24,78,62,13,0,0,5,204,0,0,0,0,0,25,32,33,8,0,0,3,102,0,4,5,5,3,13,24,38,13,0,0,0,102,0,0,0,0,3,0,5,6,8,0,0,0,27,3,3,8,16,3,30,52,32,3,0,0,6,159,3,0,19,14,6,4,10,6,3,0,0,15,81,75,38,251,341,146,439,802,415,69,5,9,77,2664
113031270,3,23,22,60,86,38,4,0,4,3,246,0,0,0,14,17,45,69,34,13,0,0,0,193,7,0,0,0,5,15,35,19,3,0,0,0,88,0,0,0,3,0,10,18,23,9,3,0,3,65,0,0,3,0,0,3,4,8,4,0,0,0,36,4,0,11,15,15,29,23,9,10,3,0,5,111,0,0,15,15,5,6,6,3,0,0,0,12,65,75,42,215,349,250,491,553,227,54,12,12,73,2356
113031271,3,5,11,31,29,22,3,0,0,7,130,18,0,7,8,4,15,15,20,3,0,0,5,89,8,0,0,0,4,14,11,10,0,0,0,5,49,7,0,0,7,0,3,3,4,0,0,0,0,30,7,0,0,3,0,0,3,0,0,0,0,0,17,8,0,6,9,5,14,10,5,0,0,0,5,62,3,0,5,3,8,3,0,0,0,0,0,3,27,166,29,75,163,113,174,169,89,12,0,4,43,1033
114011272,0,3,0,7,17,25,4,0,6,0,76,12,0,0,3,4,3,7,13,7,3,3,0,67,5,0,0,0,0,3,3,11,7,0,0,0,37,4,0,3,0,0,0,3,10,7,3,4,0,32,0,0,0,0,0,0,0,0,3,3,4,0,7,4,0,0,0,3,0,5,13,0,0,3,0,26,0,0,3,0,0,0,0,0,0,0,0,3,15,61,15,33,45,30,47,102,139,51,14,26,19,596
114011273,0,0,0,0,9,23,3,0,0,5,37,3,0,0,0,0,0,8,15,0,0,0,0,26,0,0,0,0,0,0,3,9,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,8,13,0,0,0,0,23,0,0,0,0,4,4,0,0,0,0,0,0,11,14,0,6,9,18,36,105,113,8,0,0,15,328
114011274,0,5,3,3,21,18,0,0,0,0,55,0,0,0,0,0,3,4,8,0,0,0,0,25,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,11,6,0,0,0,22,4,0,3,3,0,0,4,0,0,0,0,3,15,24,10,24,46,44,81,139,93,8,0,4,5,489
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,0,3,6,9,15,14,6,0,3,3,58,0,0,0,0,3,4,5,22,3,0,3,0,45,0,0,0,0,0,3,3,9,0,0,0,0,17,0,0,0,0,0,0,4,8,3,0,3,0,23,0,0,0,0,0,0,9,3,4,0,4,0,27,0,0,0,3,0,7,7,14,5,0,0,0,40,0,0,4,0,0,3,4,3,0,0,0,0,14,19,0,30,21,36,70,114,127,49,6,10,17,509
114011277,0,3,5,34,55,44,3,0,3,0,151,4,0,0,0,4,26,39,33,5,3,0,0,127,0,0,0,0,0,7,15,18,9,0,3,0,48,0,0,3,3,0,5,4,9,7,0,0,0,32,0,0,0,0,0,3,0,3,3,0,0,0,14,3,0,0,10,3,17,32,23,4,0,0,9,100,4,0,8,6,0,0,3,7,0,0,6,9,50,52,17,108,186,126,286,454,263,43,10,11,53,1626
114011278,0,15,14,53,84,73,7,0,0,5,260,7,0,0,6,3,24,48,57,6,0,0,3,148,3,0,0,0,5,21,10,30,11,0,0,0,77,4,0,3,3,0,4,7,22,7,0,0,3,49,0,4,0,0,0,3,4,10,0,0,0,0,30,0,0,13,16,14,30,35,41,10,3,0,5,175,7,0,23,16,6,3,9,3,0,0,0,22,100,78,43,291,376,199,400,655,458,45,10,4,98,2659
114011279,0,3,10,26,62,33,7,0,0,0,144,0,0,0,0,0,11,17,21,3,0,0,0,55,0,0,0,0,0,11,7,14,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,19,27,17,3,0,0,7,74,0,0,0,3,0,3,10,5,0,0,0,6,31,37,11,18,63,72,298,474,182,22,0,4,40,1231
114011280,0,3,0,7,6,4,0,0,0,0,23,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,5,0,6,6,0,0,0,0,23,0,0,0,3,4,0,0,0,0,0,0,0,14,31,5,13,34,44,93,87,41,5,0,0,17,359
114011281,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,7,6,9,16,19,16,9,0,0,11,120
114011282,3,3,0,11,44,55,11,0,0,0,142,5,0,0,0,3,7,26,27,7,0,0,0,66,0,0,0,0,4,0,10,10,0,0,0,3,29,3,0,0,0,0,3,11,12,0,0,0,0,29,0,0,0,0,0,0,4,5,0,0,0,0,15,4,0,0,10,3,16,29,27,3,0,0,5,95,0,0,0,10,9,3,6,4,0,0,0,10,46,56,11,38,169,101,212,505,320,35,6,7,40,1488
114011283,0,0,0,6,8,0,0,0,0,6,25,3,0,0,0,0,3,5,7,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,3,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,7,37,4,8,19,34,62,87,41,3,0,9,19,317
114021284,0,3,4,7,13,24,24,16,9,0,108,7,0,0,0,3,4,14,26,32,12,6,0,102,0,0,0,0,0,0,3,8,9,8,7,0,43,0,0,0,0,3,0,4,5,19,9,17,0,60,0,0,0,0,0,0,0,0,9,6,16,0,35,3,0,0,0,3,4,6,12,14,8,24,3,82,3,0,0,8,0,0,3,0,0,3,0,4,22,52,4,14,52,45,52,110,194,175,106,96,34,916
114021285,0,0,3,4,7,12,4,0,0,0,32,0,0,0,0,0,0,4,14,4,0,0,0,30,0,0,0,0,0,0,0,3,3,0,3,0,16,0,0,0,0,0,0,3,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,10,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,3,4,16,21,43,115,38,4,7,10,268
114021286,0,0,3,14,13,33,22,9,0,0,103,3,0,0,0,3,0,8,23,12,4,3,0,68,0,0,0,0,0,0,0,10,14,7,0,0,34,0,0,0,0,0,0,0,8,10,12,5,0,39,3,0,0,0,0,0,0,4,3,8,4,0,15,3,0,0,0,3,5,9,16,9,9,4,3,59,0,0,0,5,0,0,3,0,0,0,0,7,17,29,0,30,69,65,77,129,206,110,56,23,32,825
114021287,0,0,0,6,30,49,22,3,0,3,121,3,0,0,5,0,8,24,27,10,0,0,0,82,4,0,0,0,0,0,0,13,14,3,0,0,35,0,0,0,0,0,0,7,14,8,3,0,0,34,3,0,0,0,0,0,3,3,3,0,0,0,15,3,0,0,0,3,0,15,16,15,6,3,3,64,0,0,0,10,0,3,7,3,0,0,0,5,34,50,8,21,106,55,87,214,259,103,24,11,35,974
114021288,0,0,0,0,5,9,8,0,4,0,35,3,0,0,0,0,0,0,9,5,3,0,3,23,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,3,0,0,0,3,13,6,0,0,0,0,0,0,0,0,0,0,0,7,36,0,9,4,9,17,27,59,28,7,13,9,209
