region_id,C06_SH_3b_NPGH_4,C06_SH_3b_NPGH_5,C06_SH_3b_NPGH_6_mor,C06_SH_3b_Tot,C06_SH_4mb_NPGH_2,C06_SH_4mb_NPGH_3,C06_SH_4mb_NPGH_4,C06_SH_4mb_NPGH_5,C06_SH_4mb_NPGH_6_mor,C06_SH_4mb_Tot,C06_SH_NB_NS_NPGH_2,C06_SH_NB_NS_NPGH_3,C06_SH_NB_NS_NPGH_4,C06_SH_NB_NS_NPGH_5,C06_SH_NB_NS_NPGH_6_mor,C06_SH_NB_NS_T,C06_SH_Tot_NPGH_2,C06_SH_Tot_NPGH_3,C06_SH_Tot_NPGH_4,C06_SH_Tot_NPGH_5,C06_SH_Tot_NPGH_6_mor,C06_SH_T_T,C06_SDRTHT_0b_NPGH_2,C06_SDRTHT_0b_NPGH_3,C06_SDRTHT_0b_NPGH_4,C06_SDRTHT_0b_NPGH_5,C06_SDRTHT_0b_NPGH_6_mor,C06_SDRTHT_0bTotal,C06_SDRTHT_1b_NPGH_2,C06_SDRTHT_1b_NPGH_3,C06_SDRTHT_1b_NPGH_4,C06_SDRTHT_1b_NPGH_5,C06_SDRTHT_1b_NPGH_6_mor,C06_SDRTHT_1b_Tot,C06_SDRTHT_2b_NPGH_2,C06_SDRTHT_2b_NPGH_3,C06_SDRTHT_2b_NPGH_4,C06_SDRTHT_2b_NPGH_5,C06_SDRTHT_2b_NPGH_6_mor,C06_SDRTHT_2b_Tot,C06_SDRTHT_3b_NPGH_2,C06_SDRTHT_3b_NPGH_3,C06_SDRTHT_3b_NPGH_4,C06_SDRTHT_3b_NPGH_5,C06_SDRTHT_3b_NPGH_6_mor,C06_SDRTHT_3b_Tot,C06_SDRTHT_4mb_NPGH_2,C06_SDRTHT_4mb_NPGH_3,C06_SDRTHT_4mb_NPGH_4,C06_SDRTHT_4mb_NPGH_5,C06_SDRTHT_4mb_NPGH_6_mor,C06_SDRTHT_4mb_Tot,C06_SDRTHT_NB_NS_NPGH_2,C06_SDRTHT_NB_NS_NPGH_3,C06_SDRTHT_NB_NS_NPGH_4,C06_SDRTHT_NB_NS_NPGH_5,C06_SDRTHT_NB_NS_NPGH_6_mor,C06_SDRTHT_NB_NS_T,C06_SDRTHT_Tot_NPGH_2,C06_SDRTHT_Tot_NPGH_3,C06_SDRTHT_Tot_NPGH_4,C06_SDRTHT_Tot_NPGH_5,C06_SDRTHT_Tot_NPGH_6_mor,C06_SDRTHT_T_T,C06_FUA_0b_NPGH_2,C06_FUA_0b_NPGH_3,C06_FUA_0b_NPGH_4,C06_FUA_0b_NPGH_5,C06_FUA_0b_NPGH_6_mor,C06_FUA_0bTotal,C06_FUA_1b_NPGH_2,C06_FUA_1b_NPGH_3,C06_FUA_1b_NPGH_4,C06_FUA_1b_NPGH_5,C06_FUA_1b_NPGH_6_mor,C06_FUA_1b_Tot,C06_FUA_2b_NPGH_2,C06_FUA_2b_NPGH_3,C06_FUA_2b_NPGH_4,C06_FUA_2b_NPGH_5,C06_FUA_2b_NPGH_6_mor,C06_FUA_2b_Tot,C06_FUA_3b_NPGH_2,C06_FUA_3b_NPGH_3,C06_FUA_3b_NPGH_4,C06_FUA_3b_NPGH_5,C06_FUA_3b_NPGH_6_mor,C06_FUA_3b_Tot,C06_FUA_4mb_NPGH_2,C06_FUA_4mb_NPGH_3,C06_FUA_4mb_NPGH_4,C06_FUA_4mb_NPGH_5,C06_FUA_4mb_NPGH_6_mor,C06_FUA_4mb_Tot,C06_FUA_NB_NS_NPGH_2,C06_FUA_NB_NS_NPGH_3,C06_FUA_NB_NS_NPGH_4,C06_FUA_NB_NS_NPGH_5,C06_FUA_NB_NS_NPGH_6_mor,C06_FUA_NB_NS_T,C06_FUA_Tot_NPGH_2,C06_FUA_Tot_NPGH_3,C06_FUA_Tot_NPGH_4,C06_FUA_Tot_NPGH_5,C06_FUA_Tot_NPGH_6_mor,C06_FUA_T_T,C06_OD_0b_NPGH_2,C06_OD_0b_NPGH_3,C06_OD_0b_NPGH_4,C06_OD_0b_NPGH_5,C06_OD_0b_NPGH_6_mor,C06_OD_0bTotal,C06_OD_1b_NPGH_2,C06_OD_1b_NPGH_3,C06_OD_1b_NPGH_4,C06_OD_1b_NPGH_5,C06_OD_1b_NPGH_6_mor,C06_OD_1b_Tot,C06_OD_2b_NPGH_2,C06_OD_2b_NPGH_3,C06_OD_2b_NPGH_4,C06_OD_2b_NPGH_5,C06_OD_2b_NPGH_6_mor,C06_OD_2b_Tot,C06_OD_3b_NPGH_2,C06_OD_3b_NPGH_3,C06_OD_3b_NPGH_4,C06_OD_3b_NPGH_5,C06_OD_3b_NPGH_6_mor,C06_OD_3b_Tot,C06_OD_4mb_NPGH_2,C06_OD_4mb_NPGH_3,C06_OD_4mb_NPGH_4,C06_OD_4mb_NPGH_5,C06_OD_4mb_NPGH_6_mor,C06_OD_4mb_Tot,C06_OD_NB_NS_NPGH_2,C06_OD_NB_NS_NPGH_3,C06_OD_NB_NS_NPGH_4,C06_OD_NB_NS_NPGH_5,C06_OD_NB_NS_NPGH_6_mor,C06_OD_NB_NS_T,C06_OD_Tot_NPGH_2,C06_OD_Tot_NPGH_3,C06_OD_Tot_NPGH_4,C06_OD_Tot_NPGH_5,C06_OD_Tot_NPGH_6_mor,C06_OD_T_T,C06_DS_NS_NPGH_2,C06_DS_NS_NPGH_3,C06_DS_NS_NPGH_4,C06_DS_NS_NPGH_5,C06_DS_NS_NPGH_6_mor,C06_DS_NS_T,C06_Tot_NPGH_2,C06_Tot_NPGH_3,C06_Tot_NPGH_4,C06_Tot_NPGH_5,C06_Tot_NPGH_6_mor,C06_T_T,C11_SH_0b_NPGH_2,C11_SH_0b_NPGH_3,C11_SH_0b_NPGH_4,C11_SH_0b_NPGH_5,C11_SH_0b_NPGH_6_mor,C11_SH_0bTotal,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5
LGA16470,4,4,0,96,36,8,6,0,0,50,3,0,0,0,0,3,144,17,10,4,0,175,0,0,0,0,0,0,5,0,0,0,0,5,48,0,0,0,0,48,26,5,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,84,5,0,0,0,89,0,0,0,0,0,0,14,0,0,0,0,14,87,4,0,0,0,91,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,104,7,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,338,29,10,4,0,381,0,0,0,0,0,0,3,0,0,0,0,3,18,0,0,0,0,18,89,23,3,0,0,115,37,10,6,3,0,56,3,0,0,0,0,3,150,33,9,3
LGA16550,22,9,0,245,58,38,50,43,17,206,10,6,0,0,0,16,345,127,77,52,17,618,4,0,0,0,0,4,11,0,0,0,0,11,122,6,3,0,0,131,93,60,27,3,0,183,11,10,15,7,8,51,3,5,3,0,0,11,244,81,48,10,8,391,0,0,0,0,0,0,123,5,0,0,0,128,1981,198,69,8,3,2259,213,329,142,20,13,717,7,14,33,37,12,103,45,16,5,0,0,66,2369,562,249,65,28,3273,0,0,0,0,0,0,3,4,0,0,0,7,18,0,0,0,0,18,5,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,29,10,0,0,0,39,0,0,0,3,0,3,2987,780,374,130,53,4324,0,0,0,0,0,0,4,0,0,3,0,7,79,9,0,3,0,91,125,71,9,5,0,210,54,49,69,38,32,242,6,0,3,0,3,12,268,129,81,49
LGA16610,0,0,0,74,18,3,5,3,0,29,5,0,0,0,0,5,124,10,5,3,0,142,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,19,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,170,13,5,3,0,191,0,0,0,0,0,0,3,0,0,0,0,3,34,0,0,0,0,34,86,5,3,0,0,94,24,5,3,0,0,32,3,0,0,0,0,3,150,10,6,0
LGA16650,11,3,0,179,41,14,8,7,11,81,10,3,4,0,0,17,282,49,28,10,11,380,0,0,0,0,0,0,3,0,0,0,0,3,54,5,0,0,0,59,44,13,0,0,0,57,3,0,0,4,4,11,5,0,3,0,0,8,109,18,3,4,4,138,0,0,0,0,0,0,31,3,0,0,0,34,579,130,44,15,9,777,48,38,12,9,4,111,3,3,0,3,0,9,28,3,13,3,0,47,689,177,69,30,13,978,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,13,3,0,0,0,0,3,1089,251,100,44,28,1512,0,0,0,0,0,0,0,0,0,0,0,0,98,5,0,0,0,103,132,39,4,10,4,189,52,18,19,7,13,109,10,5,0,0,3,18,292,67,23,17
LGA16700,23,3,8,247,65,34,43,38,36,216,12,3,8,3,3,29,307,108,74,47,47,583,0,0,0,0,0,0,3,3,0,0,0,6,107,10,0,0,0,117,75,39,22,9,0,145,4,7,8,4,9,32,5,4,0,3,0,12,194,63,30,16,9,312,0,0,0,0,0,0,42,0,0,0,0,42,566,88,19,4,0,677,37,47,18,4,0,106,3,0,7,0,0,10,17,11,0,0,0,28,665,146,44,8,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,1166,317,151,74,56,1764,6,0,3,0,0,9,4,0,0,0,0,4,62,4,3,0,0,69,146,76,12,4,4,242,69,54,59,42,27,251,10,6,4,5,4,29,297,140,81,51
LGA16900,3,4,0,148,40,6,4,5,0,55,7,0,0,0,0,7,198,20,10,9,0,237,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,31,16,3,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,53,3,0,0,0,56,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,0,0,35,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,302,27,10,9,0,348,0,0,0,0,0,0,3,0,0,0,0,3,29,0,0,0,0,29,133,15,0,0,0,148,51,5,4,3,0,63,9,0,4,0,0,13,225,20,8,3
LGA16950,9,0,0,380,118,21,12,3,0,154,20,0,0,0,0,20,636,57,21,3,0,717,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,19,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,5,3,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,46,3,3,0,0,52,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,729,60,24,3,0,816,0,0,0,0,0,0,9,6,0,0,0,15,133,6,0,0,0,139,346,32,4,0,0,382,160,23,11,8,0,202,22,0,0,0,0,22,670,67,15,8
LGA17000,0,0,0,78,24,8,0,0,0,32,0,0,3,0,0,3,111,21,3,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,24,7,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,76,15,3,0,0,94,32,9,4,0,0,45,0,0,0,0,0,0,125,24,7,0
LGA17050,4,0,0,16,15,0,0,0,0,15,5,0,0,0,0,5,35,7,4,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,4,3,0,0,0,7,0,3,0,0,0,3,11,3,0,0,0,14,18,9,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,4,3,0,85,3,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,9,17,7,0,0,0,24,8,0,4,0,0,12,3,0,0,0,0,3,35,12,4,0
LGA17100,0,0,0,47,21,10,8,5,0,44,0,3,0,3,0,6,90,22,8,8,0,128,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,10,225,60,32,15,6,338,30,13,8,6,6,63,5,0,0,0,0,5,13,4,9,4,0,30,283,77,49,25,12,446,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,392,105,57,33,12,599,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,3,0,28,21,16,3,3,3,46,16,10,9,3,0,38,6,3,0,0,0,9,64,33,12,9
LGA17150,12,0,0,338,135,23,24,14,3,199,9,3,4,0,0,16,528,80,40,14,3,665,0,0,0,0,0,0,3,0,0,0,0,3,78,3,0,0,0,81,95,26,9,3,0,133,6,0,6,0,0,12,6,0,0,0,0,6,188,29,15,3,0,235,0,0,0,0,0,0,29,0,0,0,0,29,780,30,9,3,0,822,86,45,16,4,0,151,3,4,3,0,0,10,10,0,0,0,0,10,908,79,28,7,0,1022,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,3,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,13,6,0,0,0,19,0,0,0,0,0,0,1637,194,83,24,3,1941,4,0,0,0,0,4,3,0,0,0,0,3,95,6,0,0,0,101,264,43,8,0,0,315,126,44,25,3,3,201,14,4,0,0,0,18,506,97,33,3
LGA17200,8,6,4,91,23,11,15,12,3,64,5,3,4,0,0,12,159,66,48,22,7,302,4,3,0,0,3,10,34,0,3,0,4,41,650,43,17,3,0,713,354,340,124,23,4,845,86,129,230,108,41,594,45,18,7,3,0,73,1173,533,381,137,52,2276,92,4,4,0,0,100,614,47,15,3,0,679,2893,406,322,64,19,3704,254,361,136,61,15,827,22,27,35,31,17,132,87,31,20,4,9,151,3962,876,532,163,60,5593,0,0,0,0,0,0,5,0,0,0,0,5,14,0,3,0,0,17,3,8,3,3,0,17,3,7,3,0,0,13,0,0,3,0,0,3,25,15,12,3,0,55,11,5,6,0,0,22,5330,1495,979,325,119,8248,0,0,0,0,0,0,9,0,0,0,0,9,113,12,3,0,0,128,61,69,9,0,0,139,14,12,33,6,4,69,3,3,0,0,3,9,200,96,45,6
LGA17310,5,0,0,233,50,12,7,5,0,74,10,0,0,0,0,10,338,43,12,5,0,398,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,7,70,4,0,0,0,74,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,89,4,0,0,0,93,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,457,47,12,5,0,521,3,0,0,0,0,3,5,0,0,0,0,5,75,3,3,0,0,81,234,31,5,0,0,270,85,15,8,0,0,108,7,0,0,0,0,7,409,49,16,0
LGA17350,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,29,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,32,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,18,0,0,0,0,18,5,3,0,0,0,8,3,0,0,0,0,3,38,3,0,0
LGA17400,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,36,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,42,4,0,0,0,46,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,28,4,0,0,0,32,8,0,0,0,0,8,0,0,0,0,0,0,53,4,0,0
LGA17420,15,0,0,207,187,47,32,23,7,296,11,4,0,0,3,18,391,87,50,23,10,561,0,0,0,0,0,0,0,0,0,0,0,0,39,0,3,0,0,42,93,18,11,3,0,125,10,6,14,5,12,47,7,0,0,0,0,7,149,24,28,8,12,221,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,67,25,9,0,3,0,37,4,4,0,0,0,8,0,0,0,0,0,0,96,13,0,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,124,78,34,22,894,3,0,0,0,0,3,6,0,0,0,0,6,35,4,0,0,0,39,171,37,3,0,0,211,180,49,27,15,12,283,6,0,3,0,0,9,401,90,33,15
LGA17450,0,0,0,14,3,0,0,0,0,3,0,3,0,0,0,3,22,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,22,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0
LGA17500,5,0,0,45,7,3,0,0,0,10,0,0,0,0,0,0,55,7,5,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,5,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,30,7,0,0,0,37,7,0,0,4,0,11,3,0,0,0,0,3,55,7,0,4
LGA17550,11,3,0,304,117,19,11,3,0,150,11,3,0,0,0,14,536,47,22,6,0,611,4,0,0,0,0,4,0,0,0,0,0,0,74,3,3,0,0,80,128,7,4,3,0,142,4,0,0,0,0,4,0,0,0,0,0,0,210,10,7,3,0,230,3,0,0,0,0,3,3,0,0,0,0,3,122,10,3,0,0,135,25,0,0,0,0,25,5,0,0,0,0,5,3,0,0,0,0,3,161,10,3,0,0,174,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,0,0,25,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,0,38,0,0,0,3,0,3,939,70,35,12,0,1056,3,0,3,0,0,6,18,0,0,0,0,18,139,3,0,0,0,142,287,34,3,0,0,324,151,28,16,5,5,205,14,3,0,0,0,17,612,68,22,5
LGA17620,6,0,0,53,18,3,3,0,0,24,4,0,0,0,0,4,92,10,9,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,112,13,9,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,37,75,3,0,0,0,78,21,4,0,0,0,25,4,0,0,0,0,4,134,10,0,0
LGA17640,0,0,0,14,5,3,0,0,0,8,3,0,0,0,0,3,31,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,37,6,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,27,0,0,0
LGA17650,0,0,0,30,11,0,0,0,0,11,3,0,0,0,0,3,49,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,21,3,0,0,0,24,3,0,3,0,0,6,0,0,0,0,0,0,36,3,3,0
LGA17700,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA17750,19,3,3,394,54,27,29,11,3,124,9,3,0,0,0,12,416,134,48,14,6,618,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,13,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,62,4,3,0,0,69,0,0,0,0,0,0,3,3,0,0,0,6,159,10,3,3,0,175,18,6,4,0,0,28,3,0,0,0,0,3,6,0,0,0,0,6,189,19,7,3,0,218,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,677,157,58,17,6,915,0,0,0,0,0,0,3,0,0,0,0,3,89,0,3,0,0,92,313,120,9,0,0,442,100,39,43,11,0,193,7,0,3,3,0,13,512,159,58,14
LGA17800,3,0,0,12,4,0,0,0,0,4,4,0,0,0,0,4,20,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,26,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0
