region_id,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85ov,C11_C_Sev_day_Adv_Tot,C11_Chr_Unit_Ch_0_14,C11_Chr_Unit_Ch_15_24,C11_Chr_Unit_Ch_25_34,C11_Chr_Unit_Ch_35_44,C11_Chr_Unit_Ch_45_54,C11_Chr_Unit_Ch_55_64,C11_Chr_Unit_Ch_65_74,C11_Chr_Unit_Ch_75_84,C11_Chr_Unit_Ch_85ov,C11_Chr_Unit_Ch_Tot,C11_Chr_Chi_nfd_0_14,C11_Chr_Chi_nfd_15_24,C11_Chr_Chi_nfd_25_34,C11_Chr_Chi_nfd_35_44,C11_Chr_Chi_nfd_45_54,C11_Chr_Chi_nfd_55_64,C11_Chr_Chi_nfd_65_74,C11_Chr_Chi_nfd_75_84,C11_Chr_Chi_nfd_85ov,C11_Chr_Chi_nfd_Tot,C11_Chr_Oth_Chi_0_14,C11_Chr_Oth_Chi_15_24,C11_Chr_Oth_Chi_25_34,C11_Chr_Oth_Chi_35_44,C11_Chr_Oth_Chi_45_54,C11_Chr_Oth_Chi_55_64,C11_Chr_Oth_Chi_65_74,C11_Chr_Oth_Chi_75_84,C11_Chr_Oth_Chi_85ov,C11_Chr_Oth_Chi_Tot,C11_Christ_Tot_0_14,C11_Christ_Tot_15_24,C11_Christ_Tot_25_34,C11_Christ_Tot_35_44,C11_Christ_Tot_45_54,C11_Christ_Tot_55_64,C11_Christ_Tot_65_74,C11_Christ_Tot_75_84,C11_Christ_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_O_R_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_Oth_Rel_Tot_0_14,C11_Oth_Rel_Tot_15_24,C11_Oth_Rel_Tot_25_34,C11_Oth_Rel_Tot_35_44,C11_Oth_Rel_Tot_45_54,C11_Oth_Rel_Tot_55_64,C11_Oth_Rel_Tot_65_74,C11_Oth_Rel_Tot_75_84,C11_Oth_Rel_Tot_85ov,C11_Other_Rel_T_T,C11_No_religion_0_14,C11_No_religion_15_24,C11_No_religion_25_34,C11_No_religion_35_44,C11_No_religion_45_54,C11_No_religion_55_64,C11_No_religion_65_74,C11_No_religion_75_84,C11_No_religion_85ov,C11_No_religion_Tot,C11_Oth_rel_affi_0_14,C11_Oth_rel_aff_15_24,C11_Oth_rel_aff_25_34,C11_Oth_rel_aff_35_44,C11_Oth_rel_aff_45_54,C11_Oth_rel_aff_55_64,C11_Oth_rel_aff_65_74,C11_Oth_rel_aff_75_84,C11_Oth_rel_affil_85ov,C11_Oth_rel_affil_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_T,C11_OS_vis_0_14,C11_OS_vis_15_24,C11_OS_vis_25_34,C11_OS_vis_35_44,C11_OS_vis_45_54,C11_OS_vis_55_64,C11_OS_vis_65_74,C11_OS_vis_75_84,C11_OS_vis_85ov,C11_OS_vis_Tot,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T
LGA11450,27,11,22,15,11,8,6,0,0,100,337,289,188,265,279,271,166,92,62,1949,315,148,160,154,123,97,33,16,5,1051,15,9,10,11,9,14,11,3,0,82,10388,5714,5583,7194,5973,4625,2624,1415,666,44182,74,31,45,72,39,13,12,0,3,289,205,87,107,93,57,24,13,8,0,594,13,4,9,5,7,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,41,20,29,48,24,20,6,0,0,188,41,20,29,48,24,20,6,0,0,188,2121,1274,1124,1112,801,511,198,84,32,7257,41,57,56,52,26,10,5,0,0,247,728,394,353,378,353,276,188,137,56,2863,17,41,11,23,19,9,23,3,0,146,13738,7691,7414,9068,7390,5533,3083,1651,757,56325
LGA11500,218,167,115,89,122,64,24,16,0,815,616,563,396,408,557,584,323,152,70,3669,897,581,429,439,363,261,102,29,14,3115,74,51,42,55,41,21,13,3,3,303,19399,14964,12718,12589,14734,13744,6778,3132,998,99056,1069,541,891,866,613,290,117,34,9,4430,2658,1290,1457,1223,968,441,187,47,12,8283,14,10,10,7,7,9,5,3,3,68,3,5,4,0,3,0,0,0,0,15,220,168,302,191,135,81,33,7,6,1143,223,173,306,191,138,81,33,7,6,1158,5326,3403,3216,2302,1919,1395,506,198,40,18305,157,159,177,135,101,60,12,4,0,805,2628,1609,1348,1206,1253,1029,555,373,289,10290,45,81,40,44,63,120,82,23,4,502,32142,22704,20685,19172,20375,17558,8410,3877,1379,146302
LGA11520,20,5,15,7,7,11,3,7,3,78,253,178,263,266,254,263,167,99,62,1805,147,97,166,136,124,95,54,16,6,841,6,7,3,13,12,5,5,0,0,51,8607,4957,6746,7937,6894,5619,4220,3095,1265,49340,234,169,626,239,119,82,56,19,11,1555,181,166,267,162,126,87,55,23,9,1076,39,13,31,36,31,28,17,7,13,215,0,0,0,0,0,0,0,0,0,0,40,42,117,61,43,33,22,4,3,365,40,42,117,61,43,33,22,4,3,365,2247,2283,3387,2273,1683,1343,480,257,95,14048,58,68,95,87,53,46,10,5,3,425,1055,744,1274,955,673,552,357,282,143,6035,55,139,127,70,97,141,69,20,3,721,12730,8925,13272,12217,10080,8212,5392,3776,1559,76163
LGA11550,61,53,40,50,31,38,22,9,5,309,443,319,254,332,365,290,186,183,85,2457,341,257,287,282,234,153,73,42,24,1693,19,22,29,16,26,22,5,7,3,149,12871,8330,8874,10757,9806,8455,7199,5097,1679,73068,501,475,1342,470,237,161,74,24,3,3287,7068,3360,5596,3249,1903,1041,428,157,35,22837,9,7,13,17,20,17,7,12,3,105,6,0,3,3,3,0,3,0,0,18,161,141,281,128,99,76,25,15,0,926,167,141,284,131,102,76,28,15,0,944,3270,2430,2691,2649,2927,1818,776,504,120,17185,89,88,119,93,88,54,17,9,0,557,2265,1382,1763,1476,1372,1008,605,530,267,10668,106,174,154,98,118,219,129,23,0,1021,27578,17391,22037,20293,18233,13919,9721,6671,2201,138044
LGA11600,0,0,0,0,0,0,0,0,0,0,40,26,11,40,55,26,44,28,9,279,12,3,4,3,3,13,3,0,0,41,0,0,0,3,0,0,0,0,0,3,360,172,201,273,345,272,215,120,32,1990,4,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,15,0,0,12,3,0,0,0,0,0,15,118,58,55,56,44,27,4,3,0,365,3,5,7,0,7,3,0,0,0,25,46,11,18,23,21,16,13,4,0,152,3,25,25,0,0,0,0,0,0,53,541,275,323,355,417,318,232,127,32,2620
LGA11700,0,0,0,0,0,0,0,0,0,0,22,14,13,16,25,38,20,10,0,158,4,0,3,3,8,3,6,0,0,27,0,0,0,0,3,0,0,0,0,3,295,181,185,200,250,279,183,62,9,1644,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,3,4,0,0,0,0,10,3,0,0,7,4,0,0,0,0,14,78,79,71,56,49,58,20,10,0,421,6,0,6,6,0,0,0,0,0,18,33,35,36,34,37,23,29,3,4,234,0,11,22,0,3,3,3,0,0,42,418,306,323,303,349,366,235,75,13,2388
LGA11720,48,16,27,27,33,27,26,13,7,224,501,380,330,452,580,641,438,287,132,3741,215,105,93,112,114,90,60,16,8,813,11,4,3,4,6,6,0,7,0,41,6741,4221,4097,4860,5046,5081,3207,1927,765,35945,10,10,14,6,9,5,3,0,0,57,14,10,12,12,8,8,3,3,0,70,0,0,3,3,3,6,3,3,0,21,0,3,0,3,0,0,0,0,0,6,20,22,26,35,29,9,9,3,0,153,20,25,26,38,29,9,9,3,0,159,2996,1536,1384,1149,963,822,367,144,44,9405,98,55,75,32,52,30,5,3,0,350,880,624,639,592,591,542,312,214,61,4455,21,19,26,38,23,32,10,0,0,169,10816,6534,6313,6771,6765,6564,3931,2297,870,50861
LGA11730,20,13,9,11,17,26,20,18,5,139,247,169,122,201,341,486,480,264,110,2420,225,123,74,106,142,165,90,37,8,970,7,0,0,4,3,8,4,0,0,26,5360,3384,2310,3854,5295,6040,5112,3072,1066,35493,3,3,15,3,3,4,3,0,0,34,14,6,5,8,3,4,4,0,0,44,3,0,3,4,5,3,0,0,3,21,0,0,3,3,0,4,0,3,0,13,23,13,26,47,37,31,10,3,3,193,23,13,29,50,37,35,10,6,3,206,2827,1274,1092,1124,1171,1131,590,243,83,9535,70,76,52,57,82,57,13,3,0,410,950,471,401,489,483,504,399,235,113,4045,20,26,19,15,15,17,9,3,3,127,9310,5295,3963,5659,7186,7853,6159,3566,1271,50262
LGA11750,0,0,4,4,0,0,0,0,0,8,63,38,40,47,61,53,55,14,6,377,20,7,16,6,7,11,0,0,0,67,0,0,0,0,3,5,0,0,0,8,675,429,473,479,597,478,305,163,47,3646,0,0,5,0,6,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,12,0,3,3,0,3,3,0,0,0,12,207,112,121,93,83,59,21,6,3,705,8,5,9,0,0,0,0,0,0,22,143,63,86,79,63,71,47,15,5,572,0,11,3,0,3,6,3,0,0,26,1040,627,706,655,758,617,376,184,55,5018
LGA11800,40,19,21,28,36,43,25,26,7,245,364,257,200,318,487,596,482,304,146,3154,462,290,175,234,263,233,125,49,28,1859,21,10,8,9,13,15,10,12,4,102,7366,4541,3605,5279,6846,7124,5470,3369,1350,44950,42,16,43,25,13,11,4,4,0,158,58,27,33,34,25,12,3,3,0,195,3,5,5,3,4,8,9,5,0,42,9,4,7,7,4,0,0,0,0,31,239,181,251,179,171,123,41,43,9,1237,248,185,258,186,175,123,41,43,9,1268,4041,2488,2018,2068,1977,1820,914,414,137,15877,153,175,134,119,116,55,26,11,3,792,1137,637,551,618,697,710,540,382,243,5515,85,106,71,58,57,71,39,14,0,501,13231,8260,6813,8521,10047,10058,7084,4258,1742,70014
LGA11860,0,0,0,0,0,0,0,0,0,0,55,19,12,34,45,33,17,16,3,234,15,3,4,3,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,254,90,95,159,197,161,119,40,9,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,88,42,44,28,32,36,13,3,0,286,0,3,0,0,0,0,0,0,0,3,16,3,6,12,15,15,8,5,0,80,3,6,3,0,0,0,0,0,0,12,364,147,151,202,244,212,140,48,9,1517
LGA12000,0,0,0,3,0,4,0,0,0,7,67,34,21,54,69,63,58,42,21,429,22,3,6,6,6,12,11,6,0,72,0,0,0,0,0,0,0,0,0,0,668,319,237,369,456,419,361,229,86,3144,0,0,0,0,3,0,0,0,0,3,4,0,0,3,0,4,0,0,0,11,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,5,4,0,0,0,0,17,8,0,0,5,4,0,0,0,0,17,164,57,43,71,58,41,24,10,3,471,7,4,3,4,0,0,0,0,0,18,65,29,22,23,51,32,40,18,11,291,0,3,0,0,0,0,0,0,0,3,919,412,308,478,578,499,425,257,100,3976
LGA12050,0,0,0,0,0,0,4,0,0,4,27,24,22,25,54,69,42,25,12,300,74,25,24,28,29,16,10,6,0,212,3,0,0,3,3,0,3,0,0,12,1229,656,559,850,1083,947,734,459,204,6721,3,3,3,5,3,3,0,0,0,20,3,0,3,6,3,9,0,0,0,24,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,8,3,0,0,43,0,5,9,9,9,8,3,0,0,43,454,283,211,254,274,240,120,38,10,1884,7,13,12,14,17,9,6,3,0,81,265,88,89,149,121,71,66,43,35,927,0,7,4,7,3,0,3,0,0,24,1976,1069,895,1309,1530,1300,935,543,249,9806
LGA12150,0,0,0,0,3,0,0,0,0,3,21,8,25,23,22,29,17,15,3,163,3,7,0,4,3,12,3,3,0,35,0,0,0,0,0,0,0,0,0,0,646,342,328,408,472,488,346,228,65,3323,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,0,0,7,0,0,3,0,7,0,0,0,0,10,105,56,47,38,45,27,10,6,0,334,3,0,3,0,0,3,0,0,0,9,72,57,20,40,41,36,27,11,4,308,3,4,3,3,0,3,0,0,0,16,832,466,404,492,568,560,383,245,69,4019
LGA12200,0,0,0,4,0,0,4,4,0,12,63,35,29,57,67,73,85,50,22,481,27,3,9,20,11,14,6,6,4,100,0,0,0,0,0,0,0,0,4,4,1014,555,419,653,824,880,771,497,183,5796,0,0,0,0,3,3,0,0,0,6,8,3,0,3,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,3,12,3,0,0,3,3,3,0,0,3,15,239,102,100,83,111,98,55,14,6,808,3,8,7,8,3,0,0,0,0,29,109,53,38,45,59,69,56,36,4,469,0,4,7,0,3,3,0,0,0,17,1380,725,571,801,1016,1060,887,547,196,7183
LGA12300,0,0,0,0,6,0,5,0,0,11,69,38,47,64,104,140,108,69,37,676,26,9,3,7,17,20,13,8,3,106,0,0,0,0,6,0,0,0,0,6,1264,710,582,875,1117,1297,1166,727,228,7966,0,3,3,3,0,0,0,0,0,9,0,0,8,4,0,0,0,0,0,12,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,0,0,0,5,4,0,0,0,0,9,574,252,248,269,224,235,133,74,10,2019,12,20,12,8,9,4,0,0,0,65,154,91,62,80,113,108,86,91,52,837,3,5,0,0,5,3,0,0,0,16,2014,1085,927,1255,1476,1659,1388,892,290,10986
LGA12350,0,0,0,0,0,0,8,0,0,8,85,42,41,63,79,122,88,44,28,592,37,41,17,23,27,24,20,10,7,206,0,0,0,0,0,0,4,0,0,4,1716,967,744,1092,1279,1519,1201,735,293,9546,4,0,3,4,0,3,0,0,0,14,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,3,0,3,0,0,0,0,9,3,4,0,4,7,3,3,0,0,24,6,4,3,4,10,3,3,0,0,33,360,212,161,167,184,177,93,36,7,1397,3,12,12,8,13,6,3,0,0,57,229,112,104,105,113,146,110,65,20,1004,4,12,7,0,10,0,4,4,0,41,2325,1328,1038,1386,1619,1865,1417,840,320,12138
LGA12500,0,0,0,3,0,0,3,0,0,6,83,67,46,66,116,151,97,102,54,782,26,17,4,14,13,11,3,0,0,88,0,0,0,4,0,0,0,0,0,4,781,485,369,592,764,790,590,449,178,4998,0,0,3,4,4,0,0,0,0,11,4,0,4,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,15,3,3,3,3,0,0,3,0,0,15,397,215,172,188,132,108,58,40,3,1313,9,10,3,3,3,4,0,0,0,32,147,81,51,83,75,93,69,54,32,685,3,0,3,0,5,5,0,0,0,16,1344,797,611,879,989,1000,726,543,213,7102
LGA12600,17,20,19,22,17,21,15,10,4,145,402,308,278,313,392,405,242,197,96,2633,224,113,105,98,122,68,29,23,4,786,0,3,3,3,0,0,4,0,0,13,6678,4004,3448,4000,4378,3745,2646,1618,638,31155,28,17,38,17,22,12,3,0,0,137,36,18,22,20,19,3,3,3,3,127,0,0,3,3,0,3,3,3,3,18,6,7,0,7,0,4,0,0,0,24,11,10,16,18,16,6,7,4,0,88,17,17,16,25,16,10,7,4,0,112,1360,837,803,582,491,338,150,79,29,4669,50,45,47,32,23,8,3,0,0,208,623,427,307,319,393,318,222,125,43,2777,4,28,13,10,17,10,9,6,0,97,8822,5427,4730,5046,5394,4453,3049,1838,719,39478
LGA12700,3,0,0,3,4,0,5,3,0,18,74,42,43,66,113,101,65,28,10,542,23,31,8,16,35,28,9,4,0,154,0,0,0,0,0,0,3,3,0,6,1075,639,465,791,1018,955,721,332,136,6132,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,19,0,3,3,4,3,3,3,0,0,19,345,186,152,144,204,198,97,40,12,1378,10,9,0,7,0,4,0,0,0,30,129,59,59,74,88,79,54,38,16,596,3,0,3,3,3,3,0,0,0,15,1565,899,690,1032,1326,1246,880,410,164,8212
LGA12750,28,10,5,16,13,8,8,4,0,92,145,94,63,121,218,292,305,192,109,1539,141,76,46,62,86,97,76,37,10,631,3,5,0,0,4,8,9,8,0,37,3217,1733,1369,2336,3238,4214,3832,2338,928,23205,3,5,5,4,11,8,4,0,0,40,5,5,7,9,7,3,3,0,0,39,0,0,0,3,5,6,5,4,0,23,9,3,0,4,3,0,0,0,0,19,14,13,20,27,35,29,9,0,0,147,23,16,20,31,38,29,9,0,0,166,1900,937,756,912,1068,1260,705,363,98,7999,52,41,46,41,48,41,16,0,5,290,665,336,244,349,435,490,374,270,105,3268,28,32,21,19,14,9,6,7,0,136,5930,3142,2493,3765,4931,6112,4976,2985,1139,35473
LGA12850,135,94,97,71,82,72,54,24,9,638,344,276,182,191,286,198,136,98,37,1748,753,525,472,364,376,259,123,74,27,2973,43,34,42,17,34,28,15,13,3,229,19977,15323,13029,13648,14788,13105,8791,5675,1781,106117,228,198,281,183,214,155,62,16,3,1340,3384,1674,1714,1289,945,579,249,80,8,9922,0,0,3,5,3,3,8,0,0,22,0,0,0,0,3,0,0,0,0,3,284,261,266,176,188,125,61,34,10,1405,284,261,266,176,191,125,61,34,10,1408,3213,2805,2459,1795,1811,1313,514,357,89,14356,155,129,116,103,84,57,37,16,3,700,2457,1538,1308,1301,1344,1104,642,431,184,10309,72,117,108,90,95,101,55,17,3,658,38330,28184,25061,25524,26933,21336,12251,7816,2493,187928
LGA12900,0,0,0,0,0,3,0,0,0,3,60,55,53,57,92,108,66,55,25,571,25,13,9,12,19,11,16,9,5,119,0,0,0,0,0,0,0,0,0,0,1465,793,705,856,1030,1061,832,525,190,7457,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,0,0,0,0,19,7,3,3,3,3,0,0,0,0,19,302,143,127,85,110,83,52,24,5,931,14,3,9,11,3,3,0,0,0,43,136,70,37,72,54,81,55,42,27,574,0,4,8,4,0,0,0,3,0,19,1931,1019,892,1041,1204,1235,942,594,222,9080
LGA12950,0,0,0,0,8,3,5,0,0,16,18,28,21,23,48,48,37,23,10,256,10,10,5,8,18,3,11,6,0,71,6,3,0,3,0,0,0,0,0,12,630,358,292,386,547,499,453,256,87,3508,3,0,3,0,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,0,6,149,59,57,54,49,45,31,8,0,452,5,4,0,0,4,3,0,0,0,16,85,24,24,26,51,40,42,26,24,342,0,0,0,0,0,3,0,0,0,3,872,445,379,477,657,596,526,290,111,4353
LGA13010,3,3,3,0,3,6,3,3,3,27,52,44,38,48,88,111,116,78,28,603,34,8,9,19,24,24,23,4,0,145,0,0,0,0,0,5,0,0,0,5,1069,587,530,663,964,1005,891,530,190,6429,3,4,5,3,0,0,0,0,0,15,3,3,4,0,0,0,0,0,0,10,0,0,3,3,3,3,0,0,3,15,3,3,4,0,0,0,0,0,0,10,3,6,11,10,9,7,4,4,0,54,6,9,15,10,9,7,4,4,0,64,353,169,144,136,142,136,63,35,23,1201,7,15,7,8,8,5,0,0,0,50,126,82,81,104,121,96,58,43,9,720,3,3,3,4,3,3,5,0,0,24,1573,876,797,938,1261,1262,1025,615,225,8572
LGA13050,0,3,3,0,0,3,0,3,3,15,43,24,12,30,49,77,61,41,8,345,23,17,3,21,22,19,17,8,5,135,0,0,0,0,0,3,0,0,0,3,506,283,242,428,507,640,540,347,121,3614,3,0,0,3,0,0,0,0,0,6,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,0,0,14,3,0,0,4,3,4,0,0,0,14,213,110,80,76,122,90,67,25,8,791,3,0,9,8,3,0,3,0,0,26,40,36,14,26,39,41,45,28,13,282,3,0,3,0,3,3,0,0,0,12,774,429,351,550,684,788,655,403,142,4776
LGA13100,180,128,85,125,150,108,66,35,15,892,983,770,517,710,1021,1014,906,752,366,7039,1049,637,456,532,623,409,205,112,53,4076,57,14,25,54,36,35,23,9,3,256,19088,12621,9888,13876,16293,14966,11662,8567,3898,110859,76,41,92,74,72,26,15,13,0,409,129,75,125,78,69,45,24,0,0,545,30,25,23,32,40,37,31,27,10,255,3,3,3,0,3,3,0,0,0,15,91,69,104,107,102,70,20,9,9,581,94,72,107,107,105,73,20,9,9,596,7911,4746,4294,4566,4020,3167,1646,972,378,31700,203,227,234,245,178,112,43,10,0,1252,2554,1419,1232,1457,1699,1441,1100,1016,808,12726,102,88,77,68,75,79,46,11,4,550,30464,19488,16316,20870,22879,20161,14673,10650,5116,160617
LGA13310,15,15,17,5,3,19,9,3,3,89,213,126,92,162,225,230,200,124,48,1420,82,54,39,51,68,56,29,5,3,387,5,4,0,5,7,3,3,0,0,27,3731,2428,2087,2718,3054,2893,2190,1365,509,20975,8,5,14,8,4,4,3,0,0,46,26,10,13,20,5,3,0,0,3,80,0,3,0,0,4,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,7,14,18,17,10,9,3,0,0,78,7,14,18,17,10,9,3,0,0,78,966,540,513,486,454,413,200,80,19,3671,44,34,28,40,29,15,7,0,0,197,389,291,375,383,341,280,210,107,37,2413,5,26,16,8,21,7,7,0,0,90,5203,3371,3087,3716,3951,3656,2630,1555,568,27737
LGA13320,0,4,0,0,11,17,9,8,0,49,195,154,117,161,266,381,400,294,114,2082,115,67,59,62,83,92,72,40,4,594,4,3,4,3,10,12,4,5,0,45,3266,1844,1426,2370,3303,4155,4633,3026,999,25022,4,0,8,5,8,0,0,0,0,25,11,3,5,11,9,7,4,0,0,50,0,0,3,0,0,8,9,0,0,20,4,3,5,3,8,4,0,0,0,27,23,14,12,16,14,18,4,4,0,105,27,17,17,19,22,22,4,4,0,132,1363,728,559,657,690,783,589,284,100,5753,39,33,27,44,35,22,15,4,0,219,610,268,202,224,305,417,409,298,245,2978,13,16,19,14,8,17,10,0,5,102,5363,2942,2293,3385,4450,5482,5678,3619,1349,34561
LGA13340,7,4,3,8,0,11,4,4,0,41,106,85,51,76,146,133,72,51,27,747,67,26,27,19,34,23,19,4,0,219,3,0,0,0,0,0,0,0,0,3,1519,743,606,864,1154,1150,789,441,199,7465,0,0,0,0,0,3,0,0,0,3,4,0,5,0,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,3,0,16,0,3,0,3,4,3,0,3,0,16,380,201,157,172,197,168,79,16,4,1374,14,12,3,15,4,4,4,0,0,56,156,73,62,91,99,118,92,33,5,729,5,7,5,0,0,0,0,0,0,17,2081,1039,841,1148,1466,1456,967,493,208,9699
LGA13380,38,31,15,21,39,26,38,27,12,247,411,253,175,305,459,528,519,342,142,3134,262,169,111,128,199,140,103,44,14,1170,0,3,0,4,5,11,3,3,5,34,5271,3086,2305,3580,4768,5448,4620,2814,1002,32894,19,0,7,16,5,8,0,0,0,55,15,8,8,12,9,6,7,0,0,65,3,0,3,3,0,5,6,6,0,26,13,4,3,3,0,6,0,0,0,29,6,13,22,22,30,21,4,0,0,118,19,17,25,25,30,27,4,0,0,147,2405,1214,882,949,1049,987,630,237,82,8435,59,57,39,49,51,24,15,5,0,299,790,368,283,355,464,464,395,280,168,3567,8,18,14,9,14,9,16,4,0,92,8642,4805,3603,5049,6460,7039,5710,3346,1252,45906
LGA13450,70,48,18,29,30,16,5,4,0,220,316,187,201,212,219,203,114,110,41,1603,86,54,40,41,44,29,9,9,0,312,13,13,5,3,7,0,0,0,0,41,3995,2353,2080,2431,2662,2206,1480,1145,429,18781,69,25,102,50,26,12,5,3,0,292,109,64,65,66,30,13,8,0,0,355,0,0,0,0,3,0,3,0,3,9,0,3,3,0,0,0,0,0,0,6,187,95,197,115,70,66,19,8,3,760,187,98,200,115,70,66,19,8,3,766,622,291,364,297,228,140,82,38,6,2068,27,30,28,15,12,8,0,0,0,120,445,275,281,244,232,184,101,69,27,1858,3,61,64,14,6,16,12,0,0,176,5468,3210,3197,3246,3286,2662,1710,1266,468,24513
LGA13500,0,0,0,0,0,0,0,0,0,0,9,7,0,6,18,25,16,7,0,88,15,8,7,3,4,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,657,322,269,362,440,434,366,190,73,3113,3,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,44,31,44,57,39,26,10,0,352,3,0,6,0,0,4,0,0,0,13,26,14,14,11,17,29,43,15,11,180,3,0,0,3,0,3,0,0,0,9,793,380,323,426,517,514,435,218,84,3690
