region_id,C01_N_inc_R0_74,C01_N_inc_R75_99,C01_Ne_Ni_inc_R100_149,C01_Ne_Ni_inc_R150_199,C01_Ne_Ni_inc_R200_224,C01_Ne_Ni_inc_R225_274,C01_Ne_Ni_inc_R275_349,C01_Ne_Ni_inc_R350_449,C01_Ne_Ni_inc_R450_549,C01_Ne_Ni_inc_R550_649,C01_Ne_Ni_inc_R650m,C01_Ne_Nil_inc_R_NS,C01_N_inc_Re_Tot,C01_1_199_R0_74,C01_1_199_R75_99,C01_1_199_R100_149,C01_1_199_R150_199,C01_1_199_R200_224,C01_1_199_R225_274,C01_1_199_R275_349,C01_1_199_R350_449,C01_1_199_R450_549,C01_1_199_R550_649,C01_1_199_R650m,C01_1_199_R_NS,C01_1_199_R_Tot,C01_200_299_R0_74,C01_200_299_R75_99,C01_200_299_R100_149,C01_200_299_R150_199,C01_200_299_R200_224,C01_200_299_R225_274,C01_200_299_R275_349,C01_200_299_R350_449,C01_200_299_R450_549,C01_200_299_R550_649,C01_200_299_R650m,C01_200_299_R_NS,C01_200_299_R_Tot,C01_300_399_R0_74,C01_300_399_R75_99,C01_300_399_R100_149,C01_300_399_R150_199,C01_300_399_R200_224,C01_300_399_R225_274,C01_300_399_R275_349,C01_300_399_R350_449,C01_300_399_R450_549,C01_300_399_R550_649,C01_300_399_R650m,C01_300_399_R_NS,C01_300_399_R_Tot,C01_400_599_R0_74,C01_400_599_R75_99,C01_400_599_R100_149,C01_400_599_R150_199,C01_400_599_R200_224,C01_400_599_R225_274,C01_400_599_R275_349,C01_400_599_R350_449,C01_400_599_R450_549,C01_400_599_R550_649,C01_400_599_R650m,C01_400_599_R_NS,C01_400_599_R_Tot,C01_600_799_R0_74,C01_600_799_R75_99,C01_600_799_R100_149,C01_600_799_R150_199,C01_600_799_R200_224,C01_600_799_R225_274,C01_600_799_R275_349,C01_600_799_R350_449,C01_600_799_R450_549,C01_600_799_R550_649,C01_600_799_R650m,C01_600_799_R_NS,C01_600_799_R_Tot,C01_800_999_R0_74,C01_800_999_R75_99,C01_800_999_R100_149,C01_800_999_R150_199,C01_800_999_R200_224,C01_800_999_R225_274,C01_800_999_R275_349,C01_800_999_R350_449,C01_800_999_R450_549,C01_800_999_R550_649,C01_800_999_R650m,C01_800_999_R_NS,C01_800_999_R_Tot,C01_1000_1249_R0_74,C01_1000_1249_R75_99,C01_1000_1249_R_100_149,C01_1000_1249_R_150_199,C01_1000_1249_R_200_224,C01_1000_1249_R_225_274,C01_1000_1249_R_275_349,C01_1000_1249_R_350_449,C01_1000_1249_R_450_549,C01_1000_1249_R_550_649,C01_1000_1249_R650m,C01_1000_1249_R_NS,C01_1000_1249_R_Tot,C01_1250_1499_R0_74,C01_1250_1499_R75_99,C01_1250_1499_R_100_149,C01_1250_1499_R_150_199,C01_1250_1499_R_200_224,C01_1250_1499_R_225_274,C01_1250_1499_R_275_349,C01_1250_1499_R_350_449,C01_1250_1499_R_450_549,C01_1250_1499_R_550_649,C01_1250_1499_R650m,C01_1250_1499_R_NS,C01_1250_1499_R_Tot,C01_1500_1999_R0_74,C01_1500_1999_R75_99,C01_1500_1999_R_100_149,C01_1500_1999_R_150_199,C01_1500_1999_R_200_224,C01_1500_1999_R_225_274,C01_1500_1999_R_275_349,C01_1500_1999_R_350_449,C01_1500_1999_R_450_549,C01_1500_1999_R_550_649,C01_1500_1999_R650m,C01_1500_1999_R_NS,C01_1500_1999_R_Tot,C01_2000_2499_R0_74,C01_2000_2499_R75_99,C01_2000_2499_R100_149,C01_2000_2499_R150_199,C01_2000_2499_R200_224,C01_2000_2499_R225_274,C01_2000_2499_R275_349,C01_2000_2499_R350_449,C01_2000_2499_R450_549,C01_2000_2499_R550_649,C01_2000_2499_R650m,C01_2000_2499_R_NS,C01_2000_2499_R_Tot,C01_2500_2999_R0_74,C01_2500_2999_R75_99,C01_2500_2999_R_100_149,C01_2500_2999_R_150_199,C01_2500_2999_R_200_224,C01_2500_2999_R_225_274,C01_2500_2999_R_275_349,C01_2500_2999_R_350_449,C01_2500_2999_R_450_549,C01_2500_2999_R_550_649,C01_2500_2999_Re_650mo,C01_2500_2999_R_NS,C01_2500_2999_Re_Tot,C01_3000m_R0_74,C01_3000m_R75_99,C01_3000m_R100_149,C01_3000m_R150_199,C01_3000m_R200_224,C01_3000m_R225_274,C01_3000m_R275_349,C01_3000m_R350_449,C01_3000m_R450_549,C01_3000m_R550_649,C01_3000m_R650m,C01_3000m_R_NS,C01_3000m_R_Tot,C01_PI_S_R0_74,C01_PI_S_R75_99,C01_PI_S_R100_149,C01_PI_S_R150_199,C01_PI_S_R200_224,C01_PI_S_R225_274,C01_PI_S_R275_349,C01_PI_S_R350_449,C01_PI_S_R450_549,C01_PI_S_R550_649,C01_PI_S_Re_650mo,C01_PI_S_R_NS,C01_PI_S_Re_Tot,C01_AI_NS_R0_74,C01_AI_NS_R75_99,C01_AI_NS_R100_149,C01_AI_NS_R150_199,C01_AI_NS_R200_224,C01_AI_NS_R225_274,C01_AI_NS_R275_349,C01_AI_NS_R350_449,C01_AI_NS_R450_549,C01_AI_NS_R550_649,C01_AI_NS_R650m,C01_AI_NS_R_NS,C01_AI_NS_R_Tot,C01_Tot_R0_74,C01_Tot_R75_99,C01_Tot_R100_149,C01_Tot_R150_199,C01_Tot_R200_224
LGA11250,3,3,3,0,0,0,0,0,0,0,0,0,9,67,41,35,4,0,0,0,0,0,0,0,22,169,112,62,56,7,0,0,0,3,0,0,3,13,256,45,41,71,4,0,0,0,0,0,0,0,9,170,50,55,103,6,0,0,0,3,0,3,3,7,230,26,30,65,4,0,0,0,0,0,0,0,4,129,14,15,45,8,3,0,0,0,0,0,0,5,90,24,17,54,11,0,0,0,0,0,0,0,0,106,6,5,16,0,0,0,0,0,0,0,3,0,30,23,9,35,13,4,0,0,3,0,0,0,3,90,15,0,14,5,3,0,0,0,0,0,0,4,41,4,3,3,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,3,24,9,35,6,0,3,0,0,0,0,0,9,86,21,18,18,3,0,3,0,0,0,0,0,17,80,437,308,553,71,10
LGA11300,11,3,7,15,17,37,43,26,3,0,3,7,172,95,5,21,20,10,18,29,5,0,0,0,17,220,84,10,20,27,16,19,16,8,0,0,3,11,214,50,17,18,40,28,43,30,13,3,0,3,6,251,30,12,52,87,59,92,74,22,8,0,6,12,454,20,0,31,80,57,80,95,33,3,0,3,9,411,16,3,18,57,42,74,68,21,5,0,3,9,316,24,0,13,56,39,98,79,36,4,3,3,6,361,9,0,8,21,16,52,68,19,0,3,0,0,196,17,3,9,23,29,59,125,43,5,3,7,6,329,4,3,9,6,9,19,41,28,9,0,0,0,128,3,0,0,0,3,14,30,18,6,0,0,0,74,0,0,0,0,3,4,12,23,3,0,0,0,45,19,4,8,19,25,71,68,53,10,0,4,11,292,17,3,14,19,6,28,36,20,3,3,3,30,182,399,63,228,470,359
LGA11350,10,3,4,7,6,6,4,3,3,0,0,3,49,92,23,75,37,8,18,8,3,0,0,3,13,280,93,37,151,89,30,22,12,3,3,0,5,12,457,46,16,109,216,70,52,14,3,0,0,5,15,546,54,23,114,263,131,125,28,9,3,0,6,19,775,30,10,50,154,88,77,40,7,6,0,3,3,468,27,3,28,71,49,60,20,6,0,3,3,6,276,25,0,16,52,33,53,19,12,7,0,0,3,220,8,3,11,24,18,15,6,6,3,0,3,0,97,11,0,3,24,19,20,16,8,5,3,11,4,124,7,3,0,5,4,12,7,7,3,3,7,0,58,0,0,0,0,3,0,0,3,3,3,3,3,18,0,0,0,3,0,3,0,0,0,3,3,0,12,14,4,15,58,35,51,25,12,5,0,0,10,229,32,3,28,33,10,14,11,3,9,6,10,26,185,449,128,604,1036,504
LGA11400,3,3,0,0,0,0,0,0,0,0,0,0,6,32,6,9,3,0,0,0,0,0,0,3,3,56,54,21,22,0,0,0,0,0,0,0,0,6,103,41,21,34,0,3,3,0,0,0,0,0,5,107,64,31,60,5,0,0,0,0,0,0,4,9,173,44,18,48,5,3,0,0,0,0,0,0,3,121,30,10,27,9,0,0,0,3,0,0,3,0,82,28,8,32,5,0,3,0,0,0,0,3,3,82,9,6,10,0,0,0,0,0,0,0,0,0,25,14,4,15,5,3,0,0,0,0,0,3,0,44,3,0,3,0,3,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,23,3,15,0,3,0,0,3,3,0,0,3,53,14,3,10,3,0,0,0,0,0,0,0,11,41,362,134,285,38,15
LGA11450,0,0,3,3,3,0,3,0,0,0,0,3,15,52,9,16,6,8,4,0,0,0,0,0,11,106,56,13,22,18,12,5,3,3,0,0,0,5,137,40,14,22,40,36,24,3,3,0,0,0,5,187,39,18,50,79,88,56,15,3,0,0,0,12,360,33,9,33,89,84,56,25,4,0,0,0,7,340,29,7,18,61,92,73,25,3,0,0,0,8,316,17,3,15,61,92,86,32,6,0,0,3,3,318,14,0,7,47,47,69,18,4,0,0,0,3,209,21,3,6,39,52,108,54,4,0,0,3,3,293,5,0,0,5,14,34,28,6,0,0,0,0,92,0,0,0,4,4,16,9,3,0,0,0,0,36,0,0,0,3,0,3,3,0,0,0,3,3,15,9,10,10,13,50,44,28,7,3,0,0,12,186,14,3,11,14,17,9,4,0,0,0,0,21,93,329,89,213,482,599
LGA11500,16,4,11,29,6,0,0,0,0,0,0,15,81,632,70,69,110,17,4,0,0,0,3,3,74,982,740,118,165,152,27,10,3,3,3,3,0,71,1295,725,331,214,469,83,12,4,4,0,3,11,97,1953,371,348,466,867,187,50,5,3,4,0,10,85,2396,173,134,316,873,166,54,14,5,0,0,4,50,1789,82,44,162,744,193,56,9,4,0,3,5,25,1327,57,25,126,698,173,74,10,3,0,0,3,30,1199,21,10,48,343,124,58,8,4,3,0,0,7,626,29,13,52,359,143,65,18,6,3,0,3,13,704,9,3,16,94,38,48,7,6,3,0,3,3,230,3,3,3,20,15,7,0,4,0,0,0,0,55,3,4,6,6,6,5,0,0,0,0,0,3,33,163,97,141,431,114,48,13,7,4,3,5,77,1103,157,71,62,132,20,10,3,3,0,0,6,114,578,3181,1275,1857,5327,1312
LGA11520,7,0,0,3,8,6,17,14,3,3,3,4,68,140,12,9,12,6,9,8,5,0,0,3,20,224,168,10,18,14,10,9,13,10,0,0,0,20,272,61,28,19,30,22,30,29,13,3,0,0,10,245,45,29,36,43,41,73,118,48,11,0,3,16,463,35,4,27,72,46,90,117,79,14,5,4,17,510,27,5,17,41,67,97,150,87,14,0,5,7,517,26,3,5,43,50,161,244,154,25,5,7,13,736,19,0,7,12,23,69,138,85,20,3,5,7,388,28,3,14,23,32,148,417,323,87,35,35,21,1166,22,0,5,10,14,70,221,235,60,14,17,5,673,7,0,3,4,7,21,123,190,56,16,18,5,450,6,0,0,3,0,8,40,87,40,10,14,3,211,29,4,9,12,13,60,121,120,48,10,9,23,458,31,6,7,11,6,19,25,16,6,3,3,37,170,651,104,176,333,345
LGA11550,24,4,38,143,42,30,19,10,0,0,0,18,328,583,47,86,209,30,23,18,6,3,3,7,76,1091,491,65,205,423,67,48,19,5,3,0,5,53,1384,318,155,229,663,143,108,46,11,3,3,11,52,1742,194,128,386,1288,261,235,94,30,0,4,20,91,2731,102,44,227,978,257,239,117,25,3,0,13,65,2070,73,19,145,577,203,218,128,21,4,0,13,31,1432,54,14,101,530,179,257,136,35,6,3,15,18,1348,36,6,29,214,92,153,93,24,3,0,5,14,669,44,4,34,213,130,205,155,44,5,3,3,18,858,14,0,8,55,16,56,59,29,3,0,0,3,243,4,3,3,8,10,17,31,13,0,0,3,0,92,4,0,0,4,3,9,6,6,3,0,0,3,38,84,34,128,472,140,207,140,48,4,4,11,68,1340,168,30,70,234,62,71,43,12,4,3,11,124,832,2193,553,1689,6011,1635
LGA11600,3,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,0,14,15,3,3,0,0,0,0,0,0,0,3,0,24,18,3,0,0,0,0,0,0,0,0,0,3,24,38,7,18,7,0,0,0,0,0,0,3,0,73,34,8,16,5,0,0,0,0,0,0,0,5,68,23,9,12,6,0,0,0,0,0,0,0,0,50,18,4,16,4,0,0,0,0,0,0,0,0,42,11,0,8,0,0,0,3,0,0,0,0,3,25,12,6,8,4,0,0,0,0,0,0,0,3,33,4,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,4,0,0,0,0,0,0,0,0,28,3,3,0,0,0,0,0,0,0,0,0,0,6,204,49,91,30,0
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,27,14,4,0,0,0,0,0,0,0,0,0,3,21,21,8,4,0,0,0,0,0,0,0,0,0,33,30,9,3,0,0,0,0,3,0,0,3,0,48,27,7,3,0,0,0,0,0,0,0,0,3,40,27,4,3,0,0,0,0,0,0,0,0,0,34,21,0,3,0,0,0,0,0,0,0,0,3,27,12,0,0,0,0,0,0,0,0,0,3,0,15,8,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,0,3,5,32,9,7,3,0,0,0,0,0,0,0,0,3,22,205,49,24,0,0
LGA11720,3,0,4,3,0,0,0,0,0,0,3,0,13,128,53,83,13,0,0,0,0,3,0,0,14,294,135,84,167,25,3,0,0,3,0,3,3,13,436,92,95,261,73,3,3,0,0,0,0,5,16,548,105,83,365,113,6,7,0,0,0,0,7,15,701,46,29,202,98,8,3,3,0,0,0,0,11,400,33,13,97,53,6,4,0,0,0,3,0,3,212,35,15,84,71,3,3,0,0,0,3,3,8,225,17,5,37,24,4,4,0,3,0,0,0,0,94,10,9,31,32,8,3,0,3,0,0,0,4,100,4,3,7,10,4,5,0,0,0,0,3,3,39,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,7,22,11,63,38,3,3,3,0,0,0,0,5,148,39,18,52,12,0,0,0,0,0,0,0,29,150,669,418,1457,565,51
LGA11730,6,0,11,4,0,0,0,0,0,0,0,3,24,161,56,92,21,3,0,0,0,0,0,3,17,353,224,125,256,43,3,0,3,0,0,0,7,22,683,154,87,346,113,3,5,3,4,3,3,4,23,748,124,95,469,230,11,10,10,8,4,0,5,17,983,78,46,266,153,7,3,7,3,0,0,3,18,584,35,22,128,117,8,3,5,4,0,3,0,8,333,35,20,86,87,4,5,6,3,0,0,0,4,250,16,0,36,45,3,0,3,5,0,0,0,3,111,21,3,27,42,7,4,7,3,0,3,3,5,125,7,3,6,4,0,0,0,3,0,0,0,0,23,3,0,0,5,0,3,0,0,0,3,0,0,14,3,3,3,0,0,0,0,0,0,0,0,0,9,33,29,96,73,9,6,0,0,0,3,5,10,264,37,23,62,17,3,3,0,3,0,0,0,22,170,937,512,1884,954,61
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,5,0,0,0,0,0,0,0,0,4,47,36,0,12,3,0,0,0,0,0,0,0,3,54,33,9,20,0,0,0,0,0,0,0,3,3,68,29,19,23,3,3,0,0,0,0,0,0,3,80,25,16,26,5,0,0,0,0,3,0,0,3,78,28,13,31,5,3,0,0,0,0,3,3,5,91,37,17,40,13,3,0,0,0,0,0,0,5,115,19,3,21,4,0,0,0,0,0,0,0,0,47,38,3,26,13,3,0,0,0,0,0,0,3,86,16,0,13,0,0,0,0,0,0,0,0,3,32,5,0,4,0,3,0,0,0,0,0,0,3,15,0,0,0,3,0,0,0,0,0,0,0,0,3,19,7,15,3,3,0,0,0,0,0,0,4,51,6,3,3,0,0,0,0,0,0,0,0,5,17,323,96,239,52,18
LGA11800,9,3,18,9,4,0,0,0,0,0,0,5,48,253,74,160,40,4,6,0,3,0,0,3,33,576,304,128,385,90,12,5,3,3,3,3,12,29,977,184,140,443,307,26,10,7,0,3,0,6,37,1163,165,141,518,562,80,25,13,3,0,0,8,39,1554,81,56,295,437,67,33,11,8,4,3,9,14,1018,47,20,140,258,60,35,6,3,3,0,3,8,583,28,13,103,209,52,28,13,5,5,0,3,11,470,13,4,34,91,35,22,11,0,0,0,3,3,216,15,3,24,63,39,35,19,12,4,3,3,8,228,6,0,6,16,14,9,8,3,3,3,3,3,74,3,0,3,3,3,4,4,3,0,0,3,3,29,0,3,3,0,3,3,0,3,0,0,0,0,15,36,23,101,147,32,30,10,0,0,0,3,13,395,69,31,88,36,5,4,0,3,4,0,5,50,295,1213,639,2321,2268,436
LGA11860,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,0,0,0,0,0,0,0,0,12,15,0,3,0,0,0,0,0,0,0,0,0,18,31,3,6,0,0,0,0,0,3,0,0,3,46,25,3,5,0,0,0,0,0,0,0,0,3,36,15,3,3,0,0,0,0,0,0,0,0,0,21,10,3,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,129,12,20,0,0
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,0,21,26,4,3,0,0,0,0,0,0,0,3,0,36,11,3,9,0,0,0,0,0,0,0,0,3,26,15,5,9,0,0,0,0,0,0,0,0,3,32,18,5,10,0,0,0,0,0,0,0,0,0,33,13,4,6,0,0,0,0,0,0,0,0,0,23,5,3,4,0,0,0,0,0,0,0,0,0,12,5,0,5,0,0,0,0,0,0,0,0,0,10,7,3,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,5,129,33,55,3,0
LGA12050,3,0,0,0,0,0,0,0,0,0,0,0,3,36,16,13,0,0,0,0,0,0,0,3,7,75,57,32,20,0,0,0,0,0,0,0,3,3,115,38,21,43,4,0,0,0,0,0,0,3,3,112,32,42,82,12,3,0,0,0,0,0,0,3,174,16,25,48,15,0,0,3,0,0,0,3,3,113,18,4,35,12,3,3,0,0,0,3,0,3,81,14,8,26,16,0,0,0,0,0,0,0,0,64,4,0,12,9,0,3,0,0,0,0,0,0,28,9,3,15,9,0,0,0,0,0,0,0,0,36,0,0,3,3,3,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,16,12,3,0,0,0,0,0,0,0,43,9,6,12,3,0,0,0,0,0,0,0,7,37,244,164,325,98,12
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,5,0,0,0,0,0,0,0,0,0,40,24,11,13,0,0,0,0,0,0,0,0,0,48,24,7,20,0,0,0,0,0,0,0,0,3,54,65,26,23,0,0,0,0,0,0,0,0,7,121,32,16,21,3,3,0,0,0,0,0,0,4,79,25,3,12,0,0,0,0,0,0,0,0,3,43,18,6,13,0,0,0,0,0,0,0,0,0,37,8,4,7,0,0,0,0,0,0,0,0,0,19,8,3,12,0,0,0,0,0,0,0,0,3,26,3,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,15,6,10,3,0,0,0,0,0,0,0,3,37,6,4,4,0,0,0,0,0,3,0,0,0,17,263,95,143,6,3
LGA12200,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,11,0,0,0,0,0,0,0,3,4,64,59,23,19,0,0,0,0,0,0,0,0,4,105,42,23,51,0,0,0,0,0,0,0,0,3,119,33,33,58,8,0,0,0,0,0,0,3,0,135,13,19,41,3,0,0,0,0,0,0,0,3,79,10,6,37,4,0,0,0,0,0,0,0,0,57,10,3,13,10,0,0,0,0,0,0,0,0,36,3,0,8,0,0,0,0,0,0,0,0,0,11,7,0,8,4,0,3,0,3,0,0,0,3,28,3,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,5,0,0,0,0,3,0,3,3,49,12,5,5,0,0,0,0,0,0,0,0,9,31,236,131,272,38,0
LGA12300,3,3,0,0,0,0,0,0,0,0,0,0,6,19,11,18,0,0,0,0,0,0,0,0,3,51,37,22,41,0,0,0,0,0,0,0,0,0,100,24,13,56,5,3,0,0,0,0,0,3,3,107,25,20,77,15,3,0,0,0,0,0,0,8,148,27,14,70,16,0,0,0,0,0,0,0,4,131,9,5,47,15,3,0,0,0,0,0,0,0,79,8,6,32,8,0,0,0,0,0,0,0,5,59,6,0,13,9,3,0,0,0,0,0,0,0,31,8,0,18,8,0,0,0,0,0,0,0,0,34,3,0,3,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,25,11,0,0,0,0,0,0,0,3,49,13,3,16,0,3,0,0,0,0,0,0,8,43,192,100,416,90,15
LGA12350,0,0,3,0,0,0,0,0,0,0,0,0,3,47,20,11,0,0,0,0,0,0,0,0,8,86,80,38,35,4,0,0,0,0,0,0,0,5,162,59,28,59,6,0,0,0,0,0,0,3,0,155,53,47,103,10,3,0,0,0,0,0,4,12,232,45,21,82,17,0,0,0,0,0,0,3,0,168,21,10,51,9,3,0,0,0,0,0,3,0,97,15,7,40,14,0,0,0,0,0,0,3,3,82,5,5,11,5,0,0,0,0,0,0,0,0,26,14,3,15,9,3,3,0,0,0,0,0,0,47,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,6,29,6,17,9,0,0,0,0,0,0,0,7,68,24,9,11,3,0,0,0,0,0,0,0,7,54,395,197,441,92,12
LGA12500,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,8,3,0,0,0,0,0,0,0,4,62,66,30,22,0,0,0,0,0,0,0,0,5,123,26,24,42,8,0,0,0,0,0,0,3,7,110,25,35,81,11,0,0,0,0,3,0,3,6,164,19,12,63,13,0,0,0,0,0,0,0,0,107,3,7,34,10,0,0,0,0,0,0,0,0,54,6,16,44,12,0,0,0,0,0,0,0,3,81,3,0,20,10,3,0,0,0,0,0,0,0,36,3,3,14,10,0,0,0,0,0,0,0,0,30,0,3,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,25,6,0,0,0,0,0,0,0,0,41,19,11,17,0,3,0,0,0,3,0,0,7,60,211,160,373,86,6
LGA12600,5,5,3,5,0,0,0,0,0,0,0,3,21,163,43,41,14,3,0,3,3,0,0,3,18,291,202,74,102,22,0,0,0,0,0,0,3,16,419,139,88,152,112,4,3,3,0,0,0,3,17,521,103,109,244,215,20,7,3,3,0,3,5,17,729,60,54,182,229,14,9,3,5,0,0,3,15,574,25,24,86,183,17,10,3,3,0,0,3,12,366,31,15,90,199,16,7,13,3,0,0,3,8,385,13,4,27,87,16,11,0,0,0,0,3,0,161,12,8,25,92,30,12,4,4,0,0,0,4,191,9,3,6,25,10,7,0,3,0,0,0,0,63,0,0,0,7,0,9,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,0,0,0,6,40,23,55,105,19,15,0,0,3,0,0,8,268,68,33,35,16,3,0,3,0,0,0,6,42,206,873,486,1048,1311,152
LGA12700,0,0,3,0,0,0,0,0,0,0,0,0,3,24,9,12,3,0,0,0,0,0,0,0,0,48,28,11,27,0,0,0,0,0,0,0,3,4,73,15,9,36,7,0,0,0,0,0,0,0,0,67,25,7,48,9,0,3,0,0,0,0,0,4,96,17,7,41,8,0,0,0,0,0,0,0,3,76,14,3,21,8,3,0,0,0,0,0,3,3,55,12,0,15,6,3,0,0,0,0,0,0,3,39,3,0,9,0,0,0,0,0,0,0,0,0,12,7,3,5,0,3,0,0,3,3,0,0,0,24,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,4,0,0,0,0,0,0,0,5,32,13,3,3,3,0,0,0,0,0,0,3,5,30,164,52,240,48,9
LGA12750,9,5,6,6,0,0,3,0,0,0,0,3,32,87,36,87,13,3,0,0,0,0,0,3,8,237,119,75,202,28,5,0,3,0,0,0,3,10,445,101,62,213,100,4,7,3,0,0,0,3,19,512,103,75,301,205,7,8,3,3,0,0,5,12,722,64,33,162,130,14,10,0,3,0,0,0,7,423,29,15,66,87,11,3,0,3,0,0,3,3,220,22,0,54,67,13,6,3,3,0,3,3,8,182,12,3,18,18,6,7,0,0,3,0,3,3,73,8,5,16,33,9,8,3,3,3,0,0,4,92,4,0,0,7,4,0,0,3,3,0,0,3,24,0,0,3,3,3,3,0,0,0,0,0,0,12,0,3,3,3,3,0,0,0,3,0,0,0,15,29,14,60,48,4,5,0,0,0,0,0,8,168,32,26,40,12,4,4,0,3,0,0,0,30,151,619,352,1231,760,90
LGA12850,36,6,64,49,16,9,3,3,0,0,3,19,208,708,72,272,171,28,19,3,5,0,3,3,72,1356,579,69,328,186,53,22,3,0,0,3,10,56,1309,494,306,553,604,173,82,9,0,0,0,17,91,2329,258,245,763,804,336,209,24,5,4,3,19,99,2769,144,95,509,652,342,179,19,9,3,0,13,62,2027,93,34,265,430,293,189,21,7,3,0,12,38,1385,66,26,192,401,256,173,33,6,3,3,13,26,1198,36,13,65,236,138,128,17,3,0,0,4,12,652,43,14,57,200,164,152,29,11,3,3,6,21,703,13,4,19,52,44,52,18,3,0,0,0,6,211,4,0,4,14,16,15,5,0,0,0,0,3,61,6,0,3,10,6,11,9,3,0,0,0,3,51,149,87,198,394,224,195,20,8,4,3,12,72,1366,151,43,132,136,50,35,8,3,3,0,5,133,699,2780,1014,3424,4339,2139
LGA12900,7,0,3,3,0,0,0,0,0,0,0,0,13,64,12,14,3,0,0,3,0,3,0,0,7,106,68,28,29,5,0,0,0,0,0,3,0,7,140,48,23,47,8,3,0,3,0,0,0,0,0,132,67,30,63,20,0,0,3,0,0,0,0,12,195,40,8,52,17,0,0,3,0,0,0,3,3,126,21,5,30,16,0,0,0,0,0,0,0,0,72,15,7,25,12,3,0,0,0,0,0,0,0,62,11,0,11,6,0,0,0,0,0,0,0,3,31,12,3,6,6,3,0,0,0,0,0,0,0,30,4,0,4,4,0,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,13,12,0,0,0,0,0,0,0,4,49,20,6,17,4,0,0,0,0,0,0,0,10,57,397,125,317,116,9
