region_id,C01_SH_FH_CF_no_ch,C01_SH_FH_CF_w_ch,C01_SH_FH_One_PFam,C01_SH_FH_oth_fa,C01_SH_FH_Tot,C01_SH_LP_H,C01_SH_GH,C01_SH_OH,C01_SH_Tot,C01_SDRTHT1S_FH_CF_no_ch,C01_SDRTHT1S_FH_CF_w_ch,C01_SDRTHT1S_FH_One_PFam,C01_SDRTHT1S_FH_oth_fa,C01_SDRTHT1S_FH_Tot,C01_SDRTHT1S_LP_H,C01_SDRTHT1S_GH,C01_SDRTHT1S_OH,C01_SDRTHT1S_Tot,C01_SDRTHT2S_FH_CF_no_ch,C01_SDRTHT2S_FH_CF_w_ch,C01_SDRTHT2S_FH_One_PFam,C01_SDRTHT2S_FH_oth_fa,C01_SDRTHT2S_FH_Tot,C01_SDRTHT2S_LP_H,C01_SDRTHT2S_GH,C01_SDRTHT2S_OH,C01_SDRTHT2S_Tot,C01_SDRTHT_FH_CF_no_ch,C01_SDRTHT_FH_CF_w_ch,C01_SDRTHT_FH_One_PFam,C01_SDRTHT_FH_oth_fa,C01_SDRTHT_FH_Tot,C01_SDRTHT_LP_H,C01_SDRTHT_GH,C01_SDRTHT_OH,C01_SDRTHT_Tot,C01_F_u_a_1_2_FH_CF_no_ch,C01_F_u_a_1_2_FH_CF_w_ch,C01_F_u_a_1_2_FH_One_PFam,C01_F_u_a_1_2_FH_oth_fa,C01_F_u_a_1_2_FH_Tot,C01_F_u_a_1_2_LP_H,C01_F_u_a_1_2_GH,C01_F_u_a_1_2_OH,C01_F_u_a_1_2_Tot,C01_F_u_a_3_FH_CF_no_ch,C01_F_u_a_3_FH_CF_w_ch,C01_F_u_a_3_FH_One_PFam,C01_F_u_a_3_FH_oth_fa,C01_F_u_a_3_FH_Tot,C01_F_u_a_3_LP_H,C01_F_u_a_3_GH,C01_F_u_a_3_OH,C01_F_u_a_3_Tot,C01_F_u_a_4m_FH_CF_no_ch,C01_F_u_a_4m_FH_CF_w_ch,C01_F_u_a_4m_FH_One_PFam,C01_F_u_a_4m_FH_oth_fa,C01_F_u_a_4m_FH_Tot,C01_F_u_a_4m_LP_H,C01_F_u_a_4m_GH,C01_F_u_a_4m_OH,C01_F_u_a_4m_Tot,C01_F_u_a_a_h_FH_CF_no_ch,C01_F_u_a_a_h_FH_CF_w_ch,C01_F_u_a_a_h_FH_One_PFam,C01_F_u_a_a_h_FH_oth_fa,C01_F_u_a_a_h_FH_Tot,C01_F_u_a_a_h_LP_H,C01_F_u_a_a_h_GH,C01_F_u_a_a_h_OH,C01_F_u_a_a_h_Tot,C01_F_u_a_T_FH_CF_no_ch,C01_F_u_a_T_FH_CF_w_ch,C01_F_u_a_T_FH_One_PFam,C01_F_u_a_T_FH_oth_fa,C01_F_u_a_T_FH_Tot,C01_F_u_a_T_LP_H,C01_F_u_a_T_GH,C01_F_u_a_T_OH,C01_F_u_a_T_Tot,C01_OD_C_c_hb_FH_CF_no_ch,C01_OD_C_c_hb_FH_CF_w_ch,C01_OD_C_c_hb_FH_One_PFam,C01_OD_C_c_hb_FH_oth_fa,C01_OD_C_c_hb_FH_Tot,C01_OD_C_c_hb_LP_H,C01_OD_C_c_hb_GH,C01_OD_C_c_hb_OH,C01_OD_C_c_hb_Tot,C01_OD_Ih_t_s_FH_CF_no_ch,C01_OD_Ih_t_s_FH_CF_w_ch,C01_OD_Ih_t_s_FH_One_PFam,C01_OD_Ih_t_s_FH_oth_fa,C01_OD_Ih_t_s_FH_Tot,C01_OD_Ih_t_s_LP_H,C01_OD_Ih_t_s_GH,C01_OD_Ih_t_s_OH,C01_OD_Ih_t_s_Tot,C01_OD_H_f_so_FH_CF_no_ch,C01_OD_H_f_so_FH_CF_w_ch,C01_OD_H_f_so_FH_One_PFam,C01_OD_H_f_so_FH_oth_fa,C01_OD_H_f_so_FH_Tot,C01_OD_H_f_so_LP_H,C01_OD_H_f_so_GH,C01_OD_H_f_so_OH,C01_OD_H_f_so_Tot,C01_OD_T_FH_CF_no_ch,C01_OD_T_FH_CF_w_ch,C01_OD_T_FH_One_PFam,C01_OD_T_FH_oth_fa,C01_OD_T_FH_Tot,C01_OD_Tot_LP_H,C01_OD_Tot_GH,C01_OD_Tot_OH,C01_OD_T_T,C01_DS_ns_FH_CF_no_ch,C01_DS_ns_FH_CF_w_ch,C01_DS_ns_FH_One_PFam,C01_DS_ns_FH_oth_fa,C01_DS_ns_FH_Tot,C01_DS_ns_LP_H,C01_DS_ns_GH,C01_DS_ns_OH,C01_DS_NS_T,C01_T_FH_CF_no_ch,C01_T_FH_CF_w_ch,C01_T_FH_One_PFam,C01_T_FH_oth_fa,C01_T_FH_Tot,C01_Tot_LP_H,C01_Tot_GH,C01_Tot_OH,C01_T_T,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_Sd_r_t_1_FH_CF_no_ch,C06_Sd_r_t_1_FH_CF_w_ch,C06_Sd_r_t_1_FH_One_PFam,C06_Sd_r_t_1_FH_oth_fa,C06_Sd_r_t_1_FH_Tot,C06_Sd_r_t_1_LP_H,C06_Sd_r_t_1_GH,C06_Sd_r_t_1_OH,C06_Sd_r_t_1_Tot,C06_Sd_r_t_2m_FH_CF_no_ch,C06_Sd_r_t_2m_FH_CF_w_ch,C06_Sd_r_t_2m_FH_One_PFam,C06_Sd_r_t_2m_FH_oth_fa,C06_Sd_r_t_2m_FH_Tot,C06_Sd_r_t_2m_LP_H,C06_Sd_r_t_2m_GH,C06_Sd_r_t_2m_OH,C06_Sd_r_t_2m_Tot,C06_Sd_r_t_T_FH_CF_no_ch,C06_Sd_r_t_T_FH_CF_w_ch,C06_Sd_r_t_T_FH_One_PFam,C06_Sd_r_t_T_FH_oth_fa,C06_Sd_r_t_T_FH_Tot,C06_Sd_r_t_T_LP_H,C06_Sd_r_t_T_GH,C06_Sd_r_t_T_OH,C06_Sd_r_t_T_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch
LGA10650,899,811,220,25,1955,575,53,78,2661,15,4,5,0,24,70,5,8,107,0,0,0,0,0,0,0,0,0,15,4,5,0,24,70,5,8,107,36,13,7,0,56,80,4,11,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,36,13,7,0,56,83,4,11,154,20,3,0,0,23,36,0,40,99,0,0,0,0,0,3,0,0,3,9,11,0,0,20,13,3,3,39,29,14,0,0,43,52,3,43,141,3,3,0,0,6,3,0,0,9,982,845,232,25,2084,783,65,140,3072,993,791,244,17,2045,638,64,50,2797,31,10,5,0,46,45,4,0,95,0,0,0,0,0,0,0,0,0,31,10,5,0,46,45,4,0,95,46,7,13,0,66,120,9,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA10750,14043,33952,10194,918,59107,8782,1489,2066,71444,415,731,553,47,1746,806,76,85,2713,625,1264,1108,56,3053,774,147,204,4178,1040,1995,1661,103,4799,1580,223,289,6891,155,82,78,17,332,864,18,81,1295,264,349,174,43,830,408,60,131,1429,66,94,50,12,222,76,14,17,329,52,28,19,0,99,143,6,7,255,537,553,321,72,1483,1491,98,236,3308,46,27,22,4,99,169,13,30,311,0,0,0,0,0,35,0,3,38,11,25,9,3,48,29,5,11,93,57,52,31,7,147,233,18,44,442,64,132,46,6,248,52,10,61,371,15741,36684,12253,1106,65784,12138,1838,2696,82456,14552,34075,11102,895,60624,10014,1480,2492,74610,813,1378,887,60,3138,1095,86,210,4529,806,1621,1093,79,3599,966,186,207,4958,1619,2999,1980,139,6737,2061,272,417,9487,134,58,111,3,306,877,23,89,1295,223,322,185,36,766,539,55,235,1595,249,293,166,31,739,285,70,102,1196,13,14
LGA10800,693,763,179,16,1651,488,24,83,2246,0,3,0,0,3,7,0,0,10,0,3,0,0,3,0,0,0,3,0,6,0,0,6,7,0,0,13,16,7,8,0,31,66,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8,0,31,66,3,0,100,3,0,0,0,3,6,0,41,50,0,0,0,0,0,0,0,0,0,9,7,3,0,19,3,0,0,22,12,7,3,0,22,9,0,41,72,3,3,0,0,6,0,0,4,10,724,786,190,16,1716,570,27,128,2441,702,702,187,15,1606,515,30,51,2202,11,0,3,0,14,42,3,3,62,0,0,0,0,0,0,0,0,0,11,0,3,0,14,42,3,3,62,8,3,3,0,14,33,5,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10850,551,764,237,14,1566,463,22,39,2090,8,12,9,0,29,16,0,3,48,0,4,3,0,7,5,0,0,12,8,16,12,0,36,21,0,3,60,3,3,5,0,11,44,3,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,11,44,3,7,65,0,0,0,0,0,6,0,0,6,0,3,0,0,3,3,0,0,6,5,9,3,0,17,4,0,3,24,5,12,3,0,20,13,0,3,36,6,5,0,0,11,3,0,3,17,573,800,257,14,1644,544,25,55,2268,656,780,250,20,1706,511,35,40,2292,5,5,5,0,15,31,0,0,46,0,0,0,0,0,0,0,0,0,5,5,5,0,15,31,0,0,46,9,3,6,3,21,45,4,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10900,6483,9378,2740,176,18777,5349,730,773,25629,114,81,53,5,253,300,23,17,593,55,36,49,4,144,102,16,10,272,169,117,102,9,397,402,39,27,865,94,20,40,4,158,528,20,43,749,8,3,11,0,22,67,0,13,102,8,0,7,0,15,22,3,10,50,15,5,6,0,26,73,0,7,106,125,28,64,4,221,690,23,73,1007,4,3,0,0,7,8,0,12,27,0,3,0,0,3,4,3,4,14,16,6,4,0,26,23,5,7,61,20,12,4,0,36,35,8,23,102,21,54,15,3,93,33,5,15,146,6818,9589,2925,192,19524,6509,805,911,27749,6904,9081,2867,198,19050,5797,718,943,26508,160,45,48,3,256,435,12,21,724,56,25,39,3,123,88,10,14,235,216,70,87,6,379,523,22,35,959,58,21,52,7,138,371,18,41,568,13,0,9,0,22,72,4,12,110,3,3,0,0,6,7,0,3,16,11,3
LGA10950,292,358,115,8,773,241,22,25,1061,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6,6,3,0,3,12,33,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,6,3,0,3,12,38,0,3,53,5,0,0,0,5,5,0,18,28,0,0,0,0,0,0,0,0,0,6,3,3,0,12,7,0,0,19,11,3,3,0,17,12,0,18,47,3,0,0,0,3,0,0,0,3,312,364,118,14,808,294,22,46,1170,288,329,114,11,742,235,32,15,1024,3,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,8,5,3,0,0,8,32,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11000,289,283,89,7,668,263,19,17,967,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,12,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,15,3,0,0,0,3,3,0,3,9,3,0,0,0,3,3,0,0,6,3,3,0,0,6,0,0,0,6,9,3,0,0,12,6,0,3,21,3,0,0,0,3,0,0,0,3,301,286,89,7,683,288,22,20,1013,328,260,90,6,684,265,20,39,1008,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,18,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11050,262,294,63,11,630,222,8,21,881,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,4,0,0,4,0,3,0,0,3,3,0,0,6,3,0,3,0,6,3,0,0,9,3,3,3,0,9,10,0,0,19,0,0,0,0,0,0,0,0,0,268,297,66,11,642,255,8,21,926,292,244,78,7,621,248,18,19,906,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,1202,2427,656,114,4399,826,152,213,5590,245,336,187,17,785,360,40,59,1244,143,265,158,14,580,120,26,51,777,388,601,345,31,1365,480,66,110,2021,136,174,84,18,412,427,34,63,936,531,1038,398,65,2032,659,183,151,3025,191,304,221,23,739,453,46,80,1318,9,3,3,0,15,4,0,0,19,867,1519,706,106,3198,1543,263,294,5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,32,10,3,59,28,4,14,105,14,32,10,3,59,28,4,17,108,16,21,6,3,46,30,7,15,98,2487,4600,1723,257,9067,2907,492,649,13115,1184,2446,737,105,4472,935,148,167,5722,237,347,157,14,755,329,35,40,1159,173,315,127,17,632,189,34,40,895,410,662,284,31,1387,518,69,80,2054,133,136,104,14,387,459,38,83,967,637,1038,393,82,2150,880,201,211,3442,340,236,158,30,764,530,101,144,1539,7,5
LGA11150,246,388,141,17,792,240,33,49,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,28,3,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,8,0,0,0,8,31,3,4,46,6,0,0,0,6,14,3,50,73,0,0,0,0,0,0,0,8,8,4,7,3,0,14,4,0,0,18,10,7,3,0,20,18,3,58,99,0,0,0,3,3,3,0,0,6,264,395,144,20,823,292,39,111,1265,225,302,134,18,679,232,26,78,1015,0,4,0,0,4,9,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,13,6,0,0,0,6,22,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,119,220,88,14,441,127,24,24,616,5,5,0,0,10,9,0,0,19,0,0,0,0,0,0,0,0,0,5,5,0,0,10,9,0,0,19,3,0,0,0,3,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,0,0,18,0,3,0,0,3,3,0,3,9,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,0,4,4,3,0,0,7,3,0,7,17,0,0,0,0,0,0,0,3,3,131,228,88,14,461,154,24,34,673,125,162,106,12,405,115,7,38,565,3,0,0,0,3,3,0,0,6,0,3,0,0,3,0,0,0,3,3,3,0,0,6,3,0,0,9,9,0,0,0,9,17,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,2082,2089,1015,92,5278,2170,134,232,7814,7,3,8,3,21,50,3,5,79,0,0,0,0,0,3,0,3,6,7,3,8,3,21,53,3,8,85,20,5,12,3,40,163,12,27,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,7,20,8,12,3,43,167,12,27,249,8,0,0,0,8,21,0,153,182,0,0,0,0,0,0,0,0,0,6,3,3,3,15,10,0,3,28,14,3,3,3,23,31,0,156,210,11,4,3,0,18,61,0,14,93,2134,2107,1041,101,5383,2482,149,437,8451,2010,1776,953,58,4797,2195,133,285,7410,47,40,28,3,118,91,3,8,220,3,0,0,0,3,3,0,0,6,50,40,28,3,121,94,3,8,226,28,12,28,3,71,188,6,36,301,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,14,0,3
LGA11300,1143,2665,542,98,4448,855,203,153,5659,149,217,70,19,455,163,35,29,682,54,131,49,5,239,70,23,29,361,203,348,119,24,694,233,58,58,1043,144,128,75,28,375,384,76,72,907,238,286,176,52,752,432,139,145,1468,195,169,100,50,514,363,137,132,1146,16,27,4,3,50,47,6,9,112,593,610,355,133,1691,1226,358,358,3633,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,30,5,0,43,16,13,10,82,8,30,5,0,43,19,13,10,85,26,30,7,0,63,13,14,33,123,1973,3683,1028,255,6939,2346,646,612,10543,1194,2688,589,103,4574,895,218,245,5932,141,214,94,15,464,155,33,43,695,74,101,43,9,227,79,21,38,365,215,315,137,24,691,234,54,81,1060,167,148,109,25,449,335,80,75,939,296,273,143,62,774,403,233,143,1553,289,213,127,52,681,340,197,118,1336,0,3
LGA11350,2159,2660,1338,80,6237,1796,463,521,9017,75,31,105,3,214,163,53,25,455,57,41,115,8,221,116,52,59,448,132,72,220,11,435,279,105,84,903,67,31,88,9,195,320,52,79,646,9,3,10,0,22,34,0,83,139,0,0,0,0,0,3,0,9,12,6,3,15,0,24,48,3,12,87,82,37,113,9,241,405,55,183,884,71,12,31,0,114,195,11,307,627,3,0,0,0,3,15,0,35,53,20,20,16,0,56,56,13,6,131,94,32,47,0,173,266,24,348,811,23,23,10,0,56,32,0,30,118,2490,2824,1728,100,7142,2778,647,1166,11733,2205,2629,1362,75,6271,1850,580,723,9424,80,57,79,3,219,154,50,45,468,66,48,74,4,192,109,60,50,411,146,105,153,7,411,263,110,95,879,87,34,107,6,234,334,47,117,732,16,7,7,0,30,47,3,31,111,0,0,0,0,0,0,0,0,0,5,4
LGA11400,1341,1523,325,33,3222,845,71,79,4217,4,4,5,0,13,25,0,0,38,0,3,3,0,6,3,0,0,9,4,7,8,0,19,28,0,0,47,0,0,3,0,3,47,3,3,56,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,3,0,6,52,3,3,64,0,3,0,0,3,18,0,4,25,0,3,0,0,3,0,0,0,3,8,11,0,0,19,10,0,0,29,8,17,0,0,25,28,0,4,57,6,6,0,0,12,18,0,10,40,1362,1553,336,33,3284,971,74,96,4425,1435,1535,348,37,3355,920,66,111,4452,4,0,0,0,4,17,0,4,25,0,0,0,0,0,0,0,0,0,4,0,0,0,4,17,0,4,25,4,0,0,3,7,51,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA11450,3089,6776,1358,109,11332,1289,253,241,13115,165,50,57,3,275,325,11,15,626,36,25,30,0,91,51,3,6,151,201,75,87,3,366,376,14,21,777,17,5,13,0,35,101,3,8,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,19,19,3,3,44,28,10,16,0,54,120,6,11,191,22,7,3,4,36,84,5,8,133,0,0,0,0,0,0,0,0,0,7,3,0,0,10,16,0,4,30,29,10,3,4,46,100,5,12,163,3,11,0,3,17,0,0,7,24,3350,6882,1464,119,11815,1885,278,292,14270,3491,7563,1726,116,12896,1704,245,433,15278,95,17,27,0,139,197,4,30,370,40,18,42,0,100,52,12,9,173,135,35,69,0,239,249,16,39,543,32,3,13,3,51,172,4,16,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA11500,6987,18687,5400,331,31405,4062,646,979,37092,663,805,878,57,2403,1312,132,166,4013,403,876,1473,50,2802,862,124,255,4043,1066,1681,2351,107,5205,2174,256,421,8056,98,94,129,14,335,470,42,60,907,13,15,20,3,51,72,13,16,152,4,4,5,0,13,25,4,3,45,23,10,7,3,43,37,3,4,87,138,123,161,20,442,604,62,83,1191,3,3,3,0,9,4,0,0,13,0,0,0,0,0,0,3,3,6,3,7,4,0,14,9,3,3,29,6,10,7,0,23,13,6,6,48,52,109,58,5,224,74,9,55,362,8249,20610,7977,463,37299,6927,979,1544,46749,7642,17264,6030,405,31341,5074,665,1428,38508,658,839,903,63,2463,1364,102,255,4184,449,750,1154,52,2405,924,100,249,3678,1107,1589,2057,115,4868,2288,202,504,7862,138,89,106,9,342,494,34,76,946,61,20,17,0,98,71,4,28,201,31,7,27,6,71,91,16,21,199,10,0
LGA11520,3088,5747,1140,193,10168,2095,374,397,13034,327,280,112,22,741,271,65,33,1110,449,425,150,25,1049,347,85,60,1541,776,705,262,47,1790,618,150,93,2651,428,197,158,43,826,830,124,224,2004,774,342,228,75,1419,875,297,218,2809,761,295,138,44,1238,745,236,231,2450,9,9,3,3,24,25,4,3,56,1972,843,527,165,3507,2475,661,676,7319,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,37,48,17,3,105,42,13,23,183,37,48,17,3,105,42,13,26,186,58,36,9,3,106,84,9,46,245,5931,7379,1955,411,15676,5314,1207,1238,23435,3094,5860,1173,172,10299,2204,348,542,13393,288,258,95,13,654,265,39,46,1004,498,539,168,31,1236,335,75,114,1760,786,797,263,44,1890,600,114,160,2764,606,328,212,45,1191,1061,181,216,2649,928,501,251,93,1773,1013,248,327,3361,1197,585,203,55,2040,971,304,470,3785,12,8
LGA11550,5154,12003,2627,354,20138,3491,453,908,24990,305,447,168,19,939,470,48,49,1506,304,644,264,27,1239,330,49,104,1722,609,1091,432,46,2178,800,97,153,3228,1622,2969,1388,223,6202,3169,547,885,10803,837,1360,764,96,3057,1498,241,365,5161,149,168,107,18,442,317,32,55,846,20,23,14,0,57,43,0,16,116,2628,4520,2273,337,9758,5027,820,1321,16926,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,6,50,112,40,8,210,90,20,27,347,53,112,40,8,213,93,20,27,353,78,132,35,3,248,108,11,82,449,8522,17858,5407,748,32535,9519,1401,2491,45946,5122,11100,2885,323,19430,3707,455,972,24564,416,745,263,38,1462,505,56,108,2131,501,1068,414,40,2023,533,79,166,2801,917,1813,677,78,3485,1038,135,274,4932,1844,2725,1400,232,6201,3556,563,986,11306,810,1080,675,87,2652,1437,199,401,4689,228,240,137,21,626,415,42,101,1184,4,8
LGA11600,283,424,65,13,785,224,22,41,1072,3,3,3,0,9,11,3,3,26,0,0,0,0,0,0,0,0,0,3,3,3,0,9,11,3,3,26,7,4,3,0,14,12,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,14,12,3,0,29,9,7,3,0,19,31,3,42,95,0,0,0,0,0,0,0,8,8,5,4,0,0,9,0,0,3,12,14,11,3,0,28,31,3,53,115,3,0,0,0,3,3,0,0,6,310,442,74,13,839,281,31,97,1248,272,338,84,7,701,227,22,69,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,28,5,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11700,181,198,87,11,477,224,29,99,829,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,6,3,0,0,3,6,7,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,7,0,6,19,0,0,0,0,0,12,0,28,40,0,0,0,0,0,3,0,13,16,3,3,0,0,6,0,0,0,6,3,3,0,0,6,15,0,41,62,4,3,3,0,10,0,0,5,15,194,204,90,14,502,249,29,151,931,156,160,72,15,403,220,13,58,694,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,13,3,0,0,0,3,0,3,7,13,0,3,0,0,3,5,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,3805,5486,2004,179,11474,3156,311,503,15444,26,26,49,5,106,115,6,4,231,0,3,3,0,6,15,0,0,21,26,29,52,5,112,130,6,4,252,42,17,36,5,100,292,16,22,430,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,0,11,12,0,0,23,45,24,40,5,114,304,16,22,456,14,12,9,0,35,72,6,21,134,3,0,3,0,6,3,0,0,9,9,13,0,3,25,20,0,5,50,26,25,12,3,66,95,6,26,193,47,21,11,0,79,75,0,8,162,3949,5585,2119,192,11845,3760,339,563,16507,4260,5317,2247,175,11999,3323,335,477,16134,64,18,34,0,116,145,15,16,292,8,4,5,0,17,27,0,0,44,72,22,39,0,133,172,15,16,336,44,33,68,4,149,339,16,20,524,0,0,0,0,0,4,0,0,4,3,3,3,0,9,5,0,3,17,3,3
LGA11730,4712,4768,1677,146,11303,3017,294,326,14940,160,57,80,6,303,302,19,28,652,60,30,49,5,144,91,15,18,268,220,87,129,11,447,393,34,46,920,156,58,104,7,325,623,51,80,1079,13,6,8,0,27,48,3,50,128,3,0,0,0,3,8,0,3,14,3,3,5,0,11,35,3,3,52,175,67,117,7,366,714,57,136,1273,169,28,15,3,215,290,15,448,968,7,16,4,0,27,27,0,40,94,43,35,13,3,94,33,5,4,136,219,79,32,6,336,350,20,492,1198,29,11,3,0,43,31,0,53,127,5355,5012,1958,170,12495,4505,405,1053,18458,5372,4517,1916,116,11921,3470,369,426,16186,150,72,98,10,330,277,19,23,649,61,28,20,0,109,111,11,33,264,211,100,118,10,439,388,30,56,913,173,61,131,8,373,593,43,104,1113,9,0,9,0,18,31,3,30,82,6,0,4,0,10,45,3,8,66,5,3
LGA11750,414,601,159,15,1189,361,39,73,1662,3,4,0,0,7,32,3,0,42,3,0,0,0,3,0,3,0,6,6,4,0,0,10,32,6,0,48,8,3,5,0,16,69,0,22,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,5,0,16,72,0,22,110,5,0,0,0,5,11,0,39,55,0,0,0,0,0,0,0,0,0,5,5,3,0,13,3,0,0,16,10,5,3,0,18,14,0,39,71,4,3,3,0,10,5,0,3,18,442,616,170,15,1243,484,45,137,1909,412,555,154,23,1144,348,46,109,1647,5,0,0,0,5,5,0,3,13,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,3,13,16,12,9,0,37,108,5,56,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
