region_id,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T
LGA12150,0,0,0,481,545,202,190,106,78,1602,395,551,184,159,94,67,1450,19,8,3,0,0,0,30,0,0,0,0,0,0,0,19,8,3,0,0,0,30,32,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,38,5,0,0,0,0,0,5,3,0,0,0,0,0,3,5,0,0,3,0,0,8,13,0,0,3,0,0,16,0,0,0,0,3,0,3,459,565,187,162,97,67,1537
LGA12200,0,0,0,808,1109,371,350,172,77,2887,761,1133,339,304,161,65,2763,29,9,0,0,0,0,38,0,3,0,0,0,0,3,29,12,0,0,0,0,41,90,31,0,0,0,0,121,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,5,102,36,0,0,0,0,138,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,4,0,0,0,9,0,3,0,0,0,0,3,897,1184,343,304,161,65,2954
LGA12300,0,0,0,1142,1736,551,489,274,101,4293,900,1635,452,483,224,102,3796,68,53,5,6,0,0,132,3,4,0,0,0,0,7,71,57,5,6,0,0,139,244,111,22,4,4,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,244,114,22,4,4,0,388,41,26,0,0,0,0,67,0,0,0,0,0,0,0,4,0,3,5,0,0,12,45,26,3,5,0,0,79,0,3,0,3,4,0,10,1260,1835,482,501,232,102,4412
LGA12350,0,0,0,1272,1800,636,572,314,173,4767,1165,1668,565,516,285,134,4333,89,33,4,0,0,0,126,12,4,3,0,0,0,19,101,37,7,0,0,0,145,150,36,6,0,4,0,196,7,3,0,0,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,162,39,6,0,4,0,211,13,8,0,0,0,0,21,3,0,0,0,0,0,3,7,5,0,0,5,3,20,23,13,0,0,5,3,44,8,0,0,0,0,0,8,1459,1757,578,516,294,137,4741
LGA12500,0,0,0,925,1045,401,345,176,66,2958,721,983,353,306,139,67,2569,125,32,3,3,0,0,163,0,0,0,0,0,0,0,125,32,3,3,0,0,163,97,20,4,0,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,100,20,4,0,3,0,127,27,7,0,0,0,0,34,0,0,0,0,0,0,0,8,9,0,0,0,3,20,35,16,0,0,0,3,54,0,0,0,0,0,0,0,981,1051,360,309,142,70,2913
LGA12600,3,0,15,3061,4469,1994,2042,1003,507,13076,2291,4197,1995,1914,995,535,11927,411,234,68,32,8,3,756,14,14,8,6,0,0,42,425,248,76,38,8,3,798,810,273,53,19,9,0,1164,10,9,0,0,0,0,19,6,9,0,0,0,0,15,4,0,0,0,0,0,4,830,291,53,19,9,0,1202,35,17,0,3,0,0,55,0,0,0,0,0,0,0,21,16,9,5,0,3,54,56,33,9,8,0,3,109,0,0,0,0,3,0,3,3602,4769,2133,1979,1015,541,14039
LGA12700,0,0,4,660,1087,420,437,221,90,2915,679,1155,452,445,192,93,3016,36,8,0,3,0,0,47,0,3,0,0,0,0,3,36,11,0,3,0,0,50,14,7,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,7,4,0,3,0,28,9,3,0,0,0,0,12,0,0,3,0,0,0,3,3,3,0,0,0,0,6,12,6,3,0,0,0,21,0,0,0,0,0,0,0,741,1179,459,448,195,93,3115
LGA12750,0,0,0,3687,5977,1716,1478,659,321,13838,2909,5381,1612,1246,606,338,12092,365,244,52,22,7,0,690,174,123,27,12,4,0,340,539,367,79,34,11,0,1030,474,252,45,18,6,4,799,29,18,3,3,0,0,53,0,0,0,0,0,0,0,30,7,3,3,0,0,43,533,277,51,24,6,4,895,147,89,14,3,0,0,253,4,0,0,3,0,0,7,19,20,5,5,0,0,49,170,109,19,11,0,0,309,8,0,3,0,0,0,11,4159,6134,1764,1315,623,342,14337
LGA12850,0,5,27,8339,12990,10319,11260,6392,4612,53912,5137,9577,7704,8772,5548,4608,41346,722,724,569,571,291,207,3084,667,949,991,983,575,343,4508,1389,1673,1560,1554,866,550,7592,898,644,422,268,106,53,2391,820,850,601,419,132,64,2886,348,390,237,181,61,23,1240,61,44,20,14,19,11,169,2127,1928,1280,882,318,151,6686,54,12,3,3,0,0,72,0,0,0,0,0,0,0,21,25,20,11,5,8,90,75,37,23,14,5,8,162,9,18,4,11,5,4,51,8737,13233,10571,11233,6742,5321,55837
LGA12900,0,0,6,1010,1248,503,425,258,104,3548,844,1238,409,390,246,102,3229,79,28,7,0,3,0,117,5,3,0,0,0,0,8,84,31,7,0,3,0,125,129,31,6,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,129,34,6,0,0,0,169,20,7,0,0,0,0,27,0,3,0,0,0,0,3,0,3,0,0,0,0,3,20,13,0,0,0,0,33,0,5,0,0,0,0,5,1077,1321,422,390,249,102,3561
LGA12950,0,0,0,403,624,236,201,127,56,1647,382,582,214,185,106,43,1512,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,57,27,8,9,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,27,8,9,5,0,106,9,7,0,0,0,0,16,0,3,0,0,0,0,3,3,0,3,3,0,0,9,12,10,3,3,0,0,28,0,0,0,0,0,0,0,455,619,225,197,111,43,1650
LGA13010,0,0,12,995,1298,425,373,203,94,3388,909,1331,397,343,199,74,3253,85,16,4,0,0,0,105,11,3,0,0,0,0,14,96,19,4,0,0,0,119,47,15,3,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,15,3,3,0,0,68,5,3,0,0,0,0,8,3,3,0,0,0,0,6,3,0,3,0,0,0,6,11,6,3,0,0,0,20,7,0,0,0,0,0,7,1070,1371,407,346,199,74,3467
LGA13050,0,0,0,509,817,235,218,113,33,1925,483,804,227,200,84,44,1842,15,5,0,0,0,0,20,0,0,0,0,0,0,0,15,5,0,0,0,0,20,55,8,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,12,64,8,3,3,0,0,78,14,13,0,0,0,0,27,0,0,0,3,0,0,3,13,10,4,3,0,0,30,27,23,4,6,0,0,60,0,0,0,0,0,0,0,589,840,234,209,84,44,2000
LGA13100,0,0,42,15663,20231,8538,8762,3951,1445,58590,9381,15733,7704,8541,3637,1535,46531,2712,1834,398,242,70,29,5285,1276,1234,467,301,113,44,3435,3988,3068,865,543,183,73,8720,1939,1017,197,114,34,15,3316,481,351,83,21,3,3,942,348,420,86,46,5,0,905,91,33,3,5,3,0,135,2859,1821,369,186,45,18,5298,378,144,8,12,0,6,548,0,0,0,0,0,0,0,40,23,8,8,4,4,87,418,167,16,20,4,10,635,56,36,12,7,0,0,111,16702,20825,8966,9297,3869,1636,61295
LGA13310,0,0,9,2722,3462,1391,1302,616,225,9718,2296,3433,1433,1237,568,266,9233,292,137,44,29,13,5,520,21,27,6,0,0,5,59,313,164,50,29,13,10,579,276,75,16,8,0,0,375,22,10,4,0,0,0,36,29,7,0,0,0,0,36,3,3,0,0,0,0,6,330,95,20,8,0,0,453,57,26,4,0,0,0,87,7,3,3,3,3,0,19,23,15,7,5,0,5,55,87,44,14,8,3,5,161,9,8,7,3,3,0,30,3035,3744,1524,1285,587,281,10456
LGA13320,0,0,3,3812,5940,1523,1285,625,238,13423,2542,4905,1320,1177,567,243,10754,720,558,86,51,9,7,1431,157,143,55,25,9,3,392,877,701,141,76,18,10,1823,387,235,54,11,7,0,694,125,104,21,6,0,3,259,168,118,15,14,0,0,315,17,6,5,0,0,0,28,697,463,95,31,7,3,1296,200,136,13,6,3,0,358,4,4,0,0,0,0,8,19,19,8,4,3,0,53,223,159,21,10,6,0,419,3,6,4,0,0,0,13,4342,6234,1581,1294,598,256,14305
LGA13340,0,0,0,842,1381,495,457,259,140,3574,856,1314,489,461,260,140,3520,31,8,0,3,0,0,42,0,0,0,0,0,0,0,31,8,0,3,0,0,42,15,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,7,0,0,0,0,22,7,0,0,0,0,0,7,3,0,0,0,0,0,3,5,3,3,0,0,0,11,15,3,3,0,0,0,21,0,0,3,0,0,0,3,917,1332,495,464,260,140,3608
LGA13380,0,0,4,4504,6792,2420,2108,1054,526,17404,3497,6531,2177,1925,971,516,15617,491,342,55,23,9,3,923,38,82,22,10,4,3,159,529,424,77,33,13,6,1082,812,255,64,10,3,4,1148,22,8,0,0,0,0,30,0,0,0,0,0,0,0,6,0,0,0,0,0,6,840,263,64,10,3,4,1184,109,62,5,5,0,0,181,7,4,3,3,0,0,17,23,22,7,0,6,0,58,139,88,15,8,6,0,256,4,9,8,0,0,0,21,5009,7315,2341,1976,993,526,18160
LGA13450,0,0,0,1822,2655,1218,1260,753,395,8103,1509,2470,1087,1157,726,340,7289,210,134,52,41,19,5,461,20,19,10,8,3,0,60,230,153,62,49,22,5,521,281,143,54,61,24,12,575,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,6,285,146,57,61,24,12,585,30,11,3,0,0,0,44,3,3,3,0,0,0,9,3,0,3,0,0,0,6,36,14,9,0,0,0,59,0,0,0,0,0,0,0,2060,2783,1215,1267,772,357,8454
LGA13500,0,0,0,344,474,189,174,123,56,1360,313,493,181,142,103,54,1286,4,6,5,0,0,0,15,3,0,0,0,3,0,6,7,6,5,0,3,0,21,33,18,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,18,0,0,0,0,54,8,3,0,0,0,0,11,0,0,0,0,0,0,0,14,8,3,3,3,0,31,22,11,3,3,3,0,42,0,0,0,0,0,0,0,378,528,189,145,109,54,1403
LGA13550,0,5,12,1173,1546,596,575,311,155,4356,924,1441,614,590,296,145,4010,76,31,3,3,3,0,116,0,7,0,0,0,0,7,76,38,3,3,3,0,123,198,68,16,5,0,0,287,0,0,0,0,0,0,0,5,0,0,0,0,0,5,4,5,0,0,0,0,9,207,73,16,5,0,0,301,21,7,0,0,3,0,31,0,0,0,0,0,0,0,4,6,4,3,0,3,20,25,13,4,3,3,3,51,0,0,0,0,0,3,3,1232,1565,637,601,302,151,4488
LGA13650,0,0,0,374,562,216,206,116,66,1540,389,564,198,194,115,81,1541,16,7,0,0,0,0,23,0,0,0,0,0,0,0,16,7,0,0,0,0,23,16,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,9,0,0,0,0,28,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,3,0,0,9,11,3,3,3,0,0,20,0,0,0,0,0,0,0,435,583,201,197,115,81,1612
LGA13660,0,0,3,540,867,257,249,129,65,2107,550,747,232,229,120,48,1926,3,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,6,33,6,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,6,3,0,0,0,45,12,9,0,0,0,0,21,3,0,0,0,0,0,3,4,6,0,0,3,3,16,19,15,0,0,3,3,40,0,0,0,0,0,0,0,608,771,235,229,123,51,2017
LGA13700,0,0,0,413,512,177,168,101,39,1410,392,557,143,151,77,47,1367,15,3,3,0,3,0,24,0,0,0,0,0,0,0,15,3,3,0,3,0,24,10,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,6,3,0,0,0,23,4,4,0,0,0,0,8,0,0,0,0,0,0,0,3,3,3,3,0,3,15,7,7,3,3,0,3,23,0,0,0,0,0,0,0,428,573,152,154,80,50,1437
LGA13800,0,0,6,3900,6167,3357,3753,1910,910,19997,2817,5527,3241,3505,1802,991,17883,637,406,164,87,36,15,1345,212,207,103,58,13,4,597,849,613,267,145,49,19,1942,359,166,54,20,12,0,611,36,25,11,0,3,0,75,21,9,0,6,0,0,36,30,4,4,4,0,0,42,446,204,69,30,15,0,764,95,50,3,7,0,3,158,7,0,0,0,0,0,7,42,18,9,7,0,0,76,144,68,12,14,0,3,241,4,6,0,4,0,0,14,4260,6418,3589,3698,1866,1013,20844
LGA13850,0,0,0,379,416,184,155,88,54,1276,308,375,156,130,66,42,1077,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,48,23,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,4,0,0,0,75,0,3,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,9,0,0,0,0,0,0,0,363,401,163,130,66,42,1165
LGA13950,3,6,44,6984,9106,5513,5105,2516,1556,30780,3314,5644,3718,4019,2150,1498,20343,977,731,493,428,160,101,2890,300,433,396,387,177,128,1821,1277,1164,889,815,337,229,4711,866,830,574,321,116,46,2753,1159,1368,910,583,187,89,4296,196,232,148,98,31,19,724,52,19,7,7,10,3,98,2273,2449,1639,1009,344,157,7871,11,0,0,0,0,0,11,0,0,0,0,0,0,0,18,13,11,13,5,0,60,29,13,11,13,5,0,71,8,7,3,0,0,0,18,6901,9277,6260,5856,2836,1884,33014
LGA14000,0,0,10,9239,15097,9186,11002,4604,1711,50839,4799,11288,7530,10059,4407,1676,39759,764,521,153,115,53,16,1622,490,727,514,507,128,42,2408,1254,1248,667,622,181,58,4030,859,329,130,82,20,4,1424,1132,1128,538,341,65,26,3230,1135,1335,848,475,71,26,3890,73,35,7,12,4,6,137,3199,2827,1523,910,160,62,8681,54,21,13,0,3,0,91,3,3,0,0,0,0,6,23,17,10,13,4,0,67,80,41,23,13,7,0,164,9,13,8,4,4,0,38,9341,15417,9751,11608,4759,1796,52672
LGA14100,3,0,25,1112,1342,631,741,346,122,4294,447,836,484,672,351,133,2923,23,26,13,13,0,0,75,100,145,65,46,12,0,368,123,171,78,59,12,0,443,200,163,43,19,3,0,428,200,133,43,25,3,0,404,175,60,15,0,0,0,250,4,0,0,0,0,0,4,579,356,101,44,6,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,5,0,5,0,35,14,11,5,0,5,0,35,0,0,0,0,0,0,0,1163,1374,668,775,374,133,4487
LGA14150,0,0,11,6019,7815,4687,4670,1954,955,26100,2470,4596,3012,3628,1676,870,16252,777,501,231,181,57,32,1779,306,417,362,324,128,65,1602,1083,918,593,505,185,97,3381,520,446,258,177,53,21,1475,1088,1193,758,462,132,54,3687,650,893,573,337,83,31,2567,11,4,10,7,0,0,32,2269,2536,1599,983,268,106,7761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,56,18,14,9,6,143,40,56,18,14,9,6,143,7,0,3,0,0,0,10,5869,8106,5225,5130,2138,1079,27547
LGA14200,0,0,3,1596,2152,790,725,419,186,5868,1247,2098,824,719,382,203,5473,33,22,7,0,3,0,65,8,0,0,0,0,0,8,41,22,7,0,3,0,73,338,84,21,12,3,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,342,84,21,12,3,0,462,29,15,3,0,0,0,47,7,0,0,0,0,3,10,7,3,3,0,0,3,16,43,18,6,0,0,6,73,0,0,0,0,0,0,0,1673,2222,858,731,388,209,6081
LGA14250,0,0,0,157,230,80,82,59,18,626,137,200,48,66,51,17,519,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,3,155,206,48,66,51,17,543
LGA14300,0,0,0,445,657,245,257,145,72,1821,446,648,256,242,134,81,1807,45,3,3,0,3,0,54,0,0,0,0,0,0,0,45,3,3,0,3,0,54,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,0,0,0,0,6,3,8,0,0,0,0,11,505,665,259,242,137,81,1889
LGA14350,0,0,0,2735,3955,1439,1228,615,320,10292,2390,3756,1366,1025,555,373,9465,185,153,48,46,22,12,466,23,17,3,5,3,5,56,208,170,51,51,25,17,522,266,103,33,4,4,4,414,18,7,3,3,0,0,31,0,0,0,0,0,0,0,5,0,0,0,0,0,5,289,110,36,7,4,4,450,86,35,3,3,4,0,131,11,5,3,3,0,0,22,5,5,3,0,0,0,13,102,45,9,6,4,0,166,0,3,3,3,0,3,12,2989,4084,1465,1092,588,397,10615
LGA14400,0,0,0,1517,2428,990,1168,537,177,6817,986,2340,950,1068,522,164,6030,105,100,25,17,7,0,254,133,196,43,28,8,3,411,238,296,68,45,15,3,665,188,93,17,11,3,0,312,77,60,7,4,3,0,151,106,60,0,0,0,0,166,18,4,0,3,0,0,25,389,217,24,18,6,0,654,11,10,0,0,0,0,21,0,0,0,0,0,0,0,21,8,11,0,0,0,40,32,18,11,0,0,0,61,0,3,0,0,0,0,3,1645,2874,1053,1131,543,167,7413
LGA14450,3,3,15,3930,5513,3458,3402,1426,623,18352,1556,2915,2058,2565,1192,615,10901,251,226,97,74,27,15,690,186,279,202,175,55,29,926,437,505,299,249,82,44,1616,518,448,253,149,45,16,1429,823,914,642,360,109,43,2891,517,837,574,340,100,38,2406,0,4,3,4,0,0,11,1858,2203,1472,853,254,97,6737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,16,4,4,0,75,27,24,16,4,4,0,75,3,4,5,4,0,0,16,3881,5651,3850,3675,1532,756,19345
LGA14500,0,0,18,5372,9761,5337,7754,3612,1156,32992,3134,7952,4942,7526,3588,1212,28354,196,176,31,36,4,0,443,297,441,153,147,32,8,1078,493,617,184,183,36,8,1521,766,588,144,84,12,5,1599,641,493,192,105,18,9,1458,734,1093,509,337,59,7,2739,17,10,7,3,0,0,37,2158,2184,852,529,89,21,5833,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,3,0,0,0,17,8,10,3,0,0,0,21,19,6,13,8,3,0,49,5812,10769,5994,8246,3716,1241,35778
LGA14550,0,0,0,971,1332,432,416,240,146,3537,963,1321,465,364,217,119,3449,10,3,3,3,0,0,19,9,3,3,0,0,0,15,19,6,6,3,0,0,34,34,15,9,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,15,9,0,4,0,65,22,6,0,3,0,0,31,7,4,0,0,0,0,11,12,0,0,0,0,0,12,41,10,0,3,0,0,54,0,0,0,0,0,0,0,1060,1352,480,370,221,119,3602
LGA14600,0,0,0,668,941,290,282,186,115,2482,620,873,336,289,172,82,2372,26,9,0,0,0,0,35,0,0,0,0,0,0,0,26,9,0,0,0,0,35,35,9,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,3,0,0,0,47,11,0,0,0,0,0,11,0,3,0,0,3,0,6,3,0,0,0,0,0,3,14,3,0,0,3,0,20,0,3,0,0,0,0,3,695,897,339,289,175,82,2477
LGA14650,3,0,44,15507,23973,10520,11016,4714,1713,67443,11652,22115,10235,10713,4472,1777,60964,2052,1312,266,127,49,21,3827,437,498,194,107,36,19,1291,2489,1810,460,234,85,40,5118,1981,867,172,76,23,14,3133,116,82,17,5,0,0,220,118,126,27,12,4,0,287,55,31,12,4,0,0,102,2270,1106,228,97,27,14,3742,349,188,30,7,4,4,582,4,0,3,0,0,0,7,51,37,12,8,0,5,113,404,225,45,15,4,9,702,15,10,4,0,3,0,32,16830,25266,10972,11059,4591,1840,70558
LGA14700,0,0,25,3220,3808,1739,1737,737,203,11444,778,1649,1005,1554,731,200,5917,81,72,23,24,4,0,204,118,188,89,90,15,4,504,199,260,112,114,19,4,708,443,353,128,68,14,5,1011,866,843,318,134,21,7,2189,697,822,310,98,26,8,1961,10,6,3,0,3,0,22,2016,2024,759,300,64,20,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,3,3,3,35,17,6,3,3,3,3,35,15,7,6,9,3,0,40,3025,3946,1885,1980,820,227,11883
LGA14750,0,0,0,1004,1260,536,590,323,142,3855,754,1147,556,500,274,140,3371,86,34,12,0,3,3,138,21,3,0,0,0,0,24,107,37,12,0,3,3,162,120,64,13,9,3,3,212,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,124,64,13,9,3,3,216,13,3,3,0,0,0,19,0,3,0,0,0,0,3,5,5,3,3,0,0,16,18,11,6,3,0,0,38,0,0,0,0,3,0,3,1003,1259,587,512,283,146,3790
LGA14800,0,0,3,6301,7685,3209,2227,571,162,20155,1461,2551,1540,1426,424,126,7528,928,1319,650,463,107,14,3481,923,1701,850,618,147,41,4280,1851,3020,1500,1081,254,55,7761,818,484,173,61,14,6,1556,886,616,121,33,5,3,1664,1161,1022,224,72,14,4,2497,23,10,0,0,0,0,33,2888,2132,518,166,33,13,5750,0,3,0,0,0,0,3,3,3,0,0,0,0,6,82,97,40,23,6,3,251,85,103,40,23,6,3,260,6,13,0,0,0,0,19,6291,7819,3598,2696,717,197,21318
LGA14850,0,0,0,4152,5651,2418,2202,1029,447,15899,3019,5198,2185,2091,934,448,13875,380,186,57,23,8,3,657,119,83,30,16,3,0,251,499,269,87,39,11,3,908,612,303,85,39,6,0,1045,56,17,3,0,0,0,76,34,8,5,0,0,0,47,38,8,3,0,0,3,52,740,336,96,39,6,3,1220,169,45,12,3,5,3,237,19,3,3,3,0,0,28,36,18,5,3,0,3,65,224,66,20,9,5,6,330,4,7,0,0,0,0,11,4486,5876,2388,2178,956,460,16344
LGA14870,0,0,9,2147,2564,1053,1039,451,184,7438,1925,2589,961,973,427,173,7048,232,115,29,9,7,4,396,11,8,3,0,0,3,25,243,123,32,9,7,7,421,139,30,6,7,4,0,186,28,8,0,0,0,0,36,0,0,0,0,0,0,0,3,3,0,0,0,0,6,170,41,6,7,4,0,228,25,6,0,0,0,0,31,8,0,0,0,0,0,8,18,11,3,6,3,0,41,51,17,3,6,3,0,80,3,3,0,3,0,0,9,2392,2773,1002,998,441,180,7786
LGA14900,0,4,13,7880,12192,9149,10996,5604,3426,49247,4488,9280,7609,9863,5349,3755,40344,702,606,375,380,168,105,2336,786,1027,752,788,413,253,4019,1488,1633,1127,1168,581,358,6355,821,272,172,105,61,29,1460,1027,765,449,334,96,40,2711,694,741,511,408,144,49,2547,15,20,4,3,3,0,45,2557,1798,1136,850,304,118,6763,29,13,3,3,0,0,48,5,0,0,0,0,0,5,11,10,11,3,0,0,35,45,23,14,6,0,0,88,18,7,10,9,0,3,47,8596,12741,9896,11896,6234,4234,53597
LGA14920,0,0,0,820,1081,368,369,179,69,2886,760,1118,379,324,179,65,2825,28,10,4,0,0,0,42,0,0,0,0,0,0,0,28,10,4,0,0,0,42,38,9,5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,5,0,0,0,52,3,7,0,0,0,0,10,0,0,0,0,0,0,0,3,7,3,0,0,0,13,6,14,3,0,0,0,23,0,0,0,6,0,0,6,832,1151,391,330,179,65,2948
