region_id,C01_0_74_REA,C01_0_74_ST_HA,C01_0_74_Per_no_sa_ho,C01_0_74_Ho_co_op_c_c_g,C01_0_74_Oth_land_typ,C01_0_74_LLT_NS,C01_0_74_Tot,C01_75_99_REA,C01_75_99_ST_HA,C01_75_99_Pe_no_sa_ho,C01_75_99_H_c_op_c_c_gr,C01_75_99_Oth_lan_typ,C01_75_99_Lan_type_ns,C01_75_99_Tot,C01_100_149_REA,C01_100_149_ST_HA,C01_100_149_Pe_no_sa_ho,C01_100_149_H_c_o_c_c_g,C01_100_149_Ot_lan_ty,C01_100_149_Lan_typ_ns,C01_100_149_Tot,C01_150_199_REA,C01_150_199_ST_HA,C01_150_199_Pe_no_sa_ho,C01_150_199_H_c_o_c_c_g,C01_150_199_Ot_lan_ty,C01_150_199_Lan_ty_ns,C01_150_199_Tot,C01_200_224_REA,C01_200_224_ST_HA,C01_200_224_Pe_no_sa_ho,C01_200_224_H_c_o_c_c_g,C01_200_224_Ot_lan_ty,C01_200_224_Lan_ty_ns,C01_200_224_Tot,C01_225_274_REA,C01_225_274_ST_HA,C01_225_274_Pe_no_sa_ho,C01_225_274_H_c_o_c_c_g,C01_225_274_Ot_la_typ,C01_225_274_Lan_ty_ns,C01_225_274_Tot,C01_275_349_REA,C01_275_349_ST_HA,C01_275_349_Pe_no_sa_ho,C01_275_349_H_c_o_c_c_g,C01_275_349_Ot_lan_ty,C01_275_349_Lan_ty_ns,C01_275_349_Tot,C01_350_449_REA,C01_350_449_ST_HA,C01_350_449_Pe_no_sa_ho,C01_350_449_H_c_o_c_c_g,C01_350_449_Ot_lan_ty,C01_350_449_Lan_ty_ns,C01_350_449_Tot,C01_450_549_REA,C01_450_549_ST_HA,C01_450_549_Pe_no_sa_ho,C01_450_549_H_c_o_c_c_g,C01_450_549_Oth_lan_typ,C01_450_549_Lan_ty_ns,C01_450_549_Tot,C01_550_649_REA,C01_550_649_ST_HA,C01_550_649_Pe_no_sa_ho,C01_550_649_H_c_o_c_c_g,C01_550_649_Ot_lan_ty,C01_550_649_Lan_ty_ns,C01_550_649_Tot,C01_650_over_REA,C01_650over_ST_HA,C01_650over_Pe_no_sa_ho,C01_650ov_H_co_op_c_ch_gr,C01_650over_Oth_lan_typ,C01_650over_LLT_NS,C01_650_over_Tot,C01_R_NS_REA,C01_R_NS_ST_HA,C01_R_NS_Pe_no_sa_ho,C01_R_NS_H_co_op_c_ch_gr,C01_R_NS_Oth_lan_typ,C01_R_NS_Land_typ_ns,C01_Rent_not_statd_Tot,C01_Tot_REA,C01_Tot_ST_HA,C01_T_Pe_no_sa_ho,C01_Tot_Ho_co_op_co_ch_gr,C01_Tot_Oth_lan_typ,C01_Tot_LLT_NS,C01_T_T,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_over_REA,C06_650over_ST_HA,C06_650over_Pe_no_sa_ho,C06_650ov_H_co_op_c_ch_gr,C06_650over_Oth_lan_typ,C06_650over_LLT_NS,C06_650_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g
LGA12000,3,9,56,4,50,9,131,6,0,24,0,6,0,36,15,0,36,0,3,0,54,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,10,24,9,127,7,63,9,239,0,11,38,4,22,25,100,5,0,11,3,4,0,23,10,6,36,0,4,0,56,6,0,27,0,0,0,33,3,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,24,17,121,7,33,25,227,0,4,36,3,5,10,58,0,4,8,5,8,3,28,6,6,33,0
LGA12050,31,66,57,10,59,21,244,72,20,52,8,8,3,163,178,20,107,7,14,3,329,68,0,24,0,5,0,97,9,0,3,3,0,0,15,8,0,3,0,0,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,11,4,7,9,3,4,3,30,373,113,260,31,96,30,903,6,46,45,4,18,35,154,36,12,16,6,7,0,77,106,25,82,3,16,6,238,156,19,49,0,9,0,233,41,3,23,0,3,0,70,31,0,8,0,3,0,42,10,0,6,0,0,0,16,3,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,4,3,12,3,6,0,28,393,111,248,16,66,41,875,3,5,33,3,15,22,81,14,27,15,3,3,3,65,95,18,50,11
LGA12150,0,45,72,39,83,18,257,0,19,60,7,8,0,94,6,12,100,0,22,3,143,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,11,3,8,3,25,6,76,253,49,124,24,532,0,27,47,10,47,49,180,5,21,19,14,10,0,69,9,24,79,18,27,9,166,7,3,11,0,5,0,26,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,11,11,3,14,3,42,21,89,170,48,109,61,498,3,8,40,5,51,38,145,3,17,8,3,3,0,34,17,44,53,32
LGA12200,21,114,41,0,51,10,237,34,34,56,0,8,3,135,125,39,94,0,9,6,273,27,4,9,0,0,0,40,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,3,0,3,0,0,0,6,4,14,5,0,5,0,28,220,208,208,0,76,19,731,10,59,18,3,27,39,156,15,27,21,0,7,0,70,81,73,51,0,9,4,218,77,14,44,0,11,0,146,12,0,7,0,3,0,22,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9,0,10,3,0,4,0,17,200,191,151,3,61,43,649,0,18,28,0,18,32,96,9,46,3,0,4,0,62,61,51,34,0
LGA12300,14,22,38,5,82,27,188,42,7,37,3,8,3,100,188,10,197,0,16,3,414,51,0,37,0,4,0,92,3,0,9,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,11,3,11,3,38,305,42,335,14,121,36,853,8,11,31,3,26,36,115,16,9,10,3,5,0,43,120,9,106,5,25,3,268,180,10,81,3,11,4,289,54,0,27,0,3,0,84,28,0,8,0,0,0,36,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,3,3,0,8,0,0,0,11,3,0,13,3,7,0,26,415,42,291,17,80,43,888,0,6,33,4,21,32,96,7,10,3,6,7,0,33,78,15,67,8
LGA12350,16,140,84,28,92,35,395,68,39,83,0,5,3,198,209,58,153,0,19,3,442,51,3,36,0,0,0,90,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,7,0,3,0,16,8,13,13,3,9,3,49,366,253,379,31,128,44,1201,6,77,41,24,42,46,236,26,56,29,4,9,0,124,166,58,77,6,19,3,329,237,45,76,0,5,3,366,38,0,14,0,5,0,57,12,4,7,0,0,0,23,7,0,0,0,0,0,7,0,0,3,0,3,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,10,7,8,17,0,8,4,44,505,252,267,34,91,56,1205,6,24,49,9,26,35,149,9,57,20,3,5,0,94,139,34,60,17
LGA12500,12,81,39,24,44,11,211,91,12,33,12,7,3,158,222,31,97,3,18,5,376,57,3,22,0,7,0,89,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,8,6,13,8,5,3,0,35,398,143,202,44,82,19,888,11,43,24,20,7,28,133,62,13,16,6,4,0,101,159,43,58,5,7,4,276,156,3,34,3,14,0,210,17,0,0,0,0,0,17,8,3,0,0,0,0,11,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,9,11,5,5,6,0,36,428,119,140,39,38,32,796,3,5,26,3,3,14,54,23,9,9,0,5,0,46,124,64,50,21
LGA12600,49,540,82,34,112,57,874,201,149,70,37,20,8,485,625,132,228,15,35,14,1049,1008,26,243,11,16,10,1314,103,0,33,0,11,3,150,64,0,20,3,3,0,90,12,0,6,6,3,3,30,6,3,10,0,0,0,19,3,3,3,3,0,0,12,0,0,3,0,0,0,3,17,3,4,0,0,3,27,34,69,25,3,8,23,162,2122,925,727,112,208,121,4215,15,229,85,39,28,84,480,95,137,23,9,9,5,278,501,216,121,27,29,9,903,877,93,213,6,24,9,1222,345,6,77,0,6,0,434,226,0,42,0,4,3,275,106,0,14,0,3,0,123,21,0,14,3,0,3,41,0,0,0,0,3,0,3,4,0,0,0,0,0,4,9,18,5,3,0,0,35,27,46,26,7,17,5,128,2226,745,620,94,123,118,3926,5,82,63,10,34,63,257,11,192,11,14,3,3,234,300,245,81,19
LGA12700,6,16,45,5,74,17,163,14,6,28,0,3,0,51,98,9,117,0,15,0,239,26,0,22,0,3,0,51,3,0,4,0,0,0,7,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,3,3,12,0,6,0,24,153,34,239,5,107,17,555,3,14,44,10,13,30,114,0,4,9,0,4,0,17,48,9,54,0,8,0,119,81,9,46,0,11,3,150,31,0,19,0,3,0,53,13,0,4,0,0,0,17,8,0,4,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,3,0,12,0,5,3,23,193,36,195,10,44,36,514,0,11,42,5,19,25,102,0,10,7,3,3,0,23,20,0,36,3
LGA12750,18,175,123,81,156,67,620,78,61,143,39,25,4,350,647,43,473,17,42,8,1230,492,18,230,3,13,6,762,48,0,32,0,3,0,83,34,0,24,3,5,0,66,8,0,7,0,0,0,15,8,0,7,0,3,0,18,0,0,6,0,0,0,6,0,0,0,0,0,0,0,8,0,13,0,0,3,24,24,21,35,14,13,7,114,1365,318,1093,157,260,95,3288,6,114,87,46,52,104,409,21,71,37,35,15,3,182,175,109,253,51,36,11,635,597,40,298,14,33,8,990,341,15,154,3,16,0,529,360,10,101,0,9,0,480,100,0,24,0,11,0,135,17,0,7,0,5,0,29,8,0,7,0,7,0,22,3,3,0,0,3,0,9,10,7,8,0,9,0,34,23,22,52,6,23,11,137,1661,391,1028,155,219,137,3591,3,32,107,6,37,92,277,6,99,14,14,8,3,144,66,131,116,60
LGA12850,70,2107,146,97,246,122,2788,29,813,74,60,32,6,1014,1900,555,715,65,138,53,3426,2517,441,1100,45,169,73,4345,1374,120,543,8,64,34,2143,1095,29,290,5,41,11,1471,139,3,58,0,14,4,218,32,8,15,0,5,3,63,11,7,5,0,3,3,29,5,5,5,0,0,0,15,63,12,36,0,5,3,119,179,303,116,12,52,50,712,7414,4403,3103,292,769,362,16343,28,1193,218,93,23,191,1746,22,538,33,58,10,14,675,904,1183,304,79,94,39,2603,2456,474,654,38,195,48,3865,1232,284,523,26,116,23,2204,2433,173,463,3,130,16,3218,824,13,148,3,39,4,1031,109,0,45,3,7,0,164,21,5,12,0,5,5,48,5,4,0,0,0,0,9,55,60,14,5,3,0,137,173,255,128,17,61,35,669,8262,4182,2542,325,683,375,16369,48,391,243,25,21,160,888,5,945,10,30,5,6,1001,91,985,137,103
LGA12900,16,132,87,11,120,30,396,29,34,50,3,7,5,128,143,35,122,3,12,0,315,62,3,47,0,4,0,116,6,0,3,0,0,0,9,3,0,0,0,0,0,3,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,3,3,0,0,0,6,3,0,4,0,0,0,7,8,18,12,0,8,4,50,270,228,334,17,154,39,1042,12,77,52,0,46,60,247,30,31,22,0,9,3,95,110,50,70,6,27,3,266,197,12,68,0,3,0,280,16,0,3,0,0,0,19,6,0,3,0,3,0,12,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,3,0,0,0,11,5,19,17,6,11,7,65,383,193,241,12,102,73,1004,7,20,48,4,34,50,163,12,51,10,4,5,0,82,94,56,68,4
LGA12950,3,40,48,18,56,17,182,12,13,35,5,6,0,71,43,0,76,4,9,0,132,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,4,3,0,0,17,61,63,169,30,74,17,414,0,14,36,0,23,19,92,16,26,16,6,4,4,72,94,22,59,6,13,3,197,11,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,3,7,3,5,0,18,125,69,125,15,45,26,405,0,6,32,3,15,27,83,8,23,14,3,3,0,51,54,28,43,9
LGA13010,32,51,85,44,71,30,313,62,18,50,14,10,3,157,142,6,100,9,7,3,267,10,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,3,0,16,5,6,10,0,6,4,31,257,84,262,67,100,40,810,14,34,62,10,19,44,183,67,22,24,20,9,0,142,176,30,76,12,10,7,311,99,0,30,0,0,0,129,5,0,4,0,3,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,3,0,0,10,8,6,12,0,7,0,33,372,98,212,45,48,51,826,3,3,34,3,26,31,100,11,3,12,8,4,3,41,109,34,57,21
LGA13050,3,33,32,5,42,21,136,13,8,20,0,3,0,44,83,3,102,3,7,0,198,14,0,19,0,0,0,33,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,9,0,8,3,20,116,44,188,8,66,24,446,4,10,33,3,10,33,93,7,9,6,4,0,6,32,56,15,71,0,12,0,154,69,5,31,0,9,0,114,10,0,4,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,12,0,5,0,20,153,45,157,7,36,39,437,0,6,35,3,21,12,77,9,7,4,0,0,0,20,28,18,34,5
LGA13100,22,1079,237,105,365,188,1996,61,323,135,68,51,9,647,670,199,674,44,98,17,1702,2761,174,1204,22,77,30,4268,1589,58,547,0,31,25,2250,1364,4,410,3,17,13,1811,469,4,148,0,9,3,633,133,3,63,3,3,3,208,28,4,15,3,3,3,56,8,0,5,0,3,0,16,46,7,28,0,7,5,93,136,166,98,10,45,38,493,7287,2021,3564,258,709,334,14173,29,757,216,140,58,266,1466,32,235,33,59,35,12,406,420,438,303,80,110,18,1369,1559,199,569,34,90,22,2473,1622,105,508,3,28,21,2287,2965,52,555,8,43,14,3637,1518,6,268,0,10,9,1811,540,0,81,0,12,0,633,119,4,17,0,0,0,140,27,0,14,3,0,0,44,47,44,14,5,3,0,113,114,130,109,27,41,20,441,8992,1970,2687,359,430,382,14820,16,193,200,35,36,208,688,8,674,21,42,26,9,780,128,428,186,113
LGA13310,18,343,84,21,133,42,641,138,99,92,15,20,3,367,481,97,317,7,22,3,927,347,33,182,3,28,0,593,28,3,21,3,3,0,58,7,0,7,0,3,0,17,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,16,0,5,0,3,0,24,18,38,22,4,8,6,96,1058,616,738,53,220,54,2739,15,189,71,26,31,65,397,76,124,36,21,14,5,276,376,131,145,8,28,4,692,557,74,209,3,41,4,888,151,11,67,0,8,0,237,126,0,34,0,0,0,160,31,0,4,0,0,0,35,3,3,3,0,0,0,9,0,0,6,0,0,0,6,0,3,0,0,0,0,3,4,9,3,0,3,3,22,23,56,20,9,14,4,126,1362,600,598,67,139,85,2851,11,61,60,6,37,57,232,18,161,12,18,9,3,221,155,151,95,19
LGA13320,14,137,122,29,129,79,510,74,35,111,18,21,5,264,541,22,386,27,46,10,1032,634,9,237,4,17,5,906,154,0,46,0,5,0,205,96,0,21,0,0,0,117,27,0,6,0,0,0,33,7,0,13,0,3,0,23,3,0,3,0,0,0,6,0,0,3,0,0,0,3,12,0,14,0,6,0,32,44,26,34,8,15,12,139,1606,229,996,86,242,111,3270,4,103,96,29,36,115,383,25,27,31,9,19,0,111,245,58,190,68,38,6,605,606,21,248,10,43,4,932,296,6,119,3,13,0,437,488,5,94,5,7,3,602,160,0,39,0,5,0,204,31,0,8,0,9,0,48,11,0,3,0,4,0,18,4,0,0,0,0,0,4,7,4,8,0,3,3,25,34,8,29,5,16,5,97,1911,232,865,129,193,136,3466,8,26,83,13,46,83,259,3,78,14,8,7,0,110,103,49,103,44
LGA13340,7,9,83,8,101,39,247,21,4,55,0,13,0,93,69,3,106,0,15,0,193,12,0,20,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,7,0,7,0,17,112,16,275,8,136,39,586,11,13,70,7,43,57,201,15,4,43,0,5,3,70,56,11,107,4,26,3,207,42,0,47,0,6,0,95,13,0,14,0,0,0,27,9,0,6,0,0,0,15,6,0,0,0,0,0,6,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,4,3,12,4,17,3,43,162,31,302,15,100,66,676,3,3,42,3,32,56,139,9,5,9,4,0,3,30,37,10,73,3
LGA13380,49,348,174,34,162,70,837,219,107,184,60,33,6,609,1006,91,575,18,47,20,1757,480,9,192,7,12,3,703,44,0,12,0,3,3,62,7,0,11,0,0,0,18,5,0,10,0,3,0,18,3,3,6,0,0,0,12,3,0,0,0,0,0,3,0,3,3,0,0,0,6,15,3,16,0,3,0,37,43,50,53,9,14,5,174,1874,614,1236,128,277,107,4236,16,214,125,22,44,135,556,45,102,59,52,23,3,284,536,158,277,54,52,17,1094,960,82,272,5,37,6,1362,348,0,122,3,12,0,485,280,3,49,3,3,0,338,56,0,20,0,3,0,79,9,0,3,3,0,0,15,5,0,3,0,0,0,8,0,0,0,0,3,0,3,13,7,5,0,3,0,28,42,36,55,8,9,7,157,2310,602,990,150,189,168,4409,7,61,105,16,23,110,322,14,157,23,18,12,4,228,217,140,155,67
LGA13450,23,176,89,54,166,61,569,52,58,79,34,16,3,242,402,49,228,18,43,9,749,531,40,215,13,36,10,845,170,0,64,0,5,3,242,73,0,24,0,3,0,100,11,0,3,0,0,0,14,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,9,0,4,0,25,28,26,29,4,19,7,113,1302,352,743,123,292,93,2905,20,88,92,43,47,99,389,21,60,26,9,9,3,128,277,105,104,14,44,3,547,440,58,152,3,41,3,697,254,9,75,3,8,3,352,195,6,27,0,7,3,238,63,0,5,0,7,0,75,7,0,3,0,0,0,10,3,0,4,0,0,0,7,0,0,4,0,0,0,4,13,4,3,3,5,0,28,28,21,25,8,27,10,119,1321,351,520,83,195,124,2594,23,32,85,13,47,82,282,16,72,16,10,3,3,120,188,102,90,11
LGA13500,9,16,63,0,55,30,173,4,8,31,3,6,3,55,52,10,29,0,8,0,99,3,0,3,0,0,0,6,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,3,0,11,71,39,132,3,75,33,353,3,9,33,0,22,44,111,3,8,9,0,4,0,24,39,26,45,0,10,0,120,18,0,9,0,8,0,35,6,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,5,0,6,0,18,75,47,105,0,53,44,324,3,6,32,0,26,23,90,3,10,3,0,3,3,22,13,7,20,0
LGA13550,13,104,63,28,115,37,360,47,53,76,5,15,3,199,186,39,217,9,20,3,474,84,3,42,0,4,0,133,4,0,4,0,3,0,11,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,3,15,5,7,10,0,11,6,39,344,210,419,45,171,52,1241,14,61,59,17,59,69,279,28,31,27,6,5,0,97,223,62,137,15,21,4,462,157,14,74,0,12,0,257,28,0,14,0,3,0,45,20,0,9,0,0,0,29,8,0,3,0,4,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,7,11,15,0,15,4,52,491,182,338,38,119,77,1245,4,8,51,5,56,39,163,6,14,11,9,8,0,48,83,45,63,13
LGA13650,4,16,51,20,62,21,174,13,8,42,5,9,3,80,26,0,58,3,9,3,99,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,3,3,3,16,43,24,167,34,86,30,384,0,8,32,3,30,32,105,15,13,10,0,5,5,48,35,10,66,17,8,0,136,7,0,13,0,3,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,3,3,0,7,0,13,57,44,127,23,53,37,341,0,5,25,3,23,19,75,3,0,6,0,0,3,12,22,13,38,0
LGA13660,15,3,84,14,186,33,335,26,0,47,0,10,3,86,46,0,48,0,10,3,107,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,8,0,11,4,26,93,3,195,14,217,43,565,3,11,66,7,81,81,249,19,3,26,0,6,0,54,53,0,61,3,18,0,135,4,0,12,0,3,0,19,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,41,79,14,184,10,137,81,505,0,3,44,3,69,70,189,5,3,19,0,3,0,30,37,13,47,5
LGA13700,3,14,53,0,71,22,163,18,7,29,0,3,3,60,39,3,51,3,11,0,107,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3,0,3,0,9,3,0,9,0,6,0,18,66,27,155,3,94,25,370,3,8,21,3,27,41,103,6,5,14,0,0,0,25,35,11,53,0,5,0,104,12,3,12,0,8,0,35,3,0,3,0,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,9,0,15,59,30,112,3,55,41,300,0,4,20,3,25,25,77,4,0,6,0,4,0,14,30,4,33,3
