region_id,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_199,C11_CF_1A1NW_200_399,C11_CF_1A1NW_400_599,C11_CF_1A1NW_600_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_199,C11_CF_BA_200_399,C11_CF_BA_400_599,C11_CF_BA_600_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_199,C11_CF_BNW_200_399,C11_CF_BNW_400_599,C11_CF_BNW_600_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_N,C11_CF_LFns_1_199,C11_CF_LFns_200_399,C11_CF_LFns_400_599,C11_CF_LFns_600_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_more,C11_CF_LFns_Ns,C11_CF_LFns_T,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_199,C11_C_f_c_T_Fi_200_399,C11_C_f_c_T_Fi_400_599,C11_C_f_c_T_Fi_600_799,C11_C_f_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_199,C11_1PF_F_200_399,C11_1PF_F_400_599,C11_1PF_F_600_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_199,C11_1PF_P_200_399,C11_1PF_P_400_599,C11_1PF_P_600_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_199,C11_1PF_A_200_399,C11_1PF_A_400_599,C11_1PF_A_600_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_199,C11_1PF_U_200_399,C11_1PF_U_400_599,C11_1PF_U_600_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_199,C11_1PF_N_lf_Fi_200_399,C11_1PF_N_lf_Fi_400_599,C11_1PF_N_lf_Fi_600_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_199,C11_1PF_LFns_200_399,C11_1PF_LFns_400_599,C11_1PF_LFns_600_799,C11_1PF_LFns_800_999,C11_1PF_lf_ns_Fi_1000_1499,C11_1PF_lf_ns_Fi_1500_1999,C11_1PF_lf_ns_Fi_2000_2499,C11_1PF_lf_ns_Fi_2500_2999,C11_1PF_LFns_3000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_199,C11_1PF_TFI_200_399,C11_1PF_TFI_400_599,C11_1PF_TFI_600_799,C11_1PF_TFI_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_TFI_3000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_199,C11_TFI_200_399,C11_TFI_400_599,C11_TFI_600_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_more,C11_TFI_Ns,C11_T_T
LGA11450,249,0,0,5,6,4,14,21,20,7,9,4,20,110,0,0,0,0,0,3,6,20,11,8,31,17,96,12,10,10,28,47,28,68,58,25,11,21,45,363,3,0,0,0,4,0,10,3,4,0,3,318,345,33,21,33,83,170,281,1059,1455,1448,1148,1787,976,8494,3,3,0,16,70,91,233,162,91,65,44,84,862,3,3,33,76,91,66,87,42,15,3,5,50,474,0,3,4,9,7,10,11,10,7,5,3,8,77,3,3,27,25,22,3,6,4,0,0,0,5,98,7,19,90,118,97,57,96,53,18,10,6,69,640,0,4,0,0,4,0,0,0,0,0,0,22,30,16,35,154,244,291,227,433,271,131,83,58,238,2181,99,133,229,858,880,901,2056,2322,2296,1636,2356,1544,15310
LGA11500,983,4,3,3,17,40,42,92,58,29,29,8,66,391,0,3,0,0,3,5,18,35,45,21,32,49,211,34,48,75,228,333,200,412,209,109,57,50,204,1959,3,0,0,10,22,18,25,13,7,7,8,845,958,92,102,160,498,920,1079,3421,3172,2814,1835,2461,2461,19015,17,9,14,88,230,297,648,428,209,130,95,260,2425,4,16,119,307,301,183,222,110,55,20,10,167,1514,3,5,20,40,30,27,41,28,14,3,4,51,266,8,25,138,145,63,30,35,10,5,9,3,46,517,61,96,782,860,573,293,467,148,77,35,18,420,3830,3,3,7,6,5,5,11,0,0,0,0,126,166,96,154,1080,1446,1202,835,1424,724,360,197,130,1070,8718,352,444,1406,3462,3177,2868,6665,5388,4461,2613,3271,4394,38501
LGA11520,430,0,0,6,4,10,3,22,17,6,28,20,23,139,0,0,0,3,0,3,14,15,9,5,37,25,111,21,14,32,28,71,56,154,129,78,39,71,97,790,3,0,0,3,3,0,4,6,3,3,3,532,560,45,33,71,129,253,290,917,1024,941,1443,3179,1220,9545,0,3,9,11,42,63,210,184,84,157,70,102,935,3,3,32,63,73,55,86,67,22,29,14,49,496,3,0,0,3,6,9,9,13,7,8,3,10,71,5,7,17,15,5,3,4,7,0,3,0,4,70,48,29,79,106,115,78,156,82,48,51,44,93,929,3,0,0,0,3,3,3,0,4,0,0,28,44,62,42,137,198,244,211,468,353,165,248,131,286,2545,289,221,314,1107,960,1022,2236,2151,1957,2401,5297,2162,20117
LGA11550,1695,3,8,24,39,47,43,104,50,8,21,18,76,441,3,3,0,0,5,9,30,26,27,14,43,51,211,101,112,174,394,467,276,638,342,194,106,158,384,3346,7,4,6,11,21,21,22,17,12,4,3,944,1072,176,207,413,1004,1554,1523,3391,2469,1838,1355,2190,2427,18547,5,5,17,75,158,187,354,253,106,107,60,153,1480,3,12,136,206,184,122,144,70,30,19,11,91,1028,0,0,10,26,28,12,26,16,8,3,6,33,168,27,23,101,75,35,20,33,14,4,5,0,31,368,114,114,460,524,427,282,501,216,119,68,51,290,3166,4,0,4,10,5,5,7,0,0,0,0,115,150,153,154,728,916,837,628,1065,569,267,202,128,713,6360,689,709,1459,4149,3548,3177,5936,4005,2833,1928,2939,4034,35406
LGA11600,12,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,4,0,3,3,3,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,22,22,3,0,0,13,20,17,52,37,43,13,19,72,289,0,0,0,3,0,3,7,0,0,0,0,3,16,0,0,0,3,5,0,0,0,0,0,0,5,13,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,7,0,0,8,11,6,3,7,3,0,0,0,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,11,6,17,3,0,0,0,19,88,15,15,18,75,60,61,110,78,67,22,35,117,673
LGA11700,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,4,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,12,0,4,3,14,17,15,34,17,12,9,12,23,160,3,0,0,0,4,3,8,5,0,0,0,3,26,0,0,3,3,3,0,3,0,0,0,0,3,15,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,13,13,14,6,6,0,3,0,0,3,61,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,16,20,21,12,17,5,3,0,0,12,112,3,16,19,65,61,53,77,36,26,15,27,68,466
LGA11720,324,0,3,3,5,11,7,31,18,3,16,10,20,127,0,0,0,3,3,0,6,10,10,13,13,14,72,7,6,17,59,114,76,125,57,26,8,10,73,578,0,3,0,0,0,0,8,4,4,4,0,285,308,19,24,29,108,254,312,1056,985,696,704,784,784,5755,0,0,9,29,79,79,140,98,36,40,21,74,605,0,3,54,150,115,77,77,25,9,0,6,50,566,0,0,5,9,9,14,12,4,4,3,5,9,74,7,4,58,57,23,16,12,6,0,0,0,8,191,16,23,245,307,267,106,140,37,13,3,8,135,1300,0,0,0,0,3,4,6,0,0,0,0,49,62,23,30,371,552,496,296,387,170,62,46,40,325,2798,87,151,462,1646,1353,1100,2147,1676,1193,1039,1165,1582,13601
LGA11730,354,0,3,4,3,6,6,17,12,3,8,0,12,74,0,0,0,3,3,3,7,11,7,4,6,11,55,13,8,26,77,143,88,120,43,15,11,5,68,617,0,3,0,3,0,0,3,3,3,0,0,291,306,26,29,50,192,399,438,1099,785,445,231,253,707,4654,3,3,8,31,59,55,118,45,13,20,3,61,419,0,13,55,145,105,71,54,18,3,3,3,54,524,0,4,7,3,13,3,10,3,3,0,0,11,57,5,8,61,70,26,13,9,3,4,0,0,15,214,9,20,235,296,224,129,109,27,9,3,3,127,1191,3,3,3,5,3,3,0,0,0,0,0,33,53,20,51,369,550,430,274,300,96,32,26,9,301,2458,102,249,522,2273,1800,1599,2374,1344,778,408,454,1590,13493
LGA11750,15,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,3,3,3,3,3,15,3,0,0,3,6,3,5,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,35,35,9,0,0,12,17,19,63,61,43,98,91,86,499,0,0,0,0,4,3,15,9,3,4,3,5,46,0,0,7,4,5,4,3,0,0,0,0,4,27,0,0,0,3,0,0,3,3,0,0,0,3,12,0,0,8,0,4,0,0,0,0,0,0,0,12,3,4,17,17,8,8,6,4,0,0,0,4,71,0,0,0,4,0,0,0,0,0,0,0,3,7,3,4,32,28,21,15,27,16,3,4,3,19,175,23,12,38,111,74,71,145,120,102,134,157,174,1161
LGA11800,465,0,0,0,5,10,17,36,22,4,0,3,13,110,0,0,0,0,5,3,9,23,11,4,16,6,77,9,10,16,89,149,78,152,57,19,7,10,96,692,0,0,0,3,5,0,5,3,0,0,0,459,475,28,30,55,182,440,519,1490,1247,870,516,583,1014,6974,7,3,7,48,118,117,246,103,35,26,10,82,802,4,14,57,211,203,131,139,24,9,12,0,70,874,0,0,8,19,22,6,9,5,0,0,0,22,91,4,3,69,86,35,10,21,4,0,0,3,26,261,29,26,225,405,270,140,141,48,9,8,5,160,1466,0,0,0,6,0,3,3,0,0,0,0,46,58,44,46,366,775,648,407,559,184,53,46,18,406,3552,131,232,540,2395,2181,1965,3421,2237,1529,817,957,2070,18475
LGA11860,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,12,12,6,6,8,11,14,24,37,24,17,13,7,40,207,3,3,0,5,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,10,4,0,3,0,0,0,0,0,30,24,15,18,46,36,41,73,58,27,13,16,55,422
LGA12000,13,0,0,0,0,3,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,3,0,5,0,18,4,0,0,0,0,30,0,0,0,0,0,0,0,0,3,0,0,26,29,0,4,6,12,26,27,110,69,45,23,42,81,445,0,0,0,4,6,3,6,7,0,3,0,3,32,0,0,6,15,4,0,4,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,9,10,10,0,0,0,0,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,19,13,20,7,0,3,0,14,140,13,13,36,178,115,100,192,118,78,43,63,135,1084
LGA12050,43,0,3,3,3,0,0,3,0,3,3,0,0,18,0,0,0,0,0,0,3,0,0,0,3,9,15,0,3,5,14,14,8,13,5,0,0,0,8,70,0,0,0,0,0,0,0,0,0,0,0,80,80,3,9,8,22,47,66,173,161,122,91,119,186,1007,0,3,4,3,9,15,22,22,3,3,6,21,111,0,0,11,27,16,17,15,6,0,3,0,7,102,0,0,0,4,0,0,4,0,0,0,0,3,11,0,0,4,4,3,0,0,3,0,0,0,4,18,5,3,29,32,32,15,13,3,4,0,3,18,157,0,0,0,0,3,0,0,0,0,0,0,3,6,5,6,48,70,63,47,54,34,7,6,9,56,405,15,36,71,271,238,267,426,336,232,155,213,323,2583
LGA12150,21,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,3,5,12,3,8,7,0,3,0,5,46,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,3,11,26,25,75,49,40,17,23,88,357,3,0,0,3,6,10,11,5,0,0,0,11,49,0,3,6,5,5,3,3,0,0,0,0,4,29,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,0,0,0,11,0,0,23,33,26,16,18,0,0,0,3,15,134,0,0,0,0,0,0,0,0,0,0,0,11,11,3,3,36,48,37,29,32,5,0,0,3,41,237,13,11,48,138,107,117,173,92,72,32,53,180,1036
LGA12200,31,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,9,3,3,0,9,14,7,13,5,0,0,0,6,60,0,0,0,0,0,0,0,0,0,3,0,45,48,6,6,0,26,42,43,171,105,85,50,50,114,698,0,0,4,3,9,13,8,17,0,0,3,8,65,0,0,9,18,14,6,4,5,0,0,0,4,60,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,5,8,0,0,0,0,0,0,0,3,16,3,3,32,32,34,10,13,0,4,0,0,13,144,0,0,4,0,0,0,0,0,0,0,0,3,7,3,3,54,64,57,29,25,22,4,3,3,31,298,16,24,71,330,239,178,351,215,154,83,97,244,2002
LGA12300,42,3,0,0,0,0,4,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,4,7,17,9,16,3,5,0,0,5,69,0,0,0,0,3,0,3,0,0,0,0,54,60,9,6,9,17,56,65,264,214,142,64,76,158,1080,3,3,0,7,14,10,24,12,13,0,3,8,97,0,3,11,20,18,11,17,3,0,4,0,9,96,0,0,0,3,0,3,3,0,0,0,0,4,13,0,0,7,12,3,3,0,0,0,0,0,0,25,3,3,19,43,25,10,21,7,0,0,0,11,142,0,0,0,0,0,0,0,0,0,0,0,9,9,6,9,37,85,60,37,65,22,13,4,3,41,382,32,58,59,434,325,330,573,389,256,112,123,338,3029
LGA12350,55,0,0,0,0,3,0,4,3,0,0,0,5,15,0,0,0,3,0,0,8,0,4,3,0,3,21,0,0,4,19,18,14,37,6,0,0,0,19,117,0,0,0,0,0,0,3,3,0,3,0,65,74,6,3,10,55,73,97,302,190,123,67,72,207,1205,0,0,0,0,15,10,29,3,8,0,0,8,73,0,0,12,20,27,19,12,3,0,3,0,12,108,0,0,0,5,0,3,6,0,0,0,0,0,14,0,3,7,15,4,3,0,0,0,0,0,3,35,3,6,44,51,31,26,24,6,4,0,0,15,210,0,0,0,0,0,3,0,0,0,0,0,12,15,3,9,63,91,77,64,71,12,12,3,0,50,455,28,60,91,490,330,377,611,321,207,109,137,407,3168
LGA12500,25,0,0,0,0,3,0,0,9,0,0,0,0,12,0,0,0,0,0,0,4,0,4,0,3,0,11,0,0,0,13,10,6,9,0,0,4,3,9,54,0,0,0,0,0,0,0,0,0,0,0,52,52,0,4,0,17,29,39,136,122,95,51,58,116,667,0,0,0,9,16,10,23,4,3,3,3,8,79,0,3,13,30,14,9,10,3,3,0,0,7,92,0,0,0,0,0,3,0,0,3,0,0,3,9,0,3,4,3,3,0,3,0,0,0,0,3,19,0,3,25,25,29,11,20,5,3,0,0,21,142,0,0,3,0,0,0,0,0,0,0,0,12,15,0,9,45,67,62,33,56,12,12,3,3,54,356,10,32,55,219,193,173,346,240,162,74,88,269,1861
LGA12600,140,0,0,3,4,6,0,7,13,4,0,0,5,42,3,0,0,0,3,0,3,6,7,0,0,13,35,3,3,3,25,53,44,48,19,6,5,4,46,259,0,0,0,0,0,0,3,4,0,0,3,349,359,13,15,21,63,151,249,725,737,623,398,526,770,4291,3,3,0,27,85,87,162,104,31,32,4,69,607,0,5,41,102,102,54,47,11,9,4,4,38,417,0,0,5,8,7,6,9,5,0,0,0,13,53,0,4,28,37,14,13,0,3,0,0,0,14,113,9,16,130,172,135,58,85,20,5,4,3,105,742,0,0,0,0,3,0,0,0,0,0,0,33,36,12,28,204,346,346,218,303,143,45,40,11,272,1968,64,103,275,938,860,886,1670,1364,1074,606,791,1433,10064
LGA12700,61,0,0,3,0,0,0,3,3,0,3,0,3,15,0,0,0,0,3,0,3,3,0,0,3,3,15,3,0,3,3,17,9,21,8,3,0,3,11,81,0,0,0,0,0,3,0,0,0,0,0,61,64,3,0,12,21,49,48,171,158,143,98,123,158,984,0,0,3,3,13,7,14,11,6,0,3,8,68,0,4,9,24,14,6,12,3,0,0,0,18,90,0,0,0,0,0,0,4,0,0,3,0,3,10,0,0,7,5,0,0,0,0,0,0,0,0,12,3,5,22,45,21,11,11,0,3,0,3,16,140,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,41,77,48,27,41,14,9,3,6,45,323,18,27,72,273,228,196,390,289,218,154,194,290,2349
LGA12750,278,0,0,0,5,0,3,8,8,0,0,3,10,37,0,0,4,0,3,0,3,6,9,4,5,3,37,4,11,13,25,78,43,94,20,10,4,3,55,360,0,0,0,3,0,5,5,0,0,0,0,217,230,9,19,27,100,215,312,709,454,289,171,178,510,2993,0,0,3,28,37,41,88,41,5,9,0,44,296,0,8,42,126,107,48,47,12,0,5,0,36,431,0,0,5,13,12,3,8,3,3,0,0,6,53,0,3,26,39,14,4,0,0,0,0,0,12,98,11,18,116,159,138,67,57,18,7,6,0,75,672,4,0,0,3,0,3,0,0,0,0,0,29,39,15,29,192,368,308,166,200,74,15,20,0,202,1589,78,151,303,1608,1298,1282,1796,946,585,324,313,1224,9908
LGA12850,2239,13,8,27,35,71,82,124,69,40,33,29,153,684,0,0,4,0,12,8,39,29,38,16,33,50,229,157,209,265,790,959,608,1221,717,342,173,222,684,6347,3,7,16,16,32,31,34,32,12,11,5,1203,1402,274,338,540,1453,2409,2210,4853,3613,2669,1646,2366,3483,25854,12,12,37,121,243,272,526,288,191,113,77,210,2102,6,48,233,321,243,152,240,89,44,21,18,126,1541,6,3,30,28,51,27,45,24,14,11,6,50,295,17,42,192,122,60,48,69,33,13,5,7,55,663,222,212,1122,1014,951,545,932,393,204,79,86,575,6335,8,5,13,9,12,10,11,3,4,0,4,213,292,271,322,1627,1615,1560,1054,1823,830,470,229,198,1229,11228,893,1094,2487,6065,5334,4378,8266,5413,3860,2197,2943,5723,48653
LGA12900,25,0,0,0,0,3,3,7,0,0,3,0,0,16,0,0,0,0,3,0,3,3,0,0,3,0,12,0,0,0,13,17,9,12,3,0,0,0,8,62,0,0,0,0,0,0,0,0,0,0,0,69,69,7,7,0,28,67,70,201,127,116,49,67,156,895,0,0,4,5,20,11,17,11,4,0,0,14,86,0,0,10,19,15,15,10,0,4,0,0,11,84,0,0,5,3,0,3,3,0,0,0,0,0,14,0,0,9,11,0,0,3,3,0,0,0,3,29,7,6,37,43,39,20,19,3,0,0,0,20,194,0,0,0,0,3,0,0,0,0,0,0,3,6,7,6,65,81,77,49,52,17,8,0,0,51,413,37,41,76,320,269,277,417,249,201,90,112,315,2404
LGA12950,17,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,8,3,9,4,0,0,3,7,52,0,0,0,0,0,3,0,0,0,0,0,33,36,7,4,4,24,38,42,84,54,36,20,26,98,437,0,0,0,3,4,3,13,6,3,0,0,3,35,0,0,9,12,14,5,3,0,0,0,0,4,47,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,7,4,0,0,0,0,0,0,0,4,15,0,4,25,19,20,8,3,0,0,4,0,5,88,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,41,38,38,16,22,6,3,4,0,28,200,14,22,53,161,148,126,187,110,62,33,45,205,1166
LGA13010,49,0,0,0,3,0,3,3,0,0,0,0,3,12,0,0,0,0,0,3,4,0,0,0,3,3,13,0,0,3,6,20,10,16,4,0,0,0,12,71,0,0,3,0,0,0,0,0,0,3,0,51,57,3,5,18,33,58,84,168,109,84,30,40,133,765,0,0,0,6,16,13,17,12,0,0,0,15,79,0,3,6,18,21,5,15,3,3,0,0,7,81,0,3,3,0,3,0,0,0,0,0,0,3,12,0,0,13,9,3,3,0,0,0,0,0,3,31,3,0,41,37,27,15,23,0,5,0,0,24,175,0,0,0,0,0,0,0,0,0,0,0,8,8,3,6,63,70,70,36,55,15,8,0,0,60,386,22,50,108,367,277,275,405,221,143,51,70,299,2288
LGA13050,18,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,3,0,9,0,0,3,4,12,6,10,6,0,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,39,39,3,3,6,23,29,37,93,70,40,38,31,82,455,0,0,3,3,5,0,6,5,0,3,0,0,25,0,0,0,16,8,14,3,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,11,0,6,10,16,21,8,7,3,0,0,3,8,82,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,21,38,34,22,16,8,0,3,3,14,165,14,38,43,199,156,165,228,145,76,64,65,171,1364
LGA13100,823,4,3,4,4,23,20,80,50,18,37,23,34,300,3,3,0,0,3,7,25,27,34,17,47,36,202,18,18,43,106,214,121,269,173,86,26,41,168,1283,3,0,0,3,5,3,15,11,0,6,3,1040,1089,54,57,102,268,606,803,3124,3212,2527,2259,2934,2706,18652,11,10,32,67,192,223,580,388,163,119,68,337,2190,6,18,129,365,377,247,322,95,35,27,10,231,1862,0,0,21,29,36,25,41,18,15,8,6,45,244,9,17,99,142,60,29,22,7,6,0,0,53,444,46,85,390,623,530,319,431,140,50,35,19,315,2983,0,0,3,8,6,3,6,3,0,0,0,93,122,72,130,674,1234,1201,846,1402,651,269,189,103,1074,7845,286,470,969,3937,3861,3719,7132,5696,4351,3315,4311,5176,43223
LGA13310,118,0,0,0,0,3,6,9,12,3,0,0,11,44,3,0,0,0,0,0,9,4,0,6,4,13,39,3,4,8,28,37,25,49,17,8,9,0,23,211,0,0,0,3,0,0,5,0,0,4,0,164,176,12,13,18,65,104,152,517,544,455,251,337,418,2886,4,5,3,15,50,57,97,50,15,16,4,47,363,0,5,33,63,55,32,40,12,5,0,0,22,267,0,0,4,3,6,4,9,3,3,0,0,12,44,0,0,26,34,4,3,6,5,0,0,0,7,85,3,11,88,122,116,45,74,19,3,5,3,54,543,0,0,0,0,3,0,0,0,0,0,0,14,17,7,21,154,237,234,141,226,89,26,21,7,156,1319,40,88,214,799,662,631,1201,975,753,413,530,853,7159
LGA13320,201,0,0,0,3,5,7,19,3,3,4,3,4,51,3,0,0,0,3,0,7,3,4,0,0,5,25,3,9,8,46,76,58,90,27,4,3,0,45,369,0,0,0,0,5,0,5,7,0,5,0,181,203,15,17,19,102,213,258,639,431,269,148,171,452,2734,3,4,3,26,39,36,62,29,11,9,3,32,257,0,5,41,98,93,47,31,15,0,3,4,42,379,0,0,5,3,3,3,3,3,0,3,0,12,35,3,4,32,40,11,10,0,0,0,0,0,14,114,11,12,111,170,187,77,68,24,3,4,0,87,754,3,0,0,0,3,0,4,0,0,0,0,18,28,20,25,192,337,336,173,168,71,14,19,7,205,1567,101,178,301,1681,1482,1232,1520,848,498,305,350,1138,9634
LGA13340,42,0,0,0,0,0,3,5,3,0,3,0,0,14,0,0,0,0,3,0,3,3,3,0,3,3,18,0,0,3,4,15,13,10,8,0,3,0,10,66,0,0,0,0,0,0,0,0,0,0,0,61,61,7,10,15,20,60,105,250,199,125,103,90,172,1156,0,0,4,0,13,16,14,14,9,8,0,12,90,0,0,7,23,17,7,11,4,0,0,0,14,83,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,7,11,0,0,0,0,0,0,0,0,18,3,0,27,33,25,8,17,3,0,3,0,6,125,0,0,0,0,0,0,3,0,0,0,0,10,13,3,0,45,67,59,31,48,21,9,11,0,42,336,32,26,91,305,254,262,486,346,221,147,143,309,2622
LGA13380,307,0,0,4,5,14,12,22,20,4,5,3,10,99,0,0,0,0,0,6,8,3,3,0,3,5,28,12,17,27,76,143,100,143,38,13,4,0,72,645,0,0,0,3,3,0,5,4,0,3,0,279,297,18,33,46,154,343,393,1035,685,478,219,234,656,4294,0,3,4,32,64,55,119,51,15,12,3,52,410,0,11,43,144,126,64,49,17,3,0,3,51,511,0,4,8,5,8,8,12,3,0,0,0,11,59,3,6,61,55,21,11,8,0,0,3,0,18,186,15,24,200,303,271,110,102,17,6,3,3,124,1178,3,0,0,3,3,0,3,0,0,0,0,26,38,21,48,316,542,493,248,293,88,24,18,9,282,2382,96,228,461,2112,1795,1466,2268,1283,811,379,439,1443,12781
LGA13450,114,0,0,0,3,3,11,6,3,3,3,0,10,42,0,0,0,0,0,0,7,6,8,3,3,6,33,9,5,12,34,30,26,43,24,7,3,3,27,223,0,0,0,0,0,0,4,0,0,0,0,159,163,23,26,39,90,143,194,630,511,376,222,284,454,2992,0,6,4,12,40,23,57,38,11,9,10,29,239,0,5,20,58,49,20,27,10,3,3,0,17,212,3,0,0,0,5,7,5,4,0,0,0,4,28,0,0,20,14,6,3,5,0,0,0,0,3,51,12,4,62,68,67,22,50,16,4,3,6,31,345,0,0,0,0,0,0,3,0,0,0,0,18,21,15,15,106,152,167,75,147,68,18,15,16,102,896,91,106,198,599,560,517,1165,887,600,331,421,732,6207
