SA3_CODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
10102,2171,4343,2387,2791,1228,527,13442,536,445,143,66,19,4,1206,237,170,72,27,11,3,515,772,614,213,86,29,9,1715,838,341,88,39,9,0,1321,325,132,35,18,3,0,518,249,123,33,10,7,0,421,13,9,4,0,0,3,28,1423,604,163,71,14,3,2285,72,47,9,10,6,0,141,6,5,9,12,3,0,36,9,19,3,3,0,3,38,86,70,21,22,7,3,208,0,0,0,0,0,0,0,4449,5637,2787,2964,1278,546,17660,2378,4734,2544,2968,1319,524,14470,683,494,185,89,27,12,1487,273,268,120,60,15,7,739,957,763,305,153,43,19,2231,762,280,94,49,12,5,1208,457,230,59,30,7,3,790,188,123,31,20,3,0,367,25,7,6,3,0,0,37,1434,644,191,102,25,5,2398,83,56,13,7,0,0,164,6,4,5,0,3,0,27,19,16,4,3,3,4,51,118,81,18,10,10,5,239,7,7,0,0
10103,1471,2225,823,815,326,142,5795,65,25,9,10,0,3,108,21,23,6,7,0,0,58,82,54,18,11,0,3,169,224,76,22,19,4,0,347,24,20,5,0,0,0,48,0,0,0,0,0,0,3,18,8,3,4,0,0,31,266,106,27,24,3,0,429,29,7,3,0,0,0,43,3,3,0,0,0,0,7,21,12,8,0,3,0,45,56,23,13,3,3,0,96,10,7,0,0,0,0,21,1882,2412,879,851,341,145,6514,1597,2293,784,838,347,137,5992,171,93,29,36,7,4,335,37,40,8,15,6,0,106,211,134,37,49,16,4,438,168,83,32,18,6,0,298,13,10,11,4,0,0,40,4,3,0,0,0,0,10,5,0,0,0,0,0,5,189,98,40,25,6,0,361,34,15,0,4,0,0,54,7,5,0,0,0,0,12,12,8,8,4,0,0,28,53,20,7,7,0,0,89,45,14,14,5
10104,4692,9399,3060,2811,1235,614,21812,435,386,63,43,10,11,949,202,194,47,31,3,0,474,634,581,104,74,14,13,1419,978,538,111,37,12,11,1684,19,9,4,0,0,0,29,10,12,0,0,0,0,30,47,27,11,0,0,0,82,1050,585,127,42,12,12,1824,291,205,20,16,11,3,544,21,30,8,12,7,3,77,37,25,13,8,8,3,96,350,261,36,38,25,5,719,14,3,0,3,0,0,18,6745,10819,3331,2968,1291,643,25795,5252,9949,3111,2524,1215,594,22648,637,407,84,31,7,0,1166,322,308,52,35,13,3,733,953,718,133,67,22,3,1894,1039,560,120,69,23,7,1814,31,23,6,3,0,0,60,0,0,0,0,0,0,3,53,10,4,3,0,0,68,1124,596,123,72,23,7,1943,249,145,17,8,3,3,435,22,3,5,0,0,0,36,33,40,14,7,0,0,91,302,198,35,19,8,0,563,11,8,3,3
10105,2542,3943,1600,1527,749,291,10657,230,141,50,24,8,0,460,69,49,12,14,0,3,145,299,191,60,41,10,7,603,322,104,9,3,0,0,440,54,10,0,0,0,0,68,0,0,0,0,0,0,0,6,0,0,0,0,0,12,388,117,13,3,3,0,522,48,17,9,3,0,0,79,3,3,0,0,0,0,11,26,22,5,4,3,0,54,77,45,13,10,3,0,140,5,6,0,4,0,0,19,3302,4305,1688,1584,766,294,11946,2858,4263,1695,1512,718,315,11352,311,153,48,29,13,5,553,20,31,6,0,0,4,63,335,178,51,29,14,11,620,282,80,16,9,0,0,388,22,11,3,0,0,0,36,28,5,0,0,0,0,39,3,3,0,0,0,0,4,339,95,23,9,0,0,467,60,27,3,0,0,0,98,8,0,0,3,0,0,12,20,23,9,7,0,5,62,94,54,15,8,0,5,173,7,11,9,4
10106,2454,4086,1639,1593,901,413,11084,198,70,24,18,3,3,320,0,3,0,0,0,0,7,205,70,24,16,3,3,323,203,88,27,12,3,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,14,213,91,27,15,3,0,341,54,26,3,3,4,5,97,5,7,0,5,0,0,20,23,19,6,8,3,3,58,88,48,9,19,9,4,177,3,0,0,0,0,0,5,2954,4295,1697,1644,919,419,11925,2635,4403,1639,1748,899,437,11769,260,90,19,11,4,0,384,3,6,4,3,0,0,11,259,99,25,16,4,0,400,203,63,13,6,4,3,291,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,3,0,0,0,0,12,210,67,12,6,4,3,304,39,21,0,4,0,0,66,0,12,0,3,4,0,20,14,15,4,3,0,3,45,60,46,10,8,3,4,127,0,3,0,4
10201,9155,15745,7506,8201,3802,1399,45813,2190,1680,325,178,61,12,4443,1237,1180,377,258,86,35,3168,3422,2866,702,434,146,45,7612,2013,987,221,98,24,10,3343,323,292,58,19,3,3,698,246,256,58,18,4,0,585,87,28,13,9,3,0,144,2675,1571,338,147,29,13,4769,364,98,27,14,7,4,508,25,4,0,0,0,0,23,36,18,6,3,0,0,70,414,121,32,23,6,6,600,22,17,4,0,0,0,43,15685,20314,8583,8809,3986,1458,58839,9403,15790,7738,8580,3658,1551,46726,2713,1833,397,244,69,31,5285,1276,1232,467,301,111,45,3436,3987,3071,862,542,182,72,8720,1942,1019,198,112,35,17,3316,483,354,83,20,3,3,943,349,421,86,43,6,0,906,92,37,3,5,3,0,140,2862,1820,367,188,41,17,5299,378,144,7,12,0,7,549,0,0,0,0,0,0,0,43,25,7,8,3,4,88,418,169,18,22,3,11,635,55,35,9,4
10202,9210,15537,7232,7326,3415,1526,44245,1533,991,238,135,52,18,2961,474,484,175,98,27,8,1273,2001,1473,416,236,80,26,4233,1385,493,113,40,21,3,2051,137,74,19,4,0,0,236,104,103,16,10,0,0,235,39,16,10,0,0,0,67,1668,684,155,50,20,7,2585,587,278,18,13,3,0,899,6,0,0,0,0,0,3,30,30,8,5,5,0,81,623,310,31,14,8,0,983,3,10,0,3,0,0,19,13506,18010,7828,7638,3523,1559,52066,9933,16227,7538,7534,3539,1798,46578,1697,1176,324,199,66,28,3490,580,565,256,155,64,18,1636,2274,1737,580,351,133,49,5126,1483,561,106,44,15,3,2210,191,143,44,15,8,3,414,242,229,65,17,3,8,560,55,26,8,5,0,0,89,1967,957,222,87,29,11,3281,408,148,13,22,0,4,600,5,0,0,0,0,0,9,34,32,8,13,8,4,97,447,183,27,34,8,12,705,12,7,5,3
10301,2539,4390,1985,2063,963,446,12379,371,235,81,41,21,9,751,40,54,33,18,3,0,145,411,292,113,59,25,9,901,535,280,53,21,3,0,896,30,9,3,0,0,0,42,0,0,0,0,0,0,0,15,4,0,0,0,0,19,579,297,59,21,4,3,958,39,13,8,3,4,0,66,3,3,0,0,0,0,8,35,21,11,8,3,0,70,75,36,17,9,4,0,146,10,10,15,12,0,4,42,3609,5022,2175,2158,994,461,14430,2875,4823,2117,2117,1021,493,13448,422,269,91,37,10,5,836,71,77,26,17,6,0,198,499,346,118,55,17,7,1037,574,215,41,18,8,0,859,30,12,0,0,0,0,47,3,0,0,0,0,0,7,19,9,4,3,3,0,35,623,241,46,22,7,0,942,30,11,0,0,0,0,48,4,0,0,0,0,0,4,12,12,3,0,0,0,24,47,23,3,3,0,0,75,13,12,0,0
10302,4708,7373,2719,2430,1468,743,19445,272,90,30,19,7,5,420,20,7,6,0,0,0,35,286,103,32,18,7,5,453,685,174,28,19,12,3,921,12,3,0,0,0,0,14,0,0,0,0,0,0,4,15,5,3,0,0,0,24,712,178,36,18,8,3,961,107,37,5,3,0,0,159,11,5,6,3,0,0,26,43,45,13,12,0,4,122,164,87,22,23,4,4,302,0,0,0,0,0,0,8,5873,7748,2806,2491,1496,758,21171,5130,7428,2609,2270,1391,716,19534,355,126,25,9,4,3,532,13,8,0,3,0,0,27,372,139,25,10,9,8,558,581,125,30,4,7,0,741,15,4,0,0,0,0,19,4,0,0,0,0,0,4,17,4,0,0,0,0,21,612,133,30,4,3,0,782,73,34,3,3,0,3,112,5,4,0,0,3,0,14,28,25,9,7,7,0,73,111,59,10,9,10,3,200,13,8,0,3
10303,3593,5415,2139,2057,1014,438,14652,312,160,59,26,13,7,567,34,19,0,3,5,0,61,347,171,60,29,14,5,627,336,91,20,10,0,4,463,26,16,5,7,0,0,47,0,0,0,0,0,0,0,7,0,0,0,0,0,5,361,105,22,21,3,4,515,110,35,7,3,0,3,156,10,3,4,0,3,0,17,23,25,5,6,5,3,75,142,69,21,9,9,6,252,4,10,3,0,0,0,17,4447,5772,2235,2114,1038,452,16054,3862,5728,2121,2026,1010,432,15182,399,208,60,29,7,7,708,12,8,3,0,0,0,28,413,216,65,28,7,9,741,345,95,23,6,4,0,477,33,7,0,0,0,0,46,0,0,0,0,0,0,0,7,3,0,0,0,0,6,382,112,24,6,5,0,531,96,28,4,3,4,0,125,14,3,3,0,0,0,18,37,26,7,3,3,0,80,148,51,13,4,5,0,221,5,5,0,0
