SUA_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
1010,60515,36895,36619,39957,42439,42873,38822,24753,10063,332934,44,46,26,38,42,67,106,78,52,497,1255,1317,1105,880,998,1028,911,524,343,8369,4,10,8,13,5,20,18,11,0,101,21,40,34,18,31,35,45,13,3,240,0,0,0,3,0,5,8,0,0,19,0,9,9,0,6,5,0,7,0,38,0,3,0,3,4,10,8,4,0,31,0,0,3,4,0,0,0,0,0,8,3,12,5,5,3,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,1289,1386,1166,925,1051,1103,1002,559,348,8836,1335,1428,1191,964,1094,1177,1104,634,407,9340,61849,38319,37816,40924,43536,44043,39926,25387,10473,342275
1011,12902,7252,7930,8419,8740,9263,9085,5307,2184,71089,14,14,16,19,17,32,25,28,23,183,281,475,428,353,384,441,500,180,72,3114,5,5,16,12,15,27,160,105,4,362,15,24,31,11,32,26,21,7,0,163,0,0,0,3,0,5,11,5,4,37,0,0,0,0,0,5,0,7,0,13,0,4,20,0,0,3,13,5,0,44,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,5,15,7,0,43,0,0,0,0,0,0,0,0,0,3,303,513,505,378,432,513,720,317,81,3774,321,534,523,395,454,542,744,348,102,3958,13220,7786,8451,8815,9196,9810,9832,5651,2293,75051
1012,8570,4450,6370,4767,4227,4168,3312,2186,877,38924,10,12,3,7,8,10,11,12,3,84,192,356,298,226,217,209,176,81,25,1776,0,3,10,7,8,10,3,6,0,36,7,5,16,9,14,18,6,0,0,69,0,0,3,7,0,3,7,0,0,21,0,4,0,0,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,199,363,322,245,241,245,190,93,26,1937,205,373,329,254,252,255,207,105,36,2016,8772,4824,6698,5025,4483,4419,3521,2292,908,40943
1013,2440,1515,1410,1658,2031,2924,3937,2823,1305,20050,4,3,5,0,3,10,19,14,7,63,88,146,103,68,110,193,206,71,38,1021,0,0,3,0,0,5,30,15,4,56,3,8,4,10,0,8,5,7,0,33,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,95,154,112,78,113,207,246,96,38,1140,97,158,116,77,121,218,262,105,47,1205,2541,1672,1527,1741,2150,3145,4204,2930,1351,21251
1014,4412,2600,3278,2798,2815,2909,2587,1619,694,23707,3,3,9,7,3,6,0,10,4,49,72,308,248,121,102,104,87,37,41,1120,0,3,3,0,4,3,4,0,0,18,0,0,8,0,3,9,0,0,0,25,0,5,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,18,6,4,5,0,4,0,51,0,0,0,0,0,0,0,0,0,0,78,326,277,131,122,126,95,41,41,1230,85,331,286,134,125,128,97,49,46,1277,4500,2932,3567,2938,2936,3032,2682,1667,731,24988
1015,3547,2040,2049,1909,2092,2270,2214,1547,756,18424,11,10,7,5,8,3,11,15,4,70,76,129,105,93,86,124,62,34,6,721,0,0,9,3,6,8,6,0,0,26,0,11,15,10,9,11,11,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,79,145,122,105,109,144,84,37,9,838,90,149,134,107,113,150,96,53,14,907,3636,2195,2185,2017,2205,2419,2305,1598,775,19332
1016,3906,2286,3200,2624,2411,2224,1602,1085,578,19911,5,3,7,3,5,11,5,0,0,44,66,111,136,87,101,102,31,28,23,678,3,11,16,12,10,7,10,0,0,75,0,3,0,0,0,9,3,0,0,17,0,0,0,3,5,0,6,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,73,123,158,110,128,124,52,30,21,826,80,127,167,113,134,138,54,30,25,867,3982,2414,3366,2736,2546,2359,1663,1111,604,20776
1017,2781,1813,1770,1632,1712,1958,1866,1097,440,15073,5,12,6,5,3,8,12,5,3,62,88,91,82,43,61,52,52,38,14,503,0,0,0,0,0,0,3,0,0,8,3,0,3,0,7,4,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,91,91,83,46,63,63,64,36,11,555,97,98,90,51,71,71,78,45,19,618,2879,1913,1862,1681,1784,2031,1942,1141,462,15689
1018,4827,3301,3401,3283,3463,3712,3143,1817,847,27793,8,16,7,10,7,9,6,7,0,66,107,170,166,109,119,161,126,105,87,1162,0,4,3,3,7,5,11,3,0,28,8,10,18,12,21,14,24,5,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,116,187,193,132,138,180,161,111,86,1313,125,201,200,139,151,190,168,119,88,1379,4956,3504,3602,3428,3613,3897,3302,1933,937,29169
1019,1953,1213,1391,1234,1426,1652,1548,1046,372,11839,3,0,0,5,0,7,9,7,0,36,25,61,89,53,70,83,35,27,11,450,0,0,5,0,0,0,0,0,0,7,0,0,5,0,9,6,0,0,0,24,0,0,0,4,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,62,94,60,87,87,39,30,11,500,34,62,93,61,87,100,49,35,9,532,1983,1276,1482,1294,1516,1749,1600,1077,388,12371
1020,3083,1649,1495,1779,1942,1839,1615,833,155,14381,0,3,0,0,0,6,7,0,0,19,64,46,38,44,45,48,28,13,7,333,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,50,56,46,49,61,35,13,7,381,66,54,53,50,47,60,40,12,7,402,3151,1705,1550,1827,1987,1902,1649,844,167,14782
1021,4623,2945,2952,2804,3093,3382,3293,2478,1103,26678,0,3,6,0,0,8,6,10,5,39,97,109,95,72,57,105,55,40,12,639,0,0,0,0,0,0,0,0,0,6,0,4,6,0,4,3,4,0,0,19,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,114,100,72,65,109,65,39,16,677,97,124,101,76,66,114,77,56,19,719,4718,3068,3055,2879,3163,3494,3367,2534,1124,27401
1022,2608,1283,1729,1497,1421,1307,1091,797,338,12050,3,5,0,5,0,3,4,0,0,27,73,106,117,70,84,82,58,29,10,625,0,3,4,6,0,0,0,0,0,19,3,0,4,3,13,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,78,105,131,82,101,82,64,29,10,683,82,108,126,81,99,89,69,30,9,709,2687,1393,1856,1578,1520,1396,1158,825,353,12758
1023,2635,1418,1795,1549,1476,1350,968,495,170,11851,0,0,0,5,0,0,12,0,0,26,43,72,98,96,66,67,32,16,11,502,0,0,0,0,3,0,3,0,0,8,0,5,10,6,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,76,111,100,71,79,37,16,11,542,42,77,110,108,71,79,41,19,11,564,2679,1493,1910,1660,1543,1426,1015,512,183,12414
1024,3747,2407,1956,2360,3238,4211,4731,3270,1062,26979,0,7,5,0,0,12,14,7,9,45,132,157,94,103,136,165,162,69,30,1048,0,0,0,3,3,4,17,9,0,31,3,4,7,0,5,14,4,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,10,5,0,0,0,0,0,0,0,0,4,143,159,108,110,146,185,184,87,33,1153,143,164,110,110,146,198,196,96,34,1202,3886,2572,2066,2473,3384,4410,4927,3367,1094,28177
1025,90836,60303,66870,62330,60650,57731,49405,28921,11905,488951,59,91,58,58,84,113,126,136,92,822,2018,2570,2389,1618,1428,1418,1152,765,423,13778,9,28,40,20,23,30,30,8,3,192,12,38,54,32,47,60,40,9,0,292,5,7,6,3,3,8,9,7,0,46,0,5,6,0,11,19,8,0,0,59,4,5,10,4,12,9,12,7,0,51,4,3,5,3,7,0,0,4,0,16,3,10,12,9,4,13,4,0,0,54,0,0,0,0,0,0,0,0,0,4,2049,2666,2518,1690,1538,1552,1255,798,430,14490,2114,2757,2580,1748,1621,1666,1379,933,522,15317,92947,63061,69444,64084,62268,59397,50785,29858,12424,504272
1026,7156,4347,4957,4366,4280,4465,4133,2484,1016,37194,3,12,6,6,7,17,15,18,4,87,182,219,243,186,177,151,106,75,37,1374,0,0,6,0,0,0,6,0,0,20,3,3,8,14,3,11,0,0,0,43,0,0,0,3,0,0,0,0,0,9,0,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,4,6,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,193,227,270,206,184,165,106,81,37,1478,196,240,269,220,192,182,122,94,49,1565,7353,4580,5227,4580,4479,4639,4258,2580,1060,38762
1027,8888,4688,5491,5087,4714,4295,3816,2288,985,40245,17,32,8,12,7,8,7,15,6,110,204,400,296,214,202,193,126,98,30,1759,3,9,11,9,7,4,0,0,0,42,7,11,24,31,36,31,4,0,0,140,0,5,6,5,3,7,0,0,0,21,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,13,13,11,0,3,3,0,0,55,0,0,0,0,0,0,0,0,0,0,216,444,338,272,250,236,134,102,36,2033,229,475,342,278,263,247,145,121,44,2145,9115,5164,5830,5361,4970,4544,3964,2405,1031,42389
