SUA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1010,..,623,714,265,497,732,566,248,60,3700,..,335,942,872,1708,3826,5572,4837,2665,20764,416,533,343,217,247,290,305,171,70,2587,28511,17747,18356,20245,21527,22233,20335,12472,4684,166102,..,434,10871,22074,22827,23505,22113,12483,2450,116750,..,3098,9688,6065,5173,3765,1972,737,91,30586,..,466,2402,4070,5065,2930,1418,998,748,18103,58143,..,..,..,..,..,..,..,..,58143,..,14707,..,..,..,..,..,..,..,14707,..,12459,6056,2103,1572,1010,220,11,0,23419,..,1212,891,485,627,1300,1464,1033,593,7600,..,1160,1072,489,461,397,178,78,11,3845,..,1215,1808,709,1169,1537,1211,539,117,8315,..,671,2186,2375,4010,7020,8706,7134,3627,35746,877,989,746,557,541,561,533,261,104,5172,59019,36424,35721,38920,41455,42037,37810,23271,7740,322394
1011,..,226,262,85,124,189,143,44,3,1078,..,94,239,221,427,942,1176,1053,508,4649,87,136,81,58,72,126,91,44,19,708,6195,3485,3961,4294,4533,4879,4656,2670,958,35630,..,121,2360,4270,4534,4822,5235,2746,624,24716,..,641,1781,1311,1131,994,565,160,26,6613,..,109,564,928,1025,521,299,220,151,3805,12322,..,..,..,..,..,..,..,..,12322,..,2637,..,..,..,..,..,..,..,2637,..,2136,997,411,300,215,64,0,0,4121,..,337,230,110,126,252,274,151,123,1607,..,295,376,169,133,90,53,21,0,1134,..,408,573,225,288,384,297,90,17,2275,..,177,520,523,841,1654,1965,1487,700,7878,158,245,212,144,143,210,162,59,24,1350,12482,7116,7620,8094,8522,9139,8906,4935,1661,68469
1012,..,167,205,47,62,59,33,12,3,587,..,119,230,161,234,444,483,483,216,2376,59,65,52,26,38,43,29,22,6,341,3977,2134,3121,2336,2099,2142,1681,1111,359,18952,..,87,2188,2598,2112,2240,1836,1035,204,12302,..,597,1380,574,459,344,141,45,5,3546,..,112,436,478,469,243,124,81,45,1998,7841,..,..,..,..,..,..,..,..,7841,..,1248,..,..,..,..,..,..,..,1248,..,1116,482,180,144,63,21,0,0,1996,..,261,175,37,98,144,127,67,29,936,..,163,215,56,30,24,13,6,0,515,..,297,495,108,113,112,69,27,12,1232,..,199,503,374,495,754,768,660,284,4040,118,159,112,80,78,66,50,36,9,704,7961,4237,5988,4477,4002,3992,3147,1961,600,36360
1013,..,44,47,23,33,59,52,31,6,295,..,29,72,45,132,327,535,544,346,2037,26,24,19,11,16,27,28,19,12,187,1186,740,750,834,1061,1568,2023,1412,572,10157,..,13,317,779,900,1481,2304,1546,333,7674,..,143,345,250,285,291,229,96,15,1658,..,34,139,208,246,158,92,72,70,1008,2339,..,..,..,..,..,..,..,..,2339,..,506,..,..,..,..,..,..,..,506,..,510,233,121,111,101,24,0,0,1091,..,75,42,15,25,61,92,53,44,411,..,62,39,27,16,23,14,0,0,183,..,75,96,68,71,111,105,65,9,595,..,50,138,137,299,598,945,788,497,3453,52,55,50,27,49,38,53,38,15,379,2397,1511,1384,1621,2004,2876,3848,2664,986,19295
1014,..,30,64,30,38,36,32,17,8,249,..,48,131,91,168,331,449,365,165,1756,35,29,26,16,16,31,24,10,8,200,2048,1156,1524,1333,1384,1435,1336,814,295,11338,..,40,1003,1387,1325,1526,1338,722,171,7510,..,336,754,388,328,199,119,36,3,2165,..,48,214,299,299,171,87,72,45,1238,4149,..,..,..,..,..,..,..,..,4149,..,728,..,..,..,..,..,..,..,728,..,836,341,137,103,60,10,0,0,1485,..,103,74,40,59,68,85,48,15,489,..,67,68,33,13,18,5,3,0,200,..,107,153,64,70,82,68,31,14,589,..,100,269,206,388,626,726,542,233,3098,61,67,72,49,37,50,53,28,15,421,4209,2430,2956,2588,2626,2800,2484,1485,491,22068
1015,..,47,34,25,41,55,29,9,3,247,..,40,79,58,144,237,326,360,198,1444,37,46,18,15,18,22,23,11,5,199,1621,956,1046,974,1068,1163,1119,822,349,9120,..,42,516,821,894,1134,1176,751,182,5514,..,307,530,258,222,180,106,26,8,1646,..,54,258,317,274,150,60,57,52,1225,3327,..,..,..,..,..,..,..,..,3327,..,569,..,..,..,..,..,..,..,569,..,582,228,106,82,63,13,0,0,1085,..,103,60,25,41,78,92,47,31,483,..,82,45,28,46,14,8,0,7,217,..,87,91,45,76,96,83,22,11,529,..,78,160,171,301,461,560,514,262,2502,59,85,56,50,45,45,36,26,5,406,3389,1984,1953,1824,1990,2219,2126,1450,565,17509
1016,..,33,117,27,18,15,7,0,0,223,..,31,99,65,105,144,222,240,180,1087,24,26,24,23,9,9,16,12,7,160,1821,1069,1544,1234,1165,1071,822,565,262,9554,..,59,1185,1516,1371,1328,981,589,127,7168,..,167,543,258,214,147,47,13,8,1394,..,39,148,190,219,132,59,43,28,853,3686,..,..,..,..,..,..,..,..,3686,..,743,..,..,..,..,..,..,..,743,..,786,369,117,69,37,11,0,0,1390,..,155,95,46,57,69,58,27,22,530,..,50,132,55,55,41,3,0,0,337,..,88,275,94,63,56,20,4,4,611,..,71,226,186,235,293,329,316,215,1873,44,45,65,36,33,31,26,18,8,302,3725,2210,3040,2506,2306,2145,1533,1008,418,18889
1017,..,25,18,8,33,38,29,9,5,154,..,14,32,31,69,185,213,182,85,819,30,33,24,15,12,17,17,17,4,167,1292,797,724,726,818,974,892,518,146,6889,..,22,344,562,635,838,974,505,72,3963,..,173,339,228,236,194,118,29,0,1325,..,55,203,239,233,156,49,58,23,1011,2545,..,..,..,..,..,..,..,..,2545,..,476,..,..,..,..,..,..,..,476,..,566,236,103,87,45,6,0,0,1048,..,117,54,20,53,95,110,46,20,515,..,58,35,33,19,30,14,5,0,196,..,44,43,21,61,77,73,15,5,329,..,33,86,100,183,367,381,285,112,1552,58,68,47,41,34,33,24,24,12,336,2600,1616,1386,1341,1545,1844,1746,969,250,13299
1018,..,107,116,50,74,96,74,31,4,549,..,44,124,111,261,494,554,435,235,2265,36,62,42,33,31,36,34,11,9,297,2225,1505,1649,1670,1783,1882,1616,974,391,13687,..,37,847,1327,1304,1540,1469,827,211,7558,..,308,881,565,486,336,158,41,4,2781,..,49,245,465,529,304,135,82,69,1871,4516,..,..,..,..,..,..,..,..,4516,..,1022,..,..,..,..,..,..,..,1022,..,977,392,202,152,95,17,0,0,1831,..,148,90,41,63,112,115,66,25,657,..,126,118,57,42,38,19,3,0,409,..,238,321,126,163,226,150,47,5,1273,..,105,264,290,550,902,923,604,304,3945,87,129,79,66,74,74,50,19,14,594,4604,3137,3236,3133,3366,3621,3037,1690,622,26452
1019,..,19,29,12,16,22,24,12,6,143,..,20,48,39,100,205,258,260,110,1043,12,12,21,9,11,10,11,7,5,102,890,544,633,578,698,839,783,549,194,5708,..,19,412,493,641,799,794,436,89,3685,..,120,277,176,144,118,64,29,6,930,..,33,97,139,163,107,67,50,39,693,1832,..,..,..,..,..,..,..,..,1832,..,368,..,..,..,..,..,..,..,368,..,400,181,85,67,49,12,0,0,797,..,51,19,13,24,32,41,32,16,233,..,27,26,19,13,13,3,0,0,105,..,44,69,29,40,54,46,23,5,311,..,56,136,124,238,401,457,393,158,1965,27,33,44,21,22,26,23,14,7,212,1861,1150,1251,1101,1362,1601,1511,978,314,11129
1020,..,12,11,0,11,15,16,3,0,80,..,8,25,23,33,72,132,113,34,435,19,36,15,12,7,20,21,3,0,135,1472,766,769,920,951,905,793,389,85,7064,..,22,555,1066,1197,1211,1058,501,68,5669,..,143,400,285,261,156,89,31,4,1362,..,28,92,166,157,103,54,40,15,643,3000,..,..,..,..,..,..,..,..,3000,..,666,..,..,..,..,..,..,..,666,..,555,237,92,64,30,3,0,0,978,..,54,21,10,25,52,67,44,20,285,..,49,36,18,17,15,16,5,0,155,..,37,31,15,26,34,38,10,0,189,..,26,75,75,126,188,249,179,56,972,37,54,32,29,18,30,37,7,0,247,3037,1617,1477,1751,1898,1813,1604,818,155,14171
1021,..,31,41,18,34,72,52,35,9,290,..,28,54,40,106,258,362,431,247,1517,42,71,29,13,19,31,30,23,6,257,2263,1450,1517,1386,1537,1780,1688,1263,437,13316,..,59,1062,1556,1706,1982,2036,1393,300,10104,..,324,706,406,365,278,149,63,8,2305,..,53,213,283,355,200,95,73,55,1324,4481,..,..,..,..,..,..,..,..,4481,..,1035,..,..,..,..,..,..,..,1035,..,1027,443,185,133,69,15,0,0,1876,..,114,77,36,57,94,115,103,45,636,..,133,86,49,45,38,27,14,4,383,..,77,111,48,87,141,128,69,15,668,..,45,157,137,262,492,605,584,348,2624,72,125,62,42,32,62,68,35,11,509,4556,2987,2916,2738,3040,3353,3241,2325,784,25948
1022,..,56,38,14,3,10,14,0,4,146,..,21,49,45,71,143,169,174,80,752,25,24,15,12,12,13,11,9,3,128,1249,611,881,732,707,653,559,410,136,5945,..,30,563,801,760,748,606,394,67,3962,..,207,570,240,167,105,46,19,7,1355,..,23,115,138,151,53,38,27,21,564,2480,..,..,..,..,..,..,..,..,2480,..,368,..,..,..,..,..,..,..,368,..,336,119,56,57,27,8,0,0,606,..,47,34,17,31,31,36,28,20,241,..,57,35,16,8,4,3,3,0,128,..,120,96,37,30,22,32,8,8,356,..,55,119,118,150,261,258,234,103,1305,48,44,37,30,19,24,25,9,3,240,2531,1282,1689,1449,1375,1278,1046,724,232,11604
1023,..,20,20,8,15,15,13,8,0,100,..,30,86,44,79,139,131,96,55,663,18,14,23,3,12,10,7,5,0,92,1207,629,857,705,700,641,486,247,88,5565,..,20,486,708,692,696,563,251,31,3441,..,227,451,257,189,110,39,28,3,1298,..,35,161,170,157,84,29,19,13,660,2493,..,..,..,..,..,..,..,..,2493,..,431,..,..,..,..,..,..,..,431,..,403,144,51,41,21,0,0,0,656,..,59,35,6,28,43,43,15,15,238,..,35,47,21,18,13,4,0,0,136,..,49,80,37,30,31,24,8,3,273,..,57,193,138,211,291,226,152,68,1348,45,35,41,30,24,20,20,5,0,222,2538,1341,1648,1424,1379,1305,957,475,135,11202
1024,..,32,33,22,39,68,45,19,3,269,..,30,47,62,130,355,573,547,259,2001,19,48,24,18,19,46,56,32,10,271,1835,1131,990,1242,1689,2221,2455,1607,464,13632,..,43,592,1281,1740,2488,3078,1934,319,11478,..,143,475,378,400,410,257,106,19,2186,..,16,114,240,409,200,73,69,66,1192,3618,..,..,..,..,..,..,..,..,3618,..,1015,..,..,..,..,..,..,..,1015,..,805,375,136,123,86,26,0,0,1552,..,78,51,21,29,73,77,85,43,459,..,70,71,23,37,24,16,10,3,257,..,83,93,54,88,136,94,48,8,601,..,52,114,152,297,668,938,810,355,3394,36,90,55,39,48,89,110,52,10,526,3656,2401,1950,2326,3179,4160,4675,3109,815,26269
1025,..,2872,2390,615,660,845,606,195,55,8248,..,787,2254,1765,2587,5288,6674,5652,3200,28211,773,1380,816,417,363,470,378,175,125,4902,43462,29393,33547,31355,30736,29746,25444,14711,5553,243951,..,750,19703,33791,33090,32452,29315,15054,2894,167055,..,6109,18441,9559,7198,4867,2229,689,81,49186,..,660,3628,6061,7006,3777,1874,1358,926,25284,87891,..,..,..,..,..,..,..,..,87891,..,20989,..,..,..,..,..,..,..,20989,..,17083,7885,2941,2183,1309,255,12,0,31664,..,2453,1681,646,896,1645,1691,1112,576,10684,..,1907,1855,657,558,369,207,59,20,5632,..,5538,5707,1602,1539,1846,1289,425,96,18044,..,1618,5074,4579,6175,9828,10846,8111,4274,50499,1573,2462,1777,1009,894,853,669,316,162,9721,89464,59567,65758,60847,59547,56949,48377,27121,9026,476658
1026,..,95,93,49,63,75,65,34,6,479,..,59,120,106,231,432,552,434,220,2159,57,54,46,22,37,32,27,15,10,304,3329,1940,2261,2074,2111,2238,2111,1203,410,17685,..,57,1392,2054,2012,2336,2349,1290,265,11753,..,533,1201,619,512,384,193,69,11,3529,..,80,364,484,508,282,141,99,62,2012,6612,..,..,..,..,..,..,..,..,6612,..,1320,..,..,..,..,..,..,..,1320,..,1208,555,223,165,91,20,0,0,2261,..,222,123,47,65,136,170,90,57,912,..,132,128,67,39,35,15,5,0,420,..,192,238,102,114,178,143,64,11,1038,..,125,334,272,508,808,909,665,327,3945,128,128,106,60,80,52,56,32,12,659,6744,3985,4444,3930,3999,4299,3996,2312,740,34458
