region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
CED111,722,33,24,10,0,789,551,18,10,4,0,583,461,11,12,5,0,489,930,28,17,11,0,986,1087,44,26,14,0,1171,2463,109,65,12,0,2649,2237,118,47,10,3,2415,2406,90,25,5,0,2526,920,25,5,0,0,950,536,13,4,3,3,559,371,11,5,3,0,390,701,34,19,0,0,754,13385,534,259,77,6,14261
CED112,465,67,49,0,0,581,279,22,26,0,0,327,195,29,30,5,0,259,419,59,63,3,3,547,536,74,71,0,0,681,1480,247,260,5,0,1992,1684,284,321,4,0,2293,2924,430,314,5,0,3673,2239,196,129,3,0,2567,2056,137,112,0,3,2308,898,49,67,0,0,1014,631,62,46,3,0,742,13806,1656,1488,28,6,16984
CED113,539,40,11,5,0,595,309,30,11,0,0,350,302,22,5,0,0,329,535,33,13,3,0,584,751,45,7,3,3,809,2185,157,49,3,3,2397,2845,202,33,0,3,3083,4565,187,43,0,0,4795,2081,81,18,3,0,2183,1226,27,8,3,0,1264,689,17,3,3,0,712,908,36,9,4,3,960,16935,877,210,27,12,18061
CED114,703,41,35,10,3,792,442,24,22,0,0,488,399,23,15,0,0,437,766,56,46,8,0,876,963,60,63,5,0,1091,2278,140,166,11,3,2598,2114,162,174,13,0,2463,2600,274,127,9,3,3013,1462,135,37,3,3,1640,1311,60,22,5,0,1398,753,23,17,9,0,802,756,43,39,3,0,841,14547,1041,763,76,12,16439
CED115,1037,8,20,8,3,1076,642,8,33,5,0,688,679,14,34,3,0,730,1223,21,45,5,3,1297,1509,28,88,3,0,1628,3289,50,132,10,0,3481,2567,46,59,6,3,2681,2170,16,20,9,3,2218,614,7,4,0,0,625,447,6,6,6,0,465,342,6,3,5,3,359,1010,12,21,4,3,1050,15529,222,465,64,18,16298
CED116,475,65,47,0,0,587,228,32,36,0,0,296,201,34,34,0,0,269,380,69,54,3,3,509,581,76,114,0,0,771,1653,282,388,0,0,2323,1953,319,176,3,4,2455,2973,475,57,0,4,3509,1640,190,11,3,0,1844,1266,82,13,0,0,1361,536,47,11,0,3,597,756,107,40,0,0,903,12642,1778,981,9,14,15424
CED117,745,22,18,6,0,791,399,10,10,3,3,425,345,13,5,0,0,363,693,19,17,0,0,729,888,33,17,5,0,943,2281,84,33,3,0,2401,2329,81,45,5,0,2460,2886,102,42,3,5,3038,1313,53,17,0,0,1383,1036,23,7,0,0,1066,567,11,0,3,0,581,798,22,5,4,0,829,14280,473,216,32,8,15009
CED118,299,120,129,4,0,552,113,51,50,3,0,217,99,34,56,0,0,189,169,96,109,0,0,374,174,132,155,4,0,465,578,312,537,4,6,1437,554,378,789,9,0,1730,1071,684,1440,12,6,3213,900,623,813,3,3,2342,1594,1185,561,10,4,3354,1579,980,232,7,5,2803,388,179,163,0,0,730,7518,4774,5034,56,24,17406
CED119,542,67,19,0,0,628,225,18,8,0,0,251,217,29,6,0,0,252,426,33,9,0,0,468,533,50,33,0,0,616,1640,182,127,3,3,1955,2091,364,277,0,0,2732,4389,821,252,3,3,5468,3895,521,36,0,0,4452,3723,353,31,0,0,4107,1108,102,15,0,3,1228,930,93,22,0,0,1045,19719,2633,835,6,9,23202
CED120,552,59,41,0,0,652,242,23,26,0,0,291,249,15,23,0,0,287,405,34,19,0,0,458,505,49,47,0,0,601,1480,133,232,0,0,1845,1651,202,288,0,4,2145,3036,480,346,6,0,3868,2684,404,115,0,0,3203,3322,344,53,0,0,3719,1460,102,19,0,0,1581,837,81,51,0,0,969,16423,1926,1260,6,4,19619
CED121,818,7,5,3,3,836,487,9,9,8,0,513,475,4,3,3,3,488,889,17,8,0,0,914,1186,14,10,0,0,1210,2894,39,17,19,3,2972,2730,31,11,7,0,2779,3323,33,5,22,4,3387,1804,6,3,9,3,1825,1494,8,0,5,0,1507,932,0,3,4,3,942,993,13,7,6,0,1019,18025,181,81,86,19,18392
CED122,573,11,6,5,0,595,389,4,0,0,0,393,376,3,0,0,0,379,746,6,10,4,0,766,1028,18,15,0,0,1061,2781,55,38,11,3,2888,3273,58,32,11,0,3374,3874,62,18,4,0,3958,1672,19,6,4,0,1701,1231,16,4,0,0,1251,587,5,4,0,0,596,948,13,10,6,0,977,17478,270,143,45,3,17939
CED123,304,102,171,0,0,577,83,31,60,0,0,174,80,28,57,0,0,165,99,51,112,0,3,265,140,66,161,0,0,367,425,197,451,6,0,1079,410,190,665,0,0,1265,712,367,1343,3,3,2428,560,319,1095,3,3,1980,1078,617,1038,5,4,2742,1679,660,538,4,3,2884,440,148,233,3,4,828,6010,2776,5924,24,20,14754
CED124,527,48,25,3,0,603,249,19,18,0,0,286,288,27,13,0,0,328,507,41,35,0,0,583,715,80,58,0,3,856,2054,269,233,0,0,2556,2718,443,161,3,0,3325,5320,479,136,3,0,5938,2863,116,59,0,0,3038,1687,57,25,3,0,1772,747,35,21,3,0,806,1012,69,33,0,0,1114,18687,1683,817,15,3,21205
CED125,584,38,18,4,0,644,442,19,12,4,0,477,388,15,16,5,0,424,749,34,31,4,0,818,973,39,44,5,0,1061,2311,102,94,8,0,2515,2187,119,64,4,0,2374,2402,97,43,3,0,2545,1080,29,12,0,3,1124,679,18,8,3,0,708,346,20,18,8,3,395,619,25,14,7,0,665,12760,555,374,55,6,13750
CED126,503,30,6,0,0,539,260,21,6,0,0,287,228,14,6,0,0,248,501,42,9,0,0,552,691,52,6,0,0,749,2057,151,50,4,0,2262,2807,204,49,3,0,3063,5328,210,40,0,7,5585,3015,95,10,0,3,3123,2286,89,8,3,4,2390,1019,21,6,0,0,1046,1023,38,11,3,0,1075,19718,967,207,13,14,20919
CED127,589,38,69,0,0,696,167,17,29,0,0,213,151,16,41,0,0,208,251,26,61,0,0,338,336,27,66,0,3,432,901,68,232,0,0,1201,1040,81,317,0,3,1441,1791,160,728,6,3,2688,1440,140,651,3,0,2234,2787,274,573,4,0,3638,3865,226,207,6,0,4304,849,66,136,4,0,1055,14167,1139,3110,23,9,18448
CED128,703,28,3,0,0,734,354,17,3,0,0,374,345,8,3,0,0,356,654,15,9,0,0,678,828,23,11,3,0,865,2327,87,33,0,3,2450,2819,126,24,5,0,2974,4778,142,29,3,0,4952,2718,50,5,0,3,2776,1901,30,9,6,0,1946,1103,13,4,0,0,1120,985,20,3,4,0,1012,19515,559,136,21,6,20237
CED129,479,36,10,0,0,525,289,23,5,0,0,317,210,20,5,0,0,235,384,34,19,0,0,437,630,41,31,0,0,702,1677,172,115,0,0,1964,1877,265,125,3,3,2273,3511,458,117,0,0,4086,2361,194,31,3,3,2592,1766,123,27,0,0,1916,761,44,11,0,0,816,867,79,16,0,0,962,14812,1489,512,6,6,16825
CED130,651,52,15,0,0,718,238,14,5,0,0,257,197,17,8,0,0,222,324,27,4,0,0,355,420,48,12,0,0,480,1407,129,42,0,0,1578,1591,161,59,0,3,1814,3038,459,197,3,0,3697,2806,448,159,0,0,3413,4350,374,76,0,0,4800,2565,96,22,0,0,2683,923,65,12,0,0,1000,18510,1890,611,3,3,21017
CED131,880,11,7,8,3,909,567,9,6,9,0,591,544,6,9,4,0,563,1153,10,14,3,0,1180,1463,16,26,10,3,1518,3305,27,49,12,3,3396,2761,31,25,9,0,2826,2196,22,12,8,3,2241,863,13,0,3,0,879,524,11,0,3,3,541,374,3,0,13,4,394,894,12,5,5,0,916,15524,171,153,87,19,15954
CED132,579,34,28,6,0,647,288,17,17,3,0,325,265,29,19,0,0,313,593,40,25,3,0,661,748,50,49,3,3,853,1995,144,137,6,3,2285,2437,185,160,3,4,2789,3351,245,224,3,3,3826,1534,103,88,0,0,1725,1071,96,60,3,0,1230,640,49,66,6,0,761,638,62,37,3,3,743,14139,1054,910,39,16,16158
CED133,399,75,231,5,0,710,83,14,76,0,3,176,79,11,65,0,0,155,115,35,85,0,4,239,126,33,161,0,0,320,450,113,436,0,0,999,365,125,664,0,0,1154,831,230,1430,4,3,2498,549,207,1173,0,0,1929,1164,345,1233,4,0,2746,3362,604,748,14,0,4728,538,70,231,0,0,839,8061,1862,6533,27,10,16493
CED134,709,17,20,7,3,756,520,13,18,4,0,555,447,15,11,4,0,477,903,40,30,5,3,981,1135,25,42,14,0,1216,2692,96,103,17,0,2908,2420,100,81,14,0,2615,2324,85,65,12,0,2486,817,25,18,0,3,863,561,18,14,11,0,604,329,3,11,6,0,349,684,24,18,7,0,733,13541,461,431,101,9,14543
CED135,1061,12,9,10,3,1095,565,6,11,8,0,590,587,4,4,7,0,602,1125,19,14,10,0,1168,1387,10,16,3,3,1419,3060,41,32,3,0,3136,2375,27,14,6,0,2422,2129,22,8,0,3,2162,820,0,0,3,0,823,522,3,0,4,3,532,413,0,0,8,7,428,1010,4,6,9,0,1029,15054,148,114,71,19,15406
CED136,383,91,145,0,0,619,141,31,66,0,0,238,120,27,39,0,0,186,223,46,117,0,0,386,280,69,189,0,3,541,846,239,700,5,3,1793,913,340,1281,3,0,2537,1708,780,1663,6,4,4161,1419,532,486,0,11,2448,1445,354,286,0,10,2095,770,117,122,0,3,1012,463,110,146,0,0,719,8711,2736,5240,14,34,16735
CED137,645,38,21,5,3,712,380,30,16,5,0,431,322,26,7,8,0,363,651,49,16,0,0,716,808,48,21,3,0,880,2175,132,47,11,0,2365,2358,130,45,9,0,2542,3022,92,26,10,4,3154,1303,39,12,9,0,1363,926,34,11,0,0,971,473,17,7,9,0,506,718,30,14,3,0,765,13781,665,243,72,7,14768
CED138,399,62,228,0,0,689,143,25,66,0,0,234,103,29,50,0,0,182,197,29,109,0,0,335,232,55,160,0,0,447,676,176,599,6,0,1457,693,200,898,0,4,1795,1358,345,1675,3,4,3385,916,273,1230,4,0,2423,1434,391,1102,0,3,2930,1707,318,555,7,0,2587,539,89,236,0,0,864,8397,1992,6908,20,11,17328
CED139,672,85,36,0,0,793,380,47,29,3,0,459,340,28,21,4,0,393,607,71,21,11,3,713,781,90,37,9,0,917,1855,214,97,24,0,2190,1727,259,102,3,0,2091,2471,421,116,7,0,3015,1529,181,36,3,3,1752,1167,99,19,3,3,1291,712,45,18,3,3,781,720,79,34,6,3,842,12961,1619,566,76,15,15237
CED140,874,14,19,4,3,914,466,9,10,0,0,485,465,11,14,0,0,490,920,20,32,3,0,975,1395,16,44,4,0,1459,3315,44,76,12,3,3450,3045,48,40,9,0,3142,2713,37,23,6,0,2779,872,10,10,3,0,895,618,4,11,0,0,633,382,3,10,3,0,398,927,16,8,8,0,959,15992,232,297,52,6,16579
CED141,604,73,47,3,0,727,297,34,23,0,3,357,290,32,15,4,0,341,511,52,23,3,0,589,646,74,38,3,3,764,1786,168,105,3,3,2065,2108,246,149,6,3,2512,3845,267,124,3,3,4242,2141,95,31,3,3,2273,1507,80,23,3,3,1616,761,32,17,3,0,813,795,59,30,0,0,884,15291,1212,625,34,21,17183
CED142,609,37,9,3,3,661,326,14,10,0,0,350,281,15,6,3,0,305,616,30,12,0,0,658,904,29,13,4,0,950,2264,79,51,3,0,2397,2652,98,48,3,0,2801,3630,97,47,3,0,3777,1659,23,10,0,0,1692,1136,15,8,0,0,1159,541,10,0,3,0,554,766,36,11,0,4,817,15384,483,225,22,7,16121
CED143,98,202,323,4,3,630,33,67,81,0,0,181,30,62,68,3,0,163,42,98,129,0,0,269,59,106,188,0,4,357,133,309,660,0,4,1106,132,347,932,0,6,1417,283,702,2248,8,8,3249,179,612,1873,5,6,2675,352,1230,1933,10,3,3528,766,1715,1284,15,0,3780,115,254,355,4,0,728,2222,5704,10074,49,34,18083
CED144,570,25,8,3,0,606,294,16,3,0,0,313,275,15,3,4,0,297,517,30,13,3,0,563,822,46,12,0,0,880,2096,131,47,4,0,2278,2535,158,49,0,3,2745,3901,172,43,0,0,4116,1796,52,5,5,0,1858,1137,30,6,0,0,1173,605,19,0,0,0,624,766,30,4,0,0,800,15314,724,193,19,3,16253
CED145,449,77,173,0,0,699,116,17,74,0,0,207,91,24,44,0,0,159,166,28,97,0,0,291,169,31,115,0,0,315,514,102,389,0,3,1008,543,83,516,4,0,1146,1029,153,1260,3,3,2448,718,183,1098,3,3,2005,1565,307,1217,3,3,3095,3610,616,808,4,6,5044,590,89,257,4,3,943,9560,1710,6048,21,21,17360
CED146,392,74,117,0,3,586,158,31,60,0,0,249,124,27,64,0,0,215,231,49,121,0,0,401,316,72,182,3,0,573,866,246,748,6,4,1870,968,294,819,0,8,2089,1742,512,737,3,8,3002,1229,360,269,6,3,1867,1466,319,191,0,4,1980,1060,141,57,4,0,1262,676,134,139,4,4,957,9228,2259,3504,26,34,15051
CED147,246,172,278,0,3,699,29,47,91,0,4,171,22,39,78,0,0,139,34,46,140,0,0,220,42,73,189,0,0,304,167,179,559,0,5,910,148,179,677,0,4,1008,291,374,1256,0,3,1924,194,295,1103,5,0,1597,404,566,1387,5,3,2365,1710,1696,1284,11,10,4711,365,279,322,4,0,970,3652,3945,7364,25,32,15018
CED148,492,64,9,0,0,565,235,39,12,3,0,289,237,37,8,0,0,282,453,66,22,3,0,544,622,99,26,5,0,752,1870,375,109,10,3,2367,2436,566,124,12,0,3138,4401,677,67,13,0,5158,2778,335,14,3,0,3130,1879,191,9,0,0,2079,829,87,3,5,0,924,921,132,24,5,0,1082,17153,2668,427,59,3,20310
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
