region_id,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot
CED127,0,5,16,16,37,30,51,34,6,0,9,0,4,0,9,217,4,0,18,53,174,233,455,305,63,66,98,85,55,23,44,1676,4,23,24,96,33,21,97,4,0,3,0,0,0,0,12,317,0,5,3,17,22,16,18,8,0,0,3,0,4,0,3,99,0,0,0,3,32,44,88,56,13,15,22,21,10,0,8,312,0,0,3,17,42,22,12,3,0,7,3,0,0,0,0,109,75,343,790,2010,1516,1559,1738,1514,351,340,353,252,238,155,533,11767,0,13,18,88,137,187,227,179,28,54,44,39,37,28,34,1113,0,0,0,0,43,69,49,19,0,8,8,6,4,0,10,216,22,146,222,617,755,918,1049,716,193,215,264,186,151,97,191,5742,189,911,2423,4787,4190,5505,6300,4225,980,1056,1263,918,816,507,1475,35545
CED128,0,0,5,19,21,15,10,11,0,0,0,0,0,3,8,92,3,5,7,39,103,92,68,51,12,14,37,9,7,0,8,455,0,8,22,45,16,0,10,0,0,0,0,0,0,0,3,104,0,0,0,19,20,19,24,10,0,4,0,3,0,3,4,106,0,0,0,0,3,21,31,36,3,9,7,4,3,7,4,128,0,0,0,4,6,3,8,0,0,0,0,0,0,0,0,21,71,306,918,2663,1657,1081,639,362,84,77,79,74,42,17,359,8429,3,7,20,82,115,88,91,56,19,16,23,13,9,3,28,573,0,0,0,4,23,24,13,3,6,4,7,9,7,3,6,109,13,178,255,475,472,412,258,174,33,26,24,25,30,19,88,2482,134,873,2451,4722,3650,3027,2108,1168,256,257,287,271,212,125,865,20406
CED129,0,0,0,3,18,35,22,8,4,3,0,0,3,3,4,103,0,0,0,6,72,117,61,45,0,4,9,4,11,4,6,339,0,12,26,162,81,28,101,3,0,0,0,0,0,0,16,429,0,0,4,24,52,176,163,83,16,18,20,20,8,8,14,606,0,0,0,3,31,149,77,31,6,12,12,17,8,3,21,370,0,3,0,106,226,145,126,37,12,9,6,11,4,7,25,717,17,83,292,971,450,304,114,69,25,26,10,14,4,7,133,2519,0,3,0,12,16,36,26,38,3,3,5,15,14,9,8,188,0,0,3,3,1120,2629,1505,286,85,93,105,124,89,42,301,6385,4,116,240,819,3053,2991,2113,1117,264,204,202,234,152,111,361,11981,57,788,3155,6490,8563,11977,12858,6317,1460,1350,1489,1735,1104,745,2354,60442
CED130,0,5,5,20,64,104,92,89,17,32,40,10,10,7,13,508,0,0,7,27,149,227,549,347,73,128,216,121,101,41,29,2015,0,6,22,48,28,12,18,3,0,0,3,0,0,0,0,140,0,0,5,59,112,566,672,269,34,44,55,57,42,23,35,1973,0,0,0,3,19,39,64,36,16,8,3,15,3,8,7,221,0,0,4,47,84,60,43,23,3,0,0,6,3,0,9,282,63,195,501,1300,879,827,651,514,128,172,166,131,142,110,232,6011,0,0,3,33,55,73,129,87,19,27,35,46,75,69,23,674,0,0,0,6,172,178,64,15,10,9,3,0,4,0,10,471,3,149,209,519,937,1511,1833,838,164,193,192,147,171,98,210,7174,125,757,2011,3960,4807,9223,10399,5413,1086,1214,1264,1040,1002,618,1327,44246
CED131,0,0,3,5,11,7,16,6,0,0,10,14,4,3,3,82,3,0,3,14,27,32,88,33,9,18,16,17,6,13,11,290,0,3,4,3,3,3,0,3,0,0,0,0,0,0,0,19,0,0,3,5,6,11,11,3,6,7,0,13,0,6,3,74,0,0,0,0,0,6,10,21,3,3,4,8,9,8,9,81,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,15,37,165,476,976,461,221,177,134,32,28,20,37,29,12,177,2982,0,4,15,35,65,44,71,98,27,14,12,15,20,14,20,454,0,0,0,0,3,14,0,4,4,3,7,6,14,19,12,86,6,50,80,154,144,127,170,134,51,65,104,95,135,95,71,1481,80,355,1044,1574,1183,991,1027,744,251,233,359,353,409,312,521,9436
CED132,0,0,3,3,14,17,6,7,3,3,3,4,7,16,0,86,3,0,3,16,43,52,70,79,7,15,31,15,7,9,10,360,0,3,12,76,29,0,12,0,0,0,0,0,0,0,7,139,0,0,0,3,16,25,12,15,13,0,7,3,6,0,3,103,0,0,0,3,8,10,33,28,21,9,12,11,14,12,7,168,0,0,0,3,3,3,11,3,0,0,0,3,3,0,0,29,81,177,446,899,463,431,285,237,80,48,84,68,115,51,224,3689,0,0,5,21,52,47,65,51,32,25,28,31,48,18,10,433,0,0,0,3,30,35,12,11,3,3,10,8,6,3,19,143,9,158,112,206,202,238,273,397,102,132,214,297,303,174,140,2957,118,680,1511,2219,1635,1846,1614,1423,457,501,720,887,1022,578,898,16109
CED133,0,7,16,36,116,163,117,109,32,37,31,41,24,21,27,777,0,6,19,59,226,360,363,266,55,60,115,61,77,40,40,1747,0,7,10,16,15,13,42,5,0,0,0,0,0,0,4,112,0,3,13,10,65,91,67,30,12,12,23,14,18,4,12,374,0,0,0,4,35,95,140,144,45,59,62,49,37,17,31,718,0,0,3,25,61,31,20,16,5,6,5,0,4,3,10,189,67,241,538,1123,1092,1129,1221,1089,305,300,393,325,451,244,336,8854,7,4,17,72,140,225,262,234,68,77,75,85,172,91,68,1597,0,0,0,8,210,112,68,30,3,19,13,13,12,4,17,509,57,253,362,620,971,1495,1585,1089,374,509,591,551,542,261,308,9568,279,888,2201,3988,5432,9190,9909,7263,2071,2373,2918,2544,3062,1652,2038,55808
CED134,0,0,3,6,11,0,3,0,0,0,0,5,3,0,3,34,0,0,10,28,47,35,39,49,12,11,10,25,11,7,4,288,0,3,8,6,0,4,0,0,0,0,0,0,0,0,3,24,0,3,0,8,7,5,10,3,3,3,3,4,0,0,3,52,0,0,0,3,0,18,18,21,6,5,11,4,9,0,8,103,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,70,226,636,1245,606,315,210,176,34,34,35,38,28,23,226,3902,3,0,6,54,67,42,43,46,13,5,9,10,13,13,16,340,0,0,3,0,9,5,13,6,0,0,0,5,0,4,7,52,3,61,118,206,193,163,123,135,46,28,51,40,48,20,68,1303,135,493,1443,2074,1566,1285,989,788,176,168,224,256,225,134,569,10525
CED135,0,0,3,0,3,10,7,3,0,3,0,0,0,0,3,32,0,5,3,12,19,32,38,48,33,26,25,27,11,9,5,293,0,3,10,43,8,3,3,0,0,0,0,0,0,0,4,74,0,3,3,4,4,13,20,16,9,9,11,9,13,8,4,126,0,0,0,0,3,0,14,16,0,4,9,11,4,0,6,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,40,157,392,725,347,184,96,89,24,30,21,20,28,9,152,2314,0,0,0,53,36,27,34,28,10,8,6,15,9,3,17,246,0,0,0,0,4,15,11,3,4,6,8,0,0,3,14,68,3,48,105,211,157,106,114,108,46,47,68,47,40,35,94,1229,68,349,959,1494,986,953,718,612,214,254,300,285,230,169,531,8122
CED136,0,0,6,10,45,83,63,66,16,18,12,16,21,13,14,383,0,0,0,9,64,116,102,46,17,17,41,23,24,16,14,489,0,12,11,48,16,17,81,3,3,3,3,0,0,0,4,201,0,0,5,21,50,487,769,425,123,131,172,150,154,79,50,2616,0,0,0,3,16,69,101,55,32,20,28,20,10,12,20,386,0,0,0,110,318,165,239,84,15,17,16,13,8,13,35,1033,42,118,343,744,424,338,214,141,25,40,43,47,39,27,177,2762,0,0,7,12,35,41,57,62,21,15,17,29,35,29,26,386,0,3,3,3,454,525,190,71,16,20,27,33,18,13,59,1435,8,172,170,481,980,1723,3312,2873,600,884,842,905,779,422,597,14748,106,685,1784,4121,5496,11233,15943,13021,3879,4960,5567,4408,3591,1892,3128,79814
CED137,0,0,6,4,14,5,0,4,0,0,0,0,0,0,5,38,0,4,3,25,51,53,63,51,19,28,35,4,11,7,12,366,0,9,15,21,6,0,3,3,0,0,0,0,0,0,0,57,0,0,3,9,8,8,5,0,0,3,0,0,0,0,3,39,0,0,0,0,3,14,10,17,8,9,8,7,7,0,8,91,0,0,0,6,6,0,0,0,0,0,0,0,3,0,0,15,87,305,878,1612,820,517,291,254,99,64,105,73,42,16,255,5418,0,0,3,31,44,48,41,46,10,10,9,24,31,7,5,309,0,0,0,0,7,5,7,6,0,0,4,0,9,0,0,38,10,110,157,250,198,196,114,92,24,31,46,31,32,21,48,1360,137,786,1869,2651,1813,1525,1080,797,269,207,291,216,209,99,575,12524
CED138,3,0,6,11,37,95,86,88,18,19,26,20,21,25,16,471,0,0,4,26,88,124,137,113,26,22,39,28,40,7,16,670,0,7,16,65,27,6,34,6,0,0,0,0,0,3,4,168,0,0,6,15,108,619,736,304,81,80,108,103,68,47,112,2387,0,0,0,0,21,104,134,105,22,25,37,24,17,12,30,531,0,0,0,380,755,505,416,240,31,24,29,54,53,33,107,2627,36,102,241,597,439,426,418,364,91,93,141,124,122,84,149,3427,0,5,5,23,59,62,95,61,13,25,32,31,62,16,27,516,0,6,3,11,1217,1098,357,98,19,40,48,35,21,17,195,3165,17,180,248,616,1106,1303,2085,2047,699,1100,1294,1150,805,426,633,13709,119,763,3282,5750,7234,11356,13850,11818,3262,4257,4895,4226,3296,1923,3803,79834
CED139,0,6,8,11,13,10,17,6,0,0,3,3,0,0,7,84,3,0,19,56,93,83,86,64,18,15,33,15,3,4,14,506,0,4,11,32,6,0,0,0,0,0,0,0,0,0,3,56,0,0,3,13,8,6,6,0,0,0,3,0,3,0,3,45,0,0,0,0,8,19,39,34,17,13,14,24,19,3,8,198,0,0,0,3,11,3,4,0,0,0,0,0,0,0,0,21,72,340,1093,2373,1240,784,737,607,114,146,115,124,76,45,408,8274,0,6,19,78,116,120,134,132,19,24,34,26,19,17,32,776,0,0,0,0,12,14,6,0,8,4,0,0,5,0,9,58,12,98,180,331,373,325,328,256,95,84,84,77,79,41,112,2475,142,689,2229,3698,3006,2788,2565,1850,468,527,544,512,437,208,1020,20683
CED140,0,0,0,3,5,6,0,4,0,4,4,0,5,0,6,37,0,0,0,12,11,20,72,80,32,50,68,62,15,12,12,446,0,0,16,4,7,0,6,0,0,0,0,0,0,0,0,33,0,0,0,0,8,14,30,13,13,24,14,8,12,11,0,147,0,0,0,3,0,9,20,22,4,7,7,5,0,5,4,86,0,0,0,0,5,9,29,41,7,4,11,0,0,3,10,119,37,128,390,682,322,164,142,112,38,47,29,29,31,10,146,2307,0,5,3,13,36,21,30,26,3,6,7,16,7,5,6,184,0,0,0,0,7,13,9,0,3,8,0,8,8,0,23,79,4,52,93,184,120,202,327,428,90,121,101,130,151,83,143,2229,132,517,1623,1557,917,1102,1517,1377,395,483,631,720,579,331,809,12690
CED141,3,0,0,12,15,8,16,12,0,4,3,0,3,0,3,79,3,0,11,29,122,123,168,156,28,36,50,46,8,11,19,810,0,5,3,28,10,0,4,0,0,0,0,0,0,0,6,56,0,0,3,21,17,24,11,13,0,3,3,3,3,0,4,105,0,0,0,3,5,23,52,45,14,8,12,6,11,5,5,189,0,0,0,7,10,3,7,3,0,3,0,0,0,0,3,36,121,336,881,2231,1256,1122,875,746,206,192,180,168,134,64,436,8948,3,4,5,38,83,55,82,58,23,18,37,19,18,9,20,472,0,0,0,3,12,32,10,4,4,3,3,5,3,0,3,82,14,129,193,392,445,421,327,284,65,66,81,66,68,33,170,2754,195,795,2055,3698,3036,3216,2755,2049,505,545,585,472,380,185,1073,21544
CED142,0,0,4,4,12,3,8,9,0,3,3,4,0,0,3,53,0,0,4,33,42,54,74,72,15,5,16,10,13,9,4,351,0,7,18,24,21,4,4,4,0,0,0,0,0,0,3,85,0,0,0,10,5,14,9,10,0,0,0,0,0,0,0,48,0,0,0,0,5,8,20,15,6,12,5,13,8,3,4,99,0,0,0,11,7,8,3,0,0,0,0,4,0,0,3,36,100,295,715,1498,740,486,317,248,76,78,55,78,35,15,247,4983,0,4,11,25,37,37,56,34,8,10,7,7,14,13,9,272,0,0,0,0,11,16,6,0,0,0,4,0,0,3,11,51,4,113,159,219,252,166,166,144,41,23,41,26,36,18,70,1478,149,740,1822,2603,1836,1630,1285,852,224,243,229,240,199,122,601,12775
CED143,0,0,5,16,73,149,177,191,39,42,47,73,103,78,39,1032,0,0,8,34,112,203,196,132,34,38,53,35,61,47,34,987,0,5,13,51,19,18,55,8,3,3,3,0,5,0,5,188,0,0,0,23,28,108,52,25,9,14,9,13,13,18,8,320,0,0,0,6,22,151,406,733,263,363,464,455,278,121,208,3470,0,3,0,60,73,58,45,51,25,19,18,29,35,5,14,435,18,137,384,1042,1046,1207,1470,1463,372,517,580,529,687,497,429,10378,0,0,15,77,150,195,269,233,65,85,140,164,267,215,95,1970,0,0,0,4,340,527,221,101,43,68,105,114,99,57,80,1759,9,132,212,596,1132,1507,2174,1341,457,694,861,958,1085,746,535,12439,59,487,1569,3541,5160,8801,11109,9883,3068,3993,5009,5214,5641,3643,3342,70519
CED144,4,0,6,5,16,5,3,3,3,3,0,3,3,0,0,54,0,6,7,23,54,38,58,54,18,5,15,6,3,4,8,299,0,4,40,121,50,7,11,9,3,0,0,3,0,0,8,256,0,0,0,12,4,11,14,6,0,0,11,0,0,0,0,58,0,0,0,0,9,18,27,26,3,5,4,17,6,3,9,127,0,3,0,15,106,52,34,16,3,3,3,5,3,0,7,250,85,303,1329,3716,1676,731,341,236,45,62,38,47,29,20,416,9074,0,0,6,35,57,30,59,39,20,13,11,22,22,5,17,336,0,0,0,3,65,80,33,11,5,5,3,0,0,0,22,227,9,122,506,1084,1206,419,282,142,42,54,44,47,64,23,178,4222,130,796,4133,7604,5009,2537,1784,1028,259,272,245,266,245,125,1202,25635
CED145,0,5,13,29,56,68,66,73,13,15,15,26,26,17,20,442,3,4,14,64,190,363,494,370,55,130,186,89,139,47,61,2209,0,3,12,30,26,20,57,0,0,0,0,4,0,0,4,156,8,0,4,5,39,61,18,14,9,3,8,0,6,3,3,181,0,0,0,4,13,54,92,102,30,40,31,31,24,13,34,468,0,0,4,11,46,21,15,8,3,3,3,3,11,0,6,134,109,290,667,1630,1481,1657,2200,2375,631,692,734,665,855,445,542,14973,0,7,22,83,135,189,350,269,86,86,101,138,224,114,80,1884,0,0,0,8,57,58,34,17,8,0,3,11,4,8,18,226,26,211,288,505,662,976,1159,1093,409,505,549,564,497,290,226,7960,245,869,2139,3922,4406,6510,7672,6534,1781,2144,2314,2232,2580,1405,1694,46447
CED146,0,0,6,6,36,58,48,48,9,12,14,4,5,8,5,259,0,5,0,21,66,66,49,29,10,7,0,0,4,0,5,262,0,0,27,64,30,15,18,0,4,0,0,0,0,0,4,162,0,0,3,32,68,367,263,67,18,23,14,23,31,6,26,941,0,0,0,3,32,78,102,96,15,19,30,23,16,6,21,441,0,0,0,41,100,94,52,22,0,3,3,0,6,3,14,338,33,68,170,424,242,151,123,70,15,14,23,16,30,14,94,1487,0,0,4,15,15,31,54,46,7,11,12,14,10,4,12,235,0,0,0,16,821,1890,1238,290,87,93,114,121,106,49,265,5090,3,158,279,931,1775,2256,3334,2844,923,1280,1344,1259,848,472,712,18418,78,670,3154,7600,9605,14152,14947,9096,2779,3257,3432,3031,2373,1249,3501,78924
CED147,3,5,32,52,80,103,78,62,17,12,23,22,24,7,27,547,3,9,13,88,490,1287,1615,779,98,141,168,153,121,66,127,5158,3,7,17,39,20,17,32,3,0,0,3,0,0,5,3,149,0,7,6,15,38,49,26,6,4,0,4,3,4,0,4,166,0,0,0,13,22,73,111,130,35,27,33,33,32,10,29,548,0,0,11,17,37,24,18,27,6,6,11,11,12,8,4,192,71,266,508,1165,1137,1194,1576,1813,512,574,675,726,875,495,538,12125,8,16,21,80,170,219,343,347,94,132,154,164,253,122,99,2222,0,0,0,3,76,84,42,20,8,3,6,10,4,3,8,267,109,665,1134,885,1782,1641,1707,1332,454,518,565,653,689,426,520,13080,440,1583,3069,4042,5668,7577,8315,6784,1894,2199,2554,2787,3205,1929,2304,54350
CED148,0,0,3,10,21,33,16,14,3,0,0,3,4,0,3,110,0,0,3,16,124,227,171,85,19,9,15,19,0,5,16,709,6,11,19,111,84,35,177,24,0,3,0,0,0,0,4,474,0,0,4,13,33,138,148,71,17,21,28,10,9,7,7,506,0,0,0,0,19,140,112,52,12,14,20,14,13,0,29,425,0,0,0,62,79,64,70,42,8,3,20,0,17,3,15,383,19,86,478,1282,700,576,245,88,21,34,35,21,15,3,190,3793,0,0,5,7,28,32,59,40,7,13,15,8,9,7,13,243,0,0,0,0,219,639,370,74,19,21,17,23,17,5,84,1488,4,111,191,684,1981,3110,3697,1855,372,353,394,307,250,168,513,13990,62,524,2092,4388,5604,11116,13734,6420,1513,1371,1775,1372,885,609,2096,53561
CED194,0,0,0,0,4,0,3,3,0,0,3,0,3,6,3,25,0,0,0,0,5,18,4,8,0,0,3,0,0,15,13,66,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,4,4,3,4,6,0,0,3,0,24,0,0,0,3,4,5,5,5,0,0,0,0,0,0,5,27,5,14,56,131,83,54,28,21,8,8,21,13,43,127,77,689,0,0,0,0,6,7,12,7,7,3,9,3,10,29,10,103,0,0,0,0,6,23,11,3,5,3,6,0,7,4,16,84,0,7,6,18,51,62,65,55,12,16,26,36,50,83,118,605,8,42,122,247,257,332,280,239,65,92,135,139,218,462,482,3120
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,15,3,12,0,0,0,0,0,3,0,0,3,45
