region_id,Managers_C01_M,Managers_C01_F,Managers_C01_P,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Professionals_C01_M,Professionals_C01_F,Professionals_C01_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Tech_trad_wkrs_C01_M,Tech_trad_wkrs_C01_F,Tech_trad_wkrs_C01_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Comm_pers_S_work_01_Cens_M,Comm_pers_S_work_01_Cens_F,Comm_pers_S_work_01_Cens_P,Comm_pers_S_work_06_Cens_M,Comm_pers_S_work_06_Cens_F,Comm_pers_S_work_06_Cens_P,Comm_pers_S_work_11_Cens_M,Comm_pers_S_work_11_Cens_F,Comm_pers_S_work_11_Cens_P,Cler_admin_work_C01_M,Cler_admin_work_C01_F,Cler_admin_work_C01_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Sales_workers_C01_M,Sales_workers_C01_F,Sales_workers_C01_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Mach_oper_driv_C01_M,Mach_oper_driv_C01_F,Mach_oper_driv_C01_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Labourers_C01_M,Labourers_C01_F,Labourers_C01_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Inadeq_descr_Ns_C01_M,Inadeq_descr_Ns_C01_F,Inadeq_descr_Ns_C01_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
11503,1156,503,1659,1181,551,1732,1180,546,1726,803,1049,1852,817,1169,1986,764,1243,2007,1830,286,2116,1845,326,2171,1939,302,2241,270,559,829,244,630,874,259,781,1040,293,1567,1860,266,1535,1801,290,1585,1875,391,604,995,372,593,965,359,627,986,718,94,812,765,76,841,828,60,888,626,362,988,710,395,1105,757,388,1145,105,90,195,122,76,198,108,88,196,6192,5114,11306,6322,5351,11673,6484,5620,12104
11504,1141,443,1584,1548,677,2225,1646,680,2326,682,830,1512,1104,1358,2462,1187,1538,2725,1468,220,1688,1730,307,2037,1852,315,2167,179,395,574,279,599,878,318,665,983,282,1513,1795,434,1889,2323,476,1979,2455,412,520,932,551,687,1238,539,782,1321,647,76,723,716,53,769,769,58,827,491,229,720,617,294,911,579,282,861,101,87,188,136,110,246,131,105,236,5403,4313,9716,7115,5974,13089,7497,6404,13901
11601,2937,1304,4241,2910,1526,4436,3083,1652,4735,3670,3930,7600,3981,4467,8448,4767,5206,9973,7476,1023,8499,6967,1058,8025,6896,1135,8031,1314,2405,3719,1413,2822,4235,1689,3443,5132,2713,8029,10742,2727,7357,10084,2944,7759,10703,2039,3168,5207,1922,2976,4898,2048,3085,5133,4980,858,5838,4820,674,5494,5104,680,5784,3540,2223,5763,3744,2232,5976,3776,2059,5835,652,494,1146,755,504,1259,744,531,1275,29321,23434,52755,29239,23616,52855,31051,25550,56601
11602,1849,817,2666,2476,1182,3658,3229,1637,4866,1782,1812,3594,2785,2998,5783,4229,4457,8686,3060,411,3471,3542,524,4066,4064,685,4749,556,956,1512,761,1422,2183,1045,1967,3012,971,3556,4527,1459,4327,5786,1814,5193,7007,850,1251,2101,1196,1606,2802,1479,2156,3635,1727,240,1967,2035,263,2298,2326,272,2598,1263,746,2009,1539,950,2489,1644,980,2624,260,221,481,332,248,580,388,261,649,12318,10010,22328,16125,13520,29645,20218,17608,37826
11603,1451,699,2150,1400,777,2177,1550,930,2480,1471,1678,3149,1635,2053,3688,2128,2624,4752,4812,586,5398,4517,633,5150,4616,742,5358,1010,1660,2670,993,2020,3013,1264,2599,3863,1688,4888,6576,1797,4711,6508,1905,5014,6919,1084,2087,3171,1146,2202,3348,1321,2361,3682,4723,829,5552,4854,739,5593,5383,898,6281,3051,2154,5205,3345,2270,5615,3508,2082,5590,548,381,929,566,422,988,560,364,924,19838,14962,34800,20253,15827,36080,22235,17614,39849
11701,931,490,1421,990,587,1577,1278,831,2109,1011,1082,2093,1305,1381,2686,1707,1965,3672,1965,327,2292,1912,385,2297,2008,392,2400,494,778,1272,564,946,1510,757,1143,1900,765,2281,3046,854,2188,3042,938,2369,3307,596,983,1579,664,1001,1665,718,1127,1845,1571,213,1784,1404,188,1592,1314,141,1455,1314,822,2136,1195,722,1917,1026,572,1598,216,162,378,242,182,424,246,145,391,8863,7138,16001,9130,7580,16710,9992,8685,18677
11702,1420,1130,2550,1615,1359,2974,1857,1694,3551,2992,3278,6270,3544,3932,7476,4302,4894,9196,2409,550,2959,2157,554,2711,2127,608,2735,797,1124,1921,804,1215,2019,898,1353,2251,1225,2641,3866,1213,2669,3882,1311,2712,4023,850,1154,2004,849,1026,1875,882,1019,1901,1259,257,1516,942,141,1083,847,137,984,1477,820,2297,1247,647,1894,1158,521,1679,285,219,504,309,196,505,277,187,464,12714,11173,23887,12680,11739,24419,13659,13125,26784
11703,7415,4378,11793,8934,5568,14502,10945,7305,18250,14259,10894,25153,17120,13795,30915,22551,18219,40770,4600,1298,5898,5209,1471,6680,6246,1895,8141,2972,3300,6272,3709,4071,7780,4403,5193,9596,3830,6869,10699,4357,7396,11753,5189,8655,13844,2883,3081,5964,3262,3561,6823,3697,4020,7717,1618,225,1843,1388,188,1576,1356,194,1550,2228,975,3203,2382,1124,3506,2651,1355,4006,720,489,1209,927,632,1559,1158,711,1869,40525,31509,72034,47288,37806,85094,58196,47547,105743
11801,6569,4207,10776,6676,4498,11174,7296,5062,12358,11578,10555,22133,11447,10989,22436,13001,12415,25416,3532,975,4507,2762,863,3625,3144,877,4021,1702,2852,4554,1698,2637,4335,1787,2917,4704,2211,6433,8644,1998,5469,7467,2161,5531,7692,2246,2830,5076,2114,2635,4749,2178,2688,4866,1012,97,1109,694,66,760,685,57,742,1421,570,1991,1204,452,1656,1166,424,1590,718,533,1251,756,527,1283,793,555,1348,30989,29052,60041,29349,28136,57485,32211,30526,62737
11802,4618,2814,7432,4813,3187,8000,5200,3580,8780,8053,8499,16552,8770,9707,18477,10047,11316,21363,5424,1064,6488,4956,1076,6032,4880,1091,5971,2174,2997,5171,2267,3242,5509,2438,3564,6002,2595,7605,10200,2532,6977,9509,2587,7026,9613,2233,3186,5419,2163,3010,5173,2190,2930,5120,2277,269,2546,1785,198,1983,1759,144,1903,2298,1125,3423,2165,983,3148,2052,862,2914,588,503,1091,680,436,1116,638,481,1119,30260,28062,58322,30131,28816,58947,31791,30994,62785
11901,3729,1668,5397,3855,1826,5681,4225,2070,6295,4125,4201,8326,4232,4750,8982,4995,5890,10885,8639,1046,9685,8211,1122,9333,8237,1211,9448,1427,2306,3733,1560,2821,4381,1813,3509,5322,2665,8717,11382,2803,7910,10713,3037,8186,11223,2340,3191,5531,2316,3343,5659,2416,3451,5867,4787,842,5629,4519,678,5197,4730,576,5306,3643,1968,5611,3840,1971,5811,3982,1887,5869,849,584,1433,958,610,1568,948,586,1534,32204,24523,56727,32294,25031,57325,34383,27366,61749
11902,2579,1264,3843,2653,1494,4147,2896,1594,4490,3096,3088,6184,3374,3615,6989,4185,4365,8550,6268,1017,7285,5937,991,6928,6087,1054,7141,1200,1660,2860,1370,2125,3495,1758,2743,4501,1912,5245,7157,2108,4866,6974,2288,5106,7394,1783,2463,4246,1928,2540,4468,2187,2739,4926,4009,767,4776,3778,611,4389,3981,457,4438,3610,2205,5815,3665,2028,5693,3776,1962,5738,864,535,1399,910,519,1429,825,497,1322,25321,18244,43565,25723,18789,44512,27983,20517,48500
11903,3819,1793,5612,3988,1950,5938,4125,2212,6337,5148,4976,10124,5483,5792,11275,6255,6814,13069,5590,865,6455,5533,897,6430,5557,970,6527,1310,1961,3271,1476,2462,3938,1677,3028,4705,2360,6937,9297,2492,6753,9245,2736,6840,9576,1895,2610,4505,2027,2805,4832,2169,2875,5044,2602,490,3092,2403,427,2830,2507,404,2911,2114,1371,3485,2453,1420,3873,2526,1394,3920,617,427,1044,613,507,1120,655,467,1122,25455,21430,46885,26468,23013,49481,28207,25004,53211
11904,3402,1800,5202,3720,2119,5839,4082,2327,6409,4308,4377,8685,5018,5413,10431,6101,6563,12664,5968,984,6952,5705,1010,6715,6073,1213,7286,1449,2037,3486,1670,2490,4160,2072,3177,5249,2330,6620,8950,2741,6669,9410,2919,6946,9865,2034,2826,4860,2295,3055,5350,2328,3211,5539,3435,579,4014,3230,494,3724,3330,389,3719,3016,2079,5095,3168,1935,5103,3291,1890,5181,703,461,1164,794,571,1365,740,522,1262,26645,21763,48408,28341,23756,52097,30936,26238,57174
12001,3197,1825,5022,3623,2253,5876,4205,2722,6927,3962,4281,8243,4717,5157,9874,5817,6160,11977,2813,549,3362,2712,573,3285,2882,558,3440,702,1199,1901,816,1377,2193,1027,1619,2646,1290,4247,5537,1392,4274,5666,1626,4593,6219,1336,1565,2901,1424,1621,3045,1559,1771,3330,980,136,1116,814,89,903,789,68,857,1042,467,1509,1034,400,1434,1074,429,1503,320,246,566,350,253,603,379,282,661,15642,14515,30157,16882,15997,32879,19358,18202,37560
12002,2897,2366,5263,3057,2460,5517,3249,2830,6079,5005,5683,10688,5121,5963,11084,5608,6521,12129,1909,546,2455,1580,474,2054,1543,444,1987,666,1212,1878,676,1066,1742,726,1267,1993,1074,3100,4174,1032,2758,3790,1037,2753,3790,896,1167,2063,868,1091,1959,873,1093,1966,621,84,705,453,55,508,408,34,442,802,305,1107,631,240,871,547,201,748,217,173,390,229,198,427,252,167,419,14087,14636,28723,13647,14305,27952,14243,15310,29553
12003,4117,2385,6502,4514,2773,7287,4851,3273,8124,7829,7714,15543,8533,9044,17577,10022,10720,20742,5677,1104,6781,5275,1169,6444,5828,1300,7128,1547,2438,3985,1757,2867,4624,2203,3598,5801,2706,7069,9775,3011,7059,10070,3199,7199,10398,2235,2787,5022,2649,3250,5899,2728,3191,5919,2573,431,3004,2277,301,2578,2224,265,2489,3016,1705,4721,3148,1565,4713,3308,1533,4841,706,564,1270,854,600,1454,830,575,1405,30406,26197,56603,32018,28628,60646,35193,31654,66847
12101,5373,2796,8169,5554,3393,8947,5801,3550,9351,8986,7587,16573,9808,8534,18342,10856,9824,20680,2814,693,3507,2609,677,3286,2689,780,3469,894,1770,2664,1033,1932,2965,1212,2239,3451,1925,5669,7594,1926,5304,7230,2076,5274,7350,1829,2087,3916,1892,2070,3962,1744,2023,3767,822,100,922,701,74,775,632,85,717,1008,492,1500,1068,577,1645,1014,514,1528,447,374,821,496,410,906,551,404,955,24098,21568,45666,25087,22971,48058,26575,24693,51268
12102,3256,1263,4519,3507,1597,5104,3529,1704,5233,5027,4580,9607,5604,5477,11081,6142,6095,12237,3777,716,4493,3560,718,4278,3575,739,4314,831,1742,2573,950,2033,2983,1104,2283,3387,1649,4871,6520,1623,4756,6379,1664,4556,6220,1353,1817,3170,1419,1916,3335,1361,1782,3143,1115,202,1317,971,118,1089,965,111,1076,1401,795,2196,1548,827,2375,1546,683,2229,279,208,487,301,193,494,381,222,603,18688,16194,34882,19483,17635,37118,20267,18175,38442
12103,6900,2498,9398,6736,2867,9603,7049,3205,10254,9763,7675,17438,9648,8142,17790,10260,9073,19333,2043,526,2569,1965,588,2553,2008,649,2657,811,1761,2572,864,1903,2767,1148,2334,3482,1868,5896,7764,1725,5379,7104,1875,5382,7257,1935,2304,4239,1906,2156,4062,1864,2212,4076,561,88,649,406,56,462,433,71,504,814,460,1274,949,417,1366,941,399,1340,546,415,961,509,355,864,511,361,872,25241,21623,46864,24708,21863,46571,26089,23686,49775
12104,5966,3893,9859,5863,4109,9972,5974,4410,10384,10338,8905,19243,10208,9237,19445,10993,10146,21139,2075,648,2723,2008,565,2573,2027,639,2666,961,1764,2725,1064,1824,2888,1176,1936,3112,1845,5784,7629,1816,5059,6875,1954,5078,7032,1678,1916,3594,1617,1902,3519,1621,1771,3392,474,71,545,376,37,413,373,35,408,637,341,978,671,314,985,670,277,947,459,364,823,511,376,887,575,378,953,24433,23686,48119,24134,23423,47557,25363,24670,50033
12201,2222,1198,3420,2314,1301,3615,2621,1569,4190,3289,2693,5982,3332,3060,6392,3987,3642,7629,1373,296,1669,1245,301,1546,1199,290,1489,533,909,1442,513,1004,1517,532,1074,1606,728,2152,2880,617,1926,2543,697,1951,2648,810,893,1703,747,801,1548,774,836,1610,421,55,476,310,35,345,279,30,309,479,219,698,458,200,658,441,169,610,179,161,340,168,126,294,221,147,368,10034,8576,18610,9704,8754,18458,10751,9708,20459
12202,3200,1397,4597,3207,1481,4688,3308,1560,4868,3363,3258,6621,3348,3455,6803,3545,3820,7365,3370,525,3895,3095,517,3612,3145,539,3684,642,1401,2043,629,1490,2119,776,1790,2566,798,3629,4427,692,3261,3953,786,3442,4228,1289,1663,2952,1104,1573,2677,1104,1564,2668,774,140,914,617,82,699,679,73,752,974,441,1415,1027,462,1489,1022,411,1433,248,168,416,260,185,445,275,218,493,14658,12622,27280,13979,12506,26485,14640,13417,28057
12203,6758,3041,9799,6957,3614,10571,7415,4129,11544,7613,7288,14901,8320,8529,16849,9085,9583,18668,7870,1178,9048,7559,1336,8895,7788,1338,9126,1675,3303,4978,1780,3918,5698,2003,4450,6453,2661,9601,12262,2514,8896,11410,2467,8691,11158,3113,4071,7184,3109,3929,7038,3050,3875,6925,2606,472,3078,2219,354,2573,2131,314,2445,2911,1560,4471,2961,1474,4435,2786,1264,4050,610,482,1092,588,424,1012,632,462,1094,35817,30996,66813,36007,32474,68481,37357,34106,71463
12301,1635,640,2275,1890,893,2783,2251,1128,3379,1271,1729,3000,1533,2207,3740,1916,2928,4844,2774,331,3105,3028,423,3451,3514,466,3980,557,989,1546,677,1294,1971,878,1739,2617,718,2891,3609,810,3143,3953,974,3731,4705,826,1221,2047,936,1530,2466,1030,1668,2698,1501,222,1723,1681,169,1850,1968,191,2159,935,485,1420,1166,563,1729,1299,596,1895,190,121,311,202,135,337,208,170,378,10407,8629,19036,11923,10357,22280,14038,12617,26655
12302,3712,1688,5400,3586,1821,5407,3655,1986,5641,3479,3963,7442,3725,4593,8318,4066,5292,9358,9013,1066,10079,8765,1167,9932,8362,1254,9616,1798,3244,5042,1777,3873,5650,2091,4599,6690,3045,9354,12399,3063,8778,11841,3049,8771,11820,2483,4080,6563,2382,4116,6498,2374,3980,6354,6145,1042,7187,6209,823,7032,6481,849,7330,4291,2668,6959,4521,2836,7357,4554,2593,7147,795,548,1343,799,543,1342,763,509,1272,34761,27653,62414,34827,28550,63377,35395,29833,65228
12303,1299,559,1858,1456,705,2161,1357,659,2016,835,1207,2042,949,1479,2428,1000,1649,2649,2386,349,2735,2583,388,2971,2743,446,3189,364,776,1140,352,1007,1359,398,1232,1630,398,1918,2316,402,2036,2438,429,2184,2613,475,732,1207,479,896,1375,445,993,1438,1380,168,1548,1546,127,1673,1657,120,1777,1013,555,1568,1074,647,1721,1128,631,1759,167,130,297,144,100,244,193,125,318,8317,6394,14711,8985,7385,16370,9350,8039,17389
12401,2774,1244,4018,2820,1400,4220,2709,1464,4173,4152,4786,8938,4317,5296,9613,4395,5632,10027,4023,688,4711,3915,676,4591,3901,677,4578,1289,2171,3460,1316,2405,3721,1341,2637,3978,1348,4088,5436,1275,3730,5005,1283,3723,5006,1235,1756,2991,1196,1767,2963,1047,1664,2711,1486,182,1668,1353,118,1471,1410,121,1531,1558,879,2437,1639,940,2579,1577,795,2372,260,217,477,283,183,466,279,221,500,18125,16011,34136,18114,16515,34629,17942,16934,34876
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,4122,1793,5915,4123,2130,6253,4296,2323,6619,3375,4029,7404,3574,4702,8276,3838,5486,9324,8341,1006,9347,8144,1131,9275,8156,1254,9410,1706,2726,4432,1758,3358,5116,2038,3998,6036,2401,9070,11471,2497,8820,11317,2580,9202,11782,2442,3954,6396,2282,3877,6159,2245,3900,6145,5066,709,5775,5073,487,5560,5299,570,5869,3577,1882,5459,3792,2031,5823,3695,1775,5470,633,454,1087,658,461,1119,668,452,1120,31663,25623,57286,31901,26997,58898,32815,28960,61775
12404,1245,582,1827,1172,638,1810,1153,674,1827,921,1224,2145,928,1330,2258,922,1451,2373,2562,335,2897,2599,410,3009,2700,439,3139,502,863,1365,553,1044,1597,611,1202,1813,575,2191,2766,477,1982,2459,506,2053,2559,553,911,1464,509,931,1440,536,1022,1558,1350,218,1568,1414,165,1579,1489,168,1657,1094,661,1755,1109,695,1804,1068,636,1704,168,148,316,169,131,300,190,107,297,8970,7133,16103,8930,7326,16256,9175,7752,16927
12405,1268,521,1789,1281,689,1970,1282,728,2010,1048,1204,2252,1029,1385,2414,1096,1629,2725,3593,384,3977,3330,434,3764,3311,437,3748,601,1053,1654,602,1372,1974,675,1656,2331,1130,3754,4884,1084,3458,4542,1125,3701,4826,942,1640,2582,877,1559,2436,832,1562,2394,2708,428,3136,2716,347,3063,2923,362,3285,1704,923,2627,1839,1024,2863,1873,906,2779,265,199,464,304,253,557,298,200,498,13259,10106,23365,13062,10521,23583,13415,11181,24596
12501,1063,476,1539,1491,714,2205,1930,979,2909,1535,1402,2937,2237,2030,4267,3132,2930,6062,2754,377,3131,3007,473,3480,3618,582,4200,544,732,1276,665,1016,1681,993,1448,2441,923,2235,3158,1132,2464,3596,1431,2752,4183,743,901,1644,1064,1070,2134,1247,1335,2582,1923,396,2319,1891,316,2207,2068,294,2362,1784,1147,2931,1940,1226,3166,2306,1416,3722,415,260,675,508,300,808,558,352,910,11684,7926,19610,13935,9609,23544,17283,12088,29371
12502,2186,975,3161,2201,1076,3277,2335,1259,3594,3318,2935,6253,3342,3235,6577,3784,3670,7454,2853,442,3295,2747,440,3187,2770,512,3282,539,1004,1543,552,1233,1785,693,1434,2127,1129,3690,4819,1083,3311,4394,1206,3466,4672,1091,1379,2470,1005,1361,2366,1047,1335,2382,1116,205,1321,1042,154,1196,1047,141,1188,1039,600,1639,1082,625,1707,1099,644,1743,288,243,531,287,211,498,343,217,560,13559,11473,25032,13341,11646,24987,14324,12678,27002
12503,2595,1183,3778,2663,1304,3967,3023,1546,4569,2839,3142,5981,3136,3585,6721,3894,4616,8510,7150,931,8081,6808,883,7691,7154,978,8132,1131,1966,3097,1137,2341,3478,1532,2942,4474,2156,6659,8815,2240,6242,8482,2586,6572,9158,1845,2688,4533,1791,2815,4606,1993,2745,4738,4552,746,5298,4222,569,4791,4458,574,5032,3472,1980,5452,3737,1934,5671,3770,1811,5581,756,471,1227,768,514,1282,852,510,1362,26496,19766,46262,26502,20187,46689,29262,22294,51556
12504,3599,1512,5111,3767,1861,5628,4221,2080,6301,5565,5322,10887,6651,6352,13003,8737,7661,16398,5700,872,6572,5595,944,6539,5747,1083,6830,1390,2089,3479,1546,2403,3949,1839,3038,4877,2485,6933,9418,2838,6742,9580,3331,7144,10475,2048,2444,4492,2371,2478,4849,2412,2674,5086,2888,424,3312,2879,331,3210,3265,408,3673,2551,1478,4029,2961,1500,4461,3097,1554,4651,549,406,955,650,425,1075,720,478,1198,26775,21480,48255,29258,23036,52294,33369,26120,59489
12601,2123,842,2965,2097,998,3095,2121,1098,3219,3803,3285,7088,3959,3571,7530,4315,3927,8242,1398,321,1719,1270,327,1597,1348,320,1668,398,801,1199,436,874,1310,492,980,1472,827,2619,3446,834,2307,3141,913,2373,3286,813,1027,1840,744,955,1699,785,892,1677,416,69,485,364,42,406,316,50,366,525,260,785,590,282,872,545,273,818,169,137,306,175,138,313,187,153,340,10472,9361,19833,10469,9494,19963,11022,10066,21088
12602,5088,2514,7602,5124,2740,7864,5413,3055,8468,7879,7289,15168,8243,8020,16263,9551,9248,18799,5356,1079,6435,4815,1004,5819,4827,1026,5853,1235,2259,3494,1333,2494,3827,1589,2885,4474,2403,7520,9923,2406,7029,9435,2641,7056,9697,2264,2853,5117,2058,2753,4811,2216,2646,4862,1842,246,2088,1532,189,1721,1490,185,1675,2050,1228,3278,2160,1213,3373,2041,1004,3045,518,406,924,572,436,1008,660,461,1121,28635,25394,54029,28243,25878,54121,30428,27566,57994
12701,2008,928,2936,2119,1089,3208,2296,1199,3495,1286,1594,2880,1472,1960,3432,1784,2490,4274,4347,534,4881,4527,577,5104,4748,625,5373,534,1139,1673,598,1436,2034,759,1828,2587,1079,4015,5094,1133,3917,5050,1282,4408,5690,995,1573,2568,1075,1661,2736,1157,2016,3173,3021,507,3528,3109,428,3537,3385,454,3839,2233,1439,3672,2452,1480,3932,2490,1408,3898,472,297,769,522,358,880,522,319,841,15975,12026,28001,17007,12906,29913,18423,14747,33170
12702,3181,1488,4669,3196,1660,4856,3287,1780,5067,3141,3301,6442,3391,3787,7178,3827,4570,8397,9774,1309,11083,9171,1332,10503,8892,1376,10268,1243,2259,3502,1350,2916,4266,1686,3885,5571,2220,7693,9913,2521,7202,9723,2675,7206,9881,2414,3523,5937,2327,3678,6005,2339,3813,6152,6906,1394,8300,6699,1098,7797,6904,1137,8041,6105,3678,9783,6072,3730,9802,5880,3645,9525,1269,836,2105,1298,808,2106,1242,779,2021,36253,25481,61734,36025,26211,62236,36732,28191,64923
12703,2517,1077,3594,2557,1209,3766,2736,1408,4144,2554,2706,5260,2857,3295,6152,3349,4114,7463,5635,662,6297,5623,807,6430,5913,787,6700,1622,1736,3358,1530,2077,3607,1894,2552,4446,1684,5540,7224,1794,5330,7124,2017,5663,7680,1324,2064,3388,1331,2148,3479,1428,2258,3686,3270,505,3775,3300,468,3768,3657,484,4141,2459,1530,3989,2552,1589,4141,2615,1465,4080,517,373,890,554,364,918,581,394,975,21582,16193,37775,22098,17287,39385,24190,19125,43315
12801,4971,2042,7013,5141,2304,7445,5309,2569,7878,5066,5211,10277,5115,5877,10992,5392,6745,12137,6440,859,7299,6093,893,6986,6301,903,7204,1614,2554,4168,1642,2874,4516,1921,3436,5357,2013,7478,9491,1902,6942,8844,2053,7347,9400,2308,3229,5537,2215,3284,5499,2131,3191,5322,2242,282,2524,1967,165,2132,1934,154,2088,2046,960,3006,2188,912,3100,2040,820,2860,522,351,873,483,385,868,483,344,827,27222,22966,50188,26746,23636,50382,27564,25509,53073
12802,5284,1865,7149,5201,2252,7453,5080,2424,7504,5342,5829,11171,5490,6400,11890,5760,7067,12827,7558,949,8507,6985,991,7976,6958,947,7905,1557,2697,4254,1625,3201,4826,1778,3495,5273,2642,8903,11545,2543,8415,10958,2527,8223,10750,2360,3653,6013,2260,3469,5729,2142,3268,5410,2507,367,2874,2227,167,2394,2120,155,2275,2012,908,2920,2313,1002,3315,2142,858,3000,495,393,888,475,324,799,462,284,746,29757,25564,55321,29119,26221,55340,28969,26721,55690
19797,57,13,70,14,6,20,60,25,85,132,29,161,46,5,51,59,81,140,258,23,281,24,0,24,73,16,89,159,60,219,8,3,11,20,61,81,24,20,44,3,7,10,20,82,102,3,0,3,3,12,15,16,36,52,65,3,68,83,0,83,79,3,82,77,6,83,37,0,37,53,24,77,11,0,11,6,0,6,8,9,17,786,154,940,224,33,257,388,337,725
