region_id,Ot_ty_Ed_Ins_Pt_st_C01_P,Ot_ty_Ed_Ins_Pt_st_C06_M,Ot_ty_Ed_Ins_Pt_st_C06_F,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,O_t_E_I_F_P_s_s_ns_C01_M,O_t_E_I_F_P_s_s_ns_C01_F,O_t_E_I_F_P_s_s_ns_C01_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,Oth_ty_Edu_Ins_Tot_C01_M,Oth_ty_Edu_Ins_Tot_C01_F,Oth_ty_Edu_Ins_Tot_C01_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Type_Educ_Insti_ns_C01_M,Type_Educ_Insti_ns_C01_F,Type_Educ_Insti_ns_C01_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,OS_vis_C01_M,OS_vis_C01_F,OS_vis_C01_P,OS_vis_C06_M,OS_vis_C06_F,OS_vis_C06_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,Tot_C01_M,Tot_C01_F,Tot_C01_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P
10601,308,81,163,244,109,211,320,3,3,6,0,6,6,6,5,11,158,259,417,145,220,365,156,260,416,2287,1904,4191,3028,2669,5697,3156,2575,5731,118,135,253,105,109,214,119,134,253,11291,11161,22452,12000,11560,23560,12276,12048,24324
10602,190,57,156,213,77,166,243,0,0,0,4,3,7,3,3,6,82,177,259,86,223,309,120,210,330,656,721,1377,1818,1914,3732,1774,1749,3523,35,48,83,44,55,99,49,47,96,7401,7556,14957,8878,9284,18162,9528,9848,19376
10603,306,48,169,217,64,209,273,3,3,6,0,7,7,3,7,10,147,251,398,73,209,282,98,260,358,1294,1216,2510,2144,2242,4386,2243,2309,4552,119,101,220,122,131,253,86,131,217,8436,8436,16872,9213,9342,18555,9362,9908,19270
10604,86,28,64,92,24,75,99,0,0,0,0,0,0,0,3,3,30,69,99,32,73,105,28,86,114,922,568,1490,1263,982,2245,1439,1068,2507,34,35,69,53,42,95,53,57,110,4249,4054,8303,4384,4193,8577,4572,4304,8876
10701,273,63,179,242,71,181,252,5,5,10,5,5,10,4,4,8,129,234,363,93,221,314,118,228,346,1333,1386,2719,2694,2788,5482,2180,2264,4444,53,85,138,81,82,163,79,107,186,10192,10083,20275,10658,10753,21411,10355,10688,21043
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
10703,272,81,152,233,95,232,327,6,7,13,0,4,4,3,6,9,113,231,344,104,203,307,126,289,415,1285,1382,2667,2533,2683,5216,2035,2089,4124,58,103,161,71,88,159,65,90,155,11513,11437,22950,12293,12418,24711,11990,12532,24522
10704,584,172,312,484,186,352,538,3,0,3,8,12,20,3,9,12,307,448,755,238,389,627,287,460,747,2397,2452,4849,4120,4020,8140,3585,3457,7042,533,583,1116,470,554,1024,600,565,1165,18124,18191,36315,19206,19106,38312,20618,20194,40812
10801,85,18,52,70,16,53,69,0,0,0,0,3,3,3,0,3,44,72,116,21,77,98,22,68,90,407,424,831,1080,1173,2253,1101,1206,2307,43,58,101,36,43,79,39,49,88,3179,3301,6480,3626,3871,7497,3628,3934,7562
10802,194,45,105,150,43,100,143,0,4,4,10,5,15,3,4,7,75,183,258,73,133,206,59,145,204,896,971,1867,2125,1931,4056,2043,1704,3747,46,59,105,65,88,153,46,66,112,6194,6532,12726,6906,6819,13725,6652,6652,13304
10803,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,3,3,0,4,4,13,9,22,3,5,8,0,0,0,6,12,18,8,6,14,35,32,67,41,45,86,31,33,64
10804,346,68,149,217,84,200,284,3,3,6,3,3,6,3,8,11,125,286,411,87,170,257,110,253,363,938,1115,2053,2179,2491,4670,2147,2227,4374,149,188,337,145,173,318,117,129,246,8240,8837,17077,9203,9905,19108,9403,10140,19543
10805,174,50,123,173,47,109,156,0,3,3,0,4,4,4,0,4,89,157,246,63,157,220,69,145,214,846,815,1661,1558,1604,3162,1626,1689,3315,43,67,110,31,67,98,51,57,108,6515,6684,13199,6785,7221,14006,6661,7091,13752
10901,246,55,128,183,69,150,219,0,4,4,3,9,12,6,6,12,97,197,294,80,171,251,120,184,304,1105,1107,2212,2096,1975,4071,1861,1826,3687,79,86,165,89,104,193,73,80,153,8417,8875,17292,8738,9458,18196,8463,9424,17887
10902,50,8,17,25,9,23,32,3,0,3,0,0,0,0,0,0,25,38,63,15,20,35,13,34,47,375,327,702,584,489,1073,573,449,1022,19,16,35,31,19,50,53,30,83,1928,1777,3705,1995,1853,3848,1885,1747,3632
10903,115,28,78,106,37,74,111,0,0,0,0,4,4,3,0,3,43,101,144,37,93,130,55,87,142,914,872,1786,1432,1410,2842,1454,1412,2866,37,32,69,47,52,99,46,49,95,5363,5451,10814,5499,5704,11203,5234,5507,10741
11001,139,24,76,100,23,75,98,0,0,0,3,0,3,0,0,0,81,113,194,34,92,126,43,86,129,592,635,1227,1126,1196,2322,1174,1281,2455,97,145,242,102,119,221,175,193,368,6477,7134,13611,6513,7315,13828,6547,7239,13786
11002,105,29,74,103,23,85,108,3,0,3,0,6,6,0,3,3,47,95,142,38,97,135,32,104,136,893,779,1672,1301,1244,2545,1337,1230,2567,59,77,136,32,58,90,43,49,92,5140,5296,10436,5275,5541,10816,5094,5327,10421
11003,89,23,62,85,20,65,85,0,0,0,0,0,0,0,0,0,32,71,103,30,74,104,26,78,104,734,689,1423,1376,1268,2644,1269,1102,2371,52,21,73,24,27,51,72,32,104,4148,4146,8294,4104,4092,8196,3852,3833,7685
11004,279,59,157,216,85,163,248,0,3,3,3,3,6,3,0,3,147,245,392,93,201,294,128,198,326,1283,1275,2558,2510,2550,5060,2790,2704,5494,132,149,281,94,100,194,97,71,168,10617,10905,21522,10864,11154,22018,11097,11445,22542
11101,485,125,267,392,154,260,414,0,4,4,7,9,16,3,0,3,211,374,585,151,335,486,191,338,529,1690,1777,3467,3259,3569,6828,2673,2911,5584,117,153,270,103,148,251,125,165,290,15789,16197,31986,16533,16882,33415,15754,16559,32313
11102,300,56,151,207,77,175,252,0,6,6,6,6,12,3,7,10,134,244,378,91,197,288,120,229,349,1233,1223,2456,1952,2078,4030,1732,1715,3447,60,104,164,100,122,222,76,73,149,9431,9415,18846,9645,9922,19567,9556,9765,19321
11103,763,183,348,531,216,409,625,5,8,13,9,7,16,6,4,10,334,614,948,260,475,735,320,556,876,2869,3182,6051,5544,5477,11021,5074,4891,9965,407,489,896,475,501,976,549,535,1084,21217,22272,43489,23071,23685,46756,24097,24620,48717
11201,428,83,281,364,117,248,365,3,7,10,3,3,6,5,0,5,152,368,520,122,331,453,158,320,478,1548,1532,3080,2900,3009,5909,2488,2358,4846,771,777,1548,514,625,1139,557,639,1196,10876,11102,21978,11304,12066,23370,10793,11573,22366
11202,292,78,201,279,93,181,274,4,5,9,3,6,9,3,8,11,147,235,382,109,266,375,130,246,376,1369,1343,2712,2067,2171,4238,2134,2058,4192,137,209,346,146,174,320,119,160,279,10425,11169,21594,10510,11464,21974,10202,11123,21325
11203,279,82,202,284,107,228,335,6,6,12,0,4,4,9,0,9,161,229,390,105,246,351,162,314,476,1329,1532,2861,3253,3420,6673,2905,3237,6142,253,306,559,260,308,568,265,340,605,9262,9687,18949,11351,12044,23395,11552,12930,24482
11301,131,35,95,130,44,95,139,3,0,3,0,0,0,3,3,6,61,97,158,56,109,165,72,131,203,1115,1042,2157,2073,1775,3848,1980,1878,3858,94,79,173,137,126,263,180,111,291,7061,6853,13914,7465,7187,14652,7358,7358,14716
11302,46,15,49,64,8,27,35,0,0,0,0,0,0,0,0,0,18,48,66,15,61,76,18,39,57,528,367,895,654,509,1163,571,438,1009,42,20,62,16,11,27,34,22,56,2282,2091,4373,2124,2075,4199,2055,1963,4018
11303,327,76,158,234,100,200,300,3,3,6,6,6,12,5,5,10,264,312,576,199,211,410,248,255,503,1913,1364,3277,3103,2573,5676,3181,2501,5682,111,139,250,95,111,206,107,109,216,13892,13719,27611,14331,14352,28683,14335,14651,28986
11401,350,86,199,285,101,247,348,4,8,12,3,3,6,5,3,8,144,286,430,124,242,366,146,310,456,1764,1781,3545,3098,3296,6394,3729,3360,7089,110,133,243,108,128,236,111,150,261,11614,12022,23636,12421,12904,25325,12906,13144,26050
11402,170,61,137,198,55,136,191,4,5,9,0,6,6,0,3,3,71,163,234,76,163,239,86,164,250,883,907,1790,1405,1621,3026,1145,1289,2434,76,128,204,86,114,200,136,127,263,6235,6505,12740,6275,6880,13155,6086,6681,12767
11501,653,182,321,503,209,401,610,3,4,7,4,9,13,7,11,18,355,502,857,303,517,820,327,576,903,1630,1920,3550,2479,2676,5155,2115,2285,4400,333,475,808,361,547,908,452,660,1112,19323,19877,39200,20776,21468,42244,21596,21989,43585
11502,131,25,68,93,25,70,95,0,0,0,3,0,3,0,0,0,60,99,159,37,80,117,38,92,130,497,511,1008,695,756,1451,453,544,997,77,78,155,95,80,175,59,66,125,4080,4126,8206,4067,4064,8131,3896,4010,7906
11503,102,21,64,85,38,69,107,0,0,0,0,0,0,0,0,0,45,82,127,25,77,102,44,86,130,722,680,1402,888,829,1717,876,757,1633,16,34,50,39,41,80,40,42,82,3980,3954,7934,4317,3995,8312,4067,3864,7931
11504,86,30,78,108,35,81,116,3,0,3,3,0,3,0,3,3,33,65,98,42,92,134,46,105,151,457,428,885,705,733,1438,672,622,1294,33,55,88,30,62,92,45,76,121,2764,2852,5616,4307,4181,8488,4760,4698,9458
11601,566,173,355,528,263,414,677,8,7,15,14,17,31,8,14,22,339,464,803,291,492,783,475,663,1138,2457,2505,4962,4384,4369,8753,3805,3715,7520,221,311,532,306,393,699,324,501,825,17926,17758,35684,18809,18954,37763,19450,19936,39386
11602,237,94,162,256,124,242,366,4,3,7,4,3,7,3,8,11,125,194,319,181,236,417,232,368,600,1532,1017,2549,2649,1840,4489,2168,1431,3599,148,169,317,210,273,483,264,421,685,7757,7246,15003,10819,10106,20925,13005,12497,25502
11603,363,103,172,275,156,255,411,8,6,14,14,11,25,11,13,24,186,311,497,177,257,434,273,407,680,3144,3137,6281,4803,4832,9635,4314,4214,8528,133,203,336,153,265,418,195,324,519,16299,16112,32411,17669,17704,35373,18212,18257,36469
11701,208,50,85,135,85,127,212,0,3,3,3,3,6,9,0,9,117,204,321,83,128,211,163,195,358,1215,1233,2448,1648,1715,3363,1601,1520,3121,148,177,325,165,176,341,218,275,493,5279,5314,10593,5671,5659,11330,6257,6223,12480
11702,465,128,217,345,125,198,323,3,0,3,4,10,14,7,4,11,275,380,655,187,293,480,227,283,510,2002,1910,3912,2574,2330,4904,2147,1767,3914,268,277,545,237,284,521,216,247,463,7323,7741,15064,7381,7652,15033,7470,7611,15081
11703,1734,592,829,1421,777,951,1728,12,11,23,19,11,30,29,27,56,1231,1543,2774,1247,1592,2839,1699,2119,3818,14345,11610,25955,24492,18908,43400,16031,12371,28402,8160,7417,15577,7001,6467,13468,7791,7275,15066,36483,34169,70652,45919,41723,87642,41750,39770,81520
11801,1323,298,516,814,283,489,772,4,12,16,3,12,15,3,10,13,697,1047,1744,420,705,1125,425,699,1124,5625,6143,11768,9514,8859,18373,6916,6700,13616,1479,1653,3132,1372,1466,2838,1055,1298,2353,17980,19957,37937,20809,21486,42295,19311,20495,39806
11802,997,235,425,660,255,480,735,14,11,25,14,15,29,4,6,10,618,817,1435,398,593,991,456,715,1171,4866,4162,9028,7511,5889,13400,6664,5212,11876,1361,1556,2917,1186,1302,2488,1243,1346,2589,21442,20935,42377,22777,21481,44258,24422,23245,47667
11901,720,215,424,639,260,465,725,8,7,15,27,23,50,15,11,26,436,581,1017,371,602,973,469,723,1192,3813,3999,7812,6562,6647,13209,6432,6243,12675,300,379,679,285,363,648,330,481,811,21537,21409,42946,24097,24290,48387,26308,26575,52883
11902,767,189,396,585,318,452,770,20,17,37,19,13,32,15,14,29,578,678,1256,372,578,950,678,778,1456,4484,4532,9016,6338,5915,12253,5768,5326,11094,406,496,902,362,483,845,365,526,891,19114,18431,37545,20224,19533,39757,21563,20472,42035
11903,680,192,389,581,202,417,619,7,10,17,7,13,20,4,10,14,422,546,968,294,495,789,388,614,1002,2496,2780,5276,3930,4048,7978,3212,3339,6551,401,528,929,357,517,874,491,731,1222,16024,16106,32130,17668,18046,35714,17962,18467,36429
11904,732,190,336,526,293,414,707,13,15,28,21,13,34,12,15,27,507,615,1122,386,484,870,599,695,1294,3664,4002,7666,5861,5752,11613,4849,4653,9502,509,559,1068,460,558,1018,532,687,1219,16167,16494,32661,18733,18526,37259,19189,18936,38125
12001,432,115,220,335,126,277,403,0,3,3,0,4,4,0,5,5,221,323,544,149,290,439,173,393,566,1519,1690,3209,2740,2795,5535,2616,2497,5113,211,297,508,215,311,526,262,412,674,7932,8356,16288,9353,9875,19228,10773,11345,22118
12002,641,145,276,421,118,225,343,0,3,3,3,4,7,3,3,6,293,484,777,179,332,511,148,268,416,1417,1459,2876,2205,2143,4348,1539,1527,3066,340,393,733,223,302,525,246,290,536,6238,7172,13410,6518,7295,13813,6591,7375,13966
12003,1058,313,510,823,346,567,913,15,18,33,18,15,33,17,19,36,807,1072,1879,576,790,1366,808,971,1779,3861,3896,7757,6401,5983,12384,5426,4988,10414,812,950,1762,768,943,1711,735,944,1679,20619,20794,41413,23292,23124,46416,23123,23161,46284
12101,1042,268,448,716,231,424,655,3,7,10,8,7,15,9,10,19,519,830,1349,369,623,992,354,563,917,2256,2489,4745,3535,3573,7108,2506,2624,5130,622,826,1448,671,911,1582,774,880,1654,13985,14824,28809,15751,16187,31938,15906,16451,32357
12102,566,162,308,470,161,299,460,8,9,17,0,4,4,11,8,19,301,402,703,203,375,578,237,389,626,1165,1304,2469,1766,1972,3738,1515,1510,3025,215,318,533,219,298,517,306,450,756,10684,11422,22106,11186,11896,23082,11753,12353,24106
12103,777,183,324,507,168,365,533,7,14,21,11,4,15,3,4,7,380,579,959,251,381,632,239,439,678,1407,1713,3120,1966,2329,4295,2058,2314,4372,504,695,1199,464,620,1084,569,668,1237,17294,18517,35811,17124,18104,35228,18731,19679,38410
12104,1256,265,499,764,245,424,669,3,3,6,3,13,16,4,11,15,542,936,1478,348,637,985,340,547,887,2440,2833,5273,4260,4506,8766,3653,3698,7351,948,1041,1989,799,816,1615,698,802,1500,11024,12701,23725,12253,13512,25765,12498,13476,25974
12201,398,83,183,266,85,171,256,3,5,8,0,7,7,5,3,8,199,325,524,143,244,387,134,221,355,1440,1359,2799,1779,1820,3599,1390,1327,2717,546,497,1043,466,459,925,351,370,721,5854,5892,11746,6235,6333,12568,6173,6412,12585
12202,406,70,208,278,97,191,288,0,3,3,3,0,3,0,12,12,164,310,474,92,259,351,128,240,368,1377,1594,2971,2023,1948,3971,1350,1431,2781,197,231,428,198,223,421,182,191,373,7789,8051,15840,8341,8420,16761,8239,8524,16763
12203,1037,254,497,751,284,543,827,11,4,15,12,12,24,6,7,13,500,805,1305,381,652,1033,397,683,1080,2773,2833,5606,4470,4352,8822,3305,3473,6778,563,663,1226,548,722,1270,498,656,1154,17976,18238,36214,20282,20226,40508,20708,21097,41805
12301,169,58,130,188,67,166,233,3,0,3,6,3,9,0,7,7,58,137,195,86,159,245,95,205,300,599,602,1201,1127,1284,2411,1086,1074,2160,61,84,145,49,74,123,51,76,127,5843,6041,11884,7044,7484,14528,8024,8544,16568
12302,682,178,362,540,210,424,634,5,7,12,12,19,31,9,13,22,354,551,905,240,475,715,330,578,908,3874,4078,7952,6299,6414,12713,5336,5619,10955,236,341,577,201,264,465,224,283,507,25252,25005,50257,24685,25172,49857,23499,24474,47973
12303,141,30,120,150,41,115,156,0,0,0,0,0,0,0,0,0,54,116,170,40,141,181,73,146,219,610,614,1224,1138,1114,2252,994,995,1989,85,73,158,59,73,132,25,39,64,5217,5109,10326,5695,5624,11319,5574,5664,11238
12401,516,120,276,396,130,262,392,3,9,12,3,5,8,4,0,4,237,415,652,179,353,532,186,317,503,1176,1253,2429,1981,2193,4174,2169,2200,4369,294,347,641,284,338,622,227,268,495,11753,12057,23810,11460,11996,23456,11575,12150,23725
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
12403,635,157,328,485,188,385,573,5,6,11,12,9,21,7,4,11,302,475,777,218,411,629,261,492,753,2687,2921,5608,3768,4075,7843,3482,3754,7236,164,203,367,151,210,361,156,193,349,18365,18909,37274,18589,19236,37825,18846,19788,38634
12404,171,36,85,121,42,102,144,5,0,5,0,0,0,0,3,3,82,135,217,45,101,146,69,127,196,1319,865,2184,1953,1543,3496,1583,1222,2805,55,66,121,56,62,118,49,59,108,5957,5615,11572,6143,5958,12101,5748,5692,11440
12405,232,44,103,147,56,153,209,0,3,3,0,4,4,0,3,3,112,173,285,73,147,220,79,218,297,1164,1182,2346,2062,2081,4143,1795,1750,3545,58,91,149,76,100,176,50,82,132,8313,8332,16645,8366,8462,16828,7912,8263,16175
12501,411,173,231,404,241,347,588,8,10,18,6,13,19,20,22,42,318,370,688,349,401,750,643,669,1312,3636,2204,5840,5924,3884,9808,5006,3257,8263,290,244,534,306,351,657,342,485,827,11563,9597,21160,14699,12325,27024,15083,13040,28123
12502,377,98,192,290,100,192,292,4,10,14,4,0,4,10,7,17,210,270,480,151,236,387,157,283,440,1228,1190,2418,1838,1844,3682,1496,1567,3063,190,273,463,198,302,500,262,340,602,8602,8669,17271,9146,9182,18328,9611,9603,19214
12503,585,206,301,507,227,388,615,15,13,28,14,12,26,13,22,35,396,487,883,321,484,805,435,677,1112,3801,3521,7322,6219,5689,11908,5984,5657,11641,273,294,567,231,319,550,264,360,624,18762,18023,36785,20922,20372,41294,22553,22506,45059
12504,884,269,369,638,374,530,904,10,16,26,3,13,16,16,12,28,505,709,1214,428,552,980,701,885,1586,4077,3712,7789,5828,4836,10664,5463,4611,10074,556,536,1092,721,808,1529,961,1182,2143,17485,16585,34070,19856,18000,37856,21013,20127,41140
12601,320,83,134,217,88,113,201,3,3,6,3,5,8,3,4,7,166,240,406,119,181,300,117,156,273,490,561,1051,958,933,1891,561,584,1145,208,272,480,170,252,422,211,286,497,6621,7011,13632,7006,7224,14230,6921,7275,14196
12602,954,216,378,594,240,401,641,3,6,9,3,9,12,5,13,18,519,721,1240,305,494,799,391,569,960,2250,2580,4830,4528,4442,8970,3314,3280,6594,763,922,1685,845,1098,1943,913,1218,2131,18101,18124,36225,20033,19880,39913,20014,20205,40219
12701,305,93,179,272,76,210,286,3,0,3,6,11,17,10,10,20,147,234,381,138,228,366,152,303,455,1881,1869,3750,3487,3597,7084,3274,3287,6561,107,145,252,79,114,193,92,155,247,11325,11393,22718,13403,13453,26856,14084,14333,28417
12702,1075,282,530,812,273,555,828,22,26,48,38,61,99,27,32,59,699,878,1577,507,896,1403,626,1060,1686,4846,4678,9524,7610,7282,14892,6523,6502,13025,265,311,576,239,291,530,277,331,608,27445,26906,54351,28120,28314,56434,28273,29014,57287
12703,526,135,230,365,157,290,447,10,6,16,19,26,45,9,12,21,397,451,848,277,390,667,302,478,780,2472,2378,4850,4817,4692,9509,4512,4502,9014,172,242,414,129,214,343,222,363,585,13794,13586,27380,16122,16293,32415,17671,18228,35899
12801,664,148,303,451,184,315,499,3,3,6,0,7,7,3,8,11,322,486,808,186,360,546,233,397,630,1824,2023,3847,3737,3751,7488,2697,2776,5473,227,306,533,260,267,527,230,270,500,13144,13593,26737,14584,14980,29564,14244,15011,29255
12802,638,167,329,496,170,317,487,3,8,11,3,9,12,0,4,4,311,478,789,214,414,628,222,382,604,1407,1537,2944,2227,2424,4651,1935,2149,4084,159,237,396,129,173,302,157,185,342,16523,16225,32748,16013,15978,31991,15831,15910,31741
19797,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,3,0,3,4,3,7,202,46,248,35,21,56,186,182,368,78,69,147,35,38,73,70,97,167,364,185,549,95,94,189,339,358,697
