SA4_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
111,372,93,202,19,689,221,54,105,15,400,214,84,412,30,739,156,41,563,16,771,1507,204,1038,88,2837,863,295,1736,74,2966,5623,661,1936,139,8364,3009,1168,1958,204,6346,3806,2038,2062,191,8098,3390,2680,1506,169,7744,2020,2760,1084,103,5965,2170,3002,832,91,6093,4304,6247,1036,125,11713,2759,5194,407,64,8424,1565,3553,130,37,5285,901,2184,159,12,3250,1673,4525,157,14,6367,2393,4594,1486,71,8541,620,353,304,41,1309,37578,39725,17101,1501,95901
112,263,72,129,7,472,202,31,93,7,334,179,80,302,17,583,97,40,443,0,589,1272,199,881,41,2384,814,293,1460,48,2615,4622,642,1498,105,6869,2560,1026,1431,135,5146,3104,2008,1408,126,6650,2803,2130,954,100,5995,1501,2010,592,38,4142,1594,1939,436,53,4029,2524,3412,482,43,6463,1284,2191,166,21,3665,650,1292,45,5,1989,337,739,68,3,1144,782,1368,53,5,2213,1734,2900,1150,69,5861,597,212,281,24,1120,26928,22588,11888,862,62258
113,208,61,78,9,351,116,28,44,11,199,90,49,186,8,331,68,20,280,9,384,747,132,437,30,1347,365,162,771,21,1329,2237,357,696,65,3348,1199,644,770,64,2675,1633,1107,666,81,3485,1627,1388,503,74,3590,955,1330,345,32,2664,1064,1373,261,35,2731,1861,2619,278,50,4802,978,1800,113,24,2918,542,1082,42,6,1678,280,632,54,0,959,555,1041,47,12,1654,1176,2177,571,34,3953,448,201,212,22,879,16142,16193,6351,586,39273
114,267,28,88,4,391,163,20,53,3,244,140,44,177,9,371,94,26,256,9,383,1012,109,442,11,1576,566,154,678,26,1425,3417,358,774,56,4606,1793,596,812,66,3268,2145,1061,721,71,4001,1901,1262,469,30,3661,1018,1175,287,33,2508,976,1109,230,14,2334,1611,2062,310,26,4010,883,1403,96,20,2403,490,848,31,0,1370,306,526,34,3,871,680,1020,50,6,1755,1334,1956,649,21,3966,428,149,159,13,752,19229,13898,6328,421,39882
115,600,128,175,14,917,240,46,67,11,357,157,72,138,8,376,64,52,122,7,250,692,115,226,16,1042,360,239,312,20,935,1619,350,392,22,2386,1216,637,475,40,2373,1716,1097,609,56,3478,1464,1416,534,40,3457,963,1635,483,40,3114,1019,1866,416,40,3336,2121,4702,729,69,7619,1537,4233,364,46,6171,1053,3657,206,19,4943,766,3227,201,11,4206,1816,9076,268,28,11189,1132,4224,627,19,6006,290,293,89,7,690,18818,37064,6440,522,62850
116,821,253,299,26,1399,212,92,124,14,437,185,172,456,23,832,127,128,587,11,855,1029,422,933,57,2431,611,683,1389,39,2719,2768,1103,1592,127,5596,1437,1842,1599,129,5004,1834,2928,1731,129,6617,1765,3556,1361,159,6843,1264,3608,1009,104,5982,1371,3839,832,115,6154,2918,8327,1222,182,12647,1819,6030,601,99,8549,1040,4195,239,49,5522,562,2773,209,27,3572,799,4571,206,39,5612,1167,4561,1261,96,7083,416,466,433,45,1352,22131,49547,16065,1460,89208
117,762,110,221,179,1269,172,43,81,38,337,173,66,249,34,514,134,41,229,39,444,721,148,422,92,1380,468,232,535,78,1309,1644,396,602,144,2781,1110,549,708,198,2573,1690,903,764,243,3600,1783,949,623,210,3566,1519,995,576,157,3248,1765,1044,431,139,3380,4494,2400,726,298,7926,3742,2057,296,161,6252,3095,1760,143,92,5087,2552,1662,298,67,4567,6911,4990,254,134,12291,2872,2095,729,87,5781,323,147,159,32,658,35920,20590,8052,2406,66970
118,462,113,195,103,865,159,27,81,28,297,129,43,151,38,364,56,28,168,20,273,533,69,291,42,934,304,146,438,48,932,1156,201,464,80,1904,907,397,599,92,1998,1231,645,735,146,2757,1353,786,646,133,2914,969,867,596,102,2535,1198,967,452,92,2705,2947,2453,857,219,6475,2496,2259,338,137,5227,1970,2058,157,81,4262,1678,2545,483,50,4751,5652,9957,372,104,16092,2046,3485,853,63,6452,396,244,144,23,805,25640,27306,8011,1596,62552
119,1803,606,819,109,3338,634,193,280,33,1132,525,480,833,78,1920,391,378,782,36,1584,2666,1110,1308,110,5198,1326,1790,2005,120,5235,6154,2754,2218,226,11350,3098,3981,2371,327,9773,3873,5505,2525,386,12288,3542,5702,2040,361,11644,2347,5171,1600,221,9329,2464,4994,1282,232,8976,4831,9970,1874,384,17057,2827,6992,974,218,11010,1741,5004,428,109,7281,1146,3567,369,51,5135,1949,7910,421,93,10373,2822,7950,2049,143,12964,817,767,452,56,2092,44946,74823,24621,3301,147685
120,827,192,345,81,1442,279,66,109,30,483,181,99,251,25,563,109,65,252,26,458,893,205,394,44,1538,534,316,600,74,1517,2130,562,690,101,3481,1287,831,810,152,3076,1856,1411,1021,197,4483,1825,1578,807,172,4378,1306,1564,744,128,3741,1497,1650,544,123,3809,3277,3932,1013,233,8455,2552,3124,490,133,6305,1880,2725,197,79,4881,1594,2730,409,51,4788,4099,9607,327,94,14122,1924,3617,861,60,6462,331,210,126,21,689,28385,34482,10003,1813,74687
121,906,307,504,89,1802,327,74,159,31,590,219,105,277,37,642,95,90,211,17,415,781,201,319,52,1360,508,318,559,56,1444,1763,524,621,80,2982,1572,776,766,115,3234,2344,1297,1074,158,4872,2333,1660,944,138,5077,1704,1722,842,125,4394,2000,1994,770,99,4856,4665,5293,1331,227,11522,3830,4392,583,166,8968,2952,3907,258,81,7194,2638,5246,772,58,8709,8445,20340,678,120,29590,2836,6839,1241,65,10978,428,410,138,14,990,40349,55487,12055,1718,109610
122,313,98,141,10,559,154,43,54,13,258,120,52,118,11,301,56,35,135,3,223,613,91,223,22,947,351,113,404,27,897,1490,236,460,36,2218,1254,425,629,49,2358,1956,853,762,75,3644,1754,1112,747,89,3713,1232,1278,586,68,3154,1436,1540,511,48,3531,3002,3774,910,115,7803,2218,3626,365,61,6275,1487,3021,148,43,4708,1196,3210,344,17,4760,3532,10704,299,24,14564,1765,4300,919,34,7021,393,272,136,15,815,24315,34793,7884,755,67745
123,380,134,196,15,732,181,38,87,12,317,135,95,291,20,551,92,58,450,9,613,887,257,801,29,1972,507,391,1223,34,2152,2538,703,1346,67,4654,1467,1205,1293,81,4047,1803,2118,1371,97,5387,1724,2461,1130,85,5402,1289,2690,849,77,4903,1318,2801,664,65,4848,2842,5864,929,111,9756,1751,4395,454,69,6675,906,3002,217,26,4153,533,1993,125,12,2661,716,3473,147,22,4355,1149,3733,1185,40,6104,397,367,311,36,1107,20611,35779,13085,912,70383
124,367,111,208,16,704,143,43,88,14,285,168,58,306,18,551,106,53,461,7,632,938,178,825,40,1983,550,280,1396,46,2274,3038,559,1440,95,5136,1936,1044,1498,106,4583,2478,1986,1765,141,6372,2358,2616,1330,116,6423,1698,2748,996,89,5528,1862,3045,866,89,5866,3742,6448,1215,141,11552,2358,5149,574,54,8134,1291,3457,241,34,5020,763,2304,186,12,3270,1059,4191,187,13,5450,1560,3993,1254,60,6872,424,370,295,37,1121,26837,38652,15126,1129,81748
125,1431,591,588,83,2694,401,172,193,25,788,345,377,638,44,1400,270,303,567,34,1166,1719,1042,950,111,3823,902,1467,1267,101,3733,3794,2269,1548,190,7802,2226,3216,1554,228,7225,2972,4458,1793,272,9492,2638,4634,1486,274,9037,1921,4298,1142,178,7529,1907,4222,895,167,7193,3911,8434,1360,325,14031,2411,5773,652,165,8998,1551,3862,295,96,5805,977,3004,202,42,4227,1423,5500,271,67,7265,1951,5916,1391,93,9355,535,591,338,41,1503,33281,60135,17126,2527,113069
126,671,177,231,66,1139,228,46,73,14,368,168,61,136,27,390,73,57,124,9,270,591,139,201,21,958,345,238,305,42,929,1280,412,372,54,2116,907,547,455,80,1984,1213,967,567,83,2829,1202,1075,487,95,2855,853,1198,436,66,2553,942,1275,357,71,2638,1944,3028,575,106,5659,1508,2364,294,87,4250,963,2103,140,40,3239,728,1931,197,29,2885,1727,6354,220,38,8347,1039,2682,490,42,4252,190,183,72,9,452,16565,24831,5737,985,48111
127,915,511,626,55,2110,303,185,213,35,740,272,385,863,46,1565,224,271,848,26,1370,1744,1063,1283,93,4181,827,1419,1767,89,4102,4238,2331,2042,175,8791,1723,3113,2192,226,7257,2078,4346,2163,218,8801,1862,4529,1692,175,8257,1226,4185,1246,112,6774,1206,4085,1046,123,6461,2540,7752,1383,204,11879,1583,5643,658,97,7975,857,3761,357,49,5024,506,2382,240,29,3150,647,4262,284,48,5236,1431,5837,1619,108,8990,557,707,497,57,1824,24741,56770,21012,1959,104481
128,294,61,125,16,487,147,28,60,10,245,108,49,131,9,298,61,24,163,0,253,644,81,269,23,1027,391,142,441,20,993,1815,209,539,42,2606,1349,455,693,54,2544,1858,832,899,76,3670,1708,1134,643,75,3564,1067,1323,589,71,3044,1144,1661,539,49,3396,2571,4082,827,97,7571,1819,4090,437,71,6419,1315,3298,207,28,4850,900,2570,186,10,3659,1745,7060,247,30,9083,1273,3517,826,35,5646,330,250,135,12,727,20542,30866,7960,714,60085
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
