SA4_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
111,114,266,1180,1683,384,3368,234,1992,109,9318,667,2024,3090,3548,1587,2914,600,1934,231,16603,2970,10220,6212,4081,4322,2585,1853,2676,488,35405,4331,9659,4925,3375,4871,2135,2058,2467,508,34334,4376,7817,4636,3655,5852,2380,2589,3062,485,34861,2848,6009,2935,2342,4085,1692,2033,2374,326,24635,598,1175,437,361,792,409,373,452,118,4705,68,155,50,17,73,37,33,47,54,525,10,6,3,3,6,6,5,3,12,59,15977,37341,23461,19068,21969,15529,9786,15001,2316,160447
112,92,82,653,835,205,2194,131,1386,102,5682,323,518,1369,1324,541,1185,293,1148,93,6801,1417,3008,2896,2071,1519,1433,768,1845,231,15188,2661,4678,3101,2418,2433,1419,964,1933,289,19888,3223,4847,2920,2919,3195,1805,1370,2583,328,23191,2816,4291,2341,2329,2672,1585,1293,2297,306,19943,1124,958,435,387,610,379,381,492,144,4905,298,84,30,27,56,23,35,74,66,695,54,8,3,3,5,5,0,4,31,122,12018,18471,13748,12312,11236,10029,5242,11775,1599,96427
113,109,76,743,700,139,1508,104,922,66,4362,341,643,1520,1144,494,849,332,1173,100,6604,1537,2774,2449,1619,1366,1006,768,2054,188,13766,2163,2725,1820,1407,1638,879,995,1675,177,13483,2767,2361,1721,1525,2153,1025,1285,1922,206,14967,2510,1819,1296,1046,1698,805,1188,1571,194,12129,1208,415,295,168,360,190,318,355,89,3397,363,38,30,10,37,25,28,72,48,650,54,8,3,3,5,0,3,12,13,97,11057,10860,9865,7622,7894,6293,5015,9765,1084,69453
114,70,51,505,648,117,1313,67,775,59,3612,232,322,1157,822,330,659,183,632,67,4410,946,1635,2217,1254,906,807,474,953,125,9330,1545,2304,1895,1382,1244,843,577,1021,164,10976,1943,2614,1950,1684,1763,1048,841,1387,207,13436,1661,2481,1444,1222,1565,898,749,1143,187,11351,637,756,327,217,476,301,222,244,80,3252,145,109,24,13,51,20,17,34,44,458,19,9,4,4,3,6,3,0,18,65,7193,10278,9517,7254,6456,5900,3149,6196,944,56899
115,85,327,993,1327,470,2131,155,1075,100,6653,606,2049,1678,1723,1566,1931,344,834,192,10917,2541,6296,2598,1356,2679,1445,590,795,360,18661,5600,8516,2775,1537,4267,1632,783,847,476,26431,6248,7314,2958,1801,4911,1870,1122,1251,447,27918,3699,5084,1946,1123,3522,1268,887,1018,246,18797,988,1429,497,265,988,441,288,341,113,5352,121,139,49,23,79,45,27,40,31,549,14,11,4,0,5,0,0,8,3,43,19901,31149,13486,9152,18484,10768,4198,6207,1971,115320
116,123,229,973,1005,499,2801,322,1475,149,7577,679,1934,2235,1998,2152,2559,1311,1747,377,14989,3596,9253,4803,3592,5941,2964,3854,3012,874,37896,4923,9286,4577,3392,6520,2443,3986,2944,738,38808,3333,5000,3904,2947,5572,1828,4106,3349,585,30623,1769,2851,2348,1847,3563,1235,2645,2480,328,19065,273,534,444,318,708,239,447,449,72,3480,17,30,31,14,31,16,18,29,24,198,3,4,3,3,0,0,4,3,8,30,14711,29119,19312,15108,24989,14088,16700,15493,3161,152682
117,72,235,264,878,249,1055,61,457,77,3351,1043,4055,1835,3870,2348,2784,368,1550,387,18249,9563,27733,6501,6890,7401,4928,1050,3558,1192,68812,8530,15177,3208,2846,4750,2230,861,1660,681,39942,5293,8508,2107,1753,3527,1419,886,1221,433,25148,2570,4818,1154,1023,2083,875,754,1067,230,14579,600,1383,266,250,550,265,193,292,87,3875,66,176,28,23,47,28,17,34,21,443,14,21,3,7,7,0,0,0,5,65,27760,62097,15363,17541,20961,13588,4195,9832,3123,174465
118,61,237,222,930,273,1079,65,395,42,3299,650,2784,962,2433,1518,1831,235,745,152,11311,6417,17264,3603,3562,4254,3003,574,1486,703,40864,7805,13350,2287,1943,3547,1851,458,807,552,32608,5818,9057,1677,1628,3390,1572,563,777,444,24931,2838,5830,1073,1057,2496,991,524,675,259,15744,952,2253,373,330,968,470,237,259,146,5986,194,345,46,41,139,73,19,64,49,973,35,38,9,9,25,21,3,8,14,163,24777,51162,10240,11933,16611,10901,2685,5209,2360,135879
119,174,455,1162,1608,660,3534,217,1489,210,9503,1143,4001,3305,3998,3301,4743,1027,2926,673,25109,6693,17872,8377,6955,9217,6070,3320,5891,1648,66034,7844,13599,7170,4952,8970,4138,3875,4249,1091,55882,6776,9456,6650,4556,8559,3725,4622,4887,1029,50255,3547,5775,4349,2669,5573,2287,3735,4155,617,32699,807,1362,846,562,1233,500,711,904,199,7119,75,153,89,36,108,64,56,79,53,712,18,14,11,3,13,3,6,5,18,94,27082,52698,31953,25329,37624,25057,17558,24573,5537,247411
120,58,260,324,929,402,1507,61,570,75,4174,648,2825,1445,2458,1768,2374,319,1229,295,13355,5513,16688,4151,3674,5391,3404,873,2344,892,42936,7607,13567,2858,2064,4625,2104,745,1210,624,35407,6219,9770,2541,1828,4451,1848,1005,1462,514,29638,3220,6068,1660,1165,3093,1198,903,1205,316,18831,713,1887,426,279,815,334,228,362,90,5127,69,200,51,17,76,48,22,43,37,568,14,23,4,3,8,10,0,6,17,79,24054,51289,13455,12430,20626,12826,4161,8423,2867,150117
121,93,542,421,2008,507,2433,134,978,106,7212,962,3827,1332,3287,2184,2675,277,843,253,15642,6938,21112,3492,3238,5336,3321,487,1260,816,46005,11911,22050,3154,2404,5918,2478,529,1012,893,50359,11506,17427,2634,2366,6270,2487,690,1232,729,45346,6225,11307,1692,1579,4593,1677,647,1078,465,29267,1843,4002,491,440,1871,703,220,409,188,10176,260,634,64,49,234,103,25,76,77,1526,44,75,8,0,23,13,3,3,18,188,39799,80982,13297,15372,26931,15888,2999,6901,3551,205722
122,87,245,637,1490,315,1984,180,1018,86,6049,554,1564,1634,2082,1161,1702,250,736,134,9818,3780,7855,3647,2591,2659,2061,574,1103,398,24664,7759,10519,3407,2069,3912,1901,570,1062,502,31693,7175,9230,2955,2212,4715,2097,854,1275,505,31017,3647,5662,1858,1394,3369,1418,810,1015,291,19477,927,1718,514,365,1197,563,288,357,136,6067,135,256,51,43,138,69,25,47,40,805,12,34,8,0,13,11,0,7,20,97,24082,37083,14705,12242,17481,11805,3554,6623,2109,129685
123,104,183,1249,1060,429,2197,259,1527,138,7148,571,1350,2522,1921,1654,1871,901,1521,225,12528,2444,5500,4555,2994,4166,2224,2525,2253,582,27243,3474,5026,3953,2807,4539,2006,2911,2261,520,27500,3227,3940,3202,2652,4449,1899,3205,2445,457,25478,2115,2856,2270,1591,3457,1275,2355,1840,288,18046,409,589,414,275,685,264,476,346,95,3561,39,55,29,8,38,21,29,16,21,266,12,11,4,3,7,0,0,0,6,48,12406,19511,18205,13319,19420,11751,12653,12213,2332,121806
124,132,208,1583,1475,523,2737,292,1739,156,8855,753,1456,3005,2396,1997,2099,1025,1745,261,14735,2953,6318,5591,3531,4883,2429,2825,2532,594,31661,4278,6653,4297,3035,5554,2108,3138,2361,583,31998,4152,5865,3928,3131,5785,2013,3115,2639,524,31155,2785,4885,2620,2133,4378,1551,2439,2129,357,23287,627,1159,553,407,933,360,570,458,97,5156,72,108,33,36,61,38,22,42,25,433,7,8,6,3,5,3,3,5,9,46,15763,26653,21611,16136,24125,13342,13424,13661,2611,147331
125,96,323,847,960,492,2479,177,992,200,6570,898,3073,2470,2607,2522,3249,952,2312,593,18671,5679,17885,7399,5153,8104,4650,3238,4591,1508,58206,6293,12971,5992,3585,6837,2691,3075,3157,1004,45601,4387,7048,4797,2941,5722,2117,3178,3755,790,34736,2431,4300,2976,1842,3822,1370,2306,2915,470,22431,485,984,537,366,912,361,444,533,119,4727,46,109,39,17,73,40,29,42,34,431,6,11,9,3,6,4,10,7,24,66,20323,46703,25067,17472,28483,16959,13397,18304,4746,191445
126,33,245,255,805,250,1131,47,437,49,3252,388,1898,815,1534,1186,1516,149,495,152,8135,2561,9159,2028,1551,3069,1689,363,743,434,21607,3980,8354,1724,1098,2765,1145,395,631,332,20430,3808,6194,1750,1166,2896,1067,545,897,269,18597,2121,4144,1087,812,2217,732,504,848,195,12660,492,1159,286,193,636,203,158,225,60,3422,74,141,30,22,71,23,20,26,28,424,13,17,3,3,11,0,0,3,13,69,13465,31318,7978,7189,13095,7516,2188,4309,1538,88601
127,141,250,1103,1017,584,2590,261,1343,207,7501,842,2736,2728,2713,2626,3045,1209,1876,533,18298,3490,8827,5509,3818,6196,2889,3409,3164,1070,38375,4180,6309,5208,3303,5881,2470,3905,3633,918,35798,3765,3990,5230,3053,5218,2390,4897,4895,816,34254,2140,2451,3223,1668,3300,1399,3371,3661,473,21694,472,498,602,278,603,249,552,586,122,3962,59,45,24,22,42,32,21,33,28,305,4,9,8,3,3,3,0,0,4,35,15094,25114,23626,15866,24458,15057,17630,19192,4174,160218
128,106,217,927,1379,362,1943,133,976,76,6118,510,1673,1953,1983,1368,1681,292,658,163,10283,2873,6570,3529,2346,3120,1682,671,854,376,22019,4882,6908,3216,2148,4298,1660,856,1011,396,25385,4817,5829,3036,2314,4754,1878,1071,1197,375,25265,2951,4525,2013,1301,3845,1399,1009,1037,249,18338,689,1156,426,298,916,390,273,290,92,4527,53,119,43,26,86,29,15,39,28,443,11,12,4,3,14,5,0,3,15,62,16897,27016,15142,11795,18768,10667,4323,6054,1774,112434
197,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,7,0,3,0,0,3,0,23,5,3,3,4,4,3,0,4,0,27,0,7,4,5,0,5,9,3,0,30,0,3,3,3,0,3,0,6,3,25,0,0,0,3,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,16,21,17,10,18,5,130
199,5,12,10,36,0,13,3,28,4,112,32,53,70,125,29,55,21,123,15,528,77,250,159,129,65,57,104,221,22,1094,63,139,96,47,49,35,88,86,23,630,45,98,76,51,62,30,63,59,18,507,40,63,52,34,41,26,42,54,15,376,11,26,12,4,8,6,8,9,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,274,649,480,430,261,224,339,582,103,3331
