UCL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL115143,3,0,3,0,9,0,0,0,0,7,0,0,3,0,3,0,0,8,0,14,5,0,10,0,17,6,0,13,0,26,51,5,11,0,70,34,3,13,0,61,30,13,23,0,63,33,19,12,0,61,20,17,4,0,35,17,21,6,0,46,39,40,6,0,91,21,21,7,0,40,9,14,4,0,24,7,9,0,0,16,12,19,0,6,32,11,13,8,0,25,5,0,3,0,6,292,201,137,9,650
UCL115144,10,4,3,0,13,4,0,5,0,5,8,0,0,0,7,0,0,8,0,11,9,0,5,0,14,8,0,24,0,28,67,3,19,4,89,43,6,25,0,76,49,9,15,3,75,41,15,23,0,78,23,16,6,0,42,18,16,9,0,45,23,33,5,0,69,33,24,3,0,59,18,13,0,0,26,6,5,3,0,16,13,14,4,0,29,17,14,14,0,49,11,0,6,0,14,391,174,167,11,744
UCL115145,9,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,12,0,0,0,13,11,0,4,0,12,40,0,3,0,44,29,0,5,3,43,18,9,7,0,36,29,6,9,0,44,10,5,4,0,17,11,7,6,0,25,14,13,0,0,27,11,11,0,0,25,7,17,0,0,27,10,3,0,0,14,11,22,0,0,34,4,6,8,0,25,4,0,0,0,4,238,120,59,7,411
UCL115146,6,0,0,0,9,6,0,0,0,5,0,0,0,0,4,5,0,3,0,3,9,0,0,0,11,3,0,6,0,7,49,3,13,0,63,32,3,17,0,51,59,9,17,0,77,40,11,13,0,65,25,6,8,0,42,27,7,3,0,44,47,31,4,0,84,42,33,3,4,78,18,31,0,0,53,10,13,0,0,29,46,56,5,0,104,17,18,3,0,36,7,4,0,0,7,452,226,97,3,779
UCL115147,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,7,18,0,0,0,21,15,0,9,0,21,17,3,0,0,25,8,6,4,0,19,9,3,5,0,20,14,12,4,0,33,26,26,0,0,50,13,20,0,0,37,9,19,0,0,36,4,12,0,0,14,15,25,0,0,43,10,10,0,0,17,0,0,0,0,0,174,147,40,3,361
UCL115148,8,0,0,0,8,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,13,0,7,0,14,0,0,0,0,4,38,3,8,0,44,22,0,8,0,32,17,7,3,0,26,28,6,7,0,39,10,10,0,0,28,7,9,3,0,21,21,26,0,0,49,9,18,0,0,28,5,4,0,0,10,0,3,0,0,3,11,10,0,0,18,11,9,8,0,25,11,0,0,0,14,208,108,45,8,364
UCL115149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,9,0,10,0,14,0,0,6,0,8,0,0,10,0,16,7,4,6,0,13,0,5,5,0,8,7,5,0,0,12,12,4,0,0,20,12,9,0,0,22,3,8,0,0,13,10,5,0,0,12,8,9,0,0,18,4,10,3,0,14,3,0,0,4,4,74,55,59,5,190
UCL115150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,8,0,10,10,0,0,0,12,9,0,6,0,14,12,4,0,0,17,12,0,6,0,25,9,4,0,0,15,7,3,4,0,14,13,16,6,0,36,12,21,6,0,37,4,17,0,0,21,10,11,0,0,19,15,28,3,0,47,4,5,4,0,13,0,0,0,0,3,118,117,56,4,293
UCL115151,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,5,0,9,3,3,7,0,9,3,0,11,0,21,30,5,15,3,49,23,5,9,0,37,11,8,15,0,30,18,7,11,0,41,3,13,3,0,23,18,15,7,0,48,24,43,10,0,75,20,38,3,0,62,8,27,3,0,45,9,16,0,0,26,3,22,5,0,34,10,26,9,0,46,0,0,0,0,3,200,238,110,12,561
UCL115152,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,3,5,0,0,0,5,3,0,8,0,12,40,0,7,0,45,13,4,8,0,19,11,5,3,0,22,13,7,3,0,25,7,8,0,0,15,13,7,6,0,21,11,6,5,0,21,8,11,0,0,18,3,7,0,0,5,6,5,0,0,5,9,8,0,0,18,6,12,4,0,27,4,3,0,0,11,135,84,58,6,280
UCL115153,4,0,6,0,3,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,0,4,0,10,0,0,4,0,12,26,0,4,0,35,13,4,10,0,21,18,7,10,0,30,14,6,7,0,29,8,0,4,0,23,4,13,0,0,23,18,17,0,0,37,8,3,0,0,18,12,9,0,0,25,0,0,0,0,3,9,3,0,0,13,9,9,7,0,24,11,0,3,0,17,155,77,79,8,320
UCL115154,3,0,0,0,5,5,0,0,0,5,0,0,4,0,4,0,0,0,0,7,0,0,3,0,7,6,0,17,0,24,22,4,4,0,30,11,0,12,0,31,13,3,13,0,33,8,12,3,0,28,15,8,5,0,21,9,10,0,0,21,15,28,3,0,47,8,18,4,0,34,8,14,0,0,23,3,10,0,0,12,8,7,0,0,16,7,15,8,0,28,4,5,5,0,10,143,141,89,9,379
UCL115155,6,0,3,0,8,0,0,0,0,3,0,0,6,0,10,0,0,11,0,14,24,0,26,0,46,10,6,27,0,40,78,10,29,0,112,31,6,50,9,102,34,18,36,5,93,46,42,29,4,123,21,17,22,3,60,33,20,11,0,63,42,54,10,8,111,31,21,7,0,63,18,24,5,0,46,14,14,4,0,28,14,15,7,0,33,23,40,25,0,82,18,4,7,0,31,427,303,302,27,1063
UCL115156,8,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,6,0,0,0,13,7,0,8,0,10,30,3,7,0,40,27,3,7,3,50,18,3,8,0,29,23,7,0,0,32,7,3,9,0,16,7,4,0,0,19,17,14,0,0,31,4,8,0,0,8,8,4,0,0,20,0,3,0,0,3,3,0,0,0,9,3,13,4,0,26,0,0,0,0,4,180,75,57,6,320
UCL115157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,6,4,0,20,3,4,10,0,16,31,4,12,0,39,26,4,19,5,50,18,7,8,5,40,15,11,7,4,39,5,8,3,3,20,5,9,3,0,12,16,20,10,0,39,3,6,0,0,12,6,8,0,0,11,0,7,0,0,9,4,6,0,0,7,9,18,4,0,24,0,0,0,0,5,152,104,91,17,359
UCL115158,3,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,3,0,18,3,0,9,0,15,47,5,10,0,58,24,6,14,0,43,30,5,14,0,48,25,11,5,4,47,20,15,9,4,44,21,20,3,0,44,47,39,9,0,99,20,37,0,0,56,16,32,5,0,52,11,21,0,0,29,18,36,5,0,53,22,29,6,0,55,9,0,0,0,11,334,248,106,10,697
UCL115159,6,0,3,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,3,0,6,17,0,0,0,15,11,0,7,0,16,20,0,3,0,27,21,0,4,0,28,7,19,11,0,30,11,17,3,0,32,24,34,3,0,67,15,34,6,0,51,21,50,3,0,74,10,20,5,0,31,20,68,0,0,90,3,18,7,0,35,4,0,0,0,5,186,278,60,0,525
UCL115160,3,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,9,10,0,0,0,14,17,4,6,0,21,15,7,7,0,29,15,9,7,0,38,5,15,10,0,22,15,16,4,0,35,23,57,9,0,97,28,77,6,0,114,29,72,4,0,107,17,52,0,0,67,34,170,0,0,209,12,38,3,0,45,3,5,0,0,7,236,520,58,4,817
UCL115161,9,0,3,0,11,4,0,4,0,3,6,0,5,0,12,6,0,12,0,18,15,0,20,0,37,7,4,23,0,34,89,7,35,0,135,55,9,60,9,128,54,23,38,4,116,68,51,38,6,160,29,36,18,0,82,35,44,19,4,94,49,71,13,0,137,19,50,5,0,75,10,21,3,0,36,0,14,0,0,19,7,14,3,0,24,21,21,20,0,76,10,5,7,0,29,491,386,315,23,1217
UCL115162,7,0,0,0,8,5,0,0,0,8,0,0,0,0,4,0,0,0,0,0,3,0,6,0,10,6,0,5,0,15,38,0,10,0,47,29,11,23,0,60,34,19,25,0,78,38,24,20,0,85,21,19,18,0,54,22,38,11,0,65,43,73,21,5,136,33,48,4,0,82,22,40,5,0,64,6,33,0,0,37,12,44,0,0,60,9,32,10,0,48,0,0,0,0,6,327,364,160,7,864
UCL115163,5,0,8,0,9,0,0,0,0,0,0,0,4,0,6,3,0,0,0,4,7,0,4,0,7,0,0,9,0,10,36,0,10,0,40,12,3,10,4,27,21,4,8,0,37,14,23,3,0,41,8,13,9,0,30,8,17,8,0,32,35,34,3,0,76,8,30,10,0,44,9,23,0,0,37,7,33,0,0,42,3,35,4,0,41,7,18,4,0,33,7,3,3,0,12,185,240,92,11,523
UCL115164,5,0,0,0,8,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7,8,0,7,0,9,45,0,0,0,50,26,0,10,6,41,24,0,8,0,34,22,4,3,0,29,10,6,7,0,19,3,8,8,0,15,21,24,4,0,44,3,15,4,0,25,0,12,0,0,15,0,17,0,0,19,5,25,0,0,33,11,11,4,0,21,0,0,3,0,10,198,128,61,3,396
UCL115165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,12,3,0,5,0,11,16,0,4,0,23,3,0,7,0,9,3,4,4,0,11,8,8,4,0,16,9,8,0,0,13,9,14,0,0,25,16,31,0,0,48,6,17,0,0,25,4,13,0,0,24,4,4,0,0,11,3,21,0,0,24,0,13,7,0,22,3,0,0,0,3,111,133,35,5,291
UCL121001,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,0,0,5,0,5,6,0,0,0,3,3,0,5,0,7,27,5,0,3,33,8,0,6,0,13,10,9,4,0,20,16,7,0,0,21,6,3,0,0,16,4,0,0,0,5,12,18,6,0,38,12,13,0,0,22,4,4,0,0,9,0,0,0,0,0,3,6,0,0,13,3,12,0,0,15,0,0,0,0,4,123,88,30,3,241
UCL121002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,3,0,9,8,0,4,0,10,3,0,0,0,11,8,6,4,0,17,10,5,0,0,12,3,5,3,0,10,8,0,3,0,6,4,3,3,0,10,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,0,3,0,0,8,0,0,3,0,3,57,39,24,6,125
UCL121003,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,3,0,8,20,3,3,0,23,8,0,3,0,13,14,0,0,0,16,9,0,0,0,8,12,0,0,0,14,11,6,0,0,21,16,10,0,0,25,8,9,0,0,16,6,7,0,0,11,0,6,0,0,8,6,6,0,0,14,3,14,0,0,18,0,0,0,0,0,125,65,20,4,214
UCL121004,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,4,0,7,7,0,3,0,5,22,0,5,0,26,11,0,4,0,15,13,8,0,0,18,10,10,10,0,35,8,4,3,0,14,8,6,6,0,21,17,20,4,0,44,11,12,0,0,20,3,8,0,0,12,0,4,0,0,9,7,8,0,0,15,0,12,5,0,16,3,0,0,0,5,113,106,44,0,265
UCL121005,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,0,0,0,3,3,0,0,0,4,3,0,7,0,13,10,0,3,0,16,0,5,0,0,6,0,3,0,0,6,12,22,4,0,31,0,3,0,0,9,4,8,0,0,11,7,8,0,0,10,0,18,0,0,19,4,14,0,0,14,0,3,0,0,3,58,79,23,0,156
UCL121006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,3,0,11,0,0,0,0,0,18,0,0,0,15,10,4,0,0,10,11,5,0,0,13,14,3,0,0,18,7,0,6,0,15,4,8,0,0,12,7,8,0,0,17,4,8,0,0,6,3,3,0,0,7,0,4,0,0,4,6,4,0,0,9,4,7,0,0,9,0,0,0,0,0,92,55,16,0,158
UCL121007,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,0,0,10,0,0,8,0,9,29,3,4,0,41,20,5,7,0,33,12,5,7,0,29,11,3,7,0,25,7,0,0,0,8,0,7,0,0,8,10,11,0,0,22,4,11,0,0,16,5,7,0,0,7,3,0,0,0,7,0,3,0,0,4,5,9,4,0,17,8,3,0,0,9,135,68,39,7,252
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,6,0,6,9,0,0,0,9,3,0,3,0,8,3,0,6,0,12,4,0,0,0,5,0,0,0,0,3,6,3,0,0,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,11,0,17,30,22,39,5,93
UCL121009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,16,0,3,0,20,4,0,4,0,16,7,3,4,0,19,8,3,5,0,16,0,0,0,0,11,5,8,3,0,12,10,10,3,0,27,4,3,0,0,9,4,12,0,0,14,0,3,0,0,8,14,13,0,0,22,4,7,4,0,14,0,0,0,0,6,89,71,35,7,200
UCL121010,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,6,15,0,0,0,18,3,0,5,0,10,5,3,3,0,16,8,4,5,0,11,5,4,3,0,17,3,3,0,0,10,9,14,3,0,23,8,8,0,0,16,3,0,0,0,10,4,0,0,0,0,16,5,0,0,31,0,5,3,0,16,0,0,0,0,0,94,56,27,0,183
UCL121011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,15,0,14,0,0,12,0,14,18,0,14,0,32,9,9,19,3,33,9,0,15,3,26,13,5,3,0,21,0,11,3,0,16,5,11,0,0,12,3,8,0,0,9,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,5,0,8,68,59,99,11,231
UCL121012,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,5,0,0,0,12,8,4,0,0,12,12,6,0,0,13,8,6,7,0,23,5,3,0,0,16,10,0,0,0,13,14,11,3,0,26,9,21,0,0,31,10,10,0,0,23,5,10,0,0,21,8,42,0,0,49,4,11,0,0,17,0,0,0,0,5,112,126,19,0,258
UCL121013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,5,0,0,5,0,6,0,0,4,0,10,6,0,6,0,15,3,5,7,0,22,3,5,0,0,9,0,0,5,0,6,0,0,3,0,0,12,5,6,0,18,4,0,0,0,12,6,0,0,0,7,0,0,0,0,3,0,5,0,0,12,7,5,7,0,12,0,0,0,0,3,45,35,57,0,141
UCL121014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,5,0,10,5,3,5,0,14,0,4,3,0,6,4,0,5,0,16,0,0,3,0,8,3,4,0,0,12,8,3,0,0,16,5,9,0,0,17,5,0,0,0,5,0,0,0,0,0,3,3,0,0,8,8,7,0,0,11,0,0,0,0,0,62,40,25,0,126
UCL121015,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,4,0,6,4,0,0,0,5,7,0,3,0,11,0,0,0,0,9,6,3,0,0,12,5,3,4,0,9,8,0,0,0,13,3,0,0,0,6,13,8,5,0,21,7,10,0,0,21,9,6,0,0,19,0,4,0,0,10,17,43,3,0,58,0,7,8,0,13,0,0,0,0,0,80,95,27,0,211
UCL121016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,11,3,5,3,0,9,8,0,6,0,17,7,6,0,0,17,4,0,0,0,7,7,8,7,0,16,16,10,0,0,28,0,4,0,0,5,0,3,0,0,4,3,0,0,0,3,0,10,0,0,9,0,11,0,0,14,0,0,3,0,3,66,61,26,0,147
UCL121017,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,6,3,0,3,0,8,3,3,3,0,9,3,0,4,0,12,9,6,0,0,10,13,15,0,0,28,10,25,0,0,35,17,16,0,0,29,6,13,0,0,17,13,41,0,0,54,6,13,0,0,14,0,0,0,0,0,83,139,20,0,234
UCL121018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,3,20,0,3,0,18,7,5,0,0,9,6,3,3,0,15,12,9,3,0,25,3,11,0,0,17,6,8,0,0,20,11,22,7,0,38,6,13,4,0,24,3,8,0,0,10,6,7,0,0,8,0,9,0,0,7,3,19,0,0,28,5,0,5,0,3,101,114,32,3,253
UCL121019,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,11,8,0,0,0,8,12,3,4,0,19,8,0,0,0,12,4,0,0,0,3,5,9,0,0,17,4,6,0,0,13,9,12,0,0,18,3,8,0,0,14,6,20,0,0,27,7,28,0,0,42,0,9,4,0,12,0,0,0,0,0,87,96,18,0,207
UCL121020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,3,0,0,5,0,5,3,0,0,0,3,9,5,0,0,12,9,0,0,0,13,0,5,0,0,11,8,0,0,0,7,6,17,0,0,27,6,11,0,0,18,0,9,0,0,13,5,7,0,0,13,9,8,0,0,15,0,10,0,0,11,3,0,0,0,7,70,73,18,0,159
UCL121021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,8,0,0,0,8,7,0,8,0,13,13,0,3,0,16,6,4,0,0,15,4,0,4,0,12,5,7,0,0,13,9,11,3,0,19,8,5,0,0,12,6,0,0,0,4,0,10,0,0,10,0,5,0,0,9,9,6,0,0,14,0,0,0,0,3,70,44,27,3,149
UCL121022,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,5,0,6,3,0,3,0,5,19,0,3,0,19,14,0,0,0,16,8,11,3,0,24,14,6,0,0,22,0,3,0,0,7,6,4,0,0,10,9,6,0,0,13,8,7,0,0,13,5,3,0,0,5,0,0,0,0,0,4,3,0,0,4,6,12,6,0,14,7,0,3,0,12,92,50,24,6,172
UCL121023,0,0,0,0,0,3,0,0,0,7,3,0,0,0,7,0,0,0,0,4,5,0,3,0,11,3,0,0,0,4,31,0,5,0,40,19,5,4,0,25,13,4,4,0,24,12,3,0,0,19,0,0,0,0,7,4,3,0,0,8,8,5,0,0,8,0,3,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,5,6,0,0,0,4,117,34,27,0,171
UCL121024,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,18,6,5,0,24,9,0,5,0,15,5,3,5,0,12,10,0,7,0,17,6,10,0,0,13,0,0,3,0,9,3,9,0,0,17,0,10,0,0,11,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,5,61,53,35,4,151
UCL121025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,4,6,5,0,0,9,5,3,0,0,5,4,0,7,0,17,0,4,0,0,6,0,0,3,0,10,8,8,0,0,25,3,13,0,0,17,0,7,0,0,11,3,10,3,0,14,13,29,0,0,34,0,6,4,0,10,0,0,0,0,0,53,91,27,0,170
UCL121026,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,10,0,6,0,21,9,0,4,0,16,16,0,8,0,21,15,6,7,0,33,9,3,4,0,17,3,0,0,0,6,10,10,0,0,17,15,12,0,0,28,3,13,0,0,11,10,4,0,0,14,7,12,0,0,20,4,7,9,0,24,0,0,0,0,6,135,73,47,5,251
UCL121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,4,0,16,4,0,3,0,7,6,6,3,0,14,4,4,4,0,16,4,7,4,0,12,6,13,4,0,17,9,13,0,0,16,4,14,0,0,15,3,8,5,0,13,5,12,6,0,20,6,8,4,0,11,0,0,0,0,0,47,79,40,0,169
UCL121028,0,0,0,0,0,7,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,5,0,6,0,7,17,0,3,0,24,17,0,0,0,17,21,3,7,0,30,17,3,0,0,21,4,5,0,0,9,3,12,4,0,15,17,4,0,0,21,3,9,0,0,13,3,4,0,0,9,4,0,3,0,5,12,5,0,0,18,8,3,6,0,18,0,0,0,0,0,141,53,27,0,222
UCL121029,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,9,8,0,3,0,6,8,0,4,0,21,0,3,5,0,11,9,3,3,0,12,6,0,4,0,11,0,0,0,0,6,10,11,5,0,22,0,15,3,0,18,3,13,0,0,15,0,3,0,0,10,3,0,0,0,3,6,10,4,0,18,5,0,0,0,5,68,67,36,5,177
UCL121030,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,4,0,4,0,0,4,0,5,13,0,3,0,16,8,0,11,0,18,7,0,9,0,19,18,3,6,0,30,5,6,0,0,11,7,0,0,0,16,9,10,0,0,23,11,9,4,0,10,0,9,0,0,15,3,7,0,0,7,0,4,4,0,13,4,7,3,0,20,4,0,0,0,9,93,59,55,3,218
UCL121031,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,0,4,0,13,14,3,5,0,21,17,0,7,0,29,25,4,4,0,36,24,5,4,0,34,12,3,4,0,20,18,11,0,0,29,14,13,4,0,34,3,16,0,0,20,5,7,0,0,14,0,9,0,0,10,13,8,0,0,20,6,3,4,0,13,0,0,0,0,3,153,85,46,3,285
UCL121032,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,3,0,3,26,3,4,0,32,3,3,3,0,14,5,8,4,0,15,11,4,0,0,16,0,3,0,0,6,10,3,0,0,12,10,11,0,0,20,4,3,0,0,9,5,5,0,0,16,3,6,0,0,5,0,0,0,0,0,0,7,6,0,8,0,0,0,0,4,92,54,31,0,176
UCL121033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,17,3,0,0,0,3,3,0,4,0,9,0,3,0,0,10,3,6,0,0,7,0,3,3,0,4,3,7,5,0,16,0,4,4,0,12,0,12,0,0,13,0,5,0,0,4,4,7,0,0,11,5,5,0,0,6,0,0,0,0,4,38,59,21,0,115
UCL121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,11,4,0,3,0,11,0,0,0,0,3,4,3,4,0,10,3,4,0,0,9,4,4,0,0,9,12,10,5,0,29,8,11,5,0,25,10,13,0,0,19,11,14,0,0,27,16,28,0,0,45,0,7,3,0,14,0,0,0,0,7,83,104,27,0,215
UCL121035,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,4,0,13,7,0,12,0,18,14,4,15,0,32,6,3,12,0,26,7,3,5,0,19,3,13,3,0,19,9,9,5,0,19,9,25,6,0,46,11,23,0,0,35,4,10,0,0,13,3,3,0,0,7,0,15,4,0,21,6,11,7,0,17,3,0,0,0,8,103,134,78,3,317
UCL121036,4,0,0,0,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,3,3,0,12,7,0,0,0,8,25,6,3,0,32,13,0,5,0,19,5,4,8,0,19,17,11,6,0,35,8,12,4,0,29,11,12,0,0,26,19,33,5,0,53,7,24,5,0,41,5,20,0,0,31,3,15,0,0,23,7,29,0,0,32,4,19,3,0,28,0,0,0,0,0,158,190,54,0,400
