SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
101051539,0,0,11,14,48,7,79,0,0,4,12,50,4,70,3,0,19,19,184,12,226,4,3,9,12,47,3,70,0,4,12,29,447,21,511,0,0,4,11,47,10,66,7,0,27,22,140,7,204,5,3,23,14,71,8,117,0,0,7,14,144,13,188,0,0,3,3,18,0,28,4,0,8,16,6,0,31,3,0,3,9,26,3,45,6,12,51,13,21,4,104,3,0,10,10,40,9,70,29,23,62,121,239,14,486,31,15,84,20,29,4,188,30,5,64,62,81,3,244,0,3,4,6,13,0,29,3,4,8,12,136,4,167,5,0,5,14,78,13,116,136,69,424,423,1866,133,3055,0,0,8,3,10,0,31,0,0,0,0,4,0,4,3,0,7,18,29,4,56,0,0,0,3,0,0,0,0,0,7,7,15,0,33,0,0,5,3,14,0,20,0,3,22,47,122,14,211,3,3,19,31
101051540,12,9,54,65,244,37,421,0,0,0,12,49,5,60,0,0,5,13,83,4,114,0,0,0,3,30,0,38,0,0,12,21,269,17,312,0,0,5,3,30,4,40,0,0,10,7,46,4,74,0,0,5,6,30,3,45,3,5,8,16,79,9,113,0,0,3,5,7,0,13,0,3,3,6,0,3,15,0,0,3,3,11,0,25,13,0,40,21,13,0,81,0,0,5,3,15,4,31,12,6,37,58,111,9,236,9,3,28,9,17,0,79,8,3,16,15,26,7,69,0,0,3,3,10,3,22,0,0,3,7,93,0,101,3,0,10,0,60,5,75,70,35,256,273,1224,111,1970,7,3,37,42,54,20,157,0,0,5,0,3,0,6,0,3,6,3,8,4,25,0,0,0,0,3,0,6,0,0,3,12,21,3,35,0,0,3,4,11,0,18,0,0,19,23,53,13,107,0,0,13,8
101061541,0,0,0,4,20,3,33,0,0,0,0,0,0,3,0,0,3,0,14,0,19,0,0,4,8,45,3,64,0,0,5,5,154,5,171,0,0,0,8,6,3,19,0,0,9,7,33,4,43,3,0,5,7,24,0,42,0,0,4,4,26,5,41,0,0,0,6,6,0,15,0,0,0,0,0,0,7,0,0,3,3,6,0,12,10,3,24,11,15,0,65,0,0,6,0,11,3,20,22,8,43,57,58,3,192,9,0,17,7,7,0,41,3,0,19,14,7,4,52,0,0,0,0,4,0,7,0,0,11,0,44,0,57,0,0,4,7,32,7,45,52,19,153,138,536,35,945,0,0,9,3,3,0,15,0,0,0,0,0,0,0,0,0,0,3,10,0,13,0,0,0,0,3,0,3,0,0,5,4,9,0,18,0,0,3,0,0,0,3,0,0,13,6,19,0,40,0,0,10,7
101061542,21,3,65,56,147,22,317,0,0,0,0,3,0,11,7,0,14,8,32,5,67,4,0,0,4,27,3,43,0,0,31,33,278,11,345,3,0,8,8,26,4,47,6,3,8,12,39,3,68,4,0,9,8,23,3,50,3,0,8,0,36,0,51,3,3,9,8,16,0,41,3,3,9,7,3,0,32,0,0,3,9,12,0,32,43,6,94,31,31,0,216,3,3,4,7,19,0,37,80,35,135,83,101,5,448,25,8,39,10,26,3,115,5,3,22,7,8,0,52,3,0,5,8,10,0,31,7,0,6,3,58,6,83,9,4,10,11,28,13,73,236,83,485,314,936,91,2147,10,14,56,23,38,11,153,0,0,0,0,0,0,0,0,0,17,5,3,4,30,0,0,0,0,0,0,4,5,0,12,15,11,0,47,0,3,3,3,7,0,21,3,0,20,17,25,10,78,0,0,21,18
101061543,3,0,24,18,114,15,174,0,0,0,5,15,3,23,5,0,3,3,78,7,97,0,0,4,3,17,5,32,0,0,0,10,202,5,223,0,0,6,3,46,3,56,3,0,3,3,83,4,100,0,0,5,8,26,3,46,0,0,4,4,53,3,68,0,0,0,0,4,0,4,0,0,6,3,4,0,14,0,0,3,4,7,0,16,3,3,26,7,9,0,41,0,0,0,0,16,0,18,3,3,12,21,42,0,79,5,3,39,0,16,0,65,0,0,20,8,23,4,59,0,0,0,0,11,0,8,0,0,10,9,66,3,81,3,0,0,7,49,15,70,29,23,167,125,874,76,1283,3,0,22,7,26,6,71,0,0,0,4,3,0,7,0,0,3,7,10,3,25,0,0,0,0,3,0,4,0,0,4,3,5,3,21,0,0,3,5,8,0,15,0,0,12,16,74,14,124,0,0,5,16
101061544,9,5,72,67,187,32,372,0,0,0,0,11,0,11,0,0,0,0,38,8,50,0,0,0,3,13,0,18,0,0,4,0,98,8,109,0,0,4,3,12,0,23,0,0,3,3,32,0,47,0,0,0,0,13,5,14,0,0,3,0,28,5,40,4,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,4,0,7,0,0,9,0,6,3,21,0,0,0,0,9,0,6,3,0,7,10,46,8,89,5,5,8,3,3,4,29,0,0,8,6,7,0,23,0,0,0,0,3,0,8,0,0,3,3,32,0,40,0,0,3,0,22,11,30,29,10,133,116,567,93,944,5,5,51,56,47,13,175,0,0,0,0,3,0,3,0,0,0,5,5,0,9,0,0,0,0,0,0,0,0,0,3,3,5,0,16,0,0,3,0,3,0,11,4,0,10,4,33,3,53,0,0,4,7
102011028,0,0,0,0,3,0,6,0,0,4,3,3,0,12,4,0,13,16,39,3,78,0,0,4,3,10,0,17,0,0,15,27,250,11,311,0,0,15,10,12,0,46,3,0,5,15,27,0,55,3,0,7,12,26,3,46,0,0,0,11,22,5,31,0,0,5,14,12,0,33,3,4,12,11,12,4,48,3,0,0,12,14,0,24,24,0,56,21,25,5,127,0,0,7,10,22,0,46,14,3,23,24,43,0,110,20,13,65,7,11,4,123,29,12,69,20,23,0,148,3,4,3,0,4,3,17,0,0,5,3,28,0,39,5,0,12,5,31,4,60,119,45,341,216,627,42,1397,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,5,19,5,3,34,0,0,0,0,0,0,0,0,0,11,7,14,3,38,0,0,5,3,3,0,11,0,0,19,17,33,6,67,0,0,20,11
102011029,0,0,6,3,7,0,21,0,0,3,0,13,0,18,4,0,11,18,72,0,113,0,0,8,8,12,0,23,3,0,22,29,331,23,403,3,0,3,6,17,0,36,0,6,13,17,50,3,91,0,0,7,3,29,8,48,0,5,6,7,38,3,61,0,0,13,14,25,0,60,4,0,32,20,12,3,76,0,0,4,5,15,0,26,22,6,102,31,24,0,191,5,0,7,13,30,5,59,9,4,40,34,48,6,137,22,13,38,12,14,3,106,15,11,39,18,23,9,114,3,0,5,5,15,0,26,5,0,9,3,45,3,67,0,3,16,12,42,9,76,100,48,394,263,866,72,1740,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,7,6,11,4,34,0,0,0,0,0,3,6,0,0,10,16,15,3,46,3,0,7,11,8,4,34,3,0,20,25,49,13,113,0,0,25,14
102011030,3,0,10,12,46,9,90,0,0,0,0,16,0,18,0,0,9,8,54,3,72,0,0,0,3,11,0,10,0,0,7,10,116,3,144,3,0,7,6,12,0,28,3,0,7,8,22,4,40,0,0,3,0,9,0,16,0,0,3,3,29,0,39,0,0,7,0,3,0,11,0,0,7,4,3,0,20,0,0,0,4,8,0,15,3,0,24,13,15,4,60,0,0,3,3,10,3,21,3,0,11,5,10,3,36,0,0,14,6,3,3,28,4,0,15,5,12,0,40,0,0,3,3,9,3,12,3,0,3,0,25,0,38,4,0,6,3,26,7,52,32,10,140,100,446,46,781,4,3,19,12,26,7,58,0,0,0,0,0,0,0,3,0,3,5,8,0,20,0,0,0,0,0,0,0,0,0,5,12,11,7,38,0,0,3,11,8,0,23,0,0,14,5,15,0,39,0,0,3,3
102011031,3,0,3,4,5,0,15,0,0,3,3,4,0,17,6,3,20,14,84,4,126,4,0,3,9,25,0,36,3,0,19,31,249,10,307,10,0,18,13,20,3,66,10,0,38,24,72,0,145,0,0,9,17,37,3,65,7,0,8,18,32,3,65,3,0,14,17,19,3,53,15,3,37,18,5,0,79,0,0,3,11,18,0,42,28,7,88,33,35,3,199,0,0,14,9,28,4,57,12,3,45,39,57,0,161,35,8,70,15,10,0,132,43,8,90,25,33,3,200,0,0,4,8,8,3,26,3,0,4,8,61,3,84,7,0,15,12,44,6,85,178,39,497,320,864,49,1952,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,14,11,22,0,48,0,0,0,0,3,0,5,0,0,10,8,14,3,38,0,0,3,13,12,3,33,5,0,37,24,67,9,142,0,0,15,25
102011032,0,0,3,6,4,0,16,0,0,8,0,5,0,8,11,3,25,27,133,4,206,3,0,8,9,16,0,37,5,0,33,34,307,12,394,3,0,21,17,32,4,75,13,0,42,34,126,7,226,9,0,25,32,74,5,141,0,3,19,24,79,6,133,0,4,23,21,34,0,90,12,4,41,41,29,4,122,0,0,11,7,33,4,53,35,13,131,47,70,21,313,7,3,19,25,50,9,104,15,9,55,57,60,8,211,39,11,90,25,27,3,202,62,13,174,48,76,11,388,4,0,19,15,20,0,57,3,3,22,17,91,5,136,9,0,19,19,45,18,104,235,68,774,501,1310,128,3018,0,0,0,0,0,0,4,0,0,0,0,0,0,3,7,4,24,11,31,0,76,0,0,3,0,0,0,3,0,0,6,15,21,0,41,5,0,17,9,13,0,45,6,0,53,45,120,14,238,3,0,27,37
102011033,0,0,0,0,3,0,4,0,0,0,0,4,0,12,3,0,8,17,69,0,97,0,0,6,3,14,0,23,0,0,15,21,157,7,210,0,0,3,8,28,0,47,3,0,10,7,52,3,72,0,0,0,0,20,3,24,0,0,3,14,43,0,59,0,0,3,8,15,3,32,9,0,12,12,9,0,38,0,0,3,3,9,0,14,4,0,32,25,25,0,90,0,0,3,7,19,0,32,3,5,24,30,37,3,105,5,4,13,3,6,0,28,4,0,20,13,21,3,71,0,0,3,9,7,0,16,0,0,5,4,61,0,81,4,0,10,3,27,4,54,38,20,175,196,627,46,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,14,4,31,0,0,0,0,3,0,3,0,0,0,7,9,0,22,0,0,3,9,12,0,24,3,0,10,20,43,5,80,0,0,9,14
102011034,0,0,0,0,5,0,5,0,0,0,0,9,0,10,5,0,6,12,62,3,90,0,0,0,4,16,0,18,0,0,15,10,183,3,211,0,0,0,7,12,0,25,0,0,9,6,33,0,52,0,0,3,6,32,0,43,0,0,3,9,34,0,44,0,0,3,9,11,0,21,0,0,3,11,10,0,25,0,0,0,3,11,0,21,3,0,31,12,19,0,70,0,0,3,5,16,0,27,3,3,27,15,40,0,90,17,6,34,8,17,3,82,16,4,14,10,17,0,56,0,0,3,3,6,0,17,5,0,6,7,31,0,50,0,0,7,4,31,8,47,62,21,173,136,598,29,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,22,0,0,0,0,0,0,0,0,0,0,5,13,0,12,0,0,0,6,11,0,14,3,0,8,7,35,9,60,0,0,7,13
102011035,0,0,0,0,7,0,9,0,0,0,0,6,0,9,0,0,12,5,71,0,93,0,0,3,3,9,0,14,0,0,15,15,146,12,185,0,0,7,3,16,0,29,0,0,12,11,46,0,77,0,0,9,4,23,0,38,0,0,5,11,45,3,63,3,0,5,12,21,0,39,8,0,17,20,18,7,65,0,0,3,0,8,0,12,6,3,29,16,21,0,72,3,0,3,5,20,0,33,11,5,17,19,50,5,104,11,4,23,9,11,0,59,15,6,30,21,25,10,104,0,0,3,0,3,0,11,0,0,3,5,58,0,64,3,0,14,6,25,6,59,56,23,198,165,640,53,1131,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,9,7,3,26,0,0,3,0,0,0,3,0,0,0,4,7,0,15,0,0,7,0,4,0,10,0,0,19,15,58,7,96,0,0,7,10
102011036,0,0,3,0,3,0,8,0,0,0,3,3,0,7,3,0,21,17,90,7,138,0,3,3,12,21,0,37,3,0,13,13,189,7,223,0,0,4,8,27,0,39,0,3,18,10,59,0,88,0,0,8,15,27,0,42,0,0,3,14,45,0,61,3,0,19,12,14,3,42,8,0,18,12,24,0,56,0,0,3,4,7,0,15,18,0,40,31,29,5,128,0,0,14,8,10,3,33,3,8,29,33,51,3,132,21,10,40,3,17,0,89,15,7,42,21,30,3,107,0,0,0,7,10,0,16,5,0,7,5,61,0,80,0,0,3,7,28,9,51,74,31,273,222,742,51,1389,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,16,7,14,4,42,0,0,3,3,4,0,9,0,0,3,3,10,0,16,0,0,0,3,6,3,16,0,0,16,22,55,3,101,0,0,5,11
102011037,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,0,13,8,38,3,64,0,0,5,3,11,0,20,0,0,9,13,123,0,145,0,0,6,3,10,0,21,6,0,7,3,36,3,58,0,0,3,7,21,0,33,0,0,3,5,25,0,39,3,0,22,7,15,3,45,5,8,23,15,14,3,70,0,0,3,3,8,0,22,3,8,58,21,18,4,106,0,0,3,3,13,0,27,6,3,23,25,39,0,95,17,3,24,10,3,0,63,17,0,25,17,18,6,84,0,3,4,0,5,0,18,0,0,3,5,18,0,32,0,0,8,7,21,8,51,70,28,242,164,453,43,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,20,0,0,0,0,0,0,3,0,0,6,4,11,0,22,0,0,0,8,3,0,10,0,0,7,31,33,0,76,0,0,3,5
102011038,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,8,10,77,3,97,0,0,0,3,17,0,23,4,0,9,18,275,6,311,0,0,6,3,9,0,25,0,0,10,16,34,0,55,0,0,14,0,22,0,43,0,0,5,8,30,3,46,0,0,6,8,9,4,27,0,0,5,5,8,0,26,0,0,0,7,9,0,25,6,0,32,26,15,0,81,0,0,5,3,27,0,30,0,0,20,31,31,0,88,12,6,37,6,7,0,70,8,4,23,13,17,0,65,0,0,3,7,6,0,20,0,0,3,4,39,0,54,3,0,3,11,32,3,48,43,25,191,173,680,31,1139,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,14,13,12,0,40,0,0,0,0,0,0,0,0,0,7,8,14,0,27,0,0,8,0,0,0,15,0,0,18,9,43,5,80,0,0,0,15
102011039,0,0,3,0,3,0,12,0,0,3,3,14,0,20,11,7,39,21,77,3,153,0,0,3,7,14,0,26,6,0,45,57,382,17,503,4,0,18,8,22,0,58,5,0,31,16,56,7,118,0,0,23,21,52,6,105,4,0,15,11,43,0,73,3,4,21,8,24,3,62,9,4,30,29,20,0,94,0,0,15,22,18,0,57,26,9,95,35,35,3,198,3,0,7,11,28,0,47,14,10,47,56,60,0,200,41,19,110,15,16,0,203,59,10,141,39,30,7,288,3,0,18,0,13,4,40,9,0,8,5,59,3,90,11,0,13,18,45,7,90,216,64,682,382,1016,69,2428,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,4,20,10,13,3,58,0,0,0,3,0,0,5,0,0,17,19,27,3,68,0,0,5,7,11,0,28,4,0,36,35,58,14,147,10,0,19,25
102011040,0,0,0,0,11,0,13,0,0,0,3,8,0,19,5,0,8,18,137,19,201,4,0,0,10,33,4,52,3,3,22,43,523,26,618,8,0,13,16,39,3,73,0,0,21,22,125,6,176,7,0,20,17,76,3,123,4,0,18,28,112,14,175,10,0,31,22,35,3,106,9,3,47,38,35,3,138,3,3,9,11,38,4,57,29,6,102,51,56,3,249,0,0,10,11,52,6,83,11,7,47,56,101,13,233,31,11,62,20,25,8,154,18,3,49,25,76,10,187,3,0,12,3,17,4,31,4,0,9,12,126,3,153,4,0,17,14,82,27,143,156,44,489,408,1720,158,2972,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,16,23,4,51,0,0,3,3,4,0,7,0,0,12,17,23,4,51,3,0,14,21,21,3,56,6,3,22,38,111,17,198,3,0,28,29
102011041,0,0,4,0,0,0,3,0,0,3,3,17,0,24,8,3,18,17,62,6,109,0,0,4,7,26,0,37,12,0,17,25,321,4,370,3,0,6,13,21,0,40,5,0,23,20,41,7,95,7,0,10,8,30,8,59,0,0,8,11,29,0,44,0,0,7,20,22,0,52,4,0,26,19,14,4,72,0,0,3,11,16,3,38,20,0,72,27,26,4,153,0,0,12,14,21,3,49,8,7,45,25,51,3,137,20,9,83,14,9,3,141,26,13,80,21,31,11,179,0,0,3,0,8,0,21,4,3,4,4,41,0,66,0,0,12,7,35,5,65,117,47,443,269,821,55,1754,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,13,4,16,7,43,0,0,0,0,3,0,3,0,0,7,11,25,3,49,0,0,7,10,9,3,30,4,0,21,25,39,14,99,0,0,6,21
102011042,0,0,4,0,11,0,15,0,0,5,0,4,0,11,5,0,13,5,82,7,115,0,0,3,4,18,0,23,0,0,20,22,283,15,334,0,0,7,9,24,3,40,0,0,16,6,78,3,106,3,0,9,14,38,11,78,4,4,9,9,46,9,87,7,0,17,11,18,3,57,8,7,32,24,22,5,93,0,0,4,9,12,4,31,20,3,66,32,20,9,151,0,0,7,8,37,3,56,5,4,34,24,71,4,139,17,7,25,7,12,0,73,15,7,36,18,37,6,120,0,0,3,4,12,3,19,3,4,3,8,66,0,86,3,0,8,5,48,14,79,100,39,321,230,929,84,1711,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,10,10,7,0,35,0,0,0,0,3,0,4,0,0,5,10,16,3,36,0,0,5,10,6,4,24,3,0,19,28,83,10,151,4,0,16,12
102011043,0,0,3,0,8,0,9,0,0,0,0,9,0,9,4,0,11,15,87,6,124,3,0,3,4,29,3,42,4,0,3,16,204,10,228,0,0,13,8,22,0,42,3,0,16,17,77,3,111,0,0,8,9,47,0,70,3,0,9,12,44,0,67,3,0,10,11,23,4,58,3,0,14,13,29,0,62,0,0,3,5,9,3,19,11,3,41,32,29,8,114,0,0,11,10,23,6,44,5,4,33,34,40,9,125,14,5,31,7,19,3,82,14,3,51,13,56,7,140,0,0,4,0,16,0,22,4,0,14,9,63,7,91,0,0,7,7,42,16,70,77,21,272,227,862,79,1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,3,36,4,0,0,0,0,0,3,0,0,3,10,11,0,23,0,0,9,9,3,0,25,3,0,18,28,61,11,123,0,0,10,10
102021044,0,0,4,0,9,0,16,0,0,5,3,21,0,28,5,0,24,41,224,10,299,3,0,3,8,56,4,69,3,3,22,32,678,19,764,3,0,5,13,36,6,65,4,0,26,21,120,14,187,0,0,7,19,81,10,114,0,0,6,15,91,10,120,0,4,7,13,34,6,61,0,0,10,30,22,4,72,3,0,9,19,31,0,53,15,3,42,35,46,3,140,0,0,5,7,61,7,82,13,3,46,52,126,17,256,23,18,91,21,27,3,186,12,7,49,44,75,5,185,3,0,5,10,23,0,47,5,0,10,14,145,0,170,3,0,8,15,75,21,122,89,38,399,413,1970,139,3047,0,0,9,0,8,0,18,0,0,0,0,0,0,0,3,0,19,21,48,6,89,0,0,4,0,7,0,9,0,0,5,16,31,3,56,3,0,12,9,11,3,38,0,0,38,42,145,21,248,3,0,20,47
102021045,0,0,0,0,3,0,8,0,0,0,0,18,3,27,0,0,11,18,116,6,151,0,0,0,6,23,3,27,0,0,0,11,216,8,242,0,0,0,0,29,0,35,0,0,4,11,89,7,111,0,0,9,3,37,0,43,0,0,0,12,70,3,83,0,0,0,3,17,0,17,0,0,4,4,18,0,24,0,0,3,0,4,0,9,0,3,13,7,10,0,36,0,0,0,5,27,7,35,4,3,6,22,61,7,98,0,7,20,3,9,0,36,0,3,6,20,37,4,68,0,0,6,0,3,0,9,3,0,0,3,74,0,81,0,0,0,3,55,14,76,17,11,90,131,901,66,1218,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,9,26,3,34,0,0,0,0,5,0,6,0,0,3,0,23,3,29,0,0,0,3,14,0,19,0,0,11,23,92,21,154,0,0,6,13
102021046,0,0,3,0,3,0,7,0,0,0,0,24,0,24,0,0,5,16,97,7,125,4,0,9,6,34,0,50,4,0,9,17,254,20,306,0,0,3,0,15,0,11,3,0,6,8,55,5,68,0,0,3,8,31,3,50,0,0,4,4,55,5,64,0,0,0,5,9,0,13,0,0,3,3,13,0,13,0,0,0,0,14,0,18,5,0,13,6,8,0,33,0,0,3,5,23,3,33,0,0,9,22,45,3,79,7,7,16,8,16,0,48,0,3,19,3,26,0,56,0,0,3,3,8,4,20,0,0,0,3,64,0,71,0,0,3,3,41,12,56,22,12,104,125,820,69,1153,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,4,11,17,0,31,0,0,3,0,3,0,8,0,0,4,6,15,0,25,0,0,0,9,6,0,15,0,0,8,30,66,3,104,0,0,5,21
102021047,0,0,0,0,9,3,14,0,0,0,3,17,0,17,4,0,18,31,206,4,267,0,0,4,7,42,0,60,0,0,9,33,452,20,517,0,3,3,15,30,4,52,4,0,20,29,90,3,145,0,0,5,17,58,3,92,0,0,8,15,77,9,106,3,0,3,12,19,3,38,3,0,10,19,27,0,56,0,0,5,9,25,3,34,11,8,51,36,45,5,156,0,0,5,15,54,3,74,7,7,30,57,90,6,193,20,7,63,16,20,3,124,13,5,32,21,52,9,130,0,0,10,7,11,0,27,3,0,4,10,119,4,139,0,0,11,14,71,15,114,68,41,295,348,1499,95,2359,0,0,0,3,5,0,14,0,0,0,0,3,0,3,4,0,16,22,32,3,79,0,0,0,3,4,0,11,0,0,8,9,20,0,43,0,0,11,11,24,0,42,0,0,28,41,93,13,168,0,0,22,27
102021048,0,0,0,0,12,0,17,0,0,3,3,24,0,28,0,0,14,26,199,17,261,3,0,0,14,38,3,55,0,3,4,23,480,28,542,0,0,8,12,47,5,70,0,0,16,13,122,10,172,0,0,7,20,80,8,107,0,3,10,15,93,7,127,0,0,5,8,27,3,43,0,0,5,9,40,0,53,0,0,0,3,20,0,31,5,0,21,17,40,0,92,0,0,0,5,46,6,60,3,7,27,55,102,3,193,11,4,37,9,20,0,82,7,6,41,33,75,7,170,0,0,0,10,14,3,27,0,0,5,8,141,3,160,4,0,7,7,95,23,134,41,23,227,289,1721,130,2433,0,0,0,3,8,0,10,0,0,0,0,0,0,0,3,0,7,17,38,3,69,0,0,3,3,3,0,10,0,0,5,13,26,6,44,0,0,4,9,14,0,25,4,3,25,38,144,16,231,0,0,13,30
