SA2_MAINCODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
110041200,0,13,8,4,10,19,6,12,0,70,0,8,0,12,11,14,3,8,16,68,58,186,145,218,205,292,153,609,53,1920
110041201,0,20,9,15,30,17,4,11,0,101,10,19,8,11,19,19,9,17,44,149,117,305,258,373,499,457,264,648,83,3015
110041202,8,42,37,41,87,82,46,74,3,417,16,37,14,34,57,54,11,31,89,343,309,962,791,1110,1996,1625,846,1278,182,9109
110041203,5,32,22,20,61,44,29,34,5,256,8,21,18,17,37,39,22,15,70,261,241,639,621,710,1369,1296,701,932,135,6652
110041204,0,15,9,14,22,12,6,9,0,85,0,11,5,7,21,24,10,11,22,109,54,216,172,223,427,378,180,240,45,1940
110041205,10,31,21,31,64,62,23,65,3,310,11,38,23,13,62,59,22,57,74,363,316,846,766,932,1454,1424,698,1613,173,8215
111011206,10,51,43,21,70,62,45,52,0,352,9,21,20,17,46,50,11,21,38,241,292,963,881,878,1396,1412,715,1017,98,7657
111011207,3,13,7,14,27,11,3,18,0,91,3,13,6,5,12,18,3,15,19,89,92,272,270,293,431,402,187,266,33,2241
111011208,16,63,44,46,86,64,35,47,3,405,9,34,36,25,50,64,17,44,78,364,421,1328,1290,1344,2016,2092,1031,1372,159,11064
111011209,16,57,51,48,96,79,60,61,6,457,20,26,16,25,63,73,21,42,66,352,400,1270,1176,1346,2199,2017,1059,1286,150,10899
111011210,3,10,12,18,30,28,17,15,0,132,6,14,12,11,26,34,6,16,23,149,113,385,388,435,624,628,265,336,56,3250
111011211,0,3,4,10,12,5,7,8,0,47,0,7,3,5,11,7,4,11,6,48,53,196,202,194,258,275,126,188,18,1510
111011212,8,31,16,30,41,37,18,20,3,201,4,9,13,17,16,33,11,12,43,160,219,609,534,596,818,831,367,570,78,4619
111011213,3,34,33,12,36,37,18,32,0,208,4,20,12,13,30,28,11,26,22,163,193,807,741,600,960,939,495,830,60,5628
111011214,6,25,21,24,58,43,30,41,3,252,5,22,18,16,32,25,4,29,30,190,239,789,667,745,1191,1029,585,783,76,6103
111021215,7,16,8,11,21,35,20,16,0,125,4,10,5,13,21,26,10,16,42,138,113,419,353,418,624,639,292,392,70,3315
111021216,3,20,16,11,32,39,21,22,0,167,5,17,15,18,18,30,8,18,32,161,133,430,417,439,703,657,292,459,62,3596
111021217,9,33,23,33,87,79,42,49,0,362,4,14,8,12,55,41,14,27,46,221,250,692,673,796,1479,1258,671,786,103,6708
111021218,6,41,31,39,46,56,24,31,3,264,10,27,17,20,51,44,10,28,61,275,211,698,662,686,1095,1023,422,735,133,5661
111021219,11,41,27,31,37,43,21,28,0,234,12,29,19,17,45,38,14,27,47,245,213,718,625,645,957,924,443,661,104,5288
111021220,6,25,18,13,25,25,27,24,0,167,4,10,3,8,21,28,11,12,21,121,148,483,412,432,705,643,354,513,57,3763
111021221,0,11,10,18,50,40,21,23,0,175,0,8,6,7,28,33,8,17,22,126,105,308,300,368,588,635,288,358,58,3006
111031222,0,31,27,26,64,50,13,44,0,260,4,27,16,20,30,45,15,20,52,232,267,942,868,893,1413,1367,707,1037,114,7608
111031223,4,7,4,15,33,34,12,16,0,128,3,20,7,6,14,30,7,8,27,123,137,350,352,369,676,593,268,370,66,3185
111031224,5,18,26,17,33,35,16,28,3,171,3,26,8,15,19,27,6,22,42,177,211,779,654,684,979,940,553,780,96,5674
111031225,6,40,23,28,45,45,20,38,7,252,3,28,20,9,31,31,20,19,44,210,286,975,943,953,1459,1503,732,1022,116,7987
111031226,3,32,20,29,75,65,35,53,3,320,11,23,9,21,34,39,14,24,47,224,225,737,660,784,1418,1330,653,787,92,6696
111031227,15,26,29,35,59,44,21,39,0,276,6,34,12,23,40,39,6,16,54,230,249,809,728,865,1504,1280,632,773,104,6939
111031228,0,29,19,17,52,34,22,31,3,221,0,20,23,12,21,28,9,40,56,213,220,914,787,785,1133,1350,721,1163,111,7187
111031229,9,20,14,20,25,24,23,24,0,154,5,17,7,7,26,26,5,26,37,165,182,712,534,617,1065,1120,607,1059,76,5975
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4
111031231,4,32,13,22,32,15,19,20,3,170,4,25,13,10,23,17,9,10,34,157,183,871,557,483,782,595,286,329,128,4213
111031232,3,17,13,16,24,15,5,14,0,108,3,3,6,12,25,13,7,12,17,103,121,290,293,314,554,497,249,372,34,2729
111031233,11,33,34,36,82,68,31,45,7,339,12,31,19,20,64,43,27,29,68,310,312,948,874,1017,1713,1624,700,910,135,8234
111031234,10,42,23,19,51,32,24,29,0,223,7,29,13,15,21,27,14,19,33,174,261,727,615,664,1073,947,488,600,86,5473
111031235,0,15,27,24,22,28,17,18,0,154,3,13,9,17,22,19,9,21,25,134,137,461,432,560,839,774,374,604,49,4231
112011236,4,35,21,30,47,45,16,29,4,244,7,30,31,21,35,17,8,15,66,234,220,818,776,1021,1301,881,439,757,127,6346
112011237,13,28,39,37,50,47,21,42,0,283,9,34,24,30,40,32,10,30,60,271,249,936,895,1059,1360,1095,526,1023,129,7280
112011238,3,11,20,15,10,7,6,6,0,76,4,26,16,15,23,24,9,17,25,161,97,418,352,434,299,417,159,349,53,2582
112011239,3,29,15,21,20,18,11,13,0,130,8,30,17,27,22,19,7,19,30,175,136,580,513,609,519,453,195,373,81,3454
112011240,4,25,18,21,24,17,8,17,3,128,21,41,35,41,27,42,7,33,49,287,155,671,640,730,609,630,261,512,99,4307
112011241,0,19,9,13,11,8,3,9,0,69,4,8,3,13,13,4,8,9,29,85,69,266,216,301,368,251,158,262,53,1944
112011242,0,17,12,13,22,10,3,4,4,94,3,18,9,17,19,21,4,14,42,150,120,567,490,560,601,596,265,523,80,3793
112011243,5,23,12,11,18,25,8,12,4,124,6,45,18,27,22,24,8,18,45,212,132,599,488,556,379,396,159,364,86,3143
112021244,5,21,14,18,33,32,19,24,4,158,8,13,6,27,17,28,10,19,46,173,146,486,473,697,861,656,312,467,115,4209
112021245,0,5,16,9,15,17,11,10,0,81,12,9,7,12,17,13,5,14,36,125,95,304,305,384,469,422,163,459,75,2679
112021246,4,33,26,27,52,44,37,29,0,248,3,18,12,10,30,28,15,14,42,171,173,696,585,772,1241,848,450,630,79,5474
112021247,3,6,5,12,7,18,8,13,3,85,6,19,5,3,10,28,3,18,34,130,104,357,305,378,420,393,182,451,68,2658
112021248,4,25,19,35,69,52,26,32,3,266,6,34,21,33,27,36,4,17,57,239,178,853,647,986,1345,869,418,606,121,6029
112021249,7,38,29,21,23,31,20,36,0,212,15,32,18,19,28,37,8,36,60,251,255,963,848,1045,1119,977,463,1002,140,6807
112031250,3,29,24,27,20,20,9,25,0,155,10,34,17,20,19,41,12,35,55,247,172,792,628,828,826,837,398,892,99,5476
112031251,3,22,14,16,23,33,10,32,3,154,11,11,7,11,18,21,9,9,43,154,144,448,366,475,615,479,238,392,87,3244
112031252,4,26,16,15,29,26,8,26,0,146,12,21,25,15,26,18,13,25,57,220,143,596,509,564,589,544,251,623,107,3933
112031253,6,34,19,24,35,35,12,28,4,190,10,26,24,42,26,36,18,27,51,257,186,743,686,853,870,860,412,762,117,5483
112031254,3,41,30,40,35,59,18,37,4,263,15,40,32,32,40,62,22,48,70,354,258,954,821,1162,1310,1162,506,921,166,7267
112031550,7,39,27,32,37,29,17,38,0,241,14,23,15,21,38,34,13,37,54,252,198,885,696,964,1212,915,449,805,106,6221
112031551,0,10,8,4,6,20,0,19,0,72,0,9,6,7,9,6,4,12,8,63,54,218,184,221,229,255,124,221,38,1538
112031552,4,22,15,19,29,19,10,8,0,123,3,16,8,13,11,24,3,11,31,122,106,391,287,428,523,355,166,267,62,2569
113011256,4,33,29,40,72,67,41,52,0,341,19,31,36,32,78,67,26,24,70,375,259,820,782,901,2020,1592,851,1107,173,8499
113011257,3,29,15,15,53,35,20,36,3,208,16,25,19,20,36,45,16,31,68,270,272,628,549,639,1055,1018,510,1376,185,6222
113011258,4,17,8,19,35,25,23,23,0,148,6,19,7,10,20,50,11,18,47,190,152,439,311,433,815,915,418,679,103,4264
113011259,3,7,9,4,7,15,10,13,0,71,9,9,3,8,12,14,10,13,35,109,104,230,227,244,387,450,246,455,69,2405
113021260,0,4,3,3,5,3,6,3,0,28,0,4,7,3,5,7,0,11,15,53,60,154,142,157,226,180,128,373,38,1459
113021261,5,12,3,4,13,18,8,13,3,77,5,11,6,6,15,16,9,23,30,118,89,277,259,287,430,328,266,474,56,2482
113021262,7,9,3,3,17,10,3,12,0,64,6,3,5,13,21,19,9,21,32,125,97,213,182,221,349,311,173,462,65,2073
113031263,3,22,7,14,13,22,12,12,0,105,7,15,3,8,22,8,7,7,22,93,105,288,291,354,560,479,210,464,59,2806
113031264,4,8,4,3,3,3,7,3,0,40,0,9,15,12,7,15,4,17,20,98,54,180,170,199,252,238,137,300,53,1582
113031265,0,8,3,4,18,13,12,13,0,78,4,8,4,3,22,12,4,5,17,82,91,243,199,246,472,404,198,398,44,2290
113031266,0,18,16,9,17,21,14,18,3,117,0,9,14,9,12,17,5,17,33,112,104,329,255,337,391,437,241,541,86,2715
113031267,6,28,29,34,63,55,30,49,3,292,6,26,15,15,39,47,17,29,59,252,266,863,751,876,1687,1406,767,1160,129,7910
113031268,3,13,11,6,28,18,3,10,6,97,5,9,8,0,6,18,3,8,15,69,96,342,218,184,457,391,195,268,60,2204
113031269,7,30,36,53,82,96,51,62,0,412,10,28,28,20,55,53,18,34,71,319,353,1028,883,1144,2264,1846,969,1326,144,9964
113031270,4,23,19,19,43,40,17,27,0,189,11,18,15,9,35,43,14,29,35,212,188,590,485,596,1175,965,523,998,100,5613
113031271,3,17,22,27,59,51,37,30,4,242,16,26,10,14,42,46,11,29,66,257,249,655,622,742,1216,1281,621,1439,151,6972
114011272,0,15,15,9,16,22,11,13,3,110,11,19,11,7,12,15,6,13,26,127,139,536,420,421,472,550,312,525,68,3452
114011273,9,4,3,4,3,9,4,3,0,47,0,3,6,0,5,9,3,8,21,60,48,196,130,165,205,221,91,186,26,1261
114011274,0,12,4,7,14,6,0,7,3,58,7,9,0,8,10,20,3,10,13,86,89,220,196,215,315,296,117,248,43,1730
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,7,0,24
114011276,4,13,3,10,5,4,7,8,0,55,8,5,3,3,12,8,3,0,11,46,84,227,196,212,270,244,173,245,28,1675
114011277,3,24,32,31,29,35,30,36,0,222,6,21,13,14,32,32,9,27,47,208,230,917,704,830,1181,982,601,874,125,6446
114011278,12,45,30,25,69,50,35,52,6,326,13,32,12,21,47,25,9,27,80,266,267,896,785,840,1434,1113,813,829,184,7161
114011279,0,23,24,27,35,22,17,18,0,166,15,23,16,21,30,28,6,13,58,214,170,614,537,645,928,658,376,455,106,4491
114011280,7,7,3,0,4,7,0,3,0,38,0,6,6,8,11,11,0,3,21,63,55,186,166,179,226,199,68,118,36,1226
114011281,3,7,10,9,13,11,11,15,0,74,3,6,10,6,11,11,7,5,9,58,60,210,179,213,277,253,151,212,21,1587
114011282,7,21,21,33,48,41,15,22,0,205,7,37,14,20,15,21,14,16,58,206,227,902,685,766,850,774,346,653,124,5336
114011283,0,4,15,8,5,5,0,10,3,64,7,18,5,4,9,16,0,9,20,98,89,340,267,248,258,270,103,259,47,1882
114021284,0,21,23,25,24,30,16,25,0,172,10,24,24,16,18,31,18,38,45,214,170,745,598,600,640,812,422,907,79,4972
114021285,4,22,12,16,26,15,12,27,0,140,11,16,14,15,25,26,7,21,29,162,91,339,296,328,553,538,268,451,47,2906
114021286,4,23,25,25,27,22,20,24,4,170,10,21,7,23,18,19,13,30,22,160,123,540,435,498,667,661,357,598,67,3951
114021287,5,21,18,28,38,30,16,36,0,189,0,24,13,12,28,22,18,31,32,185,119,560,435,531,783,719,404,664,79,4283
114021288,3,5,11,7,6,14,15,12,0,62,3,5,13,6,7,14,8,16,13,85,47,190,200,179,226,276,142,324,24,1617
114021289,0,19,7,15,20,10,6,18,4,105,9,25,21,8,5,14,5,15,22,132,95,430,338,380,396,475,237,510,52,2901
115011290,6,37,51,45,79,92,35,54,5,404,3,34,30,27,66,108,33,52,94,455,321,1123,1063,1068,2131,2694,987,1643,183,11196
115011291,7,44,50,37,66,79,26,59,5,370,13,51,43,23,59,113,20,67,73,463,289,1322,1102,933,1808,2416,928,1651,135,10591
115011294,0,17,11,4,19,17,14,26,0,101,0,16,8,8,10,26,12,21,23,121,80,423,344,275,359,574,264,653,36,3001
115011296,0,33,19,25,27,27,18,33,0,188,0,26,17,21,39,77,19,45,40,284,162,833,665,582,999,1408,606,1197,88,6531
115011553,0,26,13,11,27,34,14,25,3,161,3,22,13,10,27,43,15,31,23,190,99,423,366,351,670,922,362,593,44,3820
115011554,3,6,3,7,11,12,3,10,0,46,0,3,10,9,12,15,6,9,8,81,48,278,235,201,325,529,181,348,22,2168
115011555,7,31,18,24,25,32,13,32,0,170,4,22,11,22,41,52,24,35,32,241,134,740,633,551,927,1310,539,1020,61,5915
115011556,0,24,14,26,21,36,17,30,0,156,7,19,30,8,25,57,17,36,35,226,103,567,467,460,832,1000,450,804,58,4746
115011557,3,16,13,9,13,16,12,28,3,95,4,11,9,8,22,36,9,21,25,135,74,326,264,241,469,638,267,440,44,2754
115011558,3,22,25,18,53,46,25,42,3,237,4,43,35,16,49,71,30,47,59,355,246,1195,1011,809,1578,2133,877,1380,127,9350
115011559,8,52,48,46,59,107,48,72,7,429,10,51,32,39,85,116,24,59,88,502,294,1295,1168,1098,2105,2868,1139,1989,179,12143
115021297,15,80,46,45,75,110,50,93,11,525,18,56,35,44,61,84,30,88,85,489,309,1408,1111,1055,1347,2122,862,2167,192,10568
115021298,0,16,19,10,11,19,6,37,0,123,3,12,17,7,16,20,10,15,18,121,62,343,303,261,321,475,202,543,47,2552
115031299,0,3,3,13,16,12,7,17,0,63,3,0,8,16,5,10,7,11,11,70,55,147,119,137,186,224,109,210,25,1214
115031300,8,63,38,53,79,126,77,123,3,577,23,52,43,40,78,113,39,93,112,592,340,1177,1131,1123,1785,2291,1089,2256,225,11418
115041301,8,28,22,35,44,62,31,62,0,289,9,21,25,25,28,71,19,60,36,297,132,546,513,603,828,1160,480,1156,83,5504
115041302,10,55,60,45,77,101,32,92,4,471,9,46,38,40,73,127,25,83,83,525,292,1226,1137,1097,2071,2797,1105,1959,175,11849
116011303,6,23,41,26,58,55,17,29,3,264,13,42,43,33,100,91,13,32,103,469,220,612,793,746,2195,1705,638,726,181,7824
116011304,5,35,33,20,94,62,39,41,5,337,12,34,45,28,111,103,27,42,87,489,232,664,775,738,2174,1732,673,772,188,7938
116011306,5,36,18,34,91,79,33,24,0,327,8,34,41,41,146,108,28,40,131,578,280,872,912,917,2981,2420,758,834,267,10249
116011307,6,52,38,38,102,97,43,87,3,462,13,48,45,41,130,146,56,70,129,684,350,1114,1042,1130,2630,2638,1105,1485,257,11754
116011308,12,46,34,33,91,98,46,48,3,411,3,38,44,54,150,143,42,51,113,642,298,968,1083,1051,2893,2445,926,1133,214,11013
116011560,9,11,14,14,54,43,13,27,3,187,9,25,23,25,78,54,14,25,73,330,143,479,520,533,1451,1181,406,581,146,5443
116011561,3,19,32,34,65,54,27,25,5,269,11,39,40,36,106,72,34,32,116,485,204,645,683,713,1934,1609,580,685,229,7275
116021309,5,40,33,18,71,49,25,45,0,290,11,21,27,25,83,71,18,43,88,394,233,828,743,748,1881,1965,751,1065,175,8390
116021310,12,51,58,43,94,104,58,87,4,513,13,39,58,54,138,153,41,76,115,690,434,1329,1392,1355,3548,4047,1478,2251,247,16081
116021312,6,43,24,27,103,73,37,62,6,387,8,39,17,26,87,105,29,59,72,450,230,742,677,726,1916,1972,750,1236,166,8411
116021562,4,5,14,8,20,25,3,13,0,87,0,4,12,4,14,17,8,8,14,90,56,153,178,179,550,461,210,264,31,2070
116021563,10,35,39,44,108,86,56,66,0,439,11,27,40,40,95,118,27,58,86,495,330,1078,1106,1150,2872,2705,1066,1410,184,11896
116031313,3,15,19,21,41,39,23,21,4,193,11,44,29,35,139,88,23,36,132,550,148,568,509,658,1563,1050,463,551,239,5760
116031314,0,12,11,11,33,31,14,13,0,125,3,13,13,17,48,46,12,17,48,220,95,334,315,403,1071,834,334,419,101,3909
116031315,7,25,22,27,87,77,38,45,4,329,8,24,30,33,148,107,37,49,117,556,263,799,820,964,2869,2120,755,966,224,9784
116031316,3,20,19,15,44,53,16,40,3,209,14,34,31,40,127,100,39,51,162,591,193,545,542,734,2027,1457,589,735,241,7070
116031317,3,21,29,21,79,68,23,17,5,265,16,45,41,45,127,106,39,40,137,587,199,741,771,850,2263,1594,577,671,277,7946
116031318,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,6,0,18
116031319,6,36,32,32,81,74,29,40,3,333,26,34,29,39,128,126,39,42,128,585,265,862,837,955,2809,2146,752,944,272,9851
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,15
117011321,9,21,25,23,47,54,20,36,4,237,4,16,12,12,35,65,16,36,54,253,171,433,493,558,1060,1302,622,884,113,5633
117011322,7,44,46,35,87,109,36,46,9,418,13,46,60,45,105,117,31,50,124,587,362,1047,1343,1060,2689,2825,1109,1541,262,12241
117011323,4,27,18,24,40,36,15,28,7,195,8,23,18,22,38,42,9,31,44,239,135,500,523,524,1046,1114,430,677,107,5061
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,3,0,5,0,23
117021326,11,52,62,53,111,101,62,58,10,515,13,46,63,49,82,107,28,71,123,585,392,1075,1451,1411,2814,3073,1478,1974,228,13905
117021327,9,33,34,57,74,75,48,50,6,379,14,37,32,37,48,84,32,62,86,423,322,930,1034,1149,2078,2662,1419,2060,184,11836
117021328,3,16,13,27,30,41,11,21,3,171,4,13,9,8,24,36,21,27,36,179,130,329,450,433,907,1018,507,687,75,4532
117031329,0,14,15,20,41,31,24,33,4,184,4,15,34,11,30,67,22,60,47,298,149,387,664,479,1003,1647,869,1821,97,7118
117031330,10,21,26,30,78,66,33,46,7,309,11,19,30,27,57,103,40,75,61,427,329,542,692,776,2014,2775,1554,2239,145,11056
117031331,5,40,31,25,52,50,23,57,3,295,4,36,39,27,51,100,49,71,75,455,304,1024,1005,848,1698,2287,1277,2067,156,10673
117031332,18,85,34,40,91,92,49,62,13,496,11,61,45,38,76,128,41,78,124,599,461,1635,1236,1144,2397,3160,1674,2558,325,14582
117031333,13,30,26,34,55,57,38,60,3,320,12,33,29,37,54,107,31,91,73,475,299,653,881,767,1776,2813,1623,3258,170,12236
117031334,5,32,47,22,57,65,23,25,4,281,16,45,92,43,61,106,23,87,101,573,353,945,1724,746,1964,2600,1077,1872,207,11495
117031335,14,45,41,45,79,65,29,38,4,354,11,36,59,21,63,94,31,76,101,500,287,912,1338,875,2078,2555,1390,2064,197,11695
117031336,11,24,27,27,57,44,23,46,4,262,17,31,49,21,50,95,44,70,68,432,231,570,986,664,1599,2381,1279,2340,135,10182
117031337,11,29,83,30,51,61,24,35,5,325,42,73,294,41,81,131,33,62,205,965,371,1228,4301,912,2061,2878,1016,2019,331,15124
117031338,7,47,46,51,132,102,57,84,3,529,22,40,60,45,110,165,61,120,173,796,467,1167,1520,1054,3177,4325,1983,3060,282,17051
118011339,9,43,35,30,53,63,22,36,4,297,17,47,47,25,43,109,44,97,86,516,289,832,1051,872,1344,2400,1160,2309,163,10413
118011340,7,53,39,38,65,66,22,46,9,343,20,66,53,52,59,135,44,125,99,647,301,920,1062,994,1408,2670,1414,2898,202,11873
118011341,14,27,35,31,43,49,26,36,0,261,0,30,41,20,39,89,29,57,67,374,236,728,943,750,1249,1971,961,1679,123,8633
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,0,41,37,52,56,65,29,50,0,327,23,71,58,48,65,139,48,123,103,677,351,1230,1183,1095,1379,2679,1302,3426,191,12832
118011344,3,39,23,23,24,36,19,30,0,189,7,29,26,30,19,54,21,51,41,291,143,634,560,577,631,1156,546,1163,91,5507
118011345,3,32,29,25,33,34,24,45,0,229,4,31,27,20,22,81,34,72,52,339,252,681,668,696,1024,1920,1119,2529,109,9000
118011346,3,28,16,12,25,24,9,13,0,135,10,37,34,23,27,46,11,55,37,276,136,686,591,517,516,1001,494,1355,89,5388
118011347,3,20,7,7,12,24,9,18,0,101,8,16,16,12,11,38,12,46,30,193,88,364,346,333,375,794,455,1151,63,3959
118021348,9,53,36,58,61,70,27,60,0,377,8,53,46,39,62,121,40,108,92,584,432,1213,1226,1211,1882,3278,1636,3084,186,14144
118021350,11,42,49,56,63,78,29,67,4,406,11,36,43,31,62,86,26,47,96,436,345,1080,1011,1051,1754,2304,913,1582,190,10228
118021564,0,16,20,10,25,30,23,31,5,160,8,27,20,12,28,44,12,24,40,215,215,993,791,497,980,1307,551,988,205,6528
118021565,6,24,25,24,31,35,20,36,0,204,0,30,34,21,40,51,20,29,61,287,166,834,810,626,1090,1344,546,842,121,6368
118021566,0,11,21,20,16,31,19,30,0,156,5,16,15,17,29,35,12,28,40,189,119,437,515,470,767,1078,469,870,69,4795
118021567,3,23,31,9,32,20,14,23,5,161,9,24,33,25,14,49,12,27,52,246,159,502,523,506,808,1100,444,826,94,4969
118021568,3,17,24,12,29,22,13,25,0,149,10,16,9,17,32,39,14,27,36,195,159,485,496,433,855,1090,443,657,59,4684
118021569,8,34,34,35,49,51,21,42,4,284,6,29,21,19,35,81,22,56,49,313,284,763,847,842,1524,2239,1114,1888,117,9611
118021570,4,34,30,22,30,36,21,25,0,198,12,30,14,22,25,60,22,31,43,256,204,588,657,564,1168,1601,793,1283,91,6954
119011354,12,44,31,42,64,71,31,51,7,354,20,47,46,41,98,95,35,38,136,560,212,868,810,847,1596,1605,606,876,265,7683
119011355,0,0,0,0,0,4,3,3,0,17,0,3,3,0,4,3,3,0,9,32,15,28,45,24,115,104,29,46,19,430
119011356,8,36,17,33,43,50,14,23,9,227,7,31,20,28,48,63,12,28,79,300,114,513,439,409,910,985,278,495,154,4296
119011357,6,56,44,42,88,74,37,43,12,405,28,57,64,52,90,107,32,34,179,643,241,1102,981,955,1749,1850,628,891,361,8758
119011358,10,39,26,29,59,64,40,34,0,316,8,22,35,27,81,83,29,33,78,389,216,734,736,731,1742,1684,677,892,141,7556
119011359,12,52,53,53,95,99,37,57,5,467,16,44,32,43,98,105,32,52,112,534,368,1272,1254,1256,2454,2677,1084,1611,249,12211
119011360,9,34,39,25,75,68,24,35,0,311,9,34,26,24,71,67,26,28,84,363,200,705,737,674,1683,1696,589,877,152,7313
119011361,4,58,57,39,60,69,42,32,8,363,12,63,54,50,119,90,26,29,140,570,217,848,767,750,1845,1561,568,716,259,7532
119011571,6,33,37,24,53,40,17,28,3,243,14,47,48,37,102,62,16,23,102,458,137,660,714,609,1461,1216,407,542,190,5941
119011572,10,61,44,32,60,55,25,31,5,325,17,44,37,39,110,66,22,15,113,471,131,666,643,532,1411,1146,387,473,215,5602
119021362,9,34,48,27,75,85,42,33,5,355,13,57,49,46,83,87,23,40,99,499,239,826,851,894,1804,1699,622,833,207,7987
119021363,12,65,75,47,131,110,37,54,14,542,28,97,126,80,190,154,47,51,245,1012,331,1390,1986,1456,3295,2783,976,1162,401,13768
119021364,12,70,46,52,78,106,36,73,14,494,19,43,38,43,90,99,30,47,128,536,306,1136,1087,1073,2003,2321,954,1557,241,10682
119021366,9,50,51,26,72,59,25,25,8,344,14,60,52,46,96,90,20,30,185,589,197,884,886,792,1575,1421,520,672,326,7284
119021367,3,35,23,30,60,61,35,30,4,275,8,31,35,22,68,66,23,30,75,355,153,598,578,590,1212,1288,437,643,138,5642
119021573,4,27,26,31,45,43,7,12,3,211,5,51,51,40,78,66,15,30,138,481,108,612,821,651,1372,1055,369,446,230,5669
119021574,4,17,20,7,24,26,14,9,0,125,7,18,32,16,41,31,15,3,82,247,72,358,598,415,876,638,254,283,158,3656
119031368,7,27,42,31,82,59,21,34,7,305,12,64,85,56,125,124,36,34,173,706,253,1054,1511,1011,2557,2302,688,849,287,10503
119031369,5,37,50,35,105,80,38,55,3,400,17,43,60,40,109,108,29,37,118,559,360,1199,1400,1209,2619,2553,1099,1404,241,12081
119031370,6,25,23,17,47,41,19,32,4,212,7,31,36,25,55,63,12,22,87,342,149,634,693,603,1334,1296,472,624,149,5962
119031371,7,22,33,17,25,46,11,29,0,201,3,26,35,25,43,49,16,29,56,273,167,766,722,650,1069,1242,603,926,105,6250
119031372,7,52,31,30,72,67,25,59,3,350,14,40,33,27,73,73,25,39,76,395,247,945,942,832,1424,1729,749,1207,144,8228
119031373,0,14,24,13,39,38,25,16,0,162,9,20,27,24,60,52,12,15,79,302,130,486,523,454,1069,878,339,361,122,4368
119031374,7,41,44,41,70,81,25,58,5,370,14,49,66,38,112,96,19,41,128,569,309,1217,1468,1110,2208,2465,820,1415,244,11248
119041375,7,38,57,35,64,63,42,45,3,355,27,45,81,48,98,129,24,32,146,617,295,873,1518,960,2385,2532,972,1199,252,10990
119041376,6,61,56,41,75,72,48,61,4,414,12,40,77,41,121,114,33,40,138,619,351,1190,1536,1269,2791,2567,956,1288,267,12204
119041377,0,25,35,26,43,40,20,25,6,225,8,17,33,24,55,58,15,18,67,295,147,597,609,586,1194,1271,485,757,120,5752
119041378,3,14,13,14,43,29,12,20,3,156,10,27,32,15,39,46,6,13,72,263,151,476,767,609,1311,1415,401,516,111,5761
119041379,13,31,30,36,60,58,31,27,4,291,12,38,44,35,59,62,19,28,83,383,230,771,990,802,1701,1706,635,935,169,7924
119041380,5,23,33,21,47,52,28,38,0,252,6,38,28,17,57,80,18,48,96,392,236,583,689,588,1307,1449,601,938,184,6560
119041381,5,29,55,30,73,59,28,28,5,310,12,45,78,52,108,92,17,28,126,566,266,840,1630,998,2502,2004,712,886,256,10103
119041382,3,31,38,43,57,68,28,44,0,310,5,32,20,25,57,86,26,46,73,370,227,706,706,720,1406,1687,745,1115,160,7468
120011383,4,41,35,43,71,85,41,57,6,387,18,44,31,34,63,94,33,77,84,469,309,1124,1078,982,1692,2391,1050,2007,171,10817
120011384,4,43,48,35,77,76,24,34,3,349,11,58,61,40,114,163,37,67,122,662,360,1028,1267,956,2616,3390,1111,1520,235,12491
120011385,3,36,38,26,53,64,23,49,4,291,8,25,34,19,46,71,28,50,44,330,279,882,956,829,1304,2080,1046,2057,122,9554
120011386,5,51,51,37,62,67,45,76,5,393,10,46,45,26,65,86,32,67,69,440,342,917,1008,873,1658,2297,1142,1993,160,10386
120021387,9,19,18,27,31,30,19,39,5,192,6,37,31,27,23,68,35,65,28,317,270,747,738,714,979,1697,1068,2077,84,8376
120021388,10,60,38,47,76,84,42,60,3,422,9,42,42,37,64,112,33,93,90,517,466,1199,1269,1347,2205,3121,1671,3002,192,14468
