SA2_MAINCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
115011559,0,0,0,0,0,3,4,3,7,259,146,10,416,5,11,22,431,156,5,600
115021297,0,9,0,0,0,9,3,3,11,231,139,16,383,11,7,14,402,199,11,604
115021298,0,3,0,0,0,3,0,0,4,45,45,4,96,3,5,8,98,54,0,157
115031299,0,0,0,0,0,0,0,0,3,22,9,0,35,3,3,8,45,30,0,74
115031300,3,7,0,0,0,7,5,6,16,254,157,13,426,15,16,25,449,238,8,700
115041301,0,3,0,0,0,5,0,0,10,125,73,9,211,7,4,9,219,111,0,330
115041302,0,3,0,0,0,3,0,0,9,231,144,17,394,10,9,21,411,160,3,578
116011303,0,6,0,0,0,7,3,3,15,212,115,18,347,22,17,39,388,289,14,686
116011304,6,11,0,0,0,11,16,3,37,280,141,27,445,30,40,70,514,474,11,1002
116011306,0,3,0,0,0,5,15,14,31,295,161,32,490,31,23,57,550,577,22,1145
116011307,0,3,0,0,0,4,18,12,40,347,182,38,564,28,26,56,624,507,26,1154
116011308,3,4,0,0,0,9,12,7,29,316,171,26,507,35,24,52,566,417,10,994
116011560,0,3,0,0,0,4,6,0,8,214,102,9,330,16,17,35,360,285,3,650
116011561,0,3,0,0,0,3,10,4,18,209,123,23,349,17,12,29,383,318,7,710
116021309,3,5,0,0,0,5,3,0,10,204,97,19,319,10,7,20,335,110,0,446
116021310,0,4,0,0,0,4,0,4,7,385,137,14,531,15,17,26,557,221,6,781
116021312,0,3,0,0,0,3,5,5,14,234,134,22,388,16,20,34,425,290,8,724
116021562,0,0,0,0,0,0,0,0,4,74,21,4,100,3,3,4,104,27,0,128
116021563,0,6,0,0,0,10,7,3,15,410,198,26,637,26,25,52,690,236,13,941
116031313,0,3,0,0,0,7,30,16,50,225,213,27,466,69,66,139,604,981,30,1614
116031314,0,3,0,0,0,5,8,3,15,131,63,12,211,9,14,29,237,153,3,388
116031315,0,10,0,0,0,10,5,6,18,340,153,34,528,25,22,50,575,323,7,906
116031316,0,4,3,0,3,11,26,22,54,269,196,27,498,70,60,133,625,861,39,1530
116031317,0,3,3,0,3,11,24,11,43,282,181,41,499,46,44,85,584,751,28,1359
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,0,6,0,0,0,8,12,0,21,310,149,26,487,18,24,44,528,374,9,912
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,0,5,0,0,0,5,3,4,11,204,83,14,300,14,7,17,323,128,7,450
117011322,4,5,3,0,3,9,9,12,29,279,142,26,443,20,23,43,488,385,17,886
117011323,0,3,0,0,0,3,3,3,15,172,110,17,290,14,17,26,314,230,12,557
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,0,3,0,0,0,3,6,9,16,279,192,15,485,28,25,55,543,515,11,1067
117021327,0,7,0,0,0,7,5,7,14,231,118,18,364,3,14,20,380,202,12,591
117021328,0,4,0,0,0,4,3,0,3,98,50,6,151,3,7,13,159,123,4,280
117031329,0,0,0,0,0,0,0,0,0,63,23,0,88,4,8,5,96,39,0,137
117031330,0,0,0,0,0,0,3,0,3,152,67,4,224,6,3,10,234,100,0,340
117031331,0,0,0,0,0,0,5,0,9,146,96,12,258,11,10,20,276,266,4,547
117031332,3,7,0,0,0,7,4,0,10,175,82,12,267,6,5,12,279,145,7,434
117031333,0,3,0,0,0,3,4,3,9,95,56,10,161,8,15,20,177,144,3,327
117031334,0,3,0,0,0,3,8,3,13,133,93,11,238,15,10,21,260,201,4,462
117031335,0,3,0,0,0,3,4,0,9,131,77,16,220,6,10,22,244,198,3,445
117031336,0,0,0,0,0,0,3,3,9,69,34,6,110,11,3,10,122,110,4,236
117031337,0,0,0,0,0,0,0,4,9,128,63,5,199,4,5,12,210,173,4,387
117031338,0,0,0,0,0,0,6,6,9,232,152,21,401,25,22,44,447,442,9,892
118011339,0,3,0,0,0,3,0,0,8,159,114,4,279,5,4,8,290,108,0,401
118011340,3,4,0,0,0,4,3,0,8,174,138,14,326,10,14,28,351,153,8,507
118011341,0,0,0,0,0,0,0,5,8,201,117,13,325,6,6,16,344,163,6,510
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,0,3,0,0,0,3,9,3,15,279,153,13,441,15,4,19,463,243,10,712
118011344,0,3,0,0,0,3,3,0,8,128,81,6,218,7,3,10,228,112,0,344
118011345,0,7,0,0,0,7,0,0,6,166,76,7,254,6,7,19,272,93,0,364
118011346,0,0,0,0,0,0,3,3,3,120,88,12,215,7,7,15,227,124,3,356
118011347,0,0,0,0,0,0,4,0,3,105,44,0,153,3,5,11,162,77,0,244
118021348,0,4,0,0,0,3,7,0,16,267,168,29,462,11,25,36,491,255,5,749
118021350,0,3,3,0,3,6,10,4,19,299,188,15,500,14,18,38,537,420,10,966
118021564,0,6,0,0,0,6,3,0,11,115,67,13,194,3,5,8,202,103,0,313
118021565,0,3,0,0,0,3,3,3,5,124,87,11,222,7,10,11,237,212,5,450
118021566,0,3,0,0,0,3,0,0,3,98,62,5,165,3,0,7,172,137,5,311
118021567,0,5,0,0,0,5,5,5,17,147,107,13,269,8,11,22,287,227,12,527
118021568,0,0,0,0,0,0,0,0,3,133,71,11,207,4,3,11,215,143,0,363
118021569,3,3,0,0,0,3,0,0,7,240,117,13,376,13,12,22,392,141,3,539
118021570,0,0,0,0,0,0,0,0,4,153,64,13,229,7,3,10,239,122,3,367
119011354,0,0,0,0,0,0,12,8,22,215,147,28,389,22,32,56,451,641,20,1109
119011355,0,0,0,0,0,0,0,0,0,12,0,0,11,0,0,0,11,17,0,22
119011356,0,0,0,0,0,0,3,5,3,126,91,17,228,16,17,32,262,271,6,541
119011357,0,8,0,0,0,8,9,7,20,203,176,26,401,13,41,54,456,700,21,1180
119011358,4,6,0,0,0,6,11,3,15,231,147,18,403,9,13,22,420,318,5,747
119011359,3,14,0,0,0,14,12,0,24,365,214,31,608,21,19,40,651,448,3,1101
119011360,0,3,3,0,3,4,3,3,11,232,130,21,384,19,20,43,428,356,10,795
119011361,0,0,0,0,0,0,17,9,29,242,163,22,422,25,40,64,489,532,13,1033
119011571,0,4,0,0,0,3,3,3,16,167,133,19,319,35,37,73,388,418,16,822
119011572,0,4,0,0,0,8,13,9,24,175,144,20,337,27,36,62,407,444,14,854
119021362,0,3,0,0,0,0,10,3,21,239,190,20,454,16,23,37,492,494,9,998
119021363,0,3,0,0,0,5,10,0,15,342,284,37,662,36,63,95,754,611,17,1379
119021364,0,0,0,0,0,7,4,7,14,270,161,24,451,31,17,43,502,476,8,984
119021366,7,8,3,0,6,12,20,3,35,177,149,16,341,14,32,48,386,555,11,959
119021367,0,3,0,0,0,3,3,3,8,140,117,20,273,11,10,19,295,313,5,612
119021573,0,3,0,0,0,4,6,4,15,99,81,8,189,16,23,42,233,304,6,540
119021574,0,0,0,0,0,0,10,4,12,90,54,12,152,16,13,28,182,223,9,413
119031368,6,5,0,0,0,5,3,7,22,239,169,19,433,21,44,68,499,442,18,957
119031369,0,5,0,0,0,8,4,3,13,338,209,23,575,21,20,44,623,356,4,982
119031370,3,7,0,0,0,8,6,6,16,174,112,15,302,8,13,22,321,287,9,619
119031371,0,3,0,0,0,3,3,4,7,149,72,13,232,13,15,27,260,148,3,409
119031372,0,0,0,0,0,0,3,0,5,228,138,17,383,11,19,29,410,255,4,673
119031373,0,0,0,0,0,0,3,10,12,119,115,5,238,23,33,56,292,318,11,624
119031374,0,3,0,0,0,7,0,4,16,264,180,16,458,12,30,40,499,389,11,899
119041375,0,3,0,0,0,3,9,3,14,194,116,19,335,18,15,29,357,295,8,659
119041376,0,4,0,0,0,4,4,0,9,313,217,29,557,29,14,41,599,443,7,1047
119041377,0,0,0,0,0,0,3,0,6,149,82,14,245,7,5,12,255,288,5,548
119041378,0,0,0,0,0,0,0,3,3,115,87,7,205,8,6,17,217,156,3,382
119041379,0,0,0,0,0,0,0,0,5,197,154,15,363,14,15,33,397,253,9,653
119041380,3,6,0,0,0,6,0,3,14,230,130,19,382,13,17,26,410,273,4,688
119041381,0,3,0,0,0,6,9,7,15,201,105,21,319,10,8,22,344,312,6,660
119041382,0,8,0,0,0,8,6,0,9,230,182,10,422,5,14,18,445,281,3,726
120011383,3,7,0,0,0,7,3,0,13,283,163,15,458,14,20,26,487,309,8,804
120011384,0,3,0,0,0,3,3,0,9,247,135,17,394,9,15,27,422,279,0,694
120011385,0,0,0,0,0,0,3,0,3,237,118,15,365,12,8,17,386,178,0,571
120011386,0,3,0,0,0,7,3,4,12,296,166,11,476,11,16,23,501,316,5,827
120021387,0,3,0,0,0,3,3,3,5,184,74,9,270,10,12,23,291,146,0,441
120021388,0,3,0,0,0,3,3,5,9,343,162,14,516,12,15,27,542,278,8,826
120021389,0,3,0,0,0,3,0,3,5,171,86,6,269,3,11,10,277,138,4,428
120031390,0,8,0,0,0,8,4,4,11,270,164,22,463,20,25,47,508,326,7,841
120031391,3,4,0,0,0,4,8,3,9,243,145,24,413,19,23,40,454,431,6,891
120031392,0,0,0,0,0,0,4,0,5,132,83,10,226,8,4,18,240,171,3,416
120031393,0,0,0,0,0,3,3,6,15,229,151,18,403,11,11,21,421,299,9,726
120031394,3,4,0,0,0,4,3,0,10,240,127,9,371,17,11,23,397,278,8,681
120031395,0,4,0,0,0,4,3,4,9,168,89,11,272,7,9,17,285,181,8,467
120031396,0,0,0,0,0,0,3,0,3,154,108,16,277,7,10,20,300,178,0,479
120031575,0,5,0,0,0,5,7,3,15,219,128,19,362,12,14,30,393,357,9,754
120031576,0,0,0,0,0,0,0,3,4,51,35,3,91,0,0,5,98,57,3,158
121011398,0,8,0,0,0,8,10,6,19,335,161,16,516,21,16,40,555,503,6,1062
121011399,0,3,0,0,0,3,0,3,4,255,112,14,378,16,5,27,400,211,3,618
121011400,0,8,0,0,0,8,4,5,10,312,167,7,482,10,13,26,509,207,3,719
121011401,0,0,0,0,0,0,0,0,6,132,53,4,186,10,3,11,203,83,6,287
121011402,3,5,0,0,0,5,3,0,10,270,157,15,440,12,5,21,461,283,3,744
121021403,0,4,0,0,0,4,0,0,3,248,139,22,403,3,15,19,429,166,0,598
121021404,0,3,0,0,0,3,0,0,6,144,89,12,241,3,0,8,247,84,0,334
121021406,0,3,0,0,0,3,4,3,7,210,127,15,350,4,3,6,357,192,7,552
121021577,0,3,0,0,0,3,3,3,10,189,111,10,308,5,15,26,334,183,3,524
121021578,0,0,0,0,0,0,0,0,3,122,92,9,221,7,3,14,234,158,0,395
121021579,0,0,0,0,0,0,0,0,6,132,80,11,221,8,8,15,231,131,0,363
121031407,0,0,0,0,0,0,3,0,3,266,121,19,404,14,16,27,435,288,6,732
121031408,0,6,0,0,0,6,0,0,4,237,149,19,403,11,9,17,422,230,3,652
121031409,0,0,0,0,0,0,3,0,4,158,88,3,246,5,4,12,261,162,0,424
121031410,0,3,0,0,0,3,5,0,3,213,120,9,342,5,3,12,353,207,0,561
121031411,0,3,0,0,0,3,6,0,6,194,121,13,324,10,7,19,344,164,0,507
121031412,0,0,0,0,0,0,3,0,6,162,84,9,256,4,7,14,267,181,3,453
121041413,3,3,0,0,0,3,0,0,8,260,109,10,384,10,10,23,404,141,0,546
121041414,0,4,0,0,0,3,0,0,7,228,92,10,328,5,9,13,343,137,0,480
121041415,0,5,0,0,0,5,9,3,15,319,190,20,526,13,17,33,564,238,7,807
121041416,0,0,0,0,0,0,0,0,3,217,90,6,319,6,8,16,332,114,4,454
121041417,0,4,0,0,0,4,0,0,7,107,52,4,167,4,3,9,175,69,0,245
122011418,0,3,0,0,0,3,0,0,12,230,136,10,374,3,12,15,389,177,5,572
122011419,0,4,0,0,0,4,6,3,6,214,128,7,353,17,5,21,378,163,3,538
122021420,5,9,0,0,0,9,5,3,12,143,107,7,260,7,6,14,268,116,3,387
122021421,0,3,0,0,0,4,0,0,4,90,78,0,169,4,3,7,178,88,0,263
122021422,3,3,0,0,0,10,4,3,14,165,135,13,308,7,3,10,319,126,5,452
122021423,3,10,0,0,0,10,0,3,16,345,236,26,606,13,8,19,625,205,5,834
122031424,0,5,0,0,0,3,3,0,11,162,109,10,286,6,3,6,289,195,3,494
122031425,0,4,0,0,0,4,0,0,6,73,44,0,127,8,4,7,135,85,0,220
122031426,3,3,0,0,0,6,0,0,11,398,242,28,668,17,8,25,689,280,3,978
122031427,0,3,0,0,0,3,5,3,9,151,94,3,247,6,5,12,253,135,7,393
122031428,0,3,0,0,0,3,5,0,13,258,168,17,440,10,6,19,453,244,5,699
122031429,0,5,0,0,0,5,7,0,15,281,135,14,426,12,9,23,445,176,5,630
122031430,0,0,0,0,0,0,4,0,10,198,147,19,362,7,9,13,374,167,3,546
122031431,3,3,0,0,0,3,3,0,8,289,225,23,534,14,9,22,555,233,7,796
122031432,0,0,0,0,0,0,0,0,0,40,23,3,60,0,0,0,64,27,0,92
123011433,0,4,0,0,0,4,0,0,11,175,108,9,290,10,8,16,308,123,0,435
123011434,4,7,0,0,0,7,3,3,13,307,170,32,506,11,30,35,538,250,5,800
123011435,0,11,0,0,0,11,4,4,24,560,296,37,898,23,24,54,950,342,7,1300
123021436,0,7,0,0,0,4,10,14,29,373,227,29,635,45,59,109,738,677,19,1436
123021437,4,4,0,0,0,7,12,8,21,302,168,22,491,33,30,59,557,371,13,936
123021438,3,12,0,0,0,7,9,5,26,371,245,21,644,37,32,65,705,560,7,1270
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,5,0,0,0,9,7,6,24,317,171,28,511,26,33,62,573,356,10,941
123021441,0,10,0,0,0,9,7,3,22,295,166,20,491,29,22,53,537,368,11,915
123021442,6,4,0,0,0,6,22,15,44,326,193,18,540,45,38,81,621,650,21,1297
123021443,0,6,0,0,0,6,18,12,32,261,183,27,470,27,30,60,533,491,17,1045
123021444,0,3,0,0,0,4,14,22,38,323,216,36,572,44,44,92,667,577,27,1267
123031445,0,0,0,0,0,0,0,0,3,61,47,6,113,10,8,15,124,79,3,208
123031446,0,0,0,0,0,0,0,0,3,111,51,5,170,0,5,5,176,74,3,250
123031447,3,11,0,0,0,11,5,4,17,222,180,20,428,24,24,50,473,243,9,730
123031448,0,3,0,0,0,3,3,0,3,96,66,12,172,6,3,10,183,77,0,255
124011449,3,3,0,0,0,3,0,0,3,69,65,10,140,3,13,17,156,108,0,268
124011450,0,4,0,0,0,4,3,0,7,270,160,6,442,5,14,22,461,226,3,691
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,0,6,0,0,0,6,3,5,14,138,200,12,353,10,14,26,376,274,6,656
124011453,0,0,0,0,0,0,4,0,9,159,153,18,332,3,7,13,347,174,0,521
124011454,0,8,0,0,0,8,6,3,17,322,203,28,545,5,9,16,565,264,6,831
124011455,0,0,0,0,0,0,3,0,3,59,63,4,121,0,3,9,128,89,0,217
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,3,3,0,0,0,3,6,3,15,283,183,24,488,25,23,40,530,337,4,872
124031458,0,0,0,0,0,0,15,0,18,393,219,29,641,32,33,65,708,410,3,1117
124031459,0,0,0,0,0,0,4,0,8,238,115,16,367,10,18,21,389,175,0,563
124031460,3,6,0,0,0,10,0,3,9,397,194,34,623,11,14,25,649,214,3,868
124031461,3,6,0,0,0,9,13,5,20,324,199,33,549,14,25,42,588,373,9,972
124031462,3,9,0,0,0,9,5,3,15,358,243,29,633,30,40,73,701,436,12,1152
124031463,0,0,0,0,0,0,0,0,3,100,56,11,170,4,4,10,180,94,3,275
124031464,0,0,0,0,0,0,7,6,21,243,173,26,439,22,23,50,488,382,10,874
124031465,0,0,0,0,0,0,0,0,3,57,50,4,111,3,3,4,122,53,0,170
124041466,0,6,0,0,0,4,4,0,13,293,164,9,476,18,16,35,507,262,4,768
124041467,5,6,0,3,3,10,11,0,20,314,185,23,525,20,19,38,564,375,11,947
124041468,0,0,0,0,0,0,3,0,3,59,41,6,104,3,4,3,111,101,4,219
124051469,0,4,0,0,0,4,0,0,4,121,61,5,182,14,0,15,191,65,0,261
124051470,0,11,0,0,0,11,8,4,19,393,186,37,613,21,20,41,651,310,12,969
124051580,3,6,0,0,0,9,10,14,32,212,106,25,338,13,21,35,376,326,22,716
124051581,5,9,0,0,0,12,19,14,40,322,193,25,548,48,36,84,627,551,15,1194
125011473,0,0,0,0,0,0,0,0,0,201,79,15,291,4,12,19,309,153,6,470
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,0,0,0,0,0,7,4,12,92,68,20,181,15,18,29,205,358,14,580
125011583,0,0,0,0,0,0,8,8,16,68,52,4,122,19,9,27,158,197,8,357
125011584,0,0,0,0,0,0,9,6,8,67,38,7,109,3,9,11,121,183,5,309
125011585,0,0,0,0,0,0,0,0,8,93,61,6,162,13,10,20,185,184,3,381
125011586,0,3,0,0,0,3,3,5,14,213,109,20,335,19,14,38,376,337,5,721
125011587,0,0,0,0,0,3,0,5,10,53,40,3,96,6,4,6,107,127,5,236
125021476,0,0,0,0,0,0,3,3,9,315,182,26,521,17,18,32,556,368,6,928
125021477,0,4,0,0,0,7,10,3,13,268,167,24,454,12,36,50,501,395,12,911
125021478,0,0,0,0,0,0,3,7,7,213,120,12,353,14,21,40,389,328,11,721
125031479,0,4,0,0,0,4,12,4,23,186,147,16,348,29,29,50,397,511,16,924
125031480,0,7,0,0,0,7,10,8,21,145,103,12,261,18,25,47,308,489,15,811
125031481,0,0,0,0,0,0,9,6,19,175,111,20,303,14,28,44,350,425,5,785
125031482,0,0,0,0,0,3,3,0,8,333,188,17,533,18,24,45,574,417,8,1000
125031483,0,4,0,0,0,4,15,13,29,139,114,22,277,15,22,39,309,558,13,885
125031484,0,0,0,3,3,4,10,14,28,259,158,32,443,14,35,49,487,537,18,1047
125031485,4,8,0,0,3,10,17,10,39,332,215,38,584,31,38,70,655,717,17,1384
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,0,3,0,0,0,3,6,3,16,302,178,18,501,25,28,49,545,324,7,879
125041490,0,0,0,0,0,0,6,0,3,90,57,7,151,4,3,13,161,84,5,248
125041491,0,3,0,0,0,4,4,0,10,237,118,9,364,17,4,23,387,202,0,591
125041492,3,5,0,0,0,5,10,4,16,229,143,26,396,28,27,50,453,348,5,803
125041493,0,3,0,0,0,3,4,3,13,288,165,24,473,15,19,35,507,377,7,895
125041494,0,0,0,0,0,0,3,3,9,149,80,10,236,3,6,6,239,103,6,352
125041588,0,3,0,0,0,0,7,4,14,109,65,7,180,15,7,21,203,220,3,432
125041589,0,0,0,0,3,0,3,3,12,134,67,4,215,18,12,29,236,239,9,485
126011495,0,6,0,0,0,6,3,0,8,309,165,16,491,11,12,25,514,339,3,857
126011496,4,4,0,0,0,4,0,0,5,220,111,17,348,0,9,12,364,180,3,548
126021497,0,0,0,0,0,0,3,0,3,259,151,16,429,20,15,31,459,350,6,812
126021498,0,4,0,0,0,4,0,0,4,183,111,7,306,9,10,20,325,138,3,466
126021499,0,3,0,0,0,3,4,0,3,95,52,6,157,4,7,7,170,92,3,265
126021500,0,0,0,0,0,0,3,0,7,231,105,9,342,9,10,21,357,239,4,601
126021501,3,5,0,0,0,5,4,0,11,136,91,7,231,8,8,11,245,202,4,452
126021503,0,9,0,0,0,9,0,0,10,221,137,13,373,4,8,17,387,264,4,652
126021590,0,0,0,0,0,0,0,0,0,42,16,0,62,6,3,3,71,64,0,130
126021591,0,3,0,0,0,7,5,0,20,329,191,17,541,14,13,36,574,376,9,953
127011504,0,4,3,0,3,4,31,18,53,172,163,18,357,36,36,77,428,881,29,1336
127011505,0,3,0,0,0,3,0,0,6,81,53,4,144,7,7,17,158,157,4,322
127011506,0,3,0,0,0,3,4,0,8,165,107,15,288,6,9,14,305,189,0,494
127011592,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
127011593,0,0,0,0,0,0,0,0,0,91,47,6,141,4,0,3,146,88,0,234
127011594,0,3,0,0,0,3,3,10,14,167,119,21,302,13,21,32,333,316,10,667
127011595,0,3,0,0,0,3,6,8,10,167,96,17,275,12,12,26,305,243,12,556
127011596,0,4,0,0,0,4,3,3,7,141,72,15,228,13,16,28,253,179,8,435
127011597,0,0,0,0,0,0,4,3,10,214,136,9,358,10,14,22,383,179,9,576
127021509,0,4,0,0,0,4,3,10,18,175,189,16,377,33,43,78,453,591,25,1068
127021510,0,3,0,0,0,3,13,7,27,206,107,15,325,16,17,35,366,443,11,818
127021511,0,3,0,0,3,3,12,8,33,282,275,33,587,65,111,177,765,940,20,1730
127021512,3,3,0,0,0,7,11,15,39,225,187,26,434,36,50,87,521,654,26,1203
127021513,0,4,0,0,0,7,17,10,30,279,235,28,543,37,67,109,650,779,13,1441
127021514,0,0,0,0,0,0,5,3,8,119,86,16,220,14,8,22,249,249,3,494
127021515,0,4,0,3,3,4,17,10,32,166,129,19,310,20,47,68,378,721,10,1114
127021516,0,0,0,3,3,3,20,13,33,213,148,16,379,37,35,74,451,666,24,1142
127021517,0,0,0,0,0,0,4,0,6,80,63,7,155,11,4,20,176,245,3,425
127021518,0,0,0,0,0,0,0,0,0,36,22,4,58,3,6,5,68,69,0,133
127021519,4,3,0,0,0,3,14,7,31,231,152,24,403,18,26,39,445,512,11,972
127021520,0,0,0,0,0,0,3,0,5,138,85,12,243,16,17,37,274,331,0,608
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127031522,0,8,0,0,0,8,6,7,19,183,131,15,328,14,22,35,363,316,6,690
127031523,5,4,0,0,0,4,7,7,16,278,136,22,436,6,13,20,454,291,5,752
127031524,0,0,0,0,0,3,3,3,10,302,151,14,473,9,5,16,489,186,3,687
127031598,0,0,0,3,3,5,22,18,43,314,182,29,523,35,61,98,628,841,22,1495
127031599,0,3,0,0,0,3,12,12,34,135,103,23,256,13,21,34,285,392,24,708
127031600,3,3,0,0,0,3,0,4,9,204,95,14,308,12,19,32,338,229,6,570
127031601,0,0,0,0,0,0,0,3,3,75,39,8,121,12,15,24,148,197,0,349
128011529,0,3,0,0,0,4,0,0,4,238,146,15,400,6,9,20,420,160,3,577
128011530,3,4,0,0,3,4,7,7,18,268,197,24,493,14,18,34,520,272,13,803
128011531,0,9,0,0,0,9,3,3,14,191,135,10,330,9,16,21,355,244,3,599
128011602,0,3,0,0,0,3,3,0,7,228,161,9,394,7,11,23,419,172,5,597
128011603,0,9,0,0,0,9,0,0,9,119,87,12,217,3,3,11,229,147,0,376
128011604,0,8,0,0,0,8,8,0,17,356,238,22,622,6,19,23,644,240,0,887
128011605,0,0,0,0,0,0,0,0,0,19,13,0,33,0,0,0,31,28,0,64
128011606,0,3,0,0,0,3,0,0,9,79,68,3,149,0,0,7,156,86,3,241
128021533,0,0,0,0,0,3,6,3,11,74,58,3,136,0,6,8,145,62,7,212
128021534,0,3,0,0,0,3,0,0,5,128,55,9,197,5,3,7,205,81,0,285
128021535,0,3,0,0,0,3,0,3,7,363,187,21,571,8,10,21,590,199,5,794
128021536,0,9,0,0,0,10,3,0,7,229,160,10,391,17,14,26,421,204,3,627
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,0,7,0,0,0,7,3,3,15,370,222,21,615,16,16,34,650,292,3,944
128021607,0,3,0,0,0,3,3,0,4,255,187,15,458,7,9,16,476,149,3,627
128021608,0,0,0,0,0,0,3,0,3,96,46,11,156,4,3,4,156,71,0,231
128021609,0,0,0,0,0,0,0,0,0,46,28,4,76,0,3,3,78,20,0,94
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
