SA2_MAINCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
102011042,59,12,0,0,0,75,27,5,0,0,0,33,26,11,0,0,0,33,47,10,0,0,0,57,62,7,0,0,0,67,183,38,7,0,0,226,241,26,11,4,0,281,325,37,6,0,0,375,151,9,0,0,0,154,88,6,0,0,0,96,45,4,0,0,0,47,51,14,0,0,0,64,1295,173,26,3,3,1506
102011043,55,0,3,0,0,58,26,9,0,0,0,32,15,0,0,0,0,15,51,4,0,0,0,54,56,4,4,0,0,64,225,17,4,0,0,247,341,23,3,0,0,368,425,19,0,0,0,441,103,0,0,0,0,103,45,5,0,0,0,52,21,3,0,0,0,27,54,7,0,0,0,56,1412,82,16,4,0,1519
102021044,130,9,5,0,0,145,53,8,0,0,0,61,39,3,0,0,0,47,84,6,0,0,0,95,125,7,3,0,0,135,356,15,9,0,0,381,544,25,14,0,0,577,779,22,5,0,3,813,324,3,0,0,0,325,181,6,0,0,0,193,48,4,0,0,0,51,100,3,3,0,0,103,2768,100,46,3,4,2923
102021045,44,0,0,0,0,46,29,0,0,0,0,29,23,0,0,0,0,23,46,0,0,0,0,45,75,0,0,0,0,75,306,6,0,0,0,313,412,0,0,0,0,421,378,5,0,0,0,381,98,0,0,0,0,98,27,0,0,0,0,27,14,0,0,0,0,14,61,3,0,0,0,61,1509,13,0,5,0,1527
102021046,61,0,0,0,0,62,26,0,0,0,0,29,25,0,0,0,0,21,54,0,0,0,0,58,55,0,0,0,0,56,198,0,6,0,0,209,289,0,3,0,0,291,281,0,0,0,0,284,66,0,0,0,0,65,35,0,0,0,0,36,18,0,0,0,0,20,50,0,0,0,0,46,1153,15,19,0,0,1183
102021047,95,0,3,0,0,99,42,0,0,0,0,44,40,3,0,0,0,47,60,3,0,0,0,64,90,3,0,0,0,94,319,8,0,0,0,322,460,7,0,0,0,470,635,7,0,0,0,638,238,3,0,0,0,244,135,0,0,0,0,135,77,0,0,0,0,78,83,0,0,0,0,84,2266,32,6,0,0,2310
102021048,100,3,5,0,0,109,49,3,3,0,0,55,45,4,6,0,0,58,86,9,3,0,0,101,153,9,10,0,0,168,468,24,28,0,0,514,617,14,27,0,0,654,563,9,8,0,0,580,126,0,3,0,0,129,64,0,0,0,0,64,30,0,0,0,0,30,97,4,10,0,0,108,2393,72,100,0,3,2565
102021049,27,0,0,0,0,27,15,0,0,0,0,15,3,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,0,19,47,0,0,0,0,47,52,0,0,0,0,48,79,0,0,0,0,83,55,0,0,0,0,55,90,4,0,0,0,93,57,0,0,0,0,57,30,0,0,0,0,34,468,4,0,3,0,473
102021050,55,0,0,0,0,55,34,0,0,0,0,34,32,0,0,0,0,32,60,3,0,0,0,66,77,0,0,0,0,77,234,0,0,0,0,241,326,0,0,0,0,326,271,0,0,0,0,269,77,0,0,0,0,77,48,0,0,0,0,51,20,0,0,0,0,20,48,0,0,0,0,54,1287,5,0,0,0,1295
102021051,39,8,0,0,0,48,8,4,0,0,0,7,9,3,0,0,0,9,15,3,0,0,0,18,23,12,0,0,0,34,77,29,0,0,0,101,113,28,0,0,0,137,151,13,0,0,0,166,84,0,0,0,0,85,67,0,0,0,0,67,38,0,0,0,0,45,35,3,0,0,0,38,647,100,0,0,3,751
102021052,40,0,0,0,0,39,18,0,0,0,0,20,13,0,0,0,0,13,32,0,0,0,0,32,40,0,0,0,0,39,146,0,3,0,0,155,194,0,0,0,0,197,192,0,0,0,0,196,59,0,0,0,0,64,32,0,0,0,0,32,8,0,0,0,0,9,38,0,0,0,0,38,823,0,5,3,0,840
102021053,31,12,6,0,0,42,16,17,3,0,0,30,11,7,8,0,0,23,26,10,11,0,0,46,44,23,12,0,0,75,91,46,29,0,0,168,118,53,25,0,0,208,232,64,10,0,0,311,100,12,9,0,0,120,93,10,3,0,0,109,42,4,8,0,0,51,51,10,8,3,0,74,856,266,122,9,6,1256
102021054,38,3,0,0,0,37,18,3,0,0,0,20,16,4,0,0,0,24,40,5,0,0,0,52,37,4,0,0,0,42,137,10,0,0,0,145,208,7,0,0,0,217,205,5,3,0,0,213,75,0,0,0,0,77,46,0,0,0,0,52,26,0,0,0,0,29,45,0,0,0,0,48,891,39,15,0,0,945
102021055,27,3,0,0,0,29,11,3,0,0,0,14,3,4,0,0,0,12,15,4,0,0,0,19,20,3,0,0,0,21,60,24,0,0,0,86,108,29,0,0,0,142,175,8,0,0,0,186,79,3,0,0,0,84,48,0,0,0,0,48,21,0,0,0,0,21,20,0,0,0,0,21,590,89,0,0,0,680
102021056,62,0,0,0,0,66,19,0,0,0,0,20,16,0,0,0,0,20,36,3,0,0,0,38,63,0,0,0,0,63,196,3,0,0,0,203,285,4,0,0,0,287,673,0,0,0,0,675,351,0,0,0,0,352,151,3,0,0,0,156,56,0,0,0,0,56,71,0,0,0,0,72,1975,18,0,0,0,1998
102021057,27,3,0,0,0,34,20,5,0,0,0,22,14,0,0,0,0,18,35,3,0,0,0,37,56,3,0,0,0,63,154,12,3,0,0,169,204,8,3,3,0,226,191,8,0,0,0,201,69,0,0,0,0,69,34,3,0,0,0,38,14,0,0,0,0,14,34,0,0,0,0,34,861,44,11,3,0,926
103011058,91,11,0,0,0,105,48,3,0,0,0,53,37,3,3,0,0,39,90,9,3,0,0,106,136,14,5,0,0,157,458,37,11,0,0,509,531,39,4,0,0,575,519,25,0,0,0,542,204,5,0,0,0,214,121,0,0,0,0,121,54,3,0,0,0,61,88,5,3,0,0,93,2381,149,37,0,0,2569
103011059,49,0,0,0,0,50,22,0,0,0,0,23,18,0,0,0,0,19,41,0,0,0,0,46,58,0,0,3,0,58,221,7,0,0,0,226,291,4,0,0,0,296,415,0,0,0,0,417,167,0,0,0,0,167,84,0,0,0,0,89,40,0,0,0,0,40,46,0,0,0,0,42,1443,19,0,4,4,1473
103011060,48,0,0,0,3,49,20,0,0,0,0,20,34,0,0,0,0,35,37,0,0,0,0,37,55,0,0,0,0,55,134,0,0,0,0,137,153,0,0,0,0,151,171,0,0,0,0,173,98,0,3,0,0,98,63,0,0,0,0,68,37,0,0,0,0,37,46,0,0,0,0,44,889,0,3,0,6,904
103011061,30,0,0,0,0,30,10,0,0,0,0,13,10,0,0,0,0,12,23,0,0,0,0,23,40,0,0,0,0,43,114,0,0,0,3,125,102,0,0,0,6,105,66,0,0,0,0,66,36,0,0,0,3,35,17,0,0,0,3,13,14,0,0,0,0,15,27,0,0,0,0,27,479,0,0,7,17,506
103021062,62,0,0,0,0,64,25,0,0,0,4,27,30,0,0,0,7,36,55,0,0,0,3,60,84,0,0,0,3,88,101,0,0,0,3,103,47,0,0,0,3,48,36,0,0,0,0,36,15,0,0,0,0,15,14,0,0,0,0,14,7,0,0,0,0,7,37,0,0,0,3,35,515,0,0,3,23,546
103021063,41,0,0,0,0,41,31,0,0,0,0,32,51,0,0,0,0,56,82,0,3,0,0,85,120,3,0,0,0,126,214,0,3,0,3,216,156,0,0,0,0,156,103,0,0,0,0,103,32,0,0,0,0,32,21,0,0,3,0,21,11,0,0,0,0,11,44,0,0,0,0,44,912,3,4,3,3,931
103021064,45,0,0,0,3,47,40,0,0,0,0,40,28,0,0,0,3,31,57,0,0,3,0,55,64,0,0,0,0,65,123,0,3,0,3,136,66,3,0,0,0,72,65,0,0,0,0,67,24,0,0,0,0,24,16,0,0,0,0,16,14,0,0,0,0,14,30,0,0,0,3,35,578,10,0,3,7,605
103021065,62,0,0,0,0,71,40,0,0,0,0,40,36,0,0,0,0,43,91,0,0,0,0,95,151,0,0,0,0,155,295,0,0,3,3,300,153,0,0,0,0,153,98,0,0,0,0,100,39,0,0,0,0,39,22,0,0,0,0,24,24,0,0,3,0,31,72,0,0,0,0,74,1093,5,3,10,3,1118
103021066,42,0,0,0,0,44,34,0,0,0,0,37,17,0,0,0,0,17,33,0,0,3,0,36,43,0,0,0,0,43,58,0,0,0,0,61,40,0,0,0,0,40,31,0,0,0,0,31,10,0,0,0,0,10,10,0,0,0,0,10,9,0,0,0,0,9,30,0,0,0,0,30,352,0,0,3,3,357
103021067,43,0,0,0,0,43,31,0,0,0,0,29,31,0,0,0,0,33,77,0,0,0,0,77,104,0,0,0,0,111,341,3,0,0,0,342,234,0,0,0,0,239,168,0,0,0,0,168,71,0,0,0,0,67,33,0,0,0,0,33,24,0,0,0,0,24,51,0,0,0,0,51,1203,7,5,0,3,1224
103021068,48,0,0,0,0,49,13,0,0,0,0,16,14,0,0,0,0,21,32,0,0,0,0,32,28,0,0,0,0,28,49,0,0,0,0,50,35,0,0,0,0,35,32,0,0,0,0,33,7,0,0,0,0,7,7,0,0,0,0,7,8,0,0,0,0,8,24,0,0,0,0,24,298,0,0,0,3,309
103021069,48,0,0,0,0,54,36,0,0,0,0,36,39,0,0,0,0,39,50,0,0,0,0,50,80,0,0,0,0,83,112,0,0,3,0,114,52,0,0,0,0,53,51,0,0,0,0,55,16,0,0,0,0,16,10,0,0,0,0,10,16,0,0,0,3,17,35,0,0,0,0,39,550,0,0,3,10,564
103031070,61,3,0,0,0,59,37,0,0,0,0,42,29,6,0,0,0,35,74,3,0,0,0,79,124,4,0,0,0,128,306,3,0,0,0,311,222,0,0,0,0,223,194,0,0,0,0,197,81,0,0,0,0,83,50,0,0,0,0,51,19,0,0,0,0,19,55,0,0,0,0,55,1250,27,3,0,4,1285
