SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
101051539,146,348,282,369,1218,1020,551,1020,106,5073,0,12,4,3,7,7,4,5,0,40,0,0,0,0,0,3,0,0,0,4,0,23,14,23,40,9,5,4,3,128,0,0,0,4,0,0,0,0,0,13,0,11,5,6,16,16,3,5,0,65,0,3,3,3,8,12,3,4,0,44,39,135,103,118,127,46,22,19,3,620,21,142,88,95,64,31,20,21,17,495,5,8,11,12,23,16,5,0,0,72,0,6,7,4,12,4,3,3,0,37,4,0,15,8,31,12,6,6,0,80,3,8,5,7,18,10,15,6,0,72,14,26,29,29,53,23,13,16,0,202,0,34,29,32,43,18,3,9,0,172,34,19,44,40,175,77,28,30,7,453,28,48,84,85,97,73,28,57,9,503,67,82,202,292,299,191,60,69,4,1263,3,22,3,12,14,7,0,7,0,62,3,28,27,33,34,17,8,11,0,168
101051540,95,207,170,235,495,651,276,907,72,3109,6,42,32,31,15,49,21,80,7,282,0,3,0,0,0,3,0,0,0,11,0,6,6,6,20,8,7,3,0,54,0,0,0,3,0,3,0,0,0,15,7,9,5,5,6,6,3,7,0,51,0,8,8,11,9,5,0,3,0,36,17,42,44,52,39,15,6,13,3,242,9,77,39,48,16,8,8,23,3,224,0,7,11,6,13,3,0,9,0,53,0,8,3,0,4,3,0,4,0,21,0,4,8,4,14,5,0,3,0,47,0,0,3,3,6,13,3,3,0,29,10,22,27,21,24,17,13,10,0,151,0,25,19,17,18,4,4,6,0,97,19,10,30,24,73,28,15,18,0,210,12,49,45,59,44,48,38,41,0,334,33,63,119,113,89,69,22,22,7,542,3,5,4,7,3,0,0,3,0,26,3,19,8,11,14,8,4,4,4,82
101061541,47,100,79,100,304,326,174,321,33,1492,0,8,0,6,3,4,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,7,8,3,3,4,0,3,0,29,0,0,0,0,3,0,0,3,0,9,3,27,29,26,34,5,10,7,0,145,9,44,25,20,14,8,3,13,5,151,0,0,3,3,5,3,3,4,0,20,0,0,3,0,3,0,0,0,0,9,0,0,4,0,13,3,0,0,0,25,0,3,0,3,3,4,0,4,0,22,6,6,12,19,25,27,6,9,0,112,3,9,7,6,3,3,3,3,0,38,29,12,15,20,69,45,20,10,0,223,11,29,23,35,25,26,17,31,0,206,23,32,53,73,75,35,12,18,0,323,0,11,0,0,3,0,3,0,0,20,0,11,9,9,8,3,8,0,0,50
101061542,107,217,154,219,485,702,365,805,79,3124,16,40,23,26,27,28,9,62,3,233,0,0,0,0,0,0,0,0,0,0,0,10,12,8,9,11,3,3,0,43,0,3,0,0,7,0,0,3,0,8,3,22,7,9,7,14,3,10,0,84,0,3,4,7,0,11,4,8,0,27,9,41,23,33,31,15,8,16,0,168,6,79,36,27,20,3,6,20,8,207,3,5,7,6,3,8,0,3,0,32,0,5,3,4,8,3,0,8,0,32,0,4,3,7,12,9,3,3,3,45,0,3,0,4,10,10,3,3,0,36,12,21,18,32,47,53,29,27,0,243,0,27,14,12,15,8,4,8,0,90,48,13,38,70,190,128,61,71,5,627,20,44,62,48,57,40,39,46,3,366,33,42,75,97,69,52,13,29,8,426,3,8,8,15,8,4,7,3,0,50,3,16,4,10,11,15,5,4,0,72
101061543,68,179,108,176,432,426,255,478,60,2190,7,12,14,19,9,9,14,18,0,99,0,0,0,0,3,0,3,0,0,9,3,14,8,19,13,11,3,7,0,77,0,0,0,0,3,3,0,0,0,5,6,17,8,11,6,4,0,6,0,49,0,6,3,4,14,4,7,0,0,34,18,97,52,63,63,22,20,21,3,354,7,46,37,39,16,16,6,10,5,180,4,15,10,5,4,4,3,0,0,40,0,0,0,3,11,0,3,0,0,23,3,5,9,7,29,10,0,0,0,65,0,0,4,8,4,5,0,0,0,16,0,12,10,18,19,11,5,8,0,85,3,16,10,14,9,12,4,0,4,72,0,0,7,9,30,9,8,5,0,66,4,34,36,44,43,27,3,39,0,233,24,31,76,109,66,57,18,33,0,422,0,6,0,7,3,3,0,0,0,15,8,22,10,6,17,7,6,4,0,83
101061544,48,107,85,102,265,303,175,555,52,1686,7,41,33,40,22,61,24,68,7,297,0,0,0,0,0,3,3,3,0,11,3,8,8,4,5,0,3,0,0,28,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,0,3,0,19,0,4,0,3,3,4,3,0,0,22,5,27,22,29,14,10,11,16,0,140,0,23,15,19,9,3,7,11,4,99,0,6,4,3,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,8,3,4,4,9,19,7,0,3,0,51,0,3,3,0,4,0,0,0,0,16,0,10,11,10,13,5,3,3,0,59,0,15,8,10,5,5,3,0,0,51,3,3,7,5,28,6,3,9,0,62,7,23,29,25,19,33,5,28,0,179,9,32,46,50,48,39,15,28,0,269,0,0,3,0,0,0,0,0,0,11,5,13,13,6,5,4,3,3,0,45
102011028,58,158,120,134,242,493,229,421,34,1883,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,6,7,10,11,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,15,6,16,4,8,0,0,0,54,0,0,7,5,6,6,3,4,0,23,3,56,43,18,23,13,4,10,0,170,4,76,28,23,6,15,5,7,0,170,0,3,4,0,3,3,0,4,0,16,3,5,3,0,3,3,0,0,0,24,3,3,4,11,5,11,6,4,0,50,0,5,5,7,12,5,3,3,0,43,3,22,22,22,22,23,8,10,0,135,3,13,14,7,4,6,3,9,0,61,7,9,9,13,25,17,3,7,0,92,13,40,49,47,33,52,15,33,4,290,13,52,109,91,51,52,22,19,5,420,0,12,0,6,0,3,0,0,0,38,0,15,10,7,7,5,0,0,0,55
102011029,85,243,160,196,398,570,239,516,39,2441,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,6,4,5,18,14,0,6,0,52,0,0,0,0,0,3,0,0,0,5,3,22,5,7,7,12,4,3,0,68,3,8,12,0,10,15,9,3,0,54,14,75,50,41,29,25,4,12,0,251,9,82,40,29,17,9,4,16,0,214,3,4,7,6,3,11,4,3,0,35,3,5,7,9,0,6,3,7,0,39,4,8,12,9,28,23,3,3,0,97,3,13,10,7,8,17,0,5,0,57,3,32,27,26,24,28,10,21,0,178,5,31,13,12,9,19,0,3,0,95,7,4,16,19,45,19,14,12,0,124,19,44,45,36,40,49,20,41,3,297,24,58,131,117,63,61,15,32,4,505,3,10,4,9,7,4,0,3,0,34,3,24,17,16,23,7,0,3,0,103
102011030,32,81,71,91,143,261,133,390,40,1238,7,20,12,14,18,15,3,33,3,134,0,0,0,0,0,0,0,0,0,4,3,3,0,5,14,3,8,3,0,47,0,0,0,0,0,0,0,3,0,3,0,7,12,7,7,4,7,5,0,49,4,6,4,5,8,3,0,3,0,32,3,29,12,11,10,12,5,11,0,94,3,19,3,10,6,11,3,5,0,63,0,6,3,3,0,4,3,3,0,28,0,0,0,0,7,3,3,3,0,21,0,0,7,4,6,3,0,3,0,23,0,3,0,3,0,0,0,6,0,14,0,4,6,8,14,12,10,4,0,60,0,11,9,6,11,4,0,3,0,45,3,0,3,0,10,12,4,0,0,36,0,23,18,17,13,24,3,22,0,115,10,22,40,21,25,19,10,4,0,157,3,4,4,0,0,7,0,7,0,25,0,7,6,3,11,4,0,0,0,28
102011031,64,248,170,203,460,647,327,629,53,2812,3,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,18,15,13,9,14,6,0,85,0,4,0,0,4,6,0,0,0,14,3,22,8,13,9,11,3,3,0,72,3,3,7,3,9,12,4,4,0,54,6,116,66,66,56,34,15,22,3,378,10,97,39,40,22,12,3,8,3,234,0,10,0,4,8,6,0,0,0,36,5,7,5,3,10,5,5,8,0,50,3,7,10,7,25,19,3,8,0,84,3,4,5,4,17,17,7,3,0,60,8,31,19,29,37,21,12,22,0,178,7,35,16,26,9,12,8,3,3,124,6,7,16,18,50,10,7,10,0,122,14,55,62,60,49,55,28,42,4,362,38,95,160,121,138,78,25,24,3,683,0,18,9,9,7,8,3,8,0,55,0,30,13,26,20,19,0,3,0,119
102011032,110,340,267,347,963,1059,509,744,74,4397,0,4,4,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,3,7,12,15,45,39,3,9,4,138,0,3,0,0,3,0,0,0,0,12,0,15,14,5,6,22,3,3,3,73,0,0,10,3,14,18,4,0,0,58,22,93,87,81,105,53,34,24,8,492,10,127,65,52,34,19,16,15,0,345,5,8,6,12,14,13,7,0,0,65,3,3,5,3,18,7,9,6,0,59,0,9,22,18,53,40,11,11,3,167,0,9,8,8,24,21,7,3,0,88,10,34,30,38,49,35,23,19,0,225,4,37,20,18,23,31,12,7,5,149,15,11,26,26,85,30,16,14,0,231,20,78,59,63,69,56,35,59,0,446,56,115,197,257,220,199,64,76,16,1202,3,17,9,4,8,10,0,3,0,62,5,33,31,29,35,16,18,8,0,186
102011033,34,112,90,106,336,419,208,361,24,1683,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,6,12,9,4,0,0,46,0,0,0,0,3,0,3,0,0,10,0,9,9,4,3,6,0,3,0,31,0,0,7,8,10,5,3,7,0,41,9,53,39,31,37,18,14,11,0,206,3,54,20,25,9,3,6,10,0,142,0,9,4,4,3,3,3,0,0,28,0,0,3,4,3,0,0,0,0,19,0,3,8,11,17,15,0,3,0,64,4,0,7,3,9,11,3,0,0,31,3,7,4,6,27,17,8,3,0,84,0,16,15,6,9,5,4,4,0,63,7,3,9,7,29,19,3,8,0,86,6,24,21,20,27,16,15,19,0,141,12,28,71,83,76,70,18,11,5,369,0,3,0,3,3,0,0,0,0,9,0,7,9,7,10,13,10,3,0,64
102011034,51,116,101,98,278,364,176,276,28,1481,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,6,5,14,3,3,5,0,42,0,0,0,0,0,0,0,0,0,0,3,3,8,3,8,5,0,3,0,34,0,4,3,5,3,7,0,3,0,29,5,43,39,30,31,9,7,5,4,184,3,64,25,23,13,11,3,7,0,143,0,0,0,7,0,11,0,0,0,20,0,3,0,0,6,0,0,0,0,7,0,0,13,11,15,8,0,0,0,52,0,4,6,4,9,11,0,0,0,39,0,6,7,7,12,12,0,4,3,63,3,16,10,9,11,10,3,9,0,60,3,3,17,6,25,10,5,3,0,77,8,14,45,23,27,29,12,28,0,189,29,39,77,80,82,49,16,8,3,389,3,9,5,4,0,0,0,0,0,22,3,10,14,12,16,4,3,0,3,69
102011035,52,130,80,126,365,416,192,312,35,1713,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,15,6,12,12,6,4,4,0,56,0,0,0,0,3,0,0,0,0,8,0,9,11,3,5,4,0,3,0,30,0,0,0,7,14,4,3,3,0,30,8,44,35,41,41,26,5,9,3,215,4,51,23,27,12,6,3,3,3,125,3,4,6,0,4,8,0,3,0,33,3,8,0,3,9,3,3,3,0,30,0,0,7,10,18,18,3,0,0,61,0,0,3,0,3,4,0,3,0,17,3,15,10,15,20,17,5,6,0,91,0,15,7,9,6,9,0,0,0,50,6,7,4,22,36,10,3,4,0,89,11,23,18,34,32,19,13,19,0,165,21,32,84,105,88,62,18,17,3,434,0,9,3,3,5,3,0,0,0,31,0,22,11,11,10,3,0,0,0,63
102011036,47,174,116,128,429,495,283,355,38,2056,0,0,4,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,6,13,20,9,3,11,0,76,0,0,3,0,3,3,0,0,0,12,0,4,8,4,10,7,0,0,0,38,0,3,3,5,11,10,0,0,0,33,12,72,36,34,42,22,4,4,3,233,9,76,27,23,13,8,9,7,0,181,3,3,3,4,3,0,3,0,0,24,3,4,3,5,10,8,0,0,0,32,4,0,12,3,11,11,4,7,0,58,0,4,3,3,3,12,4,0,0,25,10,16,13,22,15,25,8,13,0,112,3,7,14,4,16,4,0,4,0,51,3,13,16,11,33,20,8,9,0,106,16,35,33,48,36,27,16,37,3,248,19,29,111,94,69,73,23,24,6,454,3,5,9,3,0,3,0,4,0,30,0,19,17,15,14,10,7,6,3,79
102011037,42,109,85,102,253,379,197,249,21,1444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,5,7,9,7,3,9,0,44,0,0,0,0,0,0,0,0,0,3,0,7,0,6,3,5,3,3,0,34,4,7,0,3,3,3,0,0,0,20,4,60,25,31,16,13,11,10,0,164,3,44,21,7,3,3,4,3,0,90,0,0,0,4,3,3,3,5,0,14,0,5,4,3,4,7,0,3,0,22,4,0,5,5,15,9,8,4,0,44,0,3,6,4,6,7,4,0,0,33,3,18,21,9,13,15,4,3,0,89,0,9,8,7,16,12,0,3,3,63,13,3,6,13,22,11,4,3,0,82,8,36,21,25,24,18,13,36,3,185,17,31,80,74,63,61,18,27,0,372,0,10,3,0,3,6,0,0,0,24,0,16,9,3,14,3,3,0,0,56
102011038,38,116,106,129,258,426,200,325,20,1620,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,12,10,14,5,0,6,0,67,0,0,0,0,0,0,0,0,0,4,0,17,7,6,3,9,0,0,4,47,0,0,3,3,3,4,0,0,0,19,11,66,34,37,25,14,3,4,3,193,9,42,26,19,14,4,0,9,0,126,0,3,0,3,4,0,0,0,0,23,0,0,0,4,5,3,0,0,0,21,3,4,6,7,10,11,0,0,0,52,0,7,4,0,4,8,3,3,0,32,0,11,16,12,11,3,8,10,0,83,3,13,7,12,3,8,3,4,0,59,13,8,14,12,36,12,3,9,0,104,6,27,34,27,33,46,18,28,0,218,16,31,77,87,70,65,15,18,0,382,0,6,3,0,0,3,3,0,0,22,0,13,19,10,17,11,3,0,3,80
102011039,92,301,208,218,506,802,374,815,56,3363,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,17,6,16,19,14,4,7,0,83,0,0,3,0,0,3,0,0,0,7,4,24,15,11,8,23,3,5,0,93,3,0,9,0,10,8,3,9,0,48,16,95,65,57,49,41,27,18,0,366,8,96,61,46,31,16,7,18,7,296,3,5,0,6,5,4,6,0,0,37,3,13,9,3,10,14,0,0,0,54,10,8,18,17,18,25,3,12,0,106,3,6,8,10,10,16,7,9,0,71,3,37,47,26,32,43,16,29,0,232,8,30,18,9,15,18,3,7,0,101,13,9,16,18,52,26,11,13,3,163,22,65,64,73,55,64,42,74,0,456,33,76,160,170,146,120,43,53,7,789,0,13,3,13,4,3,3,3,0,46,3,47,18,17,27,24,3,4,0,145
102011040,141,331,328,376,981,1146,475,805,125,4710,0,4,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,7,10,15,32,19,7,4,0,113,0,0,5,0,3,6,0,0,0,16,8,28,14,10,11,20,4,7,0,102,3,11,9,8,22,9,13,5,0,85,32,133,132,93,85,37,21,16,8,566,16,143,70,71,46,28,17,22,3,414,3,9,11,17,17,16,8,4,0,88,3,12,9,14,11,8,3,11,0,74,15,11,31,14,46,52,22,13,0,205,5,15,11,8,15,18,6,0,0,84,12,43,37,39,54,45,19,19,3,269,3,62,33,34,28,20,8,8,3,192,15,25,27,29,74,40,20,13,0,249,16,76,83,63,71,67,24,46,3,447,55,117,201,246,236,155,38,58,11,1134,3,23,11,13,6,11,4,6,0,72,11,40,36,35,33,27,14,7,4,202
102011041,71,200,130,180,362,591,270,546,43,2384,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,16,8,5,12,11,3,6,0,71,0,0,0,0,0,0,0,0,0,3,0,14,14,18,12,9,3,6,0,77,0,7,13,4,3,11,0,0,0,38,6,100,35,34,26,24,10,11,4,259,15,69,28,33,17,15,9,7,3,200,0,0,4,3,4,6,0,3,0,21,0,9,5,6,7,3,5,3,0,35,5,3,11,17,23,12,4,4,0,83,3,12,13,8,8,15,3,9,0,64,6,21,23,24,24,18,8,17,0,136,0,25,5,7,4,11,3,3,3,69,10,11,18,21,39,20,12,3,0,136,24,48,50,46,44,47,28,39,3,335,43,64,124,135,79,74,27,24,4,594,0,15,0,3,0,0,0,0,0,28,0,18,17,18,12,11,3,7,3,81
102011042,85,175,181,248,559,644,280,461,69,2702,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,7,10,11,13,12,5,3,0,63,0,0,4,0,0,3,0,0,0,13,4,8,8,8,6,12,5,3,0,58,3,0,3,4,18,8,3,6,0,41,8,86,83,55,40,32,14,7,10,339,7,74,36,36,26,25,6,6,4,220,0,5,3,3,13,9,6,3,0,47,3,3,3,0,16,9,7,6,0,43,11,10,7,12,34,24,5,8,0,115,0,6,11,5,15,10,6,6,0,61,9,17,24,21,38,31,11,10,0,153,9,23,19,8,16,16,3,3,0,96,6,17,16,28,48,29,11,14,4,166,23,43,39,46,44,38,12,19,0,266,32,70,109,147,124,80,24,29,12,630,3,10,7,7,4,4,3,0,0,39,8,19,19,11,29,14,8,3,0,107
102011043,74,173,157,179,576,609,266,352,42,2420,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,8,10,5,31,6,6,3,0,80,0,0,0,0,0,0,0,0,0,3,0,6,3,4,8,6,4,3,0,47,3,3,5,4,14,11,0,3,0,51,16,50,61,53,46,25,15,10,7,276,3,79,31,35,17,14,3,3,3,189,3,4,3,6,15,9,0,0,0,33,0,3,5,3,6,8,0,3,0,28,7,7,14,3,25,17,4,6,0,79,0,0,3,7,6,5,3,0,0,31,8,17,18,17,30,15,10,5,3,128,8,29,17,20,8,8,0,3,0,92,12,6,14,18,51,22,11,7,0,143,16,43,37,49,47,26,8,27,7,253,24,62,125,129,140,98,26,38,12,649,0,9,4,9,6,3,0,3,0,43,0,23,12,16,22,13,3,3,0,93
102021044,147,333,280,356,996,1155,587,808,87,4737,0,0,8,9,4,3,0,3,0,28,0,0,0,0,0,0,0,0,0,3,7,21,25,35,42,18,18,11,0,175,0,0,0,0,12,3,0,0,0,12,3,21,19,22,11,21,0,5,0,100,4,12,7,9,18,7,7,4,0,72,33,176,123,130,116,54,34,23,10,711,12,153,71,72,53,33,15,19,0,432,3,14,17,3,26,8,3,8,0,76,4,11,4,4,17,5,4,8,0,54,18,5,24,23,40,33,9,5,0,151,8,5,4,14,36,18,5,10,0,99,3,33,32,35,34,32,13,11,0,196,9,54,32,33,32,18,6,8,4,182,22,27,36,33,78,39,20,9,0,261,34,61,92,103,65,87,32,69,3,552,58,106,195,266,211,145,52,59,16,1114,3,14,6,10,6,4,0,0,0,44,9,46,41,27,25,21,5,12,3,191
102021045,71,158,143,161,548,538,261,409,57,2347,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,15,11,16,22,15,11,5,0,99,0,0,0,0,9,0,0,0,0,7,3,8,7,9,6,10,3,0,3,60,3,3,0,6,12,6,0,0,0,28,29,80,83,75,73,39,15,5,10,400,7,91,51,42,28,4,8,12,7,251,0,8,3,11,3,6,3,3,0,38,0,3,0,4,8,3,0,0,0,12,7,3,14,8,28,15,3,3,3,85,0,3,7,0,11,9,7,0,0,35,7,9,8,8,7,8,0,3,0,52,0,24,20,13,18,6,0,4,4,94,0,11,20,23,34,16,4,6,0,109,8,14,23,22,31,23,9,14,0,147,39,41,102,140,119,86,21,30,6,593,0,11,4,4,4,0,0,0,0,22,3,14,8,24,32,9,4,4,0,95
102021046,60,124,118,151,377,463,215,339,56,1893,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,11,7,18,13,3,3,0,65,0,0,0,0,3,0,0,0,0,11,6,7,13,12,6,5,3,3,0,41,0,3,9,3,5,3,3,3,0,29,14,68,51,48,34,20,5,5,3,257,6,60,45,27,23,11,3,3,3,183,3,7,0,7,5,3,3,0,0,25,3,0,3,4,3,0,0,0,0,17,4,3,3,7,20,10,0,3,0,46,0,10,4,0,3,10,3,7,0,34,3,8,7,7,16,14,3,0,0,62,0,17,9,12,6,3,0,3,0,59,6,12,14,3,29,13,6,4,0,91,9,30,29,41,32,25,18,13,0,190,32,46,87,106,67,66,17,18,6,438,0,14,3,7,3,0,0,3,0,26,4,13,3,10,15,3,0,0,0,53
102021047,101,308,212,253,698,904,486,727,61,3751,0,0,3,4,4,0,0,3,0,22,0,0,0,0,0,0,0,0,0,4,7,19,23,20,38,23,17,6,0,150,0,0,5,0,3,3,0,0,0,14,0,11,14,13,5,16,0,8,0,76,3,5,3,13,21,16,9,9,0,81,22,166,90,96,65,35,23,23,4,518,11,108,57,46,36,16,15,13,3,306,4,13,5,7,8,3,3,3,0,48,0,4,7,3,21,9,3,3,0,54,3,13,18,20,40,24,15,10,0,144,3,9,14,4,15,13,3,3,0,65,4,23,22,19,32,31,16,13,0,169,3,27,24,17,21,18,3,6,0,116,12,19,26,27,91,23,16,8,0,221,12,45,56,53,77,63,33,54,3,390,49,83,166,178,144,116,32,43,4,817,0,14,6,4,6,4,3,0,0,47,10,18,26,25,29,23,10,5,0,146
102021048,111,298,274,350,983,1008,438,750,116,4319,0,0,3,0,3,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,3,14,17,25,40,33,15,4,0,151,0,0,3,0,0,4,0,0,0,15,0,26,17,12,16,13,3,6,0,91,3,15,9,15,23,14,3,0,0,78,37,156,122,113,105,45,28,30,3,636,13,132,59,88,40,13,11,17,9,391,0,6,6,13,18,12,0,10,3,81,0,3,13,3,15,4,0,0,0,38,4,0,22,18,30,19,10,8,0,116,4,5,10,4,21,13,3,9,0,69,12,22,21,31,30,13,12,10,0,146,9,53,22,16,35,21,7,4,0,159,5,9,22,33,79,25,16,8,0,200,21,46,49,69,77,58,26,38,0,378,56,80,178,227,223,160,53,56,16,1051,7,15,12,3,8,3,3,0,0,65,0,21,26,33,26,18,10,10,3,149
102021049,28,68,52,60,126,206,89,213,17,861,0,4,0,3,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,8,10,10,7,9,4,0,0,45,0,0,0,0,0,0,0,0,0,7,5,3,7,6,5,9,0,5,0,42,0,4,6,0,3,5,4,3,0,18,5,23,15,8,8,4,4,3,3,78,7,30,16,10,0,0,3,3,0,62,0,0,4,3,0,3,0,3,0,17,0,0,3,0,3,0,4,4,0,14,3,0,5,3,3,0,3,0,0,20,0,5,0,0,3,0,0,3,0,11,4,5,4,8,4,10,0,3,0,43,4,3,4,3,4,7,0,0,0,33,4,0,4,4,13,9,6,0,0,37,7,15,16,17,16,12,7,14,0,94,9,17,31,32,24,22,7,8,0,145,0,9,4,3,0,0,4,3,0,29,0,5,3,5,7,0,0,0,0,23
