region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA10800,0,5,6,20,41,99,64,89,54,378,0,0,0,0,3,3,4,0,3,13,15,6,26,40,40,33,46,60,20,286,158,239,581,698,824,756,563,412,150,4381
LGA10850,6,4,5,18,42,84,92,94,34,379,0,0,0,0,3,3,0,6,3,15,27,18,22,58,57,71,89,72,13,427,198,347,624,919,995,910,669,415,100,5177
LGA10900,20,24,41,80,155,351,331,344,252,1598,6,7,17,25,24,24,28,22,13,166,240,197,339,553,740,733,584,522,334,4242,2205,3744,6988,10397,11647,11453,6798,3550,1552,58334
LGA10950,4,3,7,12,24,36,58,28,15,187,3,0,0,0,3,3,3,6,0,18,9,9,16,41,39,43,42,31,8,238,90,156,282,414,368,302,317,153,48,2130
LGA11000,0,0,4,8,30,61,55,31,31,220,4,0,0,0,0,0,5,0,0,9,3,0,8,15,13,27,17,33,17,133,59,78,216,280,373,397,252,145,90,1890
LGA11050,0,0,0,4,12,40,56,57,17,186,0,0,4,0,0,4,0,0,0,8,6,9,11,15,17,21,30,19,3,131,55,102,178,273,354,369,299,164,48,1842
LGA11100,8,14,39,102,203,470,611,510,198,2155,3,15,33,34,56,86,139,126,34,526,144,202,480,472,399,459,484,362,173,3175,1159,2549,6312,6223,5058,4133,3070,1905,673,31082
LGA11150,4,8,5,29,31,47,39,21,3,187,0,0,0,4,0,9,6,6,0,25,35,23,45,62,58,59,49,43,4,378,111,170,361,414,387,305,195,126,19,2088
LGA11200,6,9,11,24,35,55,31,25,8,204,0,0,0,0,3,6,0,6,3,18,7,8,13,14,28,14,11,8,5,108,73,133,194,219,280,186,87,65,23,1260
LGA11250,23,26,55,73,248,426,300,296,111,1558,0,0,5,8,12,13,10,12,0,60,64,99,189,164,249,249,304,411,248,1977,584,1027,1887,2123,2725,2597,1789,1378,489,14599
LGA11300,8,10,26,45,117,288,470,473,156,1593,0,11,39,29,48,101,123,144,38,533,96,283,493,265,316,249,243,301,292,2538,888,3256,6133,4160,4200,3213,2141,1733,808,26532
LGA11350,9,12,26,37,91,129,151,220,194,869,5,3,14,17,7,13,6,6,3,74,105,106,223,265,345,321,208,149,91,1813,666,1222,2832,4395,5149,4628,2118,1198,567,22775
LGA11400,3,7,12,31,69,159,160,162,78,681,0,0,3,0,6,8,6,3,3,29,15,15,40,59,69,107,107,125,73,610,350,511,1105,1589,1940,1766,1279,735,247,9522
LGA11450,26,14,49,95,245,413,385,332,246,1805,0,8,19,17,29,58,47,46,20,244,161,144,275,374,363,350,317,278,109,2371,1982,3503,7470,9144,7464,5604,3085,1652,768,40672
LGA11500,83,111,229,464,947,1691,1126,748,301,5700,12,25,65,112,198,233,204,133,43,1025,711,689,1280,1308,1534,1485,1048,808,475,9338,5978,10953,20650,19081,20403,17564,8381,3858,1362,108230
LGA11520,0,15,34,54,141,497,932,992,390,3055,0,12,41,32,44,109,194,197,62,691,191,435,1111,847,670,541,543,543,275,5156,1586,5148,13282,12224,10106,8066,5312,3671,1504,60899
LGA11550,32,62,258,570,1128,2148,2582,1912,578,9270,12,50,189,266,496,756,807,770,225,3571,561,814,1977,1676,1667,1391,1214,1147,524,10971,3877,9130,21890,20254,18167,13738,9590,6675,2225,105546
LGA11600,3,4,11,11,29,53,50,42,17,220,0,0,0,0,3,7,6,0,0,16,3,8,15,13,22,14,27,16,8,126,63,133,285,347,427,313,227,127,35,1957
LGA11700,9,11,14,14,41,72,57,21,9,248,0,0,0,0,3,0,5,0,0,8,4,18,26,22,25,26,23,12,3,159,66,114,248,259,278,287,189,63,12,1516
LGA11720,43,50,100,174,344,791,624,570,313,3009,0,6,7,6,22,36,42,53,48,220,199,215,511,547,558,620,469,483,191,3793,1818,3101,6260,6695,6761,6570,3963,2318,865,38351
LGA11730,36,43,81,141,305,655,769,729,383,3142,0,3,7,11,15,21,27,32,16,132,159,157,296,403,463,494,588,590,299,3449,1426,2111,3928,5647,7227,7749,5815,3493,1253,38649
LGA11750,6,7,10,15,43,72,53,42,28,276,0,0,0,0,0,6,0,3,5,14,24,28,64,57,52,53,52,34,11,375,171,298,665,611,696,516,325,182,59,3523
LGA11800,42,59,120,183,357,603,720,725,395,3204,3,8,29,29,41,40,33,45,17,245,216,206,368,475,584,611,674,772,588,4494,2164,3467,6577,8399,9978,9765,6575,4057,1702,52684
LGA11860,0,0,6,0,10,16,21,13,3,69,0,0,0,0,0,0,0,0,0,0,0,3,4,9,16,16,13,0,6,67,31,54,151,206,253,217,136,46,12,1106
LGA12000,0,0,3,13,33,47,53,58,27,234,0,0,0,0,0,0,3,0,0,3,11,12,11,26,60,29,60,47,23,279,124,173,314,494,596,514,459,275,102,3051
LGA12050,6,7,0,26,69,106,108,110,60,492,0,0,4,0,6,0,3,3,3,19,21,38,91,119,126,93,105,95,65,753,253,446,882,1285,1557,1325,961,557,250,7516
LGA12150,8,6,7,23,43,95,79,58,17,336,0,0,0,0,3,6,9,0,0,18,28,16,19,37,37,56,75,58,15,341,151,221,397,485,566,540,375,248,71,3054
LGA12200,6,7,16,25,38,131,137,127,54,541,0,0,3,0,4,6,3,0,3,19,27,16,36,55,68,106,111,116,60,595,200,270,571,810,1032,1114,939,563,199,5698
LGA12300,5,8,12,22,50,145,250,197,80,769,0,0,0,6,3,6,4,5,0,24,34,28,42,52,93,134,132,165,105,785,298,422,903,1236,1451,1650,1427,928,306,8621
LGA12350,8,9,23,41,110,207,227,196,100,921,0,0,0,0,6,7,11,4,6,34,49,45,85,123,112,170,193,159,53,989,378,528,1015,1393,1597,1840,1435,877,327,9390
LGA12500,7,6,8,23,51,119,143,131,56,544,0,0,0,7,3,4,8,3,0,25,29,25,45,65,74,95,95,107,55,590,224,322,600,863,969,1015,746,554,213,5506
LGA12600,35,27,68,113,267,439,438,415,203,2005,3,4,4,10,20,35,19,16,7,118,166,144,244,306,354,309,339,292,179,2333,1500,2405,4605,4982,5312,4351,2972,1822,706,28655
LGA12700,8,0,7,12,41,96,141,113,59,477,0,0,3,6,3,0,3,0,6,21,27,21,32,60,70,70,75,62,27,444,277,357,697,1036,1334,1284,884,419,164,6452
LGA12750,18,20,54,109,183,477,527,475,274,2137,0,3,7,10,7,12,25,20,3,87,123,75,184,264,344,446,565,488,231,2720,900,1127,2423,3753,4956,6296,5140,2965,1126,28686
LGA12850,88,195,916,1900,3052,3659,3108,2463,801,16182,23,131,549,1205,2296,1946,1444,1410,483,9487,713,822,1534,1911,2029,1807,1512,1274,519,12121,6767,13653,24972,25415,26857,21283,12216,7807,2481,141451
LGA12900,3,6,17,30,73,144,141,134,67,615,4,0,3,4,0,8,11,7,0,37,20,17,36,62,63,95,133,110,40,576,265,457,877,1062,1207,1227,967,592,230,6884
LGA12950,0,4,8,28,28,65,99,73,35,340,0,0,0,0,8,5,3,3,0,19,12,9,24,35,59,54,65,47,34,339,141,189,385,489,654,585,499,286,114,3342
LGA13010,7,4,22,29,74,140,178,155,92,701,0,3,4,3,3,8,9,7,0,37,29,27,69,84,104,102,101,126,28,670,251,363,777,935,1259,1317,1066,621,221,6810
LGA13050,3,0,6,14,33,68,103,112,42,381,0,0,0,0,3,3,3,0,3,12,4,5,6,24,25,53,53,51,25,246,118,158,334,544,689,819,693,428,141,3924
LGA13100,72,55,127,252,594,1094,1079,1387,974,5634,13,7,12,43,57,54,44,60,33,323,501,475,910,1240,1552,1452,1717,2027,1614,11488,4796,8916,16418,21073,23164,20605,15174,10823,5119,126088
LGA13310,31,27,69,63,160,359,430,304,172,1615,3,3,8,10,16,17,30,23,4,114,86,133,335,353,317,314,320,285,128,2271,890,1498,2986,3615,3910,3641,2653,1556,584,21333
LGA13320,19,18,45,94,190,422,574,552,278,2192,6,0,6,3,10,11,16,20,6,78,76,73,141,224,293,385,584,662,369,2807,782,1138,2222,3368,4473,5554,5625,3586,1335,28083
LGA13340,5,3,9,10,43,121,148,131,66,536,0,0,0,3,6,3,3,0,5,20,35,31,41,70,76,111,110,80,47,601,277,366,826,1159,1475,1479,1005,509,206,7302
LGA13380,30,42,86,142,319,591,819,678,350,3057,6,3,3,10,9,28,18,17,9,103,153,113,211,320,433,538,600,653,392,3413,1347,1879,3603,5100,6590,7194,5845,3364,1249,36171
LGA13450,17,16,53,79,164,392,379,474,235,1809,0,6,14,17,20,36,50,76,27,246,113,137,268,251,266,260,240,198,99,1832,816,1523,3080,3217,3270,2639,1720,1269,480,18014
LGA13500,0,3,6,6,22,55,73,53,34,252,0,0,0,0,0,6,0,10,0,16,9,10,12,9,31,44,56,39,20,230,119,166,320,424,525,512,403,205,87,2761
LGA13550,9,16,27,34,104,166,187,171,65,779,0,0,0,8,11,8,4,5,3,39,42,46,86,98,100,121,129,163,88,873,406,657,1287,1409,1663,1484,1152,762,269,9089
LGA13650,0,11,9,18,52,83,81,77,40,371,0,0,0,0,0,0,9,0,0,9,16,11,25,41,34,55,41,39,16,278,139,212,403,530,596,616,438,253,92,3279
LGA13660,0,0,11,18,44,109,140,104,52,478,0,0,0,3,0,6,3,7,3,22,0,12,12,26,35,38,67,55,20,265,116,174,433,610,703,701,653,339,135,3864
LGA13700,0,4,9,5,23,64,76,74,29,284,0,0,0,3,3,8,0,3,0,17,7,5,13,27,20,44,63,30,17,226,65,140,310,396,489,577,455,248,88,2768
LGA13800,26,35,66,127,325,510,511,400,221,2221,3,3,16,10,25,28,41,32,11,169,220,231,350,515,556,549,504,343,217,3485,2391,4413,7341,8911,9189,7132,4289,2085,864,46615
LGA13850,0,4,5,6,36,61,60,50,18,240,0,0,0,0,0,7,7,4,0,18,12,11,23,24,29,24,40,49,22,234,96,129,247,348,509,359,307,201,63,2259
LGA13950,33,54,256,399,629,1144,1318,1019,444,5296,14,53,178,171,209,302,328,280,75,1610,353,537,1283,997,922,816,782,750,457,6897,2984,6684,17573,14348,12001,9697,6405,3977,1580,75249
LGA14000,22,39,57,125,235,408,574,625,506,2591,6,12,47,82,91,102,120,159,63,682,265,324,658,683,856,710,680,816,901,5893,4367,10018,16818,22760,24326,18436,11563,7255,3811,119354
LGA14100,0,0,0,10,21,26,68,80,69,274,0,6,0,3,3,7,12,17,3,51,32,38,51,66,71,87,94,107,143,689,287,643,1059,1799,1819,1675,1079,836,642,9839
LGA14150,16,22,73,124,347,808,864,830,535,3619,8,25,62,63,132,186,193,203,65,937,174,292,640,523,589,525,505,556,311,4115,2084,5703,11915,10877,10922,8595,5749,4248,2124,62217
LGA14200,18,16,39,66,107,286,299,258,90,1179,0,0,7,0,15,13,11,12,0,58,57,41,105,113,115,147,219,186,140,1123,498,750,1608,1949,2144,2034,1719,1004,364,12070
LGA14250,0,0,0,4,13,21,41,30,16,125,0,0,0,0,0,0,3,5,0,8,0,4,13,6,24,25,18,20,7,117,41,74,119,158,251,209,176,95,33,1156
LGA14300,6,4,11,18,31,70,67,74,20,301,0,0,0,3,0,0,3,3,0,9,34,133,273,243,130,104,88,49,25,1079,184,368,738,827,827,773,497,261,96,4571
LGA14350,19,21,46,106,253,485,495,389,249,2063,0,3,11,12,12,22,23,21,5,109,121,155,312,329,369,333,357,329,194,2499,793,1217,2392,3089,4142,4414,3119,1740,716,21622
LGA14400,4,3,12,19,50,109,154,169,137,657,0,0,7,3,7,3,6,12,4,42,35,35,75,77,124,141,141,148,95,871,595,996,1572,2351,3048,3000,2120,1377,614,15673
LGA14450,8,15,37,61,171,468,686,524,264,2234,0,3,35,44,75,81,154,155,36,583,150,225,490,366,419,379,367,304,210,2910,1496,4058,8396,8028,8040,6083,3951,2658,1242,43952
LGA14500,22,7,14,32,58,142,216,246,200,937,0,6,17,15,39,17,36,54,30,214,281,213,331,544,630,533,428,605,632,4197,2946,6291,7862,14315,17459,13041,9095,6437,3477,80923
LGA14550,3,3,14,29,63,127,157,157,81,634,0,0,0,3,7,0,7,3,0,20,34,19,36,64,102,107,92,97,37,588,239,336,731,1022,1529,1618,874,525,205,7079
LGA14600,7,8,14,20,48,113,120,115,58,503,0,0,0,3,6,18,11,10,0,48,20,35,29,47,53,78,63,56,26,407,171,343,718,738,845,871,621,434,160,4901
LGA14650,117,92,217,359,891,1706,1799,2077,1345,8603,8,3,35,67,83,93,81,59,47,476,510,426,766,1095,1386,1484,1742,1917,1077,10403,6324,10783,19617,24281,26306,24945,18122,11890,4813,147081
LGA14700,3,3,13,11,23,48,78,110,96,385,0,3,8,19,6,11,7,14,4,72,46,76,244,206,165,179,139,142,149,1346,596,1806,4876,5075,4301,3504,2171,1294,764,24387
LGA14750,13,4,16,25,83,150,168,166,83,708,0,0,6,0,0,6,17,16,5,50,57,54,111,111,109,113,122,96,42,815,372,553,1073,1381,1535,1189,911,540,189,7743
LGA14800,8,3,19,40,100,212,333,399,159,1273,0,3,5,8,12,37,47,87,19,218,94,176,570,679,457,457,396,345,227,3401,766,2585,9799,10987,7105,5890,3110,1645,628,42515
LGA14850,17,24,64,116,194,367,423,559,348,2112,3,6,13,19,16,27,17,12,5,118,146,144,212,281,377,310,296,285,180,2231,1320,2606,4371,5448,6629,5991,3287,2114,865,32631
LGA14870,17,18,28,78,166,290,301,262,110,1270,0,3,0,3,9,4,17,4,0,40,88,108,226,229,280,271,236,208,92,1738,645,1101,1976,2495,3023,2852,2115,1152,385,15744
LGA14900,77,96,436,776,1506,2219,2120,1473,533,9236,13,63,230,388,691,714,556,447,137,3239,799,891,2080,1929,2049,1783,1470,974,355,12330,6657,12352,26343,26970,24731,17008,9735,5180,1558,130534
LGA14920,5,4,18,29,57,125,139,110,66,553,0,0,0,4,10,9,0,6,0,29,28,15,31,52,81,89,94,67,23,480,209,327,693,887,1055,1104,851,489,170,5785
LGA14950,3,3,0,7,12,42,54,62,32,215,0,0,0,0,0,0,0,3,3,6,14,3,6,16,31,23,23,22,10,148,97,86,222,378,446,430,312,203,91,2265
LGA15050,34,38,97,180,384,608,612,603,335,2891,6,3,19,7,16,27,19,13,12,122,241,205,392,511,539,488,501,485,211,3573,2412,4191,8646,9572,9116,7701,4706,2795,1053,50192
LGA15150,6,3,13,17,26,53,106,102,89,415,3,3,10,10,6,3,7,11,3,56,103,171,592,436,302,308,254,220,212,2598,718,2011,6653,7036,5401,3939,2799,1694,858,31109
LGA15200,15,16,74,164,376,772,1168,930,260,3775,4,12,34,61,136,230,350,330,89,1246,207,489,1359,1149,868,759,591,508,246,6176,1518,5683,16452,14819,10295,7083,4314,2759,902,63825
LGA15270,7,10,40,58,122,320,327,287,150,1321,0,3,0,7,8,14,22,13,14,81,87,70,137,236,197,251,266,198,106,1548,670,1052,2175,2971,3126,2956,2332,1258,463,17003
LGA15300,16,22,32,56,105,232,230,126,66,885,0,0,3,4,4,21,12,6,5,55,90,91,182,203,185,165,174,110,21,1221,487,834,1710,1871,1825,1508,1015,497,167,9914
LGA15350,0,0,7,10,7,14,32,49,40,159,0,4,5,0,4,6,4,3,0,26,77,114,348,334,252,258,195,167,122,1867,485,1359,3480,4319,4009,3319,2396,1344,839,21550
LGA15500,7,5,18,16,31,84,192,140,57,550,0,0,0,0,9,5,5,0,3,22,28,13,28,52,55,77,108,105,31,497,181,287,584,839,903,1052,1021,539,151,5557
LGA15550,3,5,4,9,21,29,34,30,6,141,0,0,0,0,4,0,0,5,0,9,7,9,19,25,35,24,31,18,3,171,80,139,238,295,334,265,192,119,27,1689
LGA15650,13,19,33,33,124,169,176,138,60,765,3,0,4,5,3,9,0,0,6,30,107,114,230,253,220,156,127,109,43,1359,581,1072,2240,2218,2178,1680,961,548,171,11649
LGA15700,16,13,24,44,125,311,283,330,219,1365,3,3,0,3,4,9,13,14,4,53,49,52,73,115,161,193,271,239,118,1271,477,650,1291,1867,2795,3052,2444,1477,627,14680
LGA15750,13,8,27,43,92,226,200,121,46,776,0,0,0,5,5,3,12,3,4,32,62,37,92,121,140,131,147,152,83,965,417,657,1432,1642,1851,1609,1168,637,231,9644
LGA15800,4,4,12,27,55,97,95,105,50,449,0,0,0,0,0,0,3,0,0,3,24,29,49,53,84,87,95,109,59,589,155,232,570,657,853,796,579,429,162,4433
LGA15850,3,3,16,14,63,126,112,58,20,415,0,0,3,0,3,3,7,6,3,25,34,12,35,50,55,85,89,72,29,461,194,298,631,791,873,878,656,369,97,4787
LGA15900,72,72,185,277,587,1130,1219,1492,965,5999,4,17,38,112,278,148,126,131,48,902,427,700,1230,1113,1275,1165,1212,1483,1124,9729,4838,12905,22045,19933,19703,16568,11031,8041,3859,118923
LGA15950,4,5,26,25,38,80,82,111,72,443,0,3,21,21,14,11,14,22,9,115,140,360,1467,1017,677,616,475,343,242,5337,716,3647,16553,11356,7399,6875,4518,2218,1068,54350
LGA16100,3,0,11,10,29,68,69,47,33,270,0,0,0,0,0,7,13,3,4,27,22,78,36,34,43,53,61,33,9,369,157,309,453,651,669,773,538,237,78,3865
LGA16150,22,28,71,97,231,422,373,406,258,1908,3,6,29,34,35,37,41,22,12,219,166,152,325,387,324,341,342,273,114,2424,1291,2474,4844,4934,4868,4269,2819,1893,769,28161
LGA16180,7,4,9,13,52,94,89,55,24,347,0,0,3,3,7,0,6,6,0,25,53,31,55,140,162,176,97,49,14,777,383,584,1154,2251,2507,2188,1107,398,107,10679
LGA16200,7,5,27,35,94,218,217,242,151,996,0,5,3,4,3,6,9,12,4,46,75,71,115,127,150,151,187,158,69,1103,461,717,1524,1757,1967,1720,1320,948,370,10784
LGA16250,65,99,332,549,837,1284,1189,1172,716,6243,14,49,228,355,494,510,448,399,121,2618,629,1185,2776,1814,1581,1307,1145,1180,783,12400,4567,12599,33134,24049,20473,15722,9896,6671,3046,130157
LGA16350,76,100,254,471,1011,2077,1529,1114,516,7148,6,11,60,65,102,162,181,137,52,776,641,952,1622,1539,1689,1557,1295,981,475,10751,6605,13253,26301,25234,24280,20346,10265,4983,1889,133156
LGA16370,7,9,13,27,53,137,211,216,163,836,0,0,11,11,12,12,10,19,14,89,114,139,223,398,410,428,388,375,329,2804,1374,2770,4852,8170,8790,7868,5278,2935,1515,43552
LGA16380,37,32,77,147,356,723,949,942,566,3829,6,7,9,9,24,24,22,22,7,130,159,159,275,379,557,668,875,1080,671,4823,1785,2864,5684,8491,10092,10279,9274,6197,2450,57116
LGA16400,35,35,67,132,286,627,696,626,307,2811,3,6,6,17,36,33,29,28,10,168,212,203,368,469,571,647,785,711,423,4389,2100,3372,6179,8118,8929,8830,7268,3864,1380,50040
LGA16470,14,27,33,75,175,349,350,298,126,1447,0,4,10,10,11,21,47,52,15,170,118,170,392,338,378,307,244,213,111,2271,1150,2622,5702,6172,5692,3964,2067,1144,443,28956
LGA16550,24,41,72,126,246,620,935,1110,603,3777,3,17,34,31,71,112,159,238,84,749,552,1346,2461,1845,1464,1274,1163,1004,534,11643,4022,13186,24337,19957,15808,12308,8271,5851,2772,106512
LGA16610,20,25,48,68,181,353,434,417,189,1735,0,0,3,4,10,13,13,9,8,60,74,54,105,173,193,216,304,266,171,1556,671,1028,1992,2504,3061,3073,2283,1477,568,16657
LGA16650,25,27,104,174,459,1159,1626,1400,679,5653,0,23,69,101,169,310,365,359,117,1513,335,575,1448,1138,928,924,815,831,521,7515,2424,6519,17092,14547,12250,10130,7114,5135,2475,77686
LGA16700,10,57,45,105,282,614,793,908,474,3288,4,20,71,74,111,139,182,213,66,880,248,647,951,695,704,698,624,736,660,5963,2685,8909,16858,15264,13743,10825,6891,5280,2494,82949
LGA16900,35,28,84,147,404,810,830,731,286,3355,7,5,9,26,26,68,84,89,28,342,190,153,300,404,505,508,597,569,165,3391,2281,3738,7234,8779,9106,7269,5120,3037,918,47482
LGA16950,56,55,122,189,503,1128,1268,1240,611,5172,8,5,16,28,26,27,50,46,13,219,353,387,675,795,1011,975,1250,1340,656,7442,2655,4206,7815,10300,12926,13700,11705,7323,2567,73197
LGA17000,18,7,17,48,122,209,180,189,104,894,0,6,3,11,11,12,9,9,0,61,80,72,150,175,191,190,152,97,32,1139,904,1490,2914,3382,3267,2452,1325,761,266,16761
LGA17050,3,0,5,7,20,38,52,43,20,188,0,0,3,0,0,6,8,0,0,17,79,79,118,172,163,122,69,44,4,850,262,438,862,1143,1198,930,566,273,70,5742
LGA17100,8,8,29,56,116,202,284,258,118,1079,3,12,65,33,57,88,59,81,36,434,167,287,719,361,377,316,251,257,184,2919,1085,3196,7045,4442,4696,3368,2105,1448,671,28056
LGA17150,24,39,88,168,363,914,1142,1237,884,4859,8,13,44,45,77,100,116,103,47,553,386,514,1258,1241,1364,1287,1197,1474,962,9683,5973,13374,25973,30474,30105,25588,16140,10668,4592,162887
LGA17200,15,74,167,191,393,666,721,592,214,3033,10,69,215,92,120,158,177,243,90,1174,921,3445,7576,3687,2654,2100,1483,970,520,23356,4317,21092,55233,29286,18526,14022,7792,4113,1440,155821
LGA17310,48,45,85,136,319,607,702,649,341,2932,0,9,13,16,20,28,29,25,12,152,214,192,376,469,531,528,627,601,327,3865,1775,3144,6107,7033,7689,7152,5202,3087,1183,42372
LGA17350,6,5,11,13,23,74,101,129,90,452,0,0,0,0,0,3,0,3,0,6,9,9,15,27,55,31,63,62,20,291,151,249,433,668,845,788,624,454,169,4381
LGA17400,4,5,20,28,45,120,126,109,53,510,0,0,0,3,0,8,12,0,3,26,22,16,41,47,102,107,103,68,33,539,172,222,511,789,999,1207,838,430,157,5325
LGA17420,30,29,50,135,250,641,862,701,406,3104,7,11,48,54,88,98,133,158,61,658,316,367,656,885,898,904,819,558,306,5709,5039,10847,17918,25908,25202,21318,12628,5233,1834,125927
LGA17450,0,0,4,12,17,42,48,62,33,218,0,0,0,0,4,0,13,0,0,17,16,29,61,60,50,30,34,29,17,326,74,140,306,434,511,501,370,200,85,2621
LGA17500,3,10,15,40,64,163,193,159,90,737,0,0,0,3,6,3,11,4,7,34,36,24,77,73,90,122,141,111,52,726,337,491,1118,1374,1555,1446,1103,671,269,8364
LGA17550,34,53,107,173,375,759,1196,1192,728,4617,0,3,9,21,19,31,32,55,17,187,259,235,447,602,746,833,981,1325,724,6152,2320,3654,7556,10289,12157,11579,9397,7154,2901,67007
LGA17620,3,10,30,28,92,199,205,168,98,833,0,3,3,3,6,6,7,4,3,35,37,28,98,107,105,138,163,155,69,900,358,767,1620,1770,1871,1746,1233,732,286,10383
LGA17640,3,0,8,13,47,104,148,135,64,522,0,0,0,3,7,8,0,4,0,22,19,13,29,40,52,52,90,90,28,413,195,240,514,892,1128,1127,876,497,148,5617
LGA17650,0,0,7,17,42,86,85,65,22,324,0,0,0,0,3,4,7,3,4,21,11,13,24,36,39,68,51,36,17,295,158,231,497,755,932,977,572,287,88,4497
LGA17700,0,0,0,5,10,20,22,20,10,87,0,0,0,0,3,0,3,3,0,9,3,3,3,10,12,18,32,14,9,104,25,39,87,121,177,182,139,82,26,878
LGA17750,42,40,141,137,275,469,529,547,328,2508,6,6,24,24,17,22,21,21,9,150,178,237,314,342,409,407,405,423,223,2938,2603,5140,7689,7477,7536,6484,4077,2652,1130,44788
