region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA11520,0,471,626,166,106,84,57,26,11,1547,0,101,448,449,438,620,675,716,387,3834,63,82,115,64,43,47,34,16,15,479,5929,4065,6237,5935,4954,4016,2614,1827,718,36295,0,228,5080,7524,6074,5045,3243,1825,349,29368,0,440,1970,1120,763,445,127,26,6,4897,0,25,165,559,828,458,191,198,120,2544,11889,0,0,0,0,0,0,0,0,11889,0,3540,0,0,0,0,0,0,0,3540,0,1831,1587,539,348,113,28,5,0,4451,0,420,435,124,126,169,159,211,116,1760,0,329,347,87,45,19,19,10,3,859,0,994,1368,373,241,181,114,54,20,3345,0,224,934,908,902,1063,1016,922,487,6456,131,154,241,130,104,78,59,28,20,945,12020,8185,12127,11364,9431,7571,4956,3279,1121,70054
LGA11550,0,217,269,175,167,157,70,42,13,1110,0,135,396,484,673,963,973,1032,532,5188,121,147,155,107,78,77,62,57,20,824,12644,7942,10230,9761,8699,6651,4671,3197,1085,64880,0,1159,10178,12479,10823,8246,5918,3413,638,52854,0,371,1244,1115,885,466,132,36,0,4249,0,120,730,1500,1804,983,517,494,214,6362,25919,0,0,0,0,0,0,0,0,25919,0,7406,0,0,0,0,0,0,0,7406,0,4374,4108,1521,817,282,40,0,0,11142,0,1139,969,381,425,521,485,441,201,4562,0,508,670,216,207,124,49,24,3,1801,0,713,1244,528,488,378,179,83,21,3634,0,293,1030,1171,1552,1853,1650,1510,685,9744,226,287,368,241,189,139,91,76,30,1647,26145,16370,20541,19152,17190,12992,9061,6077,1792,129320
LGA11600,0,8,9,0,4,5,0,0,0,26,0,3,13,6,7,15,17,24,4,89,5,8,5,0,8,3,3,3,3,38,255,121,130,157,180,113,96,56,14,1122,0,12,95,212,247,174,137,61,6,944,0,41,53,44,38,14,3,0,0,193,0,3,11,18,20,8,12,6,8,86,514,0,0,0,0,0,0,0,0,514,0,65,0,0,0,0,0,0,0,65,0,52,23,13,15,3,0,0,0,106,0,12,3,3,0,6,6,3,0,33,0,6,6,0,3,0,0,0,0,15,0,17,20,3,8,12,3,0,0,63,0,14,44,33,39,66,44,38,4,282,15,16,10,3,17,6,6,6,3,82,529,238,265,329,387,289,211,114,21,2383
LGA11700,0,4,3,0,3,5,0,0,0,15,0,5,7,7,19,20,13,8,4,83,3,11,7,7,3,7,3,3,0,44,206,113,109,111,120,114,70,24,10,877,0,9,58,85,93,107,95,15,3,465,0,25,47,56,49,28,8,0,0,213,0,8,26,29,25,9,8,6,3,114,377,0,0,0,0,0,0,0,0,377,0,53,0,0,0,0,0,0,0,53,0,47,23,12,8,4,0,0,0,94,0,22,12,11,11,15,6,3,0,80,0,9,3,3,6,0,0,0,0,21,0,8,6,0,6,11,4,0,0,35,0,11,23,25,44,83,49,23,7,265,10,17,16,17,9,14,3,3,0,89,387,209,214,238,251,271,173,50,13,1806
LGA11720,0,103,74,35,70,71,50,9,0,412,0,54,112,115,281,520,443,497,207,2229,97,133,59,47,64,59,33,25,9,526,5091,3115,2910,3207,3251,3081,1842,1129,346,23972,0,202,2271,3464,3721,3981,2347,974,133,17093,0,742,1290,924,641,314,94,32,6,4043,0,226,560,766,637,276,131,140,65,2801,10237,0,0,0,0,0,0,0,0,10237,0,1891,0,0,0,0,0,0,0,1891,0,2038,654,301,203,98,15,0,0,3309,0,220,97,59,111,160,127,107,53,934,0,193,92,62,51,29,16,4,0,447,0,196,207,121,151,137,105,18,6,941,0,150,411,420,678,963,751,695,278,4346,209,275,167,126,128,115,64,35,9,1128,10446,6133,5749,6243,6321,6073,3650,2005,550,47170
LGA11730,0,111,61,40,89,85,53,29,6,474,0,63,97,116,342,582,611,633,314,2758,96,117,55,55,102,122,110,57,14,728,4304,2428,1943,2801,3492,3588,2688,1620,529,23393,0,123,1308,2775,3753,4528,3508,1670,263,17928,0,451,730,819,772,539,194,53,8,3566,0,187,432,672,611,221,125,136,72,2456,8627,0,0,0,0,0,0,0,0,8627,0,1844,0,0,0,0,0,0,0,1844,0,1352,415,250,226,107,13,0,0,2363,0,214,71,60,85,128,137,120,66,881,0,161,68,52,58,37,20,7,0,403,0,219,162,98,179,205,103,61,15,1042,0,152,267,402,851,1191,1086,959,417,5325,204,259,155,138,211,245,185,89,19,1505,8831,4962,3608,5266,6746,7201,5371,3095,860,45940
LGA11750,0,15,0,7,4,5,0,0,0,31,0,14,22,10,26,35,36,38,13,194,13,15,12,6,12,8,9,7,4,86,456,249,300,247,294,212,149,83,26,2016,0,18,237,283,360,264,159,79,0,1400,0,105,162,101,72,44,14,0,0,498,0,14,37,41,37,17,15,5,6,172,917,0,0,0,0,0,0,0,0,917,0,122,0,0,0,0,0,0,0,122,0,116,35,16,13,7,3,0,0,190,0,29,6,11,14,0,8,4,7,79,0,17,6,4,0,3,0,0,0,30,0,29,13,14,12,11,0,0,0,79,0,46,73,55,105,97,76,54,18,524,37,32,25,16,23,18,15,11,4,181,954,528,594,541,636,461,290,153,35,4192
LGA11800,0,308,140,75,139,120,65,24,8,879,0,102,189,205,512,839,818,770,401,3836,118,196,90,61,122,135,95,47,19,883,6161,3788,3264,4240,5043,4521,3107,1897,707,32728,0,224,2348,4452,5317,5525,3828,2056,374,24124,0,611,1233,1094,988,699,241,62,6,4934,0,207,581,1041,967,384,144,131,99,3554,12326,0,0,0,0,0,0,0,0,12326,0,2891,0,0,0,0,0,0,0,2891,0,1928,673,271,220,130,23,0,0,3245,0,283,141,56,115,163,127,97,98,1080,0,283,175,76,72,50,24,9,5,694,0,576,350,181,290,262,146,57,13,1875,0,233,471,588,1151,1568,1280,1090,554,6935,242,377,225,151,227,243,177,81,24,1747,12568,7613,6197,7910,9347,9024,5990,3583,1173,63405
LGA11860,0,0,3,0,0,3,3,0,0,9,0,0,3,3,5,3,5,4,0,23,4,5,3,3,0,3,0,0,0,18,182,62,70,103,110,89,54,18,3,691,0,4,67,140,165,149,103,23,3,654,0,9,32,26,24,16,3,0,0,110,0,3,4,6,8,3,0,3,0,27,358,0,0,0,0,0,0,0,0,358,0,61,0,0,0,0,0,0,0,61,0,39,15,6,5,0,0,0,0,65,0,5,0,3,3,0,3,3,3,20,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,0,3,21,0,10,16,12,24,18,20,12,3,115,4,5,9,6,4,8,0,0,0,36,362,139,146,199,236,200,132,41,12,1467
LGA12000,0,6,6,0,5,5,0,0,0,22,0,4,4,3,18,34,47,43,31,184,7,9,3,4,12,6,11,3,0,55,452,206,167,239,279,234,203,119,45,1944,0,13,148,320,387,330,273,140,25,1636,0,23,55,49,42,21,8,0,0,198,0,13,31,33,31,11,6,11,6,142,877,0,0,0,0,0,0,0,0,877,0,161,0,0,0,0,0,0,0,161,0,119,26,14,12,10,0,0,0,181,0,15,3,3,0,8,12,9,0,50,0,9,0,0,0,3,0,0,0,12,0,9,12,3,10,14,6,3,0,57,0,15,18,31,46,75,86,69,36,376,13,17,7,13,19,13,20,10,0,112,890,394,300,466,547,485,411,242,67,3802
LGA12050,0,12,16,8,13,10,6,3,0,68,0,20,35,36,78,118,116,142,67,612,26,31,19,10,18,26,11,0,5,146,872,464,419,615,720,603,448,261,114,4516,0,23,304,705,863,755,562,236,63,3511,0,124,191,148,138,76,28,7,0,712,0,19,56,115,97,43,32,21,24,407,1759,0,0,0,0,0,0,0,0,1759,0,377,0,0,0,0,0,0,0,377,0,232,57,45,35,21,0,0,0,390,0,36,12,8,8,14,12,17,4,111,0,28,7,4,9,3,0,3,0,54,0,42,37,21,35,17,14,11,0,177,0,49,87,92,199,253,200,198,89,1167,50,53,37,22,31,42,34,4,5,278,1809,983,788,1160,1415,1224,882,497,185,8943
LGA12150,0,10,4,0,0,4,0,3,0,21,0,7,12,14,19,33,47,41,21,194,16,20,8,5,11,0,3,3,0,66,398,225,188,221,264,226,169,111,36,1838,0,12,101,199,291,315,181,111,14,1224,0,54,87,82,63,34,13,6,0,339,0,23,44,55,45,25,19,16,7,234,768,0,0,0,0,0,0,0,0,768,0,91,0,0,0,0,0,0,0,91,0,119,51,33,20,11,3,0,3,240,0,32,11,9,20,17,16,10,0,115,0,13,3,3,3,3,0,3,0,28,0,22,14,0,8,13,6,3,0,66,0,23,43,50,62,83,100,65,28,454,33,38,19,18,17,4,6,3,0,138,801,427,373,449,529,505,344,217,52,3697
LGA12200,0,7,8,3,5,10,9,0,0,42,0,13,23,17,56,96,110,126,61,502,13,15,8,3,8,19,15,7,5,93,661,320,290,422,485,519,427,280,93,3497,0,15,240,476,602,673,565,298,34,2903,0,62,104,79,92,41,20,3,0,401,0,24,45,93,72,27,17,9,10,297,1289,0,0,0,0,0,0,0,0,1289,0,263,0,0,0,0,0,0,0,263,0,166,58,23,25,13,3,0,0,288,0,20,10,7,5,21,15,11,8,97,0,13,0,0,0,6,0,0,0,19,0,19,16,6,10,19,12,4,0,86,0,28,49,61,138,183,194,170,74,897,30,37,14,9,20,28,27,13,5,183,1319,647,536,754,964,1011,853,508,131,6723
LGA12300,0,34,6,7,12,23,16,13,0,111,0,16,26,26,59,120,140,154,82,623,13,18,11,3,11,22,22,12,8,120,990,457,447,603,675,769,640,407,132,5120,0,26,368,714,867,1039,862,487,77,4440,0,106,201,163,118,94,44,12,3,741,0,17,74,117,95,24,23,19,16,385,1924,0,0,0,0,0,0,0,0,1924,0,378,0,0,0,0,0,0,0,378,0,264,68,35,35,18,3,0,0,423,0,37,7,5,13,10,19,10,6,107,0,23,5,7,3,3,3,0,0,44,0,70,22,20,28,40,33,21,0,234,0,42,82,99,179,238,250,249,121,1260,19,40,25,18,32,37,31,26,8,236,1943,1003,852,1178,1370,1503,1268,824,231,10172
LGA12350,0,31,16,3,9,19,17,5,3,103,0,19,20,34,82,140,169,175,90,729,17,25,12,12,14,17,25,12,8,142,1051,569,485,688,742,848,659,405,150,5597,0,31,383,756,919,1102,830,391,80,4492,0,128,214,166,136,119,43,12,0,818,0,32,71,125,98,50,33,30,15,454,2134,0,0,0,0,0,0,0,0,2134,0,445,0,0,0,0,0,0,0,445,0,307,105,65,52,22,0,0,0,551,0,52,16,9,27,27,36,26,10,203,0,27,10,13,7,3,3,0,0,63,0,86,32,20,24,38,28,9,3,240,0,58,79,120,205,307,308,264,119,1460,40,54,29,30,28,29,43,21,12,286,2174,1220,939,1304,1496,1697,1324,753,239,11146
LGA12500,0,21,6,5,7,5,10,4,0,58,0,16,26,46,64,80,93,123,69,517,10,12,15,0,10,17,16,9,3,92,637,371,293,437,479,451,351,265,95,3379,0,11,210,408,512,585,400,259,31,2416,0,89,137,105,98,58,14,6,0,507,0,25,53,108,90,23,23,16,15,353,1270,0,0,0,0,0,0,0,0,1270,0,266,0,0,0,0,0,0,0,266,0,196,30,44,21,19,3,0,0,313,0,31,8,6,6,18,16,6,7,98,0,15,10,3,3,6,0,0,0,37,0,34,15,17,12,14,21,9,0,122,0,47,76,97,145,178,165,179,97,984,23,34,20,12,24,25,25,17,6,186,1293,748,559,800,911,926,667,492,156,6552
LGA12600,0,162,97,31,46,33,21,8,3,401,0,124,203,154,261,375,397,401,172,2087,84,124,62,30,58,56,56,33,8,511,4100,2488,2372,2477,2616,2045,1421,880,294,18693,0,149,1690,2655,3056,2584,1667,794,147,12742,0,622,957,582,402,238,81,20,0,2902,0,180,394,594,433,157,89,76,43,1966,8210,0,0,0,0,0,0,0,0,8210,0,1492,0,0,0,0,0,0,0,1492,0,1234,367,152,110,55,11,0,0,1929,0,231,79,51,91,89,86,70,34,731,0,148,65,42,20,21,9,0,0,305,0,337,231,69,115,68,46,15,6,887,0,244,398,384,532,651,605,562,226,3602,165,259,141,92,103,100,80,43,11,994,8375,4896,4322,4621,4862,3963,2674,1580,467,35760
LGA12700,0,6,3,0,9,12,8,0,3,41,0,5,17,14,50,65,83,84,49,367,11,32,9,12,3,9,9,3,0,88,744,404,343,530,638,586,378,183,81,3887,0,9,306,594,828,854,567,195,32,3385,0,52,143,145,131,67,22,6,0,566,0,16,40,91,100,35,20,11,8,321,1491,0,0,0,0,0,0,0,0,1491,0,384,0,0,0,0,0,0,0,384,0,291,69,54,32,9,3,0,0,458,0,19,6,7,10,23,21,9,15,110,0,21,4,6,9,4,3,4,0,51,0,15,12,6,23,19,18,3,3,99,0,16,46,56,121,143,155,136,69,742,15,54,26,24,16,26,20,9,0,190,1506,877,652,983,1270,1180,829,373,127,7797
LGA12750,0,51,25,26,64,67,42,20,14,309,0,44,65,106,282,438,502,535,231,2203,54,75,49,43,65,135,105,51,14,591,2696,1420,1189,1820,2403,2959,2306,1339,450,16582,0,65,771,1704,2416,3693,3166,1477,269,13561,0,276,506,581,565,452,175,41,3,2599,0,72,252,463,446,136,77,90,55,1591,5435,0,0,0,0,0,0,0,0,5435,0,1142,0,0,0,0,0,0,0,1142,0,827,253,174,134,73,9,0,0,1470,0,104,40,30,53,94,64,68,56,509,0,69,47,35,35,21,7,4,4,222,0,115,76,76,121,138,78,52,23,679,0,81,187,329,673,868,876,815,328,4157,132,162,121,106,144,253,203,83,24,1228,5567,2913,2253,3498,4587,5728,4655,2630,762,32593
LGA12850,0,161,180,134,197,160,94,53,10,989,0,124,295,291,474,885,971,988,378,4406,221,245,294,147,121,124,87,58,28,1325,18021,13307,12566,12919,13310,10587,5915,3850,1114,91589,0,1240,9674,14906,17212,14207,7696,3722,569,69226,0,358,1248,1258,975,497,150,45,6,4537,0,304,1613,2805,2944,1739,814,726,282,11227,36713,0,0,0,0,0,0,0,0,36713,0,13684,0,0,0,0,0,0,0,13684,0,8707,7912,2398,1178,412,36,0,0,20643,0,1471,1273,895,1017,1136,899,936,395,8022,0,451,586,501,485,269,98,42,12,2444,0,343,496,439,533,392,214,104,17,2538,0,285,825,1015,1356,1702,1613,1412,529,8737,442,470,607,389,347,245,140,95,35,2770,37155,27313,24234,24606,26047,20599,11660,7082,1845,180541
LGA12900,0,26,13,8,5,10,3,8,5,78,0,29,37,26,69,96,115,143,53,568,16,25,6,11,9,17,9,5,0,98,882,443,428,532,567,563,432,301,89,4237,0,37,354,578,714,761,559,268,39,3310,0,111,172,126,87,52,21,0,0,569,0,29,80,104,83,45,31,25,17,414,1795,0,0,0,0,0,0,0,0,1795,0,289,0,0,0,0,0,0,0,289,0,226,62,41,35,16,3,0,0,383,0,46,11,6,14,23,29,17,7,153,0,25,6,7,9,4,3,0,0,54,0,52,31,16,14,20,8,14,5,160,0,64,89,101,158,189,201,200,73,1075,35,56,23,22,31,31,15,8,3,224,1830,935,828,1001,1145,1141,870,532,144,8426
LGA12950,0,5,5,0,3,0,6,4,0,23,0,12,6,7,31,40,52,61,29,238,12,13,5,7,8,8,5,7,0,65,430,213,196,246,302,272,224,132,44,2059,0,15,152,262,377,361,288,137,20,1612,0,53,65,55,40,25,12,0,0,250,0,20,46,47,47,17,10,9,4,200,819,0,0,0,0,0,0,0,0,819,0,141,0,0,0,0,0,0,0,141,0,101,26,20,19,12,3,0,0,181,0,28,7,11,6,11,12,6,6,87,0,9,4,3,6,4,0,0,0,26,0,9,5,0,11,10,9,4,0,48,0,25,38,30,69,75,96,87,37,457,25,30,19,17,21,16,9,7,3,147,844,431,362,445,596,531,439,250,70,3968
LGA13010,0,19,10,7,21,15,9,3,0,84,0,16,22,33,71,117,121,137,60,577,13,27,4,9,15,21,24,12,7,132,758,397,363,453,592,588,481,311,94,4037,0,27,265,437,664,737,615,277,46,3068,0,99,173,130,121,77,29,4,0,633,0,25,73,110,87,21,21,36,11,384,1482,0,0,0,0,0,0,0,0,1482,0,274,0,0,0,0,0,0,0,274,0,180,42,33,33,23,3,0,0,314,0,42,17,8,21,23,21,18,8,158,0,30,11,11,6,0,4,0,0,62,0,47,30,20,34,34,13,9,0,187,0,40,64,74,170,230,229,186,77,1070,25,51,26,24,24,41,36,19,7,253,1507,815,701,847,1160,1186,971,549,149,7885
LGA13050,0,3,3,0,7,7,8,3,0,31,0,6,17,16,25,54,70,92,26,306,7,14,5,8,16,14,13,11,3,91,361,194,167,271,320,382,303,221,57,2276,0,6,146,286,401,500,433,196,36,2004,0,34,64,85,62,50,23,4,0,322,0,15,14,48,38,14,15,19,3,166,742,0,0,0,0,0,0,0,0,742,0,166,0,0,0,0,0,0,0,166,0,111,29,33,19,11,3,0,0,206,0,17,0,0,13,16,3,15,10,74,0,6,4,0,3,3,0,0,3,19,0,12,11,3,12,11,14,6,0,69,0,18,38,48,82,120,120,122,43,591,16,27,11,19,28,25,23,17,7,173,758,412,317,522,658,750,634,379,102,4532
LGA13100,0,338,316,135,224,264,149,84,30,1540,0,184,424,496,908,1844,2172,2533,1402,9963,199,389,226,142,148,209,181,114,54,1662,14348,8965,7984,10491,11461,10004,7365,5535,2307,78460,0,389,6274,12125,13192,12038,8509,4974,1203,58704,0,1219,2996,2423,2000,1176,460,124,27,10425,0,254,950,2060,2452,998,432,429,265,7840,28756,0,0,0,0,0,0,0,0,28756,0,7872,0,0,0,0,0,0,0,7872,0,5819,2231,837,601,358,48,0,0,9894,0,606,298,166,287,407,413,384,195,2756,0,474,302,168,163,84,50,18,12,1271,0,695,835,367,512,519,335,176,45,3484,0,397,1026,1363,2156,3207,3286,3381,1887,16703,402,756,509,350,313,384,333,170,71,3288,29158,18481,15421,19859,21676,19171,13866,9656,3705,150993
LGA13310,0,71,35,17,37,39,22,9,0,230,0,47,102,101,202,317,347,363,152,1631,44,60,46,24,37,32,34,19,8,304,2343,1475,1373,1730,1793,1680,1225,763,253,12635,0,83,959,1805,2143,2083,1500,671,125,9369,0,327,563,463,361,223,74,10,0,2021,0,83,249,412,276,106,80,72,40,1318,4885,0,0,0,0,0,0,0,0,4885,0,1027,0,0,0,0,0,0,0,1027,0,921,295,117,106,53,8,0,0,1500,0,126,49,36,48,64,60,40,17,440,0,67,34,20,14,16,6,3,0,160,0,143,108,48,77,85,45,23,0,529,0,112,248,285,488,629,565,509,200,3036,107,120,108,63,65,67,54,26,12,622,4992,3009,2613,3249,3578,3326,2392,1354,394,24907
LGA13320,0,61,34,22,55,59,62,27,12,332,0,44,59,73,224,419,584,611,320,2334,49,89,38,40,52,101,78,43,17,507,2419,1404,1105,1686,2168,2638,2558,1619,542,16139,0,58,714,1645,2216,3206,3383,1890,336,13448,0,223,459,462,459,368,222,63,10,2266,0,88,230,412,443,155,91,91,57,1567,4911,0,0,0,0,0,0,0,0,4911,0,1050,0,0,0,0,0,0,0,1050,0,762,269,172,144,69,21,0,0,1437,0,139,29,30,57,78,81,56,37,507,0,76,38,32,35,23,12,4,0,220,0,116,72,65,127,130,127,60,15,712,0,93,174,255,570,833,996,978,446,4345,99,179,94,83,129,198,176,78,20,1056,5010,2784,2079,3156,4180,5060,5109,3220,921,31519
LGA13340,0,17,10,7,11,8,9,3,0,65,0,15,17,9,48,85,100,101,53,428,13,12,14,7,6,17,11,16,0,96,955,452,406,574,721,653,412,248,73,4494,0,22,379,736,990,975,588,229,48,3967,0,56,132,119,103,66,33,3,0,512,0,16,45,94,92,35,21,26,8,337,1956,0,0,0,0,0,0,0,0,1956,0,444,0,0,0,0,0,0,0,444,0,292,100,41,30,12,0,0,0,475,0,20,8,4,10,20,13,14,4,93,0,18,8,0,9,5,0,0,0,40,0,27,22,20,26,25,21,3,0,144,0,39,54,57,121,200,205,162,79,917,25,36,30,21,18,26,30,16,0,202,1981,970,778,1092,1399,1364,911,453,139,9087
LGA13380,0,88,46,35,74,115,58,31,0,447,0,72,91,121,297,556,637,655,305,2734,98,129,70,45,77,120,98,50,17,704,4041,2282,1828,2587,3245,3389,2745,1575,517,22209,0,105,1254,2619,3498,4195,3515,1673,281,17140,0,394,688,641,672,504,213,44,0,3156,0,184,408,631,610,220,137,124,66,2380,8119,0,0,0,0,0,0,0,0,8119,0,1734,0,0,0,0,0,0,0,1734,0,1242,435,235,212,91,19,0,0,2234,0,188,52,46,91,113,108,95,73,766,0,134,46,47,35,24,17,3,7,313,0,171,115,99,166,200,137,64,6,958,0,146,240,354,722,1099,1071,961,418,5011,189,260,164,134,166,204,185,79,20,1401,8308,4558,3402,4806,6172,6650,5402,3043,871,43212
LGA13450,0,62,38,16,12,17,8,4,0,157,0,48,96,68,105,185,188,249,125,1064,34,49,42,15,23,26,23,13,11,236,2483,1441,1422,1539,1505,1225,805,603,207,11230,0,125,1343,2032,2101,1705,1072,625,126,9129,0,256,480,257,203,94,30,11,0,1331,0,76,137,227,232,109,39,51,23,894,5115,0,0,0,0,0,0,0,0,5115,0,864,0,0,0,0,0,0,0,864,0,1019,331,119,66,37,6,0,0,1578,0,135,61,26,46,44,52,55,20,439,0,74,36,15,19,3,3,3,0,153,0,146,124,52,45,41,22,7,0,437,0,115,236,235,288,356,321,352,155,2058,83,95,89,44,52,39,42,18,11,473,5198,2905,2837,3007,3052,2428,1587,1122,335,22471
LGA13500,0,3,3,0,5,4,0,3,0,18,0,3,7,7,12,36,40,51,22,178,3,14,0,3,3,9,9,3,0,44,378,165,165,205,228,243,183,105,39,1711,0,9,130,273,293,311,248,91,24,1379,0,59,73,60,67,34,15,3,0,311,0,8,28,24,29,19,9,8,4,129,775,0,0,0,0,0,0,0,0,775,0,119,0,0,0,0,0,0,0,119,0,106,32,13,24,4,3,0,0,182,0,7,11,3,5,7,12,3,3,51,0,6,3,0,6,0,0,0,0,15,0,13,8,4,10,7,6,6,0,54,0,16,17,27,55,84,74,74,34,381,6,24,3,6,8,14,9,6,0,76,781,367,305,410,497,480,376,191,65,3472
LGA13550,0,42,25,11,6,9,11,14,0,118,0,34,41,47,60,85,140,151,84,642,36,38,23,4,12,10,21,8,4,156,1174,686,618,695,769,646,535,360,117,5600,0,54,454,767,978,946,685,342,41,4267,0,167,273,164,128,83,20,5,0,840,0,53,105,143,119,32,28,37,15,532,2382,0,0,0,0,0,0,0,0,2382,0,409,0,0,0,0,0,0,0,409,0,373,104,60,56,30,3,0,0,626,0,66,25,17,27,26,23,23,13,220,0,33,16,6,8,8,4,0,0,75,0,84,62,19,24,22,18,17,0,246,0,66,117,125,167,193,236,228,103,1235,62,60,43,24,30,28,38,12,8,305,2444,1365,1199,1325,1537,1368,1055,664,180,11137
LGA13650,0,6,3,0,3,8,5,3,0,28,0,3,18,11,21,37,51,54,21,216,6,14,3,6,6,12,3,3,3,56,440,200,203,262,285,268,196,122,37,2013,0,12,153,310,333,353,245,110,18,1534,0,64,90,65,66,47,22,3,0,357,0,15,33,41,44,17,14,7,4,175,906,0,0,0,0,0,0,0,0,906,0,136,0,0,0,0,0,0,0,136,0,120,40,25,17,9,4,0,0,215,0,28,6,8,13,8,11,13,5,92,0,13,4,7,9,0,0,0,3,36,0,14,8,0,10,19,9,6,4,70,0,16,34,31,60,100,82,86,24,433,10,33,13,15,10,23,7,3,3,117,916,451,381,502,562,576,394,228,61,4071
LGA13660,0,7,5,3,3,10,6,0,0,34,0,5,11,16,34,45,76,70,39,296,11,13,8,4,6,4,8,9,0,63,437,185,212,310,326,320,293,161,55,2299,0,15,182,351,424,440,392,150,21,1975,0,56,103,86,65,36,29,7,0,382,0,11,19,57,32,16,6,18,6,165,898,0,0,0,0,0,0,0,0,898,0,131,0,0,0,0,0,0,0,131,0,117,37,21,20,10,0,0,0,205,0,10,6,6,6,10,6,9,5,58,0,4,5,0,6,3,3,0,0,21,0,16,5,6,9,18,16,0,0,70,0,17,40,46,85,112,143,113,52,608,20,29,12,12,20,8,11,13,3,128,918,406,409,585,667,653,606,310,87,4641
