SA2_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
101041017,3196,3343,6541,166,177,349,355,386,741,15,16,27,11,24,44,4,3,5,4,3,10,0,4,4,0,0,0,59,51,113,0,0,0,451,491,946,14,16,39,13,10,22,650,702,1352,306,317,623,4150,4363,8511
101041018,3327,3638,6968,148,164,308,303,346,652,11,18,35,13,14,29,4,0,7,3,0,6,0,3,0,0,0,0,67,65,130,3,0,3,411,451,856,15,9,28,12,7,17,582,634,1218,354,341,688,4262,4610,8877
101041019,3396,3594,6989,235,250,491,214,227,445,24,27,52,11,20,30,0,3,3,5,6,6,0,5,6,0,4,8,21,31,49,0,0,0,287,315,600,6,10,23,12,12,22,546,591,1137,334,337,671,4279,4520,8797
101041020,3993,3831,7825,96,116,212,255,275,524,29,26,52,6,12,22,0,0,0,0,0,3,0,4,4,4,0,6,19,33,53,0,0,0,315,345,666,8,15,21,7,9,13,429,483,918,403,337,742,4828,4655,9482
101041021,1419,1515,2931,77,67,144,140,174,314,3,14,20,9,5,12,0,0,0,3,0,3,0,0,0,0,0,3,29,30,65,0,0,0,185,220,407,9,6,15,8,4,11,278,303,584,108,135,242,1806,1949,3755
101041022,21,10,35,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,9,0,5,25,16,43
101041023,1258,1334,2596,72,91,163,92,108,198,19,22,38,8,3,12,0,0,0,5,0,3,0,0,0,0,0,0,12,3,19,0,0,0,133,140,269,0,0,5,4,4,9,208,233,444,186,172,362,1661,1740,3398
101041024,1439,1342,2784,17,26,48,128,135,263,3,5,5,3,3,6,0,0,0,0,0,0,0,0,0,3,4,8,9,3,13,0,0,0,139,147,287,3,0,9,3,0,4,170,181,346,198,188,381,1799,1707,3511
101041025,4337,4665,9007,376,413,789,283,332,615,62,69,130,40,32,70,3,6,9,6,3,13,0,0,0,0,0,0,36,36,75,0,0,0,433,479,913,15,19,34,8,6,16,836,921,1757,326,349,667,5497,5929,11430
101041026,3382,3417,6803,186,174,360,214,219,437,6,7,15,8,14,22,0,0,3,5,5,3,0,7,8,6,0,4,25,37,64,0,0,0,272,285,554,5,9,21,7,0,9,471,475,942,413,386,797,4258,4282,8541
101041027,3802,3977,7773,235,262,494,231,260,494,37,27,66,12,13,26,6,5,15,5,7,10,0,0,0,0,0,5,29,46,78,0,0,0,328,361,686,12,13,26,17,15,30,585,647,1236,397,409,802,4777,5039,9815
101051539,9037,9592,18625,909,1019,1927,640,639,1275,24,29,50,34,42,80,4,4,7,7,7,14,3,0,3,0,0,5,82,78,159,0,0,0,796,800,1595,72,58,130,47,33,75,1822,1905,3726,1207,727,1934,12060,12226,24285
101051540,5722,5364,11085,164,169,338,456,464,917,6,11,23,24,10,27,4,0,3,6,3,4,0,0,0,0,0,4,28,31,59,0,0,0,527,515,1043,20,9,32,13,12,24,722,714,1439,624,574,1196,7067,6654,13718
101061541,2693,2904,5598,136,171,309,119,114,234,17,9,21,6,7,9,0,4,3,0,0,0,5,0,5,4,0,5,75,73,153,0,0,0,222,210,425,11,16,27,0,3,6,367,397,763,182,155,336,3240,3454,6697
101061542,5244,5283,10524,111,127,237,194,192,382,11,13,28,15,15,28,4,5,8,7,4,15,0,0,0,0,0,0,266,293,559,0,0,0,497,526,1025,22,25,45,8,12,19,643,686,1329,375,338,716,6266,6308,12571
101061543,4156,4523,8677,364,345,706,244,287,527,18,18,30,15,22,37,5,7,8,0,3,3,5,9,10,0,3,3,18,24,45,0,0,0,313,364,681,15,12,28,7,4,16,697,729,1430,373,397,763,5225,5651,10875
101061544,3113,3030,6146,121,105,220,159,198,356,13,13,24,11,5,19,0,3,7,4,4,4,9,3,10,0,4,4,22,24,51,0,0,0,217,252,465,3,9,13,4,4,3,346,365,703,396,356,754,3857,3748,7604
102011028,3077,3123,6197,140,131,272,316,324,633,4,3,3,0,4,6,0,0,0,4,8,7,0,0,0,0,3,3,0,0,0,0,0,0,325,335,658,26,30,54,3,0,7,491,496,991,144,120,260,3709,3744,7445
102011029,4542,4725,9258,122,136,257,421,421,844,10,11,23,5,9,15,0,0,0,4,4,9,7,9,10,3,0,7,0,0,0,0,0,0,454,447,903,25,27,50,6,16,22,614,623,1235,220,234,457,5368,5578,10948
102011030,1956,1807,3767,36,30,63,194,200,395,3,3,5,7,5,11,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,206,210,419,8,0,8,7,5,13,254,250,501,215,199,416,2426,2258,4687
102011031,5685,6393,12080,92,105,196,602,676,1280,3,5,10,9,15,26,0,0,0,0,3,4,0,0,0,0,3,3,3,3,6,0,0,0,624,707,1330,24,31,54,15,3,19,756,845,1602,394,566,964,6840,7802,14640
102011032,7600,8137,15738,394,413,804,1398,1407,2805,30,25,52,13,28,43,4,9,10,14,6,27,8,3,12,0,4,8,0,3,3,0,0,0,1468,1494,2957,75,79,156,31,33,64,1959,2018,3980,602,624,1226,10165,10779,20944
102011033,2828,2788,5614,26,33,60,255,236,490,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,238,499,11,10,21,0,0,5,299,283,580,118,97,218,3244,3168,6413
102011034,2857,3429,6287,56,56,112,325,347,672,3,6,8,6,3,11,4,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,337,363,699,12,12,22,9,10,13,404,438,843,166,251,408,3429,4110,7541
102011035,2955,3088,6040,54,44,96,329,345,674,5,11,14,6,4,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,347,357,705,12,16,30,12,6,16,421,426,847,89,91,180,3466,3603,7068
102011036,3482,3582,7063,33,58,94,330,349,680,4,5,6,5,8,12,3,0,3,4,3,9,5,6,6,0,6,9,3,4,3,0,0,0,351,377,726,7,9,14,5,10,16,397,453,851,109,106,215,3984,4139,8130
102011037,2702,2782,5481,48,71,119,277,283,566,4,7,11,0,3,9,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,287,301,588,8,7,21,7,3,11,356,383,741,121,159,280,3176,3331,6504
102011038,2950,3054,6000,83,89,170,276,318,602,4,5,7,8,8,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,291,335,626,13,14,24,0,7,11,389,436,831,134,132,270,3465,3631,7097
102011039,5707,5951,11653,285,263,550,775,796,1573,19,17,35,15,21,30,3,3,5,6,0,6,0,6,4,0,0,4,8,6,11,0,0,0,823,842,1665,50,58,111,15,15,32,1175,1182,2358,357,344,695,7237,7471,14708
102011040,9306,10296,19605,484,512,996,958,1027,1992,27,22,47,17,35,55,0,5,0,0,0,0,8,5,8,4,6,9,0,0,0,0,0,0,1012,1105,2117,48,45,92,42,26,72,1584,1685,3272,748,831,1578,11637,12817,24454
102011041,4293,4468,8762,107,111,216,524,569,1089,7,7,14,7,9,17,0,0,0,8,8,13,0,0,5,0,0,0,3,0,4,0,0,0,548,599,1150,25,28,59,13,10,24,691,751,1440,176,198,382,5164,5420,10583
102011042,5486,6052,11545,133,182,317,614,653,1257,4,3,10,16,16,37,0,0,0,4,0,5,0,0,0,0,3,0,0,0,4,0,0,0,643,680,1320,24,26,44,25,17,46,821,903,1728,437,487,920,6752,7438,14192
102011043,4501,4892,9395,98,103,198,498,504,999,4,5,10,6,3,9,0,5,10,0,0,5,0,3,0,0,0,0,3,4,8,0,0,0,514,521,1039,14,15,29,30,13,38,657,644,1300,271,336,608,5428,5876,11304
102021044,8875,9679,18554,249,275,525,880,947,1825,17,14,35,16,18,33,0,0,0,0,8,8,0,0,0,0,0,3,0,0,6,0,0,0,917,992,1910,24,27,46,28,12,42,1212,1310,2523,646,831,1472,10739,11817,22554
102021045,4476,4657,9138,133,138,279,524,578,1107,4,9,8,13,12,21,3,3,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,550,599,1150,14,12,29,18,11,28,720,764,1481,239,262,504,5437,5681,11119
102021046,3861,3995,7851,82,75,153,418,471,891,9,4,11,6,14,19,0,0,0,10,6,6,0,4,3,0,5,4,0,0,4,0,0,0,445,491,941,10,14,21,9,9,17,542,589,1131,309,325,639,4716,4910,9626
102021047,6387,6813,13204,204,219,418,695,739,1425,4,0,10,15,12,27,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,714,761,1474,24,28,56,20,16,37,961,1026,1984,292,330,620,7635,8166,15806
102021048,8480,9110,17587,270,270,533,970,1030,2001,9,17,22,24,14,39,3,5,12,6,3,6,0,0,0,3,3,8,6,3,7,0,0,0,1017,1069,2084,30,33,65,39,37,70,1355,1398,2756,820,932,1750,10655,11447,22099
102021049,1473,1423,2892,3,6,9,148,161,310,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,165,321,0,0,7,3,0,6,157,176,338,85,77,162,1716,1680,3396
102021050,4290,4595,8888,100,110,206,482,547,1019,3,6,7,11,6,19,0,5,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,498,564,1055,11,11,17,13,14,26,619,692,1310,310,352,666,5213,5638,10860
102021051,2085,2067,4149,21,24,50,205,222,429,0,6,6,6,0,5,0,0,0,3,5,3,0,0,0,0,0,0,4,0,6,0,0,0,216,231,446,6,7,14,5,3,10,255,273,525,106,91,196,2447,2429,4871
102021052,2654,2644,5297,82,79,161,283,293,576,4,5,13,0,6,11,0,0,0,4,0,6,0,0,0,0,0,0,3,0,7,0,0,0,303,309,608,6,7,11,4,3,11,392,395,791,157,165,321,3207,3208,6415
102021053,5840,6289,12135,224,288,513,788,840,1629,10,11,23,17,21,36,5,3,7,3,7,9,3,4,6,0,0,0,0,0,7,0,0,0,825,885,1710,46,43,90,21,13,31,1121,1229,2347,583,608,1197,7542,8133,15672
102021054,3816,3870,7686,111,122,238,541,614,1156,4,8,12,12,17,28,0,0,0,3,4,4,0,0,3,0,0,0,0,0,0,0,0,0,557,647,1203,5,14,15,20,14,30,691,793,1487,310,331,639,4818,4998,9815
102021055,2054,2232,4282,44,50,101,260,286,548,6,4,7,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,300,568,9,12,17,6,10,17,324,371,693,100,107,203,2481,2706,5183
102021056,7579,8227,15798,334,385,721,1058,1118,2180,10,8,21,17,19,36,3,7,9,8,9,12,0,0,0,0,0,3,4,0,4,0,0,0,1100,1170,2265,28,35,64,34,19,52,1494,1616,3111,402,444,843,9472,10281,19752
102021057,3519,3521,7035,98,109,207,481,490,976,8,8,19,12,12,31,3,3,7,0,5,5,3,4,6,0,0,0,0,0,4,0,0,0,511,525,1035,12,14,26,15,17,33,640,664,1300,347,344,690,4505,4528,9030
103011059,4802,4866,9668,295,295,590,581,635,1214,4,6,14,10,14,23,5,0,5,0,0,0,5,3,9,3,0,4,0,0,0,0,0,0,611,662,1279,11,8,18,21,19,33,938,986,1920,277,313,588,6014,6167,12183
103011060,2868,2734,5605,48,37,88,247,237,483,6,3,8,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,254,246,502,5,5,16,5,4,7,317,288,607,427,214,647,3606,3243,6853
103011061,1847,1756,3602,95,95,185,145,141,291,10,4,16,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,150,312,5,3,6,0,4,5,262,255,517,402,271,675,2511,2281,4790
103011612,3430,3657,7083,225,255,482,706,810,1514,19,16,29,26,18,43,0,6,7,6,3,9,0,8,8,0,0,5,6,3,12,0,0,0,759,858,1620,26,28,52,20,16,41,1033,1155,2190,1050,314,1361,5514,5127,10638
103011613,5480,5743,11219,319,324,648,670,781,1451,4,15,19,14,15,31,5,0,5,5,0,6,5,5,3,12,5,14,0,4,5,0,0,0,709,825,1536,24,27,51,13,4,19,1070,1183,2248,324,354,675,6865,7276,14143
103021062,2416,2361,4778,175,181,358,114,132,248,18,13,27,7,9,15,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,140,159,296,14,7,22,11,9,22,346,355,700,393,429,820,3154,3147,6303
103021063,3547,3707,7253,242,315,560,245,246,490,13,13,29,20,24,43,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,0,0,0,298,289,581,6,4,16,10,5,15,554,618,1175,368,375,743,4473,4695,9167
103021064,2301,2297,4600,40,57,97,153,135,291,9,3,13,5,9,9,0,0,0,0,0,8,0,0,3,0,0,0,3,0,3,0,0,0,175,153,324,4,3,5,4,0,6,222,219,441,301,325,627,2826,2835,5662
103021065,3855,3943,7798,317,330,654,183,192,375,16,9,23,19,15,31,0,0,0,0,0,0,0,0,0,3,5,9,11,6,14,0,0,0,229,232,462,3,14,15,21,9,32,571,589,1156,489,477,964,4921,5001,9924
103021066,1514,1420,2936,60,57,117,74,85,158,9,5,8,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,98,100,191,5,9,16,4,0,5,165,163,335,144,151,298,1827,1742,3567
103021067,4172,4415,8587,365,382,745,271,258,531,16,7,31,20,26,47,0,0,0,4,5,7,0,0,0,0,0,9,6,0,0,0,0,0,325,302,622,9,24,28,9,16,25,700,728,1427,408,357,766,5281,5500,10776
103021068,1358,1228,2579,56,40,94,96,99,190,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,105,197,0,0,5,3,3,8,152,150,302,183,161,345,1691,1532,3230
103021069,2195,2178,4372,106,132,239,90,89,175,0,7,13,12,18,25,4,0,7,6,4,3,4,0,6,0,0,0,4,4,9,0,0,0,122,122,240,8,4,15,3,5,12,238,261,497,304,275,580,2738,2717,5452
103031070,4729,4937,9668,306,303,601,332,377,709,4,0,3,23,22,48,0,0,5,0,0,3,3,6,6,0,0,0,0,3,10,0,0,0,373,413,784,13,17,30,10,3,11,695,732,1428,752,438,1185,6167,6106,12278
103031071,3495,3328,6818,104,124,224,260,274,534,0,0,4,13,5,17,0,3,3,4,0,5,0,0,0,0,4,3,0,4,4,0,0,0,274,292,565,8,11,22,11,6,18,397,431,827,369,357,728,4256,4123,8376
103031072,4653,4848,9500,508,572,1078,431,446,868,9,9,15,25,34,60,4,3,6,4,4,13,0,0,9,4,0,6,3,4,11,0,0,0,482,501,983,19,15,28,15,16,33,1020,1099,2120,366,388,758,6040,6338,12383
103031073,1387,1305,2700,56,52,104,89,93,187,0,6,5,7,3,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,103,198,0,0,0,3,3,5,148,154,312,198,171,368,1740,1637,3370
103031074,4475,4201,8672,172,189,355,407,362,766,6,3,11,7,18,29,0,0,4,0,0,0,7,0,5,3,0,3,0,4,3,0,0,0,430,393,826,21,15,35,18,7,27,636,604,1243,567,495,1059,5675,5300,10972
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,2965,3024,5989,192,207,403,232,220,454,3,0,3,9,19,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,239,492,11,7,19,3,10,17,452,463,919,269,250,519,3685,3740,7429
103041077,7038,7607,14651,407,437,843,823,838,1655,16,22,45,32,41,69,3,11,17,3,5,12,0,0,0,0,3,0,4,13,20,0,0,0,891,925,1822,36,34,73,29,24,51,1367,1421,2782,647,705,1354,9046,9733,18780
103041078,8687,9202,17892,590,635,1223,953,1041,1990,32,20,51,38,42,83,9,4,13,14,10,24,3,3,10,6,8,16,6,3,13,0,0,0,1061,1133,2194,51,61,109,25,19,45,1724,1853,3579,524,550,1071,10931,11607,22546
103041079,4874,4807,9679,161,137,291,413,375,787,4,3,12,22,14,38,0,0,5,5,0,5,0,0,0,4,4,10,0,0,0,0,0,0,443,403,844,14,12,22,9,9,14,628,551,1179,425,424,842,5921,5779,11705
104011080,7173,7788,14958,625,636,1264,471,525,996,23,17,36,94,99,188,0,0,0,7,10,18,0,3,4,10,9,21,0,4,3,0,0,0,606,661,1263,20,31,46,25,37,65,1269,1377,2646,714,731,1446,9157,9889,19050
104011081,6574,6280,12850,143,167,307,499,515,1015,20,27,51,52,57,105,5,0,6,10,10,18,4,6,9,6,5,16,0,0,0,0,0,0,594,622,1219,10,3,17,18,5,27,761,804,1565,1613,746,2352,8945,7826,16774
104011082,6701,7027,13724,534,576,1113,408,441,851,55,52,109,108,129,237,0,6,7,8,15,22,10,4,17,6,7,12,4,7,9,0,0,0,604,663,1262,37,36,74,17,21,42,1200,1289,2488,601,588,1193,8502,8898,17399
104021083,2332,2541,4872,119,116,229,168,189,353,23,21,49,12,22,34,0,3,5,3,0,3,0,0,4,0,10,7,4,9,10,0,0,0,215,252,469,9,14,24,4,5,16,353,386,742,259,252,515,2945,3181,6125
104021084,6723,7392,14115,310,368,682,702,774,1473,36,46,85,61,62,125,7,15,18,16,8,20,6,8,7,3,0,6,3,9,18,0,0,0,838,914,1749,31,44,73,25,18,45,1208,1343,2547,624,656,1281,8550,9390,17941
104021085,3844,4386,8227,158,187,345,572,641,1210,9,18,29,49,44,90,3,4,3,5,4,14,0,8,9,0,3,5,6,5,11,0,0,0,650,720,1374,43,41,86,27,41,72,878,993,1873,498,610,1108,5216,5988,11204
104021086,1606,1537,3145,33,26,64,165,170,341,10,3,11,10,12,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,196,195,386,3,4,11,3,4,9,233,229,463,151,156,307,1994,1920,3911
104021087,1308,1269,2577,50,64,110,74,82,159,0,0,0,6,14,18,0,0,0,4,0,3,0,0,3,0,0,4,4,0,0,0,0,0,89,103,194,0,4,7,0,3,3,141,178,312,177,155,327,1627,1596,3224
104021088,3959,4147,8105,187,196,376,485,497,988,35,40,76,59,59,117,8,3,10,0,3,5,5,3,8,0,3,6,6,6,11,0,0,0,596,621,1216,32,42,71,17,19,33,831,874,1704,175,190,361,4964,5211,10171
104021089,7852,8510,16357,390,426,813,619,643,1261,24,36,57,47,64,111,4,0,7,6,0,7,3,0,6,4,3,10,9,12,20,0,0,4,716,764,1478,21,33,58,32,29,63,1156,1254,2410,540,552,1088,9544,10317,19861
104021090,1938,1976,3919,55,69,127,171,200,375,10,10,20,9,17,20,0,0,4,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,196,229,426,7,5,11,5,7,15,264,312,585,184,197,377,2392,2486,4873
104021091,5540,5652,11189,359,405,755,499,584,1082,57,55,111,61,69,129,6,3,15,3,4,10,26,27,59,0,4,7,5,9,18,0,0,0,669,758,1429,42,42,87,36,27,62,1104,1232,2335,399,384,783,7042,7269,14308
105011092,1175,1173,2349,77,93,165,81,85,168,6,8,12,7,9,19,3,3,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,104,114,211,6,8,18,9,0,11,194,207,403,302,327,629,1671,1707,3374
105011093,1460,1403,2864,119,138,252,95,104,196,15,14,29,22,16,38,7,3,14,4,3,10,6,10,13,0,0,0,0,0,0,0,0,0,150,150,301,4,6,5,3,6,4,272,295,568,337,305,643,2077,2008,4084
105011094,1445,1399,2845,95,114,209,96,109,205,3,3,8,6,11,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,127,232,6,3,14,7,4,14,221,243,466,278,283,562,1943,1931,3874
105011095,1745,1753,3501,97,115,207,114,101,218,3,0,10,17,26,41,0,3,3,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,140,140,283,10,14,19,0,0,9,249,269,521,241,263,503,2236,2282,4519
105011096,1782,1655,3445,129,128,256,99,111,211,8,8,18,16,22,41,0,0,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,131,142,278,10,5,13,14,8,18,277,284,561,723,751,1473,2785,2689,5477
105021097,6690,7005,13696,537,633,1168,192,199,396,40,44,84,29,27,57,80,67,140,7,11,19,10,12,17,14,8,16,9,11,15,0,0,0,373,374,751,19,33,51,25,26,52,954,1060,2020,839,851,1693,8480,8922,17399
105021098,831,775,1610,30,31,67,63,64,125,9,9,14,6,7,11,10,11,21,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,85,85,175,0,0,0,7,0,7,124,118,251,211,198,415,1176,1104,2273
