POA_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,13,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,3,7,14,68,26,20,5,3,0,141,0,0,0,3,0,0,0,0,0,8,0,0,0,12,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,8,66,36,30,15,4,3,180,0,0,0,11,3,6,3,0,0,28,0,0,3,9,3,3,0,3,0,23,0,0,0,17,0,3,0,0,0,22,0,0,3,18,10,5,6,3,0,35,0,0,3,0,0,3,0,8,0,13,0,0,4,5,6,4,0,0,0,19,0,0,3,16,3,0,0,0,0,24,3,0,4,44,12,11,5,0,0,69,0,0,0,3,4,0,0,0,0,10,0,0,0,14,28,15,17,12,0,95,0,4,4,13,0,0,0,0,0,30
POA2019,0,0,0,7,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,14,0,5,8,46,40,15,14,6,0,130,0,0,0,7,7,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,13,53,26,24,8,3,0,132,0,0,0,8,3,0,0,0,0,13,0,0,0,14,11,3,6,3,0,36,0,0,0,4,0,3,4,0,0,8,0,3,3,17,5,3,3,0,0,35,0,0,0,3,3,3,0,0,3,11,0,0,0,8,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,3,0,16,0,0,0,0,0,23,0,0,0,0,0,3,6,3,0,10,0,0,0,3,3,0,3,0,0,12,0,0,3,6,5,3,4,0,0,21
POA2020,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,16,56,19,18,6,0,0,117,0,0,3,10,3,0,0,0,0,15,0,0,0,7,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,8,21,112,29,39,16,4,0,227,0,0,3,9,0,3,0,0,0,20,0,0,0,8,3,4,0,0,0,18,0,0,8,16,3,0,0,0,0,29,0,0,4,15,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,3,0,0,0,19,0,4,3,29,6,0,0,0,0,48,0,8,8,147,15,4,0,0,0,183,0,0,0,3,0,4,0,0,0,5,0,0,3,18,19,7,4,0,0,45,0,0,6,11,0,0,0,0,0,19
POA2021,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,15,3,0,4,0,0,17,0,3,16,121,50,34,37,8,3,273,0,0,0,3,0,0,3,0,0,11,0,0,0,3,3,0,0,0,0,9,0,0,0,10,3,0,0,0,0,9,0,3,5,25,12,3,3,0,0,51,0,0,0,6,5,3,3,0,0,18,0,0,0,21,0,0,7,0,0,32,0,6,3,9,4,0,0,0,0,26,0,0,10,40,15,8,7,3,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,10,0,0,0,12,0,0,0,0,0,12,0,3,6,31,3,5,0,0,0,49,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,3,15,15,77,22,8,9,0,0,141
POA2022,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,4,13,77,35,18,20,10,3,180,0,0,0,10,0,0,0,0,0,12,0,0,0,3,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,3,7,42,11,5,3,0,0,72,0,0,3,15,3,4,4,5,0,40,0,0,3,17,0,8,10,3,0,40,0,0,8,9,3,5,0,3,0,34,0,5,7,35,20,16,10,27,3,120,0,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,3,0,6,0,0,6,16,5,0,0,0,0,23,0,0,3,29,3,4,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,8,15,41,10,9,3,0,0,95
POA2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,13,0,3,9,50,23,18,12,4,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,22,9,5,0,0,0,41,0,0,0,8,0,5,9,5,8,36,0,3,0,9,5,5,0,0,0,21,0,10,7,3,0,4,3,0,0,32,0,5,13,77,47,62,43,12,0,272,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,12,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,12,12,22,9,6,0,0,0,65
POA2024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,13,0,6,5,70,38,16,11,4,0,152,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,4,3,3,0,0,0,15,0,0,0,17,0,3,3,3,5,28,0,0,0,15,3,4,6,3,0,35,0,0,0,3,4,4,3,0,0,18,0,0,3,39,11,6,7,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,12,3,0,0,0,0,21,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,13,3,40,12,8,0,3,0,84
POA2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,3,15,0,4,7,45,29,23,9,6,0,126,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,12,3,0,0,0,0,26,0,0,0,3,0,0,0,3,8,17,0,0,0,11,3,0,8,3,0,25,0,8,4,13,4,3,0,0,0,27,0,0,3,32,7,19,17,21,6,105,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,6,0,20,7,8,4,3,3,62
POA2026,0,0,0,3,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,9,0,0,4,34,11,4,0,3,0,59,0,10,33,262,66,47,21,9,0,442,0,0,0,19,3,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,0,9,54,12,17,5,3,0,104,0,0,4,41,4,9,17,3,15,89,0,0,3,47,9,8,6,6,0,67,0,5,0,17,3,8,9,10,0,48,0,6,39,233,92,77,53,39,9,546,0,0,0,3,3,0,3,4,0,16,0,0,0,3,3,0,0,0,0,7,0,0,0,12,4,0,0,0,0,17,0,0,4,30,9,3,3,0,0,53,0,0,0,4,4,0,0,0,0,12,0,0,0,7,3,0,0,0,0,13,5,27,22,207,24,17,3,0,0,299
POA2027,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,3,4,52,17,31,17,5,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5,5,0,0,0,25,0,0,0,9,0,0,0,6,6,27,0,0,0,5,3,3,3,3,0,15,0,5,4,5,0,0,3,0,0,17,0,0,0,38,9,31,25,15,9,126,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,12,0,0,0,21,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,20,7,10,10,3,0,69
POA2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,48,11,17,14,6,0,103,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,0,0,19,0,0,0,0,0,3,3,3,4,16,0,0,0,3,0,3,0,0,3,7,3,5,0,7,0,5,0,0,0,17,0,0,0,24,9,14,13,9,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,18,6,3,9,0,0,49
POA2029,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,6,0,0,14,0,3,14,55,21,17,18,6,0,138,0,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,26,19,8,3,0,0,57,0,0,0,5,3,3,12,3,6,36,0,0,0,8,0,3,3,3,0,21,0,3,0,4,4,0,0,0,0,14,3,8,38,148,84,70,65,33,9,452,0,0,0,3,0,3,0,0,0,12,0,0,3,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,11,3,29,6,0,3,0,0,49
