POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2000,3,3,0,0,9,5,0,18,0,0,3,0,3,12,0,17,37,17,14,0,67,19,15,97,36,19,11,0,70,33,15,111,3,0,0,0,3,5,0,13,11,0,4,0,15,11,0,30,2891,891,349,347,4474,2608,1789,8864,0,0,0,0,0,0,0,0,2904,895,351,350,4494,2623,1796,8909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,31,0,3,0,0,3,0,0,7,3,3,0,0,3,32,3,37,7,3,4,3,10,14,4,31,2951,920,364,351,4589,2703,1816,9111
POA2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4
POA2007,0,0,0,0,0,5,0,5,4,5,0,0,10,3,10,25,53,32,19,3,106,60,46,209,57,40,21,3,121,61,54,234,25,12,3,4,44,27,17,85,96,39,24,11,173,128,106,399,502,172,67,62,810,674,620,2099,0,0,0,0,0,0,0,0,624,220,101,77,1018,821,741,2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,10,7,30,683,260,125,83,1149,901,805,2855
POA2008,17,18,0,0,30,6,14,52,22,9,0,0,29,14,20,57,212,111,36,24,388,194,303,885,233,114,43,23,419,211,321,947,20,3,0,0,29,45,13,85,150,33,15,8,202,192,112,512,715,88,58,90,962,1265,614,2839,0,0,0,0,0,0,0,0,888,124,77,98,1194,1503,739,3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,9,16,5,31,10,0,0,0,7,16,5,30,10,8,0,0,16,25,15,49,1152,262,121,126,1664,1763,1105,4520
POA2009,20,4,7,0,31,15,10,58,17,3,0,0,22,10,8,42,91,76,22,10,199,60,40,307,114,77,22,10,226,70,55,350,8,0,7,0,17,7,0,25,61,26,13,8,103,80,44,226,1591,703,281,92,2673,1368,658,4691,3,0,0,0,3,0,0,3,1658,736,303,98,2789,1452,694,4946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,4,3,0,5,5,3,0,0,10,3,3,13,1792,818,333,109,3060,1547,764,5363
POA2010,15,7,4,0,33,9,11,52,106,36,11,3,161,94,48,304,816,397,150,50,1418,744,686,2842,919,438,164,57,1580,837,736,3149,180,32,19,4,237,344,95,675,396,68,47,9,519,662,159,1345,2316,333,135,78,2858,3314,671,6850,3,0,0,0,3,0,0,3,2893,436,200,94,3617,4319,931,8869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,14,25,7,44,6,3,3,0,16,24,7,49,18,12,3,0,36,60,17,115,3857,899,376,154,5275,5253,1698,12234
POA2011,13,11,6,0,22,10,3,41,3,0,3,0,8,8,0,14,206,59,87,14,368,332,108,808,208,63,91,14,379,338,108,824,59,16,14,7,95,143,27,269,367,52,36,15,468,795,124,1390,2033,331,172,50,2595,3866,547,7011,0,0,0,0,0,0,0,0,2465,398,223,70,3154,4806,704,8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,23,3,40,8,0,0,0,11,24,3,40,13,3,3,0,15,51,4,75,2701,474,323,88,3584,5234,819,9642
POA2015,44,49,8,3,106,36,21,168,179,103,36,7,323,158,60,537,277,270,80,12,637,155,129,922,461,367,120,20,965,315,186,1464,33,22,13,0,70,56,23,149,235,58,22,9,326,198,123,642,648,188,83,28,947,592,226,1761,0,0,0,0,0,0,0,0,921,266,116,37,1337,848,371,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,6,3,3,16,7,5,0,0,6,3,3,16,9,8,0,0,11,19,6,38,1435,696,243,60,2430,1215,589,4235
POA2016,18,8,3,0,25,16,5,49,103,55,19,3,186,106,51,341,325,275,102,33,733,277,317,1335,431,328,119,37,920,386,370,1676,50,3,7,4,67,85,17,170,245,46,67,22,384,489,125,1001,797,179,80,44,1099,1230,447,2773,0,0,0,0,0,3,0,4,1102,232,150,69,1551,1811,585,3945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,16,26,17,58,12,3,0,0,20,26,17,57,12,8,0,0,20,16,12,46,1570,579,277,105,2532,2251,992,5771
POA2017,11,0,5,3,17,7,0,30,44,40,16,9,107,64,30,209,148,141,164,23,471,180,99,747,187,183,180,28,583,245,128,957,36,5,5,0,53,123,24,200,142,54,89,9,285,359,47,695,2815,870,383,184,4251,2739,1775,8769,0,0,0,0,0,0,0,0,2995,925,475,195,4594,3222,1852,9661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,3,5,11,0,7,0,0,10,3,5,11,3,0,3,0,6,21,5,33,3201,1112,659,233,5204,3490,1992,10688
POA2018,432,872,205,33,1548,326,72,1938,37,90,34,0,167,59,6,229,15,30,8,0,47,12,11,71,57,119,40,0,219,68,12,300,154,313,105,25,596,167,72,835,212,271,131,31,643,353,92,1092,631,336,107,41,1119,604,299,2020,3,3,0,0,7,7,3,11,995,924,349,98,2364,1135,468,3961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,11,3,3,34,16,14,67,13,17,3,3,35,21,14,66,15,11,4,0,21,17,9,45,1509,1932,603,136,4182,1563,570,6308
POA2019,228,618,149,24,1023,138,29,1187,62,117,30,3,211,70,10,295,119,352,78,4,551,89,13,661,181,465,107,4,766,165,27,953,41,36,25,5,106,127,14,245,132,188,62,6,391,128,32,545,193,163,66,10,436,170,55,660,0,0,0,0,0,0,0,0,367,391,161,21,933,429,97,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,3,25,6,3,39,4,8,12,3,24,6,3,35,3,3,0,3,14,9,0,20,784,1484,434,50,2752,742,154,3653
POA2020,351,721,209,30,1318,277,67,1662,66,115,40,5,220,64,20,306,8,6,6,3,20,3,3,25,70,120,44,4,244,69,24,335,57,79,41,12,184,137,24,348,57,92,31,4,186,56,24,271,946,484,92,75,1596,476,460,2534,0,0,4,0,4,0,0,3,1059,656,169,88,1972,670,513,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,4,3,17,6,6,0,0,12,4,3,21,5,9,0,0,15,17,4,36,1496,1519,422,128,3562,1040,602,5208
POA2021,60,112,20,3,192,45,20,251,66,43,25,0,143,71,24,237,913,944,237,49,2141,695,405,3246,983,988,265,48,2284,765,431,3481,87,24,14,3,126,147,40,311,191,74,32,10,304,296,71,670,388,81,41,12,519,959,106,1586,0,0,0,0,0,0,0,3,667,175,79,28,949,1401,219,2570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,26,24,7,50,14,7,3,0,26,24,7,56,15,4,3,0,17,16,7,41,1730,1282,373,81,3469,2250,675,6387
POA2022,126,283,54,9,463,79,27,577,129,173,40,9,354,98,55,508,173,363,95,19,650,164,81,898,298,538,140,29,1006,262,135,1406,101,38,20,10,172,149,43,364,218,83,27,6,334,230,98,666,445,175,99,28,737,559,163,1464,3,0,0,0,3,0,0,3,761,299,152,42,1245,943,305,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,24,20,0,100,94,9,203,55,24,20,0,100,94,9,203,3,4,0,0,7,15,0,27,1240,1144,360,72,2820,1399,478,4705
POA2023,293,750,94,5,1142,144,21,1309,12,18,5,0,40,16,0,56,28,50,17,4,99,17,0,117,41,68,22,4,136,37,0,172,60,89,31,0,184,69,23,276,335,199,97,14,645,337,124,1106,262,146,65,19,493,342,133,967,0,3,0,0,6,4,0,11,662,437,190,34,1326,747,282,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,5,18,3,0,0,0,3,5,5,18,3,8,0,0,10,11,0,18,1009,1264,302,48,2618,941,310,3867
POA2024,223,557,74,3,859,120,27,1010,95,170,40,4,307,92,27,419,87,224,42,3,360,56,13,425,182,395,80,10,663,145,42,847,149,110,53,0,314,174,59,550,305,130,49,10,491,381,132,1009,143,57,33,4,238,177,44,454,3,3,0,0,4,0,4,11,596,302,135,13,1052,736,233,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,21,19,9,48,11,4,4,0,21,19,9,48,0,9,0,0,6,4,0,11,1014,1262,294,30,2598,1025,314,3940
POA2025,113,214,35,0,363,68,6,438,76,72,32,7,191,81,17,283,188,235,76,8,503,153,45,694,266,306,105,19,691,235,54,983,99,52,26,6,182,178,28,387,182,62,43,9,297,231,60,593,140,65,23,11,234,195,50,478,3,0,0,0,3,0,0,6,422,186,95,22,718,599,145,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,15,3,3,0,0,8,3,0,15,11,3,0,0,12,3,0,20,810,713,234,42,1800,911,208,2918
POA2026,262,627,92,21,1006,162,68,1236,212,448,102,10,762,222,104,1092,184,560,83,0,831,90,43,971,393,1008,185,9,1595,314,147,2055,588,382,150,32,1149,597,405,2149,1442,538,217,51,2247,1557,865,4666,674,258,89,21,1034,935,345,2317,0,0,0,0,3,0,3,3,2702,1181,458,100,4431,3091,1614,9137,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,4,0,34,17,22,71,19,13,4,0,34,16,22,71,24,15,0,0,37,27,10,74,3391,2844,735,128,7104,3619,1857,12583
POA2027,91,141,24,3,257,43,11,309,7,3,5,0,14,10,3,29,109,105,27,0,242,79,11,329,112,107,33,0,254,95,13,360,54,48,16,3,115,59,8,185,213,97,32,5,346,230,73,651,647,196,100,29,972,881,131,1980,7,3,0,0,12,4,4,21,918,343,151,36,1448,1171,219,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,13,13,0,19,1128,592,207,43,1976,1314,238,3530
POA2028,71,129,28,3,225,57,6,290,3,4,0,0,9,0,0,7,64,57,22,0,145,33,5,183,66,59,21,0,150,38,5,194,34,35,12,4,81,54,18,151,189,66,26,15,295,221,73,588,226,76,49,13,359,286,102,755,0,0,0,0,0,0,0,0,447,175,87,27,739,565,192,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,3,12,3,0,0,0,7,8,3,12,3,0,0,0,3,0,0,3,585,364,143,34,1123,663,206,1996
POA2029,196,451,59,11,721,94,15,827,23,66,11,4,108,19,3,132,38,109,19,0,168,17,7,189,63,179,32,4,272,40,7,325,133,119,65,7,330,182,38,551,501,369,158,29,1055,593,152,1798,77,38,12,4,133,110,18,262,10,6,3,0,21,6,0,23,727,533,237,45,1540,890,210,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,20,5,3,29,14,5,0,0,20,5,3,29,4,12,0,0,16,0,0,14,1002,1175,328,62,2568,1033,235,3833
POA2030,597,1357,198,35,2187,307,38,2539,22,47,8,0,76,24,3,103,88,186,33,3,306,73,8,388,107,233,41,3,385,93,6,486,107,171,56,7,343,118,25,482,176,169,66,8,420,198,37,655,125,68,41,0,244,184,19,447,0,0,0,0,0,3,0,4,408,409,163,18,1005,500,85,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,7,0,44,22,0,67,17,20,7,0,46,19,0,69,3,12,0,0,13,3,0,19,1141,2028,408,55,3632,931,132,4695
POA2031,417,1063,181,34,1696,267,73,2037,235,541,120,13,904,242,58,1207,243,546,104,21,919,183,51,1147,476,1087,221,37,1821,426,110,2353,416,322,140,16,901,509,221,1626,1374,761,340,92,2575,1384,723,4675,649,352,121,44,1164,797,302,2263,6,3,0,0,11,10,3,23,2442,1439,600,159,4644,2701,1244,8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,26,28,4,123,76,42,235,57,26,28,4,123,77,42,235,7,7,3,0,20,24,0,38,3403,3633,1030,237,8298,3489,1469,13260
POA2032,381,740,202,54,1376,283,186,1839,118,146,65,17,345,162,39,544,71,133,68,17,289,138,60,478,194,282,129,36,631,295,94,1025,114,94,26,12,252,214,141,613,321,209,102,34,672,465,425,1559,166,78,40,37,318,160,366,844,0,0,0,0,0,0,0,0,595,383,166,89,1243,842,934,3014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,18,3,9,33,5,9,7,0,18,3,9,33,6,6,0,0,11,29,3,36,1181,1408,502,180,3274,1452,1223,5953
POA2033,187,419,75,20,700,119,66,890,36,50,24,3,109,15,22,146,29,68,8,11,111,25,16,153,64,117,30,10,219,42,35,301,75,68,33,9,189,120,79,392,314,143,78,36,579,365,245,1183,414,209,76,51,750,367,241,1364,0,0,0,0,0,0,0,0,802,425,189,100,1514,854,561,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,28,9,9,43,3,14,5,0,28,9,9,47,0,0,0,0,3,20,3,20,1067,977,295,126,2470,1036,678,4187
POA2034,279,780,94,20,1172,179,42,1395,70,158,20,3,249,77,24,352,100,306,50,8,457,66,32,553,171,461,71,8,707,142,57,904,326,244,97,16,682,422,201,1306,1043,518,297,52,1901,1363,580,3846,140,75,30,7,257,202,84,537,7,8,3,0,23,5,3,35,1520,846,427,71,2860,1990,867,5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,0,29,13,4,46,16,9,3,0,29,17,4,52,3,17,3,0,21,7,8,30,1982,2111,597,97,4792,2335,975,8097
POA2035,978,2075,455,81,3584,626,165,4376,222,430,115,16,780,286,38,1105,302,617,183,19,1114,220,62,1400,519,1046,299,37,1891,504,102,2505,248,221,172,26,666,445,100,1217,479,297,216,39,1031,834,192,2055,599,393,166,89,1246,740,333,2319,0,3,0,0,3,11,0,17,1319,916,561,158,2952,2027,629,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,6,0,38,25,8,73,23,9,6,0,38,25,8,73,12,10,4,0,21,11,3,37,2847,4053,1315,281,8497,3194,911,12603
POA2036,937,1995,453,74,3459,582,95,4137,59,101,32,10,199,123,17,342,262,700,266,22,1249,268,47,1566,318,806,297,27,1449,398,67,1908,53,69,69,5,203,404,13,619,352,440,255,32,1076,565,92,1740,446,319,128,23,917,427,87,1424,0,0,0,0,0,3,0,3,863,827,456,55,2193,1398,196,3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,3,0,18,3,3,0,0,14,3,0,13,5,10,3,0,15,7,0,24,2128,3643,1215,153,7133,2387,354,9877
POA2037,59,86,28,3,175,77,23,275,155,128,63,8,359,244,87,686,649,518,250,39,1452,694,384,2529,802,642,316,48,1810,938,465,3208,85,25,11,8,137,194,50,376,309,99,64,21,496,632,143,1271,461,147,51,45,707,505,185,1394,0,0,0,0,0,3,0,3,865,275,131,73,1337,1329,374,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,5,22,28,17,67,11,6,0,5,22,28,15,72,6,8,4,0,20,38,4,60,1743,1016,478,127,3364,2413,883,6661
POA2038,38,75,17,0,125,26,12,163,419,536,98,20,1070,336,122,1525,232,280,90,9,609,143,75,823,648,814,185,24,1676,478,194,2353,65,26,14,10,110,150,35,299,56,25,9,5,96,85,18,201,98,24,16,6,138,297,19,458,3,3,0,0,10,9,0,19,219,85,42,19,358,542,80,984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,8,0,37,24,9,72,24,5,8,0,37,29,9,78,3,7,0,0,10,12,0,28,929,996,252,44,2214,1089,302,3602
POA2039,127,195,33,5,363,90,25,481,210,298,59,14,582,166,45,795,241,311,87,4,646,171,63,880,457,612,146,15,1234,338,107,1681,60,6,14,3,88,84,13,185,94,27,6,3,136,82,18,233,330,99,29,4,463,274,32,765,5,4,0,0,8,11,3,25,491,141,51,10,695,450,66,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,4,32,22,5,65,14,14,3,4,32,22,5,65,3,0,0,0,4,13,3,18,1091,957,239,37,2329,913,208,3450
POA2040,546,1021,255,40,1872,466,164,2495,556,881,174,40,1645,458,120,2231,387,561,140,22,1103,336,136,1573,940,1441,316,56,2755,793,253,3798,133,114,60,8,322,303,70,696,111,55,48,11,231,273,45,549,132,44,30,5,220,292,45,554,3,6,0,0,10,7,0,22,385,220,147,25,775,879,167,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,10,0,43,10,19,75,15,18,10,0,43,17,19,76,19,9,7,0,34,21,0,52,1906,2714,735,122,5472,2172,600,8242
POA2041,122,195,40,3,362,73,14,450,232,285,72,4,597,225,36,854,873,1043,204,19,2142,595,113,2851,1107,1332,273,20,2731,823,148,3706,76,47,30,3,150,161,17,326,202,98,55,6,363,538,64,965,213,86,39,11,344,296,45,681,17,3,3,0,30,20,8,57,503,234,124,16,879,1013,131,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,9,6,0,15,5,7,3,0,13,6,0,12,9,7,0,0,20,16,4,36,1744,1777,440,41,4000,1926,298,6232
POA2042,123,149,34,11,314,97,84,488,584,431,140,28,1184,484,326,1989,549,524,129,34,1244,407,423,2073,1133,957,272,67,2420,896,742,4056,185,40,25,8,258,333,80,676,308,57,35,25,420,501,141,1059,333,44,21,20,428,627,101,1155,8,0,0,0,7,4,0,16,836,146,78,54,1116,1464,324,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,41,20,10,3,80,64,65,208,46,27,10,3,85,64,64,215,11,5,3,0,22,22,9,55,2137,1280,395,135,3951,2548,1227,7723
POA2043,32,32,9,7,79,29,11,119,147,93,49,8,305,138,54,492,259,223,55,14,548,159,182,890,405,314,107,20,849,293,235,1382,26,11,17,0,52,133,20,209,48,23,12,0,77,50,12,140,685,192,39,20,934,438,191,1556,0,0,0,0,0,0,0,0,763,223,64,20,1062,623,219,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,7,0,17,8,0,0,0,7,6,0,17,6,0,0,0,8,5,3,19,1214,570,183,49,2009,962,468,3446
POA2044,274,430,151,20,874,245,141,1256,181,184,63,15,451,176,66,691,115,110,26,11,258,48,78,388,300,297,85,25,709,227,140,1079,37,8,3,0,48,35,13,101,74,15,7,4,102,53,26,178,56,19,0,0,79,42,22,139,8,3,7,0,17,17,5,42,179,49,18,5,253,150,67,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,18,14,7,41,10,3,0,0,18,14,7,41,6,3,0,0,10,9,0,17,761,782,258,52,1853,646,353,2855
POA2045,385,806,174,20,1383,248,47,1679,47,84,39,6,176,51,7,238,10,19,3,0,34,12,0,54,62,102,44,6,216,61,5,284,14,10,11,0,29,25,10,66,19,3,11,3,39,34,4,77,6,3,0,0,10,10,3,18,0,0,0,0,3,0,0,7,36,18,17,3,80,72,21,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,14,7,3,22,3,3,4,0,14,7,3,22,0,4,0,0,4,4,0,12,488,940,243,33,1697,398,72,2174
POA2046,1048,2276,458,72,3854,755,103,4711,92,155,50,3,295,107,7,411,182,220,76,10,489,178,13,677,274,375,128,12,789,279,22,1088,388,288,165,18,854,629,95,1579,339,246,114,14,711,437,81,1231,433,280,116,14,851,381,68,1294,0,0,0,0,0,0,0,3,1157,815,396,50,2419,1446,246,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,9,0,55,23,19,95,32,16,9,0,57,23,19,93,10,14,3,0,22,16,3,43,2519,3487,992,137,7138,2517,385,10042
POA2047,320,720,125,19,1184,216,38,1440,92,150,32,3,275,82,19,376,52,42,20,0,107,24,9,141,140,189,48,4,387,113,22,521,310,147,71,19,541,375,80,996,249,122,59,8,441,279,89,811,260,103,40,8,410,270,73,750,0,0,0,0,0,0,0,0,818,369,173,34,1396,919,240,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,3,0,28,16,8,49,17,7,3,0,28,16,8,49,12,12,8,0,34,28,0,60,1315,1297,359,61,3023,1293,314,4628
POA2048,124,203,54,20,399,96,83,581,227,268,75,18,587,149,101,842,91,125,29,3,252,60,46,362,316,397,110,24,841,213,150,1206,137,40,24,4,209,222,72,503,113,31,17,3,169,155,57,386,73,21,9,10,104,99,24,224,9,4,4,0,18,10,4,30,335,96,55,14,497,487,160,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,3,3,36,23,16,70,20,13,3,3,36,23,16,70,10,3,0,0,10,22,0,38,804,704,216,59,1781,837,404,3034
POA2049,265,445,132,14,859,198,95,1151,132,212,60,13,409,137,54,597,135,199,41,3,381,64,56,500,263,410,104,20,791,201,105,1098,253,90,64,10,418,455,137,1014,143,43,19,6,208,207,54,467,156,43,25,3,229,184,47,458,10,4,9,0,22,13,8,37,559,177,119,25,873,859,242,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,5,3,48,19,16,86,25,16,5,3,48,19,16,86,6,9,0,0,19,24,3,42,1128,1058,355,57,2591,1298,473,4364
POA2050,21,24,6,0,53,13,13,83,129,94,24,6,259,97,80,433,132,123,35,5,303,66,88,460,266,221,60,16,559,169,165,895,50,12,3,0,71,75,21,162,170,46,19,16,242,195,72,507,700,137,63,34,925,1598,214,2734,0,0,0,0,0,0,0,0,918,188,82,48,1232,1867,311,3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,11,0,3,0,0,3,0,4,11,3,0,0,0,8,0,6,14,1204,441,147,64,1862,2055,500,4414
